C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST06:08:27

dec >=0&rah >=6.75&rah< 7.0&(cat='NGC'|Vmag< 11)
------------------------------------------------

Number of objects : 8283

 #  |                                               identifier                                                |               typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |     spec. type      |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|----------------------------------|---------------------------------------|-----------------------------------|------------------|---------|---------------------|---------------|-----|----------------|-----------------------|--------|-------------------
4156|HD 265430                                                                                                |Star                              |06 52 12.1789275144 +06 51 54.214598052|206.9022367888058 +03.2936902802897|  -2.061 -4.515   |9.75     |A0                   |    ~     ~    |    1| 1069.061   pc  | -48.9158    +48.9158  |paral   |2020yCat.1350....0G
4157|HD 265462                                                                                                |Star                              |06 52 22.7233126344 +07 33 33.198655968|206.3019430214066 +03.6468615114439| -13.210 -8.920   |9.44     |K2                   |    ~     ~    |    1|  506.201   pc  |  -4.0742     +4.0742  |paral   |2020yCat.1350....0G
4158|HD 265490                                                                                                |Star                              |06 52 26.5191337392 +07 11 25.815080724|206.6384851208099 +03.4939646037240|   -0.302 1.391   |9.86     |A2                   |    ~     ~    |    1|  476.644   pc  |  -4.9982     +4.9982  |paral   |2020yCat.1350....0G
4159|HD 50228                                                                                                 |Star                              |06 52 39.0038907288 +07 49 20.013070332|206.0973465510786 +03.8257705570319|  -2.386 -0.356   |7.45     |B5                   |    ~     ~    |    1|  864.304   pc  | -32.6449    +32.6449  |paral   |2020yCat.1350....0G
4160|AG+07 881                                                                                                |Long-Period Variable Candidate    |06 53 22.4919868272 +07 40 37.005618576|206.3085786711362 +03.9202552818037|  -1.619 -0.715   |9.17     |M0                   |    ~     ~    |    1| 1331.2     pc  | -54.0491    +54.0491  |paral   |2020yCat.1350....0G
4161|HD 50695                                                                                                 |Star                              |06 54 38.1655846248 +07 42 17.011457640|206.4252263429928 +04.2115818458355|  -1.096 -3.557   |9.03     |A0                   |    ~     ~    |    1|  374.939   pc  |  -8.5894     +8.5894  |paral   |2020yCat.1350....0G
4162|HD 50724                                                                                                 |Star                              |06 54 43.5525061704 +07 01 40.668661992|207.0406057814399 +03.9257190951909|  -1.634 -2.224   |8.98     |A0                   |    ~     ~    |    1|  571.363   pc  |  -6.9535     +6.9535  |paral   |2020yCat.1350....0G
4163|HD 266208                                                                                                |Star                              |06 54 49.6657632144 +07 11 48.051101220|206.9011914057815 +04.0245191743686|  2.539 -12.036   |9.35     |K0                   |    ~     ~    |    1|  458.842   pc  |  -3.4107     +3.4107  |paral   |2020yCat.1350....0G
4164|HD 50770                                                                                                 |Star                              |06 54 56.1075594504 +07 29 29.828928768|206.6494339357152 +04.1814903173888|  -0.311 -4.511   |8.17     |B9                   |    ~     ~    |    1|  860.956   pc  | -33.5043    +33.5043  |paral   |2020yCat.1350....0G
4165|HD 50771                                                                                                 |Star                              |06 54 57.6608884200 +07 24 35.752773456|206.7254178345916 +04.1503294292010|   -5.272 2.075   |8.19     |A2                   |    ~     ~    |    1|  529.073   pc  | -19.6502    +19.6502  |paral   |2020yCat.1350....0G
4166|HD 266237                                                                                                |Star                              |06 54 58.7310965616 +07 28 47.444348892|206.6648737924786 +04.1858448793712|  -3.053 -3.716   |9.36     |B8                   |    ~     ~    |    1|  650.872   pc  | -18.5128    +18.5128  |paral   |2020yCat.1350....0G
4167|HD 50818                                                                                                 |Star                              |06 55 07.9008032400 +07 16 07.833943992|206.8707880059667 +04.1243640197375|  -12.037 6.306   |7.55     |K0                   |    ~     ~    |    1|  464.059   pc  |  -4.0486     +4.0486  |paral   |2020yCat.1350....0G
4168|HD 266335                                                                                                |Star                              |06 55 14.7947420256 +06 50 51.955955124|207.2602760854045 +03.9595261421195|  -2.030 -2.602   |8.94     |K0                   |    ~     ~    |    1|  732.547   pc  |  -9.3373     +9.3373  |paral   |2020yCat.1350....0G
4169|HD 266372                                                                                                |Star                              |06 55 16.9546416671 +07 14 27.673734110|206.9126218270193 +04.1451855997157|    0.795 0.405   |9.55     |A3                   |    ~     ~    |    0|                |                       |        |                   
4170|HD 50907                                                                                                 |Star                              |06 55 33.2754182760 +07 26 14.140289544|206.7675801220363 +04.2939679826609|  -1.263 -3.022   |8.54     |K                    |    ~     ~    |    1|  703.087   pc  | -11.7651    +11.7651  |paral   |2020yCat.1350....0G
4171|HD 49246                                                                                                 |Star                              |06 47 46.5472439952 +06 17 49.141311216|206.9090725873644 +02.0561258551110|   -2.229 0.565   |7.92     |B9V                  |    ~     ~    |    1|  558.534   pc  | -16.1908    +16.1908  |paral   |2020yCat.1350....0G
4172|HD 49291                                                                                                 |Star                              |06 47 58.6724506968 +06 45 38.634717024|206.5186424463416 +02.3117969764384| -16.906 26.628   |7.77     |K0                   |    ~     ~    |    1|  472.255   pc  | -14.9873    +14.9873  |paral   |2020yCat.1350....0G
4173|HD 49367                                                                                                 |Star                              |06 48 23.9792952408 +06 12 46.865923452|207.0544831064299 +02.1559828699865|  -7.663 -1.582   |7.22     |K3III                |    ~     ~    |    1|  376.421   pc  |  -2.8622     +2.8622  |paral   |2020yCat.1350....0G
4174|HD 264505                                                                                                |Star                              |06 49 21.2975708256 +06 34 25.359716100|206.8409457896986 +02.5313599496453|   1.384 -6.242   |10.09    |A3                   |    ~     ~    |    1|  481.186   pc  |  -4.6771     +4.6771  |paral   |2020yCat.1350....0G
4175|HD 264600                                                                                                |Be Star                           |06 49 36.7730098488 +06 13 32.321417988|207.1804365599446 +02.4302748878701|  -0.213 -0.024   |10.98    |B2Vnne               |    ~     ~    |    0|                |                       |        |                   
4176|HD 49711                                                                                                 |Star                              |06 50 05.8601900328 +06 15 22.718310300|207.2078879373514 +02.5515318856557|  -1.003 -2.212   |7.43     |B8V                  |    ~     ~    |    1|  656.771   pc  | -16.9520    +16.9520  |paral   |2020yCat.1350....0G
4177|HD 265180                                                                                                |Star                              |06 51 21.0629016720 +06 22 30.089937612|207.2435601597603 +02.8829230462284| -2.798 -32.002   |9.45     |F0                   |    ~     ~    |    1|  219.848   pc  |  -0.8507     +0.8507  |paral   |2020yCat.1350....0G
4178|HD 265287                                                                                                |Star                              |06 51 39.8571267864 +06 01 24.636173520|207.5925487550663 +02.7927616061221|-26.934 -10.331   |8.72     |G0                   |    ~     ~    |    1|  119.493   pc  |  -0.2499     +0.2499  |paral   |2020yCat.1350....0G
4179|HD 50082                                                                                                 |Spectroscopic Binary              |06 51 53.9588741976 +06 36 24.481624140|207.0985766199741 +03.1094274010599|    8.276 5.876   |7.42     |K0_Ba3               |    ~     ~    |    1|  225.525   pc  |  -5.5592     +5.5592  |paral   |2020yCat.1350....0G
4180|HD 50166                                                                                                 |Star                              |06 52 14.6533541856 +06 30 35.483673852|207.2240092268704 +03.1418257810646|  -0.637 -4.463   |8.75     |~                    |    ~     ~    |    1|  749.232   pc  | -24.3064    +24.3064  |paral   |2020yCat.1350....0G
4181|HD 50165                                                                                                 |Star                              |06 52 17.8044817464 +06 39 38.790049428|207.0952009973314 +03.2218636143427|   1.145 -4.442   |9.07     |A0                   |    ~     ~    |    1|  778.452   pc  | -17.4525    +17.4525  |paral   |2020yCat.1350....0G
4182|HD 50207                                                                                                 |Star                              |06 52 27.7188876960 +06 12 30.468460860|207.5175984599596 +03.0533825987041| -13.206 -8.805   |7.75     |G5                   |    ~     ~    |    1|  236.591   pc  |  -1.2874     +1.2874  |paral   |2020yCat.1350....0G
4183|HD 50247                                                                                                 |Star                              |06 52 39.9874233216 +06 30 14.115818304|207.2769232329597 +03.2326196279780|    3.076 9.327   |8.08     |G5                   |    ~     ~    |    1|  318.319   pc  |  -2.3407     +2.3407  |paral   |2020yCat.1350....0G
4184|HD 265781                                                                                                |Star                              |06 53 19.4077832208 +06 21 47.716326108|207.4766080970619 +03.3143683886791|  -8.861 -2.115   |10.58    |G0                   |    ~     ~    |    1|  536.394   pc  |  -8.2863     +8.2863  |paral   |2020yCat.1350....0G
4185|HD 265892                                                                                                |Star                              |06 53 44.0642577120 +06 49 05.934499356|207.1164446718973 +03.6114398688170| -12.091 -7.516   |9.04     |K0                   |    ~     ~    |    1|  471.231   pc  |  -3.7084     +3.7084  |paral   |2020yCat.1350....0G
4186|HD 50526                                                                                                 |Star                              |06 54 02.0338663008 +06 48 48.741404796|207.1544246256629 +03.6755742457080|   -1.878 0.780   |8.23     |B9                   |    ~     ~    |    1| 1246.572   pc  | -48.1722    +48.1722  |paral   |2020yCat.1350....0G
4187|HD 50557                                                                                                 |Star                              |06 54 06.0540644952 +06 41 15.813580020|207.2743895754662 +03.6334722572565|  -1.957 -9.518   |7.09     |G5                   |    ~     ~    |    1|  215.466   pc  |  -1.0678     +1.0678  |paral   |2020yCat.1350....0G
4188|HD 50581                                                                                                 |Star                              |06 54 13.8361038096 +06 41 16.776180132|207.2887548592386 +03.6623110631285|  -2.979 -6.192   |7.52     |A0                   |    ~     ~    |    1|  668.405   pc  | -23.2318    +23.2318  |paral   |2020yCat.1350....0G
4189|HD 266127                                                                                                |Star                              |06 54 26.3602191144 +06 08 29.282222256|207.8005259682369 +03.4611113545096|  23.419 -0.405   |9.50     |G0                   |    ~     ~    |    1|  147.778   pc  |  -0.6966     +0.6966  |paral   |2020yCat.1350....0G
4190|HD 50725                                                                                                 |Rotating Variable                 |06 54 40.1244195864 +06 43 26.658286968|207.3058365535839 +03.7756482696174|  -10.190 4.341   |7.238    |A3                   |    ~     ~    |    1|  209.516   pc  |  -3.2703     +3.2703  |paral   |2020yCat.1350....0G
4191|HD 50908                                                                                                 |Star                              |06 55 28.6342930680 +06 17 09.081918528|207.7885378993790 +03.7564816841842|  9.978 -19.715   |8.76     |K                    |    ~     ~    |    1|  121.932   pc  |  -0.3092     +0.3092  |paral   |2020yCat.1350....0G
4192|HD 266432                                                                                                |Star                              |06 55 43.5866654808 +06 12 14.653572984|207.8897139417836 +03.7747027323503|  -2.566 -1.481   |9.67     |F0                   |    ~     ~    |    1|  774.773   pc  | -21.1897    +21.1897  |paral   |2020yCat.1350....0G
4193|HD 266533                                                                                                |Star                              |06 55 44.9316065712 +05 56 25.736682624|208.1277806098620 +03.6603688302744|  -6.418 -3.744   |9.50     |F0                   |    ~     ~    |    1|  491.521   pc  |  -5.3392     +5.3392  |paral   |2020yCat.1350....0G
4194|Case 406                                                                                                 |Carbon Star                       |06 53 32.6604927552 +07 10 32.714002740|206.7756500136904 +03.7311141118368|   -1.080 0.004   |10.89    |N                    |    ~     ~    |    1|    4.0     kpc |                       |ST-L    |2007A&A...473..143D
4195|HD 49932                                                                                                 |Double or Multiple Star           |06 50 59.5089614664 +05 50 32.304912072|207.6781572237256 +02.5614972242692|-36.941 -37.119   |6.94     |F5                   |0.0000  0.0    |    1|   93.292   pc  |  -0.3534     +0.3534  |paral   |2020yCat.1350....0G
4196|HD 265698                                                                                                |Star                              |06 52 54.9120488280 +05 53 37.968069120|207.8495318955648 +03.0111151577696|  -1.210 -2.481   |9.63     |A0                   |    ~     ~    |    0|                |                       |        |                   
4197|HD 266309                                                                                                |Star                              |06 55 05.2246164216 +05 51 56.667208572|208.1198779703063 +03.4797951246908|  -1.373 -4.309   |9.20     |G5                   |    ~     ~    |    0|                |                       |        |                   
4198|HD 50867                                                                                                 |Star                              |06 55 17.4371411952 +05 54 37.643257944|208.1029064257188 +03.5451756733463|   3.391 -1.431   |7.61     |F8                   |    ~     ~    |    1|   52.504   pc  |  -0.0582     +0.0582  |paral   |2020yCat.1350....0G
4199|HD 49329                                                                                                 |Star                              |06 48 11.5473710832 +05 49 48.092179800|207.3722897336997 +01.9358354592530|  -1.920 -3.041   |9.08     |B9                   |    ~     ~    |    1|  614.515   pc  | -10.0827    +10.0827  |paral   |2020yCat.1350....0G
4200|LS VI +05 24                                                                                             |Star                              |06 48 25.0145704056 +05 43 15.943409400|207.4947630392212 +01.9359659123690|  -0.546 -0.177   |10.58    |B                    |    ~     ~    |    1| 3595.829   pc  |-208.1728   +208.1728  |paral   |2020yCat.1350....0G
4201|HD 264416                                                                                                |S Star                            |06 48 59.1081402816 +05 35 16.118690892|207.6778871135398 +02.0011892980072|    3.346 0.928   |8.94     |S                    |    ~     ~    |    1|  667.869   pc  |  -9.1886     +9.1886  |paral   |2020yCat.1350....0G
4202|HD 49541                                                                                                 |High Proper Motion Star           |06 49 06.4071924936 +05 35 15.695813868|207.6917724148421 +02.0280893840821|-18.977 -52.881   |8.81     |K0                   |    ~     ~    |    1|   69.867   pc  |  -0.5404     +0.5404  |paral   |2020yCat.1350....0G
4203|HD 49712                                                                                                 |Star                              |06 50 01.0355346792 +05 40 07.558885092|207.7226177548674 +02.2666986988548|  -2.176 -4.624   |8.49     |F8                   |    ~     ~    |    1|  726.797   pc  | -17.0091    +17.0091  |paral   |2020yCat.1350....0G
4204|HD 49739                                                                                                 |Star                              |06 50 12.3270532560 +05 40 24.595818960|207.7397006807520 +02.3105499704801| -42.164 -0.871   |6.76     |A5                   |    ~     ~    |    1|   88.010   pc  |  -0.1983     +0.1983  |paral   |2020yCat.1350....0G
4205|BD+05 1435                                                                                               |Star                              |06 50 14.0169793464 +05 42 26.559188352|207.7126876037193 +02.3321913975841| -41.956 -1.258   |9.42     |G0                   |    ~     ~    |    1|   88.340   pc  |  -0.1334     +0.1334  |paral   |2020yCat.1350....0G
4206|HD 264895                                                                                                |Star                              |06 50 28.4665863480 +05 33 03.705223212|207.8793218961899 +02.3144880050875|  -0.285 -0.001   |9.66     |B8                   |    ~     ~    |    1| 4257.131   pc  |-286.3460   +286.3460  |paral   |2020yCat.1350....0G
4207|HD 49841                                                                                                 |Spectroscopic Binary              |06 50 38.9708742360 +05 39 46.333599588|207.7994312658142 +02.4041211518220|  -5.344 -0.184   |8.60     |G5                   |    ~     ~    |    1|  407.797   pc  | -17.6942    +17.6942  |paral   |2020yCat.1350....0G
4208|HD 266037                                                                                                |Star                              |06 54 07.8267089232 +05 44 38.422946436|208.1205720578113 +03.2125307934065| -10.188 46.969   |9.05     |G5                   |    ~     ~    |    1|  210.088   pc  |  -0.8827     +0.8827  |paral   |2020yCat.1350....0G
4209|HD 266038                                                                                                |Star                              |06 54 11.3970482736 +05 41 25.390812120|208.1751612263554 +03.2014146454974|  -2.688 -3.524   |9.33     |A0                   |    ~     ~    |    1|  847.529   pc  | -20.1126    +20.1126  |paral   |2020yCat.1350....0G
4210|HD 50666                                                                                                 |Star                              |06 54 25.9326111144 +05 39 26.730723276|208.2319533823753 +03.2401898314420|  -2.673 -0.848   |8.28     |B9                   |    ~     ~    |    1|  676.453   pc  | -17.2053    +17.2053  |paral   |2020yCat.1350....0G
4211|HD 266310                                                                                                |Star                              |06 55 03.3445815480 +05 47 57.066162468|208.1757843333602 +03.4426968578468|   0.247 -4.560   |9.93     |F5                   |    ~     ~    |    1|  507.537   pc  |  -6.5429     +6.5429  |paral   |2020yCat.1350....0G
4212|LS VI +05 30                                                                                             |Star                              |06 55 39.2833688688 +05 40 16.983671304|208.3575515134881 +03.5176305985812|   -0.708 1.071   |10.35    |B                    |    ~     ~    |    0|                |                       |        |                   
4213|HD 266685                                                                                                |Star                              |06 56 14.1427098672 +05 37 16.619932884|208.4679006599288 +03.6238047941437| -12.373 -6.552   |9.15     |A5                   |    ~     ~    |    1|  234.494   pc  |  -1.0503     +1.0503  |paral   |2020yCat.1350....0G
4214|IRAS 06490+0703                                                                                          |Long-Period Variable Candidate    |06 51 47.0326374048 +07 00 05.774521572|206.7331081865859 +03.2628436543831|  -1.529 -0.482   |10.85    |~                    |    ~     ~    |    1| 2214.84    pc  |-120.185    +120.185   |paral   |2020yCat.1350....0G
4215|IRAS 06533+0812                                                                                          |Star                              |06 56 02.5416449400 +08 08 07.313797032|206.1971716371095 +04.7165658703341|   6.487 -4.573   |10.02    |~                    |    ~     ~    |    1| 1108.770   pc  | -43.1509    +43.1509  |paral   |2020yCat.1350....0G
4216|[SC93] 491                                                                                               |Star                              |06 54 12.0 +05 43 00                   |208.1528 +03.2156                  |            ~ ~   |7.94     |B9                   |    ~     ~    |    0|                |                       |        |                   
4217|[SC93] 495                                                                                               |Star                              |06 54 48.0 +07 17 00                   |206.8206 +04.0575                  |            ~ ~   |7.88     |A2                   |    ~     ~    |    0|                |                       |        |                   
4218|[SC93] 498                                                                                               |Star                              |06 54 54.0 +05 57 00                   |208.0235 +03.4765                  |            ~ ~   |7.63     |F8                   |    ~     ~    |    0|                |                       |        |                   
4219|[SC93] 501                                                                                               |Star                              |06 55 00.0 +07 10 00                   |206.9474 +04.0491                  |            ~ ~   |8.07     |A0                   |    ~     ~    |    0|                |                       |        |                   
4220|[SC93] 507                                                                                               |Star                              |06 55 36.0 +07 57 00                   |206.3137 +04.5353                  |            ~ ~   |8.19     |A                    |    ~     ~    |    0|                |                       |        |                   
4221|HD 265181                                                                                                |Star                              |06 51 22.8226547808 +05 33 10.791076248|207.9800986487871 +02.5161824649155|  -3.048 -0.157   |9.81     |F0                   |    ~     ~    |    1|  797.385   pc  | -12.9072    +12.9072  |paral   |2020yCat.1350....0G
4222|TYC 156-351-1                                                                                            |Star                              |06 51 23.3602315320 +05 33 31.134324420|207.9760734719643 +02.5207357132485|   1.790 -7.043   |10.16    |~                    |    ~     ~    |    1|  381.738   pc  |  -3.9200     +3.9200  |paral   |2020yCat.1350....0G
4223|TYC 161-2048-1                                                                                           |Emission-line Star                |06 55 53.9654973312 +06 12 14.549766480|207.9092349145557 +03.8130289741495|   0.535 -0.922   |10.74    |B8                   |    ~     ~    |    1|  905.9612  pc  | -80.5171    +80.5171  |paral   |2018yCat.1345....0G
4224|V* V613 Mon                                                                                              |S Star                            |06 48 22.2962629896 +05 32 30.062068944|207.6494634256932 +01.8442633489212|  -0.355 -0.761   |7.78     |S3/2                 |    ~     ~    |    1|  796.559   pc  | -23.0960    +23.0960  |paral   |2020yCat.1350....0G
4225|TYC 747-1640-1                                                                                           |Star                              |06 46 59.2950298128 +08 04 53.369437224|205.2294805017300 +02.6936720693771|  -0.779 -4.809   |10.26    |~                    |    ~     ~    |    1| 1545.834   pc  | -44.6856    +44.6856  |paral   |2020yCat.1350....0G
4226|TYC 747-1929-1                                                                                           |Star                              |06 46 32.6958547440 +07 59 51.122179608|205.2544120221324 +02.5577617884053|   -1.728 2.044   |10.01    |~                    |    ~     ~    |    1| 1174.812   pc  | -25.2574    +25.2574  |paral   |2020yCat.1350....0G
4227|TYC 156-67-1                                                                                             |High Proper Motion Star           |06 46 42.1378616208 +05 36 30.315094956|207.4007542848096 +01.5048986925154| 13.356 -72.263   |10.62    |~                    |    ~     ~    |    1|  164.775   pc  |  -0.7032     +0.7032  |paral   |2020yCat.1350....0G
4228|TYC 156-143-1                                                                                            |Star                              |06 48 20.9263367352 +05 36 16.700333940|207.5907928526102 +01.8678639944833|  4.320 -17.380   |10.11    |~                    |    ~     ~    |    1|  429.332   pc  |  -9.1794     +9.1794  |paral   |2020yCat.1350....0G
4229|TYC 156-291-1                                                                                            |Star                              |06 49 34.3716018360 +05 29 48.493454604|207.8255585251906 +02.0900182533573|   -6.310 3.866   |10.18    |~                    |    ~     ~    |    1|  785.361   pc  | -10.5471    +10.5471  |paral   |2020yCat.1350....0G
4230|GSC 00156-00369                                                                                          |Double or Multiple Star           |06 47 37.2885580104 +05 34 16.250464272|207.5381571748372 +01.6915173078625|   0.781 -1.817   |10.861   |~                    |    ~     ~    |    1| 1152.074   pc  | -36.1018    +36.1018  |paral   |2020yCat.1350....0G
4231|TYC 156-483-1                                                                                            |Star                              |06 51 51.9824682864 +05 32 22.466624712|208.0470554364661 +02.6178197505815|  -1.898 -1.299   |9.87     |~                    |    ~     ~    |    1|  900.333   pc  | -13.6991    +13.6991  |paral   |2020yCat.1350....0G
4232|TYC 156-603-1                                                                                            |Star                              |06 49 57.7050346656 +05 33 31.312672344|207.8144403069908 +02.2043510413925|  -7.447 -0.774   |10.11    |~                    |    ~     ~    |    1|  140.451   pc  |  -0.3847     +0.3847  |paral   |2020yCat.1350....0G
4233|TYC 156-711-1                                                                                            |Star                              |06 47 10.3596318696 +05 32 15.414789696|207.5171548811078 +01.5768104532963|   4.557 -4.755   |10.85    |~                    |    ~     ~    |    1|  471.187   pc  |  -3.9075     +3.9075  |paral   |2020yCat.1350....0G
4234|TYC 156-965-1                                                                                            |Star                              |06 51 50.7130746576 +05 34 20.049122244|208.0155325252910 +02.6279633847257|  -1.732 -0.257   |10.47    |~                    |    ~     ~    |    1| 1893.939   pc  |-103.3058   +103.3058  |paral   |2020yCat.1350....0G
4235|TYC 156-1101-1                                                                                           |Star                              |06 45 55.8683181504 +05 33 46.344909312|207.3538047278837 +01.3133591481398|  -10.735 0.994   |10.32    |~                    |    ~     ~    |    1|  155.494   pc  |  -0.5029     +0.5029  |paral   |2020yCat.1350....0G
4236|TYC 157-57-1                                                                                             |Star                              |06 53 57.7683853656 +05 29 32.833266972|208.3261666416221 +03.0612832929005|   -2.527 1.172   |10.23    |~                    |    ~     ~    |    1| 1864.280   pc  | -67.4255    +67.4255  |paral   |2020yCat.1350....0G
4237|GSC 00157-00839                                                                                          |Double or Multiple Star           |06 52 54.1307642376 +05 36 33.952763628|208.1018812928505 +02.8791702065244|   0.675 -1.125   |9.926    |~                    |    ~     ~    |    1|  408.547   pc  |  -7.0436     +7.0436  |paral   |2020yCat.1350....0G
4238|TYC 157-1175-1                                                                                           |Star                              |06 53 24.5382964680 +05 33 05.497810416|208.2108412158239 +02.9652636537860|   0.521 -4.209   |10.40    |~                    |    ~     ~    |    1| 1240.849   pc  | -35.4132    +35.4132  |paral   |2020yCat.1350....0G
4239|TYC 160-29-1                                                                                             |Star                              |06 51 43.0829652816 +07 05 26.139202908|206.6462356483263 +03.2886082346665|  -1.365 -1.495   |9.99     |~                    |    ~     ~    |    1| 1005.429   pc  | -27.5972    +27.5972  |paral   |2020yCat.1350....0G
4240|TYC 160-30-1                                                                                             |Star                              |06 50 27.2383335144 +05 42 14.543841240|207.7405997051161 +02.3795006943896|  -3.542 -2.412   |9.51     |~                    |    ~     ~    |    1|  608.680   pc  |  -6.3724     +6.3724  |paral   |2020yCat.1350....0G
4241|TYC 160-49-1                                                                                             |Star                              |06 50 50.0722903368 +07 18 22.044723300|206.3543322514611 +03.1909435765666|  -1.835 -1.463   |10.97    |B6V                  |    ~     ~    |    1| 1032.098   pc  | -24.8198    +24.8198  |paral   |2020yCat.1350....0G
4242|TYC 160-103-1                                                                                            |Star                              |06 50 29.3215004808 +07 14 02.443791408|206.3797598115170 +03.0818045754193|  -1.352 -3.882   |9.84     |~                    |    ~     ~    |    1| 1027.116   pc  | -15.8245    +15.8245  |paral   |2020yCat.1350....0G
4243|TYC 160-128-1                                                                                            |Star                              |06 45 56.4652959192 +05 38 42.406466820|207.2817233439375 +01.3530645782467|  -1.244 -3.304   |10.51    |~                    |    ~     ~    |    1|  697.399   pc  | -10.9432    +10.9432  |paral   |2020yCat.1350....0G
4244|TYC 160-206-1                                                                                            |Star                              |06 50 18.8249524488 +06 00 42.214680648|207.4504091237925 +02.4882587096369|   0.056 -4.839   |9.87     |~                    |    ~     ~    |    1| 1025.431   pc  | -17.7705    +17.7705  |paral   |2020yCat.1350....0G
4245|TYC 160-219-1                                                                                            |Star                              |06 47 00.8995002720 +07 08 09.068007984|206.0755306388677 +02.2696177761348|   0.019 -0.401   |9.48     |~                    |    ~     ~    |    1|  596.338   pc  |  -5.8322     +5.8322  |paral   |2020yCat.1350....0G
4246|TYC 160-220-1                                                                                            |Star                              |06 52 17.6359292112 +05 59 10.514145336|207.6969222130987 +02.9153522828280|  -5.969 -3.887   |10.10    |~                    |    ~     ~    |    1| 1494.545   pc  | -43.7798    +43.7798  |paral   |2020yCat.1350....0G
4247|TYC 160-257-1                                                                                            |Star                              |06 46 57.4411933488 +07 03 56.891044908|206.1314470742320 +02.2250138696600|   -4.683 0.658   |9.86     |~                    |    ~     ~    |    1|  611.359   pc  | -11.6987    +11.6987  |paral   |2020yCat.1350....0G
4248|TYC 160-287-1                                                                                            |Star                              |06 48 13.6720185720 +06 55 22.237477608|206.4023695929057 +02.4407726382831|  -2.153 -1.576   |10.11    |~                    |    ~     ~    |    1|  848.608   pc  | -13.5386    +13.5386  |paral   |2020yCat.1350....0G
4249|TYC 160-293-1                                                                                            |High Proper Motion Star           |06 48 31.8136963872 +07 00 23.769891756|206.3618242028854 +02.5456756168380| 54.940 -46.520   |9.88     |~                    |    ~     ~    |    1|  176.414   pc  |  -0.6100     +0.6100  |paral   |2020yCat.1350....0G
4250|TYC 160-322-1                                                                                            |Star                              |06 48 26.7296215512 +05 47 21.123933252|207.4373222070903 +01.9732932263926|    3.224 2.092   |9.96     |~                    |    ~     ~    |    1|  370.659   pc  |  -2.1982     +2.1982  |paral   |2020yCat.1350....0G
4251|TYC 160-334-1                                                                                            |High Proper Motion Star           |06 45 59.6588822064 +05 59 47.921449236|206.9747930900667 +01.5251205492266|-55.678 -18.467   |10.18    |~                    |    ~     ~    |    1|   93.019   pc  |  -0.1384     +0.1384  |paral   |2020yCat.1350....0G
4252|TYC 160-377-1                                                                                            |Spectroscopic Binary              |06 47 23.6727391080 +07 26 51.170860428|205.8405333896977 +02.4951936430074|  -6.779 -0.017   |10.59    |~                    |    ~     ~    |    1|  651.254   pc  | -34.8212    +34.8212  |paral   |2020yCat.1350....0G
4253|TYC 160-429-1                                                                                            |Star                              |06 51 10.0185091992 +07 21 50.431122144|206.3400663047147 +03.2906550527778|  -3.063 -2.020   |9.91     |B9V                  |    ~     ~    |    1|  568.408   pc  | -10.1126    +10.1126  |paral   |2020yCat.1350....0G
4254|TYC 160-452-1                                                                                            |Star                              |06 47 07.4268440736 +05 48 21.662551404|207.2725857443680 +01.6882648813149|  -6.104 -6.899   |10.70    |~                    |    ~     ~    |    1|  746.603   pc  |  -9.4761     +9.4761  |paral   |2020yCat.1350....0G
4255|TYC 160-522-1                                                                                            |Star                              |06 47 49.5695269728 +06 11 05.224305444|207.0147428312475 +02.0162102524189|    0.920 3.013   |10.76    |~                    |    ~     ~    |    1|  633.072   pc  | -55.1473    +55.1473  |paral   |2020yCat.1350....0G
4256|TYC 160-547-1                                                                                            |Star                              |06 47 42.9871830840 +06 49 40.721627352|206.4291665505556 +02.2845840924613|   -3.726 0.094   |10.42    |~                    |    ~     ~    |    1|  632.471   pc  |  -9.2405     +9.2405  |paral   |2020yCat.1350....0G
4257|TYC 160-571-1                                                                                            |Star                              |06 51 02.8498238304 +06 55 24.824790516|206.7198110493145 +03.0645832558329|  -0.541 -4.912   |9.33     |~                    |    ~     ~    |    1|  453.432   pc  |  -3.2279     +3.2279  |paral   |2020yCat.1350....0G
4258|TYC 160-633-1                                                                                            |Star                              |06 51 42.8846184384 +06 57 14.596492932|206.7677755126552 +03.2260023168165|   -0.040 0.346   |10.19    |~                    |    ~     ~    |    1|  753.352   pc  |  -9.5347     +9.5347  |paral   |2020yCat.1350....0G
4259|TYC 160-667-1                                                                                            |High Proper Motion Star           |06 51 09.9636685080 +07 24 33.508443420|206.2995135905868 +03.3109775364518| 10.901 -49.603   |9.71     |~                    |    ~     ~    |    1|  187.596   pc  |  -0.6616     +0.6616  |paral   |2020yCat.1350....0G
4260|TYC 160-711-1                                                                                            |Star                              |06 47 20.4526874904 +07 04 35.309812944|206.1652567505845 +02.3146045136713|   -1.467 2.233   |10.17    |~                    |    ~     ~    |    1|  818.264   pc  | -12.9894    +12.9894  |paral   |2020yCat.1350....0G
