C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST07:02:24

dec >=0&rah >=12.0&rah< 12.25&(cat='NGC'|Vmag< 11)
--------------------------------------------------

Number of objects : 2207

 #  |                                                                 identifier                                                                 |                typ                 |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |   spec. type   |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|--------------------------------------------------------------------------------------------------------------------------------------------|------------------------------------|---------------------------------------|-----------------------------------|------------------|---------|----------------|---------------|-----|----------------|-----------------------|--------|-------------------
1209|BD+17 2436                                                                                                                                  |Star                                |12 08 44.1692008800 +16 54 08.042237892|256.7336787676363 +75.7840077133009| -6.523 -16.821   |9.94     |K5              |    ~     ~    |    1|  542.711   pc  |  -4.7126     +4.7126  |paral   |2020yCat.1350....0G
1210|BD+17 2438                                                                                                                                  |Star                                |12 09 13.3722940560 +16 56 12.597230148|256.9921439054522 +75.8876844958024| -29.610 33.770   |10.07    |G0              |    ~     ~    |    1|  109.260   pc  |  -0.2197     +0.2197  |paral   |2020yCat.1350....0G
1211|HD 105548                                                                                                                                   |Variable Star                       |12 09 12.9311475984 +17 11 09.931635204|256.2944395720203 +76.0708844127949|  8.230 -29.203   |7.24     |M4              |    ~     ~    |    1|  400.032   pc  |  -4.0647     +4.0647  |paral   |2020yCat.1350....0G
1212|BD+18 2575                                                                                                                                  |Star                                |12 11 11.9454306000 +17 18 47.672259804|257.4144983918109 +76.4830357561963|   -7.662 5.270   |10.46    |~               |    ~     ~    |    1|  839.419   pc  | -13.8106    +13.8106  |paral   |2020yCat.1350....0G
1213|NGC 4155                           NGC 4155                                                                                                 |Radio Galaxy                        |12 10 45.6884335296 +19 02 26.988847476|251.6748255378579 +77.6444653616811|            ~ ~   |     ~   |~               |0.850 0.612    |    0|                |                       |        |                   
1214|NGC 4110                           NGC 4110                                                                                                 |LINER-type Active Galaxy Nucleus    |12 07 03.4388466072 +18 31 54.382859256|250.7050289475020 +76.6538650306797|            ~ ~   |     ~   |~               |0.857 0.428    |    1|  105.20    Mpc |  -8.99       +8.99    |T-F     |2020ApJ...902..145K
1215|NGC 4064                           NGC 4064                                                                                                 |Galaxy towards a Group of Galaxies  |12 04 11.191 +18 26 36.42              |249.075058 +76.084986              |            ~ ~   |     ~   |~               | 3.63  1.48    |    1|    8.79    Mpc |                       |        |2016AJ....152...50T
1216|NGC 4049                           NGC 4049                                                                                                 |Galaxy towards a Cluster of Galaxies|12 02 54.258 +18 45 04.91              |247.284491 +76.049621              |            ~ ~   |     ~   |~               |0.847 0.356    |    1|   11.69    Mpc |  -1.68       +1.68    |T-F     |2020ApJ...902..145K
1217|NGC 4048                           NGC 4048                                                                                                 |HII Galaxy                          |12 02 50.251 +18 00 55.91              |249.534877 +75.562450              |            ~ ~   |     ~   |~               |0.593 0.392    |    0|                |                       |        |                   
1218|NGC 4147 205                       NGC 4147 205                                                                                             |Star                                |12 09 56.4511332120 +18 33 53.848859220|252.6541941038223 +77.1768973606852|  -1.679 -2.114   |17.34    |~               |    ~     ~    |    0|                |                       |        |                   
1219|NGC 4147 105                       NGC 4147 105                                                                                             |Eclipsing Binary Candidate          |12 10 12.6306848328 +18 34 36.177188232|252.8157508495162 +77.2311350047444| -25.279 -0.770   |13.19    |~               |    ~     ~    |    1|  804.117   pc  | -12.0268    +12.0268  |paral   |2020yCat.1350....0G
1220|NGC 4147 117                       NGC 4147 117                                                                                             |Star                                |12 10 08.6798780352 +18 33 42.494660244|252.8153930602620 +77.2095511626797|  -1.588 -2.048   |15.87    |~               |    ~     ~    |    0|                |                       |        |                   
1221|NGC 4147 120                       NGC 4147 120                                                                                             |Star                                |12 10 06.634 +18 33 01.85              |252.826802 +77.195899              |            ~ ~   |16.88    |~               |    ~     ~    |    0|                |                       |        |                   
1222|NGC 4147 123                       NGC 4147 123                                                                                             |Star                                |12 10 07.7027580345 +18 32 56.286027079|252.8450428053637 +77.1978666457255|  -1.485 -2.117   |16.10    |~               |    ~     ~    |    0|                |                       |        |                   
1223|NGC 4147 127                       NGC 4147 127                                                                                             |Star                                |12 10 08.642 +18 33 02.70              |252.850874 +77.201774              |            ~ ~   |16.04    |~               |    ~     ~    |    0|                |                       |        |                   
1224|NGC 4147 131                       NGC 4147 131                                                                                             |Star                                |12 10 08.4215771640 +18 32 44.586138984|252.8644957387706 +77.1976552866886|  -1.633 -2.119   |15.66    |~               |    ~     ~    |    0|                |                       |        |                   
1225|NGC 4147 134                       NGC 4147 134                                                                                             |RR Lyrae Variable                   |12 10 07.3326647088 +18 32 39.774888096|252.8553645967405 +77.1936310934831|  -1.306 -2.932   |16.38    |~               |    ~     ~    |    0|                |                       |        |                   
1226|NGC 4147 137                       NGC 4147 137                                                                                             |Star                                |12 10 07.120 +18 32 50.89              |252.842705 +77.195169              |            ~ ~   |17.05    |~               |    ~     ~    |    0|                |                       |        |                   
1227|NGC 4147 138                       NGC 4147 138                                                                                             |Star                                |12 10 07.070 +18 32 52.66              |252.840489 +77.195368              |            ~ ~   |16.90    |~               |    ~     ~    |    0|                |                       |        |                   
1228|NGC 4147 204                       NGC 4147 204                                                                                             |Star                                |12 09 58.4787961848 +18 34 08.777617932|252.6656715324095 +77.1855491766833| -20.213 -8.615   |14.44    |~               |    ~     ~    |    1|  985.125   pc  | -24.0677    +24.0677  |paral   |2020yCat.1350....0G
1229|NGC 4147 210                       NGC 4147 210                                                                                             |Star                                |12 10 03.7863375528 +18 33 47.368445040|252.7504957349737 +77.1965582145802|  -1.681 -2.175   |15.777   |~               |    ~     ~    |    0|                |                       |        |                   
1230|NGC 4147 213                       NGC 4147 213                                                                                             |Star                                |12 10 05.761 +18 33 24.50              |252.795556 +77.197778              |            ~ ~   |17.06    |~               |    ~     ~    |    0|                |                       |        |                   
1231|NGC 4147 214                       NGC 4147 214                                                                                             |Star                                |12 10 04.7249057112 +18 33 07.888788360|252.7977533428515 +77.1916294305025|  -1.792 -2.216   |15.296   |~               |    ~     ~    |    0|                |                       |        |                   
1232|NGC 4147 215                       NGC 4147 215                                                                                             |Star                                |12 10 02.691 +18 33 22.79              |252.759179 +77.188708              |            ~ ~   |17.28    |~               |    ~     ~    |    0|                |                       |        |                   
1233|NGC 4147 219                       NGC 4147 219                                                                                             |Star                                |12 10 02.367 +18 32 51.73              |252.783219 +77.181805              |            ~ ~   |16.99    |~               |    ~     ~    |    0|                |                       |        |                   
1234|NGC 4147 220                       NGC 4147 220                                                                                             |Star                                |12 10 01.6546192176 +18 32 40.053020820|252.7849616205249 +77.1775286335886|  -1.744 -2.054   |16.41    |~               |    ~     ~    |    0|                |                       |        |                   
1235|NGC 4147 230                       NGC 4147 230                                                                                             |Star                                |12 10 04.0521748920 +18 32 53.187305424|252.8027127753914 +77.1868828979600|  -1.711 -2.114   |14.54    |~               |    ~     ~    |    0|                |                       |        |                   
1236|NGC 4147 235                       NGC 4147 235                                                                                             |Star                                |12 10 05.2520220984 +18 32 51.624254148|252.8189478484187 +77.1899962215547|  -1.768 -2.046   |15.57    |~               |    ~     ~    |    0|                |                       |        |                   
1237|NGC 4147 236                       NGC 4147 236                                                                                             |Star                                |12 10 05.453 +18 32 56.35              |252.817167 +77.191479              |            ~ ~   |16.83    |~               |    ~     ~    |    0|                |                       |        |                   
1238|NGC 4147 244                       NGC 4147 244                                                                                             |Star                                |12 10 05.3852229072 +18 32 34.757325636|252.8358115956186 +77.1871247687939|  -1.761 -2.067   |15.266   |~               |    ~     ~    |    0|                |                       |        |                   
1239|NGC 4147 245                       NGC 4147 245                                                                                             |Chemically Peculiar Star            |12 10 06.0338309664 +18 32 46.318430976|252.8333992532941 +77.1911980972263|  -1.665 -2.095   |14.702   |~               |    ~     ~    |    0|                |                       |        |                   
1240|NGC 4147 249                       NGC 4147 249                                                                                             |Star                                |12 10 05.644 +18 32 45.42              |252.829391 +77.189916              |            ~ ~   |16.47    |~               |    ~     ~    |    0|                |                       |        |                   
1241|NGC 4147 314                       NGC 4147 314                                                                                             |Star                                |12 10 02.8068511632 +18 31 58.870332624|252.8363099409166 +77.1728730636529|  -1.573 -2.029   |17.13    |~               |    ~     ~    |    0|                |                       |        |                   
1242|NGC 4147 315                       NGC 4147 315                                                                                             |Star                                |12 10 03.4619905368 +18 32 33.981423396|252.8127502661332 +77.1815033013789|  -1.736 -2.231   |15.74    |~               |    ~     ~    |    0|                |                       |        |                   
1243|NGC 4147 317                       NGC 4147 317                                                                                             |Star                                |12 10 03.5898476088 +18 32 06.718810236|252.8389077101429 +77.1766132248153|  -1.834 -2.068   |16.98    |~               |    ~     ~    |    0|                |                       |        |                   
1244|NGC 4147 318                       NGC 4147 318                                                                                             |Star                                |12 10 03.5454348960 +18 32 21.053262948|252.8254385378666 +77.1792496114363|  -1.589 -2.052   |15.950   |~               |    ~     ~    |    0|                |                       |        |                   
1245|NGC 4147 319                       NGC 4147 319                                                                                             |Star                                |12 10 02.465 +18 32 04.72              |252.826819 +77.173028              |            ~ ~   |17.13    |~               |    ~     ~    |    0|                |                       |        |                   
1246|NGC 4147 320                       NGC 4147 320                                                                                             |Star                                |12 10 01.834 +18 32 07.74              |252.816308 +77.171815              |            ~ ~   |17.27    |~               |    ~     ~    |    0|                |                       |        |                   
1247|NGC 4147 334                       NGC 4147 334                                                                                             |Star                                |12 10 05.0198669184 +18 32 24.596445552|252.8404597291189 +77.1841269991617|  -1.671 -2.502   |15.89    |~               |    ~     ~    |    0|                |                       |        |                   
1248|NGC 4147 413                       NGC 4147 413                                                                                             |Chemically Peculiar Star            |12 10 07.5365107752 +18 31 05.475154764|252.9428442018674 +77.1760158930157|  -1.680 -2.097   |15.086   |~               |    ~     ~    |    0|                |                       |        |                   
1249|NGC 4147 415                       NGC 4147 415                                                                                             |Star                                |12 10 10.0003413792 +18 31 48.679256172|252.9344480354951 +77.1913557347029|  -1.752 -1.932   |16.68    |~               |    ~     ~    |    0|                |                       |        |                   
1250|NGC 4147 417                       NGC 4147 417                                                                                             |RR Lyrae Variable                   |12 10 08.3467 +18 31 48.600            |252.9140460 +77.1866423            |            ~ ~   |17.10    |~               |    ~     ~    |    0|                |                       |        |                   
1251|NGC 4147 422                       NGC 4147 422                                                                                             |Star                                |12 10 08.2791384240 +18 32 07.326059748|252.8963361538951 +77.1900637820497|  -1.610 -2.019   |15.629   |~               |    ~     ~    |    0|                |                       |        |                   
1252|NGC 4147 433                       NGC 4147 433                                                                                             |Star                                |12 10 06.497 +18 32 12.62              |252.869518 +77.186019              |            ~ ~   |16.69    |~               |    ~     ~    |    0|                |                       |        |                   
1253|NGC 4147 436                       NGC 4147 436                                                                                             |Star                                |12 10 06.445 +18 32 19.90              |252.862312 +77.187275              |            ~ ~   |16.77    |~               |    ~     ~    |    0|                |                       |        |                   
1254|NGC 4147 439                       NGC 4147 439                                                                                             |Star                                |12 10 07.6 +18 32 33                   |252.8648 +77.1931                  |            ~ ~   |16.70    |~               |    ~     ~    |    0|                |                       |        |                   
1255|GSC 01442-00212                                                                                                                             |Red Giant Branch star               |12 00 57.4207920936 +17 19 22.235867472|250.3866519274789 +74.7668742278935|-39.264 -25.517   |10.890   |~               |    ~     ~    |    1|  971.251   pc  | -19.7156    +19.7156  |paral   |2020yCat.1350....0G
1256|TYC 1442-225-1                                                                                                                              |Star                                |12 03 28.9418191848 +17 36 44.288749332|251.1396918301960 +75.4063414363330|    3.155 2.669   |10.73    |~               |    ~     ~    |    1| 1490.535   pc  | -33.9919    +33.9919  |paral   |2020yCat.1350....0G
1257|TYC 1442-375-1                                                                                                                              |High Proper Motion Star             |12 08 26.6479812456 +17 52 01.081865460|253.7516010302142 +76.4347211090195|-97.500 -72.945   |10.71    |G5V             |    ~     ~    |    1|  145.226   pc  |  -0.3775     +0.3775  |paral   |2020yCat.1350....0G
1258|HS 1208+1858                                                                                                                                |Star                                |12 10 49.0895397408 +18 41 47.352262344|252.8775180288303 +77.4179019714704| 18.203 -16.408   |10.51    |F9V             |    ~     ~    |    1|  226.974   pc  |  -0.7779     +0.7779  |paral   |2020yCat.1350....0G
1259|TYC 1442-473-1                                                                                                                              |Star                                |12 01 19.1005904184 +17 47 45.834081216|249.2460410938368 +75.1459876289001|-25.139 -11.341   |10.68    |F8V             |    ~     ~    |    1|  228.295   pc  |  -1.5166     +1.5166  |paral   |2020yCat.1350....0G
1260|TYC 1442-513-1                                                                                                                              |Star                                |12 01 01.7093482848 +18 00 51.001433388|248.4234848675506 +75.2361110701898|   4.512 -7.518   |10.70    |F9V             |    ~     ~    |    1|  173.647   pc  |  -0.4915     +0.4915  |paral   |2020yCat.1350....0G
1261|TYC 1442-579-1                                                                                                                              |Star                                |12 08 56.2124407872 +17 08 20.632081848|256.2236650819333 +75.9911983861295|   2.201 -2.269   |10.87    |~               |    ~     ~    |    1|  685.824   pc  |  -7.7609     +7.7609  |paral   |2020yCat.1350....0G
1262|TYC 1442-912-1                                                                                                                              |Star                                |12 10 10.3495516728 +18 40 05.223918504|252.4881158429275 +77.2878327869365|  6.896 -31.135   |10.76    |G0V             |    ~     ~    |    1|  388.078   pc  |  -2.3193     +2.3193  |paral   |2020yCat.1350....0G
1263|TYC 1442-918-1                                                                                                                              |Star                                |12 04 37.4472392568 +18 28 42.934298880|249.2470921383741 +76.1864955365419| 11.558 -13.703   |10.53    |F9V             |    ~     ~    |    1|  273.486   pc  |  -2.5879     +2.5879  |paral   |2020yCat.1350....0G
1264|TYC 1442-1039-1                                                                                                                             |Horizontal Branch Star              |12 03 22.5174734760 +17 55 38.297879580|250.1407191099307 +75.5995879412145|   -0.695 0.910   |10.84    |~               |    ~     ~    |    1|  988.728   pc  | -16.3257    +16.3257  |paral   |2020yCat.1350....0G
1265|TYC 1442-1110-1                                                                                                                             |Star                                |12 07 36.3242612760 +18 00 15.006770388|252.7399349506817 +76.3885842180725| -41.000 20.488   |10.93    |F9V             |    ~     ~    |    1|  336.905   pc  |  -1.8842     +1.8842  |paral   |2020yCat.1350....0G
1266|TYC 1444-1843-1                                                                                                                             |Star                                |12 00 04.0369077696 +19 13 01.508701440|244.0825902996467 +75.8032861020607|   -5.807 0.651   |10.77    |~               |    ~     ~    |    1| 2035.416   pc  | -89.0728    +89.0728  |paral   |2020yCat.1350....0G
1267|2MASS J12084419+1901201                                                                                                                     |Red Giant Branch star               |12 08 44.1962518872 +19 01 20.142145488|250.2593030248743 +77.2771363359349|  -8.827 -8.672   |10.45    |~               |    ~     ~    |    1|  655.394   pc  | -12.1560    +12.1560  |paral   |2020yCat.1350....0G
1268|TYC 1444-1933-1                                                                                                                             |High Proper Motion Star             |12 05 34.0706370504 +19 37 01.150951008|246.0459379589465 +77.0802166545182|-49.703 -15.090   |10.57    |~               |    ~     ~    |    1|  250.445   pc  |  -5.3000     +5.3000  |paral   |2020yCat.1350....0G
1269|TYC 1444-2003-1                                                                                                                             |Star                                |12 03 58.1749329480 +19 22 25.078044576|245.8806989288574 +76.6333604868718|  -38.020 3.692   |10.88    |~               |    ~     ~    |    1|  315.129   pc  |  -2.4131     +2.4131  |paral   |2020yCat.1350....0G
1270|TYC 1444-2007-1                                                                                                                             |Star                                |12 03 42.9008152224 +19 25 24.007834956|245.5522564749855 +76.6160052303418|   4.144 12.433   |10.16    |~               |    ~     ~    |    1|  131.058   pc  |  -0.7575     +0.7575  |paral   |2020yCat.1350....0G
1271|TYC 1444-2037-1                                                                                                                             |Red Giant Branch star               |12 08 15.8493636432 +19 37 18.607900728|247.8285487139724 +77.5806000496909| -10.727 -4.938   |10.63    |~               |    ~     ~    |    1| 1504.438   pc  | -41.1927    +41.1927  |paral   |2020yCat.1350....0G
1272|TYC 1444-2051-1                                                                                                                             |Star                                |12 03 14.3735508768 +19 38 38.775552900|244.4972111629239 +76.6588362330983| -17.981 11.240   |10.64    |~               |    ~     ~    |    1|  270.658   pc  |  -1.2673     +1.2673  |paral   |2020yCat.1350....0G
1273|TYC 1444-2338-1                                                                                                                             |Star                                |12 11 08.9519112072 +19 36 23.558135616|249.9618368955744 +78.0903710816481|   -5.489 1.376   |10.74    |~               |    ~     ~    |    1| 1006.948   pc  | -21.2928    +21.2928  |paral   |2020yCat.1350....0G
1274|TYC 1444-2390-1                                                                                                                             |High Proper Motion Star             |12 07 06.5107334592 +19 34 58.028927952|247.1806316319335 +77.3443388514020| 38.256 -41.887   |10.57    |~               |    ~     ~    |    1|  149.979   pc  |  -0.5511     +0.5511  |paral   |2020yCat.1350....0G
1275|TYC 1444-2456-1                                                                                                                             |Star                                |12 11 00.6228279672 +19 15 00.315051084|251.1350631643824 +77.8291302934904| -28.716 11.162   |10.47    |~               |    ~     ~    |    1|  490.076   pc  |  -5.9323     +5.9323  |paral   |2020yCat.1350....0G
1276|HS 1205+1745                                                                                                                                |Star                                |12 07 34.5786834888 +17 28 34.485809340|254.2901879164928 +76.0116980432446| -15.428 -8.507   |9.5      |F-G             |    ~     ~    |    1|  763.650   pc  | -15.1039    +15.1039  |paral   |2020yCat.1350....0G
1277|NGC 4147                           NGC 4147                                                                                                 |Globular Cluster                    |12 10 06.149 +18 32 31.78              |252.847939 +77.188723              |    -1.71 -2.10   |10.74    |~               |1.053 0.990    |    1|    0.019   Mpc |                       |        |2008MNRAS.389.1924F
1278|HD 104754                                                                                                                                   |Star                                |12 03 49.8068964360 +19 23 02.009628492|245.7588133634062 +76.6135626407365|  4.245 -21.912   |8.78     |F9V             |    ~     ~    |    1|   78.709   pc  |  -0.1220     +0.1220  |paral   |2020yCat.1350....0G
1279|NGC 4147 106                       NGC 4147 106                                                                                             |RR Lyrae Variable                   |12 10 10.6471260000 +18 34 50.907154620|252.7778398474964 +77.2283257915212|  -1.671 -2.090   |16.74    |~               |    ~     ~    |    0|                |                       |        |                   
1280|NGC 4147 316                       NGC 4147 316                                                                                             |Star                                |12 10 01.7517723240 +18 32 00.197120400|252.8220895575392 +77.1701270977778|  -1.698 -2.076   |16.933   |~               |    ~     ~    |    0|                |                       |        |                   
1281|NGC 4147 233                       NGC 4147 233                                                                                             |Star                                |12 10 04.11 +18 32 40.8                |252.81460 +77.18466                |            ~ ~   |16.983   |~               |    ~     ~    |    0|                |                       |        |                   
1282|NGC 4147 103                       NGC 4147 103                                                                                             |Horizontal Branch Star              |12 10 16.0400772984 +18 34 37.541866080|252.8567959593664 +77.2410966249584|  -1.796 -2.143   |17.06    |~               |    ~     ~    |    1|   18.4     kpc |                       |kin     |2011ApJ...738...79X
1283|NGC 4147 101                       NGC 4147 101                                                                                             |Star                                |12 10 20.0712559776 +18 32 59.232885180|252.9957810092362 +77.2335766118628|  -1.617 -2.228   |18.37    |~               |    ~     ~    |    0|                |                       |        |                   
1284|NGC 4147 304                       NGC 4147 304                                                                                             |Star                                |12 10 03.7080829368 +18 29 39.490555812|252.9727593246914 +77.1485364985131|  -5.643 -5.490   |16.96    |~               |    ~     ~    |    0|                |                       |        |                   
1285|NGC 4147 104                       GEN# +2.41470104                                                                                         |Horizontal Branch Star              |12 10 15.4451062104 +18 33 50.111005788|252.8923374392621 +77.2302593605448|  -1.587 -2.258   |17.48    |B               |    ~     ~    |    1|   20.8     kpc |                       |kin     |2011ApJ...738...79X
1286|NGC 4147 310                       NGC 4147 310                                                                                             |Star                                |12 10 02.7879763584 +18 31 35.830603668|252.8568272751187 +77.1683776319860|  -1.585 -2.253   |17.52    |~               |    ~     ~    |    0|                |                       |        |                   
1287|NGC 4147 110                       NGC 4147 110                                                                                             |Star                                |12 10 07.0056232920 +18 34 23.073632652|252.7579832268162 +77.2125988421057|  -1.732 -1.987   |16.97    |~               |    ~     ~    |    0|                |                       |        |                   
1288|NGC 4147 111                       NGC 4147 111                                                                                             |Hot Subdwarf Candidate              |12 10 12.6832541784 +18 33 39.267210384|252.8678902470801 +77.2203165803442|  -1.647 -2.003   |17.92    |~               |    ~     ~    |    0|                |                       |        |                   
1289|NGC 4147 113                       NGC 4147 113                                                                                             |Star                                |12 10 15.1901906760 +18 32 52.891745352|252.9408760777898 +77.2184936375247|  -1.942 -2.005   |18.39    |~               |    ~     ~    |    0|                |                       |        |                   
1290|NGC 4147 115                       NGC 4147 115                                                                                             |Star                                |12 10 10.7 +18 33 20                   |252.8607 +77.2110                  |            ~ ~   |18.41    |~               |    ~     ~    |    0|                |                       |        |                   
1291|NGC 4147 116                       NGC 4147 116                                                                                             |Star                                |12 10 09.4529941200 +18 33 40.124264292|252.8271038881083 +77.2112942099189|  -1.727 -2.058   |17.16    |~               |    ~     ~    |    0|                |                       |        |                   
1292|NGC 4147 121                       NGC 4147 121                                                                                             |Eclipsing Binary                    |12 10 06.5333 +18 33 02.200            |252.8252411 +77.1956797            |            ~ ~   |16.84    |~               |    ~     ~    |    0|                |                       |        |                   
1293|NGC 4147 122                       NGC 4147 122                                                                                             |Star                                |12 10 07.5 +18 33 01                   |252.8383 +77.1982                  |            ~ ~   |17.32    |~               |    ~     ~    |    0|                |                       |        |                   
1294|NGC 4147 125                       Cl* NGC 4147 NEW V9                                                                                      |RR Lyrae Variable                   |12 10 08.24 +18 32 59.7                |252.84861 +77.20005                |            ~ ~   |16.94    |~               |    ~     ~    |    0|                |                       |        |                   
1295|NGC 4147 133                       NGC 4147 133                                                                                             |Star                                |12 10 07.6 +18 32 36                   |252.8621 +77.1937                  |            ~ ~   |16.96    |~               |    ~     ~    |    0|                |                       |        |                   
1296|NGC 4147 136                       NGC 4147 136                                                                                             |Star                                |12 10 07.4 +18 32 44                   |252.8524 +77.1946                  |            ~ ~   |17.06    |~               |    ~     ~    |    0|                |                       |        |                   
1297|NGC 4147 142                       NGC 4147 142                                                                                             |Star                                |12 10 06.9 +18 32 47                   |252.8435 +77.1938                  |            ~ ~   |17.11    |~               |    ~     ~    |    0|                |                       |        |                   
1298|NGC 4147 145                       NGC 4147 145                                                                                             |Star                                |12 10 07.4 +18 32 35                   |252.8605 +77.1929                  |            ~ ~   |16.75    |~               |    ~     ~    |    0|                |                       |        |                   
1299|NGC 4147 202                       NGC 4147 202                                                                                             |Star                                |12 10 03.2335261896 +18 35 06.138164724|252.6723908316649 +77.2101319873455| -9.369 -10.915   |18.06    |~               |    ~     ~    |    0|                |                       |        |                   
1300|NGC 4147 203                       NGC 4147 203                                                                                             |Star                                |12 09 57.5243493696 +18 34 36.935340420|252.6284426728232 +77.1882364949876|  -1.702 -2.185   |17.01    |~               |    ~     ~    |    0|                |                       |        |                   
1301|NGC 4147 209                       NGC 4147 209                                                                                             |Star                                |12 09 59.1 +18 33 36                   |252.7030 +77.1810                  |            ~ ~   |18.34    |~               |    ~     ~    |    0|                |                       |        |                   
1302|NGC 4147 426                       NGC 4147 426                                                                                             |Star                                |12 10 08.039 +18 32 10.69              |252.890332 +77.190030              |            ~ ~   |16.900   |~               |    ~     ~    |    0|                |                       |        |                   
1303|NGC 4147 402                       NGC 4147 402                                                                                             |Star                                |12 10 09.5161640712 +18 30 51.409213560|252.9800028165647 +77.1789202402275|  -1.540 -2.139   |18.14    |~               |    ~     ~    |    0|                |                       |        |                   
1304|NGC 4147 409                       NGC 4147 409                                                                                             |Star                                |12 10 12.6158002824 +18 31 09.606507096|253.0020414848892 +77.1912342158472|  -1.917 -1.943   |18.16    |~               |    ~     ~    |    0|                |                       |        |                   
1305|NGC 4147 414                       NGC 4147 414                                                                                             |Star                                |12 10 08.5822696944 +18 31 17.490668592|252.9449743966995 +77.1813061829439|  -1.793 -2.036   |17.54    |~               |    ~     ~    |    0|                |                       |        |                   
1306|NGC 4147 114                       NGC 4147 114                                                                                             |Star                                |12 10 14.7587773464 +18 32 50.038834344|252.9380985210183 +77.2167175094350|  -1.920 -1.908   |18.17    |~               |    ~     ~    |    0|                |                       |        |                   
1307|NGC 4147 119                       NGC 4147 119                                                                                             |Star                                |12 10 06.3906052392 +18 33 08.604883692|252.8176938648016 +77.1965077452427|  -1.664 -2.121   |16.43    |~               |    ~     ~    |    0|                |                       |        |                   
1308|NGC 4147 124                       NGC 4147 124                                                                                             |Star                                |12 10 07.9498739112 +18 32 59.584591572|252.8451223839263 +77.1992053473029|  -1.712 -2.191   |16.83    |~               |    ~     ~    |    0|                |                       |        |                   
1309|NGC 4147 128                       NGC 4147 128                                                                                             |Star                                |12 10 08.5871106192 +18 32 55.677442416|252.8565342824423 +77.2002644970616|  -1.662 -2.002   |16.737   |~               |    ~     ~    |    0|                |                       |        |                   
1310|NGC 4147 129                       NGC 4147 129                                                                                             |Star                                |12 10 08.2375035480 +18 32 49.661304468|252.8576380380237 +77.1981103882600|  -1.533 -2.283   |16.46    |~               |    ~     ~    |    0|                |                       |        |                   
1311|NGC 4147 130                       NGC 4147 130                                                                                             |Eclipsing Binary                    |12 10 08.6331682968 +18 32 49.413576480|252.8627578628060 +77.1991877732606|  -1.757 -1.920   |17.57    |~               |    ~     ~    |    0|                |                       |        |                   
1312|NGC 4147 132                       NGC 4147 132                                                                                             |Eclipsing Binary                    |12 10 07.8415403352 +18 32 35.161004580|252.8658221550006 +77.1941885584829|  -1.768 -1.978   |17.29    |~               |    ~     ~    |    0|                |                       |        |                   
1313|NGC 4147 140                       NGC 4147 140                                                                                             |Star                                |12 10 06.710 +18 32 52.71              |252.835992 +77.194353              |            ~ ~   |17.66    |~               |    ~     ~    |    0|                |                       |        |                   
1314|NGC 4147 141                       NGC 4147 141                                                                                             |Star                                |12 10 06.822 +18 32 49.03              |252.840698 +77.193963              |            ~ ~   |17.08    |~               |    ~     ~    |    0|                |                       |        |                   
1315|NGC 4147 143                       NGC 4147 143                                                                                             |RR Lyrae Variable                   |12 10 06.426 +18 32 42.34              |252.841838 +77.191547              |            ~ ~   |16.36    |~               |    ~     ~    |    0|                |                       |        |                   
1316|NGC 4147 206                       NGC 4147 206                                                                                             |Star                                |12 09 55.6692380856 +18 33 36.635260932|252.6601223243124 +77.1713593384714|  -1.131 -2.134   |18.36    |~               |    ~     ~    |    0|                |                       |        |                   
1317|NGC 4147 207                       NGC 4147 207                                                                                             |Star                                |12 09 52.8530684184 +18 33 28.553088312|252.6327798246274 +77.1617731304066|  -1.653 -2.149   |16.725   |~               |    ~     ~    |    0|                |                       |        |                   
1318|NGC 4147 208                       NGC 4147 208                                                                                             |Variable Star                       |12 09 53.7351881136 +18 32 49.577921160|252.6788013493748 +77.1567988242206|  -3.795 -1.955   |16.83    |~               |    ~     ~    |    0|                |                       |        |                   
1319|NGC 4147 301                       NGC 4147 301                                                                                             |Star                                |12 09 54.8169400560 +18 31 30.873027108|252.7630203434115 +77.1447385906793|  -1.874 -2.313   |18.09    |~               |    ~     ~    |    0|                |                       |        |                   
1320|NGC 4147 302                       NGC 4147 302                                                                                             |Star                                |12 10 01.4258142456 +18 31 20.853997392|252.8534915793607 +77.1616160057189|  -1.684 -2.117   |17.58    |~               |    ~     ~    |    0|                |                       |        |                   
1321|NGC 4147 303                       NGC 4147 303                                                                                             |Star                                |12 10 01.2306035136 +18 30 22.520839536|252.9035299126692 +77.1498084584214| -6.289 -22.159   |16.97    |~               |    ~     ~    |    0|                |                       |        |                   
1322|NGC 4147 306                       NGC 4147 306                                                                                             |Star                                |12 10 03.6360754008 +18 30 23.690853972|252.9321841816219 +77.1568689629544|  -1.738 -2.027   |18.17    |~               |    ~     ~    |    0|                |                       |        |                   
