C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST07:18:42

dec< 0&rah >=14.0&rah< 14.25&(cat='NGC'|Vmag< 11)
-------------------------------------------------

Number of objects : 5673

 #  |                                                                 identifier                                                                 |                 typ                  |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |  spec. type   |   ang. size   |#Dist| distance Q unit|   err-        err+      | method |     reference     
----|--------------------------------------------------------------------------------------------------------------------------------------------|--------------------------------------|---------------------------------------|-----------------------------------|------------------|---------|---------------|---------------|-----|----------------|-------------------------|--------|-------------------
3142|HD 121945                                                                                                                                   |Star                                  |14 00 17.3228377584 -56 58 42.918246516|312.2429211842097 +04.6432845359701|  -3.385 -1.849   |9.94     |F0IV/V         |    ~     ~    |    1| 1872.659   pc  | -61.0192    +61.0192    |paral   |2020yCat.1350....0G
3143|HD 121977                                                                                                                                   |High Proper Motion Star               |14 00 27.8761415160 -57 34 17.938719012|312.1086197931788 +04.0650510711803|-126.998 -96.106  |9.61     |G5/K0(III)     |    ~     ~    |    1|   95.052   pc  |  -0.2096     +0.2096    |paral   |2020yCat.1350....0G
3144|HD 121976                                                                                                                                   |Star                                  |14 00 30.1977939720 -57 31 28.313798664|312.1261449589134 +04.1091133185829|  -8.829 -3.380   |10.31    |A3/5(V)        |    ~     ~    |    1| 1186.803   pc  | -55.0724    +55.0724    |paral   |2020yCat.1350....0G
3145|HD 122002                                                                                                                                   |Star                                  |14 00 43.0997177040 -57 27 52.805837268|312.1699914227668 +04.1591696646236|  -2.682 -0.896   |10.25    |B9II/III       |    ~     ~    |    1| 1714.972   pc  | -83.5280    +83.5280    |paral   |2020yCat.1350....0G
3146|HD 122096                                                                                                                                   |Variable Star                         |14 01 18.3860900856 -57 13 43.188522672|312.3097945612410 +04.3654566778356|  -4.817 -2.196   |7.05     |K4II/III       |    ~     ~    |    1| 1179.106   pc  | -30.8645    +30.8645    |paral   |2020yCat.1350....0G
3147|HD 122117                                                                                                                                   |Star                                  |14 01 21.7807436856 -57 08 36.618542520|312.3400939911813 +04.4454445193992|  -5.721 -6.838   |10.33    |B9/A0V         |    ~     ~    |    1|  642.797   pc  |  -7.3134     +7.3134    |paral   |2020yCat.1350....0G
3148|HD 122227                                                                                                                                   |Eclipsing Binary                      |14 02 11.4921568368 -56 59 19.647486672|312.4907254955837 +04.5640520923708|  -8.454 -6.212   |8.31     |B8IV           |    ~     ~    |    1|  756.945   pc  | -19.9965    +19.9965    |paral   |2020yCat.1350....0G
3149|HD 122280                                                                                                                                   |Star                                  |14 02 34.8382444608 -57 11 53.155799268|312.4846395560659 +04.3482611530545| -11.496 -4.866   |10.02    |A1III/IV       |    ~     ~    |    1|  340.275   pc  |  -1.9915     +1.9915    |paral   |2020yCat.1350....0G
3150|HD 122401                                                                                                                                   |Star                                  |14 03 20.0704097928 -57 33 06.853003128|312.4854317697688 +03.9801558640702|  -3.798 -1.561   |10.30    |B5III          |    ~     ~    |    1| 1279.591   pc  | -56.9798    +56.9798    |paral   |2020yCat.1350....0G
3151|HD 122400                                                                                                                                   |Star                                  |14 03 20.6841720528 -56 57 29.298459312|312.6507563573131 +04.5505751596813|  -8.633 -6.044   |9.85     |B8V            |    ~     ~    |    1|  792.205   pc  | -15.0621    +15.0621    |paral   |2020yCat.1350....0G
3152|HD 122415                                                                                                                                   |Star                                  |14 03 23.4760730880 -57 20 56.854348440|312.5487847972440 +04.1729864789048|  -3.874 -2.907   |8.11     |G8III          |    ~     ~    |    1|  268.464   pc  |  -1.6577     +1.6577    |paral   |2020yCat.1350....0G
3153|HD 122537                                                                                                                                   |Star                                  |14 04 15.4385293416 -57 24 35.236981872|312.6443613380942 +04.0823518760911|  -4.628 -2.376   |9.36     |B9III/IV       |    ~     ~    |    1| 1155.802   pc  | -36.4695    +36.4695    |paral   |2020yCat.1350....0G
3154|HD 122538                                                                                                                                   |High Proper Motion Star               |14 04 17.1252156360 -57 28 25.614914088|312.6301167467524 +04.0198408858704|-55.133 -20.164   |9.20     |F2IV/V         |    ~     ~    |    1|  172.822   pc  |  -0.4122     +0.4122    |paral   |2020yCat.1350....0G
3155|HD 122594                                                                                                                                   |Star                                  |14 04 30.4543204008 -57 00 11.079284472|312.7908948045605 +04.4634147095738|-20.242 -15.300   |9.44     |A3III          |    ~     ~    |    1|  268.233   pc  |  -1.1872     +1.1872    |paral   |2020yCat.1350....0G
3156|HD 122619                                                                                                                                   |Star                                  |14 04 35.9404828176 -56 50 26.436947604|312.8485273511769 +04.6158250785928|  -4.984 -2.975   |10.13    |B9/9.5IV       |    ~     ~    |    1|  663.394   pc  | -11.5744    +11.5744    |paral   |2020yCat.1350....0G
3157|HD 122650                                                                                                                                   |Star                                  |14 04 46.1079632472 -56 38 19.746996252|312.9277306203575 +04.8030568960916| -12.431 -4.353   |10.36    |A0V            |    ~     ~    |    1|  535.332   pc  |  -4.7572     +4.7572    |paral   |2020yCat.1350....0G
3158|HD 122709                                                                                                                                   |Star                                  |14 05 09.3310085472 -56 55 26.625671688|312.8981805504263 +04.5144278210940|  -7.045 -2.640   |9.75     |B8V            |    ~     ~    |    1| 1252.348   pc  | -30.1128    +30.1128    |paral   |2020yCat.1350....0G
3159|HD 122828                                                                                                                                   |Star                                  |14 05 52.4785421736 -57 16 14.413788048|312.8935596007443 +04.1543543613565| -25.974 -9.964   |8.58     |K0III          |    ~     ~    |    1|  533.476   pc  | -38.1359    +38.1359    |paral   |2020yCat.1350....0G
3160|HD 122897                                                                                                                                   |Star                                  |14 06 12.2464263696 -56 47 19.964573988|313.0745725172542 +04.6033060147048|  -6.609 -2.868   |8.76     |B9V            |    ~     ~    |    1|  698.470   pc  | -11.4159    +11.4159    |paral   |2020yCat.1350....0G
3161|HD 122988                                                                                                                                   |Star                                  |14 06 45.0434521896 -56 50 51.054749808|313.1295516547788 +04.5256641725134| -25.201 -8.132   |8.33     |K1IIICNII      |    ~     ~    |    1|  315.786   pc  |  -2.1839     +2.1839    |paral   |2020yCat.1350....0G
3162|HD 123113                                                                                                                                   |Star                                  |14 07 28.8057864816 -57 07 42.190572324|313.1433965961834 +04.2280622334197|  -4.338 -1.989   |9.42     |B5IV/V         |    ~     ~    |    1| 1155.135   pc  | -32.1575    +32.1575    |paral   |2020yCat.1350....0G
3163|HD 123148                                                                                                                                   |Star                                  |14 07 39.5203195656 -56 53 27.983442012|313.2359824877595 +04.4479928717694|  -9.089 -7.094   |7.92     |A2V            |    ~     ~    |    1|  705.418   pc  | -14.6796    +14.6796    |paral   |2020yCat.1350....0G
3164|HD 123261                                                                                                                                   |Star                                  |14 08 21.8441379360 -57 19 01.485923088|313.2028137149839 +04.0126403856907| -10.318 -8.852   |9.39     |G8/K0III       |    ~     ~    |    1|  438.116   pc  |  -2.9944     +2.9944    |paral   |2020yCat.1350....0G
3165|HD 123374                                                                                                                                   |Star                                  |14 09 01.3383538992 -57 03 58.005180360|313.3624833894585 +04.2261153318528|  -5.464 -2.619   |9.05     |B9IV           |    ~     ~    |    1| 1020.721   pc  | -23.2337    +23.2337    |paral   |2020yCat.1350....0G
3166|HD 123392                                                                                                                                   |High Proper Motion Star               |14 09 05.4747421584 -57 26 35.463709932|313.2593554606821 +03.8632274193894|-45.274 -24.959   |9.13     |F7/8V          |    ~     ~    |    1|  118.143   pc  |  -0.2219     +0.2219    |paral   |2020yCat.1350....0G
3167|HD 123434                                                                                                                                   |Star                                  |14 09 22.8881265864 -56 50 08.034224604|313.4780588658546 +04.4317081926791|  -10.230 2.234   |8.67     |K2(IV/V)       |    ~     ~    |    1|  713.419   pc  | -15.6253    +15.6253    |paral   |2020yCat.1350....0G
3168|HD 123446                                                                                                                                   |Star                                  |14 09 31.9602953184 -57 17 06.745979472|313.3633936752736 +03.9963652444601| -10.808 -1.882   |10.44    |A0V            |    ~     ~    |    1|  638.488   pc  |  -7.0119     +7.0119    |paral   |2020yCat.1350....0G
3169|HD 123488                                                                                                                                   |Star                                  |14 09 45.3866564400 -57 07 17.053011696|313.4414209565634 +04.1436481431209| -10.622 -1.839   |8.55     |G8III          |    ~     ~    |    1|  792.707   pc  | -15.9610    +15.9610    |paral   |2020yCat.1350....0G
3170|HD 123752                                                                                                                                   |Star                                  |14 11 21.2182813320 -56 49 52.269080196|313.7373307750685 +04.3545950037401|  2.210 -38.894   |8.89     |F6IV           |    ~     ~    |    1|  112.891   pc  |  -0.2103     +0.2103    |paral   |2020yCat.1350....0G
3171|HD 123776                                                                                                                                   |Star                                  |14 11 24.9432730200 -57 06 10.851634980|313.6622689319402 +04.0931402202527|-12.973 -13.425   |10.02    |F0/2V          |    ~     ~    |    1|  263.525   pc  |  -1.5973     +1.5973    |paral   |2020yCat.1350....0G
3172|HD 124049                                                                                                                                   |Star                                  |14 12 55.9303157064 -57 11 53.809409256|313.8290090409856 +03.9391968828089|  -4.241 -2.713   |9.63     |B5/7II         |    ~     ~    |    1| 1247.972   pc  | -38.6244    +38.6244    |paral   |2020yCat.1350....0G
3173|HD 124060                                                                                                                                   |Star                                  |14 13 02.3990965368 -56 54 11.322828288|313.9349457587611 +04.2151567263752|  -7.075 -2.233   |9.78     |G5/8(III)      |    ~     ~    |    1| 1085.541   pc  | -16.6154    +16.6154    |paral   |2020yCat.1350....0G
3174|IDS 13541-5723 AB                                                                                                                           |Double or Multiple Star               |14 00 55.7 -57 52 09                   |312.0893 +03.7618                  |            ~ ~   |10.3     |A1/3           |    ~     ~    |    0|                |                         |        |                   
3175|HD 122049                                                                                                                                   |Star                                  |14 01 03.0842973168 -57 55 34.074660324|312.0898548916331 +03.7025109430680|  -2.084 -2.313   |10.67    |A0             |    ~     ~    |    1| 1184.413   pc  | -47.8367    +47.8367    |paral   |2020yCat.1350....0G
3176|HD 122061                                                                                                                                   |Double or Multiple Star               |14 01 07.2 -57 40 08                   |312.1675 +03.9480                  |            ~ ~   |10.3     |B9V            |    ~     ~    |    0|                |                         |        |                   
3177|HD 122247                                                                                                                                   |Star                                  |14 02 28.4254575000 -57 52 53.861612340|312.2842020567268 +03.6944715054872| -13.633 -4.680   |9.76     |A1V            |    ~     ~    |    1|  379.391   pc  |  -2.6341     +2.6341    |paral   |2020yCat.1350....0G
3178|HD 122325                                                                                                                                   |Star                                  |14 02 58.9370818176 -57 54 12.848770332|312.3433402245539 +03.6549195364706|  -8.266 -6.809   |10.44    |A1IV/V         |    ~     ~    |    1|  755.515   pc  | -12.0439    +12.0439    |paral   |2020yCat.1350....0G
3179|HD 122381                                                                                                                                   |Star                                  |14 03 12.4672239096 -57 43 11.194466016|312.4228102255969 +03.8234220087883|  -7.779 -3.340   |10.23    |A8/F0          |    ~     ~    |    1|  777.847   pc  | -10.1648    +10.1648    |paral   |2020yCat.1350....0G
3180|HD 122465                                                                                                                                   |Star                                  |14 03 44.2647140016 -57 54 18.631027368|312.4395652465027 +03.6257500331118|  -8.150 -3.421   |10.63    |A0V            |    ~     ~    |    1|  785.176   pc  | -12.7616    +12.7616    |paral   |2020yCat.1350....0G
3181|HD 122539                                                                                                                                   |High Proper Motion Star               |14 04 19.6597056792 -57 53 35.109251160|312.5183685381681 +03.6155941154079|-66.438 -23.721   |9.43     |F6/7V          |    ~     ~    |    1|  175.608   pc  |  -0.8018     +0.8018    |paral   |2020yCat.1350....0G
3182|HD 122964                                                                                                                                   |Star                                  |14 06 40.8583996944 -57 43 23.945768976|312.8677592840202 +03.6896393887561| -14.074 -5.437   |9.94     |A5/7III        |    ~     ~    |    1|  819.269   pc  | -20.0018    +20.0018    |paral   |2020yCat.1350....0G
3183|HD 123114                                                                                                                                   |Star                                  |14 07 28.9 -57 41 09                   |312.9812 +03.6946                  |            ~ ~   |10.0     |G5             |    ~     ~    |    0|                |                         |        |                   
3184|HD 123115                                                                                                                                   |Star                                  |14 07 30.2 -57 41 39                   |312.9816 +03.6858                  |            ~ ~   |9.7      |G5             |    ~     ~    |    0|                |                         |        |                   
3185|CD-55 5479                                                                                                                                  |Star                                  |14 02 58.6460782296 -56 00 44.313999192|312.8629780129917 +05.4738678889287| -11.627 -7.325   |9.90     |M3.2Ib-II      |    ~     ~    |    1|  956.114   pc  | -42.3254    +42.3254    |paral   |2020yCat.1350....0G
3186|IRAS 14049-5613                                                                                                                             |Star                                  |14 08 21.6925290288 -56 27 52.701482520|313.4538692061211 +04.8275028640789|  -5.980 -3.229   |10.33    |~              |    ~     ~    |    1| 2151.463   pc  |-113.8683   +113.8683    |paral   |2020yCat.1350....0G
3187|CD-56 5261                                                                                                                                  |Star                                  |14 01 22.0821665736 -56 49 20.998187688|312.4271341071906 +04.7545041613410|  -18.928 2.585   |9.97     |~              |    ~     ~    |    1|  901.795   pc  | -15.3701    +15.3701    |paral   |2020yCat.1350....0G
3188|CD-57 5374                                                                                                                                  |Star                                  |14 01 29.8199193240 -57 43 31.045189476|312.2009999649942 +03.8801534331062| -14.098 -0.769   |10.22    |~              |    ~     ~    |    1|  911.411   pc  | -12.2939    +12.2939    |paral   |2020yCat.1350....0G
3189|CD-57 5376                                                                                                                                  |Star                                  |14 01 52.3684733472 -58 05 40.769010456|312.1495674891484 +03.5109795207680| -29.236 -4.891   |10.53    |~              |    ~     ~    |    1|  187.942   pc  |  -4.1468     +4.1468    |paral   |2020yCat.1350....0G
3190|CD-56 5273                                                                                                                                  |Star                                  |14 02 48.1891261848 -57 27 24.053372028|312.4428214693621 +04.0913029326711| -29.663 -4.304   |10.11    |~              |    ~     ~    |    1|  567.795   pc  |  -4.7069     +4.7069    |paral   |2020yCat.1350....0G
3191|CD-56 5275                                                                                                                                  |Star                                  |14 03 00.1969914072 -56 42 26.487205020|312.6748912753582 +04.8045306520437|  -3.964 -5.172   |10.22    |~              |    ~     ~    |    1|  962.001   pc  | -12.2159    +12.2159    |paral   |2020yCat.1350....0G
3192|CD-56 5276                                                                                                                                  |Star                                  |14 03 06.5217991416 -57 33 27.476501796|312.4546630787256 +03.9829731092607| -11.298 -9.094   |9.89     |~              |    ~     ~    |    1|  600.817   pc  |  -5.9562     +5.9562    |paral   |2020yCat.1350....0G
3193|CD-56 5297                                                                                                                                  |Star                                  |14 05 01.0348983072 -56 59 18.103464528|312.8618550335864 +04.4580521456914| -12.936 -5.615   |9.86     |~              |    ~     ~    |    1|  809.389   pc  | -15.5916    +15.5916    |paral   |2020yCat.1350....0G
3194|CD-56 5310                                                                                                                                  |Star                                  |14 06 05.4232510464 -57 10 12.221858028|312.9503915748687 +04.2424583662108|  -9.838 -8.440   |9.93     |~              |    ~     ~    |    1|  674.582   pc  |  -7.3265     +7.3265    |paral   |2020yCat.1350....0G
3195|CD-55 5511                                                                                                                                  |Star                                  |14 06 22.0672409592 -55 54 28.526793336|313.3498563783192 +05.4408002478924| -14.788 -6.275   |10.01    |~              |    ~     ~    |    1|  630.398   pc  |  -5.7226     +5.7226    |paral   |2020yCat.1350....0G
3196|CPD-55 5883                                                                                                                                 |Star                                  |14 07 38.2075442088 -56 24 30.126277764|313.3742827983790 +04.9106434287275|  -7.075 -2.307   |9.93     |~              |    ~     ~    |    1| 1233.046   pc  | -22.6540    +22.6540    |paral   |2020yCat.1350....0G
3197|CD-56 5321                                                                                                                                  |Star                                  |14 07 38.3820134976 -57 31 00.814383912|313.0507519288748 +03.8500925935766|  -4.146 -4.467   |10.34    |~              |    ~     ~    |    1|  786.287   pc  |  -7.9754     +7.9754    |paral   |2020yCat.1350....0G
3198|CD-55 5523                                                                                                                                  |Star                                  |14 07 46.9579988568 -56 30 22.982243688|313.3649178564712 +04.8110148688719|      17.5 -3.5   |9.90     |~              |    ~     ~    |    0|                |                         |        |                   
3199|CPD-56 6170                                                                                                                                 |Star                                  |14 09 02.2919633976 -57 14 53.259857520|313.3104629755995 +04.0516385498234|  -2.580 12.047   |10.02    |~              |    ~     ~    |    1|  595.451   pc  |  -5.3893     +5.3893    |paral   |2020yCat.1350....0G
3200|CD-55 5538                                                                                                                                  |Star                                  |14 09 40.5442744752 -56 27 46.631250180|313.6283256418805 +04.7752788390974|  -3.659 -4.946   |9.69     |~              |    ~     ~    |    1| 1162.385   pc  | -19.5915    +19.5915    |paral   |2020yCat.1350....0G
3201|CD-56 5295                                                                                                                                  |Star                                  |14 04 45.7748262096 -56 56 55.567570308|312.8396619044489 +04.5057949422880| -10.153 -3.113   |10.13    |~              |    ~     ~    |    1|  628.773   pc  |  -5.7722     +5.7722    |paral   |2020yCat.1350....0G
3202|IRAS 14063-5631                                                                                                                             |Star                                  |14 09 48.7398831048 -56 46 14.864362644|313.5539120956124 +04.4759149862238|-11.764 -11.105   |10.78    |~              |    ~     ~    |    1| 1315.963   pc  | -64.7677    +64.7677    |paral   |2020yCat.1350....0G
3203|CPD-55 5837                                                                                                                                 |Emission-line Star                    |14 02 23.6651547072 -56 28 18.571761372|312.6585780892465 +05.0540022579820|  -7.851 -1.952   |10.88    |~              |    ~     ~    |    1| 1881.468   pc  | -86.0201    +86.0201    |paral   |2020yCat.1350....0G
3204|CD-57 5363                                                                                                                                  |Star                                  |14 00 20.7775295880 -58 10 29.641901664|311.9335861766545 +03.4874219522354|  -5.295 -2.361   |10.9     |~              |    ~     ~    |    1| 1247.972   pc  | -23.9845    +23.9845    |paral   |2020yCat.1350....0G
3205|TYC 8669-64-1                                                                                                                               |Star                                  |14 01 10.6110212376 -55 33 34.454796192|312.7416055948880 +05.9782984820297|  -2.648 -1.992   |10.57    |~              |    ~     ~    |    1| 1318.565   pc  | -25.2099    +25.2099    |paral   |2020yCat.1350....0G
3206|TYC 8669-368-1                                                                                                                              |Star                                  |14 02 26.3025346752 -56 06 57.517770708|312.7617999244652 +05.3947350670794| -42.954 -4.584   |10.19    |~              |    ~     ~    |    1|  197.149   pc  |  -0.5869     +0.5869    |paral   |2020yCat.1350....0G
3207|TYC 8669-612-1                                                                                                                              |Star                                  |14 01 10.7968987560 -55 47 55.315706136|312.6775893373013 +05.7478053304839|  -0.394 13.292   |10.90    |~              |    ~     ~    |    1|  175.540   pc  |  -0.5331     +0.5331    |paral   |2020yCat.1350....0G
3208|TYC 8669-728-1                                                                                                                              |Star                                  |14 04 34.3635840168 -55 29 36.632264532|313.2244166311827 +05.9099568540802| -20.669 -2.605   |10.97    |~              |    ~     ~    |    1|  533.248   pc  |  -9.5543     +9.5543    |paral   |2020yCat.1350....0G
3209|TYC 8669-746-1                                                                                                                              |Star                                  |14 00 59.9138021664 -55 36 28.771634808|312.7041653491972 +05.9383911542467|  -2.917 -0.576   |10.52    |~              |    ~     ~    |    1|  949.397   pc  | -13.1598    +13.1598    |paral   |2020yCat.1350....0G
3210|TYC 8669-1008-1                                                                                                                             |High Proper Motion Star               |14 01 14.4681331776 -55 26 22.972763220|312.7827559532559 +06.0913193576465|-25.798 -53.169   |10.75    |~              |    ~     ~    |    1|  245.357   pc  |  -3.8167     +3.8167    |paral   |2020yCat.1350....0G
3211|TYC 8669-1028-1                                                                                                                             |Star                                  |14 05 07.9691453232 -55 51 07.687680696|313.1990486991407 +05.5436091737507| -12.342 -3.489   |10.88    |~              |    ~     ~    |    1|  843.170   pc  | -22.5367    +22.5367    |paral   |2020yCat.1350....0G
3212|TYC 8669-1177-1                                                                                                                             |Star                                  |14 02 37.7788461888 -55 09 29.105580204|313.0508806731608 +06.3088405096663|  -3.335 -1.690   |10.95    |~              |    ~     ~    |    1| 2399.808   pc  |-155.4951   +155.4951    |paral   |2020yCat.1350....0G
3213|TYC 8669-1340-1                                                                                                                             |Star                                  |14 06 03.8186911584 -55 52 12.568514340|313.3196893379598 +05.4892017694879|  -5.919 -4.982   |10.62    |~              |    ~     ~    |    1| 1151.941   pc  | -33.5723    +33.5723    |paral   |2020yCat.1350....0G
3214|TYC 8669-1434-1                                                                                                                             |Star                                  |14 02 49.8497297520 -55 49 46.631335296|312.8934921387122 +05.6551822984495|   -5.186 1.335   |10.96    |~              |    ~     ~    |    1|  443.439   pc  |  -4.1294     +4.1294    |paral   |2020yCat.1350....0G
3215|TYC 8669-1577-1                                                                                                                             |Star                                  |14 04 18.6045017400 -55 17 48.126418080|313.2438855270517 +06.1093278165321| -10.978 -9.088   |10.81    |~              |    ~     ~    |    1|  723.694   pc  | -42.9984    +42.9984    |paral   |2020yCat.1350....0G
3216|TYC 8669-1630-1                                                                                                                             |Star                                  |14 00 39.4132177752 -56 07 29.030979108|312.5192524164799 +05.4531485922542|  -7.113 -5.427   |10.79    |~              |    ~     ~    |    1|  814.930   pc  | -23.3103    +23.3103    |paral   |2020yCat.1350....0G
3217|TYC 8669-1709-1                                                                                                                             |Star                                  |14 04 25.6090097952 -55 40 41.091836880|313.1525046249556 +05.7385689967569|   -6.119 1.493   |10.99    |~              |    ~     ~    |    1|  829.531   pc  | -10.8035    +10.8035    |paral   |2020yCat.1350....0G
3218|TYC 8669-1735-1                                                                                                                             |Star                                  |14 04 17.2360010424 -55 34 19.710663096|313.1632953342427 +05.8457877541255|   -5.557 0.203   |10.90    |~              |    ~     ~    |    1|  975.610   pc  | -12.7543    +12.7543    |paral   |2020yCat.1350....0G
3219|TYC 8669-1809-1                                                                                                                             |High Proper Motion Star               |14 01 07.9346041944 -56 08 32.757932256|312.5786197137257 +05.4184190437748|-76.848 -36.952   |10.62    |~              |    ~     ~    |    1|  105.526   pc  |  -0.1682     +0.1682    |paral   |2020yCat.1350....0G
3220|TYC 8669-2873-1                                                                                                                             |Star                                  |14 08 21.7435246536 -56 10 26.738497992|313.5397966566405 +05.1051508298935| -11.365 -6.432   |10.46    |~              |    ~     ~    |    1| 1588.058   pc  | -35.0548    +35.0548    |paral   |2020yCat.1350....0G
3221|TYC 8673-59-1                                                                                                                               |Star                                  |14 03 57.6781417680 -57 18 34.810096608|312.6338516392561 +04.1896223380557|  -4.637 -2.091   |10.85    |~              |    ~     ~    |    1| 1138.174   pc  | -31.4792    +31.4792    |paral   |2020yCat.1350....0G
3222|TYC 8673-74-1                                                                                                                               |Star                                  |14 05 08.5250544288 -57 21 45.547618392|312.7723386965063 +04.0941694334381| -10.025 -3.087   |10.09    |~              |    ~     ~    |    1| 1409.245   pc  | -35.5489    +35.5489    |paral   |2020yCat.1350....0G
3223|TYC 8673-89-1                                                                                                                               |Star                                  |14 10 37.9073069640 -57 07 53.665722804|313.5519357511365 +04.0982395000343|  -8.871 -0.065   |10.29    |~              |    ~     ~    |    1| 1147.842   pc  | -21.3442    +21.3442    |paral   |2020yCat.1350....0G
3224|TYC 8673-263-1                                                                                                                              |Star                                  |14 06 20.7810747048 -57 15 12.486147624|312.9597647910132 +04.1526243356033| -3.862 -10.462   |10.49    |~              |    ~     ~    |    1|  723.014   pc  | -16.6757    +16.6757    |paral   |2020yCat.1350....0G
3225|TYC 8673-342-1                                                                                                                              |Star                                  |14 01 03.3503192688 -57 11 31.813310148|312.2867955833120 +04.4096946038303| -12.359 -4.941   |10.80    |~              |    ~     ~    |    1|  920.980   pc  | -11.9597    +11.9597    |paral   |2020yCat.1350....0G
3226|TYC 8673-350-1                                                                                                                              |Star                                  |14 06 56.2809123624 -57 16 14.321609760|313.0316256237128 +04.1131694467423|  -4.771 -1.375   |10.50    |~              |    ~     ~    |    1| 1090.631   pc  | -22.6001    +22.6001    |paral   |2020yCat.1350....0G
3227|TYC 8673-395-1                                                                                                                              |Star                                  |14 03 17.3135323776 -57 08 29.656031640|312.5927179007320 +04.3763401660936| -10.752 -5.628   |10.61    |~              |    ~     ~    |    1|  960.615   pc  | -13.5649    +13.5649    |paral   |2020yCat.1350....0G
3228|TYC 8673-440-1                                                                                                                              |Star                                  |14 11 30.0987816888 -57 12 42.356370348|313.6401140091865 +03.9860226844774|  -5.306 -2.975   |10.88    |~              |    ~     ~    |    1| 1098.177   pc  | -23.1551    +23.1551    |paral   |2020yCat.1350....0G
3229|TYC 8673-484-1                                                                                                                              |Star                                  |14 03 48.6466414368 -57 29 10.254139404|312.5652327722942 +04.0256611037952| -10.546 -4.264   |10.68    |~              |    ~     ~    |    1|  777.665   pc  | -10.8857    +10.8857    |paral   |2020yCat.1350....0G
3230|TYC 8673-496-1                                                                                                                              |Star                                  |14 11 38.8655194368 -57 10 45.619398552|313.6689379914371 +04.0108493947924|  -1.277 -1.508   |10.55    |~              |    ~     ~    |    1| 1811.594   pc  | -76.7958    +76.7958    |paral   |2020yCat.1350....0G
3231|TYC 8673-687-1                                                                                                                              |Star                                  |14 05 19.9522950096 -57 30 01.746387684|312.7579732117655 +03.9547079298680| -19.302 -7.555   |10.78    |~              |    ~     ~    |    1|  864.678   pc  | -12.2618    +12.2618    |paral   |2020yCat.1350....0G
3232|TYC 8673-721-1                                                                                                                              |Star                                  |14 08 42.4413336456 -57 19 16.433595372|313.2459813516717 +03.9950253070615|    5.774 1.338   |10.56    |~              |    ~     ~    |    1|  516.4489  pc  | -48.3829    +48.3829    |paral   |2018yCat.1345....0G
3233|TYC 8673-733-1                                                                                                                              |Star                                  |14 06 00.5078901312 -57 41 32.538183972|312.7903988541187 +03.7450088373755| -14.494 -7.705   |10.64    |~              |    ~     ~    |    1|  369.877   pc  |  -2.4352     +2.4352    |paral   |2020yCat.1350....0G
3234|TYC 8673-741-1                                                                                                                              |Star                                  |14 06 11.5813590888 -57 15 04.661717796|312.9404681609966 +04.1606415664358|  -6.690 -1.807   |9.66     |~              |    ~     ~    |    1| 1085.423   pc  | -19.2037    +19.2037    |paral   |2020yCat.1350....0G
3235|TYC 8673-856-1                                                                                                                              |Star                                  |14 03 44.2618381608 -57 15 48.838129164|312.6175652239892 +04.2422950358202|  -2.844 -4.703   |10.20    |~              |    ~     ~    |    1|  934.056   pc  | -14.0466    +14.0466    |paral   |2020yCat.1350....0G
3236|TYC 8673-865-1                                                                                                                              |Star                                  |14 07 41.6704929408 -57 37 32.247229656|313.0260608204109 +03.7439346120871|-35.281 -30.066   |10.21    |~              |    ~     ~    |    1|  174.551   pc  |  -0.4692     +0.4692    |paral   |2020yCat.1350....0G
3237|TYC 8673-868-1                                                                                                                              |Star                                  |14 05 22.9506823416 -57 33 34.687361340|312.7476567865914 +03.8960750902716|  -7.338 -5.521   |10.74    |~              |    ~     ~    |    1|  928.505   pc  | -14.3974    +14.3974    |paral   |2020yCat.1350....0G
3238|TYC 8673-927-1                                                                                                                              |Star                                  |14 04 09.4298712912 -57 43 39.148303260|312.5427271040899 +03.7809113373330|  -5.233 -1.695   |10.75    |~              |    ~     ~    |    1|  851.571   pc  | -13.4882    +13.4882    |paral   |2020yCat.1350....0G
3239|TYC 8673-1075-1                                                                                                                             |Star                                  |14 02 18.8680098864 -57 59 39.683607972|312.2331250616326 +03.5917280273113| -14.057 -1.222   |10.76    |~              |    ~     ~    |    1|  796.686   pc  | -12.8846    +12.8846    |paral   |2020yCat.1350....0G
3240|TYC 8673-1325-1                                                                                                                             |Star                                  |14 01 28.0058095104 -57 40 14.403562176|312.2117953338661 +03.9338558857251|  -6.627 -6.779   |10.66    |~              |    ~     ~    |    1|  814.996   pc  |  -9.2991     +9.2991    |paral   |2020yCat.1350....0G
3241|TYC 8673-1632-1                                                                                                                             |Star                                  |14 02 35.4950 -57 31 54.137            |312.3948781 +04.0268876            | -19.721 -8.598   |10.40    |~              |    ~     ~    |    0|                |                         |        |                   
3242|TYC 8673-1634-1                                                                                                                             |Star                                  |14 06 44.5601801232 -57 38 10.384976004|312.9007853034817 +03.7706847568550|  -4.997 -1.577   |10.32    |~              |    ~     ~    |    1| 1096.732   pc  | -19.9668    +19.9668    |paral   |2020yCat.1350....0G
