C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST08:03:52

dec< 0&rah >=18.5&rah< 18.75&(cat='NGC'|Vmag< 11)
-------------------------------------------------

Number of objects : 8057

 #  |                                               identifier                                                |                 typ                  |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |    spec. type     |      ang. size      |#Dist| distance Q unit|   err-        err+      | method |     reference     
----|---------------------------------------------------------------------------------------------------------|--------------------------------------|---------------------------------------|-----------------------------------|------------------|---------|-------------------|---------------------|-----|----------------|-------------------------|--------|-------------------
3883|TYC 5692-2092-1                                                                                          |Star                                  |18 43 38.4038054760 -08 01 54.517316988|024.8961884617966 -01.9331119353341|  -0.662 -7.929   |10.94    |~                  |    ~     ~          |    1|  755.744   pc  |  -7.9390     +7.9390    |paral   |2020yCat.1350....0G
3884|BD-06 4857                                                                                               |Star                                  |18 43 50.1645869136 -06 36 00.854625744|026.1927776449729 -01.3231996155847|  -0.388 -1.134   |9.67     |~                  |    ~     ~          |    1| 2194.426   pc  | -70.7879    +70.7879    |paral   |2020yCat.1350....0G
3885|TYC 5125-1029-1                                                                                          |Star                                  |18 44 03.5030415528 -07 20 59.972412084|025.5505702883458 -01.7143986972022| -8.068 -25.167   |10.53    |~                  |    ~     ~          |    1|  182.372   pc  |  -0.6685     +0.6685    |paral   |2020yCat.1350....0G
3886|BD-06 4866                                                                                               |Star                                  |18 44 31.9837113024 -06 50 29.949596916|026.0568760434024 -01.5873395674787|   20.192 3.440   |10.15    |~                  |    ~     ~          |    1|  505.433   pc  |  -5.1348     +5.1348    |paral   |2020yCat.1350....0G
3887|* eps Sct                                                                                                |Star                                  |18 43 31.2509020224 -08 16 30.765630720|024.6659726989469 -02.0178395666054|   21.781 4.591   |4.889    |G8IIb              |    ~     ~          |    1|  175.131   pc  |  -5.6496     +5.6496    |paral   |2020yCat.1350....0G
3888|NGC 6664 61                        NGC 6664 61                                                           |Star                                  |18 36 31.3362677544 -08 12 52.471513080|023.9270798685085 -00.4505815906186|  -0.127 -2.611   |11.94    |B5                 |    ~     ~          |    1| 2039.984   pc  | -63.6715    +63.6715    |paral   |2020yCat.1350....0G
3889|NGC 6664 63                        NGC 6664 63                                                           |Star                                  |18 36 37.1865969216 -08 10 43.594075632|023.9699642268525 -00.4555580420057|  -0.017 -2.678   |12.42    |B7                 |    ~     ~          |    1| 1937.234   pc  | -60.4213    +60.4213    |paral   |2020yCat.1350....0G
3890|TYC 5691-921-1                                                                                           |Star                                  |18 37 31.9295962824 -07 31 34.395868740|024.6534114031126 -00.3565246483957|  -0.038 -2.631   |10.96    |B0                 |    ~     ~          |    1| 2057.613   pc  | -59.2728    +59.2728    |paral   |2020yCat.1350....0G
3891|TYC 5125-2676-1                                                                                          |Star                                  |18 41 49.0218713448 -06 44 49.903357956|025.8329343378534 -00.9443812799802|   0.914 -4.703   |10.55    |B9                 |    ~     ~          |    1|  549.722   pc  |  -4.7142     +4.7142    |paral   |2020yCat.1350....0G
3892|TYC 5692-1023-1                                                                                          |Star                                  |18 41 55.3751698224 -07 42 33.744497040|024.9889955506090 -01.4075740590052|   0.113 -2.232   |10.80    |B5                 |    ~     ~          |    1|  936.505   pc  | -13.1556    +13.1556    |paral   |2020yCat.1350....0G
3893|TYC 5125-82-1                                                                                            |Star                                  |18 42 53.6088321216 -06 49 01.775150112|025.8928493395438 -01.2140438553133|    2.011 0.267   |10.74    |B5                 |    ~     ~          |    1| 1033.805   pc  | -21.2682    +21.2682    |paral   |2020yCat.1350....0G
3894|TYC 5692-848-1                                                                                           |Star                                  |18 43 00.4774187136 -08 10 55.761008808|024.6909219236639 -01.8624621852255|  -1.684 -2.528   |10.72    |B3                 |    ~     ~          |    1| 1872.659   pc  | -73.2932    +73.2932    |paral   |2020yCat.1350....0G
3895|TYC 5125-1039-1                                                                                          |Star                                  |18 43 17.2208292720 -07 21 00.841971924|025.4630530218756 -01.5443205172192|   0.015 -1.047   |10.93    |B7                 |    ~     ~          |    1| 3238.342   pc  |-312.5084   +312.5084    |paral   |2020yCat.1350....0G
3896|TYC 5125-942-1                                                                                           |Star                                  |18 43 17.6769219312 -07 22 32.038436208|025.4413658418965 -01.5575602658083|   1.027 -1.280   |10.58    |B5                 |    ~     ~          |    1| 1867.762   pc  | -87.5623    +87.5623    |paral   |2020yCat.1350....0G
3897|TYC 5125-1231-1                                                                                          |Star                                  |18 44 08.7623387472 -07 27 52.868529252|025.4583668411118 -01.7860454294356|  -0.989 -1.674   |10.89    |B5                 |    ~     ~          |    1| 2138.123   pc  |-105.6032   +105.6032    |paral   |2020yCat.1350....0G
3898|BD-06 4819                                                                                               |Star                                  |18 38 07.2812746776 -06 36 15.204531636|025.5396436030275 -00.0631776399712| -1.172 -14.472   |10.79    |~                  |    ~     ~          |    1|  537.779   pc  | -11.1055    +11.1055    |paral   |2020yCat.1350....0G
3899|BD-07 4653                                                                                               |Star                                  |18 40 35.1448509600 -07 15 24.737812848|025.2398712217250 -00.9058757773862|  -19.234 1.864   |10.44    |~                  |    ~     ~          |    1|  443.577   pc  |  -2.7350     +2.7350    |paral   |2020yCat.1350....0G
