C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST08:03:52

dec< 0&rah >=18.5&rah< 18.75&(cat='NGC'|Vmag< 11)
-------------------------------------------------

Number of objects : 8057

 #  |                                               identifier                                                |                 typ                  |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |    spec. type     |      ang. size      |#Dist| distance Q unit|   err-        err+      | method |     reference     
----|---------------------------------------------------------------------------------------------------------|--------------------------------------|---------------------------------------|-----------------------------------|------------------|---------|-------------------|---------------------|-----|----------------|-------------------------|--------|-------------------
3780|BD-06 4844                                                                                               |Star                                  |18 42 26.8716575904 -06 00 36.083898540|026.5602797757031 -00.7467166305759|   0.345 -2.664   |10.33    |B3                 |    ~     ~          |    1| 2276.349   pc  |-119.1806   +119.1806    |paral   |2020yCat.1350....0G
3781|LS IV -06 24                                                                                             |Emission-line Star                    |18 42 44.5049476392 -06 09 13.636737900|026.4657988537275 -00.8774108405110|  -0.915 -2.391   |10.51    |B3                 |    ~     ~          |    1| 1969.279   pc  | -70.9685    +70.9685    |paral   |2020yCat.1350....0G
3782|HD 172889                                                                                                |Star                                  |18 42 52.4445220104 -06 28 48.123077232|026.1905941234520 -01.0557411364513|  -0.738 -4.153   |10.18    |B8Ib/II            |    ~     ~          |    1| 2777.006   pc  |-143.4388   +143.4388    |paral   |2020yCat.1350....0G
3783|BD-06 4850                                                                                               |Star                                  |18 43 03.0928406760 -06 20 49.220701476|026.3290936663004 -01.0341824403380|  -0.714 -3.145   |10.94    |B3                 |    ~     ~          |    1| 3303.601   pc  |-162.6153   +162.6153    |paral   |2020yCat.1350....0G
3784|HD 172947                                                                                                |Star                                  |18 43 10.2158316600 -06 50 16.346841468|025.9058051899355 -01.2846250525242|   1.597 -7.971   |8.92     |B9IV               |    ~     ~          |    1|  532.056   pc  |  -8.4359     +8.4359    |paral   |2020yCat.1350....0G
3785|HD 172963                                                                                                |Star                                  |18 43 16.6277606880 -06 01 25.589040672|026.6422815573683 -00.9363857963461|  -4.537 -4.535   |9.84     |A1/2(II)           |    ~     ~          |    1|  366.797   pc  |  -2.5159     +2.5159    |paral   |2020yCat.1350....0G
3786|BD-06 4854                                                                                               |Star                                  |18 43 27.5580826464 -06 29 17.877969312|026.2496554107651 -01.1888351934715|  -1.093 -2.233   |10.46    |B5                 |    ~     ~          |    1| 2668.090   pc  |-163.7302   +163.7302    |paral   |2020yCat.1350....0G
3787|HD 173032                                                                                                |Star                                  |18 43 36.5242771896 -06 27 41.965086420|026.2903175913268 -01.2096939800226|   0.033 -1.625   |10.01    |B2Ib/II            |    ~     ~          |    1| 1979.022   pc  | -83.0304    +83.0304    |paral   |2020yCat.1350....0G
3788|BD-06 4856                                                                                               |Star                                  |18 43 38.7179839536 -06 15 09.343835280|026.4804978297627 -01.1223116147366|    2.092 1.421   |10.7     |B9                 |    ~     ~          |    1| 1074.922   pc  | -22.5314    +22.5314    |paral   |2020yCat.1350....0G
3789|HD 173075                                                                                                |Be Star                               |18 43 48.5936067696 -06 08 18.840239880|026.6006467466937 -01.1066357651067|  -0.043 -3.189   |9.93     |Be                 |    ~     ~          |    1| 1185.396   pc  | -21.7800    +21.7800    |paral   |2020yCat.1350....0G
3790|HD 173093                                                                                                |Double or Multiple Star               |18 43 51.2336830056 -06 49 05.237592636|026.0008779456835 -01.4265862437276| 30.691 -44.678   |6.299    |F7V                |    ~     ~          |    1|   72.564   pc  |  -0.3781     +0.3781    |paral   |2020yCat.1350....0G
3791|HD 173092                                                                                                |Star                                  |18 43 54.3208062864 -06 03 48.623624676|026.6782740783932 -01.0934724193791| -7.610 -38.997   |9.69     |F6/7V              |    ~     ~          |    1|  151.098   pc  |  -0.3676     +0.3676    |paral   |2020yCat.1350....0G
3792|HD 173201                                                                                                |Star                                  |18 44 26.4983900880 -06 12 41.957018928|026.6072980358992 -01.2797050540135|   -1.904 5.007   |10.21    |A0/2(V)            |    ~     ~          |    1|  448.934   pc  |  -4.4339     +4.4339    |paral   |2020yCat.1350....0G
3793|HD 173249                                                                                                |Star                                  |18 44 35.1230217192 -06 37 51.472039656|026.2503653915497 -01.5027974881165|-13.788 -11.543   |9.64     |A2/3II             |    ~     ~          |    1|  301.605   pc  |  -1.5100     +1.5100    |paral   |2020yCat.1350....0G
3794|HD 173278                                                                                                |Star                                  |18 44 40.8400067832 -06 32 10.104827928|026.3455759334586 -01.4806006462921|  -0.454 -2.465   |6.74     |K5III              |    ~     ~          |    1| 1005.632   pc  | -28.1140    +28.1140    |paral   |2020yCat.1350....0G
3795|HD 173279                                                                                                |Star                                  |18 44 44.8249234128 -06 38 14.693091468|026.2629449930824 -01.5414731631767|   2.761 -8.928   |8.26     |K1(III)            |    ~     ~          |    1| 1048.658   pc  | -24.8528    +24.8528    |paral   |2020yCat.1350....0G
3796|HD 173318                                                                                                |Star                                  |18 44 49.6587670704 -06 20 25.992570624|026.5363449367503 -01.4238737405671| -2.247 -13.125   |8.97     |A0II/III           |    ~     ~          |    1|  446.648   pc  |  -5.3863     +5.3863    |paral   |2020yCat.1350....0G
3797|BD-07 4635                                                                                               |Star                                  |18 37 21.5725255128 -07 39 39.407247792|024.5140839899518 -00.3803865454941|  30.034 -4.642   |10.30    |~                  |    ~     ~          |    1|  163.693   pc  |  -1.3478     +1.3478    |paral   |2020yCat.1350....0G
3798|HD 171918                                                                                                |High Proper Motion Star               |18 37 42.6268113792 -07 20 12.132569760|024.8420702488633 -00.3087820155706|106.917 -76.519   |7.96     |G5V                |    ~     ~          |    1|   62.672   pc  |  -0.1064     +0.1064    |paral   |2020yCat.1350....0G
3799|HD 171979                                                                                                |Star                                  |18 37 58.5287997264 -07 38 40.341338340|024.5987203578762 -00.5084374755863| -6.213 -16.010   |9.30     |A1III/IV           |    ~     ~          |    1|  185.055   pc  |  -2.3218     +2.3218    |paral   |2020yCat.1350....0G
3800|BD-07 4639                                                                                               |Star                                  |18 38 17.3562480480 -06 58 27.013790064|025.2300681416822 -00.2699682339544|  -1.126 -2.365   |9.74     |~                  |    ~     ~          |    1| 1975.114   pc  | -87.7742    +87.7742    |paral   |2020yCat.1350....0G
3801|HD 172072                                                                                                |Star                                  |18 38 22.9696632216 -07 16 42.880736316|024.9702291737627 -00.4302455810217|  13.801 14.907   |9.33     |F5V                |    ~     ~          |    1|  127.536   pc  |  -0.2716     +0.2716    |paral   |2020yCat.1350....0G
3802|HD 172175                                                                                                |Blue Supergiant                       |18 39 03.7744177488 -07 51 35.440779672|024.5309241346542 -00.8465528668065|   2.289 -4.283   |9.54     |O6.5I(n)fp         |    ~     ~          |    1| 2769.316   pc  |-108.1345   +108.1345    |paral   |2020yCat.1350....0G
3803|BD-07 4644                                                                                               |Star                                  |18 39 35.2460948400 -07 17 08.407265532|025.1008849563276 -00.6989764751184| -7.417 -26.526   |9.68     |G5                 |    ~     ~          |    1|  338.181   pc  |  -2.2644     +2.2644    |paral   |2020yCat.1350....0G
3804|HD 172275                                                                                                |Star                                  |18 39 39.6552300240 -07 21 15.256684548|025.0482793278762 -00.7465880729836|   0.752 -2.966   |9.35     |O9/9.5(I)          |    ~     ~          |    1| 2941.176   pc  |-153.9792   +153.9792    |paral   |2020yCat.1350....0G
3805|BD-07 4647                                                                                               |Be Star                               |18 39 58.9932200760 -07 33 13.744491840|024.9074439651435 -00.9090219365202|  -0.240 -0.757   |10.95    |B5                 |    ~     ~          |    1| 1207.584   pc  | -31.4984    +31.4984    |paral   |2020yCat.1350....0G
3806|HD 172348                                                                                                |Star                                  |18 40 00.3880663536 -07 47 26.866840164|024.6993766740423 -01.0226541028038|-20.735 -36.437   |5.808    |K3III              |    ~     ~          |    1|  181.136   pc  |  -2.7298     +2.7298    |paral   |2020yCat.1350....0G
3807|HD 172347                                                                                                |Star                                  |18 40 02.8479905784 -07 09 17.645289372|025.2694034124327 -00.7404969413791|    0.844 2.083   |9.71     |A0III              |    ~     ~          |    1|  651.339   pc  |  -7.5515     +7.5515    |paral   |2020yCat.1350....0G
3808|LS IV -07 13                                                                                             |Star                                  |18 40 02.3350423296 -07 13 47.703914976|025.2017394784759 -00.7729673916305|  -0.626 -2.475   |10.88    |B5                 |    ~     ~          |    1| 2656.042   pc  | -98.0584    +98.0584    |paral   |2020yCat.1350....0G
3809|HD 172367                                                                                                |beta Cep Variable                     |18 40 09.7126140792 -07 15 01.975849920|025.1973630683738 -00.8095245257284|  -0.033 -2.834   |9.54     |B1Ib/II            |    ~     ~          |    1| 1649.349   pc  | -41.0773    +41.0773    |paral   |2020yCat.1350....0G
3810|BD-07 4655                                                                                               |Star                                  |18 40 52.8257898768 -07 26 48.878358180|025.1043143347881 -01.0578068553244|   11.237 3.768   |10.23    |~                  |    ~     ~          |    1|  392.111   pc  | -10.1783    +10.1783    |paral   |2020yCat.1350....0G
3811|BD-07 4658                                                                                               |Star                                  |18 41 18.3 -07 24 27                   |025.1875 -01.1334                  |            ~ ~   |9.5      |~                  |    ~     ~          |    0|                |                         |        |                   
3812|HD 172635                                                                                                |Star                                  |18 41 37.9009719696 -07 03 23.059711476|025.5368666293386 -01.0448668330576|  -4.678 -5.836   |9.34     |A0V                |    ~     ~          |    1|  606.465   pc  |  -6.6204     +6.6204    |paral   |2020yCat.1350....0G
3813|HD 172636                                                                                                |Star                                  |18 41 42.0768692904 -07 50 31.554302028|024.8458080340375 -01.4193953223972|  0.948 -11.519   |10.12    |B9/9.5IV           |    ~     ~          |    1|  426.476   pc  |  -3.1284     +3.1284    |paral   |2020yCat.1350....0G
3814|HD 172656                                                                                                |Star                                  |18 41 42.1556586144 -07 16 15.920114628|025.3539479440751 -01.1586715224597|   2.056 -3.594   |8.38     |K2III              |    ~     ~          |    1| 1048.658   pc  | -25.2927    +25.2927    |paral   |2020yCat.1350....0G
3815|HD 172657                                                                                                |Star                                  |18 41 44.3813319336 -07 17 29.828750460|025.3398915979402 -01.1762387708887|  -1.730 -7.468   |9.88     |B9/A0(IV)          |    ~     ~          |    1|  669.299   pc  |  -7.4810     +7.4810    |paral   |2020yCat.1350....0G
3816|V* V453 Sct                                                                                              |Long-Period Variable                  |18 42 17.8994410656 -07 20 14.361304452|025.3625559351900 -01.3203352803864|  17.103 -0.671   |6.95     |M1III              |0.0017  0.0          |    1|  363.517   pc  |  -4.3872     +4.3872    |paral   |2020yCat.1350....0G
3817|HD 172790                                                                                                |Star                                  |18 42 23.9039128512 -07 14 42.522233028|025.4559126159274 -01.3002944999156|  1.644 -11.984   |9.39     |A1III/IV           |    ~     ~          |    1|  287.629   pc  |  -1.3981     +1.3981    |paral   |2020yCat.1350....0G
3818|HD 172810                                                                                                |RV Tauri Variable                     |18 42 35.7396737352 -07 38 16.836133524|025.1286641383791 -01.5232467179996|   6.807 -7.326   |8.42     |K3/4III            |    ~     ~          |    1|  448.833   pc  |  -4.5326     +4.5326    |paral   |2020yCat.1350....0G
3819|HD 172809                                                                                                |Star                                  |18 42 34.7392434288 -07 19 14.619667764|025.4091235687764 -01.3746599831471|   1.775 -0.633   |9.18     |M(1)               |    ~     ~          |    1|  846.310   pc  | -15.9005    +15.9005    |paral   |2020yCat.1350....0G
3820|HD 172831                                                                                                |Spectroscopic Binary                  |18 42 36.1201914432 -07 04 25.154710824|025.6315776346009 -01.2668710874765|  -8.122 -8.876   |6.125    |K1III              |    ~     ~          |    1|   77.464   pc  |  -2.6427     +2.6427    |paral   |2020yCat.1350....0G
3821|HD 172851                                                                                                |Star                                  |18 42 43.9223726976 -06 57 31.667963724|025.7485172672263 -01.2431017148503|    2.982 1.858   |8.87     |A0V                |    ~     ~          |    1|  288.276   pc  |  -1.8116     +1.8116    |paral   |2020yCat.1350....0G
3822|HD 172929                                                                                                |Star                                  |18 43 07.4845199616 -07 43 00.619476096|025.1183684170949 -01.6758612384977|  3.409 -38.693   |8.61     |K1II/III           |    ~     ~          |    1|  272.561   pc  |  -1.7681     +1.7681    |paral   |2020yCat.1350....0G
3823|HD 172928                                                                                                |Star                                  |18 43 11.6587771152 -07 28 57.452130876|025.3347198387513 -01.5843027020020|   0.199 -5.282   |10.10    |B9III              |    ~     ~          |    1| 1308.044   pc  | -33.3641    +33.3641    |paral   |2020yCat.1350....0G
3824|HD 172948                                                                                                |Star                                  |18 43 09.8406511296 -06 58 45.880863240|025.7791454182722 -01.3478782294402| 12.185 -11.578   |8.54     |A5III/IV           |    ~     ~          |    1|  191.274   pc  |  -1.0317     +1.0317    |paral   |2020yCat.1350....0G
3825|HD 173008                                                                                                |Star                                  |18 43 31.9908361176 -07 43 37.432537248|025.1554545411837 -01.7705637852434| -3.981 -12.745   |9.96     |A1IV/V             |    ~     ~          |    1|  776.277   pc  | -43.3274    +43.3274    |paral   |2020yCat.1350....0G
3826|HD 173007                                                                                                |Star                                  |18 43 31.4438679408 -07 05 53.019349008|025.7143473329454 -01.4815279016115|  -3.286 -9.997   |10.35    |B9/A0(V)           |    ~     ~          |    1|  527.093   pc  |  -7.8625     +7.8625    |paral   |2020yCat.1350....0G
3827|HD 173033                                                                                                |Star                                  |18 43 37.1886119544 -06 53 30.659506008|025.9087293853701 -01.4085408425926|    2.326 1.518   |9.12     |K2/3               |    ~     ~          |    1|  879.198   pc  | -18.0880    +18.0880    |paral   |2020yCat.1350....0G
3828|BD-07 4686                                                                                               |Star                                  |18 44 20.4898743768 -06 51 57.661085700|026.0134888214067 -01.5561391186552|  -0.386 -2.509   |10.34    |B3                 |    ~     ~          |    1| 2773.925   pc  |-134.6566   +134.6566    |paral   |2020yCat.1350....0G
3829|HD 173202                                                                                                |Star                                  |18 44 27.8350709592 -07 37 06.551883336|025.3573451362686 -01.9262834400367|    1.432 0.659   |8.41     |A5/7III            |    ~     ~          |    1| 1419.849   pc  | -48.7865    +48.7865    |paral   |2020yCat.1350....0G
3830|HD 173220                                                                                                |Star                                  |18 44 34.6574842320 -07 35 03.001473852|025.4007599360074 -01.9357209296099| -4.198 -20.068   |9.04     |A9/F0IV/V          |    ~     ~          |    1|  273.269   pc  |  -5.1676     +5.1676    |paral   |2020yCat.1350....0G
3831|HD 173219                                                                                                |Be Star                               |18 44 33.3405747264 -07 06 38.163359880|025.8199849430677 -01.7149870671034|  -0.211 -2.704   |7.88     |B0Iae              |    ~     ~          |    1| 1701.259   pc  | -83.6447    +83.6447    |paral   |2020yCat.1350....0G
3832|LS IV -07 17                                                                                             |Star                                  |18 44 40.0906709112 -07 29 39.634412532|025.4909917871981 -01.9147577380602|  -0.531 -2.488   |10.44    |B3                 |    ~     ~          |    1| 1721.170   pc  |-117.3121   +117.3121    |paral   |2020yCat.1350....0G
3833|LS IV -07 18                                                                                             |Star                                  |18 44 41.5942939200 -07 05 21.906109608|025.8544135847060 -01.7357013623575|  -0.242 -1.535   |10.29    |B3                 |    ~     ~          |    1| 2366.864   pc  |-129.4072   +129.4072    |paral   |2020yCat.1350....0G
3834|HD 173319                                                                                                |Star                                  |18 44 57.7777685808 -07 34 26.436832644|025.4533469948850 -02.0160947283524|  -0.639 -1.449   |9.43     |B7/8Ib             |    ~     ~          |    1| 2004.410   pc  | -89.5938    +89.5938    |paral   |2020yCat.1350....0G
3835|LS IV -07 19                                                                                             |Star                                  |18 44 58.8773900832 -07 39 52.443149796|025.3747522619163 -02.0613930279327|  -0.156 -2.473   |10.64    |B3                 |    ~     ~          |    0|                |                         |        |                   
3836|LS IV -07 20                                                                                             |Star                                  |18 44 59.5863875040 -07 17 44.420159292|025.7046619050688 -01.8959186847697|   0.046 -1.340   |10.86    |B5                 |    ~     ~          |    1| 2546.473   pc  |-136.1750   +136.1750    |paral   |2020yCat.1350....0G
3837|BD-08 4691                                                                                               |Star                                  |18 44 29.2633742016 -07 54 38.967018120|025.0996613543448 -02.0647595060509|   1.580 -2.580   |10.36    |A0                 |    ~     ~          |    1|  709.119   pc  |  -9.2524     +9.2524    |paral   |2020yCat.1350....0G
3838|V* EW Sct                                                                                                |Classical Cepheid Variable            |18 37 51.1112159832 -06 47 48.494842332|025.3378325308679 -00.0921135911870|    5.609 1.862   |7.96     |F8Ib/II            |14.5  10.6           |    1|  471.387   pc  |  -5.1774     +5.1774    |paral   |2020yCat.1350....0G
3839|V* ER Sct                                                                                                |Eclipsing Binary                      |18 42 43.9135610544 -07 41 33.236020680|025.0955285771794 -01.5781870913633|   0.743 -4.113   |9.33     |B9IV               |    ~     ~          |    0|                |                         |        |                   
3840|V* CK Sct                                                                                                |Classical Cepheid Variable            |18 41 00.6633099216 -06 05 50.009057124|026.3193252939518 -00.4689715164085|   0.145 -0.600   |10.72    |G                  |    ~     ~          |    1| 2223.210   pc  | -97.3705    +97.3705    |paral   |2020yCat.1350....0G
3841|V* SS Sct                                                                                                |Classical Cepheid Variable            |18 43 43.5111680040 -07 43 51.957172704|025.1735694929017 -01.8147328350905|    1.907 1.263   |7.90     |F8II               |    ~     ~          |    1| 1112.966   pc  | -28.1183    +28.1183    |paral   |2020yCat.1350....0G
3842|BD-08 4654                                                                                               |Star                                  |18 36 45.7041917568 -08 10 32.955167388|023.9887315939991 -00.4854009587119|   1.504 -8.532   |10.70    |B7                 |    ~     ~          |    1|  610.874   pc  |  -7.8365     +7.8365    |paral   |2020yCat.1350....0G
3843|NGC 6664 62                        LS IV -08 14                                                          |Star                                  |18 36 47.1012727296 -08 16 57.130724280|023.8965900195911 -00.5395487695784|   0.152 -2.300   |12.07    |B                  |    ~     ~          |    1| 2188.184   pc  | -71.8222    +71.8222    |paral   |2020yCat.1350....0G
3844|HD 172349                                                                                                |Star                                  |18 40 06.2310806880 -08 12 52.762163652|024.3335032620928 -01.2381239929804| -0.636 -11.995   |9.70     |A3III              |    ~     ~          |    1|  235.805   pc  |  -1.1454     +1.1454    |paral   |2020yCat.1350....0G
3845|BD-08 4672                                                                                               |Star                                  |18 40 33.9226853040 -08 03 21.862952568|024.5268223619381 -01.2671156057846| -3.080 -18.338   |10.11    |~                  |    ~     ~          |    1|  338.444   pc  |  -1.8556     +1.8556    |paral   |2020yCat.1350....0G
3846|BD-08 4673                                                                                               |Star                                  |18 40 43.5448715760 -08 15 22.932202212|024.3668210850911 -01.3940303338254|  -0.559 -0.602   |10.84    |B3                 |    ~     ~          |    1| 1791.794   pc  |-100.4894   +100.4894    |paral   |2020yCat.1350....0G
3847|BD-08 4674                                                                                               |Be Star                               |18 40 44.6622022320 -07 58 24.062432016|024.6206750624840 -01.2686741053753|  -0.695 -6.409   |10.17    |B8V                |    ~     ~          |    1|  669.703   pc  |  -7.7142     +7.7142    |paral   |2020yCat.1350....0G
3848|HD 172528                                                                                                |Star                                  |18 41 06.0213346680 -08 09 36.671795208|024.4947847902678 -01.4324804088777|  -0.809 -2.402   |9.42     |B5III              |    ~     ~          |    1| 1305.824   pc  | -29.6701    +29.6701    |paral   |2020yCat.1350....0G
3849|HD 172637                                                                                                |Star                                  |18 41 38.8008341928 -08 03 15.264047340|024.6508728687904 -01.5043178762653|  -0.278 -2.897   |9.35     |B9III/IV           |    ~     ~          |    1| 1955.034   pc  | -69.9455    +69.9455    |paral   |2020yCat.1350....0G
3850|LS IV -08 24                                                                                             |Star                                  |18 44 11.0952843384 -08 05 12.940776960|024.9086193167386 -02.0782783980109|   1.145 -0.493   |10.99    |OB-                |    ~     ~          |    1| 2030.869   pc  | -58.9793    +58.9793    |paral   |2020yCat.1350....0G
3851|HD 173280                                                                                                |Star                                  |18 44 45.5769971112 -08 08 06.991465956|024.9303927962710 -02.2269232387223|  -0.656 -6.263   |9.42     |B8II               |    ~     ~          |    1|  636.740   pc  |  -5.4329     +5.4329    |paral   |2020yCat.1350....0G
3852|NGC 6664 80                        V* EV Sct                                                             |Classical Cepheid Variable            |18 36 39.6017483712 -08 11 05.361288684|023.9691712152388 -00.4671832868923|  -0.209 -2.546   |9.90     |G0II               |    ~     ~          |    1| 2044.154   pc  | -73.9606    +73.9606    |paral   |2020yCat.1350....0G
3853|NGC 6683                           NGC 6683                                                              |Open Cluster                          |18 42 13.0 -06 12 00                   |026.3650 -00.7823                  |    -1.32 -4.07   |9.4      |~                  | 3.00  3.00          |    1| 1415       pc  |                         |        |2017AstBu..72..257L
3854|NGC 6664                           NGC 6664                                                              |Open Cluster                          |18 36 30.0 -08 11 38                   |023.9428 -00.4362                  |  -0.089 -2.561   |7.8      |~                  |12.00 12.00          |    1| 1897       pc  |-265        +265         |paral   |2019MNRAS.486.5726D
3855|IRAS 18400-0808                                                                                          |Long-Period Variable Candidate        |18 42 46.1079485904 -08 05 18.654331488|024.7472268595098 -01.7669923640945|  -0.688 -2.575   |10.90    |~                  |    ~     ~          |    1| 2322.88    pc  |-213.133    +213.133     |paral   |2020yCat.1350....0G
3856|NGC 6664 56                        BD-08 4655                                                            |Star                                  |18 36 47.5120227648 -08 13 11.129679120|023.9531305562901 -00.5122103046110|   0.382 -2.669   |11.17    |B7                 |    ~     ~          |    1| 2014.504   pc  |-148.9370   +148.9370    |paral   |2020yCat.1350....0G
3857|BD-07 4634                                                                                               |Star                                  |18 37 05.4892182096 -07 46 50.735840448|024.3771526691047 -00.3764248615447|   0.330 -2.920   |10.8     |B7:V:              |    ~     ~          |    1| 1813.894   pc  | -54.2885    +54.2885    |paral   |2020yCat.1350....0G
3858|BD-06 4827                                                                                               |Emission-line Star                    |18 40 09.5285729208 -06 37 07.801443192|025.7586295517639 -00.5195459989693|  -0.725 -2.614   |10.46    |B0                 |    ~     ~          |    1| 2088.119   pc  |-173.5375   +173.5375    |paral   |2020yCat.1350....0G
3859|BD-07 4652                                                                                               |Star                                  |18 40 28.8641390496 -07 41 25.149951924|024.8425507861412 -01.0811878637089|   3.109 -8.581   |10.45    |B9                 |    ~     ~          |    1|  516.636   pc  |  -3.7101     +3.7101    |paral   |2020yCat.1350....0G
3860|BD-06 4828                                                                                               |Star                                  |18 40 54.0664578984 -06 05 38.311312164|026.3097032232483 -00.4431841241738|   0.012 -2.449   |10.90    |B5                 |    ~     ~          |    1| 1158.480   pc  | -25.7679    +25.7679    |paral   |2020yCat.1350....0G
3861|BD-06 4838                                                                                               |Star                                  |18 41 48.9450307272 -05 52 37.115545836|026.6067248067751 -00.5460937724652|    0.583 0.616   |10.57    |B9                 |    ~     ~          |    0|                |                         |        |                   
3862|BD-08 4682                                                                                               |Star                                  |18 42 05.1440362128 -07 52 21.531601776|024.8621431537240 -01.5180446917400|  -0.302 -2.748   |10.54    |B3                 |    ~     ~          |    1| 1722.060   pc  | -60.4960    +60.4960    |paral   |2020yCat.1350....0G
3863|BD-07 4665                                                                                               |Star                                  |18 42 17.6827770072 -06 51 39.057965856|025.7860544809541 -01.1018020270780|  -1.503 -0.657   |10.60    |A0                 |    ~     ~          |    1|  760.514   pc  | -12.4352    +12.4352    |paral   |2020yCat.1350....0G
3864|BD-07 4674                                                                                               |Star                                  |18 42 58.1254032704 -07 18 01.558199553|025.4713370498893 -01.4513736253263|       2.5 -4.9   |10.84    |B7                 |    ~     ~          |    0|                |                         |        |                   
3865|BD-07 4631                                                                                               |Star                                  |18 36 32.4604872792 -07 41 40.619527620|024.3910071046496 -00.2157244820103|  -1.253 -3.045   |10.59    |~                  |    ~     ~          |    1| 1505.571   pc  | -43.0681    +43.0681    |paral   |2020yCat.1350....0G
3866|BD-06 4814                                                                                               |Star                                  |18 37 29.7877023072 -06 10 34.441018356|025.8486116753369 +00.2712141818653|  24.351 12.888   |10.69    |~                  |    ~     ~          |    1|  254.304   pc  |  -1.2352     +1.2352    |paral   |2020yCat.1350....0G
3867|BD-06 4821                                                                                               |Star                                  |18 38 14.6927971776 -06 02 34.652759856|026.0524125061556 +00.1671013382301|   -4.151 4.889   |10.70    |~                  |    ~     ~          |    1|  394.524   pc  |  -5.3855     +5.3855    |paral   |2020yCat.1350....0G
3868|BD-07 4643                                                                                               |High Proper Motion Star               |18 39 03.9096286368 -07 43 21.046807308|024.6532501577068 -00.7841055162113|  9.726 -55.147   |10.562   |K7                 |    ~     ~          |    1|  420.964   pc  |  -2.8708     +2.8708    |paral   |2020yCat.1350....0G
3869|BD-05 4720                                                                                               |Star                                  |18 40 33.1204112376 -05 46 01.122842028|026.5606732762953 -00.2162948759379|  0.251 -11.602   |9.87     |~                  |    ~     ~          |    1|  313.804   pc  |  -1.2112     +1.2112    |paral   |2020yCat.1350....0G
3870|BD-05 4711                                                                                               |Star                                  |18 38 38.4686568672 -05 50 05.062647084|026.2826327085874 +00.1750697012868|  2.424 -31.822   |10.10    |~                  |    ~     ~          |    1|  248.299   pc  |  -1.1282     +1.1282    |paral   |2020yCat.1350....0G
3871|BD-06 4826                                                                                               |High Proper Motion Star               |18 39 27.7125592464 -06 31 50.095083432|025.7577709725651 -00.3252603250974| 71.278 -31.427   |10.47    |~                  |    ~     ~          |    1|   64.064   pc  |  -0.0661     +0.0661    |paral   |2020yCat.1350....0G
3872|BD-06 4840                                                                                               |Star                                  |18 42 10.5481421736 -05 55 38.348955228|026.6029060219685 -00.6487410158445|  -1.142 -1.868   |9.66     |~                  |    ~     ~          |    1| 2344.666   pc  | -83.0116    +83.0116    |paral   |2020yCat.1350....0G
3873|IGR J18406-0539                                                                                          |Emission-line Star                    |18 40 47.0 -05 40 51                   |026.6636 -00.2280                  |            ~ ~   |10.8     |~                  |    ~     ~          |    0|                |                         |        |                   
3874|TYC 5124-2492-1                                                                                          |Star                                  |18 36 43.8312987096 -07 16 44.117091660|024.7817905154068 -00.0663981173675|      0.80 5.60   |10.99    |~                  |    ~     ~          |    0|                |                         |        |                   
3875|BD-05 4705                                                                                               |Star                                  |18 37 28.2486817056 -05 35 12.614321832|026.3692942137258 +00.5474980058052|  -7.830 -6.352   |10.62    |~                  |    ~     ~          |    1|  399.760   pc  |  -2.7807     +2.7807    |paral   |2020yCat.1350....0G
3876|TYC 5125-743-1                                                                                           |Star                                  |18 40 51.2316336912 -07 28 58.917650952|025.0691754782754 -01.0684774807336|  -4.671 -4.784   |10.02    |~                  |    ~     ~          |    1|  827.335   pc  | -11.7047    +11.7047    |paral   |2020yCat.1350....0G
3877|BD-05 4724                                                                                               |Star                                  |18 40 58.1203620936 -05 40 54.844110012|026.6837654059455 -00.2694876102152|  -1.026 -3.815   |10.87    |~                  |    ~     ~          |    1| 2122.692   pc  | -61.7297    +61.7297    |paral   |2020yCat.1350....0G
3878|BD-06 4836                                                                                               |Star                                  |18 41 34.4974663584 -06 03 37.805824260|026.4161308884545 -00.5768107868048|  -0.757 -2.806   |9.63     |~                  |    ~     ~          |    1| 1693.193   pc  | -65.3654    +65.3654    |paral   |2020yCat.1350....0G
3879|BD-07 4663                                                                                               |Star                                  |18 41 45.0702913896 -07 45 27.669363480|024.9265610657187 -01.3918083800509|    0.935 4.546   |10.06    |~                  |    ~     ~          |    1| 1576.541   pc  | -46.9756    +46.9756    |paral   |2020yCat.1350....0G
3880|TYC 5125-2181-1                                                                                          |Star                                  |18 42 36.4629934320 -06 10 18.472410228|026.4345500573443 -00.8560111076590|    2.212 5.188   |10.74    |~                  |    ~     ~          |    1|  864.379   pc  | -12.8510    +12.8510    |paral   |2020yCat.1350....0G
3881|BD-08 4683                                                                                               |Star                                  |18 42 54.6557933880 -07 58 58.936231488|024.8572254266663 -01.7502330984040|   0.639 -2.235   |10.38    |~                  |    ~     ~          |    1|  732.386   pc  |  -8.6895     +8.6895    |paral   |2020yCat.1350....0G
3882|TYC 5125-1776-1                                                                                          |Star                                  |18 43 36.9970655928 -05 51 06.015941964|026.8339667233869 -00.9328617022364|    1.486 5.028   |10.78    |~                  |    ~     ~          |    1| 1402.721   pc  | -36.5979    +36.5979    |paral   |2020yCat.1350....0G
