C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST07:40:16

dec >=0&rah >=16.75&rah< 17.0&(cat='NGC'|Vmag< 11)
--------------------------------------------------

Number of objects : 3749

 #  |                                               identifier                                                |                typ                 |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |      spec. type       |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|------------------------------------|---------------------------------------|-----------------------------------|------------------|---------|-----------------------|---------------|-----|----------------|-----------------------|--------|-------------------
1799|HD 153529                                                                                                |Star                                |16 59 35.3016663840 +13 02 18.250408896|032.4318806616347 +30.6252946863043|    5.817 1.428   |10.30    |A5                     |    ~     ~    |    1|  690.322   pc  |  -8.1489     +8.1489  |paral   |2020yCat.1350....0G
1800|ADS 10297 AB                                                                                             |Double or Multiple Star             |16 59 48.7 +13 18 55                   |032.7517 +30.6879                  |            ~ ~   |10.5     |F5                     |    ~     ~    |    0|                |                       |        |                   
1801|HD 153585                                                                                                |Star                                |16 59 51.6121405416 +13 23 31.857309060|032.8390605714824 +30.7081969493391| 19.364 -21.735   |9.37     |F5                     |    ~     ~    |    1|  208.890   pc  |  -0.6502     +0.6502  |paral   |2020yCat.1350....0G
1802|BD+12 3108                                                                                               |Star                                |16 55 36.9760069176 +12 21 51.123899664|031.2520813173422 +31.2325574752235| -13.432 11.023   |9.03     |K0                     |    ~     ~    |    1|  210.309   pc  |  -1.9329     +1.9329  |paral   |2020yCat.1350....0G
1803|HD 153018                                                                                                |Star                                |16 56 34.9412557776 +12 02 46.257444456|031.0283809925546 +30.8859458712092|-13.383 -15.596   |9.27     |F8                     |    ~     ~    |    1|  205.622   pc  |  -0.6131     +0.6131  |paral   |2020yCat.1350....0G
1804|HD 153111                                                                                                |Star                                |16 57 05.0373692184 +12 26 36.193322184|031.5089507786089 +30.9387910136557|   -6.448 9.248   |9.98     |F8                     |    ~     ~    |    1|  338.146   pc  |  -3.4417     +3.4417  |paral   |2020yCat.1350....0G
1805|BD+12 3107                                                                                               |Star                                |16 55 30.2232031680 +11 46 53.858326008|030.6197297405604 +31.0154902546673| -24.698 -1.897   |9.48     |G0                     |    ~     ~    |    0|                |                       |        |                   
1806|BD+12 3117                                                                                               |Star                                |16 59 40.4118014640 +11 49 20.729605440|031.1576643347054 +30.1053503160087| -8.100 -10.287   |10.76    |F2                     |    ~     ~    |    1|  403.080   pc  |  -2.5183     +2.5183  |paral   |2020yCat.1350....0G
1807|BD+12 3118                                                                                               |Star                                |16 59 59.9171601936 +11 50 38.790038616|031.2187713689874 +30.0420951321201|  -7.774 -1.890   |10.17    |K5                     |    ~     ~    |    1| 1079.914   pc  | -17.8431    +17.8431  |paral   |2020yCat.1350....0G
1808|BD+11 3075                                                                                               |Star                                |16 55 25.6968031080 +11 13 55.183279296|030.0294492344528 +30.8011507505641|-41.435 -19.125   |9.52     |K0                     |    ~     ~    |    1|  270.285   pc  |  -1.3661     +1.3661  |paral   |2020yCat.1350....0G
1809|HD 152985                                                                                                |Star                                |16 56 21.8747187768 +11 36 57.209202144|030.5471845891354 +30.7547119407883|  -8.998 15.100   |8.95     |A2                     |    ~     ~    |    1|  235.860   pc  |  -0.8511     +0.8511  |paral   |2020yCat.1350....0G
1810|BD+11 3078                                                                                               |Horizontal Branch Star              |16 56 55.8461291928 +11 26 30.592975200|030.4312919807082 +30.5557323954863|    1.790 0.380   |9.70     |K2                     |    ~     ~    |    1|  571.200   pc  |  -4.0131     +4.0131  |paral   |2020yCat.1350....0G
1811|BD+11 3079                                                                                               |Star                                |16 56 59.3013200184 +11 32 56.700455964|030.5512097992371 +30.5880098986088|   30.230 7.506   |9.93     |K0                     |    ~     ~    |    1|  104.655   pc  |  -1.1489     +1.1489  |paral   |2020yCat.1350....0G
1812|HD 153270                                                                                                |Star                                |16 58 02.6654474040 +10 54 34.451048736|030.0063536626490 +30.0831319799473|   -9.048 6.213   |8.82     |K5                     |    ~     ~    |    1|  633.312   pc  |  -8.0217     +8.0217  |paral   |2020yCat.1350....0G
1813|V* V2359 Oph                                                                                             |Long-Period Variable                |16 59 05.6079398136 +11 30 46.904716980|030.7641478360367 +30.1048617871170|  0.362 -21.095   |7.90     |M4                     |    ~     ~    |    1|  584.454   pc  |  -7.0025     +7.0025  |paral   |2020yCat.1350....0G
1814|HD 153540                                                                                                |Star                                |16 59 47.8284375192 +10 54 55.688210892|030.2233333516520 +29.6961353138524|  14.576 13.382   |7.09     |K4III                  |    ~     ~    |    1|  202.815   pc  |  -0.8350     +0.8350  |paral   |2020yCat.1350....0G
1815|V* V2357 Oph                                                                                             |Eclipsing Binary                    |16 57 16.7622100968 +10 59 51.395498736|030.0062958883692 +30.2905252833279| 2.096 -101.854   |10.48    |G5V                    |    ~     ~    |    1|  198.460   pc  |  -0.5238     +0.5238  |paral   |2020yCat.1350....0G
1816|TYC 979-335-1                                                                                            |Star                                |16 54 54.6979691184 +11 00 16.146846432|029.7269794914751 +30.8195053198559| 12.386 -22.615   |10.93    |~                      |    ~     ~    |    1|  326.009   pc  |  -1.4029     +1.4029  |paral   |2020yCat.1350....0G
1817|TYC 979-355-1                                                                                            |Star                                |16 55 19.4933175312 +11 05 38.512235832|029.8714679819425 +30.7657040500272|   -9.081 0.589   |9.76     |~                      |    ~     ~    |    1|  573.033   pc  |  -5.0569     +5.0569  |paral   |2020yCat.1350....0G
1818|TYC 979-457-1                                                                                            |Star                                |16 53 58.5163098840 +11 08 50.897978016|029.7642654285389 +31.0882030588933|-11.197 -12.667   |10.91    |~                      |    ~     ~    |    1|  239.074   pc  |  -0.8916     +0.8916  |paral   |2020yCat.1350....0G
1819|TYC 979-481-1                                                                                            |Star                                |16 55 49.3135555176 +11 12 00.945981576|030.0434923514694 +30.7002640589603|  5.139 -49.285   |10.92    |~                      |    ~     ~    |    1|  249.258   pc  |  -0.8760     +0.8760  |paral   |2020yCat.1350....0G
1820|TYC 979-821-1                                                                                            |Star                                |16 54 47.9563377936 +11 04 02.591619528|029.7796736267352 +30.8711772694633|  -2.449 -6.980   |10.97    |~                      |    ~     ~    |    1|  527.482   pc  |  -4.0901     +4.0901  |paral   |2020yCat.1350....0G
1821|TYC 979-896-1                                                                                            |Star                                |16 54 08.2273472400 +10 59 41.955757332|029.6228085053038 +30.9875164757277|  -0.689 -7.522   |10.67    |~                      |    ~     ~    |    1|  755.687   pc  |  -8.7373     +8.7373  |paral   |2020yCat.1350....0G
1822|TYC 979-1031-1                                                                                           |Star                                |16 57 54.8422179768 +10 58 35.151625452|030.0606125989408 +30.1405048604468|  11.513 16.415   |10.80    |~                      |    ~     ~    |    1|  301.359   pc  |  -1.4803     +1.4803  |paral   |2020yCat.1350....0G
1823|TYC 979-1512-1                                                                                           |Star                                |16 57 03.6891560304 +10 55 42.685681332|029.9075476967758 +30.3095942051042| -5.153 -35.798   |10.66    |~                      |    ~     ~    |    1|  811.359   pc  |  -8.9529     +8.9529  |paral   |2020yCat.1350....0G
1824|TYC 980-565-1                                                                                            |Star                                |16 59 03.2996584368 +11 02 13.437231108|030.2611938306752 +29.9126586791059|   1.042 -3.010   |10.41    |~                      |    ~     ~    |    1|  382.936   pc  |  -8.3732     +8.3732  |paral   |2020yCat.1350....0G
1825|TYC 983-62-1                                                                                             |Star                                |16 56 32.0455544040 +12 10 58.863931608|031.1677877347211 +30.9534733673610|  -9.531 -4.849   |9.85     |~                      |    ~     ~    |    1|  614.402   pc  |  -5.5491     +5.5491  |paral   |2020yCat.1350....0G
1826|TYC 983-138-1                                                                                            |Star                                |16 56 52.9872865416 +12 36 44.174223864|031.6649960757669 +31.0529466580738|    2.512 4.137   |10.94    |~                      |    ~     ~    |    1|  561.672   pc  |  -8.8333     +8.8333  |paral   |2020yCat.1350....0G
1827|TYC 983-162-1                                                                                            |Star                                |16 53 16.2232895016 +12 45 56.139848208|031.4051278506071 +31.9194224715984|  -2.848 -5.750   |10.73    |~                      |    ~     ~    |    1| 1584.786   pc  | -34.4082    +34.4082  |paral   |2020yCat.1350....0G
1828|TYC 983-182-1                                                                                            |Star                                |16 56 21.2053729008 +12 49 22.704042684|031.8277293638205 +31.2571232021460|    5.031 5.831   |10.48    |~                      |    ~     ~    |    1|  121.074   pc  |  -0.1920     +0.1920  |paral   |2020yCat.1350....0G
1829|TYC 983-265-1                                                                                            |Star                                |16 53 40.7594720088 +13 04 42.037151880|031.7894907003877 +31.9561440802264|  -37.695 7.728   |9.96     |~                      |    ~     ~    |    1|  185.288   pc  |  -0.5459     +0.5459  |paral   |2020yCat.1350....0G
1830|TYC 983-311-1                                                                                            |Star                                |16 57 31.2016063104 +12 26 46.966128396|031.5632522756630 +30.8430286255926|  -12.299 6.330   |10.97    |~                      |    ~     ~    |    1|  353.544   pc  |  -3.0248     +3.0248  |paral   |2020yCat.1350....0G
1831|TYC 983-519-1                                                                                            |Star                                |16 55 47.4529773648 +12 11 58.290063756|031.0974735776822 +31.1255951448872|   23.999 8.943   |10.29    |~                      |    ~     ~    |    1|  143.695   pc  |  -0.4212     +0.4212  |paral   |2020yCat.1350....0G
1832|TYC 983-534-1                                                                                            |Star                                |16 56 46.4790373248 +12 50 48.805589292|031.9023277290060 +31.1731941672073|   1.804 -1.018   |10.57    |~                      |    ~     ~    |    1|  906.290   pc  |  -9.9385     +9.9385  |paral   |2020yCat.1350....0G
1833|TYC 983-569-1                                                                                            |Star                                |16 53 02.4107246760 +12 56 12.578481744|031.5622960271226 +32.0406504136826| -1.263 -24.878   |10.83    |~                      |    ~     ~    |    1|  335.064   pc  |  -1.7065     +1.7065  |paral   |2020yCat.1350....0G
1834|TYC 983-571-1                                                                                            |Star                                |16 57 22.8924188904 +13 02 26.296748268|032.1794810109217 +31.1171853929984|  8.181 -13.985   |10.97    |~                      |    ~     ~    |    1| 1919.754   pc  | -46.8053    +46.8053  |paral   |2020yCat.1350....0G
1835|TYC 983-625-1                                                                                            |Star                                |16 58 40.7887015008 +11 52 10.255565532|031.0898548590693 +30.3459768172171| -5.190 -19.409   |10.78    |~                      |    ~     ~    |    1| 1000.300   pc  | -14.6088    +14.6088  |paral   |2020yCat.1350....0G
1836|TYC 983-724-1                                                                                            |Star                                |16 55 44.6546477712 +11 41 33.116005500|030.5540893073632 +30.9247359705269|   -2.833 4.939   |10.41    |~                      |    ~     ~    |    1|  853.097   pc  | -19.1405    +19.1405  |paral   |2020yCat.1350....0G
1837|TYC 983-748-1                                                                                            |Star                                |16 54 17.6045832504 +11 58 48.124330608|030.6860483956360 +31.3673702583179|    2.879 5.730   |9.91     |~                      |    ~     ~    |    1|  685.166   pc  |  -6.9010     +6.9010  |paral   |2020yCat.1350....0G
1838|TYC 983-775-1                                                                                            |High Proper Motion Star             |16 57 46.9462247856 +12 24 47.558492388|031.5588145809090 +30.7709873181141| 37.667 -66.134   |10.64    |~                      |    ~     ~    |    1|  157.721   pc  |  -0.4055     +0.4055  |paral   |2020yCat.1350....0G
1839|TYC 983-812-1                                                                                            |Star                                |16 55 39.0353732448 +11 50 56.998432104|030.7088463567729 +31.0110553051152| -8.568 -15.848   |10.88    |~                      |    ~     ~    |    1|  362.713   pc  |  -2.4076     +2.4076  |paral   |2020yCat.1350....0G
1840|TYC 983-866-1                                                                                            |Star                                |16 55 15.8777667456 +11 37 30.498758616|030.4253304076826 +31.0031029809267|   4.559 -9.935   |10.55    |~                      |    ~     ~    |    1| 1535.862   pc  | -31.6089    +31.6089  |paral   |2020yCat.1350....0G
1841|TYC 983-931-1                                                                                            |Star                                |16 57 08.8074240240 +12 04 22.016712468|031.1233282347270 +30.7714785446048|  -0.327 -0.471   |10.43    |~                      |    ~     ~    |    1|  414.834   pc  | -13.3884    +13.3884  |paral   |2020yCat.1350....0G
1842|TYC 983-1131-1                                                                                           |Star                                |16 56 08.8106877720 +11 53 57.586781184|030.8210889688922 +30.9216489339102|  -4.280 -7.887   |10.66    |~                      |    ~     ~    |    1|  993.345   pc  | -13.4196    +13.4196  |paral   |2020yCat.1350....0G
1843|TYC 983-1145-1                                                                                           |Star                                |16 54 52.6071136992 +12 19 15.234618000|031.1185819056148 +31.3791190228508|  2.249 -12.994   |10.23    |~                      |    ~     ~    |    1|  328.991   pc  |  -8.8969     +8.8969  |paral   |2020yCat.1350....0G
1844|TYC 983-1174-1                                                                                           |Star                                |16 56 58.5860345400 +12 08 39.266816928|031.1788979045235 +30.8390227146598|  8.526 -34.373   |10.07    |~                      |    ~     ~    |    1|  236.128   pc  |  -0.9423     +0.9423  |paral   |2020yCat.1350....0G
1845|TYC 983-1193-1                                                                                           |Star                                |16 55 07.0589938392 +11 38 20.674612140|030.4224788807632 +31.0416203289818|   -0.360 4.770   |10.98    |~                      |    ~     ~    |    1|  493.681   pc  |  -3.2415     +3.2415  |paral   |2020yCat.1350....0G
1846|TYC 983-1345-1                                                                                           |Star                                |16 53 12.8096731584 +12 46 20.681114232|031.4057592393301 +31.9348693829944| -10.011 -0.049   |10.49    |~                      |    ~     ~    |    1| 1016.880   pc  | -13.6494    +13.6494  |paral   |2020yCat.1350....0G
1847|2MASS J16581575+1156285                                                                                  |Red Giant Branch star               |16 58 15.7535398896 +11 56 28.617164232|031.1161991670170 +30.4686652130842|  -2.060 -5.887   |10.62    |~                      |    ~     ~    |    1| 1190.051   pc  | -22.0931    +22.0931  |paral   |2020yCat.1350....0G
1848|TYC 983-1583-1                                                                                           |Star                                |16 58 42.3178036992 +11 58 44.328240696|031.2082098911431 +30.3858916627400|  -4.175 11.169   |10.49    |~                      |    ~     ~    |    1|  654.579   pc  | -43.2330    +43.2330  |paral   |2020yCat.1350....0G
1849|TYC 983-1724-1                                                                                           |Star                                |16 53 49.3327846104 +11 26 42.898141536|030.0611404215395 +31.2480551863813|   -0.514 3.085   |10.52    |~                      |    ~     ~    |    1| 1226.994   pc  | -24.9915    +24.9915  |paral   |2020yCat.1350....0G
1850|TYC 983-1751-1                                                                                           |Star                                |16 53 46.8764695200 +12 35 48.267294216|031.2840951511154 +31.7364924088225| -6.542 -23.973   |10.91    |~                      |    ~     ~    |    1|  242.766   pc  |  -0.8133     +0.8133  |paral   |2020yCat.1350....0G
1851|TYC 983-1774-1                                                                                           |Star                                |16 57 55.8702246960 +11 22 29.862024888|030.4806353727930 +30.3052043487532|  -7.532 -3.947   |10.88    |~                      |    ~     ~    |    1| 1564.945   pc  | -36.2460    +36.2460  |paral   |2020yCat.1350....0G
1852|TYC 983-1826-1                                                                                           |Star                                |16 53 33.0826177056 +11 22 32.978485812|029.9547576585823 +31.2789640396490|  -2.540 -3.272   |10.51    |~                      |    ~     ~    |    1|  351.840   pc  |  -2.9215     +2.9215  |paral   |2020yCat.1350....0G
1853|TYC 983-1876-1                                                                                           |Spectroscopic Binary                |16 57 34.8397806792 +12 09 36.392557104|031.2669718410508 +30.7112230552697| -3.276 -12.550   |10.86    |~                      |    ~     ~    |    1| 1267.427   pc  | -56.3836    +56.3836  |paral   |2020yCat.1350....0G
1854|TYC 983-1911-1                                                                                           |Star                                |16 53 37.4223550176 +11 39 59.741288244|030.2723018697071 +31.3852219978097|   -1.341 6.522   |10.64    |~                      |    ~     ~    |    1| 1759.634   pc  | -62.8551    +62.8551  |paral   |2020yCat.1350....0G
1855|TYC 983-2061-1                                                                                           |Star                                |16 57 41.8818522312 +11 23 32.936727228|030.4711700795251 +30.3644075490196|   11.526 0.521   |10.41    |~                      |    ~     ~    |    1|  196.098   pc  |  -0.5576     +0.5576  |paral   |2020yCat.1350....0G
1856|TYC 984-1680-1                                                                                           |Star                                |16 59 19.3789123680 +11 34 06.641962248|030.8496167375721 +30.0771084720107|   1.491 16.029   |10.34    |~                      |    ~     ~    |    1|  395.836   pc  |  -2.8517     +2.8517  |paral   |2020yCat.1350....0G
1857|TYC 984-1902-1                                                                                           |Star                                |16 59 52.0640057832 +11 16 17.838981732|030.6035103033295 +29.8311504012321|    0.236 3.023   |10.54    |~                      |    ~     ~    |    1|  523.670   pc  |  -4.0860     +4.0860  |paral   |2020yCat.1350....0G
1858|TYC 987-661-1                                                                                            |High Proper Motion Star             |16 54 19.9133204856 +13 21 24.119056008|032.1652219415291 +31.9238542803034|-22.470 -98.711   |10.03    |~                      |    ~     ~    |    1|   96.032   pc  |  -0.1328     +0.1328  |paral   |2020yCat.1350....0G
1859|TYC 987-1096-1                                                                                           |Star                                |16 53 47.9364368952 +13 12 31.089950316|031.9437784131145 +31.9824629071991|   4.033 -5.804   |10.48    |~                      |    ~     ~    |    1| 1510.574   pc  | -38.1066    +38.1066  |paral   |2020yCat.1350....0G
1860|TYC 987-1427-1                                                                                           |Star                                |16 52 59.0432819808 +13 27 23.722514676|032.1168453571666 +32.2640533701408|   4.274 -4.368   |10.88    |~                      |    ~     ~    |    1| 1003.814   pc  | -12.9986    +12.9986  |paral   |2020yCat.1350....0G
1861|TYC 987-1453-1                                                                                           |Star                                |16 54 42.0278004576 +13 26 54.785665716|032.3068374770821 +31.8789453490298|   0.439 -3.252   |10.00    |~                      |    ~     ~    |    1|  854.044   pc  |  -8.9715     +8.9715  |paral   |2020yCat.1350....0G
1862|TYC 987-1512-1                                                                                           |High Proper Motion Star             |16 55 20.9069478864 +13 20 53.187965700|032.2736029177626 +31.6942167353475| 29.459 -83.781   |10.67    |~                      |    ~     ~    |    1|  174.398   pc  |  -0.5018     +0.5018  |paral   |2020yCat.1350....0G
1863|TYC 987-1731-1                                                                                           |Star                                |16 53 26.5884580512 +13 25 04.258265952|032.1281981208310 +32.1462836476226|   -6.499 5.656   |10.70    |~                      |    ~     ~    |    1|  519.157   pc  |  -4.3932     +4.3932  |paral   |2020yCat.1350....0G
1864|TYC 987-1777-1                                                                                           |Star                                |16 57 18.6576748272 +13 30 35.413675488|032.6730345461993 +31.3228380183991|-14.887 -24.200   |10.59    |~                      |    ~     ~    |    1|  162.372   pc  |  -0.3902     +0.3902  |paral   |2020yCat.1350....0G
1865|TYC 987-1824-1                                                                                           |Star                                |16 54 22.8659468016 +13 25 38.567615880|032.2471051290053 +31.9414555412316|       6.0 -7.9   |10.61    |~                      |    ~     ~    |    0|                |                       |        |                   
1866|GSC 00988-01850                                                                                          |Long-Period Variable Candidate      |16 58 58.8157678800 +13 12 55.204627572|032.5500384732609 +30.8324377211334|   -3.151 5.531   |10.70    |~                      |    ~     ~    |    1| 2421.89    pc  |-126.11     +126.11    |paral   |2020yCat.1350....0G
1867|BD+16 3041                                                                                               |Star                                |16 50 11.9267718216 +16 00 48.290089248|034.6106667940647 +33.8841211211422|  -7.396 -9.907   |9.92     |K0                     |    ~     ~    |    1|  477.008   pc  |  -7.6907     +7.6907  |paral   |2020yCat.1350....0G
1868|BD+16 3040                                                                                               |Star                                |16 50 09.7867237296 +15 57 46.111027032|034.5503463748941 +33.8728767006802|  -4.925 12.177   |9.56     |A2                     |    ~     ~    |    1|  382.015   pc  |  -3.2981     +3.2981  |paral   |2020yCat.1350....0G
1869|BD+16 3057                                                                                               |Star                                |16 52 29.4175146408 +15 55 19.017708636|034.7599014914577 +33.3398121983732|   9.205 -9.728   |9.53     |K2                     |    ~     ~    |    1| 1018.330   pc  | -17.3178    +17.3178  |paral   |2020yCat.1350....0G
1870|HD 151203                                                                                                |High Proper Motion Star             |16 45 22.5176417760 +15 44 43.011801924|033.7764408270237 +34.8552234280228| 27.535 -49.327   |5.619    |M3IIIab                |    ~     ~    |    1|  172.310   pc  |  -2.6068     +2.6068  |paral   |2020yCat.1350....0G
1871|BD+16 3021                                                                                               |High Proper Motion Star             |16 47 14.8994947656 +15 49 55.437927996|034.0825150939720 +34.4715734414407|   75.302 9.885   |9.62     |K0                     |    ~     ~    |    1|   50.138   pc  |  -0.0339     +0.0339  |paral   |2020yCat.1350....0G
1872|BD+16 3026                                                                                               |Star                                |16 47 51.5955390504 +15 45 27.660494412|034.0670253870870 +34.3072087737776| -6.546 -21.871   |9.31     |G5                     |    ~     ~    |    1|   58.353   pc  |  -0.0443     +0.0443  |paral   |2020yCat.1350....0G
1873|HD 152155                                                                                                |Star                                |16 51 11.9043115752 +15 47 40.951282524|034.4771754761858 +33.5787189405260|  -13.033 0.038   |7.23     |A0                     |    ~     ~    |    1|  240.096   pc  |  -2.9284     +2.9284  |paral   |2020yCat.1350....0G
1874|BD+16 3053                                                                                               |Star                                |16 51 19.4314152216 +15 50 30.041990376|034.5430936012571 +33.5687019358366|   -4.065 1.888   |9.83     |A2                     |    ~     ~    |    1|  480.908   pc  | -12.8819    +12.8819  |paral   |2020yCat.1350....0G
1875|HD 151305                                                                                                |Star                                |16 46 03.4753324488 +15 21 46.887818148|033.4234951895932 +34.5569570909802| -6.878 -28.174   |8.15     |K2                     |    ~     ~    |    1|  277.739   pc  |  -1.6585     +1.6585  |paral   |2020yCat.1350....0G
1876|BD+15 3049                                                                                               |Star                                |16 46 49.7920898016 +15 43 27.210074952|033.9150092701335 +34.5236010395437| -13.756 -3.743   |8.98     |M0                     |    ~     ~    |    1|  830.565   pc  | -12.8310    +12.8310  |paral   |2020yCat.1350....0G
1877|BD+15 3051                                                                                               |High Proper Motion Star             |16 47 28.2384695208 +14 51 57.083266476|033.0286049723562 +34.0499831672401|-75.543 -22.354   |10.77    |G0                     |    ~     ~    |    1|  186.432   pc  |  -0.6152     +0.6152  |paral   |2020yCat.1350....0G
1878|BD+15 3054                                                                                               |Double or Multiple Star             |16 48 28.236 +14 49 31.45              |033.097363 +33.811710              |       1.5 10.0   |9.1      |F2                     |    ~     ~    |    0|                |                       |        |                   
1879|BD+15 3055                                                                                               |Star                                |16 48 49.3592461848 +15 43 07.873579596|034.1304113414371 +34.0782441173789| 11.156 -11.924   |10.11    |F5                     |    ~     ~    |    1|  284.933   pc  |  -1.2990     +1.2990  |paral   |2020yCat.1350....0G
1880|BD+15 3057                                                                                               |Star                                |16 49 39.1241733456 +15 16 09.507002664|033.7226736072936 +33.7211921245832|  -1.922 23.303   |9.28     |F8                     |    ~     ~    |    1|  158.715   pc  |  -0.3476     +0.3476  |paral   |2020yCat.1350....0G
1881|HD 151939                                                                                                |High Proper Motion Star             |16 49 57.1632855360 +15 22 37.157025972|033.8757072464801 +33.6958219169510|-51.827 -23.084   |6.990    |F6V                    |    ~     ~    |    1|   97.488   pc  |  -0.1872     +0.1872  |paral   |2020yCat.1350....0G
1882|BD+15 3060                                                                                               |Star                                |16 50 51.9393027792 +14 50 26.512453608|033.3853793364909 +33.2847965140719|  -1.266 -0.538   |8.89     |K2                     |    ~     ~    |    1|  643.542   pc  |  -7.0405     +7.0405  |paral   |2020yCat.1350....0G
1883|BD+15 3061                                                                                               |High Proper Motion Star             |16 51 40.4594115024 +15 32 47.199514380|034.2546340894492 +33.3779612785954| 31.795 -43.949   |9.12     |F2                     |    ~     ~    |    1|  159.253   pc  |  -0.3652     +0.3652  |paral   |2020yCat.1350....0G
1884|BD+15 3064                                                                                               |Star                                |16 52 02.9224742496 +14 55 06.516945696|033.6041144496810 +33.0519161474281|   -5.565 3.352   |10.45    |G5                     |    ~     ~    |    1|  757.346   pc  |  -9.9228     +9.9228  |paral   |2020yCat.1350....0G
1885|* 49 Her                                                                                                 |alpha2 CVn Variable                 |16 52 04.8506450664 +14 58 27.171504300|033.6689761890528 +33.0664687311289|   16.815 5.331   |6.488    |B9.5pSiCr              |    ~     ~    |    1|  121.987   pc  |  -0.6116     +0.6116  |paral   |2020yCat.1350....0G
1886|BD+15 3067                                                                                               |Double or Multiple Star             |16 52 12.5989 +15 35 12.389            |034.3583976 +33.2742732            |     10.40 3.00   |9.72     |F8                     |    ~     ~    |    0|                |                       |        |                   
1887|BD+14 3113                                                                                               |Star                                |16 46 37.4919339480 +13 58 26.792362308|031.9431497949955 +33.8863943180193| -16.793 11.684   |9.39     |K0                     |    ~     ~    |    1|  472.590   pc  |  -3.0598     +3.0598  |paral   |2020yCat.1350....0G
1888|BD+14 3115                                                                                               |Star                                |16 47 06.2557738056 +14 36 51.996011256|032.7075598368308 +34.0331295185804|   -4.157 6.388   |10.92    |G0                     |    ~     ~    |    1|  407.315   pc  |  -2.6877     +2.6877  |paral   |2020yCat.1350....0G
1889|BD+14 3116                                                                                               |Star                                |16 47 34.3104044064 +14 23 25.461691260|032.5130180989043 +33.8409068071930|-14.783 -13.985   |9.05     |F5                     |    ~     ~    |    1|  251.023   pc  |  -1.1090     +1.1090  |paral   |2020yCat.1350....0G
1890|V* V917 Her                                                                                              |Long-Period Variable Candidate      |16 47 39.3302891064 +14 18 58.222184364|032.4405752093846 +33.7929621091182|  4.142 -11.684   |10.26    |M2                     |    ~     ~    |    1| 1339.226   pc  | -39.9956    +39.9956  |paral   |2020yCat.1350....0G
1891|BD+14 3121                                                                                               |Star                                |16 48 44.9877658464 +14 05 35.693335500|032.3211000933217 +33.4610974540337|    3.953 0.569   |8.78     |K0                     |    ~     ~    |    1|  351.989   pc  |  -2.5646     +2.5646  |paral   |2020yCat.1350....0G
1892|HD 151920                                                                                                |High Proper Motion Star             |16 49 51.9105695952 +14 01 58.215553140|032.3835698267350 +33.1889055355293|-37.090 -71.169   |8.84     |G5                     |    ~     ~    |    1|  129.953   pc  |  -0.2803     +0.2803  |paral   |2020yCat.1350....0G
1893|HD 151953                                                                                                |High Proper Motion Star             |16 50 01.8183184656 +14 02 03.237359532|032.4041481526242 +33.1527217880697| 23.678 -58.262   |7.730    |K0                     |    ~     ~    |    1|  149.741   pc  |  -0.4552     +0.4552  |paral   |2020yCat.1350....0G
1894|BD+14 3127                                                                                               |Star                                |16 50 26.5987656936 +14 17 41.513926740|032.7373694020050 +33.1642669329744|   -9.163 0.419   |10.09    |G5                     |    ~     ~    |    1| 1331.203   pc  | -23.0373    +23.0373  |paral   |2020yCat.1350....0G
1895|TYC 987-849-1                                                                                            |Star                                |16 51 06.3202619208 +14 29 17.323443420|033.0249845087485 +33.0932518797872|  -5.893 18.727   |10.89    |A2                     |    ~     ~    |    1|  469.947   pc  | -12.2793    +12.2793  |paral   |2020yCat.1350....0G
1896|BD+14 3131                                                                                               |Star                                |16 51 50.5187058120 +14 34 40.368678996|033.2070213121055 +32.9646470256927|    9.220 7.965   |10.31    |F8                     |    ~     ~    |    1|  225.342   pc  |  -2.2647     +2.2647  |paral   |2020yCat.1350....0G
1897|BD+14 3132                                                                                               |Star                                |16 51 58.7432861064 +14 13 00.844251600|032.8276745977628 +32.7916985937660|    6.095 0.767   |9.87     |K0                     |    ~     ~    |    1| 1075.038   pc  | -14.6775    +14.6775  |paral   |2020yCat.1350....0G
1898|BD+14 3133                                                                                               |Star                                |16 52 15.9623935584 +14 15 23.517478692|032.9037126324645 +32.7435452123068| -29.458 29.446   |10.00    |G5                     |    ~     ~    |    1|  247.194   pc  |  -0.8677     +0.8677  |paral   |2020yCat.1350....0G
1899|V* S Her                                                                                                 |S Star                              |16 51 53.9188877832 +14 56 30.763623732|033.6129860290886 +33.0944170986128|   11.507 8.667   |6.40     |M4-7.5Se               |    ~     ~    |    1|  583.942   pc  | -20.0160    +20.0160  |paral   |2020yCat.1350....0G
1900|BD+14 3111                                                                                               |Star                                |16 45 13.6892851728 +13 44 36.916421316|031.5247279943751 +34.1048586099012| -2.473 -23.143   |9.58     |K0                     |    ~     ~    |    1|  457.080   pc  |  -2.8622     +2.8622  |paral   |2020yCat.1350....0G
1901|BD+14 3114                                                                                               |Star                                |16 46 50.6824491360 +13 45 31.826621664|031.7313535413370 +33.7513924221861|   -1.138 9.041   |10.58    |K0                     |    ~     ~    |    1|  916.842   pc  | -27.3195    +27.3195  |paral   |2020yCat.1350....0G
