C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST07:06:06

dec >=0&rah >=12.5&rah< 12.75&(cat='NGC'|Vmag< 11)
--------------------------------------------------

Number of objects : 2283

 #  |                                                                                                                                       identifier                                                                                                                                       |                typ                 |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |  spec. type   |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------------------------------------|---------------------------------------|-----------------------------------|------------------|---------|---------------|---------------|-----|----------------|-----------------------|--------|-------------------
957 |HD 109032                                                                                                                                                                                                                                                                               |High Proper Motion Star             |12 31 39.3617321352 +12 07 40.274830164|284.7858978789597 +74.2985128139366|  -57.341 3.744   |8.08     |F1V            |    ~     ~    |    1|  106.323   pc  |  -0.3504     +0.3504  |paral   |2020yCat.1350....0G
958 |BD+13 2547                                                                                                                                                                                                                                                                              |Star                                |12 32 25.6856230152 +12 12 32.302627776|285.3741173721322 +74.4290706203990|  8.268 -18.046   |10.4     |~              |    ~     ~    |    1|  874.279   pc  | -13.4528    +13.4528  |paral   |2020yCat.1350....0G
959 |BD+12 2482                                                                                                                                                                                                                                                                              |Double or Multiple Star             |12 30 31.285 +11 41 31.73              |284.273691 +73.801456              |      23.5 -7.0   |10.1     |G0             |    ~     ~    |    0|                |                       |        |                   
960 |BD+12 2486                                                                                                                                                                                                                                                                              |Spectroscopic Binary                |12 33 11.0406610752 +11 21 32.607074736|286.8370607371427 +73.6577511709617|-71.276 -34.703   |10.22    |G5             |    ~     ~    |    1|  237.863   pc  |  -2.3141     +2.3141  |paral   |2020yCat.1350....0G
961 |NGC 4506                           NGC 4506                                                                                                                                                                                                                                             |Galaxy towards a Group of Galaxies  |12 32 10.5232013544 +13 25 10.824935016|283.8022036983522 +75.5711378186871|    0.644 0.777   |     ~   |~              |0.963 0.597    |    1|   13.9132  Mpc |                       |redshift|2019A&A...631A..38L
962 |NGC 4478                           NGC 4478                                                                                                                                                                                                                                             |Galaxy in Pair of Galaxies          |12 30 17.4160005576 +12 19 42.790577160|283.3851445908623 +74.3921748847147|            ~ ~   |11.45    |~              |1.250 1.050    |    1|   16.8267  Mpc |                       |redshift|2019A&A...631A..38L
963 |NGC 4486A                          UGC 7658                                                                                                                                                                                                                                             |Galaxy towards a Group of Galaxies  |12 30 57.7095721176 +12 16 13.316512872|284.0315005137360 +74.3858635575426|  -15.666 8.203   |11.59    |~              |0.810 0.697    |    1|  563.793   pc  |  -6.6433     +6.6433  |paral   |2020yCat.1350....0G
964 |NGC 4497                           NGC 4497                                                                                                                                                                                                                                             |Galaxy towards a Group of Galaxies  |12 31 32.5217419824 +11 37 28.966695744|285.2014148201607 +73.8076981691323|            ~ ~   |12.47    |~              |1.193 0.573    |    1|   13.8449  Mpc |                       |redshift|2019A&A...631A..38L
965 |NGC 4491                           NGC 4491                                                                                                                                                                                                                                             |Galaxy towards a Group of Galaxies  |12 30 57.1112012592 +11 29 00.698250624|284.8469647439163 +73.6317546193986|            ~ ~   |12.55    |~              | 1.66  0.87    |    1|    3.5909  Mpc |                       |redshift|2019A&A...631A..38L
966 |NGC 4486B                          UGCA 283                                                                                                                                                                                                                                             |Galaxy towards a Group of Galaxies  |12 30 31.985 +12 29 24.85              |283.412063 +74.564234              |            ~ ~   |     ~   |~              |0.430 0.396    |    1|   16.14    Mpc |                       |        |2016AJ....152...50T
967 |NGC 4503                           NGC 4503                                                                                                                                                                                                                                             |Galaxy in Pair of Galaxies          |12 32 06.2324986032 +11 10 34.960071396|286.0998546609914 +73.4131026159430|            ~ ~   |11.07    |~              |2.040 1.061    |    1|   11.749   Mpc |                       |redshift|2019A&A...631A..38L
968 |NGC 4479                           NGC 4479                                                                                                                                                                                                                                             |Galaxy towards a Group of Galaxies  |12 30 18.3716396496 +13 34 39.522722196|281.8712502326551 +75.5782045971510|            ~ ~   |12.44    |~              |1.063 0.659    |    1|   17.2187  Mpc |                       |redshift|2019A&A...631A..38L
969 |TYC 877-546-1                                                                                                                                                                                                                                                                           |Star                                |12 32 07.4996822952 +12 15 50.854246884|285.0517755424000 +74.4615383517799|  -34.554 5.624   |10.95    |A              |    ~     ~    |    1|  574.746   pc  | -19.2254    +19.2254  |paral   |2020yCat.1350....0G
970 |NGC 4477                           NGC 4477                                                                                                                                                                                                                                             |Seyfert 2 Galaxy                    |12 30 02.1955766304 +13 38 11.543715888|281.5443333248494 +75.6120535773970|            ~ ~   |10.42    |~              |2.440 2.050    |    1|   16.4437  Mpc |                       |redshift|2019A&A...631A..38L
971 |TYC 880-843-1                                                                                                                                                                                                                                                                           |Spectroscopic Binary                |12 32 01.7396161200 +13 25 24.669772824|283.6613497147807 +75.5640934304433|  -40.806 8.004   |10.95    |~              |    ~     ~    |    1|  272.027   pc  |  -2.5826     +2.5826  |paral   |2020yCat.1350....0G
972 |TYC 880-659-1                                                                                                                                                                                                                                                                           |High Proper Motion Star             |12 30 08.8389147240 +13 14 00.532746492|282.1723995385102 +75.2402887408723| -11.733 -9.548   |10.80    |~              |    ~     ~    |    1| 1626.810   pc  | -64.5748    +64.5748  |paral   |2020yCat.1350....0G
973 |M 87                               NGC 4486                           NAME M 87*                         NAME SMOKING GUN                   NAME Vir A                         NAME Virgo A                       NAME Virgo Galaxy                  M 87                               |Active Galaxy Nucleus               |12 30 49.42338414 +12 23 28.0436859    |283.77775499474 +74.49115452365    |  -8.029 10.734   |8.63     |~              | 9.12  7.94    |    1|   16.52    Mpc |                       |        |2016AJ....152...50T
974 |BD+11 2468                                                                                                                                                                                                                                                                              |High Proper Motion Star             |12 30 31.6623584928 +10 41 48.691858308|285.2599509083982 +72.8472170793517| -8.598 -64.003   |10.89    |F0             |    ~     ~    |    1|  255.096   pc  |  -1.1713     +1.1713  |paral   |2020yCat.1350....0G
975 |BD+11 2471                                                                                                                                                                                                                                                                              |High Proper Motion Star             |12 31 54.1109130840 +10 40 30.852730704|286.3849597887571 +72.9163282970568|  -67.161 1.883   |10.26    |K0             |    ~     ~    |    1|  222.366   pc  |  -0.8356     +0.8356  |paral   |2020yCat.1350....0G
976 |BD+11 2472                                                                                                                                                                                                                                                                              |Star                                |12 32 09.7717474488 +10 28 12.731319156|286.7720196194398 +72.7344189484541|  -15.164 4.671   |10.08    |K2             |    ~     ~    |    1|  581.463   pc  |  -6.9648     +6.9648  |paral   |2020yCat.1350....0G
977 |* 20 Vir                                                                                                                                                                                                                                                                                |High Proper Motion Star             |12 33 02.8787475288 +10 17 44.413382544|287.6244576107442 +72.6186207095255|  -50.376 4.043   |6.280    |G8III          |    ~     ~    |    1|  141.715   pc  |  -0.5563     +0.5563  |paral   |2020yCat.1350....0G
978 |BD+10 2434                                                                                                                                                                                                                                                                              |Star                                |12 30 54.4265074080 +09 50 22.170138396|286.3161818730058 +72.0457401893077| 27.612 -29.626   |10.82    |F8             |    ~     ~    |    1|  337.359   pc  |  -3.2891     +3.2891  |paral   |2020yCat.1350....0G
979 |BD+10 2438B                                                                                                                                                                                                                                                                             |Star                                |12 33 27.1090977936 +10 11 38.443380252|288.0270249578661 +72.5432425201382|  7.862 -35.062   |10.15    |K0             |    ~     ~    |    1|  100.939   pc  |  -1.4325     +1.4325  |paral   |2020yCat.1350....0G
980 |BD+10 2438                                                                                                                                                                                                                                                                              |Star                                |12 33 28.5720008832 +10 11 40.567782444|288.0460192582223 +72.5452109570362|  6.338 -34.911   |10.18    |G5             |    ~     ~    |    1|   99.224   pc  |  -0.1762     +0.1762  |paral   |2020yCat.1350....0G
981 |HD 108875                                                                                                                                                                                                                                                                               |Double or Multiple Star             |12 30 33.78366 +09 42 56.6671          |286.15539858 +71.90423481          |   51.76 -58.01   |8.70     |F2             |    ~     ~    |    0|                |                       |        |                   
982 |BD+10 2433                                                                                                                                                                                                                                                                              |Star                                |12 30 39.9549863808 +09 18 56.146802112|286.5617811842019 +71.5240995316494| -7.808 -27.829   |10.11    |K0             |    ~     ~    |    1| 1020.512   pc  | -24.7864    +24.7864  |paral   |2020yCat.1350....0G
983 |BD+10 2435                                                                                                                                                                                                                                                                              |Star                                |12 31 04.7259836544 +09 23 12.477694776|286.8166915900115 +71.6186927261332|-20.330 -28.682   |9.86     |F5             |    ~     ~    |    1|  209.899   pc  |  -0.7798     +0.7798  |paral   |2020yCat.1350....0G
984 |BD+10 2437                                                                                                                                                                                                                                                                              |Star                                |12 32 43.7798487888 +09 39 39.346806564|287.8682099534114 +71.9833659932556|  -25.867 8.216   |10.37    |F8             |    ~     ~    |    1|  149.519   pc  |  -0.3778     +0.3778  |paral   |2020yCat.1350....0G
985 |BD+09 2633                                                                                                                                                                                                                                                                              |Star                                |12 30 14.8064848776 +09 01 14.136341736|286.4838194436449 +71.2124786277280|    2.155 3.734   |10.15    |G5             |    ~     ~    |    1|  801.732   pc  | -12.6626    +12.6626  |paral   |2020yCat.1350....0G
986 |HD 108876                                                                                                                                                                                                                                                                               |Star                                |12 30 39.0630527400 +08 31 21.055945656|287.1626022625034 +70.7551499981486|    1.882 3.001   |9.84     |A5             |    ~     ~    |    1|  318.634   pc  |  -2.1625     +2.1625  |paral   |2020yCat.1350....0G
987 |BD+09 2635                                                                                                                                                                                                                                                                              |Star                                |12 30 50.2827984984 +08 26 43.339912512|287.3552631307872 +70.6915602642991|  -5.796 -4.968   |9.99     |K2             |    ~     ~    |    1|  577.201   pc  |  -5.5305     +5.5305  |paral   |2020yCat.1350....0G
988 |BD+09 2636                                                                                                                                                                                                                                                                              |High Proper Motion Star             |12 31 15.8050762158 +08 48 38.164661724|287.3975892439773 +71.0713686113102|-636.242 -522.109 |9.664    |M0V            |    ~     ~    |    1|   13.7187  pc  |  -0.0054     +0.0054  |paral   |2020yCat.1350....0G
989 |HD 109180                                                                                                                                                                                                                                                                               |High Proper Motion Star             |12 32 45.8311963032 +09 05 36.836796840|288.3120537382325 +71.4333004548292| -72.185 10.174   |9.20     |K0             |    ~     ~    |    1|  166.226   pc  |  -0.5941     +0.5941  |paral   |2020yCat.1350....0G
990 |HD 109284                                                                                                                                                                                                                                                                               |Star                                |12 33 34.6852363752 +08 55 03.427908384|289.0479019475387 +71.3063355969382|  22.873 -8.999   |9.28     |F8             |    ~     ~    |    1|  131.522   pc  |  -0.2889     +0.2889  |paral   |2020yCat.1350....0G
991 |NGC 4482                           NGC 4482                                                                                                                                                                                                                                             |Galaxy towards a Group of Galaxies  |12 30 10.3245430152 +10 46 46.088237784|284.8970608296826 +72.9023188587221|   0.507 -0.208   |     ~   |~              |0.687 0.412    |    1|   17.9473  Mpc |                       |redshift|2019A&A...631A..38L
992 |NGC 4522                           NGC 4522                                                                                                                                                                                                                                             |Galaxy towards a Group of Galaxies  |12 33 39.657 +09 10 29.54              |288.935205 +71.561894              |            ~ ~   |     ~   |~              |1.457 0.408    |    1|   14.66    Mpc |  -0.99       +0.99    |T-F     |2020ApJ...902..145K
993 |NGC 4483                           NGC 4483                                                                                                                                                                                                                                             |Galaxy towards a Group of Galaxies  |12 30 40.6442816856 +09 00 56.391019596|286.8073013277549 +71.2345793123952|  -0.955 -0.714   |     ~   |~              |1.067 0.640    |    1|   16.5959  Mpc |                       |redshift|2019A&A...631A..38L
994 |NGC 4519                           NGC 4519                                                                                                                                                                                                                                             |Galaxy towards a Group of Galaxies  |12 33 30.278 +08 39 16.06              |289.168468 +71.045437              |            ~ ~   |     ~   |~              | 2.63  2.04    |    1|   16.07    Mpc |  -1.88       +1.88    |T-F     |2020ApJ...902..145K
995 |NGC 4519A                          MCG+02-32-134                                                                                                                                                                                                                                        |Galaxy                              |12 33 24.706 +08 41 26.69              |289.075376 +71.075943              |            ~ ~   |     ~   |~              | 1.07  1.07    |    0|                |                       |        |                   
996 |FAUST 3195                                                                                                                                                                                                                                                                              |Star                                |12 31 05.0 +09 23 42                   |286.8136 +71.6269                  |            ~ ~   |9.7      |F5             |    ~     ~    |    0|                |                       |        |                   
997 |BD+10 2431                                                                                                                                                                                                                                                                              |Star                                |12 30 24.9909479064 +10 03 29.697459228|285.7489058267657 +72.2250879198637|  -37.408 1.169   |10.8     |~              |    ~     ~    |    1|  226.927   pc  |  -0.7312     +0.7312  |paral   |2020yCat.1350....0G
998 |TYC 874-51-1                                                                                                                                                                                                                                                                            |Star                                |12 33 13.9885203096 +08 35 03.951869568|289.0134718264166 +70.9625991946469| -18.598 -4.689   |10.93    |~              |    ~     ~    |    1|  691.324   pc  |  -7.4079     +7.4079  |paral   |2020yCat.1350....0G
999 |TYC 874-159-1                                                                                                                                                                                                                                                                           |Star                                |12 32 40.1365104168 +09 38 54.381403788|287.8306798967036 +71.9677095551343|   9.445 -7.771   |10.85    |~              |    ~     ~    |    1| 1109.508   pc  | -22.4044    +22.4044  |paral   |2020yCat.1350....0G
1000|TYC 874-360-1                                                                                                                                                                                                                                                                           |Star                                |12 32 07.0738859568 +09 20 33.248415660|287.6396111020649 +71.6383796324646| -11.204 11.345   |10.93    |~              |    ~     ~    |    1|  316.546   pc  |  -2.3648     +2.3648  |paral   |2020yCat.1350....0G
1001|TYC 874-437-1                                                                                                                                                                                                                                                                           |Star                                |12 32 58.9770754848 +08 32 01.592870640|288.8624366313427 +70.8996968240999|  -0.895 -2.395   |10.96    |~              |    ~     ~    |    1|  349.858   pc  |  -2.0563     +2.0563  |paral   |2020yCat.1350....0G
1002|TYC 877-330-1                                                                                                                                                                                                                                                                           |Star                                |12 31 26.2226344896 +10 26 50.551829952|286.2116289333046 +72.6666477379272| 20.223 -38.172   |10.66    |~              |    ~     ~    |    1|  312.774   pc  |  -1.7022     +1.7022  |paral   |2020yCat.1350....0G
1003|TYC 877-856-1                                                                                                                                                                                                                                                                           |High Proper Motion Star             |12 31 42.4621375968 +10 47 48.986693700|286.1197091912969 +73.0214486454764| -2.856 -63.786   |10.97    |~              |    ~     ~    |    1|  317.945   pc  |  -1.8600     +1.8600  |paral   |2020yCat.1350....0G
1004|BD+08 2608                                                                                                                                                                                                                                                                              |Star                                |12 31 22.3999334064 +07 57 18.263416104|288.0862782498290 +70.2463434952305|-20.881 -15.618   |10.45    |G0             |    ~     ~    |    1|  254.104   pc  |  -1.7046     +1.7046  |paral   |2020yCat.1350....0G
1005|HD 109270                                                                                                                                                                                                                                                                               |High Proper Motion Star             |12 33 24.5914333296 +07 56 45.620208564|289.5514858368804 +70.3479896254508|-46.257 -62.826   |7.59     |K5             |    ~     ~    |    1|  227.169   pc  |  -1.1973     +1.1973  |paral   |2020yCat.1350....0G
1006|HD 108985                                                                                                                                                                                                                                                                               |Star                                |12 31 21.4148076504 +07 36 15.510964212|288.3098031631639 +69.9039253526431| -19.622 10.018   |6.034    |K5             |    ~     ~    |    1|  221.053   pc  |  -2.4335     +2.4335  |paral   |2020yCat.1350....0G
1007|BD+08 2611                                                                                                                                                                                                                                                                              |Star                                |12 31 47.3876723640 +07 18 30.240167940|288.8030604755006 +69.6393685156260| -22.719 11.711   |10.37    |K0             |    ~     ~    |    1|  873.744   pc  | -13.8181    +13.8181  |paral   |2020yCat.1350....0G
1008|BD+08 2613                                                                                                                                                                                                                                                                              |Star                                |12 32 10.3667298072 +07 38 20.994723168|288.8619068828566 +69.9828875848610|-33.343 -37.117   |9.81     |G0             |    ~     ~    |    1|  250.840   pc  |  -2.7937     +2.7937  |paral   |2020yCat.1350....0G
1009|HD 109285                                                                                                                                                                                                                                                                               |High Proper Motion Star             |12 33 32.5947594672 +07 40 45.060639420|289.8093904382583 +70.0936883940552| -94.554 46.454   |6.951    |K0             |    ~     ~    |    1|  162.811   pc  |  -0.6229     +0.6229  |paral   |2020yCat.1350....0G
1010|HD 109286                                                                                                                                                                                                                                                                               |Star                                |12 33 34.9893716808 +07 16 51.285719388|290.0714415739890 +69.7056061725792|  12.161 -1.459   |8.77     |G5             |    ~     ~    |    1|   55.246   pc  |  -0.0748     +0.0748  |paral   |2020yCat.1350....0G
1011|HD 108892                                                                                                                                                                                                                                                                               |Star                                |12 30 39.2825863272 +07 07 17.396448852|288.1386474722494 +69.3941465043304|  -18.192 4.528   |8.87     |K0             |    ~     ~    |    1|  451.243   pc  |  -6.2104     +6.2104  |paral   |2020yCat.1350....0G
1012|BD+07 2554                                                                                                                                                                                                                                                                              |High Proper Motion Star             |12 33 30.6752974032 +06 14 55.267531404|290.5904608384127 +68.6898035384164|-40.183 -39.446   |10.13    |F8             |    ~     ~    |    1|  746.324   pc  |  -9.1905     +9.1905  |paral   |2020yCat.1350....0G
1013|HD 108816                                                                                                                                                                                                                                                                               |Star                                |12 30 11.2398526968 +05 52 37.175510784|288.6004666248183 +68.1554613835590| -16.810 -9.848   |8.14     |F8             |    ~     ~    |    1|  122.614   pc  |  -0.4480     +0.4480  |paral   |2020yCat.1350....0G
1014|HD 109248                                                                                                                                                                                                                                                                               |High Proper Motion Star             |12 33 16.5286661256 +05 46 53.350223376|290.6762761911907 +68.2199968094828|-85.568 -14.652   |9.37     |F8             |    ~     ~    |    1|  196.182   pc  |  -0.7005     +0.7005  |paral   |2020yCat.1350....0G
1015|V* CI Vir                                                                                                                                                                                                                                                                               |Long-Period Variable                |12 33 08.2785201408 +07 15 00.773149644|289.7779304065077 +69.6532465973396|  -8.129 -8.170   |9.51     |M6             |    ~     ~    |    1|  763.709   pc  | -38.3779    +38.3779  |paral   |2020yCat.1350....0G
1016|HD 109071                                                                                                                                                                                                                                                                               |Star                                |12 31 51.0620125416 +05 42 35.701049916|289.7806668310672 +68.0801270137740| -42.065 -4.942   |7.49     |K2             |    ~     ~    |    1|  362.411   pc  |  -2.9289     +2.9289  |paral   |2020yCat.1350....0G
1017|HD 109129                                                                                                                                                                                                                                                                               |Star                                |12 32 21.9711220248 +05 42 07.563946608|290.1212879768715 +68.0982172728358| -15.193 -2.351   |9.03     |F0             |    ~     ~    |    1|  278.497   pc  |  -1.8072     +1.8072  |paral   |2020yCat.1350....0G
1018|NGC 4518                           NGC 4518A                          NGC 4518                                                                                                                                                                                                          |LINER-type Active Galaxy Nucleus    |12 33 11.7560048064 +07 51 05.882514804|289.4562293072279 +70.2446419519092|            ~ ~   |     ~   |~              |0.773 0.402    |    0|                |                       |        |                   
1019|NGC 4492                           NGC 4492                                                                                                                                                                                                                                             |Galaxy towards a Group of Galaxies  |12 30 59.7099543696 +08 04 40.424214828|287.7314007367401 +70.3439767529424|    0.133 0.156   |     ~   |~              |1.040 0.915    |    1|   32.6588  Mpc |                       |redshift|2019A&A...631A..38L
1020|NGC 4518B                          2MASX J12331048+0750027                                                                                                                                                                                                                              |Active Galaxy Nucleus               |12 33 10.4588218920 +07 50 03.115011228|289.4515424955152 +70.2264718864126|            ~ ~   |     ~   |~              |0.453 0.181    |    0|                |                       |        |                   
1021|FAUST 3226                                                                                                                                                                                                                                                                              |Star                                |12 32 58.0 +07 56 54                   |289.2312 +70.3272                  |            ~ ~   |10.5     |B              |    ~     ~    |    0|                |                       |        |                   
1022|TYC 295-226-1                                                                                                                                                                                                                                                                           |Star                                |12 32 25.2305027136 +07 25 26.542372224|289.1712712139298 +69.7860901800135|  44.734 -2.883   |10.92    |~              |    ~     ~    |    1|  106.406   pc  |  -0.2966     +0.2966  |paral   |2020yCat.1350....0G
1023|TYC 295-477-1                                                                                                                                                                                                                                                                           |Star                                |12 33 21.2682022968 +07 20 11.977649916|289.8787574298775 +69.7488055269940|   6.782 -9.518   |10.29    |~              |    ~     ~    |    1|  736.540   pc  |  -9.8733     +9.8733  |paral   |2020yCat.1350....0G
1024|TYC 295-502-1                                                                                                                                                                                                                                                                           |Star                                |12 31 57.6940318032 +05 42 56.538925272|289.8496582770308 +68.0913759557804|-14.877 -33.256   |10.90    |~              |    ~     ~    |    1|  356.570   pc  |  -2.6827     +2.6827  |paral   |2020yCat.1350....0G
1025|TYC 295-748-1                                                                                                                                                                                                                                                                           |Star                                |12 33 16.0693399056 +05 36 15.652734408|290.7612427333658 +68.0456979458681| -6.738 -15.847   |10.36    |~              |    ~     ~    |    1| 1258.653   pc  | -31.3673    +31.3673  |paral   |2020yCat.1350....0G
1026|TYC 874-861-1                                                                                                                                                                                                                                                                           |Star                                |12 30 05.8798772520 +07 37 32.605659912|287.4135356571100 +69.8519193999847|  -32.959 7.333   |10.54    |~              |    ~     ~    |    1|  402.123   pc  |  -2.6519     +2.6519  |paral   |2020yCat.1350....0G
1027|TYC 874-907-1                                                                                                                                                                                                                                                                           |Star                                |12 31 52.5697304616 +07 57 23.706599832|288.4442195953909 +70.2761429717774| 23.775 -17.749   |10.83    |~              |    ~     ~    |    1|   90.715   pc  |  -0.1572     +0.1572  |paral   |2020yCat.1350....0G
1028|TYC 874-953-1                                                                                                                                                                                                                                                                           |Star                                |12 33 00.3113818776 +07 55 23.144841516|289.2747986779241 +70.3045433525323|  4.616 -23.768   |10.67    |~              |    ~     ~    |    1|  455.664   pc  |  -7.9315     +7.9315  |paral   |2020yCat.1350....0G
1029|TYC 874-971-1                                                                                                                                                                                                                                                                           |Star                                |12 30 11.9554247088 +07 47 45.909319992|287.3650004913071 +70.0233117837949|-20.179 -44.455   |10.92    |~              |    ~     ~    |    1|  164.187   pc  |  -0.8977     +0.8977  |paral   |2020yCat.1350....0G
1030|TYC 874-1017-1                                                                                                                                                                                                                                                                          |Star                                |12 31 35.5557682848 +07 47 18.960842400|288.3541127063866 +70.0966508723902|-12.326 -26.019   |10.03    |~              |    ~     ~    |    1|  277.493   pc  |  -1.5708     +1.5708  |paral   |2020yCat.1350....0G
1031|NGC 4488                           NGC 4488                                                                                                                                                                                                                                             |Galaxy towards a Group of Galaxies  |12 30 51.3727669680 +08 21 35.998048692|287.4305243730607 +70.6097868873219|   0.328 -0.364   |     ~   |~              |1.487 0.505    |    1|    8.0538  Mpc |                       |redshift|2019A&A...631A..38L
1032|HD 108848                                                                                                                                                                                                                                                                               |High Proper Motion Star             |12 30 25.8929789688 +05 26 47.356973772|289.0087646811148 +67.7485990505126|-33.134 -57.117   |9.28     |K0             |    ~     ~    |    1|  148.874   pc  |  -0.3945     +0.3945  |paral   |2020yCat.1350....0G
1033|HD 108893                                                                                                                                                                                                                                                                               |High Proper Motion Star             |12 30 43.0734431328 +05 31 00.562897344|289.1530848115454 +67.8325561020957| -71.477 -0.998   |9.27     |K5             |    ~     ~    |    1|  475.805   pc  |  -4.5731     +4.5731  |paral   |2020yCat.1350....0G
1034|BD+06 2625                                                                                                                                                                                                                                                                              |Star                                |12 32 12.0238111008 +05 22 54.698981232|290.1822672389344 +67.7761442295015|  7.506 -46.614   |10.03    |G5             |    ~     ~    |    1|  209.912   pc  |  -0.7314     +0.7314  |paral   |2020yCat.1350....0G
1035|HD 108894                                                                                                                                                                                                                                                                               |High Proper Motion Star             |12 30 42.7692060384 +05 04 27.068693448|289.3951585381208 +67.3996217196357|-46.516 -36.655   |8.06     |K0             |    ~     ~    |    1|  287.002   pc  |  -2.5205     +2.5205  |paral   |2020yCat.1350....0G
1036|HD 108977                                                                                                                                                                                                                                                                               |High Proper Motion Star             |12 31 15.8437591944 +04 40 00.402638232|289.9576484128847 +67.0289700658040| 50.950 -36.744   |9.05     |K0             |    ~     ~    |    1|  207.710   pc  |  -1.0096     +1.0096  |paral   |2020yCat.1350....0G
1037|HD 108987                                                                                                                                                                                                                                                                               |Star                                |12 31 20.9412543336 +04 43 12.577588644|289.9834236437178 +67.0855101179795|  3.594 -13.610   |7.94     |K0             |    ~     ~    |    1|  269.571   pc  |  -2.3036     +2.3036  |paral   |2020yCat.1350....0G
1038|HD 108986                                                                                                                                                                                                                                                                               |Star                                |12 31 22.3955976792 +05 03 10.416418092|289.8254758595294 +67.4126443778112|   9.003 18.879   |7.74     |F2             |    ~     ~    |    1|  106.577   pc  |  -0.4373     +0.4373  |paral   |2020yCat.1350....0G
1039|BD+05 2642                                                                                                                                                                                                                                                                              |Pulsating Variable                  |12 33 05.2503379296 +04 31 28.610410152|291.1688535769711 +66.9763309274506| -21.588 -3.183   |10.11    |F0             |    ~     ~    |    1|  309.924   pc  |  -1.6809     +1.6809  |paral   |2020yCat.1350....0G
1040|HD 109287                                                                                                                                                                                                                                                                               |Star                                |12 33 37.0130295024 +04 13 13.881220788|291.6368950152391 +66.7006567791892| -30.579 -6.650   |7.76     |K2III          |    ~     ~    |    1|  232.445   pc  |  -1.2913     +1.2913  |paral   |2020yCat.1350....0G
