C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST05:41:41

dec< 0&rah >=4.0&rah< 4.25&(cat='NGC'|Vmag< 11)
-----------------------------------------------

Number of objects : 3224

 #  |                                               identifier                                                |                typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |  spec. type   |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|-----------------------------------|---------------------------------------|-----------------------------------|------------------|---------|---------------|---------------|-----|----------------|-----------------------|--------|-------------------
1943|CD-42 1388                                                                                               |Star                               |04 08 37.3740005400 -41 54 17.567932500|246.4076696765250 -47.4356513249975| -3.023 -39.078   |9.56     |K5             |    ~     ~    |    1|  990.197   pc  | -11.4717    +11.4717  |paral   |2020yCat.1350....0G
1944|CD-43 1267                                                                                               |Spectroscopic Binary               |04 01 38.1819272064 -43 10 12.674590176|248.4733096353434 -48.5967790729276|  17.971 66.473   |9.56     |~              |    ~     ~    |    1|  285.678   pc  |  -3.9220     +3.9220  |ST-L    |2020AJ....160...83S
1945|HD 25651                                                                                                 |Spectroscopic Binary               |04 02 26.1187161960 -43 18 32.751307872|248.6554897957547 -48.4358277479839|  39.882 62.784   |8.80     |G8IV           |    ~     ~    |    1|   79.309   pc  |  -0.3881     +0.3881  |paral   |2020yCat.1350....0G
1946|HD 26190                                                                                                 |Star                               |04 06 46.4113535448 -43 21 18.440340840|248.5920911467354 -47.6467386189033|-12.379 -10.218   |9.357    |F3V            |    ~     ~    |    1|  192.260   pc  |  -1.7130     +1.7130  |ST-L    |2020AJ....160...83S
1947|HD 26262                                                                                                 |Double or Multiple Star            |04 07 25.2419729472 -42 55 00.402409416|247.9276853977829 -47.5729258467460|   1.082 13.515   |6.601    |K0III          |0.0033  0.0    |    1|  125.976   pc  |  -0.8697     +0.8697  |paral   |2020yCat.1350....0G
1948|CD-43 1306                                                                                               |High Proper Motion Star            |04 07 37.3919351808 -43 31 21.057531708|248.8147834422755 -47.4757753373385|  56.242 56.439   |10.373   |K0             |    ~     ~    |    1|  122.389   pc  |  -0.7389     +0.7389  |ST-L    |2020AJ....160...83S
1949|HD 26352                                                                                                 |Star                               |04 08 11.5619813520 -42 51 14.337650520|247.8157530459685 -47.4379293525704| -13.247 16.049   |8.29     |F0V            |    ~     ~    |    1|  117.747   pc  |  -0.4505     +0.4505  |paral   |2018yCat.1345....0G
1950|HD 26539                                                                                                 |Star                               |04 10 03.2772154200 -41 55 27.482022120|246.4090179661410 -47.1685954147897|   3.822 14.494   |8.83     |G8III          |    ~     ~    |    1|  449.600   pc  |  -2.5065     +2.5065  |paral   |2020yCat.1350....0G
1951|CD-42 1394                                                                                               |Star                               |04 10 09.8749213752 -42 11 04.773599124|246.7888370880077 -47.1301387544248|   26.369 4.230   |10.33    |G0             |    ~     ~    |    1|  190.291   pc  |  -0.9053     +0.9053  |paral   |2020yCat.1350....0G
1952|HD 26560                                                                                                 |Star                               |04 10 12.6709540128 -42 37 20.739908748|247.4292391004182 -47.0883884961127|   -7.696 5.463   |8.24     |K0III          |    ~     ~    |    1|  374.827   pc  |  -2.5851     +2.5851  |paral   |2020yCat.1350....0G
1953|* del Hor                                                                                                |Double or Multiple Star            |04 10 50.5892738 -41 59 36.853749      |246.4961890329 -47.0177117943      |   199.08 70.18   |4.93     |F2IV/V         |0.0033  0.0    |    1|   74.6687  pc  |  -3.4127     +3.4127  |paral   |2018yCat.1345....0G
1954|HD 26786                                                                                                 |Star                               |04 12 25.9883080536 -42 40 02.424788832|247.4489395315089 -46.6775497735199|  32.835 22.941   |9.35     |F7V            |    ~     ~    |    1|  209.003   pc  |  -2.5570     +2.5570  |ST-L    |2020AJ....160...83S
1955|CD-42 1419                                                                                               |Star                               |04 13 14.1420266688 -42 35 19.065739740|247.3192999449895 -46.5359297191750|  17.121 -4.602   |10.21    |~              |    ~     ~    |    1|  380.793   pc  |  -2.8856     +2.8856  |paral   |2020yCat.1350....0G
1956|CD-42 1423                                                                                               |Spectroscopic Binary               |04 13 47.8187132016 -42 34 12.331867908|247.2821731085073 -46.4341172581512|  28.324 15.720   |10.27    |G0             |    ~     ~    |    1|  281.804   pc  |  -4.8660     +4.8660  |ST-L    |2020AJ....160...83S
1957|* alf Hor                                                                                                |High Proper Motion Star            |04 14 00.1142226166 -42 17 39.726755131|246.8794698463103 -46.4141733595197|41.992 -203.157   |3.86     |K2III          |    ~     ~    |    1|   36.0737  pc  |  -0.1555     +0.1555  |paral   |2020yCat.1350....0G
1958|CD-42 1433                                                                                               |Spectroscopic Binary               |04 14 41.3755740840 -42 18 23.406921648|246.8858313551751 -46.2865131085769|  3.382 -41.585   |10.50    |G7IV           |    ~     ~    |    1|  263.571   pc  |  -3.4040     +3.4040  |ST-L    |2020AJ....160...83S
1959|HD 26507                                                                                                 |Spectroscopic Binary               |04 09 36.9973973184 -43 37 29.342936856|248.9100959946899 -47.1061196939985|   6.951 16.995   |8.99     |A2mA5-F0       |    ~     ~    |    1|  187.515   pc  |  -1.8340     +1.8340  |ST-L    |2020AJ....160...83S
1960|CD-43 1321                                                                                               |Spectroscopic Binary               |04 09 43.4992959192 -43 21 46.605396384|248.5243525047673 -47.1121701164858| 24.472 138.407   |10.07    |K2             |    ~     ~    |    1|   59.418   pc  |  -0.2397     +0.2397  |ST-L    |2020AJ....160...83S
1961|CD-43 1336                                                                                               |Star                               |04 13 18.6495412944 -43 16 14.232897444|248.3057754592612 -46.4706557758298|  10.139 21.229   |9.851    |~              |    ~     ~    |    1|  646.126   pc  | -16.0200    +16.0200  |ST-L    |2020AJ....160...83S
1962|CD-44 1436                                                                                               |Star                               |04 10 07.4418996144 -43 45 42.817550616|249.0966897420095 -47.0010448794226|  -5.337 -9.438   |10.64    |~              |    ~     ~    |    1|  309.809   pc  |  -1.0846     +1.0846  |paral   |2020yCat.1350....0G
1963|NGC 1512                           NGC 1512                                                              |Galaxy in Pair of Galaxies         |04 03 54.281 -43 20 55.86              |248.668059 -48.165802              |            ~ ~   |10.54    |~              | 7.08  3.63    |    1|   10.14    Mpc |  -1.23       +1.23    |T-F     |2020ApJ...902..145K
1964|CD-43 1259                                                                                               |Star                               |04 00 22.6802887152 -43 22 03.240269184|248.8126665806082 -48.7999093620386|  -2.077 -7.444   |10.488   |~              |    ~     ~    |    1|  249.148   pc  |  -2.9990     +2.9990  |ST-L    |2020AJ....160...83S
1965|CD-43 1280                                                                                               |Double or Multiple Star            |04 03 56.4127921920 -42 57 18.440464536|248.0800700907026 -48.2028716394739|    5.584 5.745   |10.422   |~              |    ~     ~    |    1|  463.026   pc  | -10.4300    +10.4300  |ST-L    |2020AJ....160...83S
1966|CD-43 1296                                                                                               |Star                               |04 05 34.5258064752 -43 33 22.044676752|248.9243944792102 -47.8410142793027|  -0.308 -7.426   |10.11    |~              |    ~     ~    |    1|  724.848   pc  |  -7.3557     +7.3557  |paral   |2020yCat.1350....0G
1967|CD-43 1299                                                                                               |Star                               |04 05 47.9421159864 -43 15 34.454838240|248.4786282295820 -47.8331146237905|  0.121 -12.398   |10.28    |~              |    ~     ~    |    1|  184.693   pc  |  -0.4469     +0.4469  |paral   |2020yCat.1350....0G
1968|CD-43 1303                                                                                               |Star                               |04 06 57.8314117536 -43 10 11.477570844|248.3133023666901 -47.6313104708689| -6.905 -21.969   |10.139   |~              |    ~     ~    |    1|  222.291   pc  |  -2.8580     +2.8580  |ST-L    |2020AJ....160...83S
1969|CD-43 1308                                                                                               |High Proper Motion Star            |04 08 10.2464638800 -42 42 40.792616280|247.6061935486625 -47.4546851478663|-19.400 -101.223  |10.725   |~              |    ~     ~    |    1|  189.418   pc  |  -1.7560     +1.7560  |ST-L    |2020AJ....160...83S
1970|CD-43 1318                                                                                               |Star                               |04 09 17.0927167968 -43 28 57.205056072|248.7107872237538 -47.1801014661363|  -9.348 21.315   |9.873    |~              |    ~     ~    |    1|  565.933   pc  | -15.3900    +15.3900  |ST-L    |2020AJ....160...83S
1971|CD-42 1408                                                                                               |Star                               |04 12 01.7638562472 -42 29 32.848119168|247.2023763696810 -46.7643591950909|  24.953 40.937   |10.18    |~              |    ~     ~    |    1|  304.709   pc  |  -4.4720     +4.4720  |ST-L    |2020AJ....160...83S
1972|CD-42 1411                                                                                               |Star                               |04 12 14.1739152936 -42 25 45.524169408|247.1065192811114 -46.7307678517271|   3.612 -1.784   |10.190   |~              |    ~     ~    |    1|  691.629   pc  | -20.1200    +20.1200  |ST-L    |2020AJ....160...83S
1973|CD-42 1414                                                                                               |Star                               |04 12 35.8821932328 -42 03 28.785269772|246.5597534614684 -46.6883608589144| -7.356 -15.642   |10.543   |~              |    ~     ~    |    1|  502.310   pc  | -12.3100    +12.3100  |ST-L    |2020AJ....160...83S
1974|CD-42 1417                                                                                               |Star                               |04 13 01.3331634984 -42 23 34.777737960|247.0393194802046 -46.5885019693931|  11.316 16.604   |10.73    |~              |    ~     ~    |    1|  124.559   pc  |  -1.0700     +1.0700  |ST-L    |2020AJ....160...83S
1975|CD-43 1342                                                                                               |Star                               |04 14 06.8366470608 -43 11 16.434405312|248.1693027904637 -46.3314184136400|  15.104 -6.297   |10.315   |~              |    ~     ~    |    1|  794.309   pc  | -29.9700    +29.9700  |ST-L    |2020AJ....160...83S
1976|CD-42 1430                                                                                               |Star                               |04 14 36.2293719504 -42 33 10.871959572|247.2432953596610 -46.2869955843922|  20.361 24.516   |10.811   |~              |    ~     ~    |    1|  324.392   pc  |  -4.9610     +4.9610  |ST-L    |2020AJ....160...83S
1977|NGC 1510                           NGC 1510                                                              |Galaxy in Pair of Galaxies         |04 03 32.640 -43 24 00.58              |248.755872 -48.224982              |            ~ ~   |13.24    |~              |0.637 0.586    |    1|    9.80    Mpc |                       |T-F     |2011ApJS..192....6L
1978|CD-44 1399                                                                                               |Star                               |04 05 11.9682078264 -43 42 17.102964924|249.1561127019888 -47.8915429920065|   26.960 2.541   |10.91    |~              |    ~     ~    |    1|  774.174   pc  |  -6.7726     +6.7726  |paral   |2020yCat.1350....0G
1979|CD-42 1378                                                                                               |Star                               |04 07 04.4531641128 -42 00 30.734040816|246.5928232384177 -47.7150079120807|  27.928 18.278   |10.256   |~              |    ~     ~    |    1|  360.852   pc  |  -6.5820     +6.5820  |ST-L    |2020AJ....160...83S
1980|CD-43 1317                                                                                               |Star                               |04 09 13.7708096592 -42 55 13.190991600|247.8881549833248 -47.2428307864399|  18.563 -5.208   |10.513   |~              |    ~     ~    |    1|  994.654   pc  | -47.0200    +47.0200  |ST-L    |2020AJ....160...83S
1981|CD-44 1440                                                                                               |Star                               |04 10 20.3596405656 -43 47 22.860417804|249.1314508769609 -46.9595693909483|  23.798 35.686   |10.22    |~              |    ~     ~    |    1|  737.735   pc  |  -5.1160     +5.1160  |paral   |2020yCat.1350....0G
1982|CD-43 1331                                                                                               |Long-Period Variable               |04 12 02.2971446640 -43 12 53.170040232|248.2528716915716 -46.7062498341837|   -0.983 0.877   |10.779   |~              |    ~     ~    |    1| 4017.960   pc  |-387.1000   +387.1000  |ST-L    |2020AJ....160...83S
1983|CD-43 1343                                                                                               |Star                               |04 14 17.3850736776 -42 44 00.443302548|247.5095014031128 -46.3326004596091|   -3.193 0.313   |10.613   |~              |    ~     ~    |    1|  740.166   pc  | -25.7000    +25.7000  |ST-L    |2020AJ....160...83S
1984|HD 26205                                                                                                 |High Proper Motion Star            |04 07 01.7788632192 -41 40 13.027055340|246.0922685470061 -47.7486903693713|  59.077 40.111   |9.327    |K0/1(III)+(F)  |    ~     ~    |    1|   95.125   pc  |  -0.4487     +0.4487  |ST-L    |2020AJ....160...83S
1985|CD-42 1361                                                                                               |Star                               |04 04 01.6951138248 -42 17 01.181703840|247.0747325712124 -48.2539145175401| -0.761 -13.726   |10.38    |~              |    ~     ~    |    1|  562.331   pc  | -16.5200    +16.5200  |ST-L    |2020AJ....160...83S
1986|HD 26073                                                                                                 |Double or Multiple Star            |04 05 54.8992044264 -41 57 37.807295508|246.5470635226888 -47.9335713351150|   -0.366 5.235   |8.76     |G5III          |0.0033  0.0    |    0|                |                       |        |                   
1987|CD-43 1272                                                                                               |Star                               |04 02 18.0365008080 -42 44 57.592314492|247.8206967066101 -48.5237368973720|   1.219 12.061   |10.36    |~              |    ~     ~    |    1|  494.364   pc  |  -3.3727     +3.3727  |paral   |2020yCat.1350....0G
1988|CD-42 1367                                                                                               |Star                               |04 05 18.5721969024 -42 08 47.470273008|246.8380579394842 -48.0299764059697|   6.792 13.684   |10.96    |~              |    ~     ~    |    1|  242.612   pc  |  -0.6004     +0.6004  |paral   |2020yCat.1350....0G
1989|CD-43 1262                                                                                               |Star                               |04 00 56.6997955680 -42 53 21.764296536|248.0733526539906 -48.7551121019974|    3.523 3.839   |9.96     |~              |    ~     ~    |    1| 1401.738   pc  | -22.0065    +22.0065  |paral   |2020yCat.1350....0G
1990|CD-42 1360                                                                                               |High Proper Motion Star            |04 03 59.6451595896 -42 19 57.488241180|247.1488529406336 -48.2556044871534| 42.114 -72.665   |10.825   |~              |    ~     ~    |    1|  226.356   pc  |  -3.1900     +3.1900  |ST-L    |2020AJ....160...83S
1991|CD-42 1424                                                                                               |Star                               |04 13 49.1503164696 -42 34 43.072761396|247.2941349486164 -46.4294651642900|  18.330 13.881   |10.584   |~              |    ~     ~    |    1|  320.328   pc  |  -5.3740     +5.3740  |ST-L    |2020AJ....160...83S
1992|TYC 7583-359-1                                                                                           |Star                               |04 01 30.2723549904 -42 55 32.030614524|248.1099918726988 -48.6491750536049| 11.149 -10.018   |10.848   |~              |    ~     ~    |    1|  719.029   pc  | -23.6900    +23.6900  |ST-L    |2020AJ....160...83S
1993|TYC 7583-920-1                                                                                           |Spectroscopic Binary               |04 04 40.8675980280 -43 49 38.687686104|249.3544839110554 -47.9698859266590|  -1.433 -1.616   |10.77    |~              |    ~     ~    |    1|  266.880   pc  |  -2.5071     +2.5071  |paral   |2020yCat.1350....0G
1994|TYC 7583-970-1                                                                                           |Star                               |04 05 37.9926725880 -43 32 45.475722204|248.9076030521353 -47.8317540115522|   19.242 6.286   |10.97    |~              |    ~     ~    |    1|  342.208   pc  |  -1.3584     +1.3584  |paral   |2020yCat.1350....0G
1995|TYC 7583-1184-1                                                                                          |Star                               |04 04 52.6831042872 -43 48 01.775082060|249.3081991450460 -47.9378574739737| -0.841 -32.485   |10.60    |~              |    ~     ~    |    1|  232.515   pc  |  -0.5623     +0.5623  |paral   |2020yCat.1350....0G
1996|HD 25512                                                                                                 |Star                               |04 01 20.7427174848 -41 15 01.412242164|245.5860343082899 -48.8427106792259|   3.924 -6.390   |9.43     |G0V            |    ~     ~    |    1|  213.247   pc  |  -0.4957     +0.4957  |paral   |2020yCat.1350....0G
1997|CD-41 1251                                                                                               |High Proper Motion Star            |04 01 48.4818997488 -41 07 10.582668984|245.3775656615204 -48.7664287816052|  67.170 52.126   |10.449   |F8             |    ~     ~    |    1|  140.826   pc  |  -1.1170     +1.1170  |ST-L    |2020AJ....160...83S
1998|HD 25936                                                                                                 |Star                               |04 04 39.4672425960 -41 16 53.115444948|245.5605485199512 -48.2197827073085|  -9.340 28.324   |8.84     |G5V            |    ~     ~    |    1|  136.290   pc  |  -0.2563     +0.2563  |paral   |2020yCat.1350....0G
1999|HD 26072                                                                                                 |Star                               |04 05 54.7452729624 -41 37 33.015775368|246.0490005689707 -47.9600956346203|  -4.953 -7.479   |8.86     |K2III          |    ~     ~    |    1|  572.148   pc  |  -4.7466     +4.7466  |paral   |2020yCat.1350....0G
2000|CD-42 1352                                                                                               |Star                               |04 02 53.5001879976 -41 41 04.994013984|246.2048952114436 -48.5178197306748|-11.051 -18.708   |9.99     |F5             |    ~     ~    |    1|  214.105   pc  |  -0.5684     +0.5684  |paral   |2020yCat.1350....0G
2001|HD 25358                                                                                                 |Star                               |04 00 01.8353642496 -42 23 24.474138756|247.3478151569801 -48.9781470329752|   20.115 5.395   |7.18     |K1/2III        |    ~     ~    |    1|  309.655   pc  |  -7.7860     +7.7860  |paral   |2020yCat.1350....0G
2002|HD 25965                                                                                                 |Spectroscopic Binary               |04 05 03.5321880768 -41 54 40.872026736|246.4933409137701 -48.0962779767301| 23.831 -23.709   |9.34     |F7V            |    ~     ~    |    1|  137.688   pc  |  -0.2275     +0.2275  |paral   |2020yCat.1350....0G
2003|CD-42 1337                                                                                               |Star                               |04 00 43.5126519408 -42 29 25.079953740|247.4781727556465 -48.8398846949031|   2.620 14.074   |10.19    |~              |    ~     ~    |    1|  803.213   pc  |  -7.6128     +7.6128  |paral   |2020yCat.1350....0G
2004|CD-42 1339                                                                                               |Star                               |04 01 08.8905047232 -42 00 51.019269696|246.7465677304408 -48.8110215980514|   26.745 9.844   |10.395   |~              |    ~     ~    |    1|  784.286   pc  | -29.9800    +29.9800  |ST-L    |2020AJ....160...83S
2005|CD-42 1342                                                                                               |Star                               |04 01 17.7622205328 -42 08 35.621331864|246.9374048891085 -48.7710027906853|   -1.020 3.834   |10.846   |~              |    ~     ~    |    1|  293.295   pc  |  -4.1400     +4.1400  |ST-L    |2020AJ....160...83S
2006|CD-42 1344                                                                                               |High Proper Motion Star            |04 01 32.7384431112 -42 33 45.777214908|247.5627061513592 -48.6818111837745|  61.794 36.967   |10.786   |~              |    ~     ~    |    1|  309.205   pc  |  -5.0370     +5.0370  |ST-L    |2020AJ....160...83S
2007|CD-42 1345                                                                                               |Star                               |04 01 34.5879126648 -42 15 27.538316856|247.1021396575454 -48.7078610644505|  23.285 39.723   |10.55    |~              |    ~     ~    |    1|  160.011   pc  |  -1.2380     +1.2380  |ST-L    |2020AJ....160...83S
2008|CD-41 1261                                                                                               |Star                               |04 02 40.2134278104 -41 36 10.947001824|246.0872778843879 -48.5659780809482|  6.522 -18.908   |10.283   |~              |    ~     ~    |    1|  612.601   pc  | -24.3400    +24.3400  |ST-L    |2020AJ....160...83S
2009|CD-42 1359                                                                                               |Star                               |04 03 32.1112250832 -42 00 33.290587620|246.6764315066055 -48.3700361788666|  -0.111 -0.704   |10.417   |~              |    ~     ~    |    1|  804.732   pc  | -24.3800    +24.3800  |ST-L    |2020AJ....160...83S
2010|CD-42 1362                                                                                               |Star                               |04 04 02.5089490608 -42 08 23.459423100|246.8592897198731 -48.2646380317305|   5.435 -8.484   |9.71     |~              |    ~     ~    |    1| 1157.140   pc  | -14.8626    +14.8626  |paral   |2020yCat.1350....0G
2011|TYC 7580-932-1                                                                                           |Star                               |04 04 59.5742933904 -41 28 15.065210784|245.8369833399850 -48.1432151104736|   7.279 -2.011   |10.99    |~              |    ~     ~    |    1|  450.005   pc  | -14.2765    +14.2765  |paral   |2020yCat.1350....0G
2012|TYC 7580-1250-1                                                                                          |Star                               |04 00 08.2258566984 -41 35 31.175549304|246.1341611549514 -49.0386832689014|   24.081 5.895   |10.887   |~              |    ~     ~    |    1|  405.063   pc  |  -7.8320     +7.8320  |ST-L    |2020AJ....160...83S
2013|CD-47 1307                                                                                               |Star                               |04 13 33.6751122360 -47 19 48.479528496|254.1248381509092 -45.9480700482733|    5.049 4.613   |9.969    |~              |    ~     ~    |    1|  764.791   pc  | -24.4800    +24.4800  |ST-L    |2020AJ....160...83S
2014|HD 26096                                                                                                 |Star                               |04 05 40.7863685640 -46 48 06.569408412|253.6851870956246 -47.3584653822466| -3.703 -15.152   |8.50     |K3III          |    ~     ~    |    1|  689.988   pc  |  -8.7123     +8.7123  |paral   |2020yCat.1350....0G
2015|HD 26778                                                                                                 |Star                               |04 11 59.4818941392 -47 19 15.293674344|254.1717496823819 -46.2122630133653|  -0.097 -3.864   |8.36     |G8/K0III       |    ~     ~    |    1|  355.000   pc  |  -2.0164     +2.0164  |paral   |2020yCat.1350....0G
2016|CD-47 1294                                                                                               |Star                               |04 11 19.1398416552 -47 15 45.373981320|254.1148730085815 -46.3341360550633|   3.679 -4.897   |10.23    |~              |    ~     ~    |    1|  498.803   pc  |  -2.7866     +2.7866  |paral   |2020yCat.1350....0G
2017|CD-47 1285                                                                                               |Star                               |04 09 36.3355703352 -47 01 32.500882452|253.8437153050645 -46.6599657156536|   -0.998 2.563   |10.785   |~              |    ~     ~    |    1|  932.546   pc  | -40.8900    +40.8900  |ST-L    |2020AJ....160...83S
2018|CD-47 1297                                                                                               |High Proper Motion Star            |04 11 43.0181947464 -47 16 16.076260272|254.1114138100906 -46.2661270129491|-54.333 -73.392   |10.94    |~              |    ~     ~    |    1|  160.146   pc  |  -0.2924     +0.2924  |paral   |2020yCat.1350....0G
2019|HD 26375                                                                                                 |Star                               |04 08 12.3630532056 -45 13 02.714197476|251.2787103711904 -47.1689438323415|    4.813 9.729   |8.97     |F2III          |    ~     ~    |    1|  344.730   pc  |  -5.9110     +5.9110  |ST-L    |2020AJ....160...83S
2020|HD 26074                                                                                                 |Star                               |04 05 34.0715345328 -45 40 00.190918812|252.0333126802850 -47.5623748557193|  -1.265 -3.674   |7.57     |A7II/III       |    ~     ~    |    1|  258.438   pc  |  -1.2223     +1.2223  |paral   |2020yCat.1350....0G
2021|HD 26413                                                                                                 |High Proper Motion Star            |04 08 33.8779420296 -45 51 53.273869884|252.2072990347511 -47.0160694240107|  70.082 24.891   |6.59     |F3V            |    ~     ~    |    1|   51.306   pc  |  -0.1310     +0.1310  |ST-L    |2020AJ....160...83S
2022|V* VX Hor                                                                                                |delta Sct Variable                 |04 11 37.3837504512 -44 38 00.874407156|250.3213705704717 -46.6408357113378|  12.154 -5.685   |9.30     |F5/6V          |    ~     ~    |    1|  306.185   pc  |  -1.8000     +1.8000  |paral   |2020yCat.1350....0G
2023|HD 26613                                                                                                 |Spectroscopic Binary               |04 10 31.4906981952 -45 30 54.483753096|251.6312957240346 -46.7255781219816|-11.476 -126.685  |8.27     |K1III          |    ~     ~    |    1|  100.500   pc  |  -2.0716     +2.0716  |paral   |2020yCat.1350....0G
2024|HD 26732                                                                                                 |Star                               |04 11 35.5170881352 -45 13 34.189145868|251.1789262087153 -46.5765701303075| 15.775 -21.382   |9.02     |K1III          |    ~     ~    |    1|  103.397   pc  |  -0.1165     +0.1165  |paral   |2020yCat.1350....0G
2025|HD 26744                                                                                                 |Star                               |04 11 44.7618130824 -44 49 02.230185612|250.5834925243500 -46.5982497194965| 24.303 -15.788   |9.838    |F7/8V          |    ~     ~    |    1|  128.812   pc  |  -0.7990     +0.7990  |ST-L    |2020AJ....160...83S
2026|HD 26787                                                                                                 |Star                               |04 12 13.2667988328 -44 58 10.855202880|250.7894320206884 -46.4970396801317|   -3.966 1.028   |9.38     |F2V            |    ~     ~    |    1|  356.513   pc  |  -6.2660     +6.2660  |ST-L    |2020AJ....160...83S
2027|HD 26854                                                                                                 |Star                               |04 12 43.1874675336 -44 40 50.721332916|250.3581274799707 -46.4417768960001|  36.236 29.149   |8.56     |A9IV/V         |    ~     ~    |    1|  220.080   pc  |  -4.3495     +4.3495  |paral   |2020yCat.1350....0G
2028|HD 26855                                                                                                 |Star                               |04 12 38.9223757272 -45 22 03.639434160|251.3497920315234 -46.3747872084297|   17.380 2.517   |7.90     |M0III          |    ~     ~    |    1|  361.507   pc  |  -1.7120     +1.7120  |paral   |2020yCat.1350....0G
2029|HD 27033                                                                                                 |Spectroscopic Binary               |04 14 17.7006772272 -45 16 28.217283600|251.1665257176410 -46.0984528393537|  -22.658 8.034   |9.594    |F5V            |    ~     ~    |    1|  153.812   pc  |  -2.6490     +2.6490  |ST-L    |2020AJ....160...83S
2030|HD 27034                                                                                                 |Star                               |04 14 19.0058606976 -45 24 06.389929296|251.3481629588345 -46.0799244486375|  -2.640 11.293   |9.895    |F0/2V          |    ~     ~    |    1|  403.323   pc  |  -8.9150     +8.9150  |ST-L    |2020AJ....160...83S
2031|CD-45 1456                                                                                               |High Proper Motion Star            |04 14 19.5803254728 -45 39 27.416256336|251.7139729951569 -46.0477843158124| 102.293 45.384   |10.514   |G5             |    ~     ~    |    1|  138.054   pc  |  -0.9107     +0.9107  |ST-L    |2020AJ....160...83S
2032|HD 27054                                                                                                 |Star                               |04 14 29.2975454136 -44 48 41.444291232|250.4973672071345 -46.1155268356007|  -19.678 9.227   |9.01     |F3V            |    ~     ~    |    1|  185.058   pc  |  -7.1404     +7.1404  |paral   |2020yCat.1350....0G
2033|HD 26968                                                                                                 |Star                               |04 13 45.0846054024 -45 49 21.360737028|251.9679360897114 -46.1268896207296|-11.170 -11.300   |8.56     |G8III/IV       |    ~     ~    |    1|  384.084   pc  |  -5.3697     +5.3697  |paral   |2020yCat.1350....0G
2034|HD 25956                                                                                                 |Star                               |04 04 35.4663340992 -45 54 07.693441200|252.4178552843758 -47.6937361466652|  -0.298 13.116   |8.19     |G8III          |    ~     ~    |    1|  518.645   pc  |  -4.2232     +4.2232  |paral   |2020yCat.1350....0G
2035|HD 26075                                                                                                 |Star                               |04 05 36.4067576808 -46 07 41.295938628|252.7065843107639 -47.4833780846045| 33.351 -10.297   |9.43     |G8III/IV       |    ~     ~    |    1|  498.629   pc  | -16.4842    +16.4842  |paral   |2020yCat.1350....0G
2036|HD 26167                                                                                                 |Star                               |04 06 17.1332828616 -46 38 43.326418704|253.4316518181745 -47.2828508031747|    3.474 9.931   |10.08    |F5V            |    ~     ~    |    1|  172.697   pc  |  -0.3579     +0.3579  |paral   |2020yCat.1350....0G
2037|HD 26263                                                                                                 |Star                               |04 07 06.2865965640 -46 17 53.064770748|252.8930393669676 -47.2004099614940|  23.441 43.065   |8.00     |F3V            |    ~     ~    |    1|   85.131   pc  |  -0.1225     +0.1225  |paral   |2020yCat.1350....0G
2038|CD-46 1319                                                                                               |Star                               |04 09 00.6537178416 -46 09 58.505371560|252.6273933985188 -46.8950065574015|   5.612 19.717   |10.544   |~              |    ~     ~    |    1|  584.647   pc  | -22.5300    +22.5300  |ST-L    |2020AJ....160...83S
2039|HD 26981                                                                                                 |Star                               |04 13 46.7436957288 -46 11 10.414426848|252.4870399206718 -46.0750272213661|   21.320 4.398   |9.02     |K2/3(III)      |    ~     ~    |    1|  751.541   pc  |  -7.3426     +7.3426  |paral   |2020yCat.1350....0G
2040|HD 27019                                                                                                 |Double or Multiple Star            |04 14 09.6581988269 -46 07 56.707714914|252.3976546710380 -46.0165488985681|177.891 -105.099  |6.80     |F8/G0V         |0.0050  0.0    |    1|   48.8548  pc  |  -0.7826     +0.7826  |paral   |2020yCat.1350....0G
2041|HD 26665                                                                                                 |High Proper Motion Star            |04 11 03.0884182104 -46 56 29.024853540|253.6655761434359 -46.4299541910868|-26.501 -108.323  |7.36     |F6V            |    ~     ~    |    1|  105.081   pc  |  -0.1756     +0.1756  |paral   |2020yCat.1350....0G
2042|HD 26753                                                                                                 |Star                               |04 11 42.9252752688 -47 05 07.717054812|253.8462105274893 -46.2956812341357|   2.708 10.428   |7.07     |K0III          |    ~     ~    |    1|  233.623   pc  |  -0.8023     +0.8023  |paral   |2020yCat.1350....0G
2043|CD-46 1309                                                                                               |Star                               |04 07 58.0993561416 -45 51 04.210346916|252.2098161156692 -47.1207694434810| -0.413 -30.213   |10.831   |~              |    ~     ~    |    1|  317.068   pc  |  -4.8150     +4.8150  |ST-L    |2020AJ....160...83S
2044|CD-45 1416                                                                                               |Star                               |04 08 49.8202952304 -45 38 04.213150620|251.8633152633349 -47.0030890107478|  12.054 23.612   |10.89    |~              |    ~     ~    |    1|  428.369   pc  |  -8.8580     +8.8580  |ST-L    |2020AJ....160...83S
2045|CD-45 1422                                                                                               |High Proper Motion Star            |04 09 41.2837077600 -44 57 05.216493528|250.8417904055457 -46.9440631251996|-17.276 -53.927   |10.374   |~              |    ~     ~    |    1|  169.792   pc  | -11.3400    +11.3400  |ST-L    |2020AJ....160...83S
