C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST05:22:25

dec >=0&rah >=1.25&rah< 1.5&(cat='NGC'|Vmag< 11)
------------------------------------------------

Number of objects : 4907

 #  |                                                                 identifier                                                                 |                 typ                  |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |     spec. type     |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|--------------------------------------------------------------------------------------------------------------------------------------------|--------------------------------------|---------------------------------------|-----------------------------------|------------------|---------|--------------------|---------------|-----|----------------|-----------------------|--------|-------------------
2794|BD+16 141B                                                                                                                                  |Star                                  |01 22 46.4668981104 +17 10 57.298084392|133.5520844515880 -45.0420016459848| -5.449 -14.967   |10.14    |F2                  |    ~     ~    |    1|  224.739   pc  |  -1.1516     +1.1516  |paral   |2020yCat.1350....0G
2795|HD 8321                                                                                                                                     |Spectroscopic Binary                  |01 22 43.1070717384 +17 11 49.363726416|133.5299291357108 -45.0300471071642| -55.835 21.757   |7.17     |F5V                 |    ~     ~    |    1|   51.926   pc  |  -0.1850     +0.1850  |paral   |2020yCat.1350....0G
2796|BD+16 144                                                                                                                                   |Star                                  |01 23 33.4244193312 +16 47 06.320885424|133.9120781325384 -45.4007774969670|  0.272 -12.535   |10.73    |F2                  |    ~     ~    |    1|  259.700   pc  |  -1.3219     +1.3219  |paral   |2020yCat.1350....0G
2797|BD+16 146                                                                                                                                   |High Proper Motion Star               |01 25 02.6374315776 +17 26 29.595288876|134.2394575783523 -44.6910899752856| 96.532 -30.435   |10.04    |F8                  |    ~     ~    |    1|  167.805   pc  |  -0.5040     +0.5040  |paral   |2020yCat.1350....0G
2798|BD+16 147                                                                                                                                   |High Proper Motion Star               |01 25 25.2800466432 +17 16 03.681155532|134.4092296039593 -44.8453952582736|  72.064 15.036   |10.09    |G5                  |    ~     ~    |    1|   92.527   pc  |  -0.1721     +0.1721  |paral   |2020yCat.1350....0G
2799|2MASS J01255009+1654328                                                                                                                     |Red Giant Branch star                 |01 25 50.0906880192 +16 54 32.912486172|134.6414345393369 -45.1791200914949|  -2.678 -4.393   |10.71    |K0                  |    ~     ~    |    0|                |                       |        |                   
2800|BD+16 148                                                                                                                                   |Star                                  |01 25 51.7378843656 +16 56 23.741858796|134.6423356452760 -45.1476481455335|  5.091 -36.032   |9.20     |F8                  |    ~     ~    |    1|  113.331   pc  |  -2.3620     +2.3620  |paral   |2020yCat.1350....0G
2801|HD 8724                                                                                                                                     |Red Giant Branch star                 |01 26 17.5946147784 +17 07 35.123889432|134.7354227772113 -44.9450007486442| 52.869 -76.053   |8.34     |G5                  |    ~     ~    |    1|  432.938   pc  |  -4.7796     +4.7796  |paral   |2020yCat.1350....0G
2802|BD+16 150                                                                                                                                   |Star                                  |01 26 22.3311083544 +16 59 49.835734188|134.7965174396918 -45.0682680382677|-11.729 -15.087   |9.32     |K2                  |    ~     ~    |    1|  393.236   pc  |  -6.9586     +6.9586  |paral   |2020yCat.1350....0G
2803|BD+16 152                                                                                                                                   |Red Giant Branch star                 |01 26 50.1732397056 +17 42 21.435229476|134.7585518145350 -44.3514008026774|   -7.345 1.705   |9.66     |K0                  |    ~     ~    |    1|  555.401   pc  |  -5.1515     +5.1515  |paral   |2020yCat.1350....0G
2804|HD 8856                                                                                                                                     |Star                                  |01 27 32.8992630120 +16 47 16.170963720|135.2455797421900 -45.2188041517639| -6.952 -13.005   |8.61     |K2                  |    ~     ~    |    1|  447.868   pc  |  -5.9775     +5.9775  |paral   |2020yCat.1350....0G
2805|HD 8941                                                                                                                                     |High Proper Motion Star               |01 28 24.3657042120 +17 04 45.339143160|135.4476000891461 -44.8922262759056|112.486 -33.426   |6.59     |F8IV-V              |    ~     ~    |    1|   51.504   pc  |  -0.0836     +0.0836  |paral   |2020yCat.1350....0G
2806|BD+16 155                                                                                                                                   |Star                                  |01 28 30.5527680192 +16 53 58.701267492|135.5331125185784 -45.0631436361683|  19.134 -3.915   |9.01     |K0                  |    ~     ~    |    1|  418.673   pc  |  -3.3480     +3.3480  |paral   |2020yCat.1350....0G
2807|HD 9081                                                                                                                                     |High Proper Motion Star               |01 29 42.3320148000 +17 05 56.277930192|135.8705822804206 -44.8092437627723| 118.619 -4.916   |8.14     |G5                  |    ~     ~    |    1|   85.913   pc  |  -0.1786     +0.1786  |paral   |2020yCat.1350....0G
2808|BD+16 157                                                                                                                                   |Star                                  |01 29 52.4956547256 +17 34 47.284690476|135.7856329911903 -44.3305222245202|    4.009 7.505   |10.07    |F0                  |    ~     ~    |    1|  463.220   pc  |  -4.7421     +4.7421  |paral   |2020yCat.1350....0G
2809|HD 8231                                                                                                                                     |Star                                  |01 21 53.8027164480 +16 23 00.340798740|133.4512442852523 -45.8652759997656|  -3.146 -6.140   |8.91     |F4V                 |    ~     ~    |    1|  282.582   pc  |  -4.0884     +4.0884  |paral   |2020yCat.1350....0G
2810|BD+15 200                                                                                                                                   |Star                                  |01 22 41.9069356752 +16 18 24.673466808|133.7423342999282 -45.9077015150967|-12.561 -25.309   |9.58     |F2                  |    ~     ~    |    1|  160.082   pc  |  -0.5048     +0.5048  |paral   |2020yCat.1350....0G
2811|HD 8369                                                                                                                                     |Star                                  |01 23 09.0138606360 +16 18 06.139888668|133.8969956150650 -45.8937833582920| 37.504 -19.100   |8.32     |K2III               |    ~     ~    |    1|  354.221   pc  |  -6.4995     +6.4995  |paral   |2020yCat.1350....0G
2812|BD+15 202                                                                                                                                   |Star                                  |01 23 32.8135430088 +16 44 18.359351448|133.9204335482544 -45.4471275833885|   2.233 -6.798   |10.11    |G5                  |    ~     ~    |    1| 1327.669   pc  | -32.7863    +32.7863  |paral   |2020yCat.1350....0G
2813|BD+15 203                                                                                                                                   |Star                                  |01 23 33.4746790536 +16 25 59.396966580|134.0016539300605 -45.7470700944712|  14.153 -6.097   |9.03     |K0                  |    ~     ~    |    1|  702.001   pc  | -13.1579    +13.1579  |paral   |2020yCat.1350....0G
2814|HD 8792                                                                                                                                     |Star                                  |01 26 55.4078233896 +16 24 28.580664204|135.1432392701204 -45.6207558239797|  -1.365 -0.975   |8.43     |K2                  |    ~     ~    |    1|  649.098   pc  | -10.3647    +10.3647  |paral   |2020yCat.1350....0G
2815|BD+15 218                                                                                                                                   |Star                                  |01 28 16.6029996576 +16 44 00.512150568|135.5035922980991 -45.2371337221698|   0.106 17.973   |10.98    |F8                  |    ~     ~    |    1|  239.326   pc  |  -1.3575     +1.3575  |paral   |2020yCat.1350....0G
2816|V* ST Psc                                                                                                                                   |Long-Period Variable                  |01 27 49.6277966280 +16 42 08.954189928|135.3626358466682 -45.2891415453930|  2.405 -11.104   |9.69     |M5                  |    ~     ~    |    1|  767.872   pc  | -53.3023    +53.3023  |paral   |2020yCat.1350....0G
2817|HD 8626                                                                                                                                     |Star                                  |01 25 19.1128052208 +16 15 25.408199232|134.6434556018270 -45.8428332511256|   5.310 -9.644   |7.00     |K5III               |    ~     ~    |    1|  457.938   pc  |  -5.2217     +5.2217  |paral   |2020yCat.1350....0G
2818|TYC 1197-46-1                                                                                                                               |Star                                  |01 24 36.4593185160 +15 58 06.229959852|134.4795861161668 -46.1583010158074|  16.936 -7.383   |10.73    |~                   |    ~     ~    |    1|  376.705   pc  |  -3.0936     +3.0936  |paral   |2020yCat.1350....0G
2819|TYC 1197-656-1                                                                                                                              |Star                                  |01 25 11.6329034136 +16 00 40.969369584|134.6676916688371 -46.0897541878214|  21.552 10.398   |10.17    |~                   |    ~     ~    |    1|  407.581   pc  | -27.3603    +27.3603  |paral   |2020yCat.1350....0G
2820|TYC 1197-659-1                                                                                                                              |High Proper Motion Star               |01 20 38.2995443064 +17 21 21.087944676|132.8002688519464 -44.9556477953873|-69.585 -20.403   |10.89    |~                   |    ~     ~    |    1|  180.597   pc  |  -0.6360     +0.6360  |paral   |2020yCat.1350....0G
2821|TYC 1197-667-1                                                                                                                              |Star                                  |01 24 42.7394826576 +17 10 18.599986560|134.1991116290627 -44.9707256391301|  9.727 -21.880   |10.47    |~                   |    ~     ~    |    1|  334.381   pc  |  -2.4710     +2.4710  |paral   |2020yCat.1350....0G
2822|TYC 1197-717-1                                                                                                                              |High Proper Motion Star               |01 21 13.6388081184 +16 23 12.444999648|133.2230814658381 -45.8888610414448|100.708 -11.522   |10.43    |~                   |    ~     ~    |    1|  208.991   pc  |  -1.2142     +1.2142  |paral   |2020yCat.1350....0G
2823|TYC 1197-782-1                                                                                                                              |Star                                  |01 23 02.9511380928 +16 50 14.978944320|133.7286035793486 -45.3705329583277|  8.720 -14.825   |10.10    |~                   |    ~     ~    |    1|  182.852   pc  |  -0.6252     +0.6252  |paral   |2020yCat.1350....0G
2824|TYC 1197-804-1                                                                                                                              |Star                                  |01 19 05.9241170112 +16 46 25.501847196|132.4132781688957 -45.5881578095438|  25.825 -3.316   |10.25    |~                   |    ~     ~    |    1|  399.329   pc  |  -3.3009     +3.3009  |paral   |2020yCat.1350....0G
2825|TYC 1197-876-1                                                                                                                              |Star                                  |01 24 29.0413289736 +17 28 16.963212468|134.0471326563434 -44.6859830287770|  -11.023 0.478   |10.63    |~                   |    ~     ~    |    1|  224.578   pc  |  -0.8927     +0.8927  |paral   |2020yCat.1350....0G
2826|TYC 1197-881-1                                                                                                                              |Star                                  |01 20 31.9256141256 +17 11 00.226547412|132.8038317082940 -45.1299458126280|-13.140 -39.096   |10.96    |~                   |    ~     ~    |    1|  164.544   pc  |  -0.4792     +0.4792  |paral   |2020yCat.1350....0G
2827|TYC 1197-892-1                                                                                                                              |Star                                  |01 19 43.8357029688 +16 03 43.918435368|132.7878662049675 -46.2674081200936|  1.430 -38.866   |10.78    |~                   |    ~     ~    |    1|  213.220   pc  |  -0.6547     +0.6547  |paral   |2020yCat.1350....0G
2828|TYC 1197-925-1                                                                                                                              |Star                                  |01 19 29.7213509208 +17 25 47.766961272|132.4034063728349 -44.9252011501080| 20.900 -11.122   |10.37    |~                   |    ~     ~    |    1|  573.855   pc  |  -6.3227     +6.3227  |paral   |2020yCat.1350....0G
2829|TYC 1197-946-1                                                                                                                              |High Proper Motion Star               |01 24 27.8753195928 +16 14 19.297414104|134.3591216246291 -45.8989832254593| 59.143 -64.761   |10.29    |~                   |    ~     ~    |    1|  123.092   pc  |  -0.9303     +0.9303  |paral   |2020yCat.1350....0G
2830|TYC 1197-955-1                                                                                                                              |Star                                  |01 20 02.3002005984 +16 26 30.468360012|132.8060765819292 -45.8808982524888|    6.396 0.643   |10.63    |~                   |    ~     ~    |    1|  781.616   pc  | -10.6912    +10.6912  |paral   |2020yCat.1350....0G
2831|TYC 1197-978-1                                                                                                                              |Star                                  |01 19 29.6838137448 +17 29 04.024072788|132.3913903250010 -44.8713536552682|-11.739 -17.110   |10.54    |~                   |    ~     ~    |    1|  325.076   pc  |  -1.9761     +1.9761  |paral   |2020yCat.1350....0G
2832|TYC 1197-1073-1                                                                                                                             |Star                                  |01 18 50.1616595280 +16 40 34.342974480|132.3456486738240 -45.6941549509584| -10.740 -6.932   |10.63    |~                   |    ~     ~    |    1|  465.398   pc  |  -4.1153     +4.1153  |paral   |2020yCat.1350....0G
2833|TYC 1197-1158-1                                                                                                                             |Star                                  |01 19 27.1689528432 +17 01 26.705942400|132.4777249465000 -45.3277781594520| 17.968 -11.450   |10.09    |~                   |    ~     ~    |    1|  208.581   pc  |  -0.8223     +0.8223  |paral   |2020yCat.1350....0G
2834|TYC 1197-1186-1                                                                                                                             |High Proper Motion Star               |01 22 38.0388361368 +16 34 03.628609536|133.6556740812412 -45.6535090254545| 65.449 -11.035   |9.62     |~                   |    ~     ~    |    1|  154.784   pc  |  -0.3785     +0.3785  |paral   |2020yCat.1350....0G
2835|TYC 1197-1191-1                                                                                                                             |High Proper Motion Star               |01 21 36.5353091544 +16 41 29.689368036|133.2796569608485 -45.5731057154495|-22.347 -51.993   |10.04    |~                   |    ~     ~    |    1|  189.469   pc  |  -2.2078     +2.2078  |paral   |2020yCat.1350....0G
2836|TYC 1197-1297-1                                                                                                                             |Star                                  |01 21 04.4476906176 +16 34 26.169562380|133.1268263736724 -45.7103424935259|-22.698 -35.380   |10.65    |~                   |    ~     ~    |    1|  186.078   pc  |  -0.6440     +0.6440  |paral   |2020yCat.1350....0G
2837|TYC 1197-1323-1                                                                                                                             |Star                                  |01 24 08.3526624720 +16 38 28.135386492|134.1442957662568 -45.5174696538093|   -4.549 0.653   |9.66     |~                   |    ~     ~    |    1|  453.001   pc  |  -3.8579     +3.8579  |paral   |2020yCat.1350....0G
2838|TYC 1197-1470-1                                                                                                                             |Star                                  |01 22 52.6921627752 +17 16 06.387874536|133.5657357018901 -44.9531632190652|   6.413 -8.441   |10.13    |~                   |    ~     ~    |    1|  608.532   pc  |  -8.9615     +8.9615  |paral   |2020yCat.1350....0G
2839|TYC 1198-700-1                                                                                                                              |Star                                  |01 27 32.5490957496 +15 54 32.132176452|135.4947849259944 -46.0802687958298|   -4.209 4.003   |10.71    |~                   |    ~     ~    |    1|  678.610   pc  |  -9.4865     +9.4865  |paral   |2020yCat.1350....0G
2840|TYC 1198-924-1                                                                                                                              |Star                                  |01 28 23.1295392840 +15 49 00.860369376|135.8080797834468 -46.1290612052962| 12.647 -18.407   |10.71    |~                   |    ~     ~    |    1|  367.229   pc  |  -2.6162     +2.6162  |paral   |2020yCat.1350....0G
2841|TYC 1198-1148-1                                                                                                                             |Spectroscopic Binary                  |01 26 08.6000525016 +16 09 25.539899148|134.9499875387142 -45.9032344017033|-10.102 -17.350   |9.50     |~                   |    ~     ~    |    1|  314.881   pc  |  -3.8272     +3.8272  |paral   |2020yCat.1350....0G
2842|TYC 1198-1200-1                                                                                                                             |Star                                  |01 27 25.4226470136 +16 25 08.254709220|135.3082201939121 -45.5862531528729|-11.901 -13.031   |10.91    |~                   |    ~     ~    |    1|  838.364   pc  | -10.9645    +10.9645  |paral   |2020yCat.1350....0G
2843|2MASS J01263517+1727040                                                                                                                     |Red Giant Branch star                 |01 26 35.1738199272 +17 27 03.973281516|134.7448938278025 -44.6129414592029|   10.521 2.328   |9.70     |~                   |    ~     ~    |    1|  586.579   pc  | -11.0792    +11.0792  |paral   |2020yCat.1350....0G
2844|TYC 1198-1317-1                                                                                                                             |Star                                  |01 29 58.5867640704 +16 12 27.381008880|136.2275214957149 -45.6668945209187|  30.933 -3.306   |10.13    |~                   |    ~     ~    |    1|  253.582   pc  |  -1.5562     +1.5562  |paral   |2020yCat.1350....0G
2845|2MASS J01280493+1623031                                                                                                                     |Red Giant Branch star                 |01 28 04.9502762640 +16 23 03.334946208|135.5393447446642 -45.5885419519618|   7.042 -1.838   |10.55    |~                   |    ~     ~    |    1|  761.905   pc  | -11.2617    +11.2617  |paral   |2020yCat.1350....0G
2846|TYC 1198-1421-1                                                                                                                             |High Proper Motion Star               |01 28 29.9175346008 +16 25 12.450456192|135.6684719710663 -45.5331166870222|16.045 -132.779   |10.80    |~                   |    ~     ~    |    1|  110.187   pc  |  -0.2501     +0.2501  |paral   |2020yCat.1350....0G
2847|2MASS J01270165+1619510                                                                                                                     |Red Giant Branch star                 |01 27 01.6543809600 +16 19 50.814470748|135.1999771388731 -45.6914957024840| -2.292 -23.183   |10.04    |~                   |    ~     ~    |    1|  431.648   pc  |  -2.6644     +2.6644  |paral   |2020yCat.1350....0G
2848|TYC 1200-535-1                                                                                                                              |Star                                  |01 22 30.5052623184 +18 08 18.829503816|133.2367820392999 -44.1106172004152| -6.205 -21.997   |10.84    |~                   |    ~     ~    |    1|  196.734   pc  |  -2.7480     +2.7480  |paral   |2020yCat.1350....0G
2849|TYC 1200-789-1                                                                                                                              |Star                                  |01 20 18.2534407728 +17 48 24.738462828|132.5890689577679 -44.5229257739457|  8.418 -16.555   |10.94    |~                   |    ~     ~    |    1|  362.963   pc  |  -2.4636     +2.4636  |paral   |2020yCat.1350....0G
2850|TYC 1200-928-1                                                                                                                              |Star                                  |01 19 17.9234458800 +17 43 17.455113300|132.2754638176013 -44.6441869529878|-21.700 -18.071   |10.89    |~                   |    ~     ~    |    1|  172.132   pc  |  -0.6281     +0.6281  |paral   |2020yCat.1350....0G
2851|TYC 1200-936-1                                                                                                                              |Star                                  |01 19 23.7067053432 +17 39 50.382873684|132.3196659071091 -44.6975484775394|   4.889 -0.445   |9.40     |~                   |    ~     ~    |    1|  483.559   pc  |  -7.8099     +7.8099  |paral   |2020yCat.1350....0G
2852|TYC 1200-1019-1                                                                                                                             |Star                                  |01 24 21.5035345464 +17 36 30.845554236|133.9711746768124 -44.5563880463565|  -4.882 -9.863   |9.51     |~                   |    ~     ~    |    1|  646.245   pc  |  -7.6427     +7.6427  |paral   |2020yCat.1350....0G
2853|TYC 1200-1025-1                                                                                                                             |High Proper Motion Star               |01 20 59.2946685960 +17 54 40.450300488|132.7910538597026 -44.3940851217710| 40.485 -35.111   |10.34    |~                   |    ~     ~    |    1|  197.414   pc  |  -2.3344     +2.3344  |paral   |2020yCat.1350....0G
2854|IRAS 01198+1752                                                                                                                             |Long-Period Variable Candidate        |01 22 34.4222408184 +18 08 13.969200624|133.2583926431902 -44.1093471073969|  -4.272 -0.062   |10.39    |~                   |    ~     ~    |    1| 1553.52    pc  |-107.156    +107.156   |paral   |2020yCat.1350....0G
2855|TYC 1200-1071-1                                                                                                                             |Star                                  |01 23 00.1390557120 +18 05 10.214858508|133.4102541859457 -44.1424359868494|   27.825 6.377   |10.66    |~                   |    ~     ~    |    1|  194.280   pc  |  -0.7511     +0.7511  |paral   |2020yCat.1350....0G
2856|TYC 1200-1132-1                                                                                                                             |Star                                  |01 19 20.4001441536 +18 02 46.829734296|132.2201478875210 -44.3216175167052| -8.826 -17.560   |10.28    |~                   |    ~     ~    |    1|  181.716   pc  |  -0.6703     +0.6703  |paral   |2020yCat.1350....0G
2857|TYC 1200-1168-1                                                                                                                             |High Proper Motion Star               |01 19 37.6616939472 +17 46 32.844866664|132.3725795936710 -44.5786021051684|-26.907 -57.453   |10.36    |~                   |    ~     ~    |    1|  279.666   pc  |  -1.4078     +1.4078  |paral   |2020yCat.1350....0G
2858|2MASS J01243023+1801076                                                                                                                     |Red Giant Branch star                 |01 24 30.2347492200 +18 01 07.607471304|133.9163990998297 -44.1465842939564| -20.205 -2.320   |10.29    |~                   |    ~     ~    |    1|  390.366   pc  |  -2.7582     +2.7582  |paral   |2020yCat.1350....0G
2859|2MASS J01260085+1800414                                                                                                                     |Red Giant Branch star                 |01 26 00.8528140176 +18 00 41.505516900|134.4100109420312 -44.0882630378922|   1.678 -8.754   |10.16    |~                   |    ~     ~    |    1|  515.039   pc  | -11.4860    +11.4860  |paral   |2020yCat.1350....0G
2860|TYC 1201-1263-1                                                                                                                             |Star                                  |01 27 30.6164886312 +18 14 18.550898520|134.8349014376322 -43.7979798035115|   37.724 5.316   |10.31    |~                   |    ~     ~    |    1|  278.381   pc  |  -1.3717     +1.3717  |paral   |2020yCat.1350....0G
2861|IRAS 01234+1738                                                                                                                             |Star                                  |01 26 09.4022035464 +17 53 32.384146308|134.4874312996998 -44.1990358475863|  -7.390 -6.902   |9.34     |~                   |    ~     ~    |    1| 1250.313   pc  | -70.8167    +70.8167  |paral   |2020yCat.1350....0G
2862|TYC 1201-1348-1                                                                                                                             |Star                                  |01 26 38.6814942624 +18 04 34.365791856|134.5978964169069 -43.9965899798340|  17.930 -7.727   |10.81    |~                   |    ~     ~    |    1|  532.879   pc  |  -5.7644     +5.7644  |paral   |2020yCat.1350....0G
2863|TYC 1201-1447-1                                                                                                                             |Horizontal Branch Star                |01 26 12.9943948632 +17 55 00.312439188|134.5005560062014 -44.1723744137394| 20.445 -24.784   |10.23    |~                   |    ~     ~    |    1|  681.060   pc  |  -8.5347     +8.5347  |paral   |2020yCat.1350....0G
2864|TYC 1201-1467-1                                                                                                                             |Red Giant Branch star                 |01 27 12.6618573648 +18 01 03.769287672|134.7971625325197 -44.0283193619961|   29.912 5.075   |9.75     |~                   |    ~     ~    |    1|  719.683   pc  |  -9.7373     +9.7373  |paral   |2020yCat.1350....0G
2865|TYC 1201-1624-1                                                                                                                             |Star                                  |01 28 33.3115 +18 08 54.580            |135.1966242 -43.8375541            |   -4.434 5.549   |10.73    |~                   |    ~     ~    |    0|                |                       |        |                   
2866|BD+18 168                                                                                                                                   |Star                                  |01 16 21.0910703472 +18 49 24.013349796|131.0914058931685 -43.6533497109771|  -4.237 -0.525   |8.88     |M0                  |    ~     ~    |    1|  809.979   pc  | -26.5707    +26.5707  |paral   |2020yCat.1350....0G
2867|BD+18 171                                                                                                                                   |High Proper Motion Star               |01 18 00.5142233208 +18 48 47.267113752|131.6299359468010 -43.6094170567491| 74.127 -37.750   |9.36     |G0                  |    ~     ~    |    1|  130.530   pc  |  -0.3135     +0.3135  |paral   |2020yCat.1350....0G
2868|BPM 84821                                                                                                                                   |High Proper Motion Star               |01 15 16.4439455208 +18 53 56.410979892|130.7285948797410 -43.6116040023554|62.374 -115.241   |10.751   |K4V                 |    ~     ~    |    1|   60.979   pc  |  -0.0718     +0.0718  |paral   |2020yCat.1350....0G
2869|TYC 1200-1250-1                                                                                                                             |Star                                  |01 18 33.418 +18 52 53.08              |131.793622 -43.523218              |       0.6 -5.5   |10.79    |~                   |    ~     ~    |    0|                |                       |        |                   
2870|HD 7659                                                                                                                                     |High Proper Motion Star               |01 16 50.3786289936 +21 03 06.694143480|130.8453787659408 -41.4292486136907| 72.755 -76.768   |7.027    |F6V                 |    ~     ~    |    1|   58.656   pc  |  -0.0939     +0.0939  |paral   |2020yCat.1350....0G
2871|BD+20 187                                                                                                                                   |High Proper Motion Star               |01 17 02.6185560744 +20 50 45.496536432|130.9447514968065 -41.6270466893590|  55.856 -6.785   |9.00     |G5                  |    ~     ~    |    1|  168.731   pc  |  -2.6847     +2.6847  |paral   |2020yCat.1350....0G
2872|BD+20 190                                                                                                                                   |Star                                  |01 17 22.8156366576 +20 55 48.065440656|131.0339163396250 -41.5332544109666|   -2.022 0.430   |8.79     |G5                  |    ~     ~    |    1|  591.996   pc  | -13.5277    +13.5277  |paral   |2020yCat.1350....0G
2873|HD 7745                                                                                                                                     |Star                                  |01 17 28.2729619080 +21 05 06.726966360|131.0341617062961 -41.3766256471790|-21.075 -34.006   |8.73     |G5                  |    ~     ~    |    1|  165.928   pc  |  -1.0104     +1.0104  |paral   |2020yCat.1350....0G
2874|BD+20 192B                                                                                                                                  |Star                                  |01 17 29.6712534840 +21 05 14.535587724|131.0409514120275 -41.3737451781941|-22.039 -34.159   |10.30    |G5                  |    ~     ~    |    1|  171.397   pc  |  -0.6375     +0.6375  |paral   |2020yCat.1350....0G
2875|TYC 1203-1634-1                                                                                                                             |Star                                  |01 18 18.4413439320 +20 48 40.536743832|131.3424130273305 -41.6212752921900|   8.266 -2.430   |10.06    |G0                  |    ~     ~    |    1|  577.567   pc  |  -6.3047     +6.3047  |paral   |2020yCat.1350....0G
2876|BD+20 194                                                                                                                                   |Star                                  |01 18 14.4891695232 +20 47 42.794556108|131.3250032230652 -41.6393002513292|-27.355 -34.279   |9.34     |G0                  |    ~     ~    |    1|  169.282   pc  |  -0.5158     +0.5158  |paral   |2020yCat.1350....0G
2877|HD 7511                                                                                                                                     |Star                                  |01 15 28.2775940952 +20 24 52.363607400|130.5297265317618 -42.1023734329827|-18.128 -24.888   |6.98     |A2                  |    ~     ~    |    1|  284.406   pc  |  -3.3487     +3.3487  |paral   |2020yCat.1350....0G
2878|HD 7550                                                                                                                                     |High Proper Motion Star               |01 15 53.2675792248 +20 30 07.964404956|130.6451153709762 -42.0030660809613| 83.642 -33.357   |7.24     |G5                  |    ~     ~    |    1|  129.958   pc  |  -0.3986     +0.3986  |paral   |2020yCat.1350....0G
2879|BD+19 215                                                                                                                                   |Star                                  |01 17 01.9514228352 +20 45 59.732722440|130.9554154454895 -41.7060675132594| 23.162 -20.665   |9.38     |G0                  |    ~     ~    |    1|  154.832   pc  |  -0.4147     +0.4147  |paral   |2020yCat.1350....0G
2880|BD+19 216                                                                                                                                   |High Proper Motion Star               |01 17 18.8847587832 +20 04 52.402773828|131.1675755874354 -42.3763493722694| 47.171 -13.984   |10.15    |F8                  |    ~     ~    |    1|  264.585   pc  |  -1.2951     +1.2951  |paral   |2020yCat.1350....0G
2881|BD+18 170                                                                                                                                   |Star                                  |01 17 31.5842505288 +19 40 38.728220232|131.3094827952097 -42.7695525231170|  4.318 -11.937   |9.29     |K4                  |    ~     ~    |    1|  518.968   pc  |  -5.3327     +5.3327  |paral   |2020yCat.1350....0G
2882|BD+19 210                                                                                                                                   |Variable Star                         |01 15 14.2985798184 +19 49 26.939329680|130.5566203647216 -42.6949641176100|  -5.964 -6.891   |9.79     |~                   |    ~     ~    |    1|  739.590   pc  |  -7.8767     +7.8767  |paral   |2020yCat.1350....0G
2883|TYC 1200-53-1                                                                                                                               |Star                                  |01 16 43.1992057200 +19 46 36.133656888|131.0351877680875 -42.6969053298193| -40.378 15.486   |10.40    |~                   |    ~     ~    |    1|   81.111   pc  |  -0.1013     +0.1013  |paral   |2020yCat.1350....0G
2884|TYC 1200-200-1                                                                                                                              |Star                                  |01 15 31.8872140800 +19 41 18.142750716|130.6731842362838 -42.8209316798692|-14.893 -14.633   |10.25    |~                   |    ~     ~    |    1|  427.716   pc  |  -3.4576     +3.4576  |paral   |2020yCat.1350....0G
2885|TYC 1200-389-1                                                                                                                              |High Proper Motion Star               |01 16 19.0846160976 +19 56 38.669363016|130.8778444113629 -42.5434842687020|  69.633 11.973   |10.31    |~                   |    ~     ~    |    1|  227.108   pc  |  -0.8562     +0.8562  |paral   |2020yCat.1350....0G
2886|TYC 1200-665-1                                                                                                                              |Star                                  |01 15 11.1274195896 +19 09 37.233432108|130.6541849260595 -43.3550459782848|  -7.196 -0.807   |10.56    |~                   |    ~     ~    |    1|  541.389   pc  | -15.1534    +15.1534  |paral   |2020yCat.1350....0G
2887|TYC 1200-1137-1                                                                                                                             |Star                                  |01 15 24.6146858904 +19 09 20.380271004|130.7274168975007 -43.3529371934532| 43.347 -13.467   |10.77    |~                   |    ~     ~    |    1|  165.505   pc  |  -0.5917     +0.5917  |paral   |2020yCat.1350....0G
2888|TYC 1200-1366-1                                                                                                                             |Star                                  |01 16 20.6068148640 +19 29 28.892419440|130.9669522363180 -42.9914889123321|   0.436 -4.124   |10.83    |~                   |    ~     ~    |    1|  684.416   pc  |  -9.9306     +9.9306  |paral   |2020yCat.1350....0G
2889|TYC 1203-831-1                                                                                                                              |Star                                  |01 18 17.5307031312 +20 53 31.074619776|131.3227072116863 -41.5418486496472|   26.664 5.807   |10.33    |~                   |    ~     ~    |    1|  238.186   pc  |  -1.2424     +1.2424  |paral   |2020yCat.1350....0G
2890|TYC 1203-959-1                                                                                                                              |High Proper Motion Star               |01 17 20.5592877072 +20 18 51.358107564|131.1336556437065 -42.1445697793896|  70.861 99.453   |10.69    |~                   |    ~     ~    |    1|   78.436   pc  |  -0.1101     +0.1101  |paral   |2020yCat.1350....0G
2891|TYC 1203-1240-1                                                                                                                             |Star                                  |01 18 40.9468993248 +20 55 59.089941372|131.4355425586548 -41.4883822143683|   0.837 -9.133   |10.17    |~                   |    ~     ~    |    1|  380.011   pc  |  -3.3358     +3.3358  |paral   |2020yCat.1350....0G
2892|TYC 1203-1429-1                                                                                                                             |Star                                  |01 15 03.7378920720 +20 25 16.966307208|130.4004264609659 -42.1075226286775|-15.241 -18.155   |9.96     |~                   |    ~     ~    |    1|  278.761   pc  |  -1.6086     +1.6086  |paral   |2020yCat.1350....0G
