C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST07:07:16

dec< 0&rah >=12.5&rah< 12.75&(cat='NGC'|Vmag< 11)
-------------------------------------------------

Number of objects : 5075

 #  |                                                                                  identifier                                                                                   |                 typ                  |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |  spec. type   |   ang. size   |#Dist| distance Q unit|   err-        err+      | method |     reference     
----|-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|--------------------------------------|---------------------------------------|-----------------------------------|------------------|---------|---------------|---------------|-----|----------------|-------------------------|--------|-------------------
2058|CD-41 7386                                                                                                                                                                     |Star                                  |12 44 58.1018104896 -42 28 13.375576452|301.6592517424100 +20.3853780683053| -26.283 -9.198   |9.92     |~              |    ~     ~    |    1|  604.522   pc  |  -4.9701     +4.9701    |paral   |2020yCat.1350....0G
2059|CD-42 7782                                                                                                                                                                     |Star                                  |12 37 44.2742518248 -43 36 18.664477416|300.3064703892871 +19.1967129824437|  -12.850 0.818   |10.59    |~              |    ~     ~    |    1|  838.434   pc  | -25.1664    +25.1664    |paral   |2020yCat.1350....0G
2060|TYC 7766-345-1                                                                                                                                                                 |Star                                  |12 37 52.2673488696 -43 05 24.049512528|300.3014561163864 +19.7124311009589|  -16.579 0.168   |10.90    |~              |    ~     ~    |    1|  689.085   pc  |  -8.0722     +8.0722    |paral   |2020yCat.1350....0G
2061|TYC 7766-1256-1                                                                                                                                                                |Star                                  |12 38 56.2277753184 -42 24 09.320648544|300.4700956165175 +20.4093965108623|  -23.480 0.492   |10.71    |~              |    ~     ~    |    1|  744.325   pc  |  -7.9225     +7.9225    |paral   |2020yCat.1350....0G
2062|TYC 7766-1669-1                                                                                                                                                                |Star                                  |12 36 06.1920581544 -42 46 26.583217140|299.9379711742728 +20.0085346633268|   -2.990 2.890   |10.64    |~              |    ~     ~    |    1|  662.208   pc  |  -6.7970     +6.7970    |paral   |2020yCat.1350....0G
2063|GSC 07766-02065                                                                                                                                                                |Double or Multiple Star               |12 35 58.1640121344 -42 54 43.108591752|299.9212613047005 +19.8693307007541| -16.140 -9.666   |10.587   |~              |    ~     ~    |    1|  338.857   pc  |  -1.8946     +1.8946    |paral   |2020yCat.1350....0G
2064|TYC 7770-61-1                                                                                                                                                                  |Star                                  |12 39 27.2474487312 -43 19 43.295706588|300.6205558099331 +19.4892659594334|  -23.064 3.027   |10.72    |~              |    ~     ~    |    1|  416.521   pc  | -12.5800    +12.5800    |ST-L    |2020AJ....160...83S
2065|TYC 7770-588-1                                                                                                                                                                 |Star                                  |12 34 52.7489642904 -44 07 03.445845780|299.7963877035318 +18.6532883733574|   -9.474 0.364   |10.76    |~              |    ~     ~    |    1|  978.282   pc  | -29.5724    +29.5724    |paral   |2020yCat.1350....0G
2066|TYC 7770-1499-1                                                                                                                                                                |Star                                  |12 35 57.8848741416 -44 12 15.311335392|300.0073877570826 +18.5796131444315| -35.289 -4.297   |10.66    |~              |    ~     ~    |    1|  145.3531  pc  | -11.4997    +11.4997    |paral   |2018yCat.1345....0G
2067|TYC 7770-1651-1                                                                                                                                                                |Star                                  |12 34 02.8168120752 -43 37 49.335261132|299.6024084298040 +19.1289191350935|-26.306 -17.368   |10.94    |~              |    ~     ~    |    0|                |                         |        |                   
2068|TYC 7770-2360-1                                                                                                                                                                |Star                                  |12 35 28.8189181896 -44 17 41.406299448|299.9222266655968 +18.4836394509861| -12.950 -0.754   |10.94    |~              |    ~     ~    |    1| 1710.279   pc  | -62.3036    +62.3036    |paral   |2020yCat.1350....0G
2069|TYC 7779-71-1                                                                                                                                                                  |High Proper Motion Star               |12 44 59.6718782760 -41 53 42.422324064|301.6479563389037 +20.9605662085827| -54.966 10.465   |10.90    |~              |    ~     ~    |    1|  249.682   pc  |  -0.9351     +0.9351    |paral   |2020yCat.1350....0G
2070|TYC 7779-321-1                                                                                                                                                                 |Star                                  |12 42 57.7125525384 -42 04 13.556175600|301.2497089824297 +20.7736284920626| -38.873 -3.769   |10.94    |~              |    ~     ~    |    1|  386.638   pc  |  -2.2124     +2.2124    |paral   |2020yCat.1350....0G
2071|TYC 7779-473-1                                                                                                                                                                 |Star                                  |12 42 24.0816341064 -42 11 23.309087460|301.1433172258825 +20.6505546569347| -20.102 -3.075   |10.90    |~              |    ~     ~    |    1|  222.658   pc  |  -0.7288     +0.7288    |paral   |2020yCat.1350....0G
2072|TYC 7779-2012-1                                                                                                                                                                |Spectroscopic Binary                  |12 42 17.7669687984 -43 06 01.148590548|301.1591871178002 +19.7399598343156| -13.416 11.231   |10.67    |~              |    ~     ~    |    1|  262.674   pc  | -11.7986    +11.7986    |paral   |2020yCat.1350....0G
2073|TYC 7779-2093-1                                                                                                                                                                |Spectroscopic Binary                  |12 44 50.5869370464 -42 31 35.520400092|301.6362568683980 +20.3286227398415| -20.364 -5.571   |10.55    |~              |    ~     ~    |    1|  328.386   pc  |  -1.8440     +1.8440    |paral   |2020yCat.1350....0G
2074|TYC 7779-2414-1                                                                                                                                                                |Star                                  |12 44 11.9027637840 -42 47 14.592048972|301.5179575996360 +20.0644843502702|  -7.874 -4.706   |10.45    |~              |    ~     ~    |    1|  543.331   pc  |  -6.9079     +6.9079    |paral   |2020yCat.1350....0G
2075|TYC 7783-258-1                                                                                                                                                                 |High Proper Motion Star               |12 40 58.5625966488 -43 11 23.271611316|300.9074934639756 +19.6408231369760|-49.143 -40.403   |10.77    |~              |    ~     ~    |    1|  132.370   pc  |  -0.2821     +0.2821    |paral   |2020yCat.1350....0G
2076|TYC 7783-276-1                                                                                                                                                                 |Star                                  |12 41 44.5087844568 -43 22 34.218087204|301.0634700683718 +19.4603966730157|   2.157 -3.063   |10.86    |~              |    ~     ~    |    1|  897.989   pc  | -12.4183    +12.4183    |paral   |2020yCat.1350....0G
2077|TYC 7783-842-1                                                                                                                                                                 |Spectroscopic Binary                  |12 42 53.6237698344 -43 38 36.190036140|301.2952772944702 +19.2012080501047|   2.463 -6.546   |10.77    |~              |    ~     ~    |    1|  135.790   pc  |  -0.5089     +0.5089    |paral   |2020yCat.1350....0G
2078|TYC 7783-988-1                                                                                                                                                                 |High Proper Motion Star               |12 41 18.0850432776 -43 41 46.695374088|300.9928081608285 +19.1372751298533|  -50.173 0.324   |10.80    |~              |    ~     ~    |    1|  351.692   pc  |  -2.0656     +2.0656    |paral   |2020yCat.1350....0G
2079|TYC 7783-1106-1                                                                                                                                                                |Star                                  |12 41 28.2921197640 -43 36 07.186828392|301.0212379930597 +19.2327739324390|  -37.060 6.772   |10.54    |~              |    ~     ~    |    1|  138.804   pc  |  -1.7580     +1.7580    |ST-L    |2020AJ....160...83S
2080|TYC 7783-1924-1                                                                                                                                                                |Star                                  |12 40 17.2798172472 -44 22 05.971796076|300.8315592139506 +18.4579458961050| -3.233 -10.543   |10.94    |~              |    ~     ~    |    1|  341.717   pc  |  -1.7048     +1.7048    |paral   |2020yCat.1350....0G
2081|CD-69 998                                                                                                                                                                      |Star                                  |12 30 05.7239668392 -70 14 39.380030016|301.1154036932321 -07.4478362204764|  -7.503 -5.370   |10.88    |~              |    ~     ~    |    1|  761.789   pc  |  -6.6737     +6.6737    |paral   |2020yCat.1350....0G
2082|HD 108940                                                                                                                                                                      |Star                                  |12 31 51.4899461448 -70 38 45.526302312|301.2962002732273 -07.8364421734158| -39.072 -5.382   |9.34     |G8/K0III       |    ~     ~    |    1|  293.841   pc  |  -1.2261     +1.2261    |paral   |2020yCat.1350....0G
2083|CPD-70 1490                                                                                                                                                                    |High Proper Motion Star               |12 30 40.9159674072 -71 24 49.889764260|301.2612366257151 -08.6094714755296|-71.386 -10.236   |10.94    |~              |    ~     ~    |    1|  226.342   pc  |  -0.6045     +0.6045    |paral   |2020yCat.1350....0G
2084|HD 108751                                                                                                                                                                      |Star                                  |12 30 31.7090486461 -72 01 22.498928901|301.2995123919171 -09.2174736912769|    9.789 2.007   |8.05     |A8/9III/IV     |    ~     ~    |    1|  152.854   pc  |  -0.4579     +0.4579    |paral   |2020yCat.1350....0G
2085|HD 108764                                                                                                                                                                      |Star                                  |12 30 35.6860659288 -72 15 44.191151388|301.3245462918210 -09.4556087926682| -11.033 -6.753   |10.04    |A0IV/V         |    ~     ~    |    1|  600.601   pc  |  -4.9419     +4.9419    |paral   |2020yCat.1350....0G
2086|* gam Mus                                                                                                                                                                      |Spectroscopic Binary                  |12 32 28.0134336 -72 07 58.759701      |301.4588811965 -09.3155218117      |   -51.34 -5.40   |3.88     |B5V+A:         |    ~     ~    |    1|  102.0867  pc  |  -3.9884     +3.9884    |paral   |2018yCat.1345....0G
2087|HD 109066                                                                                                                                                                      |Star                                  |12 32 38.6764523304 -71 46 23.398247208|301.4457476944132 -08.9556696040333| -14.302 -6.108   |9.56     |B8V            |    ~     ~    |    1|  375.686   pc  |  -1.6796     +1.6796    |paral   |2020yCat.1350....0G
2088|HD 109234                                                                                                                                                                      |Star                                  |12 34 00.8244 -71 54 53.440            |301.5636710 -09.0894021            | -13.989 -5.110   |9.67     |B9.5/A0V       |    ~     ~    |    0|                |                         |        |                   
2089|HD 109082                                                                                                                                                                      |Star                                  |12 32 48.0135092424 -72 22 22.960463304|301.5025536314664 -09.5530421996076|  -14.827 0.728   |8.11     |B9IV           |    ~     ~    |    1|  467.705   pc  |  -4.5500     +4.5500    |paral   |2020yCat.1350....0G
2090|HD 109399                                                                                                                                                                      |Star                                  |12 35 16.5316093632 -72 43 00.841795752|301.7143257668364 -09.8833740518290|  -3.872 -2.753   |7.67     |B0.5III        |    ~     ~    |    1| 2362.949   pc  |-151.3136   +151.3136    |paral   |2020yCat.1350....0G
2091|CD-72 820                                                                                                                                                                      |Star                                  |12 33 00.0918140664 -72 56 34.814187816|301.5599539237785 -10.1203869360018| -32.360 -6.878   |9.96     |~              |    ~     ~    |    1|  248.367   pc  |  -6.4832     +6.4832    |paral   |2020yCat.1350....0G
2092|CD-70 946                                                                                                                                                                      |Spectroscopic Binary                  |12 31 32.2814961528 -71 38 10.960642536|301.3475871480891 -08.8258727025986|  -23.256 2.915   |10.11    |~              |    ~     ~    |    1|  271.341   pc  |  -3.0997     +3.0997    |paral   |2020yCat.1350....0G
2093|CD-70 948                                                                                                                                                                      |Star                                  |12 33 48.6502443888 -71 39 53.622244440|301.5302437916172 -08.8411367077747| -21.061 -5.573   |9.99     |~              |    ~     ~    |    0|                |                         |        |                   
2094|CD-71 855                                                                                                                                                                      |Star                                  |12 33 50.6004499728 -71 42 29.474672292|301.5358514159455 -08.8841488796082|-34.372 -10.430   |9.72     |~              |    ~     ~    |    1|  179.324   pc  |  -0.3698     +0.3698    |paral   |2020yCat.1350....0G
2095|CD-71 849                                                                                                                                                                      |Star                                  |12 31 04.5469672800 -71 44 00.142919592|301.3187053856681 -08.9254339947048|  -8.015 -6.174   |9.46     |~              |    ~     ~    |    1|  570.418   pc  |  -4.3600     +4.3600    |paral   |2020yCat.1350....0G
2096|CD-70 947                                                                                                                                                                      |Double or Multiple Star               |12 33 27.069048 -71 22 42.94632        |301.481241841 -08.557529585        |       -3.4 0.2   |10.736   |~              |    ~     ~    |    0|                |                         |        |                   
2097|TYC 9232-578-1                                                                                                                                                                 |Star                                  |12 30 09.7654351272 -70 20 08.530229904|301.1287975225738 -07.5384754325800|   2.576 -1.642   |10.207   |~              |    ~     ~    |    1| 1120.220   pc  | -61.9700    +61.9700    |ST-L    |2020AJ....160...83S
2098|TYC 9232-1042-1                                                                                                                                                                |Star                                  |12 30 10.5451830192 -70 20 28.233337740|301.1303556894732 -07.5438386015405|  -4.935 -0.680   |10.704   |~              |    ~     ~    |    1| 2548.130   pc  |-298.2000   +298.2000    |ST-L    |2020AJ....160...83S
2099|TYC 9236-130-1                                                                                                                                                                 |High Proper Motion Star               |12 35 38.7992239920 -72 47 07.618269732|301.7465789252701 -09.9500557749000| -49.852 -4.758   |10.75    |~              |    ~     ~    |    1|  231.016   pc  |  -0.5817     +0.5817    |paral   |2020yCat.1350....0G
2100|TYC 9236-438-1                                                                                                                                                                 |Star                                  |12 33 39.5569735176 -72 47 44.561404140|301.5983470541403 -09.9700146264965|  -12.654 7.017   |10.64    |~              |    ~     ~    |    1|  639.264   pc  |  -5.1082     +5.1082    |paral   |2020yCat.1350....0G
2101|TYC 9236-920-1                                                                                                                                                                 |Star                                  |12 33 11.5639386024 -72 34 41.986532064|301.5475563917981 -09.7556419240054|  -25.702 0.563   |10.31    |~              |    ~     ~    |    1|  635.203   pc  |  -4.4787     +4.4787    |paral   |2020yCat.1350....0G
2102|TYC 9236-1111-1                                                                                                                                                                |Star                                  |12 34 03.4692932784 -72 24 57.439436796|301.6018302127076 -09.5891078569106|  -14.644 6.676   |10.23    |~              |    ~     ~    |    1|  109.179   pc  |  -0.1478     +0.1478    |paral   |2020yCat.1350....0G
2103|TYC 9236-2072-1                                                                                                                                                                |Star                                  |12 33 10.9949659752 -72 08 32.138812824|301.5150864770206 -09.3207497731701|  -19.426 5.781   |10.86    |~              |    ~     ~    |    1|  271.003   pc  |  -0.8519     +0.8519    |paral   |2020yCat.1350....0G
2104|TYC 9236-2118-1                                                                                                                                                                |Star                                  |12 30 35.1244705224 -72 50 33.269118540|301.3721363835207 -10.0340100504869| -14.119 -3.769   |10.70    |~              |    ~     ~    |    1|  452.817   pc  |  -2.8296     +2.8296    |paral   |2020yCat.1350....0G
2105|HD 108735                                                                                                                                                                      |Star                                  |12 30 17.6906752416 -72 59 06.858369456|301.3625175395839 -10.1779501281435|-39.521 -10.816   |7.073    |A6IV           |    ~     ~    |    1|  101.850   pc  |  -0.1753     +0.1753    |paral   |2020yCat.1350....0G
2106|HD 108791                                                                                                                                                                      |Star                                  |12 30 42.6541699992 -73 05 19.390327476|301.4019237186521 -10.2785750195589|  -7.219 -8.327   |6.959    |G8/K0II        |    ~     ~    |    1|  334.885   pc  |  -1.9402     +1.9402    |paral   |2020yCat.1350....0G
2107|CPD-72 1265                                                                                                                                                                    |Star                                  |12 32 32.6942035848 -73 10 29.196023916|301.5435713489844 -10.3539787363523|   3.971 -7.550   |10.365   |~              |    ~     ~    |    1|  777.690   pc  | -31.4700    +31.4700    |ST-L    |2020AJ....160...83S
2108|CD-72 821                                                                                                                                                                      |Star                                  |12 33 52.8920712768 -73 11 13.792421292|301.6425119304545 -10.3593857137371| -10.798 -2.448   |10.110   |~              |    ~     ~    |    1|  729.082   pc  | -30.5500    +30.5500    |ST-L    |2020AJ....160...83S
2109|CD-72 827                                                                                                                                                                      |Double or Multiple Star               |12 36 49.2285799584 -73 02 22.943406300|301.8494723480661 -10.1986881873223| -17.216 -0.042   |9.763    |~              |    ~     ~    |    1|  755.230   pc  | -30.9712    +30.9712    |paral   |2020yCat.1350....0G
2110|HD 109048                                                                                                                                                                      |Double or Multiple Star               |12 32 40.0007724 -73 39 23.092527      |301.5888010182 -10.8336390431      |    -2.78 -8.60   |8.19     |G5III+A        |0.0050  0.0    |    0|                |                         |        |                   
2111|HD 109211                                                                                                                                                                      |Star                                  |12 34 02.3719462152 -73 29 56.947248384|301.6758827708119 -10.6698495982914|-17.042 -11.519   |8.94     |A3V            |    ~     ~    |    1|  200.280   pc  |  -0.5977     +0.5977    |paral   |2020yCat.1350....0G
2112|HD 109357                                                                                                                                                                      |Star                                  |12 35 01.1887198584 -73 29 40.115337396|301.7462475323007 -10.6605373552600| -19.147 -5.273   |9.88     |A3/4III/IV     |    ~     ~    |    1|  596.659   pc  | -11.6057    +11.6057    |paral   |2020yCat.1350....0G
2113|CD-72 826                                                                                                                                                                      |Star                                  |12 36 26.1157489800 -73 28 04.914801840|301.8467562147474 -10.6279029753341|  -4.396 -7.918   |10.24    |~              |    ~     ~    |    1|  458.358   pc  |  -3.0884     +3.0884    |paral   |2020yCat.1350....0G
2114|CD-73 768                                                                                                                                                                      |Star                                  |12 37 32.4497282664 -74 01 47.050312872|301.9580644212154 -11.1842721992468|  -14.839 0.717   |10.66    |~              |    ~     ~    |    1|  737.028   pc  |  -8.8543     +8.8543    |paral   |2020yCat.1350....0G
2115|HD 109939                                                                                                                                                                      |Star                                  |12 39 52.3143908664 -74 15 36.756848844|302.1320600832746 -11.4064280174845| -2.956 -31.835   |8.86     |G0V            |    ~     ~    |    1|   69.909   pc  |  -0.4179     +0.4179    |paral   |2020yCat.1350....0G
2116|HD 109049                                                                                                                                                                      |High Proper Motion Star               |12 32 40.9088050704 -74 39 34.461029340|301.6658003148540 -11.8339525581635|-75.215 -18.353   |9.71     |G5(IV)         |    ~     ~    |    1|  139.831   pc  |  -0.2366     +0.2366    |paral   |2020yCat.1350....0G
2117|CD-73 761                                                                                                                                                                      |Star                                  |12 35 47.0655231312 -74 25 55.021172412|301.8605438134118 -11.5927747861809|   10.833 2.727   |9.84     |~              |    ~     ~    |    1|  532.879   pc  |  -3.1803     +3.1803    |paral   |2020yCat.1350....0G
2118|CD-73 763                                                                                                                                                                      |Star                                  |12 36 37.8159858552 -74 33 52.158757320|301.9263120560421 -11.7216607150701|   -0.484 3.366   |9.52     |~              |    ~     ~    |    1|  578.006   pc  | -17.9300    +17.9300    |ST-L    |2020AJ....160...83S
2119|HD 109833                                                                                                                                                                      |High Proper Motion Star               |12 39 06.4022980464 -74 34 26.368773204|302.0948271360651 -11.7222897117852| -50.489 -6.764   |9.31     |G3V            |    ~     ~    |    1|   79.563   pc  |  -0.0747     +0.0747    |paral   |2020yCat.1350....0G
2120|HD 109886                                                                                                                                                                      |Star                                  |12 39 28.3316655648 -74 40 51.444866352|302.1248043785508 -11.8279643760164| -26.073 -7.421   |8.61     |A0V            |    ~     ~    |    1|  221.092   pc  |  -2.9769     +2.9769    |paral   |2020yCat.1350....0G
2121|HD 108792                                                                                                                                                                      |Star                                  |12 30 56.1024429480 -75 24 02.793158100|301.6098156084967 -12.5816858215439|  -9.051 -8.406   |7.49     |B9V            |    ~     ~    |    1|  317.652   pc  |  -2.2300     +2.2300    |paral   |2020yCat.1350....0G
2122|HD 109010                                                                                                                                                                      |Star                                  |12 32 33.4333946328 -75 03 20.783497212|301.6877393417668 -12.2296554359713|  -14.961 1.309   |9.98     |A0V            |    ~     ~    |    1|  303.711   pc  |  -1.1622     +1.1622    |paral   |2020yCat.1350....0G
2123|HD 109050                                                                                                                                                                      |Star                                  |12 32 46.3582659432 -75 11 18.640353732|301.7119770968791 -12.3609937269875|   12.149 7.467   |10.11    |A0V            |    ~     ~    |    1|  454.071   pc  |  -3.6700     +3.6700    |paral   |2020yCat.1350....0G
2124|HD 109067                                                                                                                                                                      |High Proper Motion Star               |12 32 50.2270502592 -75 26 04.852111920|301.7348168119962 -12.6061856194703|-66.150 -24.229   |7.79     |F3IV/V         |    ~     ~    |    1|   97.149   pc  |  -0.1888     +0.1888    |paral   |2020yCat.1350....0G
2125|HD 109183                                                                                                                                                                      |Star                                  |12 33 55.6397561640 -75 19 23.383823844|301.7969197311910 -12.4900175561708| -18.903 -5.357   |9.10     |A1V            |    ~     ~    |    1|  289.570   pc  |  -1.1907     +1.1907    |paral   |2020yCat.1350....0G
2126|HD 109412                                                                                                                                                                      |Star                                  |12 35 36.2279987328 -75 23 46.573419768|301.9101568823384 -12.5559453289743|  -7.517 -3.372   |9.72     |F0IV/V         |    ~     ~    |    1|  513.743   pc  |  -3.4311     +3.4311    |paral   |2020yCat.1350....0G
2127|HD 109507                                                                                                                                                                      |Star                                  |12 36 23.3842230696 -75 26 46.000277736|301.9638700307521 -12.6026558196848|   -7.703 1.465   |10.52    |G8/K1          |    ~     ~    |    1|  669.344   pc  |  -7.0787     +7.0787    |paral   |2020yCat.1350....0G
2128|HD 109700                                                                                                                                                                      |Star                                  |12 37 58.9745910960 -75 26 18.432281040|302.0658422889718 -12.5893368348464|  -11.222 2.551   |10.36    |A8/F0V         |    ~     ~    |    1|  620.848   pc  |  -4.8952     +4.8952    |paral   |2020yCat.1350....0G
2129|HD 109739                                                                                                                                                                      |Star                                  |12 38 11.1261554400 -74 57 21.498296436|302.0528615181839 -12.1068484335491| -14.098 -0.606   |10.24    |A0V            |    ~     ~    |    1|  385.594   pc  |  -2.0370     +2.0370    |paral   |2020yCat.1350....0G
2130|HD 109780                                                                                                                                                                      |Star                                  |12 38 34.0236888024 -74 41 51.846410148|302.0646737272437 -11.8476647812438|   -8.534 4.381   |10.28    |A2V            |    ~     ~    |    1|  547.705   pc  |  -3.9897     +3.9897    |paral   |2020yCat.1350....0G
2131|HD 109834                                                                                                                                                                      |Star                                  |12 39 06.7604670336 -74 46 30.362530296|302.1052746312830 -11.9231393293933|   9.334 -6.793   |9.47     |K0/1III        |    ~     ~    |    1|  431.632   pc  |  -8.7160     +8.7160    |ST-L    |2020AJ....160...83S
2132|HD 109844                                                                                                                                                                      |Star                                  |12 39 12.6033563928 -75 30 17.302517892|302.1480778991015 -12.6516721268376|  -8.570 15.023   |9.96     |G5             |    ~     ~    |    1|  163.074   pc  |  -0.3058     +0.3058    |paral   |2020yCat.1350....0G
2133|HD 110192                                                                                                                                                                      |Star                                  |12 41 40.4492173296 -74 52 04.231292160|302.2806541265758 -12.0084424454963| -23.627 -2.080   |8.85     |K2III          |    ~     ~    |    1|  622.123   pc  |  -6.5796     +6.5796    |paral   |2020yCat.1350....0G
2134|CD-75 594                                                                                                                                                                      |Star                                  |12 40 43.4370351168 -75 42 18.383277420|302.2538215594909 -12.8474671755032| -16.317 -3.462   |10.22    |~              |    ~     ~    |    1|  711.896   pc  |  -5.6254     +5.6254    |paral   |2020yCat.1350....0G
2135|IRAS 12343-7317                                                                                                                                                                |Star                                  |12 37 27.8215643544 -73 33 58.042648188|301.9265793607917 -10.7216593295329| -18.443 -4.382   |10.35    |~              |    ~     ~    |    1| 1456.664   pc  | -37.5571    +37.5571    |paral   |2020yCat.1350....0G
2136|SA 203-441                                                                                                                                                                     |Star                                  |12 30 00.0 -75 47 00                   |301.5831 -12.9678                  |            ~ ~   |10.552   |~              |    ~     ~    |    0|                |                         |        |                   
2137|SA 203-443                                                                                                                                                                     |Star                                  |12 30 24.0 -75 02 00                   |301.5440 -12.2183                  |            ~ ~   |10.583   |~              |    ~     ~    |    0|                |                         |        |                   
2138|SA 203-465                                                                                                                                                                     |Star                                  |12 33 12.0 -73 57 00                   |301.6485 -11.1237                  |            ~ ~   |10.931   |~              |    ~     ~    |    0|                |                         |        |                   
2139|SA 203-487                                                                                                                                                                     |Star                                  |12 36 24.0 -73 29 00                   |301.8451 -10.6433                  |            ~ ~   |10.241   |~              |    ~     ~    |    0|                |                         |        |                   
2140|SA 203-496                                                                                                                                                                     |Star                                  |12 37 18.0 -75 02 00                   |301.9986 -12.1872                  |            ~ ~   |10.676   |~              |    ~     ~    |    0|                |                         |        |                   
2141|SA 203-498                                                                                                                                                                     |Star                                  |12 37 36.0 -74 03 00                   |301.9633 -11.2043                  |            ~ ~   |10.693   |~              |    ~     ~    |    0|                |                         |        |                   
2142|SA 203-500                                                                                                                                                                     |Star                                  |12 37 48.0 -74 40 00                   |302.0113 -11.8193                  |            ~ ~   |10.740   |~              |    ~     ~    |    0|                |                         |        |                   
2143|CD-74 712                                                                                                                                                                      |T Tauri Star                          |12 39 21.2761289184 -75 02 39.186556764|302.1346867420154 -12.1911784580758|-38.300 -12.210   |10.303   |K3Ve           |    ~     ~    |    1|  103.426   pc  |  -0.4358     +0.4358    |ST-L    |2020AJ....160...83S
2144|CD-73 757                                                                                                                                                                      |Star                                  |12 32 56.4817889208 -74 29 07.609031304|301.6702577812745 -11.6590279873724| -6.947 -18.415   |10.28    |~              |    ~     ~    |    1|  299.177   pc  |  -1.0651     +1.0651    |paral   |2020yCat.1350....0G
2145|CD-73 764                                                                                                                                                                      |Star                                  |12 36 38.5317416112 -74 07 34.859139132|301.9009229963447 -11.2842281214811|  -7.880 -2.722   |9.83     |~              |    ~     ~    |    1|  538.586   pc  | -11.4900    +11.4900    |ST-L    |2020AJ....160...83S
2146|CD-73 769                                                                                                                                                                      |Star                                  |12 37 51.4545832488 -74 38 31.793992908|302.0138529998279 -11.7946303955853| -12.971 -4.143   |10.59    |~              |    ~     ~    |    1|  510.960   pc  |  -4.6472     +4.6472    |paral   |2020yCat.1350....0G
2147|TYC 9240-209-1                                                                                                                                                                 |Star                                  |12 30 31.8483011328 -74 15 16.939105164|301.4866748226443 -11.4416551310921| -10.344 -2.704   |10.39    |~              |    ~     ~    |    1| 1132.503   pc  | -18.7254    +18.7254    |paral   |2020yCat.1350....0G
2148|CPD-72 1262                                                                                                                                                                    |Star                                  |12 32 11.6456825472 -73 38 51.531609300|301.5543687970866 -10.8273931029043|  -12.367 3.660   |10.03    |~              |    ~     ~    |    1|  835.841   pc  |  -8.8027     +8.8027    |paral   |2020yCat.1350....0G
2149|CPD-75 823                                                                                                                                                                     |Star                                  |12 32 23.4734260656 -75 45 28.862461692|301.7312857657321 -12.9306902535650|   5.355 -4.836   |10.609   |~              |    ~     ~    |    1|  920.545   pc  | -42.3800    +42.3800    |ST-L    |2020AJ....160...83S
2150|CD-73 760                                                                                                                                                                      |Star                                  |12 34 27.4025655408 -74 05 50.240884272|301.7468439890953 -11.2646280193808|   -6.117 1.297   |10.20    |~              |    ~     ~    |    1| 1143.903   pc  | -14.5245    +14.5245    |paral   |2020yCat.1350....0G
2151|CD-73 762                                                                                                                                                                      |Star                                  |12 36 12.1491881664 -74 11 09.877227000|301.8739898871812 -11.3456332036030| -11.018 -3.859   |10.45    |~              |    ~     ~    |    1|  640.123   pc  |  -3.9337     +3.9337    |paral   |2020yCat.1350....0G
2152|CD-73 765                                                                                                                                                                      |Star                                  |12 36 40.7905843896 -73 47 25.735182396|301.8835655302269 -10.9487823901713|  -25.520 0.117   |10.077   |~              |    ~     ~    |    1|  560.390   pc  | -16.7400    +16.7400    |ST-L    |2020AJ....160...83S
2153|CD-74 704                                                                                                                                                                      |Star                                  |12 37 22.0328173728 -74 59 42.716932296|302.0008796816695 -12.1488937674128| -11.555 -0.633   |10.384   |~              |    ~     ~    |    1| 1319.780   pc  | -90.8400    +90.8400    |ST-L    |2020AJ....160...83S
2154|CD-73 771                                                                                                                                                                      |Star                                  |12 38 02.0764261560 -74 05 23.335909584|301.9958837610356 -11.2424328492238|  -3.455 12.556   |10.284   |~              |    ~     ~    |    1|  831.233   pc  | -34.9400    +34.9400    |ST-L    |2020AJ....160...83S
2155|CD-72 825                                                                                                                                                                      |Star                                  |12 35 30.2146113840 -73 28 56.829097956|301.7803700998269 -10.6463427222817|   -6.610 1.904   |9.57     |~              |    ~     ~    |    1| 1219.512   pc  | -39.4111    +39.4111    |paral   |2020yCat.1350....0G
2156|TYC 9236-519-1                                                                                                                                                                 |Star                                  |12 34 09.3975972336 -73 04 00.313087908|301.6543466308560 -10.2378881240466|   -4.366 0.700   |10.99    |~              |    ~     ~    |    1| 1958.480   pc  | -59.8361    +59.8361    |paral   |2020yCat.1350....0G
2157|TYC 9236-2377-1                                                                                                                                                                |Star                                  |12 32 17.5972991760 -73 04 20.861768028|301.5172654802296 -10.2533209414236|  -5.072 -7.145   |9.98     |~              |    ~     ~    |    1|  579.744   pc  |  -3.4282     +3.4282    |paral   |2020yCat.1350....0G
2158|TYC 9240-87-1                                                                                                                                                                  |Star                                  |12 34 20.6873635608 -74 35 03.889684968|301.7726881509578 -11.7511525625117|   -2.728 3.981   |10.97    |~              |    ~     ~    |    1|  704.225   pc  |  -5.4553     +5.4553    |paral   |2020yCat.1350....0G
2159|TYC 9240-103-1                                                                                                                                                                 |Star                                  |12 37 34.9461529272 -74 50 34.293694740|302.0065407838049 -11.9960123052516| -17.857 -0.227   |10.96    |~              |    ~     ~    |    1|  577.768   pc  |  -3.2714     +3.2714    |paral   |2020yCat.1350....0G
