C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST06:56:10

dec< 0&rah >=11.0&rah< 11.25&(cat='NGC'|Vmag< 11)
-------------------------------------------------

Number of objects : 6648

 #  |                                                                 identifier                                                                 |               typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |     spec. type      |   ang. size   |#Dist| distance Q unit|   err-        err+      | method |     reference     
----|--------------------------------------------------------------------------------------------------------------------------------------------|----------------------------------|---------------------------------------|-----------------------------------|------------------|---------|---------------------|---------------|-----|----------------|-------------------------|--------|-------------------
2871|HD 96860                                                                                                                                    |Star                              |11 08 42.9751126488 -48 29 49.562266128|285.9247188814829 +10.9532555739256|  -27.960 6.754   |9.88     |A7/8IV/V             |    ~     ~    |    1|  371.595   pc  |  -9.3758     +9.3758    |paral   |2020yCat.1350....0G
2872|HD 96911                                                                                                                                    |Star                              |11 08 55.6936693536 -48 31 59.419689744|285.9720233245297 +10.9338543307963|  -27.183 2.522   |9.77     |A8IV                 |    ~     ~    |    1|  341.099   pc  |  -1.8732     +1.8732    |paral   |2020yCat.1350....0G
2873|HD 96910                                                                                                                                    |alpha2 CVn Variable               |11 08 58.1037357072 -48 24 10.307065536|285.9262184095022 +11.0563411216091|  -13.373 5.917   |8.10     |ApSiCr               |    ~     ~    |    1|  581.767   pc  |  -8.4275     +8.4275    |paral   |2020yCat.1350....0G
2874|HD 97026                                                                                                                                    |Star                              |11 09 37.6357586448 -48 37 47.496175788|286.1188813903992 +10.8900331407939|  -23.650 2.780   |8.34     |A0/1V                |    ~     ~    |    1|  197.914   pc  |  -0.8657     +0.8657    |paral   |2020yCat.1350....0G
2875|HD 97045                                                                                                                                    |Star                              |11 09 48.3968711688 -48 23 39.712183620|286.0533506508268 +11.1185121080343|  -2.289 -2.927   |9.73     |A7Vs                 |    ~     ~    |    1|  356.163   pc  |  -2.0423     +2.0423    |paral   |2020yCat.1350....0G
2876|HD 97117                                                                                                                                    |Star                              |11 10 10.5888438624 -48 32 29.480789004|286.1691574815958 +11.0067230199066|  -11.986 1.482   |9.34     |A0V                  |    ~     ~    |    1|  535.504   pc  |  -5.3912     +5.3912    |paral   |2020yCat.1350....0G
2877|HD 96426                                                                                                                                    |Star                              |11 06 15.3772668240 -49 29 46.141897056|285.9508592891823 +09.8761164126141|  -14.652 4.458   |9.67     |A0Vn                 |    ~     ~    |    1|  535.992   pc  |  -5.3148     +5.3148    |paral   |2020yCat.1350....0G
2878|HD 96804                                                                                                                                    |High Proper Motion Star           |11 08 19.8409405848 -49 23 18.565235268|286.2218009534241 +10.1086990686786| -46.713 26.345   |8.31     |K2III                |    ~     ~    |    1|  243.677   pc  |  -1.3895     +1.3895    |paral   |2020yCat.1350....0G
2879|CD-48 6205                                                                                                                                  |Star                              |11 08 52.2766863912 -49 18 39.307954968|286.2731669462798 +10.2145871648419|  -9.053 -5.931   |10.19    |F2                   |    ~     ~    |    1|  174.572   pc  |  -0.4998     +0.4998    |paral   |2020yCat.1350....0G
2880|CD-48 6208                                                                                                                                  |Star                              |11 08 59.6736100200 -49 16 15.905622612|286.2761334524459 +10.2591102062149|-35.848 -13.634   |10.08    |G0                   |    ~     ~    |    1|  132.596   pc  |  -0.2215     +0.2215    |paral   |2020yCat.1350....0G
2881|CD-48 6203                                                                                                                                  |Star                              |11 08 46.1153242344 -49 23 12.527601216|286.2877168993365 +10.1382028690512|   4.826 -5.450   |9.99     |~                    |    ~     ~    |    1|  848.969   pc  |  -9.3697     +9.3697    |paral   |2020yCat.1350....0G
2882|CPD-48 3771                                                                                                                                 |Star                              |11 09 53.9681737080 -48 51 30.204030744|286.2514419304279 +10.6969433594257|  -18.083 7.549   |10.24    |~                    |    ~     ~    |    1|  717.154   pc  |  -6.7889     +6.7889    |paral   |2020yCat.1350....0G
2883|CD-46 6828                                                                                                                                  |Star                              |11 11 42.3551234376 -47 23 54.132343368|285.9601317298782 +12.1601496823267|  -19.107 8.232   |10.296   |~                    |    ~     ~    |    1| 1317.170   pc  | -93.2300    +93.2300    |ST-L    |2020AJ....160...83S
2884|CD-46 6803                                                                                                                                  |Star                              |11 10 36.2121632472 -47 22 21.989482068|285.7739437070267 +12.1117863731699| -14.499 10.126   |9.98     |~                    |    ~     ~    |    1| 1628.134   pc  | -51.6910    +51.6910    |paral   |2020yCat.1350....0G
2885|CD-48 6300                                                                                                                                  |Star                              |11 14 57.2950070304 -49 24 25.789125780|287.2415905848487 +10.5026590239017|   5.133 -1.408   |9.91     |~                    |    ~     ~    |    1| 1577.038   pc  | -47.7514    +47.7514    |paral   |2020yCat.1350....0G
2886|TYC 8204-602-1                                                                                                                              |Star                              |11 13 33.2519473944 -47 36 50.410687752|286.3392765322020 +12.0794654666253|  -16.367 2.629   |10.44    |~                    |    ~     ~    |    1|  578.168   pc  |  -4.5128     +4.5128    |paral   |2020yCat.1350....0G
2887|TYC 8204-662-1                                                                                                                              |Star                              |11 12 03.8474105448 -48 14 31.603758324|286.3466613892677 +11.4036166779554|  -16.850 0.639   |10.98    |~                    |    ~     ~    |    1|  649.182   pc  |  -6.2373     +6.2373    |paral   |2020yCat.1350....0G
2888|TYC 8204-987-1                                                                                                                              |Star                              |11 10 41.6735124456 -47 18 50.963355792|285.7652445224924 +12.1717991922627|   3.311 -5.316   |10.54    |~                    |    ~     ~    |    1|  561.892   pc  |  -4.5148     +4.5148    |paral   |2020yCat.1350....0G
2889|TYC 8204-1093-1                                                                                                                             |Star                              |11 11 31.1929034304 -47 16 44.168721096|285.8834112080887 +12.2583084086725|   -1.951 2.221   |10.98    |~                    |    ~     ~    |    1|  771.069   pc  |  -8.4426     +8.4426    |paral   |2020yCat.1350....0G
2890|TYC 8204-1130-1                                                                                                                             |Star                              |11 10 51.2690251416 -48 05 31.339950684|286.0978860688104 +11.4648214988891| 28.345 -14.669   |10.86    |~                    |    ~     ~    |    1|  301.359   pc  |  -7.2563     +7.2563    |paral   |2020yCat.1350....0G
2891|TYC 8204-1152-1                                                                                                                             |Star                              |11 09 38.6413685352 -48 05 35.463446340|285.9082820563574 +11.3853429191544|   4.098 -1.450   |10.22    |~                    |    ~     ~    |    1|  364.604   pc  |  -2.0472     +2.0472    |paral   |2020yCat.1350....0G
2892|TYC 8204-1385-1                                                                                                                             |Spectroscopic Binary              |11 13 57.6391821216 -47 29 10.390379928|286.3550763660123 +12.2236657389070|   1.196 -4.655   |10.79    |~                    |    ~     ~    |    1|  447.327   pc  |  -2.8414     +2.8414    |paral   |2020yCat.1350....0G
2893|TYC 8204-1466-1                                                                                                                             |Star                              |11 13 20.3889045168 -47 53 43.428444252|286.4136582990068 +11.8052664345765|   -9.077 0.401   |10.60    |~                    |    ~     ~    |    1| 1022.704   pc  | -14.1200    +14.1200    |paral   |2020yCat.1350....0G
2894|TYC 8204-1472-1                                                                                                                             |Star                              |11 13 37.0473736344 -48 24 32.948418492|286.6549399344747 +11.3467723508466|  19.347 -3.593   |10.03    |~                    |    ~     ~    |    1|  392.128   pc  |  -7.9070     +7.9070    |ST-L    |2020AJ....160...83S
2895|TYC 8204-1493-1                                                                                                                             |Star                              |11 12 51.0313841544 -47 28 01.777617192|286.1700141530420 +12.1704611672410| -13.342 -1.336   |10.828   |~                    |    ~     ~    |    1| 1023.310   pc  | -54.0700    +54.0700    |ST-L    |2020AJ....160...83S
2896|TYC 8204-1582-1                                                                                                                             |Star                              |11 12 13.8153215928 -48 11 19.064955624|286.3519645505612 +11.4636108869909|  -14.439 3.654   |10.954   |~                    |    ~     ~    |    1| 1011.820   pc  | -52.4800    +52.4800    |ST-L    |2020AJ....160...83S
2897|TYC 8204-1612-1                                                                                                                             |Star                              |11 14 14.6172150672 -48 19 59.852091900|286.7242952027913 +11.4560727511716|  -19.248 7.578   |10.52    |~                    |    ~     ~    |    1|  310.810   pc  |  -1.4973     +1.4973    |paral   |2020yCat.1350....0G
2898|GSC 08204-01879                                                                                                                             |Double or Multiple Star           |11 12 16.4568111264 -47 32 32.026465464|286.1071977582623 +12.0639999336602|  -22.733 5.767   |10.584   |~                    |    ~     ~    |    1|  581.214   pc  | -21.1000    +21.1000    |ST-L    |2020AJ....160...83S
2899|TYC 8204-1881-1                                                                                                                             |Star                              |11 11 05.0296872912 -47 33 41.555588940|285.9251261955829 +11.9690957004942| -27.789 10.650   |10.641   |~                    |    ~     ~    |    1|  748.644   pc  | -27.4900    +27.4900    |ST-L    |2020AJ....160...83S
2900|TYC 8204-2065-1                                                                                                                             |Star                              |11 12 58.4295772320 -47 34 31.591214472|286.2317327398598 +12.0781730081569|  -10.132 0.076   |10.62    |~                    |    ~     ~    |    1| 1962.709   pc  | -67.7992    +67.7992    |paral   |2020yCat.1350....0G
2901|TYC 8204-2099-1                                                                                                                             |Star                              |11 12 49.4752354704 -47 35 05.941998276|286.2116217479401 +12.0597968230471|   -6.376 1.521   |10.60    |~                    |    ~     ~    |    1| 1619.958   pc  | -36.4773    +36.4773    |paral   |2020yCat.1350....0G
2902|TYC 8204-2132-1                                                                                                                             |Star                              |11 13 27.1970684880 -48 26 03.858663912|286.6388850734276 +11.3131301960797|   -2.534 0.855   |10.645   |~                    |    ~     ~    |    1| 1820.250   pc  |-162.0000   +162.0000    |ST-L    |2020AJ....160...83S
2903|TYC 8204-2177-1                                                                                                                             |Star                              |11 08 52.7310980472 -48 21 19.488890016|285.8933161438794 +11.0941554436329|  -16.112 5.851   |10.95    |~                    |    ~     ~    |    1|  902.446   pc  | -13.9264    +13.9264    |paral   |2020yCat.1350....0G
2904|TYC 8204-2206-1                                                                                                                             |Star                              |11 12 13.9030131384 -48 16 17.155752708|286.3843697220401 +11.3871418937436|  -2.380 -8.006   |10.517   |~                    |    ~     ~    |    1|  873.458   pc  | -30.5500    +30.5500    |ST-L    |2020AJ....160...83S
2905|TYC 8204-2216-1                                                                                                                             |Star                              |11 09 55.7801689320 -48 02 24.868026852|285.9320746336123 +11.4526961780214| -10.902 -1.943   |10.277   |~                    |    ~     ~    |    1|  738.072   pc  | -32.2700    +32.2700    |ST-L    |2020AJ....160...83S
2906|TYC 8204-2236-1                                                                                                                             |Star                              |11 11 00.5675247528 -48 03 22.996686096|286.1082302869019 +11.5076978353473|  6.839 -16.289   |10.00    |~                    |    ~     ~    |    1|  451.916   pc  |  -2.6754     +2.6754    |paral   |2020yCat.1350....0G
2907|TYC 8204-2256-1                                                                                                                             |High Proper Motion Star           |11 13 45.1491564936 -48 25 06.648497976|286.6797058077053 +11.3465108420252|-49.679 -77.739   |10.91    |~                    |    ~     ~    |    1|   78.560   pc  |  -0.0747     +0.0747    |paral   |2020yCat.1350....0G
2908|TYC 8204-2278-1                                                                                                                             |Star                              |11 10 20.7948110304 -48 21 56.832382692|286.1262582126349 +11.1796572489783| -14.861 15.130   |10.24    |~                    |    ~     ~    |    1|  316.907   pc  |  -1.1650     +1.1650    |paral   |2020yCat.1350....0G
2909|TYC 8204-2295-1                                                                                                                             |Star                              |11 13 59.4515969472 -48 20 15.532124100|286.6862108377370 +11.4363183121256|   -8.720 0.044   |10.14    |~                    |    ~     ~    |    1| 1266.464   pc  | -33.3618    +33.3618    |paral   |2020yCat.1350....0G
2910|TYC 8204-2504-1                                                                                                                             |Star                              |11 12 53.4381493584 -48 35 14.905901292|286.6097688186986 +11.1362181045642|  -13.113 0.709   |10.652   |~                    |    ~     ~    |    1|  948.287   pc  | -62.4000    +62.4000    |ST-L    |2020AJ....160...83S
2911|TYC 8204-2633-1                                                                                                                             |Star                              |11 09 16.4531390064 -48 32 10.622000328|286.0269454900910 +10.9534114352164|  -4.475 -3.531   |10.26    |~                    |    ~     ~    |    1|  733.730   pc  |  -6.6757     +6.6757    |paral   |2020yCat.1350....0G
2912|TYC 8204-2701-1                                                                                                                             |Star                              |11 09 11.2879536672 -48 35 28.452064776|286.0354753703188 +10.8972641381418|  -24.390 8.292   |10.62    |~                    |    ~     ~    |    1|  420.362   pc  |  -2.4032     +2.4032    |paral   |2020yCat.1350....0G
2913|TYC 8208-20-1                                                                                                                               |Spectroscopic Binary              |11 09 27.8628021456 -48 47 33.860699052|286.1583072120125 +10.7295593504540|-26.759 -37.202   |10.95    |~                    |    ~     ~    |    1|  171.230   pc  |  -0.4193     +0.4193    |paral   |2020yCat.1350....0G
2914|TYC 8208-34-1                                                                                                                               |Star                              |11 08 50.1056807040 -49 03 51.061614948|286.1694394914746 +10.4393082224318| -12.090 -5.138   |10.90    |~                    |    ~     ~    |    1|  280.371   pc  |  -1.3128     +1.3128    |paral   |2020yCat.1350....0G
2915|TYC 8208-90-1                                                                                                                               |Star                              |11 09 15.5635372272 -48 45 03.644599536|286.1100814102966 +10.7547966341185|  -13.430 6.025   |10.79    |~                    |    ~     ~    |    1| 1046.682   pc  | -23.4446    +23.4446    |paral   |2020yCat.1350....0G
2916|TYC 8208-218-1                                                                                                                              |Star                              |11 14 50.4204128640 -49 35 49.846820208|287.2955017632075 +10.3192452244813| -18.301 11.434   |10.80    |~                    |    ~     ~    |    1|  474.068   pc  |  -2.6744     +2.6744    |paral   |2020yCat.1350....0G
2917|TYC 8208-274-1                                                                                                                              |Star                              |11 11 09.1809934992 -49 18 12.483574596|286.6187254617856 +10.3655272738440| -32.447 10.122   |10.96    |~                    |    ~     ~    |    1|  311.964   pc  |  -1.2165     +1.2165    |paral   |2020yCat.1350....0G
2918|TYC 8208-354-1                                                                                                                              |Star                              |11 07 17.8047601872 -49 14 08.250743832|286.0031879090721 +10.1825671582598|  -13.996 7.313   |10.81    |~                    |    ~     ~    |    1| 1052.410   pc  | -11.7402    +11.7402    |paral   |2020yCat.1350....0G
2919|TYC 8208-534-1                                                                                                                              |Spectroscopic Binary              |11 14 03.4053844920 -49 51 57.866804568|287.2775005056695 +10.0225585234952|  1.239 -12.082   |10.83    |~                    |    ~     ~    |    1|  360.373   pc  |  -3.0389     +3.0389    |paral   |2020yCat.1350....0G
2920|TYC 8208-694-1                                                                                                                              |Star                              |11 09 10.7400644808 -48 46 10.651336284|286.1050716327887 +10.7324864359079| -7.346 -10.061   |10.63    |~                    |    ~     ~    |    1|  285.022   pc  |  -0.9342     +0.9342    |paral   |2020yCat.1350....0G
2921|TYC 8208-720-1                                                                                                                              |High Proper Motion Star           |11 11 46.9592919336 -48 46 22.052132040|286.5091551517483 +10.8953077502615|  -61.032 3.331   |10.74    |~                    |    ~     ~    |    1|   68.494   pc  |  -0.2477     +0.2477    |ST-L    |2020AJ....160...83S
2922|TYC 8208-767-1                                                                                                                              |Star                              |11 09 36.7882225680 -49 06 33.396280920|286.3065953435659 +10.4475208764689|  -13.430 7.678   |10.82    |~                    |    ~     ~    |    1|  618.467   pc  |  -4.9343     +4.9343    |paral   |2020yCat.1350....0G
2923|TYC 8208-772-1                                                                                                                              |Star                              |11 08 24.3270137160 -49 08 09.443063688|286.1323134354876 +10.3456940769091|    1.772 4.410   |10.79    |~                    |    ~     ~    |    1| 1386.386   pc  | -22.2960    +22.2960    |paral   |2020yCat.1350....0G
2924|TYC 8208-836-1                                                                                                                              |Star                              |11 14 35.0668987176 -49 04 14.952545328|287.0575637672454 +10.7926140341854|  -19.671 6.473   |10.53    |~                    |    ~     ~    |    1|  516.502   pc  |  -4.7486     +4.7486    |paral   |2020yCat.1350....0G
2925|TYC 8208-904-1                                                                                                                              |Star                              |11 13 16.6249460232 -49 29 40.582092804|287.0174694938062 +10.3198590060410|  -10.062 0.357   |10.87    |~                    |    ~     ~    |    1|  553.925   pc  |  -4.5411     +4.5411    |paral   |2020yCat.1350....0G
2926|TYC 8208-908-1                                                                                                                              |Star                              |11 09 36.2240832408 -49 12 51.383985588|286.3466749807892 +10.3501935706123|   -8.292 6.277   |10.33    |~                    |    ~     ~    |    1|  969.932   pc  | -12.4181    +12.4181    |paral   |2020yCat.1350....0G
2927|TYC 8208-951-1                                                                                                                              |Star                              |11 11 24.7920247200 -49 15 18.792737460|286.6397938795348 +10.4263470752099|   -2.669 1.047   |10.49    |~                    |    ~     ~    |    1| 1005.834   pc  | -28.6312    +28.6312    |paral   |2020yCat.1350....0G
2928|TYC 8208-955-1                                                                                                                              |Star                              |11 06 59.3874304464 -49 20 51.660962484|286.0017640254866 +10.0598475829769|  -6.340 -0.505   |10.75    |~                    |    ~     ~    |    1|  898.150   pc  | -27.7496    +27.7496    |paral   |2020yCat.1350....0G
2929|TYC 8208-1075-1                                                                                                                             |Star                              |11 07 26.2184192352 -49 28 29.263749960|286.1207991021485 +09.9720559187566|  -22.344 6.013   |10.52    |~                    |    ~     ~    |    1|  825.696   pc  |  -7.7040     +7.7040    |paral   |2020yCat.1350....0G
2930|TYC 8208-1188-1                                                                                                                             |Star                              |11 11 12.2692968624 -49 48 03.665428380|286.8201526796653 +09.9091169213472| -4.049 -11.893   |10.73    |~                    |    ~     ~    |    1|  426.330   pc  |  -2.2174     +2.2174    |paral   |2020yCat.1350....0G
2931|TYC 8208-1200-1                                                                                                                             |Star                              |11 13 52.8020445168 -48 52 36.206938776|286.8746448381728 +10.9295961496615|  -18.698 1.183   |10.93    |~                    |    ~     ~    |    1|  838.153   pc  |  -7.5167     +7.5167    |paral   |2020yCat.1350....0G
2932|TYC 8208-1284-1                                                                                                                             |Star                              |11 10 05.6501896176 -49 49 26.329458612|286.6612915977182 +09.8190343271977|  -13.064 6.048   |10.64    |~                    |    ~     ~    |    1| 1018.745   pc  | -21.7947    +21.7947    |paral   |2020yCat.1350....0G
2933|TYC 8208-1287-1                                                                                                                             |Star                              |11 13 28.0142975784 -49 47 07.388346732|287.1572690993331 +10.0618569695010| -10.841 -3.110   |10.21    |~                    |    ~     ~    |    1| 1451.168   pc  | -32.4307    +32.4307    |paral   |2020yCat.1350....0G
2934|TYC 8208-1318-1                                                                                                                             |Star                              |11 12 14.7556411680 -49 49 50.299141944|286.9893031390476 +09.9457039467619|    2.804 9.613   |10.86    |~                    |    ~     ~    |    1|  332.138   pc  |  -4.5229     +4.5229    |paral   |2020yCat.1350....0G
2935|TYC 8208-1531-1                                                                                                                             |Star                              |11 06 54.3425336184 -49 27 24.810557112|286.0331470095265 +09.9542142759648|   -9.141 5.098   |10.82    |~                    |    ~     ~    |    1| 1070.435   pc  | -17.7604    +17.7604    |paral   |2020yCat.1350....0G
2936|TYC 8208-1548-1                                                                                                                             |Star                              |11 12 15.2119742904 -48 59 33.195129324|286.6672323628353 +10.7215885434372| -21.773 -0.910   |10.68    |~                    |    ~     ~    |    0|                |                         |        |                   
2937|TYC 8208-1581-1                                                                                                                             |Star                              |11 10 26.7337573128 -49 22 04.530121572|286.5357897875955 +10.2617044100873|  -5.292 -7.601   |10.61    |~                    |    ~     ~    |    1|  833.403   pc  |  -7.5013     +7.5013    |paral   |2020yCat.1350....0G
2938|TYC 8208-1633-1                                                                                                                             |Star                              |11 07 40.9745870784 -49 47 01.654350468|286.2819662266730 +09.7040094096082|  -14.470 7.011   |10.90    |~                    |    ~     ~    |    1|  940.557   pc  | -10.2619    +10.2619    |paral   |2020yCat.1350....0G
2939|TYC 8208-1647-1                                                                                                                             |Star                              |11 08 00.6267001800 -49 50 03.878673540|286.3514794888216 +09.6783317319334|   -7.637 1.349   |10.68    |~                    |    ~     ~    |    1|  890.155   pc  | -11.3310    +11.3310    |paral   |2020yCat.1350....0G
2940|TYC 8208-1799-1                                                                                                                             |Star                              |11 13 35.1365407728 -49 54 15.796839060|287.2205384637754 +09.9586788737363|  -34.203 7.696   |10.87    |~                    |    ~     ~    |    1|  181.755   pc  |  -0.4096     +0.4096    |paral   |2020yCat.1350....0G
2941|TYC 8208-1812-1                                                                                                                             |Star                              |11 12 05.2414309920 -49 48 21.707719236|286.9557988124245 +09.9587732848376|   -9.167 2.010   |10.87    |~                    |    ~     ~    |    1| 1290.323   pc  | -22.4766    +22.4766    |paral   |2020yCat.1350....0G
2942|TYC 8208-1900-1                                                                                                                             |Star                              |11 09 36.7323851064 -49 38 02.129652600|286.5136572257113 +09.9640672804848|  -31.046 3.411   |10.64    |~                    |    ~     ~    |    1| 1317.523   pc  | -20.1361    +20.1361    |paral   |2020yCat.1350....0G
2943|TYC 8208-1917-1                                                                                                                             |Star                              |11 11 51.8222386440 -49 59 17.069649288|286.9921692948187 +09.7766918398427|   -8.296 2.730   |10.89    |~                    |    ~     ~    |    1|  966.895   pc  | -40.6900    +40.6900    |ST-L    |2020AJ....160...83S
2944|TYC 8208-1936-1                                                                                                                             |Star                              |11 08 41.9420381784 -49 41 57.776114724|286.4014481282927 +09.8461731233177|   -3.679 3.877   |10.30    |~                    |    ~     ~    |    1|  654.322   pc  |  -5.1376     +5.1376    |paral   |2020yCat.1350....0G
2945|GSC 08208-01956                                                                                                                             |Double or Multiple Star           |11 14 34.399848 -48 52 34.11732        |286.982148485 +10.972662686        |      -6.0 -1.3   |10.554   |~                    |    ~     ~    |    0|                |                         |        |                   
2946|TYC 8208-1999-1                                                                                                                             |Star                              |11 12 37.0746374088 -49 20 00.453498828|286.8547596599390 +10.4287019204798|  -9.309 -0.045   |10.39    |~                    |    ~     ~    |    1| 1149.822   pc  | -15.4685    +15.4685    |paral   |2020yCat.1350....0G
2947|TYC 8208-2098-1                                                                                                                             |Spectroscopic Binary              |11 06 52.4186166408 -49 47 27.077570232|286.1631516884831 +09.6457555804968|  -15.403 2.070   |10.780   |~                    |    ~     ~    |    1|  971.914   pc  | -50.9400    +50.9400    |ST-L    |2020AJ....160...83S
2948|HD 96787                                                                                                                                    |Star                              |11 08 12.1181494464 -50 06 11.987658864|286.4874426317008 +09.4431934683757|  -14.597 2.169   |10.53    |A3/5II/III           |    ~     ~    |    1| 1020.096   pc  | -16.2333    +16.2333    |paral   |2020yCat.1350....0G
2949|HD 97092                                                                                                                                    |Star                              |11 10 03.1190242944 -50 01 51.096432360|286.7360569481825 +09.6256050819875|  -11.749 0.640   |9.35     |A7V                  |    ~     ~    |    1|  500.425   pc  | -28.8240    +28.8240    |paral   |2020yCat.1350....0G
2950|HD 97204                                                                                                                                    |Star                              |11 10 43.7212418736 -50 07 27.675092136|286.8741976449933 +09.5811472589763|   -0.777 6.364   |10.51    |A9IV                 |    ~     ~    |    1|  541.448   pc  |  -4.5441     +4.5441    |paral   |2020yCat.1350....0G
2951|HD 97280                                                                                                                                    |Star                              |11 11 13.8513923520 -50 09 37.504115136|286.9635794328398 +09.5786564413710|-17.345 -19.800   |8.96     |G8/K0IV              |    ~     ~    |    1|  649.007   pc  | -22.7400    +22.7400    |ST-L    |2020AJ....160...83S
2952|HD 97279                                                                                                                                    |Star                              |11 11 16.2985203312 -50 02 35.199542472|286.9242369301118 +09.6895581332104|  -12.827 6.092   |9.881    |G6/K0                |    ~     ~    |    1|  607.799   pc  | -14.8300    +14.8300    |ST-L    |2020AJ....160...83S
2953|HD 97313                                                                                                                                    |Star                              |11 11 24.9702476880 -50 10 08.584247640|286.9947390992107 +09.5820096480209| -12.041 12.076   |7.95     |A2/3V                |    ~     ~    |    1|  185.908   pc  |  -0.7327     +0.7327    |paral   |2020yCat.1350....0G
2954|CD-49 5917                                                                                                                                  |Star                              |11 11 27.0107648544 -50 04 25.224616812|286.9629422562811 +09.6722529566861| -20.568 22.735   |10.35    |G0                   |    ~     ~    |    1|  219.289   pc  |  -0.6492     +0.6492    |paral   |2020yCat.1350....0G
2955|CD-49 5944                                                                                                                                  |Star                              |11 13 16.8096374328 -50 05 47.499005904|287.2474057241670 +09.7621435208597|   -9.833 1.944   |10.60    |~                    |    ~     ~    |    1|  802.182   pc  | -12.2264    +12.2264    |paral   |2020yCat.1350....0G
2956|HD 97667                                                                                                                                    |Star                              |11 13 47.0041121160 -50 05 11.124313836|287.3195253296176 +09.8017156809840|    0.719 0.011   |9.05     |K2III                |    ~     ~    |    1|  603.500   pc  |  -5.5360     +5.5360    |paral   |2020yCat.1350....0G
2957|HD 96349                                                                                                                                    |Star                              |11 05 47.7266617632 -49 57 40.991838408|286.0707601465023 +09.4200260997572|  -13.957 1.580   |9.93     |A1V                  |    ~     ~    |    1|  571.625   pc  |  -4.8033     +4.8033    |paral   |2020yCat.1350....0G
2958|CD-49 5840                                                                                                                                  |Double or Multiple Star           |11 07 07.775952 -49 52 58.36404        |286.238642032 +09.577698453        |      27.0 -4.2   |10.343   |G0                   |    ~     ~    |    0|                |                         |        |                   
2959|HD 96684                                                                                                                                    |Star                              |11 07 36.5055100944 -49 56 56.767872732|286.3370084635357 +09.5474006815008| -12.188 -1.758   |9.18     |A0V(n)               |    ~     ~    |    1|  520.481   pc  |  -5.3367     +5.3367    |paral   |2020yCat.1350....0G
2960|HD 96646                                                                                                                                    |High Proper Motion Star           |11 07 22.1982187032 -50 40 03.765229572|286.5891802704581 +08.8722048660847|  -59.706 9.185   |10.03    |F7/8IV/V             |    ~     ~    |    1|  164.815   pc  |  -0.3558     +0.3558    |paral   |2020yCat.1350....0G
2961|HD 96727                                                                                                                                    |Star                              |11 07 53.0549334120 -50 32 21.984898632|286.6138958692739 +09.0222594813394| -17.022 -0.863   |8.44     |K2II                 |    ~     ~    |    1|  717.566   pc  | -11.9457    +11.9457    |paral   |2020yCat.1350....0G
2962|CD-49 5858                                                                                                                                  |Spectroscopic Binary              |11 08 21.0374107392 -50 35 07.372932972|286.7011283135825 +09.0090868826699| -93.874 27.392   |10.66    |G5                   |    ~     ~    |    1|  169.627   pc  |  -0.3251     +0.3251    |paral   |2020yCat.1350....0G
2963|HD 96845                                                                                                                                    |Double or Multiple Star           |11 08 29.4292 -50 30 00.385            |286.6880187 +09.0962527            |      -25.5 8.8   |9.12     |F7/8V                |    ~     ~    |    0|                |                         |        |                   
2964|HD 96912                                                                                                                                    |Star                              |11 08 56.4702171696 -50 17 05.355030084|286.6697890849457 +09.3224913171039|    0.485 0.106   |9.95     |G6/8IV               |    ~     ~    |    1|  616.295   pc  | -13.3317    +13.3317    |paral   |2020yCat.1350....0G
2965|HD 96961                                                                                                                                    |Spectroscopic Binary              |11 09 12.3306036912 -50 19 49.948135788|286.7272282775901 +09.2968245716883| 48.262 -88.829   |10.19    |G0/3V                |    ~     ~    |    1|  115.578   pc  |  -0.2017     +0.2017    |paral   |2020yCat.1350....0G
2966|HD 97028                                                                                                                                    |Star                              |11 09 40.9002645336 -50 35 32.058539952|286.9008661695098 +09.0850528070248|  -23.695 2.122   |10.17    |A9V                  |    ~     ~    |    1|  629.961   pc  |  -5.5162     +5.5162    |paral   |2020yCat.1350....0G
2967|HD 97218                                                                                                                                    |Star                              |11 10 48.7451051880 -50 17 12.535671300|286.9499541713033 +09.4362654643598| -24.859 13.967   |9.90     |G8/K0                |    ~     ~    |    1|  529.409   pc  |  -3.3913     +3.3913    |paral   |2020yCat.1350....0G
2968|CD-49 5914                                                                                                                                  |Star                              |11 11 24.4510658064 -50 32 11.635052532|287.1355103115801 +09.2417421161068|  -3.092 11.210   |10.28    |F8                   |    ~     ~    |    1|  255.683   pc  |  -1.0133     +1.0133    |paral   |2020yCat.1350....0G
2969|HD 97314                                                                                                                                    |Star                              |11 11 25.7410649160 -50 27 44.421344136|287.1100446275438 +09.3116673901779|  -7.265 -0.090   |9.46     |K0/2II/III           |    ~     ~    |    1|  900.639   pc  | -41.0800    +41.0800    |ST-L    |2020AJ....160...83S
2970|CD-49 5942                                                                                                                                  |Star                              |11 13 15.3451975392 -50 26 46.589241120|287.3767293604395 +09.4364459716258|  -42.079 4.877   |10.44    |G0                   |    ~     ~    |    1|  196.456   pc  |  -0.5558     +0.5558    |paral   |2020yCat.1350....0G
2971|HD 96281                                                                                                                                    |Star                              |11 05 21.3528599832 -51 16 09.727699080|286.5373936225594 +08.1940389168309| -6.380 -13.586   |9.37     |F5V                  |    ~     ~    |    1|  148.179   pc  |  -8.4776     +8.4776    |paral   |2020yCat.1350....0G
