C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST06:56:44

dec >=0&rah >=11.25&rah< 11.5&(cat='NGC'|Vmag< 11)
--------------------------------------------------

Number of objects : 2263

 #  |                                                                 identifier                                                                 |                typ                 |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |     spec. type     |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|--------------------------------------------------------------------------------------------------------------------------------------------|------------------------------------|---------------------------------------|-----------------------------------|------------------|---------|--------------------|---------------|-----|----------------|-----------------------|--------|-------------------
966 |TYC 2520-1052-1                                                                                                                             |Spectroscopic Binary                |11 22 34.6604617560 +32 17 20.602936608|192.5792970207346 +70.0682123959837| -20.033 -6.558   |10.82    |~                   |    ~     ~    |    1|  423.567   pc  |  -4.2520     +4.2520  |paral   |2020yCat.1350....0G
967 |TYC 2520-1211-1                                                                                                                             |Star                                |11 18 55.7008172400 +30 32 38.341061988|197.8528321649332 +69.4920233087831|  15.464 -7.870   |10.48    |~                   |    ~     ~    |    1|  202.437   pc  |  -2.4261     +2.4261  |paral   |2020yCat.1350....0G
968 |TYC 2520-1302-1                                                                                                                             |Star                                |11 19 06.1642845168 +31 15 39.720382344|195.8052790823115 +69.4696446672105|  -31.083 0.373   |10.64    |~                   |    ~     ~    |    1|  883.548   pc  | -21.1558    +21.1558  |paral   |2020yCat.1350....0G
969 |TYC 2520-1966-1                                                                                                                             |Star                                |11 21 25.3675383096 +32 31 55.211990988|191.9972353798690 +69.7879764913768|-16.688 -15.045   |10.63    |~                   |    ~     ~    |    1|  777.786   pc  |  -8.5298     +8.5298  |paral   |2020yCat.1350....0G
970 |TYC 2520-2047-1                                                                                                                             |Star                                |11 17 39.5680264824 +32 47 27.110524164|191.6447809262236 +68.9639876612334|  0.534 -40.631   |10.73    |~                   |    ~     ~    |    1|  150.580   pc  |  -0.3197     +0.3197  |paral   |2020yCat.1350....0G
971 |TYC 2520-2209-1                                                                                                                             |Star                                |11 20 51.2065636200 +32 33 36.151388100|191.9751403000730 +69.6649973269853|  -36.513 0.643   |10.49    |~                   |    ~     ~    |    1|  225.729   pc  |  -1.1006     +1.1006  |paral   |2020yCat.1350....0G
972 |TYC 2520-2231-1                                                                                                                             |Star                                |11 21 24.8104974528 +32 26 44.087838756|192.2449550074748 +69.8003124438545|-39.161 -12.037   |10.34    |~                   |    ~     ~    |    1|  750.976   pc  |  -9.5310     +9.5310  |paral   |2020yCat.1350....0G
973 |TYC 2520-2267-1                                                                                                                             |Star                                |11 16 38.1774307824 +32 57 17.242250256|191.2954449903747 +68.7249660561263| -28.159 -9.818   |10.15    |~                   |    ~     ~    |    1|  132.489   pc  |  -0.2668     +0.2668  |paral   |2020yCat.1350....0G
974 |TYC 2520-2273-1                                                                                                                             |Star                                |11 21 36.9089793912 +32 27 45.041236056|192.1763330515143 +69.8395005589681| -11.047 -7.348   |9.96     |~                   |    ~     ~    |    1|  463.199   pc  |  -3.4329     +3.4329  |paral   |2020yCat.1350....0G
975 |TYC 2523-20-1                                                                                                                               |High Proper Motion Star             |11 25 18.3334632624 +32 13 27.738306696|192.4873577056243 +70.6477232950857|-121.257 -71.241  |10.57    |~                   |    ~     ~    |    1|  127.212   pc  |  -0.3690     +0.3690  |paral   |2020yCat.1350....0G
976 |TYC 2523-81-1                                                                                                                               |Star                                |11 24 42.7331721456 +31 14 23.793305892|195.4834952659829 +70.6636942853457| -21.474 -0.688   |10.64    |~                   |    ~     ~    |    1|  674.946   pc  |  -8.4277     +8.4277  |paral   |2020yCat.1350....0G
977 |TYC 2523-384-1                                                                                                                              |Star                                |11 26 02.7391890000 +31 39 31.090493196|194.1098150273095 +70.8909543215812|-27.089 -18.574   |10.24    |~                   |    ~     ~    |    1|  303.988   pc  |  -1.5340     +1.5340  |paral   |2020yCat.1350....0G
978 |TYC 2523-2549-1                                                                                                                             |Star                                |11 24 17.5012315536 +33 16 12.732650112|189.5416243697465 +70.2388263372740|  -9.612 -9.467   |10.23    |~                   |    ~     ~    |    1| 1087.193   pc  | -20.0938    +20.0938  |paral   |2020yCat.1350....0G
979 |TYC 2523-2620-1                                                                                                                             |High Proper Motion Star             |11 25 02.1861021576 +32 29 25.726882524|191.7283160201266 +70.5454652847921| -53.244 28.601   |10.43    |~                   |    ~     ~    |    1|  130.042   pc  |  -0.3771     +0.3771  |paral   |2020yCat.1350....0G
980 |BD+30 2127                                                                                                                                  |Star                                |11 16 14.2791846024 +30 12 27.195912972|198.8890776664946 +68.9310879519438|-18.272 -17.635   |10.29    |F8                  |    ~     ~    |    1|  298.401   pc  |  -1.4870     +1.4870  |paral   |2020yCat.1350....0G
981 |BD+30 2128                                                                                                                                  |Star                                |11 16 39.3734821896 +29 17 40.583478516|201.4286974767213 +69.0431191409608| -13.582 10.329   |10.61    |K0                  |    ~     ~    |    1|  926.441   pc  | -13.3035    +13.3035  |paral   |2020yCat.1350....0G
982 |BD+29 2140                                                                                                                                  |Star                                |11 15 49.0993820568 +28 26 26.618562960|203.7963962475398 +68.8450389425351|-31.691 -23.845   |9.15     |G5                  |    ~     ~    |    1|  317.148   pc  |  -4.7173     +4.7173  |paral   |2020yCat.1350....0G
983 |HD 98376                                                                                                                                    |High Proper Motion Star             |11 19 18.4721353536 +30 30 01.759763700|197.9615666256825 +69.5764429633573|22.586 -116.119   |9.82     |G                   |    ~     ~    |    1|   94.899   pc  |  -0.3413     +0.3413  |paral   |2020yCat.1350....0G
984 |HD 98424                                                                                                                                    |Star                                |11 19 38.6166498240 +30 31 10.380916380|197.8932088798371 +69.6473337569761|  -12.477 0.391   |8.40     |G5                  |    ~     ~    |    1|  335.278   pc  |  -3.5859     +3.5859  |paral   |2020yCat.1350....0G
985 |HD 99236                                                                                                                                    |Star                                |11 25 25.2899174544 +30 35 02.155311780|197.4175565230662 +70.8825378937222| -12.290 -0.407   |9.42     |F5                  |    ~     ~    |    1|  189.448   pc  |  -0.5958     +0.5958  |paral   |2020yCat.1350....0G
986 |BD+31 2261                                                                                                                                  |Spectroscopic Binary                |11 22 38.7072966720 +30 29 34.863400068|197.8364310876082 +70.2940900933063|   -3.718 4.859   |10.55    |~                   |    ~     ~    |    1|  315.547   pc  |  -8.2543     +8.2543  |paral   |2020yCat.1350....0G
987 |BD+30 2136                                                                                                                                  |Star                                |11 20 04.9801204680 +30 00 47.212075944|199.3360050263925 +69.7703944979847|   -5.251 6.649   |9.77     |K0                  |    ~     ~    |    1|  761.847   pc  | -35.6372    +35.6372  |paral   |2020yCat.1350....0G
988 |HD 98500                                                                                                                                    |Variable Star                       |11 20 11.1787231176 +30 07 13.741287132|199.0226566069388 +69.7876438347331|  15.982 -6.923   |7.20     |M0III               |    ~     ~    |    1|  341.262   pc  |  -2.6087     +2.6087  |paral   |2020yCat.1350....0G
989 |HD 99119                                                                                                                                    |Star                                |11 24 37.0343567208 +30 10 01.874589204|198.7220841373121 +70.7413255530103|   -1.846 2.279   |9.68     |F0                  |    ~     ~    |    1|  332.193   pc  |  -2.6484     +2.6484  |paral   |2020yCat.1350....0G
990 |HD 99165                                                                                                                                    |High Proper Motion Star             |11 24 54.8717007408 +30 07 11.610482376|198.8529632638364 +70.8084855732599| -73.841 -5.037   |9.24     |G5                  |    ~     ~    |    1|  219.756   pc  |  -1.0141     +1.0141  |paral   |2020yCat.1350....0G
991 |BD+30 2152                                                                                                                                  |High Proper Motion Star             |11 25 11.0206675488 +29 48 09.623238984|199.8084471226306 +70.8843055964996| -69.012 85.791   |10.36    |G0                  |    ~     ~    |    1|   80.227   pc  |  -0.1519     +0.1519  |paral   |2020yCat.1350....0G
992 |HD 99207                                                                                                                                    |High Proper Motion Star             |11 25 16.6339815744 +29 45 31.076562456|199.9399465263538 +70.9066515144759| 52.019 -46.391   |7.71     |F0                  |    ~     ~    |    1|  137.654   pc  |  -0.6594     +0.6594  |paral   |2020yCat.1350....0G
993 |HD 99267                                                                                                                                    |Variable Star                       |11 25 38.2107195888 +29 59 14.469561492|199.2280456838673 +70.9725561818760|  -45.018 7.495   |6.876    |F1V                 |    ~     ~    |    1|   93.732   pc  |  -1.9276     +1.9276  |paral   |2020yCat.1350....0G
994 |BD+30 2134                                                                                                                                  |Star                                |11 18 40.7956282800 +29 15 21.414821292|201.5324500297145 +69.4845921340994|    6.527 0.742   |9.21     |K0                  |    ~     ~    |    1|  521.757   pc  |  -4.1924     +4.1924  |paral   |2020yCat.1350....0G
995 |HD 98797                                                                                                                                    |Star                                |11 22 28.0482325008 +29 15 57.150110520|201.4791935074116 +70.3105127958559|    0.733 2.337   |8.80     |G5                  |    ~     ~    |    1|  243.801   pc  |  -1.1234     +1.1234  |paral   |2020yCat.1350....0G
996 |HD 98901                                                                                                                                    |Star                                |11 23 09.8735682408 +29 33 16.349198364|200.6094038624149 +70.4557928045448|  27.569 -7.204   |8.80     |F8                  |    ~     ~    |    1|   80.879   pc  |  -0.1210     +0.1210  |paral   |2020yCat.1350....0G
997 |BD+30 2148                                                                                                                                  |Chemically Peculiar Star            |11 24 21.1584187224 +29 29 44.944812492|200.7623324984212 +70.7159089462779|  3.679 -15.393   |9.73     |A3mF3               |    ~     ~    |    1|  357.743   pc  |  -2.3164     +2.3164  |paral   |2020yCat.1350....0G
998 |BD+30 2155                                                                                                                                  |High Proper Motion Star             |11 25 40.4993035440 +29 40 16.595714316|200.1956225962001 +70.9968001684054|-48.944 -19.251   |10.63    |F5                  |    ~     ~    |    1|  239.143   pc  |  -1.2639     +1.2639  |paral   |2020yCat.1350....0G
999 |BD+30 2156                                                                                                                                  |Star                                |11 25 46.7755179528 +29 16 06.590841888|201.4307917116308 +71.0326702286215| -12.799 -6.243   |10.38    |K2                  |    ~     ~    |    1| 1774.308   pc  | -61.7041    +61.7041  |paral   |2020yCat.1350....0G
1000|HD 98468                                                                                                                                    |Star                                |11 20 00.1168034472 +28 48 27.286122564|202.8233745595813 +69.7720193434564| -11.256 -5.443   |8.72     |K0                  |    ~     ~    |    1|  615.688   pc  |  -6.3684     +6.3684  |paral   |2020yCat.1350....0G
1001|BD+29 2145                                                                                                                                  |Star                                |11 20 00.0510301296 +28 52 36.517186236|202.6231464004917 +69.7725419568338| -7.285 -10.840   |9.70     |K5                  |    ~     ~    |    1|  559.065   pc  |  -4.7821     +4.7821  |paral   |2020yCat.1350....0G
1002|HD 98501                                                                                                                                    |Star                                |11 20 09.9805515720 +28 18 37.590560496|204.2641645496564 +69.7960385236712|  -7.070 10.076   |7.74     |K2                  |    ~     ~    |    1|  574.713   pc  |  -5.9783     +5.9783  |paral   |2020yCat.1350....0G
1003|HD 98970                                                                                                                                    |Star                                |11 23 40.8233525952 +28 43 08.554621188|203.1109106640213 +70.5771267057705|    1.233 5.394   |8.31     |G5                  |    ~     ~    |    1|  494.193   pc  |  -5.7882     +5.7882  |paral   |2020yCat.1350....0G
1004|BD+29 2155                                                                                                                                  |Star                                |11 24 32.0726357040 +28 47 36.097152144|202.8903121567387 +70.7648421942396|  -21.676 3.712   |9.07     |G5                  |    ~     ~    |    1|  503.398   pc  |  -3.8772     +3.8772  |paral   |2020yCat.1350....0G
1005|BD+29 2157                                                                                                                                  |Star                                |11 25 17.2511401128 +28 59 56.455916100|202.2626119608519 +70.9292929498416|-26.742 -15.431   |9.51     |G0                  |    ~     ~    |    1|  247.048   pc  |  -3.0882     +3.0882  |paral   |2020yCat.1350....0G
1006|BD+29 2159                                                                                                                                  |Star                                |11 25 35.4829974480 +28 56 23.122427928|202.4429496301794 +70.9961404725403| -19.704 -4.201   |9.30     |K0                  |    ~     ~    |    1|  359.247   pc  |  -2.2198     +2.2198  |paral   |2020yCat.1350....0G
1007|BD+28 1985                                                                                                                                  |Star                                |11 18 16.2277114560 +27 57 19.598052636|205.2257863645110 +69.3622607054068|-30.254 -17.921   |10.61    |G0                  |    ~     ~    |    1|  160.927   pc  |  -0.4921     +0.4921  |paral   |2020yCat.1350....0G
1008|BD+28 1986                                                                                                                                  |Star                                |11 18 22.4359525056 +27 51 38.153846988|205.4982839951951 +69.3796163814734| -3.134 -20.258   |9.78     |K0                  |    ~     ~    |    1|  660.022   pc  |  -8.2770     +8.2770  |paral   |2020yCat.1350....0G
1009|BD+28 1989                                                                                                                                  |Spectroscopic Binary                |11 20 15.8255996544 +28 09 45.990082944|204.6940066374404 +69.8116721354807|-38.248 -64.152   |10.11    |F5                  |    ~     ~    |    1|  138.104   pc  |  -0.6027     +0.6027  |paral   |2020yCat.1350....0G
1010|TYC 1983-2327-1                                                                                                                             |Star                                |11 21 33.0930983232 +28 42 39.700551708|203.1181637106953 +70.1103063153388|  -4.798 -2.125   |10.78    |G0                  |    ~     ~    |    1| 1251.564   pc  | -29.6052    +29.6052  |paral   |2020yCat.1350....0G
1011|BD+28 2002                                                                                                                                  |Star                                |11 25 19.7430807072 +27 56 36.477495168|205.4926647634492 +70.9184797468476| -24.811 12.052   |9.56     |G5                  |    ~     ~    |    1|  560.067   pc  |  -8.8143     +8.8143  |paral   |2020yCat.1350....0G
1012|BD+29 2151                                                                                                                                  |High Proper Motion Star             |11 22 46.7651806824 +28 38 50.167369464|203.3184027451639 +70.3786560955934| 27.152 -48.591   |10.10    |~                   |    ~     ~    |    1|  173.494   pc  |  -0.5147     +0.5147  |paral   |2020yCat.1350....0G
1013|BD+30 2144                                                                                                                                  |Spectroscopic Binary                |11 23 47.5438601232 +29 28 55.270011036|200.8147948156429 +70.5944515846755|   -2.374 4.618   |10.67    |~                   |    ~     ~    |    1|  352.324   pc  |  -5.9583     +5.9583  |paral   |2020yCat.1350....0G
1014|TYC 1983-495-1                                                                                                                              |Star                                |11 16 37.4273043624 +28 15 30.616392780|204.3229172647382 +69.0146875937008|   -4.427 7.773   |10.92    |~                   |    ~     ~    |    1|  469.065   pc  | -13.6854    +13.6854  |paral   |2020yCat.1350....0G
1015|TYC 1983-750-1                                                                                                                              |Star                                |11 16 08.0297739312 +28 35 07.330187580|203.4016522672523 +68.9191895893471|   0.874 -0.390   |10.85    |~                   |    ~     ~    |    1|  205.330   pc  |  -0.5734     +0.5734  |paral   |2020yCat.1350....0G
1016|TYC 1983-865-1                                                                                                                              |Star                                |11 25 26.8572263832 +28 28 13.547964468|203.8823230787808 +70.9614943493197|-23.827 -19.170   |10.24    |~                   |    ~     ~    |    1|  252.857   pc  |  -1.0550     +1.0550  |paral   |2020yCat.1350....0G
1017|TYC 1983-1033-1                                                                                                                             |High Proper Motion Star             |11 21 03.2957290488 +28 04 02.475028920|204.9938746886046 +69.9817194945536| 71.532 -29.448   |10.14    |~                   |    ~     ~    |    1|  170.759   pc  |  -0.5482     +0.5482  |paral   |2020yCat.1350....0G
1018|TYC 1983-1356-1                                                                                                                             |High Proper Motion Star             |11 21 34.9435307088 +29 40 46.749384768|200.2708561176578 +70.1081598754156|-61.254 -14.818   |10.76    |~                   |    ~     ~    |    1|  294.291   pc  |  -1.5243     +1.5243  |paral   |2020yCat.1350....0G
1019|GSC 01983-01635                                                                                                                             |Double or Multiple Star             |11 24 06.166176 +29 28 49.29816        |200.813945743 +70.662017398        |      -27.8 2.5   |10.871   |~                   |    ~     ~    |    0|                |                       |        |                   
1020|TYC 1983-1674-1                                                                                                                             |Star                                |11 15 56.8826256864 +28 17 39.113467332|204.2054927877964 +68.8676213252906|  6.398 -21.618   |10.86    |~                   |    ~     ~    |    1|  360.907   pc  |  -3.3084     +3.3084  |paral   |2020yCat.1350....0G
1021|TYC 1983-1703-1                                                                                                                             |Star                                |11 22 30.5865055680 +28 13 38.859827664|204.5615616373978 +70.3087113749283|-19.916 -10.203   |10.91    |~                   |    ~     ~    |    1|  229.474   pc  |  -1.5903     +1.5903  |paral   |2020yCat.1350....0G
1022|TYC 1983-1734-1                                                                                                                             |Star                                |11 17 31.2842843760 +29 33 12.552086700|200.6965879849845 +69.2289348746678|-18.271 -25.935   |10.68    |~                   |    ~     ~    |    1| 1688.049   pc  | -51.0062    +51.0062  |paral   |2020yCat.1350....0G
1023|TYC 1983-1842-1                                                                                                                             |Star                                |11 25 38.4335092560 +28 50 23.862949368|202.7494022020168 +71.0071937361394|  -6.074 -0.713   |10.67    |~                   |    ~     ~    |    1|  315.348   pc  |  -6.6031     +6.6031  |paral   |2020yCat.1350....0G
1024|TYC 1983-2276-1                                                                                                                             |High Proper Motion Star             |11 19 10.1100320112 +28 42 51.332443524|203.0838350912949 +69.5879228039781|-126.022 -11.482  |10.50    |~                   |    ~     ~    |    1|   73.357   pc  |  -0.0796     +0.0796  |paral   |2020yCat.1350....0G
1025|TYC 1983-2341-1                                                                                                                             |High Proper Motion Star             |11 25 09.7900288728 +28 01 26.938214220|205.2414236278171 +70.8854074205957|-57.372 -53.968   |10.99    |~                   |    ~     ~    |    1|  155.817   pc  |  -3.0834     +3.0834  |paral   |2020yCat.1350....0G
1026|TYC 2520-142-1                                                                                                                              |Star                                |11 20 45.1653456960 +30 13 02.591151276|198.7229530406676 +69.9047613289712| -12.686 -7.677   |10.95    |~                   |    ~     ~    |    1|  977.135   pc  | -15.5631    +15.5631  |paral   |2020yCat.1350....0G
1027|TYC 2520-579-1                                                                                                                              |Star                                |11 19 09.5134816920 +30 07 22.481844996|199.0468035365034 +69.5655470054147|  -36.704 1.890   |10.81    |~                   |    ~     ~    |    1|  296.736   pc  |  -4.1737     +4.1737  |paral   |2020yCat.1350....0G
1028|TYC 2520-759-1                                                                                                                              |Star                                |11 18 12.5923946544 +30 09 39.720529656|198.9657089881560 +69.3588815099328|    2.481 3.653   |10.63    |~                   |    ~     ~    |    1|  180.398   pc  |  -0.4979     +0.4979  |paral   |2020yCat.1350....0G
1029|TYC 2520-801-1                                                                                                                              |Spectroscopic Binary                |11 20 55.9319766360 +30 20 59.358262848|198.3311822769667 +69.9355499871573| 55.567 -20.023   |10.54    |~                   |    ~     ~    |    1|  139.546   pc  |  -5.7076     +5.7076  |paral   |2020yCat.1350....0G
1030|TYC 2520-985-1                                                                                                                              |Star                                |11 17 19.6820872440 +30 09 37.063481112|198.9922289199446 +69.1684977438411| -42.936 15.973   |10.08    |~                   |    ~     ~    |    1|  251.648   pc  |  -0.9626     +0.9626  |paral   |2020yCat.1350....0G
1031|HD 97799                                                                                                                                    |Double or Multiple Star             |11 15 20.96143 +27 34 15.5988          |206.17795452 +68.69199298          |    -37.12 1.15   |7.1      |A5                  |    ~     ~    |    0|                |                       |        |                   
1032|BD+28 1980                                                                                                                                  |Star                                |11 15 41.4923463528 +27 32 41.662249836|206.2658219145519 +68.7655892664782|  -8.851 -5.005   |9.41     |K2                  |    ~     ~    |    1| 1091.107   pc  | -22.8579    +22.8579  |paral   |2020yCat.1350....0G
1033|BD+28 1981                                                                                                                                  |Star                                |11 16 25.4275118544 +27 25 18.443894124|206.6418027082466 +68.9176280005393|  -11.279 4.747   |9.09     |K0                  |    ~     ~    |    1|  373.385   pc  |  -2.4258     +2.4258  |paral   |2020yCat.1350....0G
1034|HD 97748                                                                                                                                    |Star                                |11 15 05.3722727592 +26 15 43.495162884|209.7277797848840 +68.4957027056067| 11.455 -18.124   |8.60     |F5                  |    ~     ~    |    1|  115.648   pc  |  -0.2782     +0.2782  |paral   |2020yCat.1350....0G
1035|BD+27 1999                                                                                                                                  |Spectroscopic Binary                |11 15 18.7560793392 +27 03 00.071299476|207.6023446485113 +68.6377530720257|-91.179 -13.138   |9.33     |G5                  |    ~     ~    |    1|  113.688   pc  |  -0.2352     +0.2352  |paral   |2020yCat.1350....0G
1036|HD 97777                                                                                                                                    |Star                                |11 15 20.5794764640 +26 27 00.239076972|209.2387046555707 +68.5765448521642| -21.924 -3.450   |8.43     |G8III               |    ~     ~    |    1|  401.332   pc  |  -3.3502     +3.3502  |paral   |2020yCat.1350....0G
1037|BD+27 2001                                                                                                                                  |Star                                |11 15 53.8156353672 +26 46 12.784927656|208.4058448449650 +68.7376318987891| -14.813 -3.615   |9.88     |F0                  |    ~     ~    |    1|  277.770   pc  |  -1.8209     +1.8209  |paral   |2020yCat.1350....0G
1038|HD 97952                                                                                                                                    |Star                                |11 16 16.1542333464 +26 13 01.490597184|209.9483944498790 +68.7517052397001|-24.062 -39.237   |8.93     |G5                  |    ~     ~    |    1|   99.909   pc  |  -0.2146     +0.2146  |paral   |2020yCat.1350....0G
1039|BD+27 2003                                                                                                                                  |Star                                |11 17 21.4454037792 +26 34 15.514786380|209.0601537888150 +69.0386518419555|   -7.186 0.360   |10.14    |F8                  |    ~     ~    |    1|  300.391   pc  |  -1.9852     +1.9852  |paral   |2020yCat.1350....0G
1040|BD+26 2186                                                                                                                                  |Star                                |11 15 41.4568838304 +25 44 49.879358232|211.1730514994874 +68.5543059218023|   2.896 -7.197   |10.62    |K0                  |    ~     ~    |    1|  832.016   pc  | -10.7299    +10.7299  |paral   |2020yCat.1350....0G
1041|BD+26 2187                                                                                                                                  |Star                                |11 16 28.0364699928 +25 48 56.055731472|211.0620418109903 +68.7375659692608|  -0.273 12.278   |9.68     |K2                  |    ~     ~    |    1|  623.908   pc  |  -8.4080     +8.4080  |paral   |2020yCat.1350....0G
1042|BD+28 1995                                                                                                                                  |Star                                |11 22 18.8044275792 +27 48 06.790289472|205.8153349938355 +70.2456552781715|  -13.959 1.052   |10.72    |K0                  |    ~     ~    |    1| 1178.412   pc  | -32.7722    +32.7722  |paral   |2020yCat.1350....0G
1043|BD+28 1993                                                                                                                                  |Star                                |11 21 11.4132823200 +27 29 24.946604196|206.6817793657834 +69.9771363005839|    1.826 0.482   |9.23     |K2                  |    ~     ~    |    1|  741.950   pc  | -10.1841    +10.1841  |paral   |2020yCat.1350....0G
1044|BD+28 2001                                                                                                                                  |Star                                |11 25 15.1375024344 +27 39 55.726278084|206.3384360475965 +70.8869302041712|  -4.162 -5.705   |10.61    |M1                  |    ~     ~    |    1| 1341.022   pc  | -32.0104    +32.0104  |paral   |2020yCat.1350....0G
1045|HD 98153                                                                                                                                    |Star                                |11 17 44.3217293112 +27 21 44.004441276|206.8755816444096 +69.2035574997606|  -4.408 -3.999   |6.963    |A2                  |    ~     ~    |    1|  132.032   pc  |  -2.0762     +2.0762  |paral   |2020yCat.1350....0G
1046|HD 99107                                                                                                                                    |Star                                |11 24 31.8046029984 +27 13 34.350299184|207.6356808290516 +70.6959252531272|-23.511 -13.855   |8.86     |G5                  |    ~     ~    |    1|  221.685   pc  |  -4.9783     +4.9783  |paral   |2020yCat.1350....0G
1047|BD+27 2006                                                                                                                                  |Star                                |11 19 42.2153672208 +26 53 00.844869984|208.3461470782474 +69.5941394745600| -48.960 -5.935   |10.07    |G0                  |    ~     ~    |    1|  190.672   pc  |  -7.8638     +7.8638  |paral   |2020yCat.1350....0G
1048|BD+27 2007                                                                                                                                  |Star                                |11 20 18.2601678000 +27 05 00.753067752|207.8113020073920 +69.7470309321622|-27.274 -16.549   |10.53    |F8                  |    ~     ~    |    1|  270.702   pc  |  -2.9239     +2.9239  |paral   |2020yCat.1350....0G
1049|BD+27 2008                                                                                                                                  |Star                                |11 21 41.8041482208 +26 18 02.342244564|210.1714867968254 +69.9688812920534| -0.872 -13.922   |9.95     |K2                  |    ~     ~    |    1|  951.928   pc  | -20.4794    +20.4794  |paral   |2020yCat.1350....0G
1050|BD+27 2009                                                                                                                                  |High Proper Motion Star             |11 22 22.7892508248 +26 52 11.238087648|208.5641550023426 +70.1863615601566| -91.221 30.066   |9.36     |G0                  |    ~     ~    |    1|  113.838   pc  |  -0.2397     +0.2397  |paral   |2020yCat.1350....0G
1051|BD+27 2011                                                                                                                                  |Star                                |11 22 49.0695123360 +26 40 40.608114708|209.1586632232586 +70.2631957179531|  -1.011 -1.694   |9.91     |K5                  |    ~     ~    |    1|  869.792   pc  | -11.7263    +11.7263  |paral   |2020yCat.1350....0G
1052|BD+27 2013                                                                                                                                  |Star                                |11 23 09.3153294600 +27 03 24.985765512|208.0617066968547 +70.3764729539873| -23.968 26.122   |10.32    |G0                  |    ~     ~    |    1|  207.490   pc  |  -5.5322     +5.5322  |paral   |2020yCat.1350....0G
1053|BD+27 2014                                                                                                                                  |Star                                |11 23 35.3266492560 +27 00 52.347568644|208.2144487786830 +70.4686556167376|   -7.825 8.430   |9.75     |K2                  |    ~     ~    |    1|  342.372   pc  |  -1.7466     +1.7466  |paral   |2020yCat.1350....0G
1054|BD+27 2016                                                                                                                                  |Star                                |11 24 58.4182149552 +27 11 08.544014628|207.7829123119065 +70.7908408071287| -12.555 -8.503   |10.15    |K0                  |    ~     ~    |    1|  725.058   pc  | -11.6182    +11.6182  |paral   |2020yCat.1350....0G
1055|BD+27 2019                                                                                                                                  |Star                                |11 25 48.4071234456 +27 09 25.988466924|207.9171902414083 +70.9730881847399|-26.166 -40.533   |9.96     |F2                  |    ~     ~    |    1|  196.078   pc  |  -0.7190     +0.7190  |paral   |2020yCat.1350....0G
1056|BD+27 2020                                                                                                                                  |Star                                |11 25 50.0059356648 +27 04 15.495019248|208.1823163944548 +70.9715289911884| 12.800 -36.561   |9.48     |K0                  |    ~     ~    |    1|  493.267   pc  |  -8.0536     +8.0536  |paral   |2020yCat.1350....0G
1057|HD 99302                                                                                                                                    |delta Sct Variable                  |11 25 45.7345002072 +26 44 50.011268964|209.1647396833890 +70.9243728738518|  -35.990 0.826   |7.31     |~                   |    ~     ~    |    1|  103.751   pc  |  -0.4349     +0.4349  |paral   |2020yCat.1350....0G
1058|HD 98171                                                                                                                                    |Star                                |11 17 50.9301556632 +25 57 07.332303780|210.8170445648764 +69.0652935985310|  2.326 -26.257   |8.81     |K0                  |    ~     ~    |    1|  961.908   pc  | -18.7829    +18.7829  |paral   |2020yCat.1350....0G
1059|BD+26 2195                                                                                                                                  |Star                                |11 19 32.8072393128 +25 54 08.175756636|211.1153240249831 +69.4355006968925|  -25.771 3.478   |9.99     |K5                  |    ~     ~    |    1|  253.756   pc  |  -0.9337     +0.9337  |paral   |2020yCat.1350....0G
1060|BD+26 2202                                                                                                                                  |High Proper Motion Star             |11 23 24.5387081520 +26 07 34.892141484|210.8305938846465 +70.3263236990270|-123.216 -52.079  |10.53    |K0                  |    ~     ~    |    1|   93.664   pc  |  -0.1693     +0.1693  |paral   |2020yCat.1350....0G
1061|HD 99003                                                                                                                                    |Star                                |11 23 48.9666647880 +25 53 05.798210820|211.5801056738443 +70.3824746198592|   -7.313 1.042   |9.57     |G0                  |    ~     ~    |    1|  364.844   pc  |  -3.1281     +3.1281  |paral   |2020yCat.1350....0G
1062|HD 99195                                                                                                                                    |Star                                |11 25 05.0480779368 +26 08 53.982697164|210.9184896109641 +70.7017858772431|-44.607 -14.822   |8.69     |F8                  |    ~     ~    |    1|  142.183   pc  |  -0.5822     +0.5822  |paral   |2020yCat.1350....0G
1063|BD+26 2207                                                                                                                                  |Star                                |11 24 40.7829490728 +25 46 07.818350196|212.0111410186784 +70.5570696406317|  2.532 -13.100   |10.19    |~                   |    ~     ~    |    1|  304.210   pc  |  -1.6843     +1.6843  |paral   |2020yCat.1350....0G
1064|BD+27 2012                                                                                                                                  |Star                                |11 22 59.2645242264 +26 37 04.151912160|209.3483275182835 +70.2941885403648|-25.374 -13.361   |10.4     |~                   |    ~     ~    |    1| 1863.238   pc  | -65.9615    +65.9615  |paral   |2020yCat.1350....0G
1065|BD+27 2018                                                                                                                                  |High Proper Motion Star             |11 25 38.4499365360 +26 33 29.326789476|209.7300060838957 +70.8766583061166|  -81.292 6.966   |10.8     |~                   |    ~     ~    |    1|   68.999   pc  |  -0.0705     +0.0705  |paral   |2020yCat.1350....0G
