C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST05:32:59

dec >=0&rah >=2.75&rah< 3.0&(cat='NGC'|Vmag< 11)
------------------------------------------------

Number of objects : 4298

 #  |                                               identifier                                                |                typ                 |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |       pm        |  Mag V  |     spec. type      |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|------------------------------------|---------------------------------------|-----------------------------------|-----------------|---------|---------------------|---------------|-----|----------------|-----------------------|--------|-------------------
1731|BD+60 564                                                                                                |Star                                |02 46 41.5869606048 +61 27 26.878380336|136.2512633874081 +01.6026631032332|   2.815 -7.009  |9.79     |B9V                  |    ~     ~    |    1|  532.141   pc  |  -4.5591     +4.5591  |paral   |2020yCat.1350....0G
1732|HD 17993                                                                                                 |Variable Star                       |02 56 29.7429680472 +62 36 34.565705820|136.7666367026722 +03.1461541556975|   5.090 -4.797  |7.05     |M1III                |    ~     ~    |    1|  448.169   pc  |  -4.2180     +4.2180  |paral   |2020yCat.1350....0G
1733|BD+62 494                                                                                                |Double or Multiple Star             |02 57 25.8153455184 +62 45 49.966878636|136.7900155320201 +03.3325666966216|   -3.814 1.914  |8.93     |G0III                |    ~     ~    |    1|  817.461   pc  | -15.5700    +15.5700  |paral   |2020yCat.1350....0G
1734|BD+62 502                                                                                                |Star                                |02 59 52.3999380696 +63 07 15.971499516|136.8675333461037 +03.7784459061750|   1.157 -8.140  |10.54    |K                    |    ~     ~    |    1|  686.766   pc  |  -7.3105     +7.3105  |paral   |2020yCat.1350....0G
1735|BD+61 479                                                                                                |Star                                |02 46 35.8790869008 +61 40 04.933881408|136.1506605610137 +01.7880177186336|  -4.447 -0.259  |9.99     |B9V                  |    ~     ~    |    1|  539.462   pc  |  -4.6563     +4.6563  |paral   |2020yCat.1350....0G
1736|BD+61 483                                                                                                |Star                                |02 48 01.7310979704 +61 41 38.452894656|136.2926310932805 +01.8846392976972|   -0.583 2.726  |9.54     |F5                   |    ~     ~    |    1|  254.007   pc  |  -0.8388     +0.8388  |paral   |2020yCat.1350....0G
1737|HD 17305                                                                                                 |Star                                |02 49 23.8032252456 +61 51 38.962631232|136.3654669964213 +02.1052702898444|  -1.674 -5.435  |8.80     |A1V                  |    ~     ~    |    1|  365.537   pc  |  -3.0198     +3.0198  |paral   |2020yCat.1350....0G
1738|BD+61 487                                                                                                |Emission-line Star                  |02 50 13.6327433232 +62 05 30.821487144|136.3514255435319 +02.3556958422711|   -0.728 0.274  |9.95     |OBe                  |    ~     ~    |    1| 6489.293   pc  |-509.5421   +509.5421  |paral   |2020yCat.1350....0G
1739|BD+60 579                                                                                                |Star                                |02 51 10.3988776536 +60 46 35.965002972|137.0354780641305 +01.2264570539249|  25.937 31.321  |9.84     |G5V                  |    ~     ~    |    1|  133.237   pc  |  -0.2698     +0.2698  |paral   |2020yCat.1350....0G
1740|TYC 3713-829-1                                                                                           |Star                                |02 58 12.3925143168 +59 53 15.193688424|138.2155750252504 +00.8320289999994|  4.453 -25.247  |10.89    |~                    |    ~     ~    |    1|  275.611   pc  |  -1.2002     +1.2002  |paral   |2020yCat.1350....0G
1741|TYC 4047-261-1                                                                                           |Star                                |02 47 14.8357537248 +61 33 13.939639848|136.2694777680227 +01.7181219391546|  -9.853 -3.117  |10.82    |A1V                  |    ~     ~    |    1|  625.078   pc  |  -5.5092     +5.5092  |paral   |2020yCat.1350....0G
1742|TYC 4047-521-1                                                                                           |Star                                |02 47 24.0823037664 +61 08 57.216190200|136.4607139269520 +01.3610024576901|   2.101 -3.792  |10.12    |~                    |    ~     ~    |    1|  609.942   pc  |  -4.6876     +4.6876  |paral   |2020yCat.1350....0G
1743|TYC 4047-552-1                                                                                           |Star                                |02 48 43.9398176976 +61 33 21.613518180|136.4279838521748 +01.7967121414993|  -35.205 5.614  |10.95    |~                    |    ~     ~    |    1|  237.270   pc  |  -0.9965     +0.9965  |paral   |2020yCat.1350....0G
1744|BD+60 569                                                                                                |Star                                |02 48 17.2996629048 +61 15 11.868013620|136.5119552462464 +01.5010625799377|   -1.357 0.617  |10.50    |B8III                |    ~     ~    |    1|  955.566   pc  | -25.3844    +25.3844  |paral   |2020yCat.1350....0G
1745|BD+61 481                                                                                                |Star                                |02 47 33.3881856144 +61 45 10.680639120|136.2166372433115 +01.9135611941668|   0.296 -2.897  |10.31    |B/A                  |    ~     ~    |    1|  853.388   pc  | -10.8512    +10.8512  |paral   |2020yCat.1350....0G
1746|TYC 4047-711-1                                                                                           |Star                                |02 45 26.6909342088 +61 16 59.810764728|136.1904020691864 +01.3813112969687|   15.400 5.139  |9.62     |~                    |    ~     ~    |    1|  702.494   pc  |  -6.9090     +6.9090  |paral   |2020yCat.1350....0G
1747|TYC 4047-942-1                                                                                           |Star                                |02 45 02.7792238416 +61 20 29.997539052|136.1223068256056 +01.4138998948211|    3.813 3.030  |10.34    |~                    |    ~     ~    |    1|  617.360   pc  |  -4.4211     +4.4211  |paral   |2020yCat.1350....0G
1748|TYC 4047-1146-1                                                                                          |Star                                |02 47 23.0191774344 +61 25 14.339470512|136.3416442932894 +01.6049429960164| 11.856 -17.339  |10.91    |~                    |    ~     ~    |    1|  290.225   pc  |  -1.2045     +1.2045  |paral   |2020yCat.1350....0G
1749|TYC 4047-1215-1                                                                                          |Star                                |02 48 21.4323887112 +61 09 09.484348500|136.5631918390688 +01.4140098405083|   1.152 -1.342  |10.97    |B9V                  |    ~     ~    |    1|  657.851   pc  | -48.5566    +48.5566  |paral   |2020yCat.1350....0G
1750|TYC 4047-1402-1                                                                                          |Star                                |02 48 11.3651241072 +61 11 54.150633276|136.5250926480963 +01.4464222393454| -11.590 -3.944  |10.83    |A8V                  |    ~     ~    |    1|  332.734   pc  |  -1.4835     +1.4835  |paral   |2020yCat.1350....0G
1751|BD+60 571                                                                                                |Star                                |02 48 46.0414438920 +61 22 48.511853508|136.5084807292174 +01.6402804573130|   0.101 -6.837  |10.16    |B5                   |    ~     ~    |    1|  876.655   pc  | -11.4510    +11.4510  |paral   |2020yCat.1350....0G
1752|TYC 4047-2135-1                                                                                          |Star                                |02 48 10.0511225904 +61 29 33.516662136|136.3949206255060 +01.7103708708738|    3.757 0.447  |10.77    |~                    |    ~     ~    |    1|  692.761   pc  |  -6.3829     +6.3829  |paral   |2020yCat.1350....0G
1753|TYC 4047-2466-1                                                                                          |Star                                |02 50 56.5285685856 +61 50 08.968098624|136.5402129497565 +02.1632270726719|  31.340 -9.380  |10.57    |~                    |    ~     ~    |    1|  288.900   pc  |  -1.1601     +1.1601  |paral   |2020yCat.1350....0G
1754|TYC 4047-2517-1                                                                                          |Star                                |02 49 44.7337126752 +61 14 12.824153628|136.6768180609687 +01.5628941169938|  0.878 -14.251  |10.69    |~                    |    ~     ~    |    1|  346.332   pc  |  -9.6437     +9.6437  |paral   |2020yCat.1350....0G
1755|TYC 4047-2643-1                                                                                          |Star                                |02 49 21.9414743160 +61 05 11.328925740|136.7016668935735 +01.4076331694883|  -7.297 -1.662  |10.53    |~                    |    ~     ~    |    1|  194.231   pc  | -14.2792    +14.2792  |paral   |2020yCat.1350....0G
1756|BD+60 580a                                                                                               |Star                                |02 51 16.3193116440 +61 35 59.862302880|136.6800726750888 +01.9692619461642|  -1.320 -4.857  |10.88    |A0V                  |    ~     ~    |    1|  555.525   pc  |  -5.4624     +5.4624  |paral   |2020yCat.1350....0G
1757|IRAS 02469+6120                                                                                          |Star                                |02 50 49.9844778816 +61 32 59.188239024|136.6555369163134 +01.9011032645560|  2.338 -10.996  |9.26     |~                    |    ~     ~    |    1|  603.136   pc  |  -7.7484     +7.7484  |paral   |2020yCat.1350....0G
1758|BD+60 577                                                                                                |Star                                |02 51 12.2756291736 +61 33 22.149903456|136.6923731475484 +01.9264552759387|   0.363 -0.960  |10.34    |B/A                  |    ~     ~    |    1|  808.146   pc  | -10.4496    +10.4496  |paral   |2020yCat.1350....0G
1759|BD+60 578                                                                                                |High Proper Motion Star             |02 51 05.5301146512 +60 40 37.592580684|137.0708030536630 +01.1328576140785|  -68.269 6.750  |10.24    |G0V                  |    ~     ~    |    1|  137.747   pc  |  -0.2941     +0.2941  |paral   |2020yCat.1350....0G
1760|BD+60 580b                                                                                               |Star                                |02 51 22.9664242104 +61 35 55.493428848|136.6924177330008 +01.9740356975274|   -4.680 3.835  |10.99    |A0V                  |    ~     ~    |    1|  425.894   pc  |  -2.9022     +2.9022  |paral   |2020yCat.1350....0G
1761|TYC 4048-131-1                                                                                           |Star                                |02 58 55.7549349864 +61 47 31.136479080|137.3998066265015 +02.5553235969473|  -24.611 3.509  |9.67     |G8III                |    ~     ~    |    1|  363.451   pc  |  -2.0079     +2.0079  |paral   |2020yCat.1350....0G
1762|TYC 4048-227-1                                                                                           |Star                                |02 53 27.3040350264 +61 38 54.833469828|136.8902554080933 +02.1290069604669|  -3.672 -2.471  |10.82    |~                    |    ~     ~    |    0|                |                       |        |                   
1763|TYC 4048-515-1                                                                                           |Star                                |02 58 53.5501143048 +61 36 18.875826216|137.4838687801011 +02.3884788944224|   5.623 -0.728  |10.65    |~                    |    ~     ~    |    1|  246.828   pc  |  -1.4256     +1.4256  |paral   |2020yCat.1350....0G
1764|BD+61 502                                                                                                |Spectroscopic Binary                |02 57 41.1750821856 +61 43 15.517603200|137.3030410665888 +02.4237169626110|   -6.217 5.120  |10.33    |F5                   |    ~     ~    |    1|  431.648   pc  |  -3.2420     +3.2420  |paral   |2020yCat.1350....0G
1765|BD+60 593                                                                                                |Star                                |02 56 57.0973543368 +60 59 32.817473880|137.5639884136751 +01.7377875253088| 25.342 -32.098  |9.56     |F8                   |    ~     ~    |    1|  173.316   pc  |  -0.4175     +0.4175  |paral   |2020yCat.1350....0G
1766|TYC 4048-767-1                                                                                           |Star                                |02 51 45.8127534264 +61 29 15.313888284|136.7826185295493 +01.8947432188543|   -2.805 5.136  |10.99    |A7V                  |    ~     ~    |    1|  498.828   pc  |  -3.7324     +3.7324  |paral   |2020yCat.1350....0G
1767|TYC 4048-783-1                                                                                           |Star                                |02 59 40.8845278032 +61 31 46.857286632|137.6024093911799 +02.3661244837867|  -12.688 2.971  |10.88    |~                    |    ~     ~    |    1|  223.459   pc  |  -1.0586     +1.0586  |paral   |2020yCat.1350....0G
1768|TYC 4048-851-1                                                                                           |Star                                |02 57 45.3598868064 +61 50 23.839615608|137.2547988057894 +02.5328080259485|  11.478 -8.450  |10.43    |A3                   |    ~     ~    |    1|  600.204   pc  |  -5.6919     +5.6919  |paral   |2020yCat.1350....0G
1769|BD+60 582                                                                                                |Pulsating Variable                  |02 53 04.7107392648 +61 15 20.805827508|137.0274903116794 +01.7582070523237|   1.575 -3.772  |10.91    |B9V                  |    ~     ~    |    1| 1115.822   pc  | -30.2549    +30.2549  |paral   |2020yCat.1350....0G
1770|BD+60 584                                                                                                |Star                                |02 53 11.3800095984 +60 37 25.469183028|137.3245853689568 +01.2001316197880|   2.729 -1.822  |9.87     |B8V                  |    ~     ~    |    1|  841.397   pc  | -11.0440    +11.0440  |paral   |2020yCat.1350....0G
1771|TYC 4048-1131-1                                                                                          |Star                                |02 55 07.1676314784 +60 30 51.653412036|137.5855278774856 +01.2103471670761| 43.350 -14.819  |10.66    |~                    |    ~     ~    |    1|  165.538   pc  |  -1.0002     +1.0002  |paral   |2020yCat.1350....0G
1772|TYC 4048-1198-1                                                                                          |Star                                |02 55 20.4713007024 +60 34 42.023413128|137.5804646620152 +01.2797175559988|  -4.140 -1.702  |10.28    |~                    |    ~     ~    |    1| 1415.028   pc  | -43.6502    +43.6502  |paral   |2020yCat.1350....0G
1773|TYC 4048-1438-1                                                                                          |High Proper Motion Star             |02 55 02.6149025496 +60 37 09.048992160|137.5292845355654 +01.2993127323046| 51.239 -64.034  |10.98    |~                    |    ~     ~    |    1|  163.393   pc  |  -0.6621     +0.6621  |paral   |2020yCat.1350....0G
1774|TYC 4048-1453-1                                                                                          |Star                                |02 59 22.0069615704 +61 18 29.317257828|137.6739233583029 +02.1530771970009|   -7.519 0.620  |10.71    |~                    |    ~     ~    |    1|  193.439   pc  |  -0.5650     +0.5650  |paral   |2020yCat.1350....0G
1775|TYC 4048-1455-1                                                                                          |Star                                |02 58 07.0775873304 +60 42 24.409848960|137.8227845762917 +01.5510819893609|   -0.302 0.695  |10.73    |B9V                  |    ~     ~    |    1| 1045.041   pc  | -20.8593    +20.8593  |paral   |2020yCat.1350....0G
1776|TYC 4048-1656-1                                                                                          |Star                                |02 57 37.9284650400 +60 06 17.290443708|138.0506610421296 +00.9906601090331|  8.838 -14.988  |10.9     |~                    |    ~     ~    |    1|  239.550   pc  | -22.2937    +22.2937  |paral   |2020yCat.1350....0G
1777|[NBM54] 30                                                                                               |Long-Period Variable                |02 56 49.3419144168 +60 47 49.884847620|137.6405712352533 +01.5574736755887|   8.885 -5.895  |10.78    |M1                   |    ~     ~    |    1| 1102.536   pc  | -34.0364    +34.0364  |paral   |2020yCat.1350....0G
1778|TYC 4048-1760-1                                                                                          |High Proper Motion Star             |02 57 50.3792259480 +60 01 51.018202632|138.1080442656060 +00.9372847871745| 95.385 -44.187  |10.68    |~                    |    ~     ~    |    1|  182.063   pc  |  -0.4442     +0.4442  |paral   |2020yCat.1350....0G
1779|TYC 4048-1944-1                                                                                          |Star                                |02 56 57.9733658568 +60 33 52.496781732|137.7640000478058 +01.3595046487821|-23.861 -20.458  |10.43    |K2V                  |    ~     ~    |    1|   80.732   pc  |  -1.0207     +1.0207  |paral   |2020yCat.1350....0G
1780|TYC 4048-1960-1                                                                                          |Star                                |02 57 20.9350405944 +60 32 23.358080616|137.8171702266958 +01.3594086205237| 26.012 -13.805  |10.75    |~                    |    ~     ~    |    1|  349.467   pc  |  -1.3678     +1.3678  |paral   |2020yCat.1350....0G
1781|TYC 4051-2769-1                                                                                          |Star                                |02 49 34.0723748712 +62 01 47.564157252|136.3093415833308 +02.2660167085854| 26.886 -29.545  |10.55    |~                    |    ~     ~    |    1|  247.060   pc  |  -0.8545     +0.8545  |paral   |2020yCat.1350....0G
1782|TYC 4051-3080-1                                                                                          |Star                                |02 51 20.9044361520 +62 07 33.039564600|136.4540101492353 +02.4442413594197|   -2.374 1.863  |9.91     |~                    |    ~     ~    |    1| 1008.065   pc  | -11.8895    +11.8895  |paral   |2020yCat.1350....0G
1783|TYC 4052-674-1                                                                                           |Star                                |02 56 30.6474989112 +62 20 37.531108968|136.8913248007793 +02.9112673604539|   7.084 -3.374  |10.68    |A2V                  |    ~     ~    |    1|  753.466   pc  |  -8.3454     +8.3454  |paral   |2020yCat.1350....0G
1784|TYC 4052-858-1                                                                                           |Star                                |02 55 01.0320283248 +61 57 56.026972224|136.9104434391933 +02.4952333019775|   3.638 -3.119  |10.23    |B/A                  |    ~     ~    |    1|  615.120   pc  |  -7.9458     +7.9458  |paral   |2020yCat.1350....0G
1785|BD+61 498                                                                                                |Star                                |02 55 39.4533900480 +62 10 36.597315324|136.8801762851501 +02.7173656186133|  -1.466 -1.258  |10.69    |B/A                  |    ~     ~    |    1|  732.762   pc  |  -8.3226     +8.3226  |paral   |2020yCat.1350....0G
1786|TYC 4052-882-1                                                                                           |Star                                |02 55 06.3886819920 +62 16 27.953288904|136.7782424796708 +02.7746407246537|   -4.679 1.372  |10.69    |~                    |    ~     ~    |    1|  826.310   pc  |  -9.0128     +9.0128  |paral   |2020yCat.1350....0G
1787|BD+61 503                                                                                                |High Proper Motion Star             |02 57 55.1197251048 +62 17 09.533096484|137.0631914145709 +02.9361347447970|-15.607 -50.214  |10.27    |F8                   |    ~     ~    |    1|  211.824   pc  |  -0.6013     +0.6013  |paral   |2020yCat.1350....0G
1788|TYC 4052-910-1                                                                                           |High Proper Motion Star             |02 59 44.2916173872 +62 12 46.618659684|137.2847527816171 +02.9712795238360| 48.851 -37.447  |10.60    |~                    |    ~     ~    |    1|  186.352   pc  |  -0.4306     +0.4306  |paral   |2020yCat.1350....0G
1789|TYC 4052-924-1                                                                                           |Star                                |02 51 49.3186104762 +61 54 50.331477643|136.5983145450200 +02.2793687856226|  -18.30 -15.50  |10.53    |~                    |    ~     ~    |    0|                |                       |        |                   
1790|TYC 4052-937-1                                                                                           |Star                                |02 58 46.2727148064 +62 47 30.775136064|136.9126427605644 +03.4290851878831|  11.264 -6.644  |10.34    |~                    |    ~     ~    |    1|  526.954   pc  |  -4.1097     +4.1097  |paral   |2020yCat.1350....0G
1791|TYC 4052-952-1                                                                                           |Star                                |02 54 14.8130271648 +62 09 15.070805244|136.7439391276212 +02.6219304490248|  -8.736 -6.094  |10.47    |~                    |    ~     ~    |    1|  679.763   pc  | -15.8955    +15.8955  |paral   |2020yCat.1350....0G
1792|TYC 4052-1060-1                                                                                          |High Proper Motion Star             |02 59 38.6326499208 +62 07 21.503538192|137.3178202102562 +02.8865066348942| -61.764 77.003  |10.35    |~                    |    ~     ~    |    1|  120.370   pc  |  -0.2086     +0.2086  |paral   |2020yCat.1350....0G
1793|TYC 4052-1199-1                                                                                          |Star                                |02 59 08.2583992704 +62 42 30.744545580|136.9890230743679 +03.3753100673478|   6.312 -5.431  |10.83    |~                    |    ~     ~    |    1|  670.017   pc  |  -7.4521     +7.4521  |paral   |2020yCat.1350....0G
1794|TYC 4052-1250-1                                                                                          |High Proper Motion Star             |02 57 38.2414531992 +62 09 18.637867512|137.0952939772560 +02.8051535557653| 95.287 -37.395  |10.94    |~                    |    ~     ~    |    1|  156.196   pc  |  -0.3294     +0.3294  |paral   |2020yCat.1350....0G
1795|TYC 4052-1262-1                                                                                          |Star                                |02 52 43.5196266024 +62 19 39.331206840|136.5072388891837 +02.6964377801974|  -5.101 -0.045  |10.61    |B9V                  |    ~     ~    |    1|  636.902   pc  |  -6.1252     +6.1252  |paral   |2020yCat.1350....0G
1796|TYC 4052-1279-1                                                                                          |High Proper Motion Star             |02 58 57.3422889120 +62 59 57.967119132|136.8333557116117 +03.6221067460407| 46.435 -39.327  |10.89    |~                    |    ~     ~    |    1|  192.652   pc  |  -5.4039     +5.4039  |paral   |2020yCat.1350....0G
1797|TYC 4052-1355-1                                                                                          |Star                                |02 57 38.0978414520 +62 48 01.052354196|136.7937576426649 +03.3756923185171|  -0.529 -0.001  |10.25    |~                    |    ~     ~    |    1|  817.461   pc  | -10.2241    +10.2241  |paral   |2020yCat.1350....0G
1798|TYC 4052-1450-1                                                                                          |Double or Multiple Star             |02 53 11.719416 +62 09 59.95008        |136.628729276 +02.577415036        |     12.7 -26.9  |10.649   |~                    |    ~     ~    |    0|                |                       |        |                   
1799|TYC 4052-1741-1                                                                                          |Star                                |02 59 28.2528657120 +62 42 03.193098012|137.0263810606892 +03.3865955167765|   0.003 -1.868  |9.93     |~                    |    ~     ~    |    1|  952.835   pc  | -13.5276    +13.5276  |paral   |2020yCat.1350....0G
1800|TYC 4052-1991-1                                                                                          |Star                                |02 56 44.8252802256 +62 30 04.763531124|136.8425523583347 +03.0635901112759|   -8.183 5.553  |9.92     |~                    |    ~     ~    |    1|  534.931   pc  |  -3.8344     +3.8344  |paral   |2020yCat.1350....0G
1801|TYC 4052-2157-1                                                                                          |Star                                |02 56 26.9763809664 +62 29 57.876693216|136.8129563353942 +03.0459986652048|   -3.80 -19.00  |10.06    |G8V                  |    ~     ~    |    0|                |                       |        |                   
1802|TYC 4052-2234-1                                                                                          |Star                                |02 59 09.9913567272 +62 48 41.761045044|136.9432610575480 +03.4677525508803|  -3.634 -6.075  |10.32    |~                    |    ~     ~    |    1|  298.918   pc  |  -1.5279     +1.5279  |paral   |2020yCat.1350....0G
1803|TYC 4052-2336-1                                                                                          |Star                                |02 54 14.0313841056 +62 25 31.674361908|136.6190408295658 +02.8628258838324|  -0.126 -3.876  |10.41    |B/A                  |    ~     ~    |    1|  898.069   pc  | -18.9534    +18.9534  |paral   |2020yCat.1350....0G
1804|TYC 3713-1110-1                                                                                          |Star                                |02 59 01.3792958064 +59 54 20.476272132|138.2974992878333 +00.8960550024440|   -2.188 2.444  |10.87    |A1                   |    ~     ~    |    1|  177.4025  pc  | -15.0151    +15.0151  |paral   |2018yCat.1345....0G
1805|TYC 4047-1051-1                                                                                          |Star                                |02 47 30.9825703488 +61 03 00.185087088|136.5160725092162 +01.2775406935240|   -4.201 2.487  |10.98    |A8V                  |    ~     ~    |    1|  565.419   pc  |  -5.8825     +5.8825  |paral   |2020yCat.1350....0G
1806|BD+60 590                                                                                                |Double or Multiple Star             |02 55 30.2026045824 +61 12 16.721654616|137.3107327938758 +01.8453556642108|  3.296 -14.986  |10.401   |A3V                  |    ~     ~    |    0|                |                       |        |                   
1807|TYC 4048-1594-1                                                                                          |Star                                |02 57 55.4784211132 +60 32 22.745921016|137.8799067276123 +01.3922319038340|   -3.574 1.607  |10.41    |A0/2V                |    ~     ~    |    0|                |                       |        |                   
1808|TYC 4048-211-1                                                                                           |Star                                |02 56 58.1938482312 +61 43 45.051334356|137.2240538579860 +02.3915260264409|  6.953 -18.543  |10.14    |A3                   |    ~     ~    |    1|  317.299   pc  |  -1.8525     +1.8525  |paral   |2020yCat.1350....0G
1809|BD+60 562                                                                                                |Pulsating Variable                  |02 45 17.9264632128 +61 12 35.277181848|136.2056982098090 +01.3073228272445| 15.018 -11.830  |10.52    |A2                   |    ~     ~    |    1|  317.743   pc  |  -1.4639     +1.4639  |paral   |2020yCat.1350....0G
1810|HD 16893                                                                                                 |Star                                |02 45 59.5047164136 +67 48 31.080991248|133.4477534531441 +07.3068033815621|   3.834 -7.428  |8.55     |A2                   |    ~     ~    |    1|  296.974   pc  |  -1.5522     +1.5522  |paral   |2020yCat.1350....0G
1811|BD+67 227                                                                                                |Star                                |02 46 48.3403098360 +67 44 00.920820984|133.5504054117722 +07.2723129626763|  12.734 -5.537  |9.10     |K2                   |    ~     ~    |    1|  412.065   pc  |  -3.2941     +3.2941  |paral   |2020yCat.1350....0G
1812|HD 17172                                                                                                 |Double or Multiple Star             |02 48 50.6843475672 +67 21 26.379859932|133.8923836223031 +07.0186581342295| 63.941 -34.045  |8.84     |F5                   |    ~     ~    |    1|   93.980   pc  |  -0.2040     +0.2040  |paral   |2020yCat.1350....0G
1813|BD+66 233                                                                                                |Star                                |02 49 56.6817347280 +66 56 16.712466936|134.1752825585539 +06.6894644906715|   -6.621 9.633  |8.97     |F8                   |    ~     ~    |    1|  188.832   pc  |  -0.5099     +0.5099  |paral   |2020yCat.1350....0G
1814|BD+66 236                                                                                                |Star                                |02 55 13.9346551824 +67 09 03.044676744|134.5415399975755 +07.1124210139748| 40.026 -26.918  |9.31     |F2                   |    ~     ~    |    1|  172.138   pc  |  -0.4089     +0.4089  |paral   |2020yCat.1350....0G
1815|BD+65 292                                                                                                |Star                                |02 48 14.5769796528 +66 36 03.893240196|134.1727766405945 +06.3131021708015| 14.530 -13.364  |9.99     |F8                   |    ~     ~    |    1|  174.566   pc  |  -0.4601     +0.4601  |paral   |2020yCat.1350....0G
1816|HD 17849                                                                                                 |High Proper Motion Star             |02 55 26.2690619280 +66 22 04.784131812|134.9232897195333 +06.4271768781169| 12.497 -49.221  |9.00     |F8                   |    ~     ~    |    1|  155.591   pc  |  -0.3462     +0.3462  |paral   |2020yCat.1350....0G
1817|BD+65 290                                                                                                |Double or Multiple Star             |02 47 09.6338793864 +65 51 13.461716052|134.4006577611026 +05.5926542814042| 49.555 -50.224  |9.35     |F8                   |    ~     ~    |    1|  165.714   pc  |  -2.6582     +2.6582  |paral   |2020yCat.1350....0G
1818|BD+65 291                                                                                                |Star                                |02 47 09.4203315096 +65 43 18.705778680|134.4576364187748 +05.4735946281065| 14.763 -16.967  |9.09     |B8                   |    ~     ~    |    1|  184.642   pc  |  -0.5318     +0.5318  |paral   |2020yCat.1350....0G
1819|BD+65 295                                                                                                |Star                                |02 48 59.8090321560 +65 56 14.876700792|134.5335648802900 +05.7497129177138|  16.803 -6.515  |9.68     |F0                   |    ~     ~    |    1|  187.101   pc  |  -0.4691     +0.4691  |paral   |2020yCat.1350....0G
1820|BD+65 298                                                                                                |Star                                |02 50 20.3234377848 +66 04 38.950292460|134.5944955880453 +05.9355605049503|  -44.152 6.871  |9.72     |F8                   |    ~     ~    |    1|  123.559   pc  |  -0.2336     +0.2336  |paral   |2020yCat.1350....0G
1821|BD+64 343                                                                                                |Star                                |02 45 47.8306480920 +65 24 55.730295072|134.4624762248615 +05.1365244494104|   5.978 -7.907  |10.40    |A2                   |    ~     ~    |    1|  373.580   pc  |  -2.5121     +2.5121  |paral   |2020yCat.1350....0G
1822|V* TW Cas                                                                                                |Eclipsing Binary                    |02 45 54.8228245104 +65 43 35.047577280|134.3398006066613 +05.4226983046005|  12.429 -9.835  |8.38     |A0V                  |    ~     ~    |    1|  287.167   pc  |  -2.0369     +2.0369  |paral   |2020yCat.1350....0G
1823|GSC 04059-00411                                                                                          |Double or Multiple Star             |02 46 33.3468061272 +67 10 06.585157056|133.7746760528166 +06.7523544198213|    1.156 5.128  |10.387   |~                    |    ~     ~    |    1|  159.711   pc  |  -0.5382     +0.5382  |paral   |2020yCat.1350....0G
1824|TYC 4059-471-1                                                                                           |Star                                |02 47 26.4006372816 +67 12 18.154071720|133.8365424705632 +06.8224110692041|   -5.410 0.976  |10.30    |~                    |    ~     ~    |    1|  297.336   pc  |  -1.3261     +1.3261  |paral   |2020yCat.1350....0G
1825|TYC 4059-551-1                                                                                           |Star                                |02 46 06.7895569128 +67 11 17.496321000|133.7271282190326 +06.7516455841962|   2.104 -7.212  |10.68    |~                    |    ~     ~    |    1|  590.667   pc  |  -4.7100     +4.7100  |paral   |2020yCat.1350....0G
1826|TYC 4059-580-1                                                                                           |Star                                |02 48 21.0950233536 +65 59 57.713316216|134.4469641886911 +05.7765972617069|  -3.165 -3.131  |10.17    |~                    |    ~     ~    |    1|  432.526   pc  |  -2.5069     +2.5069  |paral   |2020yCat.1350....0G
1827|TYC 4059-624-1                                                                                           |Star                                |02 50 13.9853928264 +66 18 38.568649068|134.4808579145687 +06.1398592266491|  -38.960 9.154  |10.02    |~                    |    ~     ~    |    1|  196.781   pc  |  -0.5847     +0.5847  |paral   |2020yCat.1350....0G
1828|TYC 4059-743-1                                                                                           |Star                                |02 49 28.6343218224 +66 52 31.274448780|134.1617660317986 +06.6130294482865| 27.846 -11.007  |10.30    |~                    |    ~     ~    |    1|  333.111   pc  |  -5.0044     +5.0044  |paral   |2020yCat.1350....0G
1829|TYC 4059-751-1                                                                                           |High Proper Motion Star             |02 48 59.7724634448 +66 50 05.566723512|134.1369949321590 +06.5558724980747|   76.619 2.258  |10.75    |~                    |    ~     ~    |    1|  207.809   pc  |  -0.5787     +0.5787  |paral   |2020yCat.1350....0G
1830|TYC 4059-887-1                                                                                           |Star                                |02 48 52.1100430584 +66 40 41.267063820|134.1949150903033 +06.4095259895468|   1.557 -4.464  |10.91    |~                    |    ~     ~    |    1|  326.584   pc  |  -1.4612     +1.4612  |paral   |2020yCat.1350....0G
1831|TYC 4059-994-1                                                                                           |Star                                |02 47 30.3455921568 +65 53 27.024467856|134.4164562763404 +05.6413748840844| 26.192 -33.754  |10.43    |~                    |    ~     ~    |    1|  165.719   pc  |  -0.4806     +0.4806  |paral   |2020yCat.1350....0G
1832|TYC 4059-1090-1                                                                                          |Star                                |02 45 28.9558525704 +65 55 18.086849832|134.2158366053259 +05.5803693240067|  -0.294 -1.930  |10.72    |~                    |    ~     ~    |    0|                |                       |        |                   
1833|TYC 4060-129-1                                                                                           |High Proper Motion Star             |02 51 27.2786805408 +66 00 46.728418644|134.7253427771096 +05.9282798251827|65.637 -114.419  |10.11    |~                    |    ~     ~    |    1|   62.155   pc  |  -0.0467     +0.0467  |paral   |2020yCat.1350....0G
