C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.23CEST03:43:58

Vmag< 11&dec >=0&rah >=0.75&rah< 1.0
------------------------------------

Number of objects : 4837

 #  |                              identifier                              |              typ              |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |     spec. type     |   ang. size   
----|----------------------------------------------------------------------|-------------------------------|---------------------------------------|-----------------------------------|------------------|---------|--------------------|---------------
1853|BD+69 59                                                              |Star                           |00 59 23.1000604680 +70 22 20.591697288|123.6049494606630 +07.5110247676300|-23.356 -13.500   |8.69     |K2                  |    ~     ~    
1854|TYC 4299-591-1                                                        |Star                           |00 46 43.2949154928 +71 01 04.326820032|122.5445129949899 +08.1496687766777|  -11.810 1.260   |9.52     |~                   |    ~     ~    
1855|TYC 4299-1279-1                                                       |Star                           |00 46 26.9596938120 +71 04 49.549558224|122.5233888767543 +08.2126400738940|  10.873 -0.435   |10.15    |~                   |    ~     ~    
1856|TYC 4299-2089-1                                                       |Star                           |00 47 29.5710760200 +70 59 04.322463828|122.6073408282757 +08.1152727696945|   -9.080 1.227   |9.62     |~                   |    ~     ~    
1857|TYC 4299-2119-1                                                       |Star                           |00 47 28.0040965536 +71 01 10.902711792|122.6057455183465 +08.1504627108876|   -1.008 1.364   |10.14    |~                   |    ~     ~    
1858|TYC 4299-2122-1                                                       |Star                           |00 46 13.0835277504 +70 34 48.536215680|122.4941132444706 +07.7128387761069|   12.109 7.937   |10.09    |~                   |    ~     ~    
1859|TYC 4299-2170-1                                                       |Star                           |00 45 24.0408681864 +70 02 45.400853760|122.4128307858357 +07.1802822566390| -19.510 -3.762   |10.91    |~                   |    ~     ~    
1860|TYC 4300-291-1                                                        |Star                           |00 51 57.6721952496 +69 51 23.533902144|122.9773138234727 +06.9848357273562|   -2.438 5.958   |10.08    |~                   |    ~     ~    
1861|TYC 4300-523-1                                                        |Star                           |00 57 12.9554256408 +69 47 53.675008728|123.4343776995007 +06.9321326261929|  5.182 -21.257   |10.09    |~                   |    ~     ~    
1862|TYC 4300-1006-1                                                       |Star                           |00 54 46.6783 +70 52 19.490            |123.2082233 +08.0021248            |   1.779 -4.822   |10.17    |~                   |    ~     ~    
1863|TYC 4300-1049-1                                                       |Spectroscopic Binary           |00 59 10.7365985928 +69 56 10.204354752|123.6008293253675 +07.0744748024623| -17.186 -3.271   |10.28    |~                   |    ~     ~    
1864|TYC 4300-1145-1                                                       |Star                           |00 49 45.0612249600 +70 56 16.696182012|122.7928188496832 +08.0666792013628| 19.223 -22.335   |10.08    |~                   |    ~     ~    
1865|TYC 4300-1238-1                                                       |Spectroscopic Binary           |00 51 50.9574224880 +71 12 31.781123892|122.9654073929096 +08.3371072492077|  -9.007 -4.329   |10.43    |~                   |    ~     ~    
1866|TYC 4300-1292-1                                                       |Star                           |00 49 54.5132338032 +70 42 59.676266916|122.8044688791857 +07.8452076363063|   9.803 -0.254   |10.16    |~                   |    ~     ~    
1867|TYC 4300-1302-1                                                       |Star                           |00 53 11.5165309704 +70 34 41.731401180|123.0790652727591 +07.7070122568237|   -1.327 0.553   |10.95    |~                   |    ~     ~    
1868|TYC 4300-1642-1                                                       |Star                           |00 51 40.6961237400 +70 57 51.704819496|122.9517208746692 +08.0926241034964| -30.472 -0.598   |10.84    |~                   |    ~     ~    
1869|TYC 4300-1821-1                                                       |Star                           |00 54 09.7713343800 +70 19 55.979529312|123.1631593468498 +07.4616923958220|   15.084 4.497   |9.75     |~                   |    ~     ~    
1870|TYC 4300-1909-1                                                       |Star                           |00 59 20.7437068440 +70 14 56.583914208|123.6054759863828 +07.3876460253058|    1.895 0.780   |9.81     |~                   |    ~     ~    
1871|IRAS 00492+7003                                                       |Star                           |00 52 25.7540842536 +70 19 04.847269908|123.0161041755924 +07.4464275739459|   4.774 -2.108   |9.49     |~                   |    ~     ~    
1872|TYC 4300-1916-1                                                       |Star                           |00 49 13.7563080216 +70 15 50.932875564|122.7439089732348 +07.3932067314551|   0.157 -2.527   |10.86    |~                   |    ~     ~    
1873|TYC 4300-1943-1                                                       |Star                           |00 56 56.2952177136 +70 14 17.787826212|123.4006893633126 +07.3715332530632| -9.853 -14.598   |10.45    |~                   |    ~     ~    
1874|TYC 4300-1961-1                                                       |Star                           |00 50 26.9015094744 +70 31 10.412417028|122.8486847227219 +07.6479713558446|   25.681 4.758   |10.54    |~                   |    ~     ~    
1875|TYC 4300-2025-1                                                       |Star                           |00 58 30.9467266584 +70 56 29.483588688|123.5154220339364 +08.0777949098701|   1.171 -6.730   |10.66    |~                   |    ~     ~    
1876|TYC 4300-2062-1                                                       |Star                           |00 54 38.5447611648 +70 46 05.827957428|123.1983268666469 +07.8981955350496|  -10.228 2.935   |10.77    |~                   |    ~     ~    
1877|TYC 4300-2125-1                                                       |Star                           |00 50 17.0398785888 +70 10 20.548534080|122.8332764007434 +07.3008480310321| 21.028 -13.242   |10.04    |~                   |    ~     ~    
1878|TYC 4300-2243-1                                                       |Star                           |00 48 33.7011006048 +70 41 58.987915440|122.6920326895015 +07.8293110041354|   0.845 -6.479   |10.88    |~                   |    ~     ~    
1879|GSC 04300-02290                                                       |Double or Multiple Star        |00 58 35.948280 +70 18 16.49808        |123.540331413 +07.441295316        |       -7.0 3.3   |10.502   |~                   |    ~     ~    
1880|TYC 4300-2312-1                                                       |Star                           |00 51 01.3867417032 +70 22 26.779534032|122.8967941198295 +07.5023861358187|   0.141 -0.528   |9.79     |~                   |    ~     ~    
1881|TYC 4300-2348-1                                                       |Spectroscopic Binary           |00 53 45.1642683504 +70 05 24.308907720|123.1305710805688 +07.2192310591242|  -0.087 -2.363   |9.74     |~                   |    ~     ~    
1882|TYC 4300-2372-1                                                       |Star                           |00 58 18.8030239968 +70 32 31.071362460|123.5096112513797 +07.6779290410503|  -6.895 -3.279   |10.14    |~                   |    ~     ~    
1883|TYC 4303-1169-1                                                       |Star                           |00 45 05.7710 +71 36 41.458            |122.4259616 +08.7459989            |   2.708 -1.478   |10.31    |~                   |    ~     ~    
1884|TYC 4303-1561-1                                                       |Star                           |00 46 39.9813421848 +71 59 23.709078888|122.5584031695098 +09.1216322593184|  5.146 -11.410   |10.72    |~                   |    ~     ~    
1885|TYC 4303-1876-1                                                       |Star                           |00 45 19.6190422920 +71 19 16.820578236|122.4373294197876 +08.4554602225273|  20.844 -3.647   |10.01    |~                   |    ~     ~    
1886|TYC 4304-12-1                                                         |Star                           |00 48 52.9067815248 +72 12 34.183512000|122.7340578895791 +09.3387298816478|   18.735 1.338   |10.48    |~                   |    ~     ~    
1887|TYC 4304-113-1                                                        |Star                           |00 52 50.7899868744 +72 09 05.043762864|123.0412900436910 +09.2799525725998|  -2.169 -1.106   |10.57    |~                   |    ~     ~    
1888|TYC 4304-389-1                                                        |High Proper Motion Star        |00 56 49.6821537552 +71 42 02.062170936|123.3600700950818 +08.8333062348569| 86.814 -13.834   |10.40    |~                   |    ~     ~    
1889|TYC 4304-395-1                                                        |Star                           |00 59 58.3883311632 +72 05 50.907747912|123.5963324971245 +09.2367384978395| 42.202 -26.461   |9.98     |~                   |    ~     ~    
1890|TYC 4304-587-1                                                        |Star                           |00 49 20.0782080168 +71 44 03.373042488|122.7651311788499 +08.8632038665178| -18.862 -0.760   |10.02    |~                   |    ~     ~    
1891|TYC 4304-601-1                                                        |Star                           |00 57 00.0632511864 +72 33 27.777787200|123.3548029779776 +09.6905364135288|   8.430 -4.868   |10.51    |~                   |    ~     ~    
1892|TYC 4304-956-1                                                        |Star                           |00 56 41.4543077016 +71 40 43.433817060|123.3496353267400 +08.8112445847581|  -10.644 1.679   |10.87    |~                   |    ~     ~    
1893|TYC 4304-972-1                                                        |Star                           |00 58 22.2240942024 +72 10 11.360472996|123.4696040552594 +09.3053125588129|   7.261 -2.121   |10.79    |~                   |    ~     ~    
1894|TYC 4304-1221-1                                                       |High Proper Motion Star        |00 55 39.1546223352 +71 40 44.818072284|123.2670706304347 +08.8101112321908|  83.622 -8.420   |10.85    |~                   |    ~     ~    
1895|TYC 4304-1287-1                                                       |Spectroscopic Binary           |00 50 04.9368596568 +71 33 58.257501408|122.8235142794123 +08.6947204105033|139.798 -56.193   |9.41     |~                   |    ~     ~    
1896|TYC 4304-1435-1                                                       |Star                           |00 58 27.8716166304 +71 26 41.566861104|123.4971707367963 +08.5808442833921|   1.052 -1.465   |10.68    |~                   |    ~     ~    
1897|BD+71 45                                                              |Star                           |00 59 55.6815701256 +71 45 49.682111076|123.6041009566217 +08.9031345655908|   -1.912 1.775   |9.51     |~                   |    ~     ~    
1898|TYC 4304-1591-1                                                       |Star                           |00 54 57.7725606384 +71 24 35.823617928|123.2160001313913 +08.5401477270418|   2.226 -2.246   |10.95    |~                   |    ~     ~    
1899|TYC 4304-1809-1                                                       |Star                           |00 48 37.0322126616 +71 20 33.283360752|122.7038490686065 +08.4720802727449|   29.829 3.056   |10.70    |~                   |    ~     ~    
1900|TYC 4304-1817-1                                                       |Star                           |00 57 09.4737434184 +71 35 43.657696716|123.3886575209408 +08.7287856320547|  11.585 -4.829   |10.08    |~                   |    ~     ~    
1901|TYC 4304-1827-1                                                       |Star                           |00 48 26.9281011744 +71 18 40.447536732|122.6898611909968 +08.4408927499465|  -4.554 -3.563   |10.76    |~                   |    ~     ~    
1902|TYC 4304-1837-1                                                       |Double or Multiple Star        |00 52 10.147848 +71 38 19.61916        |122.990190674 +08.767118239        |      -7.5 -1.8   |10.728   |~                   |    ~     ~    
1903|HD 4310                                                               |Star                           |00 47 02.5965873864 +73 05 17.785371660|122.6071939081349 +10.2192970731966|  23.335 -5.780   |7.78     |K0                  |    ~     ~    
1904|HD 5594                                                               |Star                           |00 59 28.3878131952 +72 48 50.180077044|123.5344327029006 +09.9515920628724|  -3.822 19.974   |8.96     |A2                  |    ~     ~    
1905|IRAS 00453+7241                                                       |Star                           |00 48 40.8313550688 +72 57 53.564850648|122.7268049235981 +10.0942297415193|   5.069 -2.327   |9.49     |~                   |    ~     ~    
1906|BD+74 26                                                              |Star                           |00 45 36.4313002224 +74 51 18.631885716|122.5426404494865 +11.9878352935326| -1.202 -13.264   |9.23     |F                   |    ~     ~    
1907|TYC 4307-2168-1                                                       |Star                           |00 45 42.1456919568 +74 58 43.221817092|122.5518736814927 +12.1111576733696|-14.010 -23.108   |10.5     |~                   |    ~     ~    
1908|BD+74 28                                                              |Star                           |00 46 23.9231465904 +74 52 28.646310900|122.5958771294024 +12.0061645005315|  13.407 -3.043   |9.56     |A0                  |    ~     ~    
1909|* 23 Cas                                                              |Spectroscopic Binary           |00 47 46.0538925192 +74 50 51.251241300|122.6867510287054 +11.9775694744705|  15.153 -7.549   |5.413    |B8III               |    ~     ~    
1910|HD 5371                                                               |Pulsating Variable             |00 57 31.7143275552 +75 18 04.831233120|123.3275158360894 +12.4342728540758|  5.290 -19.130   |8.46     |F                   |    ~     ~    
1911|HD 5407                                                               |Star                           |00 57 54.2336106600 +75 29 37.827535632|123.3468165525420 +12.6273024766235|-17.811 -20.455   |7.48     |A0                  |    ~     ~    
1912|BD+73 36                                                              |Double or Multiple Star        |00 47 47.4421 +74 28 56.266            |122.6828976 +11.6123121            |     62.1 -18.8   |9.35     |G0                  |    ~     ~    
1913|BD+73 38                                                              |Star                           |00 51 19.2790906944 +74 30 05.313587976|122.9239731714705 +11.6297302120997|  35.796 -1.712   |9.01     |K0                  |    ~     ~    
1914|HD 4959                                                               |Star                           |00 53 19.1048498400 +74 18 45.885980484|123.0616167092139 +11.4414720629673|   42.019 4.984   |7.61     |A5                  |    ~     ~    
1915|BD+73 44                                                              |Star                           |00 54 49.2765620640 +74 39 51.525973692|123.1604449004312 +11.7940664232955|   -3.052 0.621   |9.96     |B8                  |    ~     ~    
1916|BD+73 45                                                              |Double or Multiple Star        |00 55 26.4621 +74 42 33.817            |123.2015703 +11.8397419            |       3.2 -3.1   |9.24     |A0                  |    ~     ~    
1917|* 21 Cas                                                              |Eclipsing Binary               |00 45 39.0765692400 +74 59 17.054172672|122.5487056312716 +12.1206288971046|-15.306 -22.936   |5.652    |A2IV                |    ~     ~    
1918|AG+73 19                                                              |Long-Period Variable Candidate |00 54 15.4523496360 +74 08 24.452568960|123.1283489384038 +11.2694535064011|  13.104 -4.983   |8.92     |M2                  |    ~     ~    
1919|BD+73 42B                                                             |Star                           |00 54 05.7446346000 +74 09 29.776920372|123.1168834721499 +11.2874782824970|  -3.791 -6.634   |9.90     |A2                  |    ~     ~    
1920|HD 5580                                                               |Double or Multiple Star        |00 59 30.4838956032 +73 59 15.613869948|123.4990014021281 +11.1248093354680| -23.605 -1.949   |8.260    |K0                  |0.0050  0.0    
1921|BD+72 39                                                              |Star                           |00 47 40.9560594720 +73 35 19.310373060|122.6619783311868 +10.7189180918999|  5.817 -10.002   |9.04     |F0                  |    ~     ~    
1922|HD 4646                                                               |Star                           |00 50 03.3405172176 +73 35 18.281575032|122.8325599598525 +10.7169306432505|  14.962 -6.007   |8.85     |A0                  |    ~     ~    
1923|HD 4726                                                               |Star                           |00 50 57.6641925144 +73 34 02.357935752|122.8976057820371 +10.6956058391062|  -2.651 -0.451   |7.78     |K5                  |    ~     ~    
1924|BD+72 44                                                              |Star                           |00 52 42.8236403760 +73 45 10.820319696|123.0227951971944 +10.8814831621972|    4.219 5.012   |8.93     |K2                  |    ~     ~    
1925|HD 5194                                                               |High Proper Motion Star        |00 55 28.9810472112 +73 08 24.696734172|123.2299889328359 +10.2707870430868|  74.899 22.474   |8.65     |K0                  |    ~     ~    
1926|BD+72 46                                                              |Star                           |00 55 26.2572888336 +73 09 42.767675892|123.2262962922971 +10.2924184644076|  26.140 24.481   |9.34     |G0                  |    ~     ~    
1927|IRAS 00436+7308                                                       |Long-Period Variable           |00 46 59.9019381792 +73 25 03.246663288|122.6097430058539 +10.5485982217148|   -4.618 1.295   |10.99    |~                   |    ~     ~    
1928|IRAS 00481+7354                                                       |Star                           |00 51 34.1680575288 +74 11 15.459811548|122.9410647862937 +11.3158824752126|   -5.090 1.733   |10.72    |~                   |    ~     ~    
1929|IRAS 00487+7453                                                       |Star                           |00 52 14.8625026152 +75 09 39.443735520|122.9849892533269 +12.2892924433461|   6.913 -4.732   |10.42    |~                   |    ~     ~    
1930|IRAS 00491+7333                                                       |Long-Period Variable           |00 52 32.6581373424 +73 49 30.697220676|123.0104062900908 +10.9536146828969|   0.784 -3.452   |10.31    |~                   |    ~     ~    
1931|TYC 4303-841-1                                                        |Star                           |00 47 02.8646273712 +72 56 52.104930972|122.6050526624051 +10.0788457198168|  -12.939 0.348   |10.31    |~                   |    ~     ~    
1932|TYC 4304-68-1                                                         |Star                           |00 53 32.7380946024 +73 01 28.243938180|123.0882149553432 +10.1534042337534|   -4.470 3.529   |10.84    |~                   |    ~     ~    
1933|TYC 4304-224-1                                                        |Star                           |00 59 30.1540355256 +72 56 30.386357412|123.5325117941101 +10.0794315055633|  10.492 -1.786   |10.39    |~                   |    ~     ~    
1934|TYC 4304-240-1                                                        |Star                           |00 52 15.3244259064 +72 45 18.903708504|122.9934253567084 +09.8836010640714|   28.574 0.054   |10.84    |~                   |    ~     ~    
1935|TYC 4304-276-1                                                        |Star                           |00 58 00.6986770872 +72 56 49.501098636|123.4213669335122 +10.0815835335613|   5.260 -0.135   |10.41    |~                   |    ~     ~    
1936|TYC 4304-524-1                                                        |Star                           |00 55 37.9964761056 +72 54 32.782606092|123.2449451292921 +10.0399085837103|   5.416 -2.881   |9.67     |~                   |    ~     ~    
1937|TYC 4307-375-1                                                        |Star                           |00 46 27.1245490392 +74 36 34.840389780|122.5940787685769 +11.7412010032658|   2.017 -0.062   |9.93     |~                   |    ~     ~    
1938|TYC 4307-610-1                                                        |High Proper Motion Star        |00 45 20.2548918192 +73 34 24.679079508|122.4930613453650 +10.7069728145787|  51.224 17.855   |10.05    |~                   |    ~     ~    
1939|TYC 4307-1342-1                                                       |Star                           |00 47 45.1382795064 +74 01 04.735233048|122.6733616787546 +11.1480847767210|  20.089 -6.413   |9.61     |~                   |    ~     ~    
1940|TYC 4308-2-1                                                          |Star                           |00 49 22.3209652512 +73 17 46.170120696|122.7809881398025 +10.4250162316468|   -0.093 1.150   |10.70    |~                   |    ~     ~    
1941|TYC 4308-17-1                                                         |Star                           |00 56 02.5877487624 +74 55 44.844249936|123.2380172577451 +12.0601128761687|   4.606 -3.690   |10.80    |~                   |    ~     ~    
1942|TYC 4308-92-1                                                         |Star                           |00 52 38.3659892160 +74 09 03.764308536|123.0155752009205 +11.2794932068971|  32.854 -7.168   |10.68    |~                   |    ~     ~    
1943|TYC 4308-140-1                                                        |High Proper Motion Star        |00 48 34.4963123088 +73 36 56.681979804|122.7264316920141 +10.7451397379211|  80.420 -2.010   |10.82    |~                   |    ~     ~    
1944|TYC 4308-152-1                                                        |Star                           |00 52 50.5522354272 +73 41 55.963473972|123.0322756883862 +10.8274048438443|   2.800 -5.564   |10.64    |~                   |    ~     ~    
1945|TYC 4308-172-1                                                        |Star                           |00 53 00.5110444680 +73 49 30.614074680|123.0433348645373 +10.9537627439655|   7.346 -0.422   |10.52    |~                   |    ~     ~    
1946|TYC 4308-206-1                                                        |Star                           |00 49 22.0930748904 +73 39 43.587489348|122.7837550129759 +10.7909554947905|    9.093 0.085   |10.82    |~                   |    ~     ~    
1947|TYC 4308-222-1                                                        |Star                           |00 50 51.7236620328 +73 32 47.717296188|122.8904318671601 +10.6748869468950|  -5.573 -1.184   |10.42    |~                   |    ~     ~    
1948|TYC 4308-266-1                                                        |Star                           |00 54 03.8026303896 +74 02 57.968291184|123.1157845281486 +11.1786253260147|   2.419 -0.005   |10.24    |~                   |    ~     ~    
1949|TYC 4308-272-1                                                        |Star                           |00 53 54.2309041800 +74 06 18.673669152|123.1040583787327 +11.2342637232667|  10.023 -2.728   |10.05    |~                   |    ~     ~    
1950|TYC 4308-345-1                                                        |Star                           |00 48 22.9826410560 +73 24 21.094141356|122.7100811471553 +10.5354277788734|  14.405 -5.439   |10.15    |~                   |    ~     ~    
1951|TYC 4308-358-1                                                        |Double or Multiple Star        |00 53 34.296000 +74 10 53.12820        |123.080209783 +11.310291244        |        6.2 3.3   |10.976   |~                   |    ~     ~    
1952|TYC 4308-380-1                                                        |Star                           |00 49 46.3358542464 +73 38 35.040963840|122.8125527945857 +10.7717054143103|   4.607 -4.691   |10.59    |~                   |    ~     ~    
1953|TYC 4308-381-1                                                        |Star                           |00 49 24.8890688472 +74 03 53.605714464|122.7903747941957 +11.1936989247883|  12.262 -5.124   |9.54     |~                   |    ~     ~    
1954|TYC 4308-467-1                                                        |Star                           |00 49 58.6024563648 +73 44 32.408356524|122.8277883934149 +10.8708835224721|    6.571 2.776   |10.83    |~                   |    ~     ~    
1955|V* V1059 Cas                                                          |RR Lyrae Variable              |00 54 35.9762593056 +74 31 41.390031108|123.1472170555315 +11.6577379843168|    9.316 4.540   |10.57    |~                   |    ~     ~    
1956|TYC 4308-545-1                                                        |Star                           |00 58 32.3976913512 +74 58 03.242892216|123.4028298657343 +12.1023138932767|  -29.120 8.900   |10.40    |~                   |    ~     ~    
1957|TYC 4308-744-1                                                        |Star                           |00 53 30.4812603408 +73 42 29.478480444|123.0797413135371 +10.8370350216395|  47.702 -0.679   |10.84    |~                   |    ~     ~    
1958|TYC 4308-812-1                                                        |Star                           |00 57 39.9687608376 +73 13 18.773237280|123.3887867157109 +10.3556589598161|   2.219 -2.517   |10.70    |~                   |    ~     ~    
1959|TYC 4308-928-1                                                        |Star                           |00 54 15.9721867152 +73 14 23.752818132|123.1392004930189 +10.3693220278972|   -0.503 9.579   |10.18    |~                   |    ~     ~    
1960|TYC 4308-1034-1                                                       |High Proper Motion Star        |00 55 47.7548167584 +73 36 00.204359040|123.2449932018118 +10.7309583320489| -42.182 49.297   |10.53    |~                   |    ~     ~    
1961|TYC 4308-1062-1                                                       |Star                           |00 55 59.6377086432 +73 26 25.877915664|123.2621413032996 +10.5716953040895|-18.979 -16.846   |10.82    |~                   |    ~     ~    
1962|TYC 4308-1094-1                                                       |Star                           |00 59 48.4830984648 +73 21 34.845255972|123.5412259164753 +10.4978347054075| 32.326 -11.950   |10.17    |~                   |    ~     ~    
1963|TYC 4308-1145-1                                                       |Star                           |00 56 19.8823860912 +74 26 24.289924236|123.2668728216966 +11.5715155062512|   -0.542 3.389   |9.96     |~                   |    ~     ~    
1964|TYC 4308-1186-1                                                       |Star                           |00 52 00.4041334968 +73 08 51.260994096|122.9738238664332 +10.2758711888754|   8.942 -2.687   |10.03    |~                   |    ~     ~    
1965|TYC 4308-1193-1                                                       |Star                           |00 56 58.6943591664 +74 46 45.198061428|123.3035321451923 +11.9114717574186|   -4.947 1.779   |10.30    |~                   |    ~     ~    
1966|TYC 4308-1242-1                                                       |Star                           |00 56 07.9717167984 +73 10 48.107087076|123.2771177437377 +10.3114289989903|  -8.754 -3.925   |9.74     |~                   |    ~     ~    
1967|TYC 4308-1272-1                                                       |Star                           |00 57 09.9409324968 +73 24 05.295364956|123.3479523365326 +10.5343502946803|  19.108 -9.743   |10.62    |~                   |    ~     ~    
1968|TYC 4308-1347-1                                                       |Star                           |00 56 21.3643577880 +74 31 27.845573736|123.2668849370751 +11.6558527005094|   5.710 -1.671   |10.65    |~                   |    ~     ~    
1969|TYC 4308-1447-1                                                       |Star                           |00 54 40.8936745872 +73 56 56.553992448|123.1603868930897 +11.0787340683995|   3.437 -2.420   |10.08    |~                   |    ~     ~    
1970|TYC 4308-1499-1                                                       |Star                           |00 55 28.0868112624 +73 48 21.319294680|123.2181070986166 +10.9364139267082|  -2.488 -3.729   |9.79     |~                   |    ~     ~    
1971|TYC 4308-1511-1                                                       |Double or Multiple Star        |00 59 43.358832 +74 05 01.47732        |123.510863951 +11.221309675        |      -3.8 -8.4   |10.578   |~                   |    ~     ~    
1972|TYC 4308-1672-1                                                       |Star                           |00 58 15.1587499416 +73 44 41.922164832|123.4174714412025 +10.8796557947445|   16.294 1.937   |10.38    |~                   |    ~     ~    
1973|TYC 4493-5-1                                                          |Star                           |00 48 30.7522131336 +75 11 49.218878904|122.7406653714950 +12.3263440378094|  -1.471 -1.165   |10.52    |~                   |    ~     ~    
1974|TYC 4493-60-1                                                         |Star                           |00 55 10.9408360152 +75 29 23.844834168|123.1722637243798 +12.6199566967132|    1.146 2.704   |10.03    |~                   |    ~     ~    
1975|TYC 4493-88-1                                                         |Star                           |00 52 07.8567459336 +75 21 21.445487532|122.9767879949897 +12.4842698638450|   12.876 4.156   |9.08     |~                   |    ~     ~    
1976|TYC 4493-98-1                                                         |High Proper Motion Star        |00 51 59.0788790016 +75 06 07.443539460|122.9678825160304 +12.2303582363087|  69.271 -1.294   |10.28    |~                   |    ~     ~    
1977|TYC 4493-175-1                                                        |Star                           |00 53 30.6914947896 +75 15 11.574671040|123.0670243974865 +12.3820115454276|  -0.857 -3.170   |10.93    |~                   |    ~     ~    
1978|TYC 4493-241-1                                                        |High Proper Motion Star        |00 55 05.0580232488 +75 10 22.482944436|123.1706793818432 +12.3028547537597|  47.013 20.184   |9.77     |~                   |    ~     ~    
1979|TYC 4493-2470-1                                                       |Star                           |00 59 43.2209245872 +75 05 11.524092216|123.4770680779739 +12.2235543400417|   7.648 -1.834   |10.50    |~                   |    ~     ~    
1980|HD 4429                                                               |Star                           |00 48 46.6640727336 +78 28 02.107076268|122.7938845361594 +15.5962173865757| 23.023 -18.851   |7.10     |K0                  |    ~     ~    
1981|BD+77 28                                                              |Star                           |00 51 27.6637693920 +78 23 55.627833444|122.9331332638146 +15.5270379788079| -4.354 -22.901   |8.92     |F8                  |    ~     ~    
1982|HD 4666                                                               |High Proper Motion Star        |00 50 56.2540425720 +77 57 12.695276196|122.9048878957536 +15.0818051474855| 75.324 -13.669   |6.751    |A5                  |    ~     ~    
1983|BD+76 24                                                              |Star                           |00 45 40.5597888552 +77 41 55.598433288|122.6144853261266 +14.8305813006897|  -8.694 -2.332   |9.63     |A0                  |    ~     ~    
1984|BD+76 25                                                              |Star                           |00 48 59.0056542072 +76 58 53.697694764|122.7894005254656 +14.1105143510239| 20.258 -36.503   |8.78     |F5                  |    ~     ~    
1985|BD+75 37                                                              |Star                           |00 45 06.6458925648 +76 38 26.526136308|122.5556668588958 +13.7735767146797|   0.084 -3.092   |10.70    |A2                  |    ~     ~    
1986|BD+75 38                                                              |Star                           |00 46 06.0116605248 +76 27 15.637156200|122.6104051251991 +13.5859284119574|    8.154 7.169   |10.62    |F8                  |    ~     ~    
1987|BD+75 39                                                              |High Proper Motion Star        |00 46 12.9536813760 +76 23 17.754730296|122.6159557122823 +13.5197214426543|  58.164 15.971   |9.73     |G5                  |    ~     ~    
1988|TYC 4493-925-1                                                        |Star                           |00 47 04.0844559144 +76 36 02.762868744|122.6713309818654 +13.7312309936734|  -1.094 -0.368   |10.68    |~                   |    ~     ~    
1989|TYC 4497-154-1                                                        |Star                           |00 47 22.5943467312 +77 59 00.161590272|122.7129746333322 +15.1133572498790| -12.026 -4.731   |9.80     |~                   |    ~     ~    
1990|TYC 4497-710-1                                                        |Star                           |00 49 11.2935920496 +77 36 22.672027656|122.8071108853693 +14.7350954064868|  -4.609 -6.503   |10.34    |~                   |    ~     ~    
1991|TYC 4497-859-1                                                        |Star                           |00 45 22.1552631408 +78 31 48.218208096|122.6186329096524 +15.6620047867538|  22.324 -0.265   |10.55    |~                   |    ~     ~    
1992|TYC 4497-1061-1                                                       |Star                           |00 52 25.0229093256 +77 57 21.251527344|122.9848255971559 +15.0842561885318|  -7.338 -5.671   |10.98    |~                   |    ~     ~    
1993|TYC 4497-1299-1                                                       |Star                           |00 47 44.5970385744 +78 03 19.658995128|122.7338529178634 +15.1851341786942|  18.337 -1.434   |10.41    |~                   |    ~     ~    
1994|TYC 4497-1304-1                                                       |Star                           |00 47 14.7621723984 +77 12 58.876835904|122.6925895460954 +14.3465551251933|   8.248 -0.208   |10.65    |~                   |    ~     ~    
1995|TYC 4497-1612-1                                                       |Star                           |00 49 19.2948367608 +77 50 54.463531380|122.8166395084766 +14.9771882396592|   -8.421 5.711   |8.90     |~                   |    ~     ~    
1996|BD+74 32                                                              |Star                           |00 49 54.9658038864 +75 43 43.771266192|122.8357277415126 +12.8573620155635|  -2.475 10.655   |9.78     |F8                  |    ~     ~    
1997|HD 4683                                                               |Star                           |00 50 35.8314097272 +75 36 08.233028820|122.8783466329745 +12.7306268288935|  -10.382 2.306   |8.76     |A0                  |    ~     ~    
1998|BD+74 37                                                              |High Proper Motion Star        |00 54 00.8338731072 +75 44 39.016677516|123.0945961784607 +12.8732373471041| 110.682 -4.529   |9.65     |F8                  |    ~     ~    
1999|BD+74 30                                                              |Star                           |00 49 27.3452958816 +75 37 42.361324032|122.8058162782798 +12.7571714690715|   0.526 -1.475   |10.46    |~                   |    ~     ~    
2000|BD+74 31                                                              |Spectroscopic Binary           |00 49 30.8177080872 +75 37 54.446975076|122.8095246182165 +12.7605005677817|   4.429 -8.909   |10.61    |~                   |    ~     ~    
2001|TYC 4493-597-1                                                        |Star                           |00 49 40.9661971944 +76 19 01.395759972|122.8252069236939 +13.4456704770747|   4.364 -8.187   |10.38    |F0                  |    ~     ~    
2002|AG+76 40                                                              |Spectroscopic Binary           |00 54 57.9217507920 +76 32 26.532328884|123.1431591318217 +13.6704026194890|  -7.175 -1.523   |10.50    |F2                  |    ~     ~    
2003|BD+76 27                                                              |Star                           |00 56 02.5450480416 +77 02 56.817978432|123.1980011485159 +14.1797473913573|   32.162 7.910   |9.17     |F8                  |    ~     ~    
2004|HD 5313                                                               |Star                           |00 57 17.4019246728 +77 28 15.480948612|123.2598676956677 +14.6029458356970| -14.437 -8.095   |8.04     |A3                  |    ~     ~    
