C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST08:09:08

dec >=0&rah >=19.0&rah< 19.25&(cat='NGC'|Vmag< 11)
--------------------------------------------------

Number of objects : 7376

 #  |                                               identifier                                                |                 typ                  |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |     spec. type      |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|--------------------------------------|---------------------------------------|-----------------------------------|------------------|---------|---------------------|---------------|-----|----------------|-----------------------|--------|-------------------
2981|HD 176761                                                                                                |Star                                  |19 01 18.1965384984 +15 48 50.976303624|048.1457365292665 +05.0149107647367|   0.460 -5.572   |8.68     |K2                   |    ~     ~    |    1|  901.388   pc  | -16.2500    +16.2500  |paral   |2020yCat.1350....0G
2982|HD 176777                                                                                                |Star                                  |19 01 23.2896697944 +15 40 45.794966376|048.0342410515578 +04.9358975013709|  -0.908 -7.904   |8.82     |A0                   |    ~     ~    |    1|  558.597   pc  |  -5.4917     +5.4917  |paral   |2020yCat.1350....0G
2983|HD 176822                                                                                                |Star                                  |19 01 31.5135122928 +15 18 04.632829200|047.7106104291337 +04.7357522585734|  13.141 12.807   |10.08    |G5                   |    ~     ~    |    1|  204.369   pc  |  -0.6975     +0.6975  |paral   |2020yCat.1350....0G
2984|HD 176846                                                                                                |Star                                  |19 01 40.5871059384 +15 45 52.370511696|048.1419399524272 +04.9124096879443|    6.863 3.614   |9.45     |A0                   |    ~     ~    |    1|  321.906   pc  |  -1.7512     +1.7512  |paral   |2020yCat.1350....0G
2985|HD 176976                                                                                                |Star                                  |19 02 09.5676979416 +15 33 13.970706696|048.0060145513842 +04.7135287388517|   4.815 -3.340   |9.71     |F5                   |    ~     ~    |    1|  276.855   pc  |  -1.1037     +1.1037  |paral   |2020yCat.1350....0G
2986|HD 176977                                                                                                |Star                                  |19 02 10.6186705704 +15 16 06.923248068|047.7526263441445 +04.5807708670429|    6.478 5.740   |9.80     |A2                   |    ~     ~    |    1|  471.787   pc  |  -6.0765     +6.0765  |paral   |2020yCat.1350....0G
2987|HD 176975                                                                                                |Star                                  |19 02 10.1247578112 +15 40 14.687538276|048.1116375081095 +04.7643474983925|   10.156 8.760   |9.78     |G0                   |    ~     ~    |    1|  136.999   pc  |  -0.3041     +0.3041  |paral   |2020yCat.1350....0G
2988|HD 177007                                                                                                |High Proper Motion Star               |19 02 12.2589899136 +15 58 39.544289688|048.3903049968250 +04.8953384898249|  74.090 70.901   |9.98     |G5                   |    ~     ~    |    1|  119.802   pc  |  -0.2182     +0.2182  |paral   |2020yCat.1350....0G
2989|HD 177201                                                                                                |Star                                  |19 03 08.2304114856 +15 23 56.078853684|047.9743107657672 +04.4333362459616|  -3.871 -4.658   |10.13    |A0                   |    ~     ~    |    1|  466.287   pc  |  -3.3701     +3.3701  |paral   |2020yCat.1350....0G
2990|HD 177225                                                                                                |Star                                  |19 03 17.1520462968 +15 36 24.285695040|048.1764394345386 +04.4955470509423| -8.893 -15.240   |9.08     |K2                   |    ~     ~    |    1|  559.597   pc  |  -7.7348     +7.7348  |paral   |2020yCat.1350....0G
2991|HD 177395                                                                                                |Emission-line Star                    |19 04 00.5696546832 +15 31 36.476051052|048.1842001811455 +04.3039695125189|  -0.564 -5.870   |10.13    |A                    |    ~     ~    |    1|  822.842   pc  | -13.2028    +13.2028  |paral   |2020yCat.1350....0G
2992|HD 177545                                                                                                |Star                                  |19 04 37.8450791592 +16 00 33.395845248|048.6834109074283 +04.3896791273302|  -0.517 -5.863   |10.26    |A2                   |    ~     ~    |    1|  818.197   pc  | -10.8450    +10.8450  |paral   |2020yCat.1350....0G
2993|HD 177574                                                                                                |Star                                  |19 04 43.1112618480 +15 43 39.633614148|048.4413903292316 +04.2430426670771|  -0.499 -5.997   |10.45    |A                    |    ~     ~    |    1|  817.528   pc  | -13.1665    +13.1665  |paral   |2020yCat.1350....0G
2994|HD 177600                                                                                                |Star                                  |19 04 52.0947635616 +15 25 23.471495472|048.1858541221433 +04.0725771800970|    4.497 0.871   |9.25     |A0                   |    ~     ~    |    1|  366.274   pc  |  -2.6831     +2.6831  |paral   |2020yCat.1350....0G
2995|HD 177599                                                                                                |Star                                  |19 04 53.1115208544 +15 44 09.561685560|048.4670832109433 +04.2110873926805|   1.309 -1.458   |7.00     |A0                   |    ~     ~    |    1|  205.078   pc  |  -0.9505     +0.9505  |paral   |2020yCat.1350....0G
2996|HD 177652                                                                                                |Star                                  |19 05 05.1738167520 +15 50 12.556370544|048.5791836467504 +04.2138125236250|  -9.710 44.490   |10.08    |G5                   |    ~     ~    |    1|  249.707   pc  |  -1.1286     +1.1286  |paral   |2020yCat.1350....0G
2997|HD 177746                                                                                                |Star                                  |19 05 30.0 +15 45 00                   |048.5470 +04.0857                  |            ~ ~   |10.6     |A                    |    ~     ~    |    0|                |                       |        |                   
2998|HD 177785                                                                                                |Star                                  |19 05 32.3659844976 +15 41 02.229040752|048.4923777678220 +04.0471911892773|  -0.508 -6.791   |10.22    |G                    |    ~     ~    |    1|  386.802   pc  |  -2.0497     +2.0497  |paral   |2020yCat.1350....0G
2999|HD 177983                                                                                                |Star                                  |19 06 19.7999821896 +15 51 40.752203364|048.7374826871557 +03.9585819107297|  19.895 10.022   |7.31     |Fm_dD                |    ~     ~    |    1|  182.672   pc  |  -4.4347     +4.4347  |paral   |2020yCat.1350....0G
3000|HD 178123                                                                                                |Star                                  |19 06 48.1613046840 +15 57 22.389553656|048.8740641862879 +03.9006646338488|  -13.531 9.625   |8.20     |M2                   |    ~     ~    |    1|  365.337   pc  |  -2.7228     +2.7228  |paral   |2020yCat.1350....0G
3001|HD 176505                                                                                                |Star                                  |19 00 03.6509804808 +14 45 22.422353256|047.0623980034010 +04.8052325595370|   9.865 13.039   |9.31     |G0                   |    ~     ~    |    1|  150.605   pc  |  -0.5943     +0.5943  |paral   |2020yCat.1350....0G
3002|HD 176543                                                                                                |High Proper Motion Star               |19 00 15.7152928872 +14 15 58.243325472|046.6457042317937 +04.5405894955313|-52.443 -63.361   |10.08    |K                    |    ~     ~    |    1|   68.964   pc  |  -0.0946     +0.0946  |paral   |2020yCat.1350....0G
3003|HD 176601                                                                                                |Star                                  |19 00 32.2367370504 +14 14 52.904542200|046.6597075601606 +04.4728697101035|  -3.166 -6.061   |10.52    |A                    |    ~     ~    |    1|  530.363   pc  |  -6.7227     +6.7227  |paral   |2020yCat.1350....0G
3004|HD 176627                                                                                                |Star                                  |19 00 34.6179180528 +14 40 49.414756008|047.0510089656813 +04.6596441543346|    8.135 2.714   |8.25     |F2III                |    ~     ~    |    1|  129.371   pc  |  -0.3598     +0.3598  |paral   |2020yCat.1350....0G
3005|V* V1439 Aql                                                                                             |Eclipsing Binary                      |19 00 49.4150041200 +14 32 48.730773948|046.9585414619441 +04.5460985112382|  -0.813 -6.195   |7.74     |B9                   |    ~     ~    |    1|  768.640   pc  | -14.1794    +14.1794  |paral   |2020yCat.1350....0G
3006|HD 176978                                                                                                |Star                                  |19 02 04.8834292091 +14 25 47.462239699|046.9920625391637 +04.2216494970260|  -0.519 -1.793   |7.41     |A2                   |    ~     ~    |    1|  451.162   pc  |  -7.4905     +7.4905  |paral   |2020yCat.1350....0G
3007|HD 177008                                                                                                |High Proper Motion Star               |19 02 13.4697783792 +14 16 52.475007684|046.8749963903889 +04.1233970121945|65.957 -129.724   |10.185   |K                    |    ~     ~    |    1|   98.017   pc  |  -0.1547     +0.1547  |paral   |2020yCat.1350....0G
3008|HD 177045                                                                                                |Star                                  |19 02 31.3613894472 +14 44 48.992645616|047.3240219944109 +04.2701627810619|  -0.819 -6.932   |10.77    |A                    |    ~     ~    |    1|  795.735   pc  | -28.1771    +28.1771  |paral   |2020yCat.1350....0G
3009|HD 230512                                                                                                |Star                                  |19 02 42.1789471872 +14 39 10.391806440|047.2597725819321 +04.1886659853465|  13.969 14.310   |10.15    |F5                   |    ~     ~    |    1|  202.286   pc  |  -0.7488     +0.7488  |paral   |2020yCat.1350....0G
3010|HD 177111                                                                                                |Star                                  |19 02 45.2440539456 +14 54 19.451555316|047.4910839931096 +04.2921294977631|  -0.180 -9.142   |10.41    |A                    |    ~     ~    |    1|  465.831   pc  |  -4.6221     +4.6221  |paral   |2020yCat.1350....0G
3011|HD 177129                                                                                                |Pulsating Variable                    |19 02 48.1964075808 +14 23 10.859981028|047.0326576692526 +04.0461329861313|  -0.664 -7.057   |10.26    |A0                   |    ~     ~    |    1|  888.178   pc  | -19.4849    +19.4849  |paral   |2020yCat.1350....0G
3012|HD 230539                                                                                                |Star                                  |19 03 13.0774842384 +15 09 57.633890004|047.7749479338552 +04.3104214982857|   0.345 -8.576   |10.15    |K0                   |    ~     ~    |    1|  695.265   pc  |  -7.6376     +7.6376  |paral   |2020yCat.1350....0G
3013|HD 177226                                                                                                |Spectroscopic Binary                  |19 03 16.1384200896 +15 10 11.324487504|047.7839437559673 +04.3011738043563|   1.489 -1.029   |9.50     |K0                   |    ~     ~    |    1|  561.829   pc  | -10.9531    +10.9531  |paral   |2020yCat.1350....0G
3014|BD+14 3761                                                                                               |Star                                  |19 03 17.1455093616 +15 10 03.614041344|047.7838708181015 +04.2965929165304|   0.889 -1.266   |9.67     |G5                   |    ~     ~    |    1|  496.327   pc  |  -9.2624     +9.2624  |paral   |2020yCat.1350....0G
3015|HD 177252                                                                                                |Star                                  |19 03 26.1953167032 +15 07 11.380439496|047.7576644205382 +04.2424563112863|    1.970 4.245   |10.02    |A                    |    ~     ~    |    1|  533.817   pc  |  -4.3884     +4.3884  |paral   |2020yCat.1350....0G
3016|BD+14 3763                                                                                               |Star                                  |19 03 37.3138651608 +14 56 24.498820572|047.6174684495021 +04.1210489277197|  -3.951 -5.433   |10.6     |B1                   |    ~     ~    |    1| 3547.357   pc  |-201.3399   +201.3399  |paral   |2020yCat.1350....0G
3017|HD 177396                                                                                                |Star                                  |19 03 59.3255085024 +14 14 18.155925924|047.0313129275336 +03.7230813636761|    5.447 2.939   |10.12    |A0                   |    ~     ~    |    1|  422.101   pc  |  -3.4030     +3.4030  |paral   |2020yCat.1350....0G
3018|HD 177416                                                                                                |Star                                  |19 03 59.5580410944 +14 21 29.050490484|047.1385633634379 +03.7766894352660|   2.611 -7.555   |9.02     |B9                   |    ~     ~    |    0|                |                       |        |                   
3019|HD 177415                                                                                                |Star                                  |19 04 00.3190077000 +14 40 16.569617052|047.4195459701910 +03.9163591419170|    2.606 2.506   |9.08     |K5                   |    ~     ~    |    1|  388.018   pc  |  -2.7402     +2.7402  |paral   |2020yCat.1350....0G
3020|HD 177434B                                                                                               |Star                                  |19 04 03.8687520912 +14 47 06.461007036|047.5277216747820 +03.9553665831010|    8.877 5.423   |9.24     |F3V                  |    ~     ~    |    1|  154.746   pc  |  -1.6834     +1.6834  |paral   |2020yCat.1350....0G
3021|HD 230581                                                                                                |Star                                  |19 04 06.2140793424 +15 06 37.924992972|047.8226211109977 +04.0947993338843|   5.153 11.498   |9.99     |F0                   |    ~     ~    |    1|  276.870   pc  |  -1.2955     +1.2955  |paral   |2020yCat.1350....0G
3022|HD 177433                                                                                                |Star                                  |19 04 08.3021544408 +15 06 03.120107112|047.8178109364521 +04.0829247682544| -12.054 -5.581   |7.39     |K0II-III             |    ~     ~    |    1|  196.491   pc  |  -0.7143     +0.7143  |paral   |2020yCat.1350....0G
3023|HD 177489                                                                                                |Star                                  |19 04 17.6059264752 +14 47 26.616339924|047.5579367244302 +03.9086176445395|    7.376 6.437   |9.85     |F5V                  |    ~     ~    |    1|  183.786   pc  |  -0.5100     +0.5100  |paral   |2020yCat.1350....0G
3024|HD 177831                                                                                                |Star                                  |19 05 40.9074014520 +14 35 38.692435956|047.5357006590094 +03.5201612370229| -18.575 -0.291   |9.55     |K0                   |    ~     ~    |    1|  381.403   pc  |  -2.2257     +2.2257  |paral   |2020yCat.1350....0G
3025|HD 177902                                                                                                |Star                                  |19 06 03.7624233432 +15 11 41.981510400|048.1136246784862 +03.7122534015470|  -0.275 -6.077   |9.71     |B9                   |    ~     ~    |    1|  883.783   pc  | -14.2936    +14.2936  |paral   |2020yCat.1350....0G
3026|HD 177938                                                                                                |Star                                  |19 06 09.3348766752 +14 28 09.432710292|047.4768714295497 +03.3611901670028|-10.754 -16.786   |9.81     |G5                   |    ~     ~    |    1|  328.116   pc  |  -2.9391     +2.9391  |paral   |2020yCat.1350....0G
3027|HD 177954                                                                                                |Star                                  |19 06 14.2841290848 +14 47 03.471475632|047.7667726456854 +03.4872340709906| -5.371 -23.652   |9.68     |F2                   |    ~     ~    |    1|  191.560   pc  |  -0.5651     +0.5651  |paral   |2020yCat.1350....0G
3028|HD 178262                                                                                                |Star                                  |19 07 17.1189760560 +14 17 08.453271624|047.4385818336485 +03.0339290993969|   2.134 -3.506   |10.66    |K2                   |    ~     ~    |    1|  391.942   pc  |  -2.7190     +2.7190  |paral   |2020yCat.1350....0G
3029|HD 176528                                                                                                |Star                                  |19 00 09.4563367848 +14 09 27.030490200|046.5369963252393 +04.5140459351585| -9.219 -31.850   |8.89     |A2                   |    ~     ~    |    1|  214.257   pc  |  -1.0375     +1.0375  |paral   |2020yCat.1350....0G
3030|HD 177202                                                                                                |Star                                  |19 03 07.7954636568 +14 10 54.261173244|046.8859292187646 +03.8827252588986| -13.385 21.180   |9.29     |F2                   |    ~     ~    |    1|  142.499   pc  |  -0.3614     +0.3614  |paral   |2020yCat.1350....0G
3031|HD 177460                                                                                                |Star                                  |19 04 18.0 +14 09 00                   |046.9869 +03.6157                  |            ~ ~   |9.4      |G5                   |    ~     ~    |    0|                |                       |        |                   
3032|HD 177546                                                                                                |Star                                  |19 04 40.2236444592 +14 05 02.023909512|046.9688712032807 +03.5056370702822|  -0.515 -5.682   |9.32     |B9                   |    ~     ~    |    1|  973.805   pc  | -18.2073    +18.2073  |paral   |2020yCat.1350....0G
3033|V* KP Aql                                                                                                |Spectroscopic Binary                  |19 02 29.9459260320 +15 48 01.091088324|048.2636579936058 +04.7519848153186|  10.350 -4.722   |9.39     |A3                   |    ~     ~    |    1|  310.965   pc  |  -2.6786     +2.6786  |paral   |2020yCat.1350....0G
3034|HD 230473                                                                                                |High Proper Motion Star               |19 01 51.0149767146 +16 03 48.403145329|048.4286116258071 +05.0099796803780|-149.724 -304.758 |10.378   |G0                   |    ~     ~    |    1|   92.4573  pc  |  -0.4445     +0.4445  |paral   |2020yCat.1350....0G
3035|HD 230649                                                                                                |Star                                  |19 05 32.1231720672 +15 02 58.367995152|047.9257624166272 +03.7592551969672|  -1.139 -3.170   |10.61    |~                    |    ~     ~    |    1|  669.568   pc  | -11.3425    +11.3425  |paral   |2020yCat.1350....0G
3036|HD 230599                                                                                                |Star                                  |19 04 29.6749785768 +15 25 12.761764536|048.1421714769148 +04.1514435708491| -4.124 -13.136   |9.756    |K2                   |    ~     ~    |    1|  464.425   pc  |  -3.4079     +3.4079  |paral   |2020yCat.1350....0G
3037|HD 176483                                                                                                |Star                                  |19 00 00.3767622672 +13 42 29.617394436|046.1183819347616 +04.3437252528306|        3.9 2.3   |9.61     |A0                   |    ~     ~    |    0|                |                       |        |                   
3038|HD 230361                                                                                                |Star                                  |19 00 12.2627586240 +13 52 55.396599636|046.2956857140569 +04.3794250005200|    1.085 0.618   |10.86    |B9                   |    ~     ~    |    1| 1205.110   pc  | -36.4525    +36.4525  |paral   |2020yCat.1350....0G
3039|HD 176847                                                                                                |Star                                  |19 01 36.5320505544 +13 55 58.482071688|046.4958713482843 +04.0985415268271|   4.170 -4.826   |9.11     |A0                   |    ~     ~    |    1|  567.956   pc  |  -5.5483     +5.5483  |paral   |2020yCat.1350....0G
3040|HD 177083                                                                                                |Star                                  |19 02 42.8327627256 +13 47 12.960678660|046.4874676683062 +03.7932945665842|-15.221 -17.161   |9.34     |F8                   |    ~     ~    |    1|  143.193   pc  |  -0.3137     +0.3137  |paral   |2020yCat.1350....0G
3041|HD 177112                                                                                                |Star                                  |19 02 46.7036808120 +13 44 01.325547528|046.4470764352989 +03.7551542726884|  -0.157 -7.635   |9.67     |A0                   |    ~     ~    |    1|  798.850   pc  |  -8.6790     +8.6790  |paral   |2020yCat.1350....0G
3042|HD 230541                                                                                                |Star                                  |19 03 12.8441523576 +13 40 08.561205876|046.4375696714331 +03.6315088479491|    3.245 2.163   |9.62     |K0                   |    ~     ~    |    1|  555.586   pc  |  -4.5684     +4.5684  |paral   |2020yCat.1350....0G
3043|HD 177227                                                                                                |Star                                  |19 03 18.7093383192 +14 04 03.969398784|046.8042585477895 +03.7916555141810|  4.659 -26.738   |9.12     |K0                   |    ~     ~    |    1|  369.017   pc  |  -2.8869     +2.8869  |paral   |2020yCat.1350....0G
3044|HD 177350                                                                                                |Star                                  |19 03 45.3079053120 +13 40 51.739771620|046.5081886995108 +03.5199276786250|    1.188 0.829   |8.57     |K2                   |    ~     ~    |    1|  706.764   pc  | -10.4399    +10.4399  |paral   |2020yCat.1350....0G
3045|HD 177529                                                                                                |Star                                  |19 04 36.0 +14 00 00                   |046.8863 +03.4826                  |            ~ ~   |10.6     |A                    |    ~     ~    |    0|                |                       |        |                   
3046|HD 177528                                                                                                |Star                                  |19 04 34.9060608216 +14 02 24.890506548|046.9201330601955 +03.5048829159643|  -1.498 -2.042   |10.21    |A                    |    ~     ~    |    1|  793.651   pc  | -23.7465    +23.7465  |paral   |2020yCat.1350....0G
3047|HD 177859                                                                                                |Star                                  |19 05 50.4487453464 +13 51 28.827471024|046.8972793015335 +03.1499067861134|   6.212 -9.140   |8.82     |K0                   |    ~     ~    |    1|  434.783   pc  |  -5.0284     +5.0284  |paral   |2020yCat.1350....0G
3048|HD 177955                                                                                                |Star                                  |19 06 19.1982243312 +13 50 30.332664708|046.9360348519186 +03.0390299922076|   3.347 -2.408   |8.70     |A0                   |    ~     ~    |    1|  451.365   pc  |  -4.8080     +4.8080  |paral   |2020yCat.1350....0G
3049|HD 178007                                                                                                |Spectroscopic Binary                  |19 06 27.4636214808 +13 40 41.743637184|046.8057571529645 +02.9345119958953|-14.402 -48.234   |8.14     |K2                   |    ~     ~    |    1|  353.157   pc  |  -4.3153     +4.3153  |paral   |2020yCat.1350....0G
3050|HD 178006                                                                                                |Pulsating Variable                    |19 06 28.1861637672 +13 57 18.986682528|047.0537778921390 +03.0586007264238|  -2.442 -6.232   |9.62     |A0                   |    ~     ~    |    1|  772.499   pc  | -12.1738    +12.1738  |paral   |2020yCat.1350....0G
3051|HD 178213                                                                                                |Star                                  |19 07 11.4177158160 +14 00 26.986187988|047.1803600364513 +02.9270672317946|  32.467 17.540   |9.44     |A5                   |    ~     ~    |    1|  276.495   pc  |  -6.2230     +6.2230  |paral   |2020yCat.1350....0G
3052|HD 230370                                                                                                |Double or Multiple Star               |19 00 27.6774056040 +14 44 54.038006052|047.0991724043722 +04.7152808542462|       2.9 -2.4   |10.16    |~                    |    ~     ~    |    0|                |                       |        |                   
3053|NAME Okab                          * zet Aql                                                             |High Proper Motion Star               |19 05 24.6080155 +13 51 48.518212      |046.8543474533 +03.2454052752      |   -7.25 -95.56   |2.99     |A0IV-Vnn             |    ~     ~    |    1|   26.1555  pc  |  -0.2388     +0.2388  |paral   |2020yCat.1350....0G
3054|HD 230566                                                                                                |Star                                  |19 03 43.4697787464 +14 40 08.463558144|047.3866000777021 +03.9758353504537|   -0.355 0.259   |9.53     |M2                   |    ~     ~    |    1|  844.309   pc  | -19.1046    +19.1046  |paral   |2020yCat.1350....0G
3055|HD 176484                                                                                                |Star                                  |19 00 01.1339876088 +13 42 16.084488312|046.1164094660235 +04.3392914505122|  -13.030 7.197   |9.66     |A0                   |    ~     ~    |    1|  211.941   pc  |  -3.4049     +3.4049  |paral   |2020yCat.1350....0G
3056|HD 177026                                                                                                |Star                                  |19 02 26.0133495432 +13 36 36.876684672|046.2987188020370 +03.7736925388490|   13.110 8.082   |8.50     |K0                   |    ~     ~    |    1|  344.471   pc  |  -3.0021     +3.0021  |paral   |2020yCat.1350....0G
3057|HD 177203                                                                                                |Star                                  |19 03 08.6394355896 +13 38 42.396890604|046.4084527031346 +03.6357862624246| -0.297 -12.143   |9.87     |A0                   |    ~     ~    |    1|  312.607   pc  |  -6.6843     +6.6843  |paral   |2020yCat.1350....0G
3058|HD 178096                                                                                                |Star                                  |19 06 47.3598191928 +13 32 51.182161980|046.7263065564189 +02.8030556962730|   -1.318 6.123   |8.84     |K2                   |    ~     ~    |    1|  383.818   pc  |  -3.2262     +3.2262  |paral   |2020yCat.1350....0G
3059|HD 230410                                                                                                |Star                                  |19 00 57.3491303167 +14 16 45.998598271|046.7338049346538 +04.3966256947515|  -0.451 -4.224   |10.96    |~                    |    ~     ~    |    1|  201.5804  pc  | -18.4806    +18.4806  |paral   |2018yCat.1345....0G
3060|HD 230381                                                                                                |Star                                  |19 00 32.8622064768 +13 39 04.298409396|046.1270445202899 +04.2006354320857|  -0.430 -4.275   |10.76    |~                    |    ~     ~    |    1| 1290.489   pc  | -27.3119    +27.3119  |paral   |2020yCat.1350....0G
3061|HD 230371                                                                                                |High Proper Motion Star               |19 00 27.2942553744 +14 00 07.107380316|046.4305252263638 +04.3794347696215|  41.670 31.643   |10.47    |~                    |    ~     ~    |    1|  128.179   pc  |  -0.6506     +0.6506  |paral   |2020yCat.1350....0G
3062|HD 230418                                                                                                |High Proper Motion Star               |19 01 06.6744111168 +14 02 55.011275556|046.5444709380767 +04.2585731302043|-27.131 -49.900   |10.94    |~                    |    ~     ~    |    1|  230.712   pc  |  -0.8463     +0.8463  |paral   |2020yCat.1350....0G
3063|TYC 1052-25-1                                                                                            |Star                                  |19 06 13.3162548456 +14 41 48.021061956|047.6868804033620 +03.4507105175238|    3.748 4.905   |10.65    |~                    |    ~     ~    |    1|  435.502   pc  |  -2.8449     +2.8449  |paral   |2020yCat.1350....0G
3064|TYC 1052-123-1                                                                                           |Star                                  |19 04 06.7104 +14 40 13.794            |047.4305960 +03.8930618            |-13.027 -12.142   |10.92    |~                    |    ~     ~    |    0|                |                       |        |                   
3065|TYC 1052-174-1                                                                                           |Star                                  |19 01 45.7979255184 +13 39 59.170969188|046.2748199449910 +03.9442966954916|  -9.797 -4.771   |10.3     |~                    |    ~     ~    |    1|  558.472   pc  | -23.8285    +23.8285  |paral   |2020yCat.1350....0G
3066|HD 230686                                                                                                |Star                                  |19 06 32.2785870000 +14 51 23.325199488|047.8642611916274 +03.4556945808058|  -0.314 -3.657   |10.71    |~                    |    ~     ~    |    1| 1011.941   pc  | -22.9381    +22.9381  |paral   |2020yCat.1350....0G
3067|TYC 1052-552-1                                                                                           |Star                                  |19 06 50.8535291616 +13 35 23.994323484|046.7705762936078 +02.8099078563577|   0.341 -7.692   |10.49    |~                    |    ~     ~    |    1|  657.462   pc  |  -7.4780     +7.4780  |paral   |2020yCat.1350....0G
3068|HD 230624                                                                                                |Star                                  |19 05 04.1736693192 +13 35 46.406126760|046.5783666190081 +03.1970276822253|  -0.325 -6.747   |10.50    |~                    |    ~     ~    |    1| 1002.406   pc  | -55.4659    +55.4659  |paral   |2020yCat.1350....0G
3069|HD 230567                                                                                                |Star                                  |19 03 48.5527087368 +13 41 33.050176296|046.5244163405607 +03.5134554524821|   0.251 -6.609   |10.82    |~                    |    ~     ~    |    0|                |                       |        |                   
3070|HD 230635                                                                                                |Star                                  |19 05 17.0327376696 +13 32 47.733930312|046.5579504131304 +03.1280321604988|  22.144 17.373   |9.83     |~                    |    ~     ~    |    1|  234.698   pc  |  -0.7491     +0.7491  |paral   |2020yCat.1350....0G
3071|TYC 1052-767-1                                                                                           |Star                                  |19 04 04.4773485864 +14 51 46.494093060|047.5982959976301 +03.9885326032138|        1.6 3.5   |10.37    |~                    |    ~     ~    |    0|                |                       |        |                   
3072|HD 230617                                                                                                |Star                                  |19 04 49.5874317288 +13 57 55.797921108|046.8805754117373 +03.4179857684447|  -0.217 -5.928   |10.52    |~                    |    ~     ~    |    1|  891.742   pc  | -14.3137    +14.3137  |paral   |2020yCat.1350....0G
3073|HD 230680                                                                                                |Star                                  |19 06 27.7193653872 +13 46 52.795176060|046.8980095851542 +02.9807355470024|   14.633 0.666   |10.05    |~                    |    ~     ~    |    1|  424.250   pc  |  -3.1498     +3.1498  |paral   |2020yCat.1350....0G
3074|HD 230687                                                                                                |Star                                  |19 06 37.6881250080 +14 25 19.785163728|047.4872279112973 +03.2378939281163|   4.626 -1.682   |10.66    |~                    |    ~     ~    |    1|  736.431   pc  |  -9.3823     +9.3823  |paral   |2020yCat.1350....0G
3075|HD 230454                                                                                                |Star                                  |19 01 32.1272347728 +14 24 22.298399028|046.9108776245980 +04.3287863118442|  -2.791 -5.939   |10.68    |~                    |    ~     ~    |    1|  553.128   pc  |  -6.2108     +6.2108  |paral   |2020yCat.1350....0G
3076|TYC 1052-1715-1                                                                                          |Star                                  |19 03 03.7232226288 +14 13 51.210152076|046.9223326074536 +03.9197044068597|-30.556 -36.908   |10.73    |~                    |    ~     ~    |    1|  290.099   pc  |  -7.4816     +7.4816  |paral   |2020yCat.1350....0G
3077|HD 230651                                                                                                |Star                                  |19 05 37.8989709240 +14 24 15.924489912|047.3610627446084 +03.4444547604236|-27.611 -35.645   |10.70    |~                    |    ~     ~    |    1|  349.871   pc  |  -2.4237     +2.4237  |paral   |2020yCat.1350....0G
3078|TYC 1052-1958-1                                                                                          |Star                                  |19 05 47.2943304864 +14 26 26.682084276|047.4107705639386 +03.4272878093049|  -6.947 -0.016   |10.71    |~                    |    ~     ~    |    1|  805.997   pc  | -11.2386    +11.2386  |paral   |2020yCat.1350....0G
3079|HD 230641                                                                                                |Star                                  |19 05 25.9052994528 +14 08 58.689259980|047.1117981102065 +03.3713187118476|   5.674 -4.803   |10.85    |~                    |    ~     ~    |    1|  439.580   pc  |  -3.4395     +3.4395  |paral   |2020yCat.1350....0G
3080|HD 230716                                                                                                |Star                                  |19 07 28.1808211488 +14 22 29.065230624|047.5383439694428 +03.0349917422878| -10.703 -7.684   |10.01    |~                    |    ~     ~    |    1|  502.816   pc  |  -4.0957     +4.0957  |paral   |2020yCat.1350....0G
3081|HD 230490                                                                                                |Star                                  |19 02 13.3892860656 +14 28 03.631384704|047.0414668339995 +04.2081964965049|   0.356 -5.271   |10.51    |~                    |    ~     ~    |    1|  876.885   pc  | -10.6881    +10.6881  |paral   |2020yCat.1350....0G
3082|HD 230706                                                                                                |High Proper Motion Star               |19 07 03.9998698680 +13 53 04.379163324|047.0571625902624 +02.8974499818486|-28.435 -42.213   |10.39    |~                    |    ~     ~    |    1|  111.006   pc  |  -0.5262     +0.5262  |paral   |2020yCat.1350....0G
3083|HD 230403                                                                                                |Star                                  |19 00 50.5907068032 +15 06 25.318203228|047.4621324639360 +04.7948617073435|   -0.285 5.889   |10.24    |~                    |    ~     ~    |    1|  478.332   pc  |  -4.6447     +4.6447  |paral   |2020yCat.1350....0G
3084|HD 230549                                                                                                |Star                                  |19 03 24.6060915768 +16 06 17.177681556|048.6355068532671 +04.6943733636352|  22.843 23.905   |10.87    |~                    |    ~     ~    |    1|  308.337   pc  |  -1.3120     +1.3120  |paral   |2020yCat.1350....0G
3085|HD 230493                                                                                                |Star                                  |19 02 25.2690695328 +16 10 37.358781276|048.5924794400561 +04.9388878065492|   6.981 -4.040   |9.84     |~                    |    ~     ~    |    1|  750.638   pc  |  -7.7194     +7.7194  |paral   |2020yCat.1350....0G
3086|HD 230416                                                                                                |Star                                  |19 00 59.7162699720 +16 01 56.719441668|048.3078581883284 +05.1793651069945|  4.493 -23.673   |10.17    |~                    |    ~     ~    |    1|  150.403   pc  |  -0.3665     +0.3665  |paral   |2020yCat.1350....0G
