C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST08:09:08

dec >=0&rah >=19.0&rah< 19.25&(cat='NGC'|Vmag< 11)
--------------------------------------------------

Number of objects : 7376

 #  |                                               identifier                                                |                 typ                  |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |     spec. type      |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|--------------------------------------|---------------------------------------|-----------------------------------|------------------|---------|---------------------|---------------|-----|----------------|-----------------------|--------|-------------------
996 |TYC 3927-1592-1                                                                                          |Star                                  |19 03 22.1555674728 +56 18 00.157578300|086.6061771935964 +20.7114515800793|   1.367 -0.148   |10.66    |~                    |    ~     ~    |    1|  426.858   pc  |  -1.8221     +1.8221  |paral   |2020yCat.1350....0G
997 |TYC 3927-1600-1                                                                                          |High Proper Motion Star               |19 04 03.6782337504 +56 53 15.932471892|087.2352006143570 +20.8037132400590|  -0.581 58.742   |10.02    |~                    |    ~     ~    |    1|  206.646   pc  |  -0.4911     +0.4911  |paral   |2020yCat.1350....0G
998 |TYC 3928-225-1                                                                                           |Star                                  |19 10 34.5313372560 +57 42 29.530530936|088.3646888574310 +20.2308916194069| -1.462 -16.682   |10.45    |~                    |    ~     ~    |    1| 1145.738   pc  | -14.0461    +14.0461  |paral   |2020yCat.1350....0G
999 |TYC 3928-289-1                                                                                           |Star                                  |19 08 42.2656407624 +57 37 23.297635920|088.1924786321071 +20.4400741490128|  7.326 -22.178   |10.11    |~                    |    ~     ~    |    1|  136.075   pc  |  -0.2055     +0.2055  |paral   |2020yCat.1350....0G
1000|TYC 3928-486-1                                                                                           |Star                                  |19 10 09.3381303384 +57 09 46.633690512|087.7961276789929 +20.1057739933303|    3.995 9.822   |9.71     |~                    |    ~     ~    |    1|  735.402   pc  |  -6.1112     +6.1112  |paral   |2020yCat.1350....0G
1001|GSC 03928-00561                                                                                          |Double or Multiple Star               |19 10 46.2952365000 +57 14 37.463287056|087.9065722507451 +20.0535893468421|    2.154 5.302   |10.982   |~                    |    ~     ~    |    1|  434.480   pc  |  -2.3219     +2.3219  |paral   |2020yCat.1350....0G
1002|TYC 3928-598-1                                                                                           |Star                                  |19 10 50.5041175440 +57 13 46.856633628|087.8957792346174 +20.0399923361770|  -0.627 -6.889   |9.23     |~                    |    ~     ~    |    1|  719.942   pc  |  -8.4486     +8.4486  |paral   |2020yCat.1350....0G
1003|TYC 3928-609-1                                                                                           |Star                                  |19 10 40.7934646848 +57 09 50.865739596|087.8222107695366 +20.0390513008014|  -9.025 -7.146   |9.89     |~                    |    ~     ~    |    1|  368.039   pc  |  -1.3003     +1.3003  |paral   |2020yCat.1350....0G
1004|TYC 3928-627-1                                                                                           |Star                                  |19 10 44.3332016016 +57 05 10.202488764|087.7467030609821 +20.0057477477045|  -3.412 -2.742   |10.82    |~                    |    ~     ~    |    1|  506.406   pc  |  -3.0261     +3.0261  |paral   |2020yCat.1350....0G
1005|TYC 3928-635-1                                                                                           |Star                                  |19 11 14.3060141832 +57 11 20.996537532|087.8739981556266 +19.9759026768512|   -2.455 3.806   |10.21    |~                    |    ~     ~    |    1|  324.528   pc  |  -1.4955     +1.4955  |paral   |2020yCat.1350....0G
1006|TYC 3928-665-1                                                                                           |Star                                  |19 07 02.5956907392 +57 08 28.892683500|087.6288319027249 +20.4981622271920|   -2.605 3.744   |10.58    |~                    |    ~     ~    |    1|  319.908   pc  |  -0.9518     +0.9518  |paral   |2020yCat.1350....0G
1007|TYC 3928-786-1                                                                                           |Star                                  |19 10 10.0001923248 +57 03 08.681753124|087.6854862150545 +20.0680349595565|   -2.505 3.963   |10.15    |~                    |    ~     ~    |    1|  323.436   pc  |  -1.3599     +1.3599  |paral   |2020yCat.1350....0G
1008|TYC 3928-852-1                                                                                           |Star                                  |19 08 23.1765129072 +57 00 12.821464764|087.5521004083854 +20.2810812252783|   2.720 -6.392   |10.65    |~                    |    ~     ~    |    1|  740.302   pc  |  -5.5353     +5.5353  |paral   |2020yCat.1350....0G
1009|TYC 3928-978-1                                                                                           |Star                                  |19 08 16.2974492256 +56 53 19.791417084|087.4309853746891 +20.2587372650616|   5.039 -4.960   |10.37    |~                    |    ~     ~    |    1|  225.474   pc  |  -0.5948     +0.5948  |paral   |2020yCat.1350....0G
1010|TYC 3928-1195-1                                                                                          |Star                                  |19 09 21.3628533552 +56 26 54.894233616|087.0397258767979 +19.9740726605267|  -30.865 8.280   |10.64    |G2.5V                |    ~     ~    |    1|  213.821   pc  |  -0.4023     +0.4023  |paral   |2020yCat.1350....0G
1011|TYC 3928-1212-1                                                                                          |Star                                  |19 08 25.4623302216 +56 37 35.168138796|087.1737891682604 +20.1537066319244|    0.458 2.210   |10.43    |~                    |    ~     ~    |    1| 1073.422   pc  | -12.2137    +12.2137  |paral   |2020yCat.1350....0G
1012|TYC 3928-1338-1                                                                                          |Spectroscopic Binary                  |19 10 42.9646902936 +56 47 35.454323004|087.4515089890295 +19.9116001675324|   -0.456 2.870   |10.93    |~                    |    ~     ~    |    1|  419.551   pc  |  -2.5171     +2.5171  |paral   |2020yCat.1350....0G
1013|TYC 3928-1706-1                                                                                          |Star                                  |19 09 26.7669819168 +56 20 03.688856988|086.9294070961808 +19.9245862733376| -10.892 -2.208   |9.97     |~                    |    ~     ~    |    0|                |                       |        |                   
1014|BD+60 1878                                                                                               |Star                                  |19 03 03.5482060128 +60 53 05.991348804|091.2961708227466 +22.1120601080421| -35.815 24.620   |8.48     |G5                   |    ~     ~    |    1|  342.947   pc  |  -1.6583     +1.6583  |paral   |2020yCat.1350....0G
1015|BD+60 1879                                                                                               |Star                                  |19 03 13.1111639664 +60 40 32.916549036|091.0856037464759 +22.0342100195360|  -2.569 -2.877   |10.22    |F5                   |    ~     ~    |    1|  291.826   pc  |  -1.0816     +1.0816  |paral   |2020yCat.1350....0G
