C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST08:30:38

dec< 0&rah >=20.5&rah< 20.75&(cat='NGC'|Vmag< 11)
-------------------------------------------------

Number of objects : 4644

 #  |                                               identifier                                                |                typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |    spec. type     |   ang. size   |#Dist| distance Q unit|   err-        err+      | method |     reference     
----|---------------------------------------------------------------------------------------------------------|-----------------------------------|---------------------------------------|-----------------------------------|------------------|---------|-------------------|---------------|-----|----------------|-------------------------|--------|-------------------
2703|TYC 9312-254-1                                                                                           |Spectroscopic Binary               |20 39 27.7942939440 -71 02 55.842560304|323.4172597637676 -34.2298949934420|  79.452 -8.255   |10.29    |~                  |    ~     ~    |    1|  182.980   pc  |  -2.4480     +2.4480    |ST-L    |2020AJ....160...83S
2704|CD-71 1635                                                                                               |High Proper Motion Star            |20 41 01.7579902344 -71 07 38.109546768|323.2822965282632 -34.3289578035336| 116.412 63.705   |9.79     |~                  |    ~     ~    |    1|   43.853   pc  |  -0.1000     +0.1000    |ST-L    |2020AJ....160...83S
2705|CD-71 1636                                                                                               |Star                               |20 41 25.8264347640 -71 09 37.059706584|323.2325709260913 -34.3503222316811|  2.004 -10.745   |10.00    |~                  |    ~     ~    |    1|  396.197   pc  |  -1.7267     +1.7267    |paral   |2020yCat.1350....0G
2706|CD-71 1638                                                                                               |High Proper Motion Star            |20 41 28.4508180408 -70 48 24.993021708|323.6410617940269 -34.4565114025085| 32.222 -78.872   |9.89     |~                  |    ~     ~    |    1|  176.144   pc  |  -1.6160     +1.6160    |ST-L    |2020AJ....160...83S
2707|CD-71 1637                                                                                               |Star                               |20 41 30.4428554664 -70 51 31.976912952|323.5798137037531 -34.4440893311106|   3.076 13.772   |10.53    |~                  |    ~     ~    |    1|  284.012   pc  |  -3.9800     +3.9800    |ST-L    |2020AJ....160...83S
2708|TYC 9316-1169-1                                                                                          |Star                               |20 41 33.8626611336 -71 15 25.017977016|323.1168332979128 -34.3322629921040| 13.453 -19.282   |10.81    |~                  |    ~     ~    |    1|  484.896   pc  | -12.0600    +12.0600    |ST-L    |2020AJ....160...83S
2709|TYC 9312-1169-1                                                                                          |Star                               |20 42 21.0899861952 -70 15 50.677161480|324.2468670012332 -34.6827882652399| -5.906 -10.053   |10.79    |~                  |    ~     ~    |    1| 1865.080   pc  |-175.7000   +175.7000    |ST-L    |2020AJ....160...83S
2710|CD-71 1632                                                                                               |Star                               |20 37 38.4134174064 -70 34 58.932602508|324.0087253066463 -34.2149196641218| -0.059 -14.238   |9.31     |~                  |    ~     ~    |    1|  954.927   pc  | -15.5933    +15.5933    |paral   |2020yCat.1350....0G
2711|TYC 9308-975-1                                                                                           |Star                               |20 35 50.2215863568 -69 14 56.429920608|325.6172164254429 -34.4112009164334|-14.903 -13.178   |10.70    |~                  |    ~     ~    |    1|  265.254   pc  |  -3.6920     +3.6920    |ST-L    |2020AJ....160...83S
2712|TYC 9308-1769-1                                                                                          |Star                               |20 35 40.7390044608 -68 53 13.359038784|326.0469161530310 -34.4864189741876|   1.717 -9.826   |10.80    |~                  |    ~     ~    |    1| 1482.710   pc  |-114.0000   +114.0000    |ST-L    |2020AJ....160...83S
2713|TYC 9312-839-1                                                                                           |Star                               |20 31 29.5584392808 -69 26 42.395466156|325.4981794103470 -33.9922721280636|   7.871 -1.519   |10.527   |~                  |    ~     ~    |    1|  885.598   pc  | -37.5900    +37.5900    |ST-L    |2020AJ....160...83S
2714|TYC 9312-872-1                                                                                           |Star                               |20 36 21.2752436928 -71 00 41.938848468|323.5447851086906 -33.9973917016337| -1.803 -12.623   |10.6     |~                  |    ~     ~    |    1|  867.967   pc  | -36.5500    +36.5500    |ST-L    |2020AJ....160...83S
2715|TYC 9312-958-1                                                                                           |Star                               |20 39 40.1500949352 -70 25 06.626216532|324.1441990852068 -34.4228061656557|  10.138 -9.847   |10.67    |~                  |    ~     ~    |    1| 1435.650   pc  | -92.5700    +92.5700    |ST-L    |2020AJ....160...83S
2716|TYC 9312-1107-1                                                                                          |Star                               |20 36 05.2466974632 -70 10 49.878654420|324.5197845763843 -34.1958673056548|    3.706 2.546   |10.66    |~                  |    ~     ~    |    1|  893.222   pc  | -30.7700    +30.7700    |ST-L    |2020AJ....160...83S
2717|TYC 9312-1192-1                                                                                          |Double or Multiple Star            |20 40 06.724176 -71 12 27.13104        |323.215188488 -34.234883609        |     19.0 -29.1   |10.636   |~                  |    ~     ~    |    1|  274.143   pc  | +46.538      +8         |ST-L    |2017AJ....153...75K
2718|TYC 9312-1267-1                                                                                          |Star                               |20 32 31.9261112904 -70 03 13.763181780|324.7594922609432 -33.9351016571206|   0.918 -5.467   |10.63    |~                  |    ~     ~    |    1|  710.126   pc  |  -6.0009     +6.0009    |paral   |2020yCat.1350....0G
2719|TYC 9312-1526-1                                                                                          |Star                               |20 38 28.0313225040 -70 54 28.596085992|323.6083210124152 -34.1914878441511|   17.269 2.641   |10.19    |~                  |    ~     ~    |    1|  574.312   pc  | -17.1100    +17.1100    |ST-L    |2020AJ....160...83S
2720|TYC 9312-1642-1                                                                                          |Star                               |20 35 25.1353620912 -69 44 03.832585908|325.0591312012716 -34.2544865584196|  13.505 -9.467   |10.98    |~                  |    ~     ~    |    1|  266.880   pc  |  -0.7977     +0.7977    |paral   |2020yCat.1350....0G
2721|IRAS 20282-7223                                                                                          |Long-Period Variable               |20 33 41.3599066752 -72 13 39.091111536|322.2057048995589 -33.4660808648954|   -3.529 3.609   |10.31    |~                  |    ~     ~    |    1| 1688.619   pc  | -61.5910    +61.5910    |paral   |2020yCat.1350....0G
2722|HD 196564                                                                                                |Star                               |20 42 37.7090707248 -68 20 09.829486140|326.4995011199712 -35.2394396972138| 11.673 -17.699   |9.95     |F3/5V              |    ~     ~    |    1|  224.926   pc  |  -0.6476     +0.6476    |paral   |2020yCat.1350....0G
2723|HD 196784                                                                                                |Star                               |20 43 55.6244360376 -68 54 52.340531832|325.7787395141729 -35.1958285793199| 20.071 -21.048   |8.08     |F6/7IV             |    ~     ~    |    1|  253.601   pc  |  -3.9746     +3.9746    |paral   |2020yCat.1350....0G
2724|HD 196804                                                                                                |Star                               |20 43 54.3456005136 -68 34 07.665737700|326.1862566619935 -35.2894730584483|-21.978 -13.095   |9.11     |F6V                |    ~     ~    |    1|  181.845   pc  |  -0.4233     +0.4233    |paral   |2020yCat.1350....0G
2725|NGC 6943                           NGC 6943a                          NGC 6943                           |Galaxy                             |20 44 33.6942768168 -68 44 51.556773048|325.9554511554836 -35.2973394723651|            ~ ~   |11.25    |~                  |1.907 0.953    |    1|   35.97    Mpc |                         |        |2016AJ....152...50T
2726|TYC 9308-944-1                                                                                           |Star                               |20 39 59.9167233984 -68 30 09.543842640|326.3803024768351 -34.9624590616865|   1.731 -2.357   |10.77    |~                  |    ~     ~    |    1|  744.095   pc  | -32.3900    +32.3900    |ST-L    |2020AJ....160...83S
2727|TYC 9308-1110-1                                                                                          |Star                               |20 41 40.4960611248 -68 34 14.906783244|326.2510906585918 -35.0927049002304|  11.138 -5.951   |10.37    |~                  |    ~     ~    |    1|  525.072   pc  | -14.1300    +14.1300    |ST-L    |2020AJ....160...83S
2728|TYC 9308-1131-1                                                                                          |Star                               |20 41 40.4098613616 -68 49 57.121815900|325.9429469682362 -35.0228714276499| -5.610 -11.133   |10.89    |~                  |    ~     ~    |    1|  915.193   pc  | -34.0300    +34.0300    |ST-L    |2020AJ....160...83S
2729|HD 194538                                                                                                |High Proper Motion Star            |20 30 37.6002107088 -68 01 20.642990484|327.1947107578658 -34.2316944329158|  3.485 -68.661   |8.89     |K2III              |    ~     ~    |    1|  232.742   pc  |  -0.8125     +0.8125    |paral   |2020yCat.1350....0G
2730|HD 194929                                                                                                |Spectroscopic Binary               |20 32 41.0468861976 -68 02 01.914462420|327.1306762811927 -34.4170889826870| 28.775 -49.557   |9.52     |F3IV/V             |    ~     ~    |    1|  178.333   pc  |  -0.4166     +0.4166    |paral   |2020yCat.1350....0G
2731|HD 194972                                                                                                |Star                               |20 32 57.3293621712 -68 22 19.356727584|326.7244038719204 -34.3660620732449| 17.830 -35.314   |7.52     |A1/2V              |    ~     ~    |    1|  151.478   pc  |  -0.5438     +0.5438    |paral   |2020yCat.1350....0G
2732|HD 195002                                                                                                |Star                               |20 33 07.5367497408 -68 01 25.871966292|327.1314036328975 -34.4595764993500|  14.417 13.233   |9.70     |K0III              |    ~     ~    |    1|  380.402   pc  |  -1.7509     +1.7509    |paral   |2020yCat.1350....0G
2733|HD 195268                                                                                                |Star                               |20 34 45.8076254352 -68 31 32.072955132|326.4968575524443 -34.4922054245838|    2.174 5.463   |8.98     |M1(III)            |    ~     ~    |    1|  988.435   pc  | -18.5631    +18.5631    |paral   |2020yCat.1350....0G
2734|HD 194680                                                                                                |Star                               |20 31 31.2854078136 -68 42 07.320084804|326.3710274584540 -34.1640454478288|  31.676 -1.836   |8.23     |G8III              |    ~     ~    |    1|  289.051   pc  |  -1.6042     +1.6042    |paral   |2020yCat.1350....0G
2735|HD 194859                                                                                                |Star                               |20 32 28.2437542008 -68 35 54.810429972|326.4694306342050 -34.2715211183329| 13.601 -14.034   |8.73     |G8/K0III           |    ~     ~    |    1|  275.277   pc  |  -1.1973     +1.1973    |paral   |2020yCat.1350....0G
2736|HD 195119                                                                                                |Star                               |20 33 50.4043960920 -68 46 07.630309488|326.2341758483189 -34.3534085441786|   -6.049 0.357   |9.05     |M0/1III            |    ~     ~    |    1|  921.914   pc  | -25.0728    +25.0728    |paral   |2020yCat.1350....0G
2737|HD 195418                                                                                                |Star                               |20 35 40.0921380552 -68 39 25.078369248|326.3181332536855 -34.5411316067243|  1.007 -20.130   |9.49     |F3V                |    ~     ~    |    1|  192.519   pc  |  -0.4855     +0.4855    |paral   |2020yCat.1350....0G
2738|CD-69 1936                                                                                               |High Proper Motion Star            |20 35 43.3764793344 -68 36 28.396006740|326.3745173137853 -34.5577713117084|-149.243 14.499   |10.11    |~                  |    ~     ~    |    1|   53.495   pc  |  -0.1452     +0.1452    |ST-L    |2020AJ....160...83S
2739|TYC 9308-865-1                                                                                           |Spectroscopic Binary               |20 31 32.7264555360 -68 12 31.861411164|326.9521295518691 -34.2751699336813|  7.971 -24.142   |10.91    |~                  |    ~     ~    |    1|  407.116   pc  |  -5.5524     +5.5524    |paral   |2020yCat.1350....0G
2740|TYC 9308-987-1                                                                                           |Star                               |20 36 40.8224769840 -68 31 47.208548496|326.4409038002954 -34.6615219171170|  -20.516 7.905   |10.90    |~                  |    ~     ~    |    1|  218.665   pc  |  -1.9030     +1.9030    |paral   |2020yCat.1350....0G
2741|HD 194507                                                                                                |Spectroscopic Binary               |20 30 08.4331792416 -67 01 02.665305588|328.3970371824479 -34.3927718761910|  5.206 -24.426   |9.02     |A7V                |    ~     ~    |    1|  221.950   pc  |  -7.5330     +7.5330    |ST-L    |2020AJ....160...83S
2742|CD-68 2176                                                                                               |Star                               |20 38 17.1489210024 -68 15 06.603269508|326.7248058144884 -34.8729698422265|   7.442 11.082   |10.04    |~                  |    ~     ~    |    1|  673.051   pc  | -20.0800    +20.0800    |ST-L    |2020AJ....160...83S
2743|HD 196193                                                                                                |Star                               |20 40 08.0134820280 -68 18 54.119023884|326.5977913786466 -35.0225348359876|  16.052 -0.049   |9.61     |F2/3V              |    ~     ~    |    1|  367.997   pc  |  -7.3140     +7.3140    |ST-L    |2020AJ....160...83S
2744|CD-67 2422                                                                                               |Spectroscopic Binary               |20 30 13.3040610408 -67 18 54.221256468|328.0418551803643 -34.3407649642497|  2.205 -12.365   |10.32    |~                  |    ~     ~    |    1| 1269.036   pc  | -23.3515    +23.3515    |paral   |2020yCat.1350....0G
2745|TYC 9308-70-1                                                                                            |Star                               |20 31 28.4949489960 -67 31 33.605301468|327.7616994363206 -34.4149456264758|  33.012 -5.954   |10.86    |~                  |    ~     ~    |    1|  199.686   pc  |  -2.2170     +2.2170    |ST-L    |2020AJ....160...83S
2746|TYC 9308-234-1                                                                                           |Star                               |20 32 28.9201648704 -67 30 45.014250888|327.7529217622788 -34.5118880964479| 14.567 -19.131   |10.64    |~                  |    ~     ~    |    1|  326.318   pc  |  -1.5334     +1.5334    |paral   |2020yCat.1350....0G
2747|TYC 9308-126-1                                                                                           |Star                               |20 34 42.8805707280 -67 43 40.290229056|327.4409151765868 -34.6717926956823| -4.208 -24.246   |10.88    |~                  |    ~     ~    |    1|  362.615   pc  |  -6.8600     +6.8600    |ST-L    |2020AJ....160...83S
2748|CD-68 2175                                                                                               |Star                               |20 34 54.3249145656 -67 39 31.940151588|327.5176673712333 -34.7050158281288|  10.846 -7.812   |10.02    |~                  |    ~     ~    |    1|  927.214   pc  | -10.2307    +10.2307    |paral   |2020yCat.1350....0G
2749|CD-68 2177                                                                                               |Star                               |20 38 35.8220749776 -68 16 08.505275376|326.6957945568236 -34.8966298899001|  17.444 -7.417   |10.68    |~                  |    ~     ~    |    1|  360.617   pc  |  -6.3150     +6.3150    |ST-L    |2020AJ....160...83S
2750|TYC 9308-520-1                                                                                           |Star                               |20 39 29.8551921912 -68 13 56.371807956|326.7136873156678 -34.9865832062000|  13.593 -7.749   |10.69    |~                  |    ~     ~    |    1|  426.739   pc  |  -8.8850     +8.8850    |ST-L    |2020AJ....160...83S
2751|HD 196318                                                                                                |Star                               |20 40 16.4757955296 -65 04 20.909758008|330.4594332040458 -35.8042654380485|  2.697 -14.104   |8.52     |K2III              |    ~     ~    |    1|  283.704   pc  |  -1.3200     +1.3200    |paral   |2020yCat.1350....0G
2752|HD 196501                                                                                                |Star                               |20 41 34.3552729776 -64 55 20.231917464|330.6030604116328 -35.9710794481452| 11.045 -12.591   |9.62     |A8V                |    ~     ~    |    1|  294.598   pc  |  -4.7040     +4.7040    |ST-L    |2020AJ....160...83S
2753|HD 194520                                                                                                |Star                               |20 30 01.3534269576 -65 51 36.899546868|329.7777799665784 -34.6032048968372|  8.555 -15.830   |9.69     |A0V                |    ~     ~    |    1|  431.590   pc  | -12.5100    +12.5100    |ST-L    |2020AJ....160...83S
2754|TYC 9108-113-1                                                                                           |Star                               |20 40 26.0230652184 -65 03 04.029120504|330.4806193607691 -35.8252950219724|   -0.957 7.774   |10.84    |~                  |    ~     ~    |    1|  269.055   pc  |  -3.5860     +3.5860    |ST-L    |2020AJ....160...83S
2755|HD 196624                                                                                                |Spectroscopic Binary               |20 42 20.6006968728 -65 25 46.729197660|329.9699440085123 -35.9350757785692|   18.409 0.427   |9.76     |Fm_dD              |    ~     ~    |    1|  373.776   pc  |  -7.3400     +7.3400    |ST-L    |2020AJ....160...83S
2756|HD 194881                                                                                                |High Proper Motion Star            |20 32 00.8534889336 -65 48 54.839262096|329.7847551173690 -34.8118463232420|-68.412 -45.975   |7.48     |F6IV/V             |    ~     ~    |    1|   82.862   pc  |  -0.1339     +0.1339    |paral   |2020yCat.1350....0G
2757|HD 196846                                                                                                |Star                               |20 43 43.7393872416 -65 42 18.459806004|329.5974360292581 -36.0094692662066| 12.418 -18.719   |9.04     |K1III              |    ~     ~    |    1|  420.380   pc  |  -2.5448     +2.5448    |paral   |2020yCat.1350....0G
2758|HD 195031                                                                                                |Star                               |20 32 52.4637410640 -66 01 22.067130684|329.5158514719403 -34.8572901939389|  4.381 -13.835   |9.37     |K4III              |    ~     ~    |    1| 1193.745   pc  | -21.5179    +21.5179    |paral   |2020yCat.1350....0G
2759|HD 195870                                                                                                |Star                               |20 37 44.4536757792 -65 57 20.514745584|329.4699942591784 -35.3554523323373| -5.248 -40.402   |9.69     |F8V                |    ~     ~    |    1|  202.296   pc  |  -2.2940     +2.2940    |ST-L    |2020AJ....160...83S
2760|HD 195962                                                                                                |High Proper Motion Star            |20 38 25.5519976369 -66 32 19.493284716|328.7545139589840 -35.2927332884487|111.028 -396.628  |8.31     |G3/5V              |    ~     ~    |    1|   54.851   pc  |  -0.2614     +0.2614    |paral   |2020yCat.1350....0G
2761|CD-66 2406                                                                                               |Star                               |20 39 07.3719946848 -66 27 06.822985356|328.8386779791893 -35.3802489300888|  7.500 -38.218   |10.26    |~                  |    ~     ~    |    1|  247.571   pc  |  -3.1220     +3.1220    |ST-L    |2020AJ....160...83S
2762|CD-66 2409                                                                                               |Star                               |20 42 53.2172393136 -65 54 23.928240456|329.3812774417123 -35.8774564831825|    0.301 7.932   |10.16    |~                  |    ~     ~    |    1|  360.218   pc  |  -1.9334     +1.9334    |paral   |2020yCat.1350....0G
2763|HD 196968                                                                                                |Star                               |20 44 34.7997064512 -66 29 53.252430828|328.6217906666294 -35.8975428048385| 34.657 -13.050   |9.29     |F2V                |    ~     ~    |    1|  230.565   pc  |  -4.7390     +4.7390    |ST-L    |2020AJ....160...83S
2764|* bet Pav                                                                                                |Star                               |20 44 57.4939895 -66 12 11.570756      |328.9625388706 -36.0085685397      |    -42.67 9.94   |3.408    |A7III              |    ~     ~    |    1|   39.0079  pc  |  -0.5079     +0.5079    |paral   |2018yCat.1345....0G
2765|HD 194645                                                                                                |Double or Multiple Star            |20 30 57.2921914608 -66 48 12.966494472|328.6318356624551 -34.5136061473529| -5.267 -12.231   |10.7     |F7/8V              |    ~     ~    |    1|  390.808   pc  |  -2.6422     +2.6422    |paral   |2020yCat.1350....0G
2766|CD-67 2425                                                                                               |Star                               |20 31 20.7708 -66 36 31.524            |328.8542937 -34.5903650            | 18.978 -37.958   |9.94     |~                  |    ~     ~    |    1|  146.716   pc  |  -1.1130     +1.1130    |ST-L    |2020AJ....160...83S
2767|CD-67 2426                                                                                               |Star                               |20 33 15.8091713352 -67 02 09.957997464|328.2988508610943 -34.6871556209884| 17.642 -44.510   |10.01    |~                  |    ~     ~    |    1|  636.416   pc  |  -5.3058     +5.3058    |paral   |2020yCat.1350....0G
2768|HD 195251                                                                                                |Star                               |20 34 13.7424555672 -66 44 20.817593700|328.6276380259967 -34.8427973254223|   28.778 2.903   |8.18     |K0III              |    ~     ~    |    1|  422.833   pc  |  -3.7009     +3.7009    |paral   |2020yCat.1350....0G
2769|HD 195290                                                                                                |Star                               |20 34 22.6675395288 -66 43 51.097145520|328.6336577538663 -34.8589065765096| 23.414 -12.749   |7.40     |A0V                |    ~     ~    |    1|  216.835   pc  |  -4.7629     +4.7629    |paral   |2020yCat.1350....0G
2770|HD 195350                                                                                                |Spectroscopic Binary               |20 34 57.5988672192 -67 14 53.876339160|328.0032875051114 -34.8019903820732|   0.784 17.807   |9.41     |K0V                |    ~     ~    |    1|  176.638   pc  |  -5.6879     +5.6879    |paral   |2020yCat.1350....0G
2771|HD 195606                                                                                                |Star                               |20 36 27.2271532776 -66 50 22.590981600|328.4497541211314 -35.0348458119224|-18.074 -30.207   |8.73     |K2III              |    ~     ~    |    1|  560.929   pc  | -18.1100    +18.1100    |ST-L    |2020AJ....160...83S
2772|CD-67 2437                                                                                               |High Proper Motion Star            |20 40 45.642144 -67 27 53.71812        |327.585896257 -35.293777295        |     78.2 -59.6   |9.87     |~                  |    ~     ~    |    1|  111.995   pc  | +24.024     +35         |ST-L    |2017AJ....153...75K
2773|CD-67 2438                                                                                               |Star                               |20 41 08.1275507760 -66 37 30.878526360|328.5740599515712 -35.5342541971499|  20.991 -9.121   |9.43     |~                  |    ~     ~    |    1|   88.568   pc  |  -0.4288     +0.4288    |ST-L    |2020AJ....160...83S
2774|HD 196479                                                                                                |Star                               |20 41 45.2106537696 -67 02 57.364153908|328.0506594935102 -35.4898006487327|  -5.030 -8.024   |8.42     |A9V                |    ~     ~    |    1|  292.791   pc  |  -1.6802     +1.6802    |paral   |2020yCat.1350....0G
2775|HD 196625                                                                                                |Star                               |20 42 41.0474725704 -67 34 51.027532248|327.3913309158532 -35.4423062498393|   11.177 3.822   |9.88     |F2/3V              |    ~     ~    |    1|  380.098   pc  |  -4.3198     +4.3198    |paral   |2020yCat.1350....0G
2776|HD 196879                                                                                                |Star                               |20 44 14.2388135184 -67 35 37.925044980|327.3284052383579 -35.5818203721515|  10.521 -7.512   |9.54     |K1/2III            |    ~     ~    |    1|  520.291   pc  |  -3.0589     +3.0589    |paral   |2020yCat.1350....0G
2777|HD 196446                                                                                                |Star                               |20 41 46.4188602000 -68 08 06.211438584|326.7624261662598 -35.2159027368857|  14.294 16.667   |8.38     |F6/7V              |    ~     ~    |    1|  161.036   pc  |  -0.4798     +0.4798    |paral   |2020yCat.1350....0G
2778|HD 196626                                                                                                |Star                               |20 42 47.5937706240 -67 56 34.369073520|326.9591640618879 -35.3581341359658|   12.121 0.013   |9.33     |G8III              |    ~     ~    |    1|  457.226   pc  |  -2.9686     +2.9686    |paral   |2020yCat.1350....0G
2779|CD-67 2431                                                                                               |Star                               |20 35 44.0573461392 -66 35 48.800700636|328.7579980960036 -35.0189205671578|-13.392 -13.176   |9.90     |~                  |    ~     ~    |    1|  228.372   pc  |  -9.9420     +9.9420    |ST-L    |2020AJ....160...83S
2780|CD-67 2432                                                                                               |Star                               |20 36 18.2793630192 -67 18 49.614008076|327.8899727601231 -34.9137869884186|  10.464 -9.935   |10.13    |~                  |    ~     ~    |    1|  399.884   pc  |  -9.1110     +9.1110    |ST-L    |2020AJ....160...83S
2781|CD-67 2435                                                                                               |Spectroscopic Binary               |20 38 21.3046425096 -67 18 26.352097884|327.8416009169507 -35.1076147623513| 12.555 -10.323   |9.70     |~                  |    ~     ~    |    1|  542.854   pc  | -19.5300    +19.5300    |ST-L    |2020AJ....160...83S
2782|CD-67 2436                                                                                               |Star                               |20 40 16.1008548024 -67 30 22.532776272|327.5511305364692 -35.2378798920472|   0.100 -3.846   |10.16    |~                  |    ~     ~    |    1|  254.266   pc  |  -3.4260     +3.4260    |ST-L    |2020AJ....160...83S
2783|CD-67 2443                                                                                               |Star                               |20 42 41.0249654712 -66 57 09.818470260|328.1377662067375 -35.6018417243755|    8.794 1.443   |9.96     |~                  |    ~     ~    |    1| 1434.720   pc  | -28.2004    +28.2004    |paral   |2020yCat.1350....0G
2784|CD-68 2185                                                                                               |Star                               |20 44 21.3483433920 -68 01 28.607771496|326.8146719763477 -35.4775456948110| 12.984 -16.405   |10.51    |~                  |    ~     ~    |    1|  247.316   pc  |  -3.1630     +3.1630    |ST-L    |2020AJ....160...83S
2785|CPD-67 3756                                                                                              |High Proper Motion Star            |20 44 39.6337049304 -67 28 26.836118868|327.4573013321665 -35.6524941567987| 24.780 -62.055   |10.49    |~                  |    ~     ~    |    1|  156.844   pc  |  -1.2640     +1.2640    |ST-L    |2020AJ....160...83S
2786|* ups Pav                                                                                                |Star                               |20 41 57.0765328248 -66 45 38.450579292|328.3884928386621 -35.5796879567704|  9.098 -23.224   |5.134    |B9III              |    ~     ~    |    1|  243.789   pc  |  -5.3431     +5.3431    |paral   |2020yCat.1350....0G
2787|TYC 9099-1235-1                                                                                          |Spectroscopic Binary               |20 31 34.9387489104 -66 48 00.575756640|328.6208519865410 -34.5748262888092|   2.127 -1.642   |10.12    |~                  |    ~     ~    |    1| 1231.527   pc  | -28.3615    +28.3615    |paral   |2020yCat.1350....0G
2788|CD-67 2427                                                                                               |Star                               |20 33 39.0265022472 -67 06 51.070017348|328.1962855329626 -34.7073184722424|   7.818 -3.215   |10.24    |~                  |    ~     ~    |    1| 1348.254   pc  | -24.1766    +24.1766    |paral   |2020yCat.1350....0G
2789|TYC 9112-231-1                                                                                           |Star                               |20 35 14.1579316224 -67 12 37.110383172|328.0411923107793 -34.8364587438851| 19.590 -14.956   |10.14    |~                  |    ~     ~    |    1|  666.587   pc  | -17.1400    +17.1400    |ST-L    |2020AJ....160...83S
2790|TYC 9112-459-1                                                                                           |High Proper Motion Star            |20 36 05.7200619072 -67 05 22.564854960|328.1619188054036 -34.9447375681105|-32.927 -66.689   |10.48    |~                  |    ~     ~    |    1|   93.968   pc  |  -2.0530     +2.0530    |ST-L    |2020AJ....160...83S
2791|TYC 9112-174-1                                                                                           |Star                               |20 36 18.1862704728 -65 55 05.445387588|329.5534592957638 -35.2203730437884|  3.597 -18.046   |10.81    |~                  |    ~     ~    |    1| 1109.040   pc  | -63.0200    +63.0200    |ST-L    |2020AJ....160...83S
2792|CD-68 2180                                                                                               |Star                               |20 40 29.0128776864 -67 40 58.143229212|327.3355262294516 -35.2139251402973|  10.089 -7.148   |10.21    |~                  |    ~     ~    |    1| 1814.120   pc  |-161.0000   +161.0000    |ST-L    |2020AJ....160...83S
2793|CD-67 2440                                                                                               |Star                               |20 41 57.7271139720 -67 21 23.674386852|327.6791334677993 -35.4325871828849|  12.565 19.632   |10.31    |~                  |    ~     ~    |    1|  146.643   pc  |  -1.2440     +1.2440    |ST-L    |2020AJ....160...83S
2794|CD-67 2442                                                                                               |Star                               |20 42 34.8054739104 -66 54 21.825852480|328.1964593307354 -35.6036699018208|   10.247 9.904   |10.02    |~                  |    ~     ~    |    1|  492.053   pc  |  -2.9780     +2.9780    |paral   |2020yCat.1350....0G
2795|CD-66 2408                                                                                               |Star                               |20 42 38.3790730224 -66 30 52.053908004|328.6616563396614 -35.7061883720741|  1.392 -11.562   |10.27    |~                  |    ~     ~    |    1|  253.324   pc  |  -4.0640     +4.0640    |ST-L    |2020AJ....160...83S
2796|IRAS 20348-6532                                                                                          |Star                               |20 39 16.7078985744 -65 22 13.763575884|330.1291675352987 -35.6374990439661|   0.133 -4.213   |10.49    |~                  |    ~     ~    |    1| 1574.803   pc  | -50.3441    +50.3441    |paral   |2020yCat.1350....0G
2797|TYC 9099-774-1                                                                                           |Star                               |20 30 24.5269283352 -66 19 37.065741312|329.2121316458236 -34.5536949235451|  21.087 -5.156   |10.78    |~                  |    ~     ~    |    1| 1141.330   pc  | -77.6200    +77.6200    |ST-L    |2020AJ....160...83S
2798|TYC 9099-1145-1                                                                                          |Star                               |20 31 01.2867697056 -67 18 43.122772620|328.0264365447142 -34.4168799992856| -5.920 -15.226   |10.90    |~                  |    ~     ~    |    1| 1220.180   pc  | -73.9100    +73.9100    |ST-L    |2020AJ....160...83S
2799|TYC 9108-1048-1                                                                                          |Star                               |20 39 55.0114946256 -65 02 12.631195572|330.5124084292934 -35.7751815093123|    3.144 3.790   |10.54    |~                  |    ~     ~    |    1|  236.607   pc  |  -3.0980     +3.0980    |ST-L    |2020AJ....160...83S
2800|TYC 9108-1279-1                                                                                          |Star                               |20 40 25.4611664616 -65 29 19.984571700|329.9546519677179 -35.7275688548905|   3.891 -7.272   |10.81    |~                  |    ~     ~    |    1|  924.856   pc  | -37.8200    +37.8200    |ST-L    |2020AJ....160...83S
2801|TYC 9108-1392-1                                                                                          |High Proper Motion Star            |20 42 35.3027240928 -65 22 46.622068068|330.0227944545733 -35.9714449042819| 43.680 -87.695   |10.81    |~                  |    ~     ~    |    1|  127.629   pc  |  -0.2427     +0.2427    |paral   |2020yCat.1350....0G
2802|TYC 9108-1448-1                                                                                          |Star                               |20 43 34.4641512840 -65 28 21.808107048|329.8812387902352 -36.0493313799077| -26.765 22.780   |10.84    |~                  |    ~     ~    |    1|  172.754   pc  |  -1.4910     +1.4910    |ST-L    |2020AJ....160...83S
2803|TYC 9112-445-1                                                                                           |Star                               |20 43 52.8053555448 -66 51 05.442452640|328.2218893335015 -35.7409136625749|   17.690 8.007   |10.869   |~                  |    ~     ~    |    1|  249.468   pc  |  -4.6960     +4.6960    |ST-L    |2020AJ....160...83S
2804|TYC 9112-562-1                                                                                           |Star                               |20 36 29.4851011632 -65 52 38.963643312|329.5971603318644 -35.2477791292470|  8.185 -29.871   |10.70    |~                  |    ~     ~    |    1|  279.266   pc  |  -6.8930     +6.8930    |ST-L    |2020AJ....160...83S
