C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST07:27:08

dec >=0&rah >=15.25&rah< 15.5&(cat='NGC'|Vmag< 11)
--------------------------------------------------

Number of objects : 3071

 #  |                                               identifier                                                |                typ                 |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |    spec. type    |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|------------------------------------|---------------------------------------|-----------------------------------|------------------|---------|------------------|---------------|-----|----------------|-----------------------|--------|-------------------
1268|NGC 5904 540                       NGC 5904 540                                                          |Horizontal Branch Star              |15 18 31.6770585792 +02 02 10.392447372|003.8019166259484 +46.7732213482140|  3.866 -10.113   |15.0600  |~                 |    ~     ~    |    0|                |                       |        |                   
1269|NGC 5904 556                       2MASS J15183223+0201341                                               |Red Giant Branch star               |15 18 32.2284330168 +02 01 34.133171052|003.7925845065460 +46.7651059211540|   3.894 -9.635   |12.6320  |~                 |    ~     ~    |    0|                |                       |        |                   
1270|NGC 5904 595                       NGC 5904 595                                                          |Horizontal Branch Star              |15 18 33.6131211264 +02 00 38.399923296|003.7802981093765 +46.7508906889874|   4.148 -9.674   |15.3500  |~                 |    ~     ~    |    0|                |                       |        |                   
1271|NGC 5904 626                       2MASS J15183456+0202349                                               |Red Giant Branch star               |15 18 34.5533751000 +02 02 34.975952664|003.8206599279273 +46.7681937877691|   3.786 -9.886   |14.9600  |~                 |    ~     ~    |    0|                |                       |        |                   
1272|NGC 5904 631                       2MASS J15183481+0202226                                               |Red Giant Branch star               |15 18 34.8134587200 +02 02 22.702221132|003.8177805413864 +46.7652093731823|  4.050 -10.041   |14.0700  |~                 |    ~     ~    |    0|                |                       |        |                   
1273|NGC 5904 661                       2MASS J15183589+0202423                                               |Red Giant Branch star               |15 18 35.8923570816 +02 02 42.451860984|003.8281319667242 +46.7651600027807|   3.924 -9.994   |14.3700  |~                 |    ~     ~    |    0|                |                       |        |                   
1274|NGC 5904 762                       2MASS J15183899+0202520                                               |Red Giant Branch star               |15 18 38.9903590920 +02 02 52.120566780|003.8430097449058 +46.7568083098433|   4.064 -9.946   |14.0300  |~                 |    ~     ~    |    0|                |                       |        |                   
1275|NGC 5904 772                       2MASS J15183955+0202520                                               |Red Giant Branch star               |15 18 39.5540800776 +02 02 52.159453836|003.8451735922058 +46.7549883112918|   4.070 -9.826   |13.4900  |~                 |    ~     ~    |    0|                |                       |        |                   
1276|NGC 5904 639                       2MASS J15183505+0201068                                               |Red Giant Branch star               |15 18 35.0468206368 +02 01 06.901668264|003.7947619844541 +46.7512233294196|   4.029 -9.663   |12.6000  |~                 |    ~     ~    |    0|                |                       |        |                   
1277|NGC 5904 675                       2MASS J15183626+0201165                                               |Red Giant Branch star               |15 18 36.2613474768 +02 01 16.567868208|003.8024486780893 +46.7489766286510|  3.983 -10.130   |14.8700  |~                 |    ~     ~    |    0|                |                       |        |                   
1278|NGC 5904 696                       2MASS J15183695+0201271                                               |Red Giant Branch star               |15 18 36.9499070712 +02 01 27.199789248|003.8084310086240 +46.7486018462289|  4.338 -10.011   |15.0200  |~                 |    ~     ~    |    0|                |                       |        |                   
1279|NGC 5904 778                       NGC 5904 779                       2MASS J15183978+0201101            |Asymptotic Giant Branch Star        |15 18 39.7776892704 +02 01 10.230139200|003.8138755686433 +46.7364794719626|  4.272 -10.082   |13.5700  |~                 |    ~     ~    |    0|                |                       |        |                   
1280|NGC 5904 786                       NGC 5904 786                                                          |Star                                |15 18 40.0682979672 +02 01 22.388861496|003.8188189488940 +46.7376598445637|  4.035 -10.026   |15.12    |~                 |    ~     ~    |    0|                |                       |        |                   
1281|NGC 5904 760                       2MASS J15183899+0201470                                               |Red Giant Branch star               |15 18 38.9898380496 +02 01 47.109009144|003.8224984204398 +46.7454675795429|  3.870 -10.038   |14.4100  |~                 |    ~     ~    |    0|                |                       |        |                   
1282|NGC 5904 695                       2MASS J15183689+0202057                                               |Asymptotic Giant Branch Star        |15 18 36.8856378144 +02 02 05.736285636|003.8203407730773 +46.7555353308747|  4.005 -10.035   |13.4800  |~                 |    ~     ~    |    0|                |                       |        |                   
1283|NGC 5904 716                       NGC 5904 716                                                          |Horizontal Branch Star              |15 18 37.3219796352 +02 02 00.963573324|003.8205011897401 +46.7532888152579|   4.088 -9.806   |15.1100  |~                 |    ~     ~    |    0|                |                       |        |                   
1284|NGC 5904 763                       2MASS J15183916+0202090                                               |Red Giant Branch star               |15 18 39.1659186408 +02 02 09.108960288|003.8301099503873 +46.7487357475961|  3.978 -10.196   |15.0081  |~                 |    ~     ~    |    0|                |                       |        |                   
1285|NGC 5904 766                       2MASS J15183908+0202043                                               |Asymptotic Giant Branch Star        |15 18 39.0818115288 +02 02 04.421504148|003.8283102677263 +46.7481904080670|  3.953 -10.016   |14.1800  |~                 |    ~     ~    |    0|                |                       |        |                   
1286|NGC 5904 806                       2MASS J15184103+0202242                                               |Red Giant Branch star               |15 18 41.0379347568 +02 02 24.340356096|003.8420596077117 +46.7453270618767|  3.997 -10.125   |13.9528  |~                 |    ~     ~    |    0|                |                       |        |                   
1287|NGC 5904 789                       2MASS J15184014+0203060                                               |Red Giant Branch star               |15 18 40.1464135632 +02 03 06.162347340|003.8518527587378 +46.7555111792398|   3.948 -9.960   |14.8100  |~                 |    ~     ~    |    0|                |                       |        |                   
1288|NGC 5904 781                       2MASS J15183994+0203156                                               |Red Giant Branch star               |15 18 39.9349744368 +02 03 15.670223064|003.8540462454078 +46.7578547185003|   4.062 -9.948   |15.271   |~                 |    ~     ~    |    0|                |                       |        |                   
1289|NGC 5904 784                       NGC 5904 784                                                          |Star                                |15 18 40.0178493024 +02 03 22.382622576|003.8564808564683 +46.7587568124302|  3.921 -10.253   |15.22    |~                 |    ~     ~    |    0|                |                       |        |                   
1290|NGC 5904 831                       NGC 5904 831                                                          |Horizontal Branch Star              |15 18 42.0324521359 +02 03 46.067793329|003.8716431480221 +46.7563573559853|   4.325 -9.917   |14.9600  |~                 |    ~     ~    |    0|                |                       |        |                   
1291|NGC 5904 821                       2MASS J15184164+0203533                                               |Red Giant Branch star               |15 18 41.6460601368 +02 03 53.408347164|003.8724859343318 +46.7588897377376|   3.931 -9.954   |12.4000  |~                 |    ~     ~    |    0|                |                       |        |                   
1292|NGC 5904 832                       2MASS J15184209+0204094                                               |Red Giant Branch star               |15 18 42.1002466104 +02 04 09.525280836|003.8793061469350 +46.7602274564419|   4.012 -9.895   |13.1500  |~                 |    ~     ~    |    0|                |                       |        |                   
1293|NGC 5904 813                       NGC 5904 813                                                          |Horizontal Branch Star              |15 18 41.1722495328 +02 04 23.033883108|003.8800303188719 +46.7655908348896|  4.377 -10.018   |15.09    |~                 |    ~     ~    |    0|                |                       |        |                   
1294|NGC 5904 835                       NGC 5904 835                                                          |Red Giant Branch star               |15 18 42.4260261528 +02 04 48.554007132|003.8928707598296 +46.7659749153531|   4.167 -9.965   |13.2100  |~                 |    ~     ~    |    0|                |                       |        |                   
1295|NGC 5904 870                       NGC 5904 870                                                          |Asymptotic Giant Branch Star        |15 18 45.4061535624 +02 04 30.356708340|003.8984913323755 +46.7531410020708|  3.900 -10.015   |12.6700  |~                 |    ~     ~    |    0|                |                       |        |                   
1296|NGC 5904 864                       NGC 5904 864                                                          |Horizontal Branch Star              |15 18 44.8432819248 +02 04 20.807066820|003.8933301774467 +46.7533014691510|  4.355 -10.287   |15.1300  |~                 |    ~     ~    |    0|                |                       |        |                   
1297|NGC 5904 878                       NGC 5904 878                                                          |Star                                |15 18 45.9273286824 +02 04 14.903607432|003.8956005383577 +46.7487578311005| -17.570 -1.869   |13.94    |~                 |    ~     ~    |    1|  964.972   pc  | -21.0444    +21.0444  |paral   |2020yCat.1350....0G
1298|NGC 5904 888                       2MASS J15184672+0203516                                               |Red Giant Branch star               |15 18 46.7250995856 +02 03 51.717617856|003.8913242939758 +46.7421299200531|  3.851 -10.214   |14.7500  |~                 |    ~     ~    |    0|                |                       |        |                   
1299|NGC 5904 905                       NGC 5904 905                                                          |Horizontal Branch Star              |15 18 48.7246799640 +02 04 10.951314276|003.9050180823551 +46.7389990197403|  4.207 -10.057   |15.1300  |~                 |    ~     ~    |    0|                |                       |        |                   
1300|NGC 5904 899                       NGC 5904 899                                                          |Horizontal Branch Star              |15 18 47.7651297360 +02 03 52.937052912|003.8956745159512 +46.7389705596884|  3.871 -10.175   |15.1400  |~                 |    ~     ~    |    0|                |                       |        |                   
1301|NGC 5904 895                       2MASS J15184766+0203127                                               |Red Giant Branch star               |15 18 47.6701748976 +02 03 12.773139300|003.8826384388697 +46.7322771249339|   4.336 -9.868   |12.8500  |~                 |    ~     ~    |    0|                |                       |        |                   
1302|NGC 5904 892                       2MASS J15184734+0202509                                               |Asymptotic Giant Branch Star        |15 18 47.3429796480 +02 02 51.001891548|003.8745220951264 +46.7295420391954|  4.288 -10.079   |13.8900  |~                 |    ~     ~    |    0|                |                       |        |                   
1303|NGC 5904 852                       2MASS J15184346+0203074                                               |Red Giant Branch star               |15 18 43.4702175552 +02 03 07.466320908|003.8649462037187 +46.7449660482433|   3.901 -9.839   |13.4928  |~                 |    ~     ~    |    0|                |                       |        |                   
1304|NGC 5904 844                       2MASS J15184303+0203013                                               |Red Giant Branch star               |15 18 43.0345391736 +02 03 01.419621192|003.8613762144790 +46.7453236962854|  4.057 -10.275   |15.0300  |~                 |    ~     ~    |    0|                |                       |        |                   
1305|NGC 5904 865                       2MASS J15184495+0202034                                               |Red Giant Branch star               |15 18 44.9526006144 +02 02 03.568247448|003.8504432763983 +46.7290176767283|   3.999 -9.995   |12.2000  |~                 |    ~     ~    |    0|                |                       |        |                   
1306|NGC 5904 860                       2MASS J15184449+0202053                                               |Red Giant Branch star               |15 18 44.4962016312 +02 02 05.423756928|003.8492874993851 +46.7308204014084|  3.958 -10.147   |13.2300  |~                 |    ~     ~    |    0|                |                       |        |                   
1307|NGC 5904 863                       NGC 5904 863                                                          |Horizontal Branch Star              |15 18 44.8490713176 +02 01 44.353478460|003.8439884554498 +46.7260015247298|   3.938 -9.810   |14.9900  |~                 |    ~     ~    |    0|                |                       |        |                   
1308|NGC 5904 877                       NGC 5904 877                                                          |Horizontal Branch Star              |15 18 45.9451757760 +02 01 48.446464584|003.8494602843619 +46.7231633733368|   4.228 -9.625   |15.1200  |~                 |    ~     ~    |    0|                |                       |        |                   
1309|NGC 5904 875                       NGC 5904 876                       2MASS J15184579+0201169            |Red Giant Branch star               |15 18 45.7935819912 +02 01 17.032489932|003.8389763901052 +46.7181747697034|   4.023 -9.807   |14.8200  |~                 |    ~     ~    |    0|                |                       |        |                   
1310|NGC 5904 612                       2MASS J15183401+0207158                                               |Red Giant Branch star               |15 18 34.0127761416 +02 07 15.869136540|003.9073090008867 +46.8189279138092|   4.232 -9.888   |13.7900  |~                 |    ~     ~    |    0|                |                       |        |                   
1311|NGC 5904 372                       2MASS J15182591+0205076                                               |Red Giant Branch star               |15 18 25.9108701912 +02 05 07.674028548|003.8358528806599 +46.8228382133298|   4.061 -9.986   |12.6100  |~                 |    ~     ~    |    0|                |                       |        |                   
1312|NGC 5904 332                       2MASS J15182393+0202077                                               |Red Giant Branch star               |15 18 23.9342359656 +02 02 07.784464920|003.7714992460643 +46.7978432548062|   4.036 -9.888   |14.5800  |~                 |    ~     ~    |    0|                |                       |        |                   
1313|NGC 5904 228                       2MASS J15181041+0203321                                               |Red Giant Branch star               |15 18 10.4247821304 +02 03 32.157608940|003.7464392827874 +46.8563219352713|   3.852 -9.952   |12.9088  |~                 |    ~     ~    |    0|                |                       |        |                   
1314|NGC 5904 919                       Cl* NGC 5904 ARP 1085                                                 |Object of Unknown Nature            |15 18 50.4246143880 +02 07 08.408909280|003.9675380673635 +46.7643965076060|  4.104 -10.003   |15.0800  |~                 |    ~     ~    |    0|                |                       |        |                   
1315|NGC 5904 935                       2MASS J15185359+0205026                                               |Red Giant Branch star               |15 18 53.5954705632 +02 05 02.724736632|003.9399220271470 +46.7322232244585|   4.310 -9.719   |14.9300  |~                 |    ~     ~    |    0|                |                       |        |                   
1316|NGC 5904 904                       2MASS J15184864+0205290                                               |Asymptotic Giant Branch Star        |15 18 48.6502886256 +02 05 29.140451772|003.9294194967128 +46.7528640167461|  4.060 -10.228   |13.7000  |~                 |    ~     ~    |    0|                |                       |        |                   
1317|NGC 5904 942                       2MASS J15185420+0205473                                               |Red Giant Branch star               |15 18 54.2101528176 +02 05 47.412792672|003.9563732836841 +46.7380121141664|  4.071 -10.027   |14.2300  |~                 |    ~     ~    |    0|                |                       |        |                   
1318|NGC 5904 853                       NGC 5904 853                                                          |Star                                |15 18 43.3968468880 +02 07 22.918267795|003.9453376984572 +46.7897218809773|  4.220 -10.122   |15.28    |~                 |    ~     ~    |    0|                |                       |        |                   
1319|NGC 5904 841                       2MASS J15184291+0205526                                               |Red Giant Branch star               |15 18 42.9177275544 +02 05 52.751116752|003.9150205938078 +46.7755684858372|   4.199 -9.896   |14.5300  |~                 |    ~     ~    |    0|                |                       |        |                   
1320|NGC 5904 250                       NGC 5904 250                                                          |Star                                |15 18 13.9341289008 +02 06 00.662660208|003.8067960695629 +46.8708870957044|  -2.588 -2.974   |15.13    |~                 |    ~     ~    |    1| 1629.195   pc  | -76.9740    +76.9740  |paral   |2020yCat.1350....0G
1321|NGC 5904 262                       2MASS J15181644+0207177                                               |Red Giant Branch star               |15 18 16.4439986136 +02 07 17.847039396|003.8408025054641 +46.8762223087593|   4.110 -9.730   |14.2687  |~                 |    ~     ~    |    0|                |                       |        |                   
1322|NGC 5904 384                       NGC 5904 384                                                          |Horizontal Branch Star              |15 18 26.3312573016 +02 06 50.231567304|003.8698690127947 +46.8393623608271|   3.823 -9.972   |14.5100  |~                 |    ~     ~    |    0|                |                       |        |                   
1323|NGC 5904 245                       2MASS J15181299+0205466                                               |Red Giant Branch star               |15 18 13.0039144176 +02 05 46.678157772|003.7988157028290 +46.8714595255492|   4.222 -9.668   |13.6181  |~                 |    ~     ~    |    0|                |                       |        |                   
1324|NGC 5904 260                       NGC 5904 260                                                          |Horizontal Branch Star              |15 18 16.3334204568 +02 01 56.430478092|003.7388380226776 +46.8204697897204|   4.122 -9.643   |15.3300  |~                 |    ~     ~    |    0|                |                       |        |                   
1325|NGC 5904 411                       NGC 5904 411                                                          |Horizontal Branch Star              |15 18 27.9028415280 +01 59 54.154373136|003.7445255453401 +46.7616528335916|   4.107 -9.763   |15.1500  |~                 |    ~     ~    |    0|                |                       |        |                   
1326|NGC 5904 425                       2MASS J15182846+0159283                                               |Red Giant Branch star               |15 18 28.4610048912 +01 59 28.376476980|003.7385335673340 +46.7553421496445|   3.818 -9.772   |14.9000  |~                 |    ~     ~    |    0|                |                       |        |                   
1327|NGC 5904 342                       2MASS J15182438+0200073                                               |Red Giant Branch star               |15 18 24.3808087920 +02 00 07.362548748|003.7352220986368 +46.7753623639220|   3.841 -9.878   |14.4200  |~                 |    ~     ~    |    0|                |                       |        |                   
1328|NGC 5904 377                       2MASS J15182609+0200194                                               |Asymptotic Giant Branch Star        |15 18 26.0963235888 +02 00 19.438995600|003.7455903811875 +46.7719186318919|   3.961 -9.760   |14.0700  |~                 |    ~     ~    |    0|                |                       |        |                   
1329|NGC 5904 398                       2MASS J15182718+0159455                                               |Red Giant Branch star               |15 18 27.1819391976 +01 59 45.604932576|003.7390741141712 +46.7624929666314|  4.122 -10.009   |14.5800  |~                 |    ~     ~    |    0|                |                       |        |                   
1330|NGC 5904 321                       2MASS J15182345+0159572                                               |Red Giant Branch star               |15 18 23.4537912264 +01 59 57.281951724|003.7284979899062 +46.7766017087579|   4.059 -9.762   |12.8500  |~                 |    ~     ~    |    0|                |                       |        |                   
1331|NGC 5904 307                       2MASS J15182262+0200305                                               |Red Giant Branch star               |15 18 22.6290430152 +02 00 30.621003012|003.7358560279320 +46.7850969658570|   3.944 -9.992   |12.5200  |~                 |    ~     ~    |    0|                |                       |        |                   
1332|NGC 5904 259                       2MASS J15181629+0202099                                               |Red Giant Branch star               |15 18 16.2947012952 +02 02 10.035547368|003.7429836299102 +46.8229720435155|   3.941 -9.703   |12.7500  |~                 |    ~     ~    |    0|                |                       |        |                   
1333|NGC 5904 234                       2MASS J15181140+0204111                                               |Red Giant Branch star               |15 18 11.4101594016 +02 04 11.180071092|003.7625381217153 +46.8599474657769|   4.136 -9.795   |14.9682  |~                 |    ~     ~    |    0|                |                       |        |                   
1334|NGC 5904 241                       2MASS J15181232+0202560                                               |Red Giant Branch star               |15 18 12.3247471104 +02 02 56.092955172|003.7423257519019 +46.8438706000330|   3.957 -9.924   |15.0200  |~                 |    ~     ~    |    0|                |                       |        |                   
1335|NGC 5904 242                       2MASS J15181260+0203102                                               |Red Giant Branch star               |15 18 12.6104497008 +02 03 10.338572808|003.7479177212818 +46.8454342697744|   3.948 -9.830   |13.6950  |~                 |    ~     ~    |    0|                |                       |        |                   
1336|NGC 5904 333                       2MASS J15182415+0202521                                               |Red Giant Branch star               |15 18 24.1575235440 +02 02 52.198585548|003.7863702123263 +46.8048751607946|   3.910 -9.892   |12.6400  |~                 |    ~     ~    |    0|                |                       |        |                   
1337|NGC 5904 292                       NGC 5904 292                                                          |Horizontal Branch Star              |15 18 20.65 +02 03 58.1                |003.79376 +46.82774                |  -0.840 -0.170   |14.9400  |~                 |    ~     ~    |    0|                |                       |        |                   
1338|NGC 5904 351                       NGC 5904 351                                                          |Red Giant Branch star               |15 18 24.9948300024 +02 03 09.925833024|003.7951672575190 +46.8052579447688|   3.800 -9.930   |12.2500  |~                 |    ~     ~    |    0|                |                       |        |                   
1339|NGC 5904 370                       2MASS J15182594+0203108                                               |Red Giant Branch star               |15 18 25.9414890768 +02 03 10.920435120|003.7991001007838 +46.8023652376239|   3.919 -9.832   |12.9700  |~                 |    ~     ~    |    0|                |                       |        |                   
1340|NGC 5904 572                       2MASS J15183263+0202199                                               |Red Giant Branch star               |15 18 32.6240393040 +02 02 20.037931800|003.8085775491939 +46.7718372592757|   4.122 -9.765   |13.1400  |~                 |    ~     ~    |    0|                |                       |        |                   
1341|NGC 5904 447                       2MASS J15182917+0159269                                               |Red Giant Branch star               |15 18 29.1662598432 +01 59 26.902876524|003.7407652130059 +46.7528015730363|   4.271 -9.907   |14.9100  |~                 |    ~     ~    |    0|                |                       |        |                   
1342|NGC 5904 453                       2MASS J15182924+0202063                                               |Red Giant Branch star               |15 18 29.2409887704 +02 02 06.357624360|003.7913353729125 +46.7804076540367|   4.063 -9.783   |13.6680  |~                 |    ~     ~    |    0|                |                       |        |                   
1343|NGC 5904 252                       2MASS J15181445+0203131                                               |Asymptotic Giant Branch Star        |15 18 14.46 +02 03 13.1                |003.75587 +46.83993                |  -0.060 -0.300   |13.8200  |~                 |    ~     ~    |    0|                |                       |        |                   
1344|NGC 5904 610                       2MASS J15183415+0159215                                               |Red Giant Branch star               |15 18 34.1504203344 +01 59 21.530820696|003.7581198269973 +46.7357264190684|   3.977 -9.913   |15.0800  |~                 |    ~     ~    |    0|                |                       |        |                   
1345|NGC 5904 594                       NGC 5904 594                                                          |Horizontal Branch Star              |15 18 33.57 +02 01 50.5                |003.80287 +46.76362                |  -0.240 -0.090   |14.9000  |~                 |    ~     ~    |    0|                |                       |        |                   
1346|NGC 5904 916                       NGC 5904 916                                                          |Star                                |15 18 50.0897026968 +02 01 05.608861320|003.8517585943902 +46.7022599669463|  -0.812 -1.133   |15.17    |~                 |    ~     ~    |    1| 1125.746   pc  | -43.5952    +43.5952  |paral   |2020yCat.1350....0G
1347|NGC 5904 922                       NGC 5904 922                                                          |Horizontal Branch Star              |15 18 51.0620821920 +02 01 28.856506908|003.8627947517115 +46.7031630396615|  3.872 -10.030   |15.1100  |~                 |    ~     ~    |    0|                |                       |        |                   
1348|NGC 5904 940                       2MASS J15185420+0202375                                               |Red Giant Branch star               |15 18 54.2038948608 +02 02 37.589345952|003.8964428038705 +46.7049615764522|   3.926 -9.787   |14.9800  |~                 |    ~     ~    |    0|                |                       |        |                   
1349|NGC 5904 929                       2MASS J15185239+0203551                                               |Red Giant Branch star               |15 18 52.3959831744 +02 03 55.241946360|003.9140522377583 +46.7243567580454|   3.980 -9.933   |14.3400  |~                 |    ~     ~    |    0|                |                       |        |                   
1350|NGC 5904 617                       NGC 5904 617                                                          |Horizontal Branch Star              |15 18 34.3027727112 +02 02 12.233761008|003.8125273817556 +46.7650369371072|   3.972 -9.941   |15.3000  |~                 |    ~     ~    |    0|                |                       |        |                   
1351|NGC 5904 158                       NGC 5904 158                                                          |Star                                |15 17 54.3163711992 +02 06 17.618838804|003.7370005916064 +46.9373761716559| -11.367 -4.134   |12.34    |~                 |    ~     ~    |    1|  738.280   pc  |  -7.2493     +7.2493  |paral   |2020yCat.1350....0G
1352|NGC 5904 931                       NGC 5904 931                                                          |Star                                |15 18 52.9046192880 +01 58 13.362264588|003.8082238188294 +46.6630852881492|   0.042 -7.791   |13.06    |~                 |    ~     ~    |    1| 1752.234   pc  | -70.9245    +70.9245  |paral   |2020yCat.1350....0G
1353|NGC 5904 616                       NGC 5904 616                                                          |Star                                |15 18 34.3904190648 +01 56 21.711445512|003.7024011383786 +46.7035267279516|   -0.144 5.823   |14.32    |~                 |    ~     ~    |    1| 1127.269   pc  | -27.1937    +27.1937  |paral   |2020yCat.1350....0G
1354|Cl* NGC 5904 ARPH A                                                                                      |Star                                |15 19 11.2303219536 +01 58 45.847212240|003.8882445042187 +46.6093636322032|  -10.146 8.597   |10.87    |~                 |    ~     ~    |    1|  654.965   pc  |  -9.4804     +9.4804  |paral   |2020yCat.1350....0G
1355|NGC 5904 177                       NGC 5904 177                                                          |Horizontal Branch Star              |15 17 54.0428536848 +02 03 40.441165524|003.6862635906827 +46.9107905741085|  -5.317 -8.036   |12.30    |~                 |    ~     ~    |    1| 1743.375   pc  | -35.5605    +35.5605  |paral   |2020yCat.1350....0G
1356|AG+02 1837                                                                                               |Long-Period Variable Candidate      |15 23 43.2584375280 +02 01 10.086761640|004.9521364842925 +45.7478841915233|   8.472 -3.563   |9.05     |M4III             |    ~     ~    |    1|  732.869   pc  | -19.067     +19.067   |paral   |2020yCat.1350....0G
1357|HD 137270                                                                                                |Star                                |15 25 01.3045538280 +01 30 34.890211404|004.6682778817831 +45.1770206128974|   0.965 -7.045   |8.46     |M1III             |    ~     ~    |    1|  514.615   pc  |  -7.9978     +7.9978  |paral   |2020yCat.1350....0G
1358|BD+01 3070                                                                                               |Spectroscopic Binary                |15 22 40.0572099288 +01 15 53.477547804|003.8737229002294 +45.4837729177575| -37.726 62.777   |9.98     |G0                |    ~     ~    |    1|  332.259   pc  |  -8.0037     +8.0037  |paral   |2020yCat.1350....0G
1359|HD 137204                                                                                                |Star                                |15 24 43.4866624608 +00 39 17.312190372|003.6603385010183 +44.7002673316628|  -21.307 9.631   |8.75     |A3III             |    ~     ~    |    1|  185.656   pc  |  -0.7273     +0.7273  |paral   |2020yCat.1350....0G
1360|BD+01 3073                                                                                               |Star                                |15 24 54.7957848696 +00 40 14.424630780|003.7194186871672 +44.6736683691026|-38.455 -12.683   |10.18    |F8                |    ~     ~    |    1|  260.200   pc  |  -1.7197     +1.7197  |paral   |2020yCat.1350....0G
1361|HD 136888                                                                                                |Star                                |15 23 01.4483863920 +00 27 51.662269764|003.0732321094331 +44.9088248825851| -45.580 -0.068   |7.03     |K0III             |    ~     ~    |    1|  132.890   pc  |  -0.3938     +0.3938  |paral   |2020yCat.1350....0G
1362|HD 137592                                                                                                |Star                                |15 26 51.1410576408 +01 53 28.887654732|005.4937809537945 +45.0522473662338|   6.682 -0.338   |8.81     |K5/M0(III)        |    ~     ~    |    1|  671.006   pc  | -10.9861    +10.9861  |paral   |2020yCat.1350....0G
1363|* 10 Ser                                                                                                 |High Proper Motion Star             |15 28 38.2370204448 +01 50 31.486733628|005.8233360004336 +44.6691356035244|-84.884 -34.239   |5.17     |A6III             |    ~     ~    |    1|   40.083   pc  |  -0.1507     +0.1507  |paral   |2020yCat.1350....0G
1364|HD 138007                                                                                                |Star                                |15 29 16.8470932704 +01 58 52.557750048|006.1160941037228 +44.6261907002690| -4.416 -14.029   |10.07    |G2/5              |    ~     ~    |    1|  206.024   pc  |  -0.7301     +0.7301  |paral   |2020yCat.1350....0G
1365|TYC 341-34-1                                                                                             |Star                                |15 29 25.5211949928 +02 00 32.739115032|006.1779598495111 +44.6143575470281| -4.948 -11.102   |10.66    |K0                |    ~     ~    |    1|  832.154   pc  | -11.4259    +11.4259  |paral   |2020yCat.1350....0G
1366|HD 138041                                                                                                |Star                                |15 29 26.7589000392 +01 50 37.105539324|005.9978472932288 +44.5097949634003|   3.700 -0.127   |8.77     |F0V               |    ~     ~    |    1|  299.294   pc  |  -1.8005     +1.8005  |paral   |2020yCat.1350....0G
1367|HD 137297                                                                                                |Star                                |15 25 08.3269070472 +01 45 14.912427816|004.9666261358185 +45.3053972217919|  11.385 -6.408   |9.27     |G8III             |    ~     ~    |    1|  313.067   pc  |  -6.9196     +6.9196  |paral   |2020yCat.1350....0G
1368|BD+02 2961                                                                                               |High Proper Motion Star             |15 26 28.7534811168 +01 30 22.546230336|004.9835634910200 +44.8888525850180|-53.442 -22.977   |10.01    |K0                |    ~     ~    |    1|   62.707   pc  |  -0.0637     +0.0637  |paral   |2020yCat.1350....0G
1369|HD 137609                                                                                                |Star                                |15 26 58.7020282008 +01 41 03.363702324|005.2899669958648 +44.9002914836396| -26.934 17.752   |9.70     |F6V               |    ~     ~    |    1|  118.381   pc  |  -0.2326     +0.2326  |paral   |2020yCat.1350....0G
1370|HD 138076                                                                                                |Star                                |15 29 37.1188989456 +01 45 30.981351708|005.9400639435256 +44.4238190439616|  17.932 20.848   |8.41     |F6V               |    ~     ~    |    1|  102.485   pc  |  -0.4422     +0.4422  |paral   |2020yCat.1350....0G
1371|HD 137271                                                                                                |Star                                |15 25 06.6979884000 +01 00 39.081815244|004.1362111661977 +44.8486006768496| -12.744 -8.867   |8.67     |G8III/IV          |    ~     ~    |    1|  353.319   pc  |  -4.8935     +4.8935  |paral   |2020yCat.1350....0G
1372|BD+01 3075                                                                                               |Star                                |15 25 40.7168573472 +01 25 59.360137536|004.7274845160555 +45.0007814160991| -16.186 11.989   |10.13    |F5                |    ~     ~    |    1|  215.657   pc  |  -0.9720     +0.9720  |paral   |2020yCat.1350....0G
1373|BD+01 3079                                                                                               |Long-Period Variable                |15 26 53.3458138968 +01 01 42.817566972|004.5454575187184 +44.5123895730836|   6.272 -6.317   |9.55     |M2                |    ~     ~    |    1| 1406.470   pc  | -63.6967    +63.6967  |paral   |2020yCat.1350....0G
1374|HD 137691                                                                                                |Star                                |15 27 24.1515982896 +00 50 17.372743980|004.4486590680832 +44.2934344887458|  13.418 -7.014   |8.29     |K0III             |    ~     ~    |    1|  317.380   pc  |  -2.5686     +2.5686  |paral   |2020yCat.1350....0G
1375|HD 137741                                                                                                |Star                                |15 27 43.8158885256 +01 24 56.788815528|005.1548188732643 +44.5869500979514| -27.951 19.574   |10.32    |F2V               |    ~     ~    |    1|  321.875   pc  |  -3.6468     +3.6468  |paral   |2020yCat.1350....0G
1376|HD 137830                                                                                                |Spectroscopic Binary                |15 28 08.1435537648 +00 58 32.164988268|004.7580631617616 +44.2352419016969|   -2.744 6.904   |9.90     |F5/6V             |    ~     ~    |    1|  202.930   pc  |  -0.7577     +0.7577  |paral   |2020yCat.1350....0G
1377|BD+01 3083                                                                                               |Star                                |15 28 30.1774231656 +01 12 30.471516504|005.0929133195472 +44.3070917557474|  -35.686 3.980   |10.68    |F8                |    ~     ~    |    1|  176.470   pc  |  -0.5294     +0.5294  |paral   |2020yCat.1350....0G
