C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST05:15:54

dec >=0&rah >=0.25&rah< 0.5&(cat='NGC'|Vmag< 11)
------------------------------------------------

Number of objects : 4911

 #  |                                               identifier                                                |               typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |       pm        |  Mag V  |    spec. type    |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|----------------------------------|---------------------------------------|-----------------------------------|-----------------|---------|------------------|---------------|-----|----------------|-----------------------|--------|-------------------
2660|NAME Citadelle                     HD 1502                                                               |High Proper Motion Star           |00 19 17.0659956456 +14 03 17.123212152|111.2161093742883 -48.0842155298913| 74.472 -17.069  |8.350    |K0                |    ~     ~    |    1|  192.241   pc  |  -1.2602     +1.2602  |paral   |2020yCat.1350....0G
2661|BD+15 32                                                                                                 |Star                              |00 16 57.0955507728 +16 19 28.837277760|111.0341167224398 -45.7488723779440|    8.935 5.090  |9.73     |K0                |    ~     ~    |    1|  653.808   pc  |  -7.6944     +7.6944  |paral   |2020yCat.1350....0G
2662|BD+15 35B                                                                                                |Star                              |00 17 21.7005651696 +16 30 30.346564716|111.2221907676271 -45.5871240865275|   42.347 1.834  |9.55     |G0                |    ~     ~    |    1|   85.871   pc  |  -0.1342     +0.1342  |paral   |2020yCat.1350....0G
2663|HD 1309                                                                                                  |Star                              |00 17 22.3605221520 +16 30 37.528994628|111.2264275806989 -45.5856612809458|  45.189 -3.678  |8.73     |F5                |    ~     ~    |    1|   80.930   pc  |  -2.2472     +2.2472  |paral   |2020yCat.1350....0G
2664|BD+15 37                                                                                                 |High Proper Motion Star           |00 17 39.3859372176 +16 37 53.298590412|111.3541493967548 -45.4794979958276| 74.222 -29.594  |9.29     |F8                |    ~     ~    |    1|  150.299   pc  |  -0.4789     +0.4789  |paral   |2020yCat.1350....0G
2665|HD 1496                                                                                                  |Spectroscopic Binary              |00 19 11.9253580584 +16 18 53.530538328|111.7915407497663 -45.8583565322252| -19.114 -0.607  |8.58     |A5                |    ~     ~    |    1|  194.224   pc  |  -1.0261     +1.0261  |paral   |2020yCat.1350....0G
2666|BD+15 51                                                                                                 |Star                              |00 21 35.9833489440 +16 27 18.331954704|112.6404593385965 -45.8195647135655|  13.520 44.159  |10.08    |G0                |    ~     ~    |    1|  226.685   pc  |  -1.0226     +1.0226  |paral   |2020yCat.1350....0G
2667|BD+15 34                                                                                                 |High Proper Motion Star           |00 17 17.0512092936 +16 27 38.772406908|111.1832592722378 -45.6304226810931| 61.379 -97.513  |10.36    |~                 |    ~     ~    |    1|  838.997   pc  | -16.8236    +16.8236  |paral   |2020yCat.1350....0G
2668|HD 1213                                                                                                  |High Proper Motion Star           |00 16 34.7478660096 +15 50 13.928260524|110.7723807969803 -46.2099097740505|  51.698 10.807  |8.33     |A5                |    ~     ~    |    1|  140.115   pc  |  -0.4987     +0.4987  |paral   |2020yCat.1350....0G
2669|BD+15 31                                                                                                 |Star                              |00 16 49.3198939344 +16 11 42.240876000|110.9546679589090 -45.8701129518836| -5.834 -10.447  |9.37     |F5                |    ~     ~    |    1|  141.790   pc  |  -0.3237     +0.3237  |paral   |2020yCat.1350....0G
2670|BD+15 36                                                                                                 |High Proper Motion Star           |00 17 33.5994730032 +16 06 23.430668292|111.1805407753152 -45.9908087843044|-24.344 -87.755  |9.26     |K4                |    ~     ~    |    1|   56.507   pc  |  -2.1231     +2.1231  |paral   |2020yCat.1350....0G
2671|BD+15 42                                                                                                 |Star                              |00 18 22.4283128136 +15 51 28.141641540|111.3907351979011 -46.2716717813180|  17.633 -5.986  |9.56     |K0                |    ~     ~    |    1|  500.250   pc  |  -4.5796     +4.5796  |paral   |2020yCat.1350....0G
2672|HD 1450                                                                                                  |Double or Multiple Star           |00 18 42.81216 +15 59 26.2997          |111.54206392 -46.15614251          |   27.75 -28.23  |8.97     |F5                |    ~     ~    |    0|                |                       |        |                   
2673|BD+15 46                                                                                                 |Star                              |00 19 38.9198650272 +15 53 11.236056360|111.8344942681369 -46.2991850868772| -6.905 -16.906  |9.80     |K5                |    ~     ~    |    1|  917.852   pc  | -21.4825    +21.4825  |paral   |2020yCat.1350....0G
2674|BD+14 15                                                                                                 |Star                              |00 15 06.4734256920 +15 04 57.188827056|110.0477396781917 -46.8783197732451| 26.107 -21.620  |9.40     |F8                |    ~     ~    |    1|  171.338   pc  |  -0.5813     +0.5813  |paral   |2020yCat.1350....0G
2675|BD+14 22                                                                                                 |Star                              |00 17 57.9444073992 +15 19 45.819601284|111.1067573993666 -46.7723777593074|   14.898 9.695  |10.80    |G0                |    ~     ~    |    1|  221.793   pc  |  -0.9347     +0.9347  |paral   |2020yCat.1350....0G
2676|BD+14 23                                                                                                 |Star                              |00 18 07.1118085776 +15 39 59.428579140|111.2516996860565 -46.4482071817239|   10.378 2.148  |9.67     |F0                |    ~     ~    |    1|  261.732   pc  |  -1.3495     +1.3495  |paral   |2020yCat.1350....0G
2677|BD+14 25                                                                                                 |Star                              |00 18 26.0619422712 +14 54 32.758720596|111.1534103638372 -47.2064591836285| -1.899 -13.777  |10.20    |F5                |    ~     ~    |    1|  258.178   pc  |  -1.2665     +1.2665  |paral   |2020yCat.1350....0G
2678|BD+14 26                                                                                                 |Star                              |00 19 00.7185427704 +15 35 17.542911768|111.5378159414310 -46.5649184028544| -9.165 -16.392  |10.55    |K0                |    ~     ~    |    1|  868.131   pc  | -13.3396    +13.3396  |paral   |2020yCat.1350....0G
2679|BD+14 27                                                                                                 |High Proper Motion Star           |00 19 02.7892577448 +15 02 08.609892468|111.4016795669671 -47.1095582361217|   54.233 9.668  |9.29     |F2                |    ~     ~    |    1|  266.347   pc  |  -5.5192     +5.5192  |paral   |2020yCat.1350....0G
2680|BD+14 30                                                                                                 |Star                              |00 20 01.7960606544 +15 04 27.787977336|111.7550572503752 -47.1146155817304| -2.403 -16.002  |10.71    |K0                |    ~     ~    |    1|  702.050   pc  | -10.1039    +10.1039  |paral   |2020yCat.1350....0G
2681|BD+14 31                                                                                                 |Star                              |00 20 25.1795172168 +14 55 35.968570104|111.8526891270772 -47.2767243716193|   -7.815 4.608  |10.64    |A5                |    ~     ~    |    1|  459.622   pc  |  -6.7601     +6.7601  |paral   |2020yCat.1350....0G
2682|BD+14 32                                                                                                 |Star                              |00 20 34.1106499848 +15 19 26.599578024|112.0073065883663 -46.8918463365866|    9.429 2.220  |9.75     |F0                |    ~     ~    |    1|  315.209   pc  |  -2.5336     +2.5336  |paral   |2020yCat.1350....0G
2683|BD+14 34                                                                                                 |Star                              |00 21 03.1352020512 +15 08 50.902644120|112.1307591645914 -47.0860244852917| 20.930 -12.337  |9.96     |K0                |    ~     ~    |    1|  581.193   pc  |  -7.1948     +7.1948  |paral   |2020yCat.1350....0G
2684|BD+14 37                                                                                                 |Star                              |00 22 08.6657548296 +15 13 45.162336648|112.5323777001124 -47.0501729886818|  -0.612 -4.147  |10.15    |G5                |    ~     ~    |    1|  776.036   pc  | -13.7309    +13.7309  |paral   |2020yCat.1350....0G
2685|BD+14 38                                                                                                 |Star                              |00 22 25.9333979832 +15 24 18.094270572|112.6752911437886 -46.8882613227082|  -13.384 2.529  |9.78     |K2                |    ~     ~    |    1|  745.990   pc  |  -9.0153     +9.0153  |paral   |2020yCat.1350....0G
2686|HD 1168                                                                                                  |High Proper Motion Star           |00 16 02.0506206648 +14 42 26.342098668|110.2572494527596 -47.2912755097932| 67.833 -15.223  |8.42     |K2                |    ~     ~    |    1|  269.694   pc  |  -2.1166     +2.1166  |paral   |2020yCat.1350....0G
2687|BD+13 29                                                                                                 |Star                              |00 17 37.8182872752 +14 48 06.838342956|110.8423978564245 -47.2747043561048| -9.032 -17.175  |10.10    |K0                |    ~     ~    |    1|  505.331   pc  |  -4.8774     +4.8774  |paral   |2020yCat.1350....0G
2688|BD+13 30                                                                                                 |Star                              |00 18 00.6032711976 +14 36 27.972411912|110.9204096936955 -47.4828582758958| 42.239 -11.233  |10.17    |F8                |    ~     ~    |    1|  267.687   pc  |  -2.6083     +2.6083  |paral   |2020yCat.1350....0G
2689|BD+13 31                                                                                                 |High Proper Motion Star           |00 18 47.2587939471 +14 28 03.438310981|111.1548951166990 -47.6561264145460|-73.989 -43.556  |10.47    |G5                |    ~     ~    |    0|                |                       |        |                   
2690|* 40 Psc                                                                                                 |Star                              |00 19 56.2756180632 +16 15 03.137708772|112.0261128041033 -45.9527871570912|-12.963 -11.787  |6.603    |K0                |    ~     ~    |    1|  155.224   pc  |  -0.6626     +0.6626  |paral   |2020yCat.1350....0G
2691|UCAC4 522-000519                                                                                         |Star                              |00 20 01.4479012752 +14 19 23.560755492|111.5530019612645 -47.8532768299828|-50.118 -34.862  |10.5     |~                 |    ~     ~    |    1|  124.253   pc  |  -0.3011     +0.3011  |paral   |2020yCat.1350....0G
2692|TYC 601-73-1                                                                                             |Star                              |00 15 10.4839809528 +14 58 22.008122796|110.0378255488404 -46.9890655439745|    1.219 4.961  |10.97    |~                 |    ~     ~    |    1|  438.808   pc  | -12.2849    +12.2849  |paral   |2020yCat.1350....0G
2693|TYC 601-799-1                                                                                            |High Proper Motion Star           |00 17 56.6848677888 +14 49 27.024972600|110.9586196130798 -47.2674278062549|-58.157 -47.072  |10.86    |~                 |    ~     ~    |    1|  224.684   pc  |  -1.0551     +1.0551  |paral   |2020yCat.1350....0G
2694|TYC 601-969-1                                                                                            |Star                              |00 19 13.4649995544 +14 11 18.590234892|111.2319708027745 -47.9501045039442|  9.696 -10.365  |10.31    |~                 |    ~     ~    |    1| 1409.046   pc  | -48.8411    +48.8411  |paral   |2020yCat.1350....0G
2695|TYC 601-1117-1                                                                                           |Star                              |00 17 44.3772108840 +14 29 58.969334544|110.7945212450932 -47.5763104061733| -0.147 -19.714  |10.71    |~                 |    ~     ~    |    1|  375.206   pc  |  -2.9845     +2.9845  |paral   |2020yCat.1350....0G
2696|TYC 602-11-1                                                                                             |High Proper Motion Star           |00 20 33.5428641672 +14 41 16.327855932|111.8392320886138 -47.5177062531817|  70.549 17.763  |10.50    |~                 |    ~     ~    |    1|  157.028   pc  |  -0.5425     +0.5425  |paral   |2020yCat.1350....0G
2697|TYC 602-103-1                                                                                            |Star                              |00 21 00.8986031016 +14 48 42.425978544|112.0319290952144 -47.4150641184261|  15.224 26.037  |10.94    |~                 |    ~     ~    |    1|  183.678   pc  |  -0.6680     +0.6680  |paral   |2020yCat.1350....0G
2698|TYC 602-306-1                                                                                            |Star                              |00 20 57.8868814128 +14 16 55.988652144|111.8764632063331 -47.9343230015637|-12.942 -13.959  |10.39    |~                 |    ~     ~    |    1|  926.097   pc  | -20.2407    +20.2407  |paral   |2020yCat.1350....0G
2699|TYC 602-720-1                                                                                            |Star                              |00 20 41.8818309600 +14 23 48.631245900|111.8118456248033 -47.8100888418269|  1.058 -12.314  |9.96     |~                 |    ~     ~    |    1|  796.876   pc  | -12.0017    +12.0017  |paral   |2020yCat.1350....0G
2700|TYC 602-1296-1                                                                                           |Star                              |00 21 33.4272341064 +14 08 55.391074944|112.0528928170227 -48.0908437410295|  32.060 12.112  |10.51    |~                 |    ~     ~    |    1|  752.899   pc  | -11.9040    +11.9040  |paral   |2020yCat.1350....0G
2701|TYC 1179-28-1                                                                                            |Star                              |00 15 48.6401006424 +16 17 42.814984272|110.6411724453624 -45.7245743803805|   25.385 1.827  |10.65    |~                 |    ~     ~    |    1|  300.372   pc  |  -1.8676     +1.8676  |paral   |2020yCat.1350....0G
2702|TYC 1179-145-1                                                                                           |High Proper Motion Star           |00 15 22.8746539296 +15 48 20.221335540|110.3553336709066 -46.1837812558381| 114.774 28.068  |10.04    |~                 |    ~     ~    |    1|  195.599   pc  |  -0.8149     +0.8149  |paral   |2020yCat.1350....0G
2703|TYC 1179-266-1                                                                                           |Star                              |00 20 07.7978937072 +16 40 05.606768496|112.1952984261088 -45.5498397208320|-10.340 -43.821  |10.60    |~                 |    ~     ~    |    1|  785.361   pc  | -12.0274    +12.0274  |paral   |2020yCat.1350....0G
2704|TYC 1179-276-1                                                                                           |Spectroscopic Binary              |00 17 35.5459039872 +16 48 00.725660532|111.3774772053329 -45.3108675956173| 23.621 -49.059  |10.85    |~                 |    ~     ~    |    1|  220.420   pc  |  -9.8627     +9.8627  |paral   |2020yCat.1350....0G
2705|TYC 1179-391-1                                                                                           |Star                              |00 16 10.1662847928 +16 23 49.986856644|110.7906218571691 -45.6414564057318|  10.136 -9.973  |10.81    |~                 |    ~     ~    |    1|  192.034   pc  |  -0.6417     +0.6417  |paral   |2020yCat.1350....0G
2706|TYC 1179-470-1                                                                                           |Star                              |00 15 25.2423588024 +16 28 39.228745440|110.5617329754703 -45.5273221530483| -2.245 -17.622  |10.33    |~                 |    ~     ~    |    1|  837.872   pc  | -13.2684    +13.2684  |paral   |2020yCat.1350....0G
2707|TYC 1179-534-1                                                                                           |Spectroscopic Binary              |00 15 42.1070899224 +15 46 06.197724768|110.4537069223961 -46.2357228543232|  23.787 -9.280  |10.64    |~                 |    ~     ~    |    1|  243.885   pc  |  -1.4275     +1.4275  |paral   |2020yCat.1350....0G
2708|TYC 1179-546-1                                                                                           |Star                              |00 15 46.7139484008 +15 52 18.614221428|110.5096470450991 -46.1380349222170|  17.431 -3.869  |10.90    |~                 |    ~     ~    |    1|  917.852   pc  | -12.4683    +12.4683  |paral   |2020yCat.1350....0G
2709|TYC 1179-665-1                                                                                           |Star                              |00 17 17.0362138056 +16 05 11.151752748|111.0813498639992 -45.9979612701780|  0.462 -27.796  |10.44    |~                 |    ~     ~    |    1|  242.895   pc  |  -1.3570     +1.3570  |paral   |2020yCat.1350....0G
2710|TYC 1179-748-1                                                                                           |Star                              |00 16 34.6073175552 +16 11 13.306746084|110.8694825921178 -45.8666372887056|    5.597 1.269  |10.24    |~                 |    ~     ~    |    1|  273.680   pc  |  -1.3857     +1.3857  |paral   |2020yCat.1350....0G
2711|TYC 1179-762-1                                                                                           |Star                              |00 16 03.1054495440 +16 35 54.936180780|110.8072115304320 -45.4384476799801| -7.277 -14.399  |10.80    |~                 |    ~     ~    |    1|  272.769   pc  |  -1.8675     +1.8675  |paral   |2020yCat.1350....0G
2712|TYC 1179-820-1                                                                                           |Star                              |00 15 21.0673190424 +16 42 21.971798172|110.6031185685242 -45.3000242371566| 30.692 -34.002  |10.73    |~                 |    ~     ~    |    1|  297.433   pc  |  -1.7959     +1.7959  |paral   |2020yCat.1350....0G
2713|TYC 1179-830-1                                                                                           |Star                              |00 18 01.6843514256 +16 45 55.401040944|111.5140847248871 -45.3643799145068|  5.525 -12.492  |10.10    |~                 |    ~     ~    |    1|  790.014   pc  | -11.7959    +11.7959  |paral   |2020yCat.1350....0G
2714|TYC 1179-1038-1                                                                                          |Star                              |00 20 40.6034822952 +16 25 18.565363920|112.3194031294922 -45.8151030121951|  -10.342 0.575  |10.30    |~                 |    ~     ~    |    1|  703.433   pc  |  -9.8469     +9.8469  |paral   |2020yCat.1350....0G
2715|TYC 1179-1040-1                                                                                          |Star                              |00 19 58.2068978136 +15 36 23.296520628|111.8727615241399 -46.5884562508365|    1.588 3.547  |10.29    |~                 |    ~     ~    |    1|  850.485   pc  | -11.5009    +11.5009  |paral   |2020yCat.1350....0G
2716|TYC 1179-1115-1                                                                                          |Star                              |00 20 50.2899200136 +16 37 28.621803684|112.4234329993124 -45.6218493538494| -4.809 -10.793  |10.66    |~                 |    ~     ~    |    1|  288.934   pc  |  -1.9201     +1.9201  |paral   |2020yCat.1350....0G
2717|TYC 1179-1230-1                                                                                          |Star                              |00 15 36.9228633864 +15 17 17.201652828|110.2840010733359 -46.7020244310855|   2.828 16.198  |10.69    |~                 |    ~     ~    |    1|  353.544   pc  |  -2.0124     +2.0124  |paral   |2020yCat.1350....0G
2718|TYC 1179-1487-1                                                                                          |Star                              |00 15 09.3924161640 +15 00 10.355983884|110.0405917005751 -46.9587085494301|  7.497 -16.632  |10.41    |~                 |    ~     ~    |    1|  967.399   pc  | -16.9391    +16.9391  |paral   |2020yCat.1350....0G
2719|TYC 1179-1674-1                                                                                          |Star                              |00 18 47.7086705664 +15 08 30.060755124|111.3428924194227 -46.9942165828896|  -7.569 -9.908  |10.93    |~                 |    ~     ~    |    1|  484.168   pc  |  -3.9617     +3.9617  |paral   |2020yCat.1350....0G
2720|TYC 1179-1745-1                                                                                          |Star                              |00 20 46.3871203968 +15 04 39.444667716|112.0154420535277 -47.1431122471571|  2.560 -15.879  |10.59    |~                 |    ~     ~    |    1|  213.206   pc  |  -0.9364     +0.9364  |paral   |2020yCat.1350....0G
2721|TYC 1180-951-1                                                                                           |Star                              |00 22 22.7694349440 +16 17 33.229362660|112.8673668126380 -46.0105532111559|-26.097 -27.739  |10.81    |~                 |    ~     ~    |    1|  457.917   pc  |  -3.7954     +3.7954  |paral   |2020yCat.1350....0G
2722|TYC 1180-1213-1                                                                                          |High Proper Motion Star           |00 21 29.2109962344 +16 12 22.145093496|112.5424711613618 -46.0605242955281| 91.888 -51.257  |10.49    |~                 |    ~     ~    |    1|  142.383   pc  |  -0.5372     +0.5372  |paral   |2020yCat.1350....0G
2723|TYC 1180-1377-1                                                                                          |Star                              |00 21 20.2405431816 +15 00 58.480650756|112.1972158586651 -47.2271433272504|   13.391 0.024  |10.45    |~                 |    ~     ~    |    1|  850.412   pc  | -12.4391    +12.4391  |paral   |2020yCat.1350....0G
2724|TYC 1180-1504-1                                                                                          |Star                              |00 21 32.2627755768 +15 12 50.680441368|112.3169184360525 -47.0404739285123|  3.783 -25.568  |10.79    |~                 |    ~     ~    |    1|  222.682   pc  |  -1.4132     +1.4132  |paral   |2020yCat.1350....0G
2725|BD+13 51                                                                                                 |Star                              |00 27 12.2337420408 +14 08 02.612688540|114.0779422755484 -48.3206333385960| 12.652 -38.891  |9.81     |F2                |    ~     ~    |    1|  249.035   pc  |  -1.5195     +1.5195  |paral   |2020yCat.1350....0G
2726|HD 1884                                                                                                  |Spectroscopic Binary              |00 23 16.6291730112 +16 45 28.634905368|113.2781379867027 -45.5852762493768| -14.736 -3.376  |9.16     |F5                |    ~     ~    |    1|  170.698   pc  | -10.3090    +10.3090  |paral   |2020yCat.1350....0G
2727|BD+15 55                                                                                                 |Star                              |00 23 20.5333279776 +16 22 56.279751816|113.2160892222762 -45.9587545752487|  21.014 -2.350  |10.23    |F8                |    ~     ~    |    1|  244.373   pc  |  -0.9913     +0.9913  |paral   |2020yCat.1350....0G
2728|HD 2021                                                                                                  |Star                              |00 24 38.3659843032 +16 24 28.290094884|113.6640720210520 -45.9810935326455|  19.699 -4.085  |8.13     |F5                |    ~     ~    |    1|  182.282   pc  |  -1.6414     +1.6414  |paral   |2020yCat.1350....0G
2729|BD+15 53                                                                                                 |Star                              |00 22 52.0505776752 +16 02 19.864570416|112.9753054600049 -46.2798277517998|   9.572 -9.050  |10.31    |F8                |    ~     ~    |    1|  369.045   pc  |  -8.0763     +8.0763  |paral   |2020yCat.1350....0G
2730|BD+15 57                                                                                                 |Star                              |00 24 41.5908895200 +16 01 13.809090756|113.5987041315496 -46.3660117941882|  1.108 -11.128  |10.06    |K2                |    ~     ~    |    1|  525.818   pc  |  -4.6726     +4.6726  |paral   |2020yCat.1350....0G
2731|BD+14 41                                                                                                 |Star                              |00 25 01.1242426200 +15 17 26.263266216|113.5517252313911 -47.0993744340483|-15.099 -11.086  |10.55    |F2                |    ~     ~    |    1|  265.484   pc  |  -1.3814     +1.3814  |paral   |2020yCat.1350....0G
2732|* 43 Psc                                                                                                 |Star                              |00 24 38.1551008560 +14 18 55.860510384|113.1952457055626 -48.0488865739905|  15.158 -1.549  |6.460    |K0                |    ~     ~    |    1|  179.591   pc  |  -0.9192     +0.9192  |paral   |2020yCat.1350....0G
2733|BD+13 50                                                                                                 |Star                              |00 24 57.5654130672 +14 19 41.606553792|113.3139969095056 -48.0484313093314|   3.023 -6.768  |10.51    |F8                |    ~     ~    |    1| 1044.168   pc  | -25.4037    +25.4037  |paral   |2020yCat.1350....0G
2734|NGC 100                            NGC 100                                                               |Low Surface Brightness Galaxy     |00 24 02.837 +16 29 11.00              |113.479315 -45.882034              |            ~ ~  |     ~   |~                 | 4.57  0.59    |    1|   15.28    Mpc |  -1.03       +1.03    |T-F     |2020ApJ...902..145K
2735|NGC 99                             NGC 99                                                                |Galaxy                            |00 23 59.422 +15 46 13.04              |113.300796 -46.587540              |            ~ ~  |13.65    |~                 |0.480 0.374    |    1|   75.82    Mpc |  -2.68       +2.68    |redshift|2015ApJ...809..146B
2736|BD+15 61                                                                                                 |Star                              |00 27 56.9644288152 +16 28 30.383470560|114.8089490636571 -46.0258505106013|-15.718 -20.051  |9.95     |K0                |    ~     ~    |    1|  687.758   pc  | -18.2109    +18.2109  |paral   |2020yCat.1350....0G
2737|HD 2424                                                                                                  |Star                              |00 28 07.6614539232 +16 42 57.575063232|114.9149482123078 -45.7925883528519| 15.210 -12.272  |7.68     |kA7hF5mF5(III)EuSr|    ~     ~    |    1|  200.276   pc  |  -1.6084     +1.6084  |paral   |2020yCat.1350....0G
2738|* 48 Psc                                                                                                 |Spectroscopic Binary              |00 28 12.7028998704 +16 26 42.245708064|114.8931355782748 -46.0638361944408| 18.052 -13.369  |6.039    |K5III             |    ~     ~    |    1|  325.404   pc  | -27.8697    +27.8697  |paral   |2020yCat.1350....0G
2739|HD 2358                                                                                                  |High Proper Motion Star           |00 27 31.0690810920 +16 01 31.740416004|114.5741255539643 -46.4577246486438|  89.222 10.060  |6.432    |A5                |    ~     ~    |    1|  123.206   pc  |  -0.3522     +0.3522  |paral   |2020yCat.1350....0G
2740|BD+15 59B                                                                                                |Star                              |00 27 24.3357439104 +16 00 34.983092916|114.5322463343750 -46.4697080098437|-29.657 -23.170  |10.14    |F8                |    ~     ~    |    1|  292.475   pc  |  -1.4713     +1.4713  |paral   |2020yCat.1350....0G
2741|BD+15 60                                                                                                 |Star                              |00 27 38.8612231704 +15 57 21.292366356|114.6054776830296 -46.5308553812174|  16.394 -8.005  |9.32     |K2                |    ~     ~    |    1|  479.272   pc  |  -3.6752     +3.6752  |paral   |2020yCat.1350....0G
2742|BD+15 64                                                                                                 |Star                              |00 28 42.3321734208 +15 59 17.373293844|114.9780108309248 -46.5322159499887|  10.814 -3.657  |9.61     |K2                |    ~     ~    |    1|  724.743   pc  |  -9.3495     +9.3495  |paral   |2020yCat.1350....0G
2743|BD+15 65                                                                                                 |Star                              |00 28 52.4645969952 +15 48 58.283086860|115.0046327613961 -46.7079650888841|  40.611 -6.348  |10.29    |K0                |    ~     ~    |    1|  618.085   pc  |  -6.0361     +6.0361  |paral   |2020yCat.1350....0G
2744|HD 2522                                                                                                  |Star                              |00 29 05.2429204776 +15 59 51.726520932|115.1120870908350 -46.5344086540934| -5.697 -21.341  |8.45     |K0                |    ~     ~    |    1|  297.327   pc  |  -2.1570     +2.1570  |paral   |2020yCat.1350....0G
2745|HD 2113                                                                                                  |High Proper Motion Star           |00 25 33.2881430064 +15 33 43.158734820|113.7980273913755 -46.8502102449466|  82.698 -8.783  |8.10     |F5                |    ~     ~    |    1|   95.873   pc  |  -0.2776     +0.2776  |paral   |2020yCat.1350....0G
2746|BD+14 43                                                                                                 |Star                              |00 25 44.7520389672 +15 40 54.964673256|113.8900739147623 -46.7382634033331| -8.769 -16.518  |10.47    |K0                |    ~     ~    |    1|  314.852   pc  |  -2.0917     +2.0917  |paral   |2020yCat.1350....0G
2747|BD+14 46                                                                                                 |Star                              |00 26 58.0961078064 +14 54 01.105913016|114.1548182391826 -47.5539940711846| 36.259 -19.252  |10.79    |G5                |    ~     ~    |    1|  542.888   pc  |  -5.2167     +5.2167  |paral   |2020yCat.1350....0G
2748|BD+14 48                                                                                                 |Star                              |00 27 26.2374838176 +15 01 53.984638488|114.3478843543026 -47.4396646110180|   -0.052 5.732  |9.93     |K0                |    ~     ~    |    1|  213.552   pc  |  -3.2562     +3.2562  |paral   |2020yCat.1350....0G
2749|BD+14 51                                                                                                 |Star                              |00 29 08.5402947408 +15 10 23.810258460|114.9782160030169 -47.3538553918189|  -2.839 -2.575  |10.50    |K0                |    ~     ~    |    1|  740.083   pc  |  -9.2017     +9.2017  |paral   |2020yCat.1350....0G
2750|BD+14 52                                                                                                 |Double or Multiple Star           |00 29 27.44272 +15 00 37.1248          |115.05915915 -47.52515628          |    -36.25 0.31  |9.59     |G5                |    ~     ~    |    0|                |                       |        |                   
2751|HD 2359                                                                                                  |Star                              |00 27 31.4541042384 +14 25 32.438314524|114.2544041402349 -48.0427468371494| -2.075 -12.325  |8.43     |K2                |    ~     ~    |    1|  595.238   pc  |  -8.4325     +8.4325  |paral   |2020yCat.1350....0G
2752|BD+13 56                                                                                                 |Spectroscopic Binary              |00 28 37.6663449456 +14 36 09.379833156|114.6854259484948 -47.9035754331259| 102.483 -0.746  |10.35    |G5                |    ~     ~    |    1|  145.928   pc  |  -1.9357     +1.9357  |paral   |2020yCat.1350....0G
2753|BD+13 58                                                                                                 |Star                              |00 29 51.8679292128 +14 44 37.474047456|115.1544293222119 -47.8019545240921|   5.436 -9.362  |9.83     |K0                |    ~     ~    |    1|  644.745   pc  |  -6.9421     +6.9421  |paral   |2020yCat.1350....0G
2754|TYC 602-93-1                                                                                             |Star                              |00 27 04.4654127024 +14 57 55.144081872|114.2059081991806 -47.4932187199922| -8.576 -20.768  |10.52    |~                 |    ~     ~    |    1|  296.375   pc  |  -1.4493     +1.4493  |paral   |2020yCat.1350....0G
2755|TYC 602-242-1                                                                                            |Star                              |00 23 09.0505981536 +14 23 29.388003036|112.6828591713730 -47.9165401299649|  -9.016 -9.205  |10.21    |~                 |    ~     ~    |    1|  273.883   pc  |  -2.0703     +2.0703  |paral   |2020yCat.1350....0G
2756|TYC 602-370-1                                                                                            |Star                              |00 23 49.8864294552 +14 04 29.753479308|112.8496905464101 -48.2556479737899|  7.611 -27.242  |10.34    |~                 |    ~     ~    |    1|  184.458   pc  |  -1.3610     +1.3610  |paral   |2020yCat.1350....0G
2757|TYC 602-418-1                                                                                            |High Proper Motion Star           |00 28 35.6738483736 +14 09 52.698774276|114.5865129109277 -48.3366108429077|-43.910 -114.808 |10.02    |~                 |    ~     ~    |    1|   67.931   pc  |  -0.0748     +0.0748  |paral   |2020yCat.1350....0G
2758|TYC 602-436-1                                                                                            |Star                              |00 28 06.9515720448 +14 25 40.667195532|114.4671389244838 -48.0601011032132|-15.921 -19.693  |10.99    |~                 |    ~     ~    |    1|  318.837   pc  |  -3.6698     +3.6698  |paral   |2020yCat.1350....0G
2759|TYC 602-579-1                                                                                            |Star                              |00 27 46.4590281312 +14 26 46.477336704|114.3483306052939 -48.0307268133805|   -6.690 2.271  |10.79    |~                 |    ~     ~    |    1|  282.694   pc  |  -1.6942     +1.6942  |paral   |2020yCat.1350....0G
2760|TYC 602-592-1                                                                                            |High Proper Motion Star           |00 24 49.6110826728 +14 04 59.350564200|113.2097363432105 -48.2856162294679|  57.757 -9.943  |10.24    |~                 |    ~     ~    |    1|  200.823   pc  |  -1.5204     +1.5204  |paral   |2020yCat.1350....0G
2761|TYC 1180-89-1                                                                                            |Star                              |00 27 33.7993944024 +15 41 17.571584436|114.5236731559305 -46.7933877067450|   8.456 -3.039  |10.30    |~                 |    ~     ~    |    1|  742.832   pc  | -14.3468    +14.3468  |paral   |2020yCat.1350....0G
2762|TYC 1180-374-1                                                                                           |Star                              |00 25 14.9701949520 +16 37 14.398686732|113.9169328331190 -45.7921772401312| 23.681 -11.129  |10.80    |~                 |    ~     ~    |    1|  265.632   pc  |  -1.2842     +1.2842  |paral   |2020yCat.1350....0G
