C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST06:52:37

dec >=0&rah >=10.75&rah< 11.0&(cat='NGC'|Vmag< 11)
--------------------------------------------------

Number of objects : 2387

 #  |                                               identifier                                                |               typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |   spec. type   |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|----------------------------------|---------------------------------------|-----------------------------------|------------------|---------|----------------|---------------|-----|----------------|-----------------------|--------|-------------------
1385|TYC 260-499-1                                                                                            |Star                              |10 45 10.1586051408 +05 52 02.478348084|242.5040983215851 +53.2194640140152|    2.145 1.233   |10.00    |~               |    ~     ~    |    1|  572.803   pc  | -10.5321    +10.5321  |paral   |2020yCat.1350....0G
1386|TYC 260-507-1                                                                                            |Star                              |10 48 01.9939107168 +06 45 22.423775472|242.0832288049730 +54.3306216868517|   3.221 -8.070   |10.74    |~               |    ~     ~    |    1|  193.510   pc  | -13.5892    +13.5892  |paral   |2020yCat.1350....0G
1387|TYC 260-529-1                                                                                            |Star                              |10 48 02.1616507440 +06 33 24.805678572|242.3507338961119 +54.2067991258106|   -9.290 3.896   |10.58    |~               |    ~     ~    |    1|  233.661   pc  |  -7.3434     +7.3434  |paral   |2020yCat.1350....0G
1388|TYC 261-60-1                                                                                             |Star                              |10 51 46.5591422448 +07 22 57.751700160|242.2357329060889 +55.4473254790052|-12.323 -13.430   |10.96    |~               |    ~     ~    |    1|  168.745   pc  |  -0.4072     +0.4072  |paral   |2020yCat.1350....0G
1389|TYC 261-552-1                                                                                            |Star                              |10 50 58.1839801368 +05 53 43.930572720|244.0185189467913 +54.3513509986724| 15.219 -23.608   |10.10    |~               |    ~     ~    |    1|  659.848   pc  |  -7.5324     +7.5324  |paral   |2020yCat.1350....0G
1390|TYC 261-629-1                                                                                            |High Proper Motion Star           |10 50 34.1422718040 +05 23 00.986003988|244.5760822142360 +53.9446931191139| 25.334 -75.591   |10.51    |~               |    ~     ~    |    1|  211.376   pc  |  -1.0813     +1.0813  |paral   |2020yCat.1350....0G
1391|TYC 261-643-1                                                                                            |Star                              |10 51 07.2985830768 +07 28 23.486474532|241.9333528018737 +55.3763660339943| -39.577 -0.837   |10.61    |~               |    ~     ~    |    1|  207.706   pc  |  -2.4289     +2.4289  |paral   |2020yCat.1350....0G
1392|TYC 261-746-1                                                                                            |Star                              |10 51 41.4353227800 +06 32 02.357164068|243.3678380685438 +54.8970800350427| -24.102 -1.641   |10.38    |~               |    ~     ~    |    1|  620.040   pc  |  -8.3041     +8.3041  |paral   |2020yCat.1350....0G
1393|TYC 846-1312-1                                                                                           |Star                              |10 45 10.3975742448 +07 40 30.748847520|240.0922750566039 +54.3319285733160|  10.542 -9.342   |10.44    |~               |    ~     ~    |    1|  707.364   pc  | -11.2582    +11.2582  |paral   |2020yCat.1350....0G
1394|NGC 3436                           NGC 3436                                                              |Galaxy towards a Group of Galaxies|10 52 28.9532219136 +07 54 15.543949248|241.7017511612686 +55.9078445963898|            ~ ~   |     ~   |~               |0.260 0.125    |    0|                |                       |        |                   
1395|BD+05 2398                                                                                               |High Proper Motion Star           |10 47 26.7625602480 +05 06 31.801000500|244.0826859607999 +53.1739215318954|  -98.469 0.385   |9.98     |G5              |    ~     ~    |    1|  167.451   pc  |  -1.6431     +1.6431  |paral   |2020yCat.1350....0G
1396|HD 93080                                                                                                 |Star                              |10 45 00.0086841528 +04 20 17.026694628|244.4030028485228 +52.2107177493236| -2.625 -24.424   |8.52     |K2III           |    ~     ~    |    1|  328.591   pc  |  -4.0813     +4.0813  |paral   |2020yCat.1350....0G
1397|BD+05 2392                                                                                               |Star                              |10 46 26.5992973968 +04 35 54.609102744|244.4604967181910 +52.6534164784437|-40.228 -24.138   |9.56     |F8              |    ~     ~    |    1|  184.601   pc  |  -0.6713     +0.6713  |paral   |2020yCat.1350....0G
1398|BD+05 2395                                                                                               |Star                              |10 46 41.6646851592 +04 27 03.592907568|244.7121895740391 +52.6050969298979| -30.382 -8.706   |9.45     |K2              |    ~     ~    |    1|  396.888   pc  |  -3.1977     +3.1977  |paral   |2020yCat.1350....0G
1399|BD+05 2403                                                                                               |Star                              |10 48 39.5252359104 +04 41 18.984769404|244.9427373209505 +53.1311427845318|  26.987 -6.597   |10.62    |F8              |    ~     ~    |    1|  225.836   pc  |  -1.2393     +1.2393  |paral   |2020yCat.1350....0G
1400|HD 93878                                                                                                 |High Proper Motion Star           |10 50 19.2233537016 +04 18 53.382542724|245.8667146583017 +53.1971596575864|-86.270 -49.626   |9.08     |K1/2III         |    ~     ~    |    1|  284.876   pc  |  -1.8747     +1.8747  |paral   |2020yCat.1350....0G
1401|BD+05 2409                                                                                               |Star                              |10 50 29.2004458200 +04 33 00.248628096|245.6173033818972 +53.3837848895169| -13.985 -3.229   |9.47     |K2              |    ~     ~    |    1|  644.413   pc  |  -6.6858     +6.6858  |paral   |2020yCat.1350....0G
1402|HD 93981                                                                                                 |Double or Multiple Star           |10 51 02.5751853456 +05 01 56.351708040|245.1584245703915 +53.8052119473995|   -2.821 8.389   |8.62     |K5              |0.0083  0.0    |    1|  320.821   pc  |  -4.4464     +4.4464  |paral   |2020yCat.1350....0G
1403|BD+04 2382                                                                                               |Star                              |10 48 42.3325453632 +03 55 57.045943272|245.8988263887925 +52.6422450577489|-22.721 -36.867   |9.26     |F2              |    ~     ~    |    1|  147.510   pc  |  -0.3329     +0.3329  |paral   |2020yCat.1350....0G
1404|BD+04 2384                                                                                               |High Proper Motion Star           |10 49 25.9331323968 +04 11 27.094229736|245.7773137605221 +52.9491371711493| 50.449 -24.988   |10.08    |F8              |    ~     ~    |    1|  226.891   pc  |  -0.9678     +0.9678  |paral   |2020yCat.1350....0G
1405|HD 94179                                                                                                 |Star                              |10 52 15.5468055504 +03 45 56.154900456|247.0879772543855 +53.1894474696126|-27.947 -24.255   |8.83     |K2III           |    ~     ~    |    1|  679.671   pc  | -12.1032    +12.1032  |paral   |2020yCat.1350....0G
1406|HD 93081                                                                                                 |High Proper Motion Star           |10 45 02.2741944336 +03 18 24.050189628|245.6752808284990 +51.5421677720000| 94.959 -25.545   |7.09     |F6V             |    ~     ~    |    1|   49.721   pc  |  -0.0658     +0.0658  |paral   |2020yCat.1350....0G
1407|HD 93101                                                                                                 |Star                              |10 45 13.4772640920 +03 43 47.960230548|245.2112765156848 +51.8562648721383| -11.667 -9.105   |7.84     |K0III           |    ~     ~    |    1|  182.755   pc  |  -0.8617     +0.8617  |paral   |2020yCat.1350....0G
1408|BD+04 2380                                                                                               |Star                              |10 46 27.9139027968 +03 18 04.275753912|246.0630531251354 +51.8050550786265| -6.427 -14.657   |9.20     |K0              |    ~     ~    |    1|  407.980   pc  | -21.9877    +21.9877  |paral   |2020yCat.1350....0G
1409|BD+04 2381                                                                                               |Star                              |10 48 16.4768828040 +03 15 33.507515916|246.6031411572052 +52.1131734315768| -9.836 -10.167   |9.39     |K5              |    ~     ~    |    1| 1015.228   pc  | -18.8616    +18.8616  |paral   |2020yCat.1350....0G
1410|TYC 257-742-1                                                                                            |Star                              |10 49 09.3850186248 +03 33 44.293332456|246.4762724288893 +52.4795241365234|  -11.067 0.802   |10.46    |F8              |    ~     ~    |    1|  184.098   pc  |  -0.6439     +0.6439  |paral   |2020yCat.1350....0G
1411|BD+04 2383                                                                                               |Star                              |10 49 05.2397479848 +03 33 56.219521140|246.4532978484846 +52.4689267754764|   -7.985 6.047   |9.98     |K0              |    ~     ~    |    1|  740.796   pc  | -10.5914    +10.5914  |paral   |2020yCat.1350....0G
1412|HD 93728                                                                                                 |Star                              |10 49 23.4002464968 +03 26 24.783808488|246.6890989698142 +52.4409733891017| -30.204 -5.948   |7.64     |A2/3V           |    ~     ~    |    1|  141.965   pc  |  -0.5079     +0.5079  |paral   |2020yCat.1350....0G
1413|BD+04 2387                                                                                               |Star                              |10 50 24.2041769160 +03 39 04.171382676|246.7111061429626 +52.7699992102144| -21.062 -6.483   |10.21    |K2              |    ~     ~    |    1|  650.703   pc  |  -7.4097     +7.4097  |paral   |2020yCat.1350....0G
1414|HD 93982                                                                                                 |Star                              |10 50 57.0262189896 +03 35 26.424087324|246.9369396175385 +52.8303658424469|   -2.754 0.269   |7.21     |A2/3V           |    ~     ~    |    1|  299.733   pc  |  -3.0456     +3.0456  |paral   |2020yCat.1350....0G
1415|HD 94070                                                                                                 |High Proper Motion Star           |10 51 33.8532230136 +03 23 22.748562672|247.3534050604135 +52.8075048726414|-48.825 -14.391   |9.30     |G2V             |    ~     ~    |    1|  102.712   pc  |  -0.2743     +0.2743  |paral   |2020yCat.1350....0G
1416|TYC 257-271-1                                                                                            |Star                              |10 45 18.3245593752 +03 33 58.524177744|245.4321520590073 +51.7637141327973| -42.102 -6.003   |10.79    |F5              |    ~     ~    |    1|  353.895   pc  |  -2.0540     +2.0540  |paral   |2020yCat.1350....0G
1417|HD 93364                                                                                                 |Star                              |10 46 51.8944542936 +03 05 55.892116572|246.4142102723996 +51.7444000195833| -27.268 18.514   |8.24     |K3/4III         |    ~     ~    |    1|  703.482   pc  | -11.0360    +11.0360  |paral   |2020yCat.1350....0G
1418|HD 93473                                                                                                 |Star                              |10 47 36.2558420904 +02 48 32.569143444|246.9608840388532 +51.6865397107391| 30.564 -39.143   |9.01     |F5V             |    ~     ~    |    1|  136.106   pc  |  -0.3686     +0.3686  |paral   |2020yCat.1350....0G
1419|HD 93511                                                                                                 |Star                              |10 47 46.8652982040 +02 41 15.735982020|247.1532374522357 +51.6371722813997| -11.547 -3.297   |9.81     |A0IV            |    ~     ~    |    1|  424.845   pc  |  -3.9889     +3.9889  |paral   |2020yCat.1350....0G
1420|BD+03 2425                                                                                               |High Proper Motion Star           |10 50 43.5745469304 +03 02 48.913146204|247.5342528465441 +52.4212956334316| -64.840 31.828   |10.33    |F8              |    ~     ~    |    1|  199.844   pc  |  -0.6350     +0.6350  |paral   |2020yCat.1350....0G
1421|NGC 3434                           NGC 3434                                                              |Radio Galaxy                      |10 51 58.0252630488 +03 47 31.462918764|246.9734254003678 +53.1534917534167|   -0.429 0.498   |     ~   |~               |0.850 0.510    |    0|                |                       |        |                   
1422|NGC 3385                           NGC 3385                                                              |Galaxy                            |10 48 11.6264553000 +04 55 39.870745212|244.5141670004305 +53.1988851387785|            ~ ~   |     ~   |~               |0.840 0.454    |    0|                |                       |        |                   
1423|TYC 257-127-1                                                                                            |Star                              |10 45 36.1917206880 +02 44 29.810556420|246.5018008897902 +51.2712317765876| -28.236 -1.334   |10.30    |~               |    ~     ~    |    1|  225.317   pc  |  -1.1981     +1.1981  |paral   |2020yCat.1350....0G
1424|TYC 257-141-1                                                                                            |Star                              |10 49 18.1140396120 +02 46 16.787131428|247.4700086412121 +51.9731108936015|-23.113 -11.160   |10.56    |~               |    ~     ~    |    1|  462.150   pc  |  -3.4387     +3.4387  |paral   |2020yCat.1350....0G
1425|TYC 257-257-1                                                                                            |Star                              |10 45 07.8803676480 +04 48 30.928752216|243.8489222320482 +52.5394244187770|  17.494 -7.513   |10.62    |~               |    ~     ~    |    1|  801.796   pc  | -18.5791    +18.5791  |paral   |2020yCat.1350....0G
1426|TYC 257-329-1                                                                                            |Double or Multiple Star           |10 45 10.272576 +04 45 49.98708        |243.915704710 +52.518290046        |        0.8 3.4   |10.490   |~               |    ~     ~    |    0|                |                       |        |                   
1427|TYC 257-345-1                                                                                            |Star                              |10 46 41.6696549256 +04 14 43.571826924|244.9682830270272 +52.4709594145058| 10.395 -23.173   |10.54    |~               |    ~     ~    |    1|  296.903   pc  |  -1.5162     +1.5162  |paral   |2020yCat.1350....0G
1428|TYC 257-388-1                                                                                            |Star                              |10 48 26.2398609984 +03 24 49.317424488|246.4605358778911 +52.2467386615059|  -29.971 3.577   |10.61    |~               |    ~     ~    |    1|  458.316   pc  |  -4.1801     +4.1801  |paral   |2020yCat.1350....0G
1429|TYC 257-455-1                                                                                            |Star                              |10 47 08.3708981352 +04 39 20.984169996|244.5744909599448 +52.8225861893913| 17.033 -19.495   |10.47    |~               |    ~     ~    |    1|  817.327   pc  | -11.9576    +11.9576  |paral   |2020yCat.1350....0G
1430|TYC 257-476-1                                                                                            |Star                              |10 49 59.6485973736 +04 50 24.532308672|245.1149495795516 +53.4819433437253|-10.507 -12.019   |10.08    |~               |    ~     ~    |    1|  383.686   pc  |  -4.0926     +4.0926  |paral   |2020yCat.1350....0G
1431|TYC 257-614-1                                                                                            |Star                              |10 46 12.1686156792 +03 30 32.122417428|245.7411504673194 +51.8939488252866| -2.647 -14.810   |10.57    |~               |    ~     ~    |    1|  930.925   pc  | -16.8991    +16.8991  |paral   |2020yCat.1350....0G
1432|TYC 257-720-1                                                                                            |Star                              |10 46 20.9865154152 +04 21 12.361872924|244.7418751637032 +52.4763629436105|-18.771 -33.849   |10.47    |~               |    ~     ~    |    1|  260.743   pc  |  -1.4821     +1.4821  |paral   |2020yCat.1350....0G
1433|TYC 260-44-1                                                                                             |High Proper Motion Star           |10 47 04.8435168024 +05 00 41.711064480|244.1088540280783 +53.0416853639328| 60.794 -44.568   |10.59    |~               |    ~     ~    |    1|  144.150   pc  |  -0.3969     +0.3969  |paral   |2020yCat.1350....0G
1434|TYC 260-152-1                                                                                            |High Proper Motion Star           |10 48 29.9130721392 +05 18 06.036394068|244.1185321770381 +53.4985694903721| 55.141 -47.430   |10.95    |~               |    ~     ~    |    1|  162.203   pc  |  -0.7130     +0.7130  |paral   |2020yCat.1350....0G
1435|TYC 260-186-1                                                                                            |Star                              |10 46 19.7124773736 +05 17 31.474741884|243.5509386270234 +53.0781270675310|  -20.973 7.328   |10.66    |~               |    ~     ~    |    1|  294.403   pc  |  -2.2448     +2.2448  |paral   |2020yCat.1350....0G
1436|TYC 260-216-1                                                                                            |Star                              |10 48 54.4330433880 +05 15 40.726714248|244.2808263636240 +53.5502442512590|   -6.625 9.298   |10.09    |~               |    ~     ~    |    1|  171.984   pc  |  -0.6241     +0.6241  |paral   |2020yCat.1350....0G
1437|TYC 260-256-1                                                                                            |Star                              |10 47 51.8103963096 +05 12 30.718979064|244.0671651763594 +53.3176501616331| -2.292 -20.053   |10.76    |~               |    ~     ~    |    1|  242.465   pc  |  -1.6873     +1.6873  |paral   |2020yCat.1350....0G
1438|TYC 260-268-1                                                                                            |Star                              |10 47 49.8451337568 +05 14 33.560615436|244.0146595666835 +53.3333794100475|  -5.501 36.891   |10.45    |~               |    ~     ~    |    1|   95.136   pc  |  -0.1674     +0.1674  |paral   |2020yCat.1350....0G
1439|* 36 Sex                                                                                                 |High Proper Motion Star           |10 45 09.4571159 +02 29 16.705699      |246.6826059048 +51.0185456735      |  -47.53 -22.30   |6.271    |K2III           |    ~     ~    |    0|                |                       |        |                   
1440|HD 93460                                                                                                 |Star                              |10 47 29.2838360952 +02 30 55.885767876|247.2774143690821 +51.4667621337341|  8.535 -34.394   |7.49     |K4III           |    ~     ~    |    1|  449.176   pc  |  -4.2975     +4.2975  |paral   |2020yCat.1350....0G
1441|HD 93543                                                                                                 |Star                              |10 47 58.7039041512 +02 39 11.229698088|247.2480026541560 +51.6500497491364| 15.129 -25.297   |8.95     |G8V             |    ~     ~    |    1|  145.787   pc  |  -0.5356     +0.5356  |paral   |2020yCat.1350....0G
1442|HD 93570                                                                                                 |Star                              |10 48 11.0268999960 +02 33 34.074711936|247.4149590729680 +51.6242621759060|   3.803 -7.682   |8.45     |F0V             |    ~     ~    |    1|  165.826   pc  |  -0.7920     +0.7920  |paral   |2020yCat.1350....0G
1443|HD 93602                                                                                                 |Star                              |10 48 21.5442403104 +02 28 56.143789644|247.5540857551741 +51.6039272149871| 34.875 -28.030   |8.83     |F5V             |    ~     ~    |    1|   95.916   pc  |  -0.3560     +0.3560  |paral   |2020yCat.1350....0G
1444|BD+03 2421                                                                                               |Star                              |10 49 25.2957404136 +02 27 50.892397560|247.8673230736113 +51.7857491334396| -20.129 -5.380   |9.95     |B8              |    ~     ~    |    1| 1092.180   pc  | -33.2807    +33.2807  |paral   |2020yCat.1350....0G
1445|HD 93862                                                                                                 |Star                              |10 50 07.3160135376 +02 28 16.933590300|248.0524853281556 +51.9182963286870|  -26.854 8.950   |8.37     |G8III           |    ~     ~    |    1|  438.808   pc  |  -4.4672     +4.4672  |paral   |2020yCat.1350....0G
1446|BD+03 2424                                                                                               |Star                              |10 50 41.1469291008 +02 35 05.208020736|248.0749607113563 +52.0985794241162|   -4.591 0.205   |9.65     |F8              |    ~     ~    |    1|  182.428   pc  |  -0.6223     +0.6223  |paral   |2020yCat.1350....0G
1447|BD+03 2427                                                                                               |High Proper Motion Star           |10 51 52.7617990800 +02 26 41.188252056|248.5747583043415 +52.2188217844400|-63.335 -14.060   |10.02    |G0              |    ~     ~    |    1|  163.257   pc  |  -0.5037     +0.5037  |paral   |2020yCat.1350....0G
1448|HD 93569                                                                                                 |Star                              |10 48 08.9651650848 +02 17 37.875053616|247.7185081396170 +51.4372754806004|     -31.0 35.0   |9.07     |K(1)(III)       |    ~     ~    |    0|                |                       |        |                   
1449|HD 93614                                                                                                 |High Proper Motion Star           |10 48 31.2772683912 +02 23 16.128411396|247.7098153956693 +51.5692888363205|-58.180 -23.770   |8.85     |A9/F0V          |    ~     ~    |    1|  256.904   pc  |  -7.9662     +7.9662  |paral   |2020yCat.1350....0G
1450|BD+02 2356                                                                                               |Star                              |10 46 02.1279167400 +02 05 16.467229464|247.3862369375776 +50.9101040716255| -4.344 -10.498   |10.09    |F2              |    ~     ~    |    1|  305.988   pc  |  -1.6011     +1.6011  |paral   |2020yCat.1350....0G
1451|HD 93292                                                                                                 |Star                              |10 46 18.3438607752 +02 08 13.975639152|247.4015205355387 +50.9931557612798|-13.684 -31.266   |9.15     |K0III           |    ~     ~    |    1|  195.576   pc  |  -1.1972     +1.1972  |paral   |2020yCat.1350....0G
1452|BD+02 2360                                                                                               |Star                              |10 49 11.6246689224 +02 10 14.182399200|248.1494712701064 +51.5433184413311|  3.291 -16.096   |9.59     |F5              |    ~     ~    |    1|  213.835   pc  |  -0.9877     +0.9877  |paral   |2020yCat.1350....0G
1453|BD+02 2363                                                                                               |High Proper Motion Star           |10 51 19.3656174960 +02 00 38.016769680|248.9280511290073 +51.8180652632991| -76.908 20.425   |9.31     |F5              |    ~     ~    |    1|  183.490   pc  |  -0.5791     +0.5791  |paral   |2020yCat.1350....0G
1454|BD+02 2358                                                                                               |Star                              |10 48 32.4527690712 +01 19 38.131821696|248.9439772199093 +50.8433527119223|-20.957 -15.100   |9.56     |F2              |    ~     ~    |    1|  291.988   pc  |  -1.8586     +1.8586  |paral   |2020yCat.1350....0G
1455|HD 93665                                                                                                 |Double or Multiple Star           |10 48 48.8912 +01 24 12.041            |248.9324250 +50.9454539            |        0.1 5.9   |9.30     |F2IV            |    ~     ~    |    0|                |                       |        |                   
1456|BD+02 2361                                                                                               |Star                              |10 51 02.8028646000 +01 28 52.331189916|249.4627004687710 +51.4000503531742| -35.190 -8.106   |10.26    |K0              |    ~     ~    |    1|   80.491   pc  |  -0.1069     +0.1069  |paral   |2020yCat.1350....0G
1457|BD+02 2362                                                                                               |Star                              |10 51 12.8466635664 +01 23 25.376476560|249.6135866885619 +51.3664229312290|  10.848 37.625   |9.64     |F5              |    ~     ~    |    1|  176.513   pc  |  -0.5546     +0.5546  |paral   |2020yCat.1350....0G
1458|BD+02 2364                                                                                               |High Proper Motion Star           |10 51 43.1279988504 +01 30 12.039760620|249.6259060990620 +51.5355700734848|-73.331 -20.468   |9.39     |F8              |    ~     ~    |    1|  114.394   pc  |  -0.2316     +0.2316  |paral   |2020yCat.1350....0G
1459|BD+02 2365                                                                                               |Star                              |10 52 11.9112706920 +01 22 51.595151772|249.9012885589868 +51.5351643573653| 34.292 -34.168   |9.43     |F5              |    ~     ~    |    1|  115.667   pc  |  -0.2381     +0.2381  |paral   |2020yCat.1350....0G
1460|BD+01 2475                                                                                               |Star                              |10 45 01.1248424712 +00 45 21.257922240|248.6346756980065 +49.8125579017564|  17.104 -7.724   |9.59     |K0              |    ~     ~    |    1|  610.762   pc  |  -7.3487     +7.3487  |paral   |2020yCat.1350....0G
1461|HD 93119                                                                                                 |Star                              |10 45 16.2814253976 +00 31 37.687677096|248.9577957040820 +49.6996549156332|  -26.748 2.875   |9.19     |G8IV            |    ~     ~    |    1|  160.870   pc  |  -0.5564     +0.5564  |paral   |2020yCat.1350....0G
1462|HD 93153                                                                                                 |Star                              |10 45 29.2783907232 +01 00 38.787485580|248.4739405189565 +50.0733565183408| -8.378 -10.489   |7.99     |G6V             |    ~     ~    |    1|   49.184   pc  |  -0.0738     +0.0738  |paral   |2020yCat.1350....0G
1463|BD+01 2478                                                                                               |Double or Multiple Star           |10 46 37.029 +00 50 47.36              |248.963489 +50.163502              |        5.7 1.7   |10.79    |G0              |    ~     ~    |    0|                |                       |        |                   
1464|BD+01 2480                                                                                               |Star                              |10 46 52.8130718208 +00 58 03.891419364|248.8983141374105 +50.2949916845393|  -47.851 0.147   |10.12    |F5              |    ~     ~    |    1|  161.007   pc  |  -0.4718     +0.4718  |paral   |2020yCat.1350....0G
1465|BD+01 2483                                                                                               |Star                              |10 47 33.1469825496 +00 52 51.468324240|249.1789612175865 +50.3555282012021|  -30.436 7.149   |9.07     |K0              |    ~     ~    |    1|  777.726   pc  | -13.2464    +13.2464  |paral   |2020yCat.1350....0G
1466|HD 93799                                                                                                 |High Proper Motion Star           |10 49 44.0435632224 +00 56 40.979412924|249.7070998117872 +50.7902123456477|-56.940 -18.391   |8.03     |K3III           |    ~     ~    |    1|  269.804   pc  |  -1.7616     +1.7616  |paral   |2020yCat.1350....0G
1467|HD 93863                                                                                                 |Star                              |10 50 07.0548671016 +00 59 48.447323160|249.7548091544176 +50.8950673787833|  -26.041 2.491   |8.57     |K0III           |    ~     ~    |    1|  388.138   pc  |  -5.6193     +5.6193  |paral   |2020yCat.1350....0G
1468|BD+01 2488                                                                                               |Star                              |10 50 13.8885983496 +00 21 15.633647316|250.5052942972173 +50.4621687246651|  4.602 -10.591   |9.59     |K5              |    ~     ~    |    1| 1132.375   pc  | -25.3890    +25.3890  |paral   |2020yCat.1350....0G
1469|BD+01 2489                                                                                               |Star                              |10 50 50.6809920480 +00 31 41.797793100|250.4831380289921 +50.6935887454230|    -43.0 -22.0   |10.41    |G0              |    ~     ~    |    0|                |                       |        |                   
1470|HD 94013                                                                                                 |Star                              |10 51 09.2535961344 +00 47 09.805094052|250.2815307815386 +50.9306762440262|   7.403 -7.681   |8.18     |A2/3IV          |    ~     ~    |    1|  203.600   pc  |  -2.0561     +2.0561  |paral   |2020yCat.1350....0G
1471|BD+01 2491                                                                                               |Star                              |10 51 11.8246897656 +00 40 29.754477696|250.4180875349200 +50.8596492130921|  -26.381 4.370   |9.52     |G0              |    ~     ~    |    1|  296.595   pc  |  -2.6303     +2.6303  |paral   |2020yCat.1350....0G
1472|BD+01 2492                                                                                               |Star                              |10 51 46.0541462472 +01 05 45.595701996|250.1042113664626 +51.2580410155994|  -3.362 -7.408   |8.83     |K5              |    ~     ~    |    1|  536.481   pc  |  -8.2026     +8.2026  |paral   |2020yCat.1350....0G
1473|BD+01 2493                                                                                               |Star                              |10 51 55.5262649448 +00 14 37.993844004|251.1019860710647 +50.6810874676754|   5.919 24.136   |10.34    |F8              |    ~     ~    |    1|  261.294   pc  |  -2.6218     +2.6218  |paral   |2020yCat.1350....0G
1474|HD 94180                                                                                                 |Star                              |10 52 13.6926747480 +01 01 29.901454320|250.3145491029867 +51.2894561962923|   2.248 -4.141   |6.370    |A2IV/V          |    ~     ~    |    1|  192.857   pc  |  -2.3692     +2.3692  |paral   |2020yCat.1350....0G
1475|HD 93258                                                                                                 |Star                              |10 46 06.5330397984 +00 05 51.682814880|249.6582948287736 +49.5501465910357| -28.133 -4.828   |9.12     |A1V             |    ~     ~    |    1|  366.569   pc  |  -3.2249     +3.2249  |paral   |2020yCat.1350....0G
1476|NGC 3365                           NGC 3365                                                              |Galaxy towards a Group of Galaxies|10 46 12.649 +01 48 47.95              |247.751987 +50.755326              |            ~ ~   |     ~   |~               | 4.27  0.71    |    1|   17.78    Mpc |  -1.12       +1.12    |T-F     |2020ApJ...902..145K
1477|TYC 254-835-1                                                                                            |Star                              |10 46 20.4334306200 +00 05 04.825308876|249.7352211093190 +49.5823137727268|  -0.623 -1.510   |9.84     |~               |    ~     ~    |    1| 1790.831   pc  | -59.3309    +59.3309  |paral   |2020yCat.1350....0G
1478|GEN# +7.85530001                                                                                         |Star                              |10 52 00.0 +00 14 00                   |251.1347 +50.6866                  |            ~ ~   |10.35    |~               |    ~     ~    |    0|                |                       |        |                   
1479|TYC 254-11-1                                                                                             |Star                              |10 49 10.7292822360 +01 10 59.690040744|249.2835249089895 +50.8577589555279|  -13.048 6.458   |10.42    |~               |    ~     ~    |    1| 1323.452   pc  | -33.4541    +33.4541  |paral   |2020yCat.1350....0G
1480|TYC 254-373-1                                                                                            |Star                              |10 47 44.9349853968 +00 57 26.561423376|249.1465148561584 +50.4439775545169| 22.801 -17.494   |10.40    |~               |    ~     ~    |    1|  363.636   pc  |  -5.3289     +5.3289  |paral   |2020yCat.1350....0G
1481|TYC 254-477-1                                                                                            |Star                              |10 49 26.2904445624 +01 54 28.712583864|248.5229809037063 +51.4070020377284|   -5.947 2.384   |10.49    |~               |    ~     ~    |    1| 1317.349   pc  | -72.3666    +72.3666  |paral   |2020yCat.1350....0G
1482|TYC 254-557-1                                                                                            |Star                              |10 49 16.0271952192 +01 23 19.722144372|249.0737088208600 +51.0166982975108|   -1.701 3.402   |10.43    |~               |    ~     ~    |    1|  864.753   pc  | -14.5073    +14.5073  |paral   |2020yCat.1350....0G
1483|TYC 254-956-1                                                                                            |Star                              |10 45 21.1693854624 +02 07 23.194316676|247.1621284678660 +50.8085506867490| -16.782 -8.445   |10.16    |~               |    ~     ~    |    1|  464.382   pc  |  -5.4560     +5.4560  |paral   |2020yCat.1350....0G
1484|TYC 254-1013-1                                                                                           |Star                              |10 48 17.8633435752 +02 26 04.436735712|247.5935632915544 +51.5602469294683| -19.943 -2.138   |10.39    |~               |    ~     ~    |    1|  311.497   pc  |  -2.2511     +2.2511  |paral   |2020yCat.1350....0G
1485|TYC 254-1096-1                                                                                           |Star                              |10 45 50.7521449944 +02 22 35.974471872|246.9976191147144 +51.0706794934454| 16.833 -14.315   |10.83    |~               |    ~     ~    |    1|  373.246   pc  |  -2.6748     +2.6748  |paral   |2020yCat.1350....0G
1486|TYC 254-1186-1                                                                                           |Star                              |10 49 57.5630994216 +02 19 13.695909528|248.1852682848502 +51.7852854720942|-20.729 -10.963   |9.35     |~               |    ~     ~    |    1|  530.504   pc  | -16.0418    +16.0418  |paral   |2020yCat.1350....0G
1487|TYC 254-1187-1                                                                                           |High Proper Motion Star           |10 45 38.5950313080 +00 23 47.499727488|249.2028075012962 +49.6756542345159| -69.262 77.198   |10.58    |~               |    ~     ~    |    1|   70.691   pc  |  -0.3228     +0.3228  |paral   |2020yCat.1350....0G
1488|GSC 00255-00145                                                                                          |Long-Period Variable Candidate    |10 52 20.8568349000 +01 04 22.284240060|250.2941050530295 +51.3444141795471|  -10.197 0.869   |10.68    |~               |    ~     ~    |    1| 1638.81    pc  | -88.3591    +88.3591  |paral   |2020yCat.1350....0G
1489|BD+01 2494                                                                                               |High Proper Motion Star           |10 52 07.7793551088 +00 29 36.081504852|250.8830731262949 +50.8948351779254|-23.709 -43.888   |10.64    |G7IV-V          |    ~     ~    |    1|  214.947   pc  |  -0.7762     +0.7762  |paral   |2020yCat.1350....0G
