C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST08:17:23

dec< 0&rah >=19.5&rah< 19.75&(cat='NGC'|Vmag< 11)
-------------------------------------------------

Number of objects : 5506

 #  |                                               identifier                                                |               typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |  spec. type   |      ang. size      |#Dist| distance Q unit|   err-        err+      | method |     reference     
----|---------------------------------------------------------------------------------------------------------|----------------------------------|---------------------------------------|-----------------------------------|------------------|---------|---------------|---------------------|-----|----------------|-------------------------|--------|-------------------
2950|TYC 5145-1761-1                                                                                          |Star                              |19 38 05.3720032872 -01 00 46.285903332|037.3951317450253 -10.8329521756283|   1.346 -2.635   |10.70    |~              |    ~     ~          |    1|  715.768   pc  |  -7.8898     +7.8898    |paral   |2020yCat.1350....0G
2951|TYC 5145-1940-1                                                                                          |Star                              |19 38 10.0487494296 -00 55 53.586806844|037.4777318334280 -10.8127543408827| -1.657 -13.015   |10.32    |~              |    ~     ~          |    1|  539.898   pc  |  -6.9083     +6.9083    |paral   |2020yCat.1350....0G
2952|TYC 5145-2175-1                                                                                          |Star                              |19 38 09.2946544008 -00 56 24.716956524|037.4684452845227 -10.8139545683163|    5.333 1.425   |10.3     |~              |    ~     ~          |    1| 1191.469   pc  | -20.1583    +20.1583    |paral   |2020yCat.1350....0G
2953|TYC 5145-2201-1                                                                                          |Star                              |19 39 17.3813250408 -01 52 03.309006936|036.7621623947768 -11.4924190550289|  -0.261 -1.693   |10.68    |~              |    ~     ~          |    1|  576.967   pc  | -26.0321    +26.0321    |paral   |2020yCat.1350....0G
2954|TYC 5148-214-1                                                                                           |Star                              |19 31 09.2393901720 -02 16 47.171823456|035.4427538335381 -09.8736477997531| 28.993 -29.304   |10.77    |~              |    ~     ~          |    1|  207.508   pc  |  -3.4361     +3.4361    |paral   |2020yCat.1350....0G
2955|TYC 5148-330-1                                                                                           |Star                              |19 36 16.0712225952 -01 53 28.614034068|036.3877874792102 -10.8322953505344|  0.333 -16.630   |10.54    |~              |    ~     ~          |    1|  372.787   pc  |  -2.4737     +2.4737    |paral   |2020yCat.1350....0G
2956|TYC 5148-620-1                                                                                           |Star                              |19 35 10.1411391552 -01 52 35.544631980|036.2731201784392 -10.5814848992763|  -3.395 -3.814   |10.22    |~              |    ~     ~          |    1|  736.160   pc  |  -8.8877     +8.8877    |paral   |2020yCat.1350....0G
2957|TYC 5148-641-1                                                                                           |High Proper Motion Star           |19 37 28.1348260128 -02 11 50.322574896|036.2505953208415 -11.2391941741909|-47.347 -20.935   |10.81    |~              |    ~     ~          |    1|  145.896   pc  |  -0.3363     +0.3363    |paral   |2020yCat.1350....0G
2958|TYC 5148-653-1                                                                                           |Star                              |19 36 48.0201771312 -02 11 02.574724920|036.1847186169938 -11.0846133719183|  -7.321 -2.978   |10.58    |~              |    ~     ~          |    1|  630.001   pc  |  -6.3504     +6.3504    |paral   |2020yCat.1350....0G
2959|TYC 5148-756-1                                                                                           |Star                              |19 36 13.5496386624 -02 29 20.057103672|035.8415683764841 -11.0963065518572|  -0.001 -6.251   |10.76    |~              |    ~     ~          |    1|  863.185   pc  | -10.3567    +10.3567    |paral   |2020yCat.1350....0G
2960|TYC 5149-440-1                                                                                           |Star                              |19 37 57.4550104800 -02 01 19.151348736|036.4665142705369 -11.2674443130747|   10.340 1.194   |10.34    |~              |    ~     ~          |    1|  210.553   pc  |  -0.7005     +0.7005    |paral   |2020yCat.1350....0G
2961|TYC 5149-1080-1                                                                                          |Star                              |19 37 48.4049740968 -01 59 02.692899528|036.4832579042269 -11.2165788327017|  6.875 -32.927   |10.70    |~              |    ~     ~          |    1|  159.180   pc  |  -3.1419     +3.1419    |paral   |2020yCat.1350....0G
2962|TYC 5149-2306-1                                                                                          |Star                              |19 40 42.1183789920 -02 23 48.920966844|036.4467799298561 -12.0486176152385|   1.375 -5.520   |10.89    |~              |    ~     ~          |    1|  637.227   pc  |  -6.9436     +6.9436    |paral   |2020yCat.1350....0G
2963|BD-00 3817                                                                                               |Star                              |19 41 32.7917689656 -00 26 40.532252604|038.3156599780063 -11.3366200752327|  -7.522 -2.036   |9.35     |K5             |    ~     ~          |    1|  774.293   pc  | -10.4318    +10.4318    |paral   |2020yCat.1350....0G
2964|HD 186037                                                                                                |Star                              |19 42 07.7336775864 -00 27 30.908277252|038.3718638532571 -11.4721042099420|-11.187 -11.168   |9.15     |B8/9V          |    ~     ~          |    1|  628.694   pc  |  -7.2332     +7.2332    |paral   |2020yCat.1350....0G
2965|HD 186036                                                                                                |Star                              |19 42 10.1348482128 -00 01 58.490245776|038.7611755833061 -11.2833409887621|  -9.301 -5.472   |9.53     |F2V            |    ~     ~          |    1|  225.505   pc  |  -1.3018     +1.3018    |paral   |2020yCat.1350....0G
2966|BD-00 3821                                                                                               |Star                              |19 42 25.7621225712 -00 23 12.585831576|038.4722874395332 -11.5053701264632|  -1.133 -1.650   |9.90     |K0             |    ~     ~          |    1|  594.601   pc  | -10.1469    +10.1469    |paral   |2020yCat.1350....0G
2967|HD 186125                                                                                                |Star                              |19 42 41.8686891768 -00 34 36.665279076|038.3322047680319 -11.6529484680697|   0.576 -2.543   |9.91     |A0             |    ~     ~          |    1|  575.308   pc  |  -8.5724     +8.5724    |paral   |2020yCat.1350....0G
2968|BD-00 3823                                                                                               |Star                              |19 42 40.8760176960 -00 29 07.336082040|038.4129989133756 -11.6068687794178|-12.366 -15.333   |9.62     |K              |    ~     ~          |    1|  383.494   pc  |  -8.3976     +8.3976    |paral   |2020yCat.1350....0G
2969|BD-00 3824                                                                                               |High Proper Motion Star           |19 42 45.7204252968 -00 35 16.106250120|038.3298877746763 -11.6722466966555|-47.654 -37.840   |9.57     |K0             |    ~     ~          |    1|  195.152   pc  |  -0.4989     +0.4989    |paral   |2020yCat.1350....0G
2970|BD-00 3827                                                                                               |Star                              |19 43 26.6781375528 -00 30 42.688670472|038.4794367207710 -11.7882164760674|   20.464 1.179   |9.85     |K2             |    ~     ~          |    1|  564.812   pc  | -13.8133    +13.8133    |paral   |2020yCat.1350....0G
2971|HD 186314                                                                                                |Star                              |19 43 36.8693574120 -00 43 18.056113320|038.3095985670238 -11.9231300950990|    2.127 2.860   |10.27    |B8II           |    ~     ~          |    1|  719.528   pc  | -20.3982    +20.3982    |paral   |2020yCat.1350....0G
2972|HD 185902                                                                                                |Star                              |19 41 34.4470508448 -02 23 57.529760964|036.5466230240520 -12.2433864918633|  4.003 -19.812   |9.31     |K(3)           |    ~     ~          |    1|  373.246   pc  |  -2.3265     +2.3265    |paral   |2020yCat.1350....0G
2973|HD 186315                                                                                                |Star                              |19 43 46.1394237936 -01 57 32.690221056|037.2046860202072 -12.5285852573149|  23.251 -1.359   |8.35     |G8III          |    ~     ~          |    1|  271.813   pc  |  -3.0735     +3.0735    |paral   |2020yCat.1350....0G
2974|TYC 5145-241-1                                                                                           |Star                              |19 41 26.6738223576 -01 20 34.243492272|037.4906943283653 -11.7292360307839|    4.673 1.828   |10.21    |~              |    ~     ~          |    1|  530.279   pc  |  -4.7803     +4.7803    |paral   |2020yCat.1350....0G
2975|TYC 5145-61-1                                                                                            |Star                              |19 41 43.1085566496 -01 03 28.926414720|037.7809887988562 -11.6585599806898| 27.026 -17.017   |10.09    |~              |    ~     ~          |    1|  147.680   pc  |  -0.3773     +0.3773    |paral   |2020yCat.1350....0G
2976|TYC 5145-693-1                                                                                           |Star                              |19 42 12.9968194080 -00 54 37.060284168|037.9735368895895 -11.7007042845172|  -4.084 -8.312   |10.6     |~              |    ~     ~          |    1| 1473.839   pc  | -42.1407    +42.1407    |paral   |2020yCat.1350....0G
2977|BD-02 5091                                                                                               |Star                              |19 42 37.7431244688 -02 00 35.536168584|037.0244759234763 -12.2989689778237| -22.481 -8.308   |10.63    |~              |    ~     ~          |    1|  673.809   pc  |  -9.8522     +9.8522    |paral   |2020yCat.1350....0G
2978|TYC 5145-1711-1                                                                                          |Star                              |19 43 03.0164872920 -01 50 02.623032924|037.2337975847582 -12.3116278395468|    4.755 9.299   |10.78    |~              |    ~     ~          |    1| 1123.848   pc  | -21.8505    +21.8505    |paral   |2020yCat.1350....0G
2979|BD-01 3811                                                                                               |Star                              |19 43 17.7076832952 -01 34 28.711949772|037.4983095527143 -12.2465096884218| -0.309 -10.013   |10.57    |~              |    ~     ~          |    1|  562.905   pc  |  -7.1611     +7.1611    |paral   |2020yCat.1350....0G
2980|HD 185878                                                                                                |Star                              |19 41 19.7049815400 -02 31 16.282045488|036.4069981503446 -12.2446062727993|   4.115 -4.521   |10.03    |A9/F0V         |    ~     ~          |    1|  438.962   pc  |  -3.7381     +3.7381    |paral   |2020yCat.1350....0G
2981|HD 186297                                                                                                |Star                              |19 43 36.9220942560 -02 26 45.776064768|036.7432793965191 -12.7180132708741|    4.600 1.570   |8.88     |G8II           |    ~     ~          |    1|  418.655   pc  |  -2.8745     +2.8745    |paral   |2020yCat.1350....0G
2982|HD 186508                                                                                                |Spectroscopic Binary              |19 44 56.3985151536 -01 43 49.519042032|037.5507008738501 -12.6830927628170| -0.088 -32.063   |9.71     |G2V            |    ~     ~          |    1|  159.903   pc  |  -0.5753     +0.5753    |paral   |2020yCat.1350....0G
2983|HD 186383                                                                                                |Star                              |19 44 04.9639290504 -02 00 22.141145556|037.1987831403308 -12.6198383034102|   0.182 -4.042   |8.43     |B9II/III       |    ~     ~          |    1|  672.495   pc  | -39.6171    +39.6171    |paral   |2020yCat.1350....0G
2984|TYC 5145-1728-1                                                                                          |Star                              |19 43 50.9838946944 -01 16 53.366360484|037.8298836904034 -12.2342474922301|   2.296 -5.861   |10.74    |~              |    ~     ~          |    1| 1156.872   pc  | -21.9490    +21.9490    |paral   |2020yCat.1350....0G
2985|BD-02 5098                                                                                               |Star                              |19 44 22.3256826480 -02 10 40.756553796|037.0763868007004 -12.7630046373329|  -3.462 -9.192   |10.55    |~              |    ~     ~          |    1| 1147.974   pc  | -23.1941    +23.1941    |paral   |2020yCat.1350....0G
2986|BD-02 5084                                                                                               |Star                              |19 41 33.6943765200 -02 23 08.411074908|036.5575662596099 -12.2343528670206|   0.876 -7.223   |10.43    |~              |    ~     ~          |    1|  564.621   pc  |  -4.7182     +4.7182    |paral   |2020yCat.1350....0G
2987|TYC 5145-69-1                                                                                            |Star                              |19 41 49.7402049552 -00 46 12.997144956|038.0545165438189 -11.5500338456775|   0.570 -2.442   |10.5     |~              |    ~     ~          |    1|  582.513   pc  | -10.4850    +10.4850    |paral   |2020yCat.1350....0G
2988|TYC 5145-468-1                                                                                           |Star                              |19 42 11.9177199289 -00 24 11.468495217|038.4301951096748 -11.4618570014209|   1.535 -2.491   |10.8     |~              |    ~     ~          |    1|  497.5619  pc  | -13.5915    +13.5915    |paral   |2018yCat.1345....0G
2989|TYC 5145-555-1                                                                                           |Star                              |19 41 15.7300368504 -01 27 59.922281088|037.3570201080403 -11.7458208504345| -27.095 -8.462   |10.26    |~              |    ~     ~          |    1|  194.073   pc  |  -0.4859     +0.4859    |paral   |2020yCat.1350....0G
2990|TYC 5145-706-1                                                                                           |Star                              |19 43 00.3750994272 -00 10 18.212449188|038.7350559373525 -11.5332087003970|   3.452 -1.151   |10.7     |~              |    ~     ~          |    1|  422.244   pc  |  -2.6030     +2.6030    |paral   |2020yCat.1350....0G
2991|TYC 5145-1000-1                                                                                          |Star                              |19 44 08.7159151008 -00 33 21.911379660|038.5224513317414 -11.9638915171454| -1.262 -10.233   |10.4     |~              |    ~     ~          |    1|  729.341   pc  | -15.9050    +15.9050    |paral   |2020yCat.1350....0G
2992|TYC 5145-1052-1                                                                                          |Star                              |19 43 36.1163706216 -00 26 47.634541656|038.5571623320637 -11.7927486538133| 14.606 -11.524   |10.46    |~              |    ~     ~          |    1|  335.076   pc  |  -2.3466     +2.3466    |paral   |2020yCat.1350....0G
2993|TYC 5145-1142-1                                                                                          |Star                              |19 41 45.7505446704 -00 36 42.096960684|038.1901156738368 -11.4618892797756|   1.371 -4.726   |10.39    |~              |    ~     ~          |    1|  581.767   pc  |  -7.0060     +7.0060    |paral   |2020yCat.1350....0G
2994|GSC 05145-01374                                                                                          |Double or Multiple Star           |19 41 45.701592 -00 00 48.60324        |038.730455380 -11.184178212        |     26.1 -68.3   |10.75    |~              |    ~     ~          |    0|                |                         |        |                   
2995|GSC 05145-01420                                                                                          |Double or Multiple Star           |19 41 20.5159267464 -00 38 56.531425200|038.1066842939817 -11.3859896939145|  2.832 -11.796   |10.569   |~              |    ~     ~          |    0|                |                         |        |                   
2996|TYC 5145-1529-1                                                                                          |Star                              |19 44 38.4388724640 -01 22 37.045063632|037.8366553940358 -12.4536689921673|    3.611 2.021   |10.73    |~              |    ~     ~          |    1|  573.329   pc  | -23.6340    +23.6340    |paral   |2020yCat.1350....0G
2997|TYC 5145-1618-1                                                                                          |Star                              |19 42 28.3154324304 -00 41 02.906662992|038.2084115637903 -11.6526183889591| -5.544 -12.047   |10.28    |~              |    ~     ~          |    1|  243.879   pc  |  -1.0408     +1.0408    |paral   |2020yCat.1350....0G
2998|TYC 5149-18-1                                                                                            |Star                              |19 44 14.5309410888 -02 24 30.293939664|036.8511631187039 -12.8399099779260|  -6.395 -8.486   |10.40    |~              |    ~     ~          |    1| 1472.537   pc  | -39.8979    +39.8979    |paral   |2020yCat.1350....0G
2999|TYC 5149-162-1                                                                                           |Star                              |19 43 24.0622505040 -02 09 06.070373424|036.9861699858117 -12.5354229593179|  -15.715 5.717   |10.56    |~              |    ~     ~          |    1|  355.859   pc  | -20.2997    +20.2997    |paral   |2020yCat.1350....0G
3000|TYC 5149-465-1                                                                                           |Star                              |19 41 20.6131587144 -02 14 51.251262144|036.6576227242606 -12.1226757104837| -4.685 -10.860   |10.87    |~              |    ~     ~          |    1|  499.850   pc  |  -4.5223     +4.5223    |paral   |2020yCat.1350....0G
3001|TYC 5149-1159-1                                                                                          |Star                              |19 41 51.3342593976 -02 31 43.787400060|036.4617011260610 -12.3651733059605| 26.365 -27.989   |10.97    |~              |    ~     ~          |    1|  105.636   pc  |  -0.1696     +0.1696    |paral   |2020yCat.1350....0G
3002|GSC 05145-01789                                                                                          |Star                              |19 44 53.1139684776 -00 50 26.161820988|038.3523902754595 -12.2597252487516|  27.900 -8.596   |10.15    |~              |    ~     ~          |    1|  261.001   pc  |  -0.9401     +0.9401    |paral   |2020yCat.1350....0G
3003|HD 186365                                                                                                |Double or Multiple Star           |19 43 56.323200 -00 34 17.97420        |038.483861899 -11.925379019        |       4.2 -9.7   |9.443    |A9V            |    ~     ~          |    0|                |                         |        |                   
3004|HD 175422                                                                                                |High Proper Motion Star           |19 43 18.6027446016 -87 23 49.240639248|305.7966357076664 -27.6832786014723| 31.395 -89.989   |9.94     |G3/5(V)        |    ~     ~          |    1|  163.583   pc  |  -0.3051     +0.3051    |paral   |2020yCat.1350....0G
3005|TYC 9531-824-1                                                                                           |Star                              |19 30 01.9870522200 -87 09 02.098225440|306.1011973147466 -27.5702258591192|  6.153 -11.934   |10.52    |~              |    ~     ~          |    1|  863.036   pc  |  -9.6083     +9.6083    |paral   |2020yCat.1350....0G
3006|TYC 9531-585-1                                                                                           |Star                              |19 36 33.4560546624 -87 14 17.262091428|305.9894980713224 -27.6353299680559|  8.218 -13.602   |10.45    |~              |    ~     ~          |    1|  814.067   pc  |  -8.5489     +8.5489    |paral   |2020yCat.1350....0G
3007|TYC 9535-181-1                                                                                           |Star                              |19 39 09.6864321696 -88 57 25.513145928|304.0806270575177 -27.3391800335763|  6.495 -24.146   |10.86    |~              |    ~     ~          |    1|  480.354   pc  |  -3.1381     +3.1381    |paral   |2020yCat.1350....0G
3008|TYC 9531-638-1                                                                                           |Star                              |19 43 19.8980177112 -87 45 02.386057788|305.4057020791856 -27.6115284523958| 11.051 -17.213   |10.49    |~              |    ~     ~          |    1|  774.713   pc  | -16.9251    +16.9251    |paral   |2020yCat.1350....0G
3009|TYC 9531-450-1                                                                                           |Star                              |19 35 04.6153013232 -87 10 45.443833032|306.0583850810172 -27.6274455842646|  8.837 -31.051   |10.35    |~              |    ~     ~          |    1|  554.385   pc  |  -3.6881     +3.6881    |paral   |2020yCat.1350....0G
3010|CPD-84 602                                                                                               |High Proper Motion Star           |19 32 13.6996555224 -83 54 02.933938908|309.7364613445286 -28.0436537064112| 16.198 -99.485   |10.03    |G5             |    ~     ~          |    1|  117.318   pc  |  -0.6651     +0.6651    |ST-L    |2020AJ....160...83S
3011|HD 178506                                                                                                |High Proper Motion Star           |19 30 33.7133615520 -84 23 02.373190152|309.1991382610142 -27.9428790033594| 37.916 -54.151   |8.61     |F5V            |    ~     ~          |    1|   92.879   pc  |  -0.1251     +0.1251    |paral   |2020yCat.1350....0G
3012|HD 179954                                                                                                |High Proper Motion Star           |19 34 58.7485988712 -84 04 33.850221852|309.5289598750674 -28.0923947881285| 58.863 -97.959   |8.47     |F7/8V          |    ~     ~          |    1|   88.905   pc  |  -0.1375     +0.1375    |paral   |2020yCat.1350....0G
3013|HD 180776                                                                                                |Star                              |19 40 27.6004620456 -84 41 11.874454080|308.8217580189601 -28.1329430817590|  10.225 -6.071   |8.41     |A3/5III        |    ~     ~          |    1|  329.056   pc  |  -2.2089     +2.2089    |paral   |2020yCat.1350....0G
3014|HD 177127                                                                                                |Star                              |19 38 31.9117146840 -86 29 24.367081020|306.8165350997323 -27.7908891689584|    1.321 0.762   |8.99     |G5(III)        |    ~     ~          |    1|  284.422   pc  | -10.5893    +10.5893    |paral   |2020yCat.1350....0G
3015|CPD-84 603                                                                                               |Star                              |19 33 48.0898884216 -84 11 08.775081312|309.4103330455336 -28.0478505597497|  2.352 -32.064   |10.24    |~              |    ~     ~          |    1|  187.206   pc  |  -1.7170     +1.7170    |ST-L    |2020AJ....160...83S
3016|TYC 9527-2097-1                                                                                          |Star                              |19 34 38.8780416792 -84 46 42.566850516|308.7420717621394 -27.9870503901762|  -5.327 -1.655   |10.341   |~              |    ~     ~          |    1| 1287.020   pc  | -78.4500    +78.4500    |ST-L    |2020AJ....160...83S
3017|TYC 9527-1640-1                                                                                          |Star                              |19 36 30.8546942520 -85 48 59.147356464|307.5740984188969 -27.8693236138389|  0.230 -12.885   |9.70     |~              |    ~     ~          |    1|  698.910   pc  |  -6.0082     +6.0082    |paral   |2020yCat.1350....0G
3018|TYC 9531-1111-1                                                                                          |Spectroscopic Binary              |19 39 39.6236414448 -86 18 39.646167300|307.0123920211375 -27.8396630903790|   -7.491 4.641   |10.86    |~              |    ~     ~          |    1|  325.055   pc  |  -1.9653     +1.9653    |paral   |2020yCat.1350....0G
3019|TYC 9527-1776-1                                                                                          |Star                              |19 43 13.0782044040 -85 19 12.975736656|308.1025389726885 -28.0816672397260|  3.570 -13.761   |10.591   |~              |    ~     ~          |    1|  948.816   pc  | -43.6900    +43.6900    |ST-L    |2020AJ....160...83S
3020|TYC 9527-2085-1                                                                                          |Star                              |19 44 12.9315045432 -84 34 25.737516516|308.9305692086881 -28.2389994477237|  -0.757 -1.439   |10.289   |~              |    ~     ~          |    1|  660.205   pc  | -16.7300    +16.7300    |ST-L    |2020AJ....160...83S
3021|TYC 9531-754-1                                                                                           |Star                              |19 44 17.5025871336 -86 37 52.593884220|306.6415168342334 -27.8494497116618|  -4.394 -3.660   |9.81     |~              |    ~     ~          |    1| 1080.847   pc  | -14.9534    +14.9534    |paral   |2020yCat.1350....0G
3022|TYC 9523-2518-1                                                                                          |High Proper Motion Star           |19 43 36.4679596008 -83 45 50.206667076|309.8391834425906 -28.3660308115930| -2.565 -55.824   |10.877   |~              |    ~     ~          |    1|  215.497   pc  |  -2.2570     +2.2570    |ST-L    |2020AJ....160...83S
3023|TYC 9527-563-1                                                                                           |Star                              |19 31 44.2575009528 -85 52 37.406259948|307.5208348027562 -27.7747939424135|  -31.571 3.150   |10.53    |~              |    ~     ~          |    1|  144.735   pc  |  -1.0060     +1.0060    |ST-L    |2020AJ....160...83S
3024|TYC 9527-1980-1                                                                                          |High Proper Motion Star           |19 38 45.5464874088 -85 11 18.545059680|308.2676692532338 -28.0136119259143| 17.478 -49.614   |10.73    |~              |    ~     ~          |    1|  290.731   pc  | -40.8100    +40.8100    |ST-L    |2020AJ....160...83S
3025|TYC 9527-2174-1                                                                                          |Star                              |19 39 31.3525563840 -85 05 45.526928064|308.3680493694943 -28.0447132132623| -6.108 -22.051   |10.904   |~              |    ~     ~          |    1| 1851.480   pc  |-163.4000   +163.4000    |ST-L    |2020AJ....160...83S
3026|TYC 9527-2389-1                                                                                          |Star                              |19 32 10.4414883384 -85 13 22.182020076|308.2523638073496 -27.8724476356410| -0.952 -12.513   |10.572   |~              |    ~     ~          |    1|  972.558   pc  | -43.2800    +43.2800    |ST-L    |2020AJ....160...83S
3027|TYC 9531-337-1                                                                                           |Star                              |19 39 04.2490628664 -86 32 12.445161648|306.7629528422995 -27.7908006193190|  -9.484 10.898   |10.62    |~              |    ~     ~          |    1|  333.567   pc  |  -5.6190     +5.6190    |ST-L    |2020AJ....160...83S
3028|HD 182165                                                                                                |High Proper Motion Star           |19 42 08.4305524200 -83 39 15.918248340|309.9695183851471 -28.3446846876646| 34.451 -83.806   |9.33     |G3V            |    ~     ~          |    1|   90.937   pc  |  -0.1530     +0.1530    |paral   |2020yCat.1350....0G
3029|CPD-83 681                                                                                               |Star                              |19 33 24.8711433480 -83 22 24.393951732|310.3251623525917 -28.1410191334300|  5.140 -36.637   |10.091   |~              |    ~     ~          |    1|  129.598   pc  |  -0.7951     +0.7951    |ST-L    |2020AJ....160...83S
3030|IRAS 19234-8346                                                                                          |Star                              |19 35 19.2599550576 -83 39 50.926139424|309.9903607194772 -28.1570489993798|    5.083 0.520   |9.812    |~              |    ~     ~          |    1|  959.104   pc  | -45.1800    +45.1800    |ST-L    |2020AJ....160...83S
3031|HD 182419                                                                                                |Star                              |19 40 34.6790632056 -82 36 48.605772528|311.1467919720549 -28.4600071591213|-18.671 -21.507   |9.56     |G0V            |    ~     ~          |    1|  190.978   pc  |  -0.9629     +0.9629    |paral   |2020yCat.1350....0G
3032|CPD-82 768                                                                                               |Star                              |19 30 17.8592612688 -82 12 19.325163780|311.6541360863523 -28.1732269281038|   4.057 -3.076   |10.836   |~              |    ~     ~          |    1|  657.047   pc  | -20.7500    +20.7500    |ST-L    |2020AJ....160...83S
3033|CPD-82 771                                                                                               |Star                              |19 38 10.9903795776 -82 28 23.726713368|311.3171405378556 -28.4028764573165|  3.829 -27.546   |10.531   |~              |    ~     ~          |    1|  662.621   pc  | -19.1600    +19.1600    |ST-L    |2020AJ....160...83S
3034|HD 180580                                                                                                |Star                              |19 30 13.9539365568 -80 54 22.810747068|313.1225113386813 -28.2909701065668|   -5.412 7.471   |8.87     |F6V            |    ~     ~          |    1|  143.199   pc  |  -1.5113     +1.5113    |paral   |2020yCat.1350....0G
3035|HD 180965                                                                                                |High Proper Motion Star           |19 32 43.1309636424 -81 31 49.883114712|312.4065281247803 -28.3264061352818| 56.294 -52.398   |7.83     |F5V            |    ~     ~          |    1|  121.578   pc  |  -0.8015     +0.8015    |ST-L    |2020AJ....160...83S
3036|CD-81 725                                                                                                |Star                              |19 33 11.6962084632 -81 24 11.553862644|312.5483344812877 -28.3571235170943| -1.571 -12.459   |10.14    |M2             |    ~     ~          |    1|  756.678   pc  | -27.8600    +27.8600    |ST-L    |2020AJ....160...83S
3037|HD 181983                                                                                                |High Proper Motion Star           |19 36 15.3613095840 -81 14 49.682034312|312.7103406694317 -28.4889605236319| 95.887 106.734   |8.47     |G8IV/V         |    ~     ~          |    1|   44.275   pc  |  -0.0386     +0.0386    |paral   |2020yCat.1350....0G
3038|CD-81 728                                                                                                |Star                              |19 37 04.1375115576 -81 37 22.036442412|312.2819009082863 -28.4742978911884|  7.418 -13.576   |9.86     |F5             |    ~     ~          |    1|  297.891   pc  |  -5.9950     +5.9950    |ST-L    |2020AJ....160...83S
3039|CD-81 729                                                                                                |Star                              |19 36 20.3390294976 -80 51 24.401601180|313.1512700538617 -28.5366172882506| -13.500 -1.483   |10.32    |~              |    ~     ~          |    1|  737.463   pc  |  -7.6683     +7.6683    |paral   |2020yCat.1350....0G
3040|CD-81 730                                                                                                |Star                              |19 39 15.4866831912 -81 18 09.706708152|312.6317205811008 -28.5951611561304| 17.988 -46.099   |10.32    |G0             |    ~     ~          |    1|  231.745   pc  |  -2.5000     +2.5000    |ST-L    |2020AJ....160...83S
3041|HD 181466                                                                                                |Star                              |19 34 59.7593456040 -81 45 10.608118128|312.1450500147428 -28.3844619986752|    6.102 8.327   |6.62     |K0III          |    ~     ~          |    1|  172.191   pc  |  -0.5040     +0.5040    |paral   |2020yCat.1350....0G
3042|CD-81 732                                                                                                |High Proper Motion Star           |19 44 59.4492645336 -81 27 45.997036956|312.4163033830026 -28.7849559338787| -2.979 -87.787   |10.30    |G5             |    ~     ~          |    1|   99.647   pc  |  -0.4836     +0.4836    |ST-L    |2020AJ....160...83S
3043|CD-83 244                                                                                                |Star                              |19 43 21.2117164968 -82 46 06.567601260|310.9571090541682 -28.5234215474398|   4.724 24.757   |10.270   |G0             |    ~     ~          |    1|  218.680   pc  |  -3.2630     +3.2630    |ST-L    |2020AJ....160...83S
3044|CPD-82 775                                                                                               |High Proper Motion Star           |19 38 50.1327435864 -81 44 54.482242344|312.1308265350837 -28.5216899117013| 48.851 -69.917   |10.05    |~              |    ~     ~          |    1|   57.363   pc  |  -0.0438     +0.0438    |paral   |2020yCat.1350....0G
3045|CD-78 876                                                                                                |Star                              |19 32 36.3468505824 -78 41 05.872076160|315.6306338408141 -28.5756760239686|  9.033 -23.481   |10.478   |F0             |    ~     ~          |    1|  301.421   pc  |  -4.3850     +4.3850    |ST-L    |2020AJ....160...83S
3046|CD-78 878                                                                                                |Star                              |19 33 26.8866444840 -78 32 49.475992956|315.7835852287995 -28.6277125044423|   -0.563 8.541   |10.611   |G0             |    ~     ~          |    1|  168.726   pc  |  -1.4490     +1.4490    |ST-L    |2020AJ....160...83S
3047|CD-79 774                                                                                                |Star                              |19 30 06.3250846488 -79 31 51.115218528|314.6808735175637 -28.3950553967053|  8.870 -28.459   |9.643    |~              |    ~     ~          |    1|  207.675   pc  |  -2.0500     +2.0500    |ST-L    |2020AJ....160...83S
3048|HD 181748                                                                                                |Star                              |19 33 09.3587335632 -79 44 23.495813232|314.4313842156986 -28.5150087468964|    3.102 3.752   |10.49    |A8/F0          |    ~     ~          |    1|  457.245   pc  | -12.4300    +12.4300    |ST-L    |2020AJ....160...83S
3049|HD 181747                                                                                                |High Proper Motion Star           |19 32 35.7220704048 -79 11 38.942073528|315.0527413090189 -28.5354348245335|-22.219 107.436   |8.58     |G5V            |    ~     ~          |    1|   90.193   pc  |  -0.1228     +0.1228    |paral   |2020yCat.1350....0G
3050|HD 182164                                                                                                |Star                              |19 34 30.0900659880 -79 24 23.710952340|314.8031215107635 -28.6054115227563| -5.714 -38.244   |9.59     |K2             |    ~     ~          |    1|  538.300   pc  |  -3.9988     +3.9988    |paral   |2020yCat.1350....0G
3051|CD-79 780                                                                                                |Spectroscopic Binary              |19 37 50.2777109040 -79 28 14.670266268|314.7132472121836 -28.7512587528836|    4.669 5.021   |10.994   |G              |    ~     ~          |    1|  452.586   pc  | -11.4900    +11.4900    |ST-L    |2020AJ....160...83S
3052|CD-80 715                                                                                                |Star                              |19 35 36.7074159720 -79 49 12.289404108|314.3288305251672 -28.6159484068297| -5.291 -35.566   |10.59    |K0             |    ~     ~          |    1|   92.823   pc  |  -0.4448     +0.4448    |ST-L    |2020AJ....160...83S
