C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST08:58:05

dec >=0&rah >=23.75&rah< 24.0&(cat='NGC'|Vmag< 11)
--------------------------------------------------

Number of objects : 5410

 #  |                                               identifier                                                |                 typ                  |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |       pm        |  Mag V  |   spec. type    |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|--------------------------------------|---------------------------------------|-----------------------------------|-----------------|---------|-----------------|---------------|-----|----------------|-----------------------|--------|-------------------
2024|HD 224231                                                                                                |High Proper Motion Star               |23 56 05.7028738320 +66 51 02.529872676|117.5202566972403 +04.5622218786408|  65.653 33.831  |8.92     |G0               |    ~     ~    |    1|  147.732   pc  |  -0.2706     +0.2706  |paral   |2020yCat.1350....0G
2025|HD 224455                                                                                                |Star                                  |23 58 01.1367259992 +67 15 33.003514260|117.7902538166061 +04.9222214753915| -14.429 -0.770  |8.43     |A0               |    ~     ~    |    1|  407.000   pc  |  -9.5745     +9.5745  |paral   |2020yCat.1350....0G
2026|HD 224571                                                                                                |High Proper Motion Star               |23 59 00.5805659112 +66 48 51.977270988|117.7939617634624 +04.4671309758164| 86.656 -14.149  |8.23     |F5               |    ~     ~    |    1|  106.880   pc  |  -0.2262     +0.2262  |paral   |2020yCat.1350....0G
2027|HD 223128                                                                                                |Star                                  |23 46 36.7365639936 +66 46 56.081325468|116.5934838782447 +04.7115991180490|   8.009 -2.936  |5.937    |B2IV             |    ~     ~    |    1|  394.695   pc  |  -6.2470     +6.2470  |paral   |2020yCat.1350....0G
2028|BD+65 1944                                                                                               |Star                                  |23 47 24.9765514224 +66 35 21.976031184|116.6228927127079 +04.5050963653728|  11.822 -6.304  |9.92     |A5               |    ~     ~    |    1|  305.120   pc  |  -1.4058     +1.4058  |paral   |2020yCat.1350....0G
2029|BD+65 1945                                                                                               |Star                                  |23 47 27.9151688184 +66 41 18.237321708|116.6520429321059 +04.5998199784978|    0.993 0.939  |10.42    |K0               |    ~     ~    |    1|  701.804   pc  |  -5.7626     +5.7626  |paral   |2020yCat.1350....0G
2030|BD+65 1947                                                                                               |Spectroscopic Binary                  |23 48 13.3127133024 +66 24 21.856365936|116.6560121892914 +04.3076543007800|   5.339 -8.429  |8.95     |G5               |    ~     ~    |    1|  448.793   pc  | -10.9973    +10.9973  |paral   |2020yCat.1350....0G
2031|HD 223307                                                                                                |Star                                  |23 48 14.1074869728 +66 38 47.400472788|116.7159150936646 +04.5405508525640|  19.758 -1.335  |8.30     |A0               |    ~     ~    |    1|  197.855   pc  |  -0.8064     +0.8064  |paral   |2020yCat.1350....0G
2032|BD+65 1954                                                                                               |Star                                  |23 51 35.7255430200 +66 35 21.771081888|117.0272497276907 +04.4061191147690|  27.096 38.649  |9.87     |G0               |    ~     ~    |    1|  145.495   pc  |  -0.2244     +0.2244  |paral   |2020yCat.1350....0G
2033|BD+65 1955                                                                                               |High Proper Motion Star               |23 52 12.2432575320 +66 27 20.313769212|117.0556720397753 +04.2620456916527|-43.325 -29.891  |9.51     |G0               |    ~     ~    |    1|  128.780   pc  |  -0.1808     +0.1808  |paral   |2020yCat.1350....0G
2034|HD 223877                                                                                                |Star                                  |23 53 13.8088261680 +66 24 11.674105308|117.1439815398028 +04.1878046564545|  12.597 -7.050  |8.90     |K2               |    ~     ~    |    1|  304.386   pc  |  -1.3898     +1.3898  |paral   |2020yCat.1350....0G
2035|HD 223899                                                                                                |Star                                  |23 53 21.7337868744 +66 46 15.242180628|117.2394080290547 +04.5431790814966| 24.683 -12.392  |8.48     |K5               |    ~     ~    |    1|  411.794   pc  |  -2.8149     +2.8149  |paral   |2020yCat.1350....0G
2036|BD+65 1964                                                                                               |Star                                  |23 54 41.0230870416 +66 26 55.533755940|117.2961932930910 +04.2000029521783|  20.414 -3.166  |8.77     |K5               |    ~     ~    |    1|  584.659   pc  |  -7.8620     +7.8620  |paral   |2020yCat.1350....0G
2037|HD 224273                                                                                                |Star                                  |23 56 25.8239226504 +66 45 00.088787304|117.5311301182853 +04.4568210584779|  -9.158 -1.924  |8.42     |G3I              |    ~     ~    |    1|  609.756   pc  | -38.0354    +38.0354  |paral   |2020yCat.1350....0G
2038|BD+65 1970                                                                                               |Double or Multiple Star               |23 57 34.0916520807 +66 25 53.694166020|117.5748669340889 +04.1217472944869|   -3.325 9.166  |10.17    |B5:e             |0.0067  0.0    |    0|                |                       |        |                   
2039|BD+65 1976                                                                                               |Spectroscopic Binary                  |23 59 06.8969548992 +66 38 39.235719012|117.7696551834926 +04.2983387083262|  10.575 -0.124  |9.67     |F5               |    ~     ~    |    1|  394.291   pc  |  -2.0210     +2.0210  |paral   |2020yCat.1350....0G
2040|BD+65 1962                                                                                               |Star                                  |23 54 05.3266642584 +66 16 51.191227092|117.2008708316125 +04.0493456981534|    6.696 0.258  |10.71    |~                |    ~     ~    |    1|  561.136   pc  |  -3.7785     +3.7785  |paral   |2020yCat.1350....0G
2041|BD+65 1939                                                                                               |Star                                  |23 45 41.8208196288 +66 05 06.469164600|116.3292907143429 +04.0597196364510|   0.857 -7.861  |10.56    |A2               |    ~     ~    |    1|  584.249   pc  |  -8.4995     +8.4995  |paral   |2020yCat.1350....0G
2042|BD+65 1940                                                                                               |Star                                  |23 45 46.1448387360 +65 59 45.780418464|116.3138584611817 +03.9716751786534|  -6.173 -1.628  |10.06    |A0               |    ~     ~    |    1|  728.385   pc  |  -6.8440     +6.8440  |paral   |2020yCat.1350....0G
2043|HD 223297                                                                                                |Star                                  |23 48 08.6062085496 +66 15 57.609728856|116.6141984966029 +04.1737053662397|  -7.446 -4.571  |8.53     |A0               |    ~     ~    |    1|  399.744   pc  |  -2.2851     +2.2851  |paral   |2020yCat.1350....0G
2044|BD+65 1949                                                                                               |High Proper Motion Star               |23 48 26.6828794488 +66 14 22.468018560|116.6372676291925 +04.1407045727927| 98.903 116.571  |10.45    |F8               |    ~     ~    |    1|  154.238   pc  |  -0.2950     +0.2950  |paral   |2020yCat.1350....0G
2045|BD+65 1961                                                                                               |Star                                  |23 54 00.9302879376 +65 55 16.117643640|117.1139201451026 +03.7001409159476|  -15.151 2.421  |9.86     |F8               |    ~     ~    |    1|  145.858   pc  |  -0.2425     +0.2425  |paral   |2020yCat.1350....0G
2046|BD+65 1971                                                                                               |Star                                  |23 57 46.0774340328 +65 58 54.212578788|117.5011170649975 +03.6774923360441| -0.352 -21.512  |9.31     |F0               |    ~     ~    |    1|  163.404   pc  |  -0.2964     +0.2964  |paral   |2020yCat.1350....0G
2047|BD+65 1973                                                                                               |Star                                  |23 58 27.5328740760 +65 54 48.189156912|117.5560712898141 +03.5961367772899|   31.211 5.756  |10.55    |B2               |    ~     ~    |    1| 1112.347   pc  | -12.9918    +12.9918  |paral   |2020yCat.1350....0G
2048|BD+65 1974                                                                                               |Star                                  |23 58 30.9306513576 +66 05 06.418593960|117.5968633839195 +03.7630719434873|  -4.540 -2.464  |9.80     |B8               |    ~     ~    |    1|  811.030   pc  |  -7.6301     +7.6301  |paral   |2020yCat.1350....0G
2049|BD+65 1977                                                                                               |Star                                  |23 59 30.8221743864 +65 58 44.298944076|117.6748390304696 +03.6386205875734|   0.729 -8.857  |10.22    |A0               |    ~     ~    |    1|  580.417   pc  | -11.0161    +11.0161  |paral   |2020yCat.1350....0G
2050|TYC 4289-630-1                                                                                           |Star                                  |23 45 04.1665759368 +65 37 27.871340412|116.1499933700792 +03.6303247973427|-18.868 -14.031  |10.27    |G5               |    ~     ~    |    1|  518.350   pc  |  -6.4485     +6.4485  |paral   |2020yCat.1350....0G
2051|BD+64 1850                                                                                               |Star                                  |23 45 00.2847193056 +65 36 35.501433588|116.1398098211052 +03.6179588315992|    7.065 3.153  |9.77     |A0               |    ~     ~    |    1|  421.870   pc  |  -2.1179     +2.1179  |paral   |2020yCat.1350....0G
2052|BD+64 1852                                                                                               |Star                                  |23 45 59.3352861576 +65 20 39.264927252|116.1714609740773 +03.3351422190590|  19.334 15.570  |10.39    |F8               |    ~     ~    |    1|  277.393   pc  |  -0.9464     +0.9464  |paral   |2020yCat.1350....0G
2053|BD+64 1854                                                                                               |Star                                  |23 46 04.8216725592 +65 44 26.984362164|116.2803816635719 +03.7166568199359|-29.704 -11.373  |9.67     |F8               |    ~     ~    |    1|  172.206   pc  |  -0.3648     +0.3648  |paral   |2020yCat.1350....0G
2054|BD+64 1856                                                                                               |Star                                  |23 46 28.9888309752 +65 46 41.904093432|116.3298899417135 +03.7426008062016|  -1.908 -6.260  |9.77     |G5               |    ~     ~    |    1|  523.396   pc  |  -3.2325     +3.2325  |paral   |2020yCat.1350....0G
2055|AG+65 1318                                                                                               |Long-Period Variable Candidate        |23 51 58.2443328240 +65 38 26.015574912|116.8459492939340 +03.4739227195451|  -8.246 -8.237  |9.6      |M2               |    ~     ~    |    1|  750.976   pc  | -12.9148    +12.9148  |paral   |2020yCat.1350....0G
2056|BD+64 1866                                                                                               |Star                                  |23 52 21.9142011960 +65 46 20.956493676|116.9156727263688 +03.5931219110584|  13.731 -3.756  |9.89     |F2               |    ~     ~    |    1|  451.264   pc  |  -4.2561     +4.2561  |paral   |2020yCat.1350....0G
2057|BD+64 1867                                                                                               |Star                                  |23 52 23.8197145512 +65 16 09.277326948|116.8043519974331 +03.1022903823126|   7.722 -0.407  |9.44     |B8               |    ~     ~    |    1|  532.170   pc  | -22.9962    +22.9962  |paral   |2020yCat.1350....0G
2058|HD 223804                                                                                                |Double or Multiple Star               |23 52 44.8755614304 +65 11 54.209781960|116.8241368304460 +03.0249569977610|    7.921 1.084  |9.19     |A0               |0.0033  0.0    |    1|  297.9383  pc  | -29.5861    +29.5861  |paral   |2018yCat.1345....0G
2059|BD+64 1869                                                                                               |Star                                  |23 53 34.1230253088 +65 20 23.258813784|116.9396684369152 +03.1435117281139| -20.035 -0.097  |9.84     |G0               |    ~     ~    |    1|  246.021   pc  |  -0.7445     +0.7445  |paral   |2020yCat.1350....0G
2060|BD+64 1873                                                                                               |High Proper Motion Star               |23 54 07.9420230552 +65 01 52.807062108|116.9289721871320 +02.8296169201328|  57.614 55.315  |9.60     |F8               |    ~     ~    |    1|  132.910   pc  |  -0.5317     +0.5317  |paral   |2020yCat.1350....0G
2061|HD 223996                                                                                                |Star                                  |23 54 11.0480591832 +65 47 01.650735852|117.1003876163681 +03.5623708926888| -13.907 -3.338  |8.37     |A0               |    ~     ~    |    1|  202.544   pc  |  -0.9436     +0.9436  |paral   |2020yCat.1350....0G
2062|HD 224232                                                                                                |High Proper Motion Star               |23 56 04.9776498624 +64 59 00.616045848|117.1199583947447 +02.7382549476119|  20.479 53.756  |8.14     |K0               |    ~     ~    |    1|  114.809   pc  |  -0.3941     +0.3941  |paral   |2020yCat.1350....0G
2063|BD+64 1878                                                                                               |Spectroscopic Binary                  |23 56 15.7377039552 +65 09 12.982040064|117.1746875610353 +02.9004391209399|   9.390 12.813  |10.19    |K0               |    ~     ~    |    1|  614.931   pc  | -10.3610    +10.3610  |paral   |2020yCat.1350....0G
2064|BD+64 1881                                                                                               |Star                                  |23 57 30.7101328944 +65 18 12.307927392|117.3343467913560 +03.0194039711036|  -8.243 -3.900  |9.46     |G0               |    ~     ~    |    1|  540.570   pc  |  -3.7111     +3.7111  |paral   |2020yCat.1350....0G
2065|BD+64 1882                                                                                               |Star                                  |23 57 30.8023450944 +65 35 49.809431184|117.3956372254684 +03.3067091416418|   0.861 -4.922  |9.73     |F2               |    ~     ~    |    1|  667.735   pc  |  -5.2613     +5.2613  |paral   |2020yCat.1350....0G
2066|BD+64 1884                                                                                               |Star                                  |23 59 31.3966167744 +65 20 25.287098208|117.5477165410843 +03.0127422082411|  -4.476 -6.326  |9.89     |B8               |    ~     ~    |    1|  497.141   pc  |  -2.9411     +2.9411  |paral   |2020yCat.1350....0G
2067|IRAS 23453+6452                                                                                          |Star                                  |23 47 46.8000636144 +65 09 37.937802312|116.3077617845317 +03.1107257431799|   0.295 -1.965  |10.80    |~                |    ~     ~    |    1| 1017.812   pc  | -21.2368    +21.2368  |paral   |2020yCat.1350....0G
2068|IRAS 23498+6600                                                                                          |Star                                  |23 52 17.2013595744 +66 17 08.801750688|117.0249370053561 +04.0947648839523|   -3.241 0.684  |10.16    |~                |    ~     ~    |    1|  944.465   pc  | -11.9530    +11.9530  |paral   |2020yCat.1350....0G
2069|TYC 4289-252-1                                                                                           |Star                                  |23 51 16.2656401920 +65 24 59.549442516|116.7236886160203 +03.2725822859643| 19.368 -41.304  |10.88    |~                |    ~     ~    |    1|  203.281   pc  |  -0.6281     +0.6281  |paral   |2020yCat.1350....0G
2070|TYC 4289-258-1                                                                                           |Star                                  |23 50 36.8510038896 +65 01 47.848468224|116.5666245750716 +02.9126013454652| -5.518 -11.083  |9.89     |~                |    ~     ~    |    1|  265.936   pc  |  -2.5106     +2.5106  |paral   |2020yCat.1350....0G
2071|TYC 4289-268-1                                                                                           |Star                                  |23 48 46.4317668624 +65 36 39.168228240|116.5177568949645 +03.5225101757876|   9.256 -0.247  |10.41    |~                |    ~     ~    |    1|  549.119   pc  |  -3.2565     +3.2565  |paral   |2020yCat.1350....0G
2072|TYC 4289-272-1                                                                                           |Spectroscopic Binary                  |23 58 30.1894531416 +65 32 02.792467212|117.4829542391718 +03.2239211474478|   23.626 2.526  |10.70    |~                |    ~     ~    |    1|  287.191   pc  |  -6.0952     +6.0952  |paral   |2020yCat.1350....0G
2073|TYC 4289-338-1                                                                                           |Star                                  |23 58 39.8609730456 +65 22 05.434282596|117.4655121880594 +03.0580576407284| 22.104 -10.078  |10.63    |~                |    ~     ~    |    1|  239.998   pc  |  -1.6128     +1.6128  |paral   |2020yCat.1350....0G
2074|TYC 4289-356-1                                                                                           |Star                                  |23 51 13.1300170248 +65 15 56.449009548|116.6834089635158 +03.1270782332911|  30.507 -4.711  |10.79    |~                |    ~     ~    |    1|  328.256   pc  |  -1.1960     +1.1960  |paral   |2020yCat.1350....0G
2075|TYC 4289-438-1                                                                                           |Star                                  |23 49 21.7870234344 +65 16 26.184522180|116.4964197140175 +03.1807162603661|   12.344 1.907  |10.42    |~                |    ~     ~    |    1|  686.955   pc  |  -5.5213     +5.5213  |paral   |2020yCat.1350....0G
2076|TYC 4289-456-1                                                                                           |Star                                  |23 56 48.4741519080 +65 31 19.519960152|117.3084339332142 +03.2485514868212|  -9.716 -4.344  |10.45    |~                |    ~     ~    |    1|  390.076   pc  |  -2.4954     +2.4954  |paral   |2020yCat.1350....0G
2077|TYC 4289-460-1                                                                                           |Star                                  |23 56 29.5883169672 +65 18 26.154484452|117.2309759843686 +03.0454765451913|   7.829 11.133  |10.87    |~                |    ~     ~    |    1|  279.681   pc  |  -1.1264     +1.1264  |paral   |2020yCat.1350....0G
2078|TYC 4289-474-1                                                                                           |Star                                  |23 46 23.4553250808 +64 54 59.330195532|116.1051964434464 +02.9104227146754|    7.463 0.413  |10.10    |~                |    ~     ~    |    1|  720.825   pc  |  -6.1831     +6.1831  |paral   |2020yCat.1350....0G
2079|TYC 4289-494-1                                                                                           |Star                                  |23 49 37.0667068824 +65 15 55.883405052|116.5203218917039 +03.1662020239347|   5.312 -8.362  |10.44    |~                |    ~     ~    |    1|  349.846   pc  |  -1.5911     +1.5911  |paral   |2020yCat.1350....0G
2080|TYC 4289-516-1                                                                                           |Star                                  |23 59 26.6487764088 +65 01 09.027890616|117.4751639718375 +02.6997298157226|    8.826 1.972  |10.99    |~                |    ~     ~    |    1|  728.438   pc  |  -7.0042     +7.0042  |paral   |2020yCat.1350....0G
2081|TYC 4289-552-1                                                                                           |Star                                  |23 51 26.2834992432 +65 14 01.456209240|116.6983734771541 +03.0906978465635| -16.460 13.253  |10.70    |~                |    ~     ~    |    1|  132.735   pc  |  -1.5469     +1.5469  |paral   |2020yCat.1350....0G
2082|TYC 4289-568-1                                                                                           |Star                                  |23 56 17.7651502512 +65 18 06.920567712|117.2096992340659 +03.0446185972467| -22.835 -2.767  |10.56    |~                |    ~     ~    |    1|  635.607   pc  |  -4.2016     +4.2016  |paral   |2020yCat.1350....0G
2083|TYC 4289-606-1                                                                                           |Star                                  |23 54 31.5435289464 +65 23 11.761733940|117.0474426858132 +03.1671324916182|  5.143 -10.378  |10.78    |~                |    ~     ~    |    1|  733.084   pc  |  -6.5027     +6.5027  |paral   |2020yCat.1350....0G
2084|TYC 4289-620-1                                                                                           |Star                                  |23 50 42.1612215312 +65 15 39.328384608|116.6297073797162 +03.1350057396621|  -1.406 -1.251  |10.52    |~                |    ~     ~    |    1| 1016.570   pc  | -15.1912    +15.1912  |paral   |2020yCat.1350....0G
2085|TYC 4289-650-1                                                                                           |Star                                  |23 48 40.7378941680 +65 06 06.204113532|116.3852855887413 +03.0307305645311|  24.491 -9.608  |9.66     |~                |    ~     ~    |    1|  228.201   pc  |  -0.7603     +0.7603  |paral   |2020yCat.1350....0G
2086|TYC 4289-658-1                                                                                           |Pulsating Variable                    |23 46 59.7902397000 +65 04 11.186466348|116.2054063002975 +03.0430114270318|  -6.692 -5.810  |9.62     |~                |    ~     ~    |    1|  593.507   pc  |  -4.0861     +4.0861  |paral   |2020yCat.1350....0G
2087|TYC 4289-696-1                                                                                           |Star                                  |23 48 50.1547774536 +65 33 56.659958496|116.5131075010419 +03.4771527772133|  27.092 13.250  |10.82    |~                |    ~     ~    |    1|  254.563   pc  |  -0.9396     +0.9396  |paral   |2020yCat.1350....0G
2088|TYC 4289-744-1                                                                                           |Star                                  |23 45 39.8488838688 +65 30 11.258198532|116.1787961550779 +03.4974129363994| -4.044 -10.451  |9.64     |~                |    ~     ~    |    1|  496.919   pc  | -15.4824    +15.4824  |paral   |2020yCat.1350....0G
2089|TYC 4289-770-1                                                                                           |Star                                  |23 50 32.4296721456 +65 14 58.329216924|116.6105142722009 +03.1279000156156|   8.017 10.515  |9.98     |~                |    ~     ~    |    1|  348.105   pc  |  -1.4905     +1.4905  |paral   |2020yCat.1350....0G
2090|TYC 4289-866-1                                                                                           |Star                                  |23 50 00.0566511432 +65 01 33.240137052|116.5026755405650 +02.9238598148504|  -5.610 -4.968  |10.80    |~                |    ~     ~    |    1|  757.576   pc  |  -7.7479     +7.7479  |paral   |2020yCat.1350....0G
2091|TYC 4289-906-1                                                                                           |Star                                  |23 59 13.8830311272 +64 53 12.731685432|117.4264860854366 +02.5746416203976|    2.196 2.206  |9.80     |~                |    ~     ~    |    1|  365.791   pc  |  -1.4986     +1.4986  |paral   |2020yCat.1350....0G
2092|TYC 4289-938-1                                                                                           |Star                                  |23 53 35.8856144952 +64 46 00.596566452|116.8150097035129 +02.5842319587376| -2.255 -14.002  |10.58    |~                |    ~     ~    |    1|  375.545   pc  |  -1.5655     +1.5655  |paral   |2020yCat.1350....0G
2093|TYC 4289-948-1                                                                                           |Star                                  |23 59 02.4696628464 +64 45 36.821440944|117.3811037071374 +02.4546757642626|  -0.874 -3.989  |9.98     |~                |    ~     ~    |    1|  770.832   pc  | -15.2705    +15.2705  |paral   |2020yCat.1350....0G
2094|TYC 4289-1022-1                                                                                          |Star                                  |23 45 58.4938918368 +64 49 03.937349676|116.0376341959697 +02.8259021164932|   29.854 2.142  |10.26    |~                |    ~     ~    |    1|  187.705   pc  |  -4.1787     +4.1787  |paral   |2020yCat.1350....0G
2095|TYC 4293-13-1                                                                                            |Star                                  |23 50 27.3645389688 +66 10 04.948896684|116.8177101992399 +04.0228666771753|  -6.381 -3.836  |10.92    |~                |    ~     ~    |    1|  640.533   pc  |  -5.8260     +5.8260  |paral   |2020yCat.1350....0G
2096|2MASS J23513267+6650130                                                                                  |Red Giant Branch star                 |23 51 32.6757845664 +66 50 13.020379188|117.0796068485309 +04.6481760999986|  19.692 -1.100  |10.43    |~                |    ~     ~    |    1|  452.694   pc  |  -2.1723     +2.1723  |paral   |2020yCat.1350....0G
2097|TYC 4293-16-1                                                                                            |Star                                  |23 47 11.3591215200 +66 56 00.516595524|116.6862616510647 +04.8440286286661| -10.660 -3.706  |9.78     |~                |    ~     ~    |    1|  550.540   pc  |  -3.4250     +3.4250  |paral   |2020yCat.1350....0G
2098|GSC 04293-00034                                                                                          |Double or Multiple Star               |23 50 06.1281398688 +66 59 51.342283320|116.9792897937481 +04.8373873363684|  -8.068 -1.950  |10.478   |~                |    ~     ~    |    1|  303.435   pc  |  -1.2430     +1.2430  |paral   |2020yCat.1350....0G
2099|TYC 4293-35-1                                                                                            |Star                                  |23 55 04.3484213520 +67 17 21.268085856|117.5174970271314 +05.0119192563517| -8.970 -17.448  |10.66    |~                |    ~     ~    |    1|  244.487   pc  |  -0.8189     +0.8189  |paral   |2020yCat.1350....0G
2100|TYC 4293-63-1                                                                                            |Star                                  |23 56 07.6142560848 +66 56 46.178714292|117.5437620200000 +04.6548127153487|  -18.922 1.029  |10.20    |~                |    ~     ~    |    1|  501.178   pc  |  -2.8634     +2.8634  |paral   |2020yCat.1350....0G
2101|TYC 4293-65-1                                                                                            |Star                                  |23 48 19.6469631048 +66 44 11.517558036|116.7467454349478 +04.6256673717444|   2.576 11.904  |10.97    |~                |    ~     ~    |    1|  239.613   pc  |  -0.6201     +0.6201  |paral   |2020yCat.1350....0G
2102|TYC 4293-83-1                                                                                            |Spectroscopic Binary                  |23 54 42.4282508160 +66 21 17.823841632|117.2779184940088 +04.1079525500834| -11.425 -5.869  |10.73    |~                |    ~     ~    |    1|  169.380   pc  |  -2.3152     +2.3152  |paral   |2020yCat.1350....0G
2103|TYC 4293-91-1                                                                                            |Star                                  |23 47 16.8801375240 +67 05 54.473408340|116.7358979927475 +05.0016868205195|  -0.521 -2.883  |9.75     |~                |    ~     ~    |    1|  673.174   pc  |  -4.8942     +4.8942  |paral   |2020yCat.1350....0G
2104|TYC 4293-103-1                                                                                           |Star                                  |23 51 54.4701176712 +67 24 12.791627856|117.2449582196866 +05.1914492416923|  11.870 -7.030  |10.81    |~                |    ~     ~    |    1|  300.580   pc  |  -1.1384     +1.1384  |paral   |2020yCat.1350....0G
2105|TYC 4293-112-1                                                                                           |Star                                  |23 53 35.8427313744 +66 38 27.913665732|117.2330536431634 +04.4114526843761|  2.778 -14.312  |10.86    |~                |    ~     ~    |    1|  360.933   pc  |  -1.3548     +1.3548  |paral   |2020yCat.1350....0G
2106|TYC 4293-116-1                                                                                           |Star                                  |23 49 31.3338644616 +65 48 51.663517632|116.6414290464343 +03.7016416196615|   5.928 -8.709  |10.83    |~                |    ~     ~    |    1|  327.514   pc  |  -1.2550     +1.2550  |paral   |2020yCat.1350....0G
2107|TYC 4293-177-1                                                                                           |Star                                  |23 56 21.1670744760 +67 25 45.467258556|117.6685446232716 +05.1221903766515|  0.810 -40.972  |10.52    |~                |    ~     ~    |    1|  254.920   pc  |  -0.9683     +0.9683  |paral   |2020yCat.1350....0G
2108|TYC 4293-180-1                                                                                           |Star                                  |23 49 13.9862716776 +67 01 08.334790428|116.9016720582128 +04.8783430934339| -11.708 -3.909  |10.67    |~                |    ~     ~    |    1|  425.478   pc  |  -2.8241     +2.8241  |paral   |2020yCat.1350....0G
2109|TYC 4293-262-1                                                                                           |Star                                  |23 52 41.2426054824 +66 58 33.688686072|117.2209635124194 +04.7579552032831|  17.027 -0.429  |10.77    |~                |    ~     ~    |    1|  415.076   pc  |  -2.0502     +2.0502  |paral   |2020yCat.1350....0G
2110|TYC 4293-287-1                                                                                           |Star                                  |23 54 14.8340075544 +67 26 05.037657684|117.4717131684114 +05.1712744392114|  10.633 -2.719  |10.97    |~                |    ~     ~    |    1|  310.839   pc  |  -7.5364     +7.5364  |paral   |2020yCat.1350....0G
2111|TYC 4293-290-1                                                                                           |Star                                  |23 56 57.1473201504 +66 46 42.390644880|117.5876321072642 +04.4737212714699|  -7.853 -2.524  |10.90    |~                |    ~     ~    |    1|  503.702   pc  |  -2.8416     +2.8416  |paral   |2020yCat.1350....0G
2112|TYC 4293-291-1                                                                                           |Star                                  |23 49 53.4222018264 +67 27 21.962679300|117.0682424301058 +05.2877165956720|   7.106 -4.200  |10.23    |~                |    ~     ~    |    1|  513.558   pc  |  -2.9275     +2.9275  |paral   |2020yCat.1350....0G
2113|TYC 4293-310-1                                                                                           |Star                                  |23 56 10.6487600352 +65 48 50.598155520|117.3067761297892 +03.5476470948711|   8.053 -2.361  |10.80    |~                |    ~     ~    |    1|  557.942   pc  |  -3.2998     +3.2998  |paral   |2020yCat.1350....0G
2114|TYC 4293-325-1                                                                                           |Star                                  |23 54 04.1204455104 +65 43 04.136114640|117.0742164540569 +03.5006369378845| 41.271 -11.988  |10.55    |~                |    ~     ~    |    1|  174.608   pc  |  -0.4238     +0.4238  |paral   |2020yCat.1350....0G
2115|TYC 4293-346-1                                                                                           |Star                                  |23 59 25.7658850584 +65 43 53.924949588|117.6167090985737 +03.3980418929739| -6.189 -11.945  |10.97    |~                |    ~     ~    |    1|  393.778   pc  |  -1.6437     +1.6437  |paral   |2020yCat.1350....0G
2116|TYC 4293-353-1                                                                                           |Star                                  |23 49 57.5217972528 +65 49 09.897162348|116.6861478720713 +03.6959591036694|-31.742 -11.811  |10.81    |~                |    ~     ~    |    1|  218.007   pc  |  -0.5038     +0.5038  |paral   |2020yCat.1350....0G
2117|TYC 4293-367-1                                                                                           |Star                                  |23 47 49.9950630096 +66 30 08.724446136|116.6418224597074 +04.4105618423282|   0.280 -2.100  |10.58    |~                |    ~     ~    |    1|  573.789   pc  | -14.1241    +14.1241  |paral   |2020yCat.1350....0G
2118|TYC 4293-408-1                                                                                           |Star                                  |23 59 51.1262706888 +67 16 02.976997152|117.9660318285517 +04.8944444541737|   3.177 -8.766  |10.69    |~                |    ~     ~    |    1|  300.797   pc  |  -1.1581     +1.1581  |paral   |2020yCat.1350....0G
2119|TYC 4293-424-1                                                                                           |Star                                  |23 46 15.2125653720 +66 09 30.948457392|116.4024577523330 +04.1166671510560|   8.386 -8.829  |10.43    |~                |    ~     ~    |    1|  328.958   pc  |  -1.7855     +1.7855  |paral   |2020yCat.1350....0G
2120|TYC 4293-433-1                                                                                           |Star                                  |23 49 44.7450507528 +67 11 45.512842236|116.9926485531533 +05.0383351952534| -19.274 -3.383  |10.00    |~                |    ~     ~    |    1|  550.237   pc  |  -3.2698     +3.2698  |paral   |2020yCat.1350....0G
2121|TYC 4293-450-1                                                                                           |Pulsating Variable                    |23 54 05.4740367648 +65 43 33.444746184|117.0782836380105 +03.5080651241465|   -5.865 0.897  |10.62    |~                |    ~     ~    |    1|  563.000   pc  |  -3.6134     +3.6134  |paral   |2020yCat.1350....0G
2122|TYC 4293-455-1                                                                                           |Star                                  |23 55 58.4840295792 +66 09 42.916858200|117.3609575227938 +03.8919044224848|  -2.204 -2.586  |10.96    |~                |    ~     ~    |    1|  922.765   pc  |  -8.1743     +8.1743  |paral   |2020yCat.1350....0G
2123|TYC 4293-473-1                                                                                           |Star                                  |23 53 53.7184 +65 44 10.033            |117.0608646 +03.5224294            |  -7.204 -3.485  |10.71    |~                |    ~     ~    |    0|                |                       |        |                   
2124|TYC 4293-483-1                                                                                           |High Proper Motion Star               |23 57 11.7621188568 +67 00 46.981984968|117.6604517777489 +04.6980946821198|  130.375 7.222  |10.60    |~                |    ~     ~    |    1|  191.421   pc  |  -0.3884     +0.3884  |paral   |2020yCat.1350....0G
2125|TYC 4293-490-1                                                                                           |Star                                  |23 50 29.7304517112 +67 07 42.890018052|117.0476312582500 +04.9556647147292|   19.727 7.426  |10.96    |~                |    ~     ~    |    1|  620.001   pc  | -23.2563    +23.2563  |paral   |2020yCat.1350....0G
