C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST05:14:34

dec >=0&rah >=0.0&rah< 0.25&(cat='NGC'|Vmag< 11)
------------------------------------------------

Number of objects : 4977

 #  |                                               identifier                                                |               typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |   spec. type   |      ang. size      |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|----------------------------------|---------------------------------------|-----------------------------------|------------------|---------|----------------|---------------------|-----|----------------|-----------------------|--------|-------------------
2214|HD 225243                                                                                                |Star                              |00 04 46.2737248008 +01 32 12.814140408|099.6716684646743 -59.2109945411128|-21.924 -19.889   |8.18     |F2IV/V          |    ~     ~          |    1|  267.130   pc  |  -2.2835     +2.2835  |paral   |2020yCat.1350....0G
2215|HD 225294                                                                                                |High Proper Motion Star           |00 05 03.5199989520 +01 02 15.751340736|099.4570987946653 -59.7033935866551|109.410 -49.305   |8.83     |G5              |    ~     ~          |    1|  112.059   pc  |  -0.2436     +0.2436  |paral   |2020yCat.1350....0G
2216|HD 239                                                                                                   |High Proper Motion Star           |00 07 07.9303424904 +01 02 47.337536112|100.4289531694282 -59.8753521506552|  38.545 42.437   |10.123   |G1/3(V)         |    ~     ~          |    1|  170.895   pc  |  -3.2510     +3.2510  |ST-L    |2020AJ....160...83S
2217|HD 328                                                                                                   |Star                              |00 07 55.7050777128 +00 47 27.205582848|100.6301926537762 -60.1833073939294|   4.216 16.203   |9.56     |A3II            |    ~     ~          |    1|  265.078   pc  |  -7.8480     +7.8480  |ST-L    |2020AJ....160...83S
2218|HD 422                                                                                                   |Double or Multiple Star           |00 08 52.2423604104 +00 41 32.878668444|101.0112276604104 -60.3549600411943|    5.753 4.560   |7.34     |K2/3III         |0.0050  0.0          |    1|  179.969   pc  |  -9.4900     +9.4900  |paral   |2020yCat.1350....0G
2219|HD 616                                                                                                   |Star                              |00 10 33.7065762024 +00 46 32.563300944|101.8748400245484 -60.4140955440367|-18.757 -16.090   |10.10    |F6/7V           |    ~     ~          |    1|  206.156   pc  |  -0.8798     +0.8798  |paral   |2020yCat.1350....0G
2220|HD 225128                                                                                                |Star                              |00 03 50.3398581432 +00 37 04.837945944|098.5896666494740 -59.9848586224877|    1.929 5.377   |9.85     |A9/F0V          |    ~     ~          |    1|  677.231   pc  | -12.4292    +12.4292  |paral   |2020yCat.1350....0G
2221|HD 225139                                                                                                |Star                              |00 03 50.5838443200 +00 46 32.395226340|098.7066624269052 -59.8385172464342|-31.673 -14.321   |10.108   |F3/5V           |    ~     ~          |    1|  221.016   pc  |  -4.5480     +4.5480  |ST-L    |2020AJ....160...83S
2222|HD 232                                                                                                   |Star                              |00 07 08.6819044320 +00 20 23.416613340|099.9454510955191 -60.5399211407388|   24.775 2.526   |9.71     |K0/1(III)       |    ~     ~          |    1|  408.063   pc  |  -3.5135     +3.5135  |paral   |2020yCat.1350....0G
2223|BD-00 5                                                                                                  |Red Giant Branch star             |00 08 15.5530792320 +00 40 27.762395088|100.7079086766196 -60.3208800417772|    8.545 5.198   |10.508   |~               |    ~     ~          |    1|  544.791   pc  | -36.3300    +36.3300  |ST-L    |2020AJ....160...83S
2224|DO 1                                                                                                     |Long-Period Variable Candidate    |00 05 06.0134563176 +00 43 48.167410116|099.2583764154551 -59.9946001250976|   7.564 -3.329   |10.76    |M5/6            |    ~     ~          |    1| 1101.2     pc  | -68.8781    +68.8781  |paral   |2020yCat.1350....0G
2225|TYC 1-83-1                                                                                               |Star                              |00 06 40.2645748392 +02 06 19.187045820|100.9167630184543 -58.8396707662053| 15.413 -13.310   |10.37    |~               |    ~     ~          |    1|  776.699   pc  | -12.3669    +12.3669  |paral   |2020yCat.1350....0G
2226|TYC 1-150-1                                                                                              |Star                              |00 00 32.3626223904 +01 57 20.382767316|098.0619899978712 -58.4367986138070|  23.121 -4.067   |10.56    |~               |    ~     ~          |    1|  803.536   pc  | -16.9165    +16.9165  |paral   |2020yCat.1350....0G
2227|TYC 1-186-1                                                                                              |Star                              |00 08 02.7370058760 +02 26 40.448877180|101.7560947574011 -58.6317346595262|   13.527 0.329   |10.91    |~               |    ~     ~          |    1|  419.270   pc  |  -3.0235     +3.0235  |paral   |2020yCat.1350....0G
2228|TYC 1-322-1                                                                                              |Star                              |00 06 21.7607027976 +02 19 34.937207868|100.9190214257802 -58.6055906568826|-18.159 -13.293   |10.80    |~               |    ~     ~          |    1|  331.895   pc  |  -5.3865     +5.3865  |paral   |2020yCat.1350....0G
2229|TYC 1-462-1                                                                                              |Star                              |00 07 48.8112968496 +01 18 40.072385880|100.9247605185915 -59.6836107042094|  14.309 -0.122   |10.94    |~               |    ~     ~          |    1|  442.204   pc  | -27.1024    +27.1024  |paral   |2020yCat.1350....0G
2230|TYC 1-472-1                                                                                              |Red Giant Branch star             |00 07 30.0999566304 +00 52 48.256311828|100.4893569849618 -60.0632599918944|   6.479 -5.680   |10.393   |~               |    ~     ~          |    1|  687.663   pc  | -10.2142    +10.2142  |paral   |2020yCat.1350....0G
2231|TYC 1-568-1                                                                                              |Star                              |00 06 09.7881219048 +01 14 09.882460500|100.1064693464530 -59.6141776921434|   3.315 -1.632   |10.74    |~               |    ~     ~          |    1| 1082.368   pc  | -22.2589    +22.2589  |paral   |2020yCat.1350....0G
2232|TYC 1-629-1                                                                                              |High Proper Motion Star           |00 08 08.5145425032 +01 44 50.348113908|101.3612749548032 -59.2990485279140|-18.694 -59.279   |9.83     |~               |    ~     ~          |    1|  141.651   pc  |  -0.3832     +0.3832  |paral   |2020yCat.1350....0G
2233|TYC 1-755-1                                                                                              |Star                              |00 00 28.3435476864 +00 44 10.255972560|097.1299734657184 -59.5579698972138| 26.348 -10.831   |10.705   |~               |    ~     ~          |    1|  364.730   pc  | -10.9400    +10.9400  |ST-L    |2020AJ....160...83S
2234|TYC 1-1001-1                                                                                             |Star                              |00 05 39.5307242832 +02 26 55.890050640|100.6806084395601 -58.4312083521705| -12.693 -9.001   |10.74    |~               |    ~     ~          |    1|  401.123   pc  |  -4.1351     +4.1351  |paral   |2020yCat.1350....0G
2235|TYC 1-1024-1                                                                                             |Star                              |00 04 19.2916370640 +00 52 32.351013984|099.0005051793650 -59.7887878352439|-23.181 -18.421   |10.57    |~               |    ~     ~          |    1|  376.152   pc  |  -3.3675     +3.3675  |paral   |2020yCat.1350....0G
2236|TYC 1-1058-1                                                                                             |High Proper Motion Star           |00 00 40.0354751136 +00 18 54.251811540|096.8937634271761 -59.9648589827601| 55.496 -19.930   |10.94    |~               |    ~     ~          |    1|  125.649   pc  |  -0.9094     +0.9094  |ST-L    |2020AJ....160...83S
2237|TYC 1-1101-1                                                                                             |Star                              |00 09 55.6338544488 +00 43 01.805290644|101.5324686185414 -60.4183951515732|  -3.857 -7.037   |10.66    |~               |    ~     ~          |    1|  570.418   pc  | -13.7634    +13.7634  |paral   |2020yCat.1350....0G
2238|TYC 2-599-1                                                                                              |High Proper Motion Star           |00 10 29.9884234920 +01 37 23.610570060|102.3815152816569 -59.6051537827176|   67.429 9.663   |10.77    |~               |    ~     ~          |    1|  103.171   pc  |  -0.2672     +0.2672  |paral   |2020yCat.1350....0G
2239|BD+01 4828                                                                                               |Star                              |00 06 20.2988631240 +02 47 08.088727560|101.1988382835108 -58.1703912078857|  -1.691 -5.771   |10.39    |M3              |    ~     ~          |    1| 1892.148   pc  | -92.0117    +92.0117  |paral   |2020yCat.1350....0G
2240|TYC 4-68-1                                                                                               |Star                              |00 05 39.4208419968 +02 32 48.943102848|100.7428120275390 -58.3387165632785| 36.516 -20.102   |10.94    |~               |    ~     ~          |    1|  374.588   pc  |  -3.1290     +3.1290  |paral   |2020yCat.1350....0G
2241|TYC 4-77-1                                                                                               |Star                              |00 05 45.9353857128 +02 41 42.315817776|100.8858958905164 -58.2082370518919| 36.718 -14.036   |10.51    |~               |    ~     ~          |    1|  194.985   pc  |  -0.8592     +0.8592  |paral   |2020yCat.1350....0G
2242|TYC 4-159-1                                                                                              |Star                              |00 07 15.2061834504 +02 30 06.544117260|101.4327029732466 -58.5134430390443|-39.460 -23.080   |10.76    |~               |    ~     ~          |    1|  193.682   pc  |  -0.8478     +0.8478  |paral   |2020yCat.1350....0G
2243|TYC 5-112-1                                                                                              |Star                              |00 10 40.1499812136 +02 39 50.070471912|103.0834461779657 -58.6278980090776| -27.584 -1.130   |10.80    |~               |    ~     ~          |    1|  106.229   pc  |  -0.1862     +0.1862  |paral   |2020yCat.1350....0G
2244|HD 225028B                                                                                               |High Proper Motion Star           |00 02 47.2018990560 +02 07 47.029617984|099.1825951602248 -58.4806933290667| 70.785 -90.451   |9.26     |~               |    ~     ~          |    1|   42.902   pc  |  -0.0536     +0.0536  |paral   |2020yCat.1350....0G
2245|TYC 2-224-1                                                                                              |Star                              |00 11 32.1009582720 +00 06 41.402019384|101.9123659239230 -61.1212281971523| -10.692 16.545   |10.81    |K0              |    ~     ~          |    1|  330.710   pc  |  -2.1108     +2.1108  |paral   |2020yCat.1350....0G
2246|HD 728                                                                                                   |delta Sct Variable                |00 11 40.6750788864 +00 07 19.514896356|101.9894687777151 -61.1225777883534|   31.377 2.104   |9.62     |K0IV            |    ~     ~          |    1|  289.603   pc  |  -2.0380     +2.0380  |paral   |2020yCat.1350....0G
2247|AG-00 17                                                                                                 |Spectroscopic Binary              |00 12 10.1705358504 +00 14 37.835685420|102.3101505617799 -61.0458606321904| 81.999 -86.389   |10.71    |F               |    ~     ~          |    1|  269.114   pc  | -11.1313    +11.1313  |paral   |2020yCat.1350....0G
2248|BD-00 15                                                                                                 |Star                              |00 12 09.9038670672 +00 16 34.528775952|102.3289407327893 -61.0147298938082|  -5.807 -0.708   |10.40    |F               |    ~     ~          |    1|  759.648   pc  | -11.7144    +11.7144  |paral   |2020yCat.1350....0G
2249|BD-00 23                                                                                                 |Spectroscopic Binary              |00 14 49.7070034320 +00 14 24.262196316|103.6202081426527 -61.2514806812085|   2.900 -4.392   |10.334   |K0              |    ~     ~          |    1|  718.154   pc  | -76.6100    +76.6100  |ST-L    |2020AJ....160...83S
2250|HD 785                                                                                                   |Long-Period Variable              |00 12 14.3966569080 +02 19 50.300662476|103.6148467985084 -59.0631078837023|  0.620 -17.896   |10.07    |M6              |    ~     ~          |    1|  909.753   pc  | -38.8995    +38.8995  |paral   |2020yCat.1350....0G
2251|TYC 2-976-1                                                                                              |High Proper Motion Star           |00 13 43.7354832864 +01 23 29.397320772|103.7730291067298 -60.0700747806912| 49.772 -17.211   |10.32    |F8              |    ~     ~          |    1|  212.915   pc  |  -1.0744     +1.0744  |paral   |2020yCat.1350....0G
2252|BD+00 12                                                                                                 |Star                              |00 12 17.9365883808 +01 10 00.222688596|102.9536132329783 -60.1780589753625|   4.359 16.860   |10.56    |F5              |    ~     ~          |    1|  232.142   pc  |  -1.0401     +1.0401  |paral   |2020yCat.1350....0G
2253|BD+00 13                                                                                                 |High Proper Motion Star           |00 12 35.2605392208 +01 48 16.011975744|103.4725880918470 -59.5914624382837| 26.623 -82.523   |10.68    |G5              |    ~     ~          |    1|   95.109   pc  |  -0.2524     +0.2524  |paral   |2020yCat.1350....0G
2254|HD 887                                                                                                   |Star                              |00 13 15.0330844704 +01 07 59.731638780|103.3901595064066 -60.2815596200426|  -13.323 3.627   |9.25     |K2/3(III)       |    ~     ~          |    1|  491.497   pc  |  -6.8606     +6.8606  |paral   |2020yCat.1350....0G
2255|HD 917                                                                                                   |High Proper Motion Star           |00 13 32.4221625984 +00 50 49.067204172|103.3574184555870 -60.5764362413919| 70.664 -24.609   |9.60     |K0/2(III)       |    ~     ~          |    1|  282.598   pc  |  -1.4215     +1.4215  |paral   |2020yCat.1350....0G
2256|HD 940                                                                                                   |Star                              |00 13 47.5756169088 +01 23 00.917462040|103.7990670533272 -60.0823115815235|-24.982 -14.199   |6.77     |K1II/III        |    ~     ~          |    1|  287.927   pc  |  -2.0891     +2.0891  |paral   |2020yCat.1350....0G
2257|BD-00 18                                                                                                 |High Proper Motion Star           |00 13 35.1992697384 +00 28 16.508124624|103.1495036115501 -60.9383434019283| 63.083 -55.401   |10.18    |G5              |    ~     ~          |    1|   93.932   pc  |  -0.6408     +0.6408  |ST-L    |2020AJ....160...83S
2258|BD+00 14                                                                                                 |Star                              |00 12 52.8254030928 +01 24 08.062738236|103.3737243130754 -59.9972328545721|-12.336 -27.860   |10.45    |~               |    ~     ~          |    1|  423.334   pc  |  -3.4229     +3.4229  |paral   |2020yCat.1350....0G
2259|BD+00 18                                                                                                 |Star                              |00 13 34.4510634144 +01 29 48.367487184|103.7605893316472 -59.9580989064382| 31.425 -17.402   |10.44    |~               |    ~     ~          |    1|  236.077   pc  |  -1.1091     +1.1091  |paral   |2020yCat.1350....0G
2260|BD+01 20                                                                                                 |Star                              |00 14 34.5520467264 +02 26 24.450602640|104.7643332914226 -59.1252014564226|  4.862 -13.450   |10.02    |F8              |    ~     ~          |    1|  179.578   pc  |  -0.5934     +0.5934  |paral   |2020yCat.1350....0G
2261|BD+01 21                                                                                                 |Star                              |00 14 34.0551663864 +01 55 22.348977888|104.4763216134869 -59.6212107021424|  -7.111 -4.010   |10.78    |F8              |    ~     ~          |    1|  442.929   pc  |  -5.8267     +5.8267  |paral   |2020yCat.1350....0G
2262|HD 964                                                                                                   |Star                              |00 14 01.2827509848 +00 52 07.280237100|103.6043405675801 -60.5913255801680|  0.712 -15.517   |9.23     |F5V             |    ~     ~          |    1|  151.943   pc  |  -0.9973     +0.9973  |paral   |2020yCat.1350....0G
2263|HD 1031                                                                                                  |Star                              |00 14 36.5637363288 +01 17 48.624416988|104.1411415922654 -60.2243802657678| 15.359 -11.533   |7.01     |F5/6V           |    ~     ~          |    1|   81.601   pc  |  -0.2038     +0.2038  |paral   |2020yCat.1350....0G
2264|BD-00 24                                                                                                 |Star                              |00 14 57.4995109968 +00 38 11.521816224|103.9237719095535 -60.8817943801867|       33.4 5.9   |9.87     |~               |    ~     ~          |    0|                |                       |        |                   
2265|TYC 2-400-1                                                                                              |High Proper Motion Star           |00 11 18.5204823936 +01 12 10.966922856|102.5032156746973 -60.0674065121685|-63.185 -53.252   |10.77    |~               |    ~     ~          |    1|  183.305   pc  |  -0.8064     +0.8064  |paral   |2020yCat.1350....0G
2266|TYC 2-596-1                                                                                              |Star                              |00 14 42.4419052920 +01 36 50.544340056|104.3694634514396 -59.9273236654659| 42.070 -11.643   |10.95    |~               |    ~     ~          |    1|  280.112   pc  |  -1.6869     +1.6869  |paral   |2020yCat.1350....0G
2267|TYC 5-88-1                                                                                               |Star                              |00 14 49.2160643064 +02 34 41.419016580|104.9526801968374 -59.0094014111888| -5.680 -12.633   |10.83    |~               |    ~     ~          |    1|  204.625   pc  |  -0.7872     +0.7872  |paral   |2020yCat.1350....0G
2268|TYC 5-91-1                                                                                               |Star                              |00 11 22.4764016160 +02 35 44.348790192|103.3673149059175 -58.7459280897369|    8.699 2.675   |10.48    |~               |    ~     ~          |    1| 1079.914   pc  | -19.1259    +19.1259  |paral   |2020yCat.1350....0G
2269|NGC 7809                           NGC 7809                                                              |Galaxy                            |00 02 09.447 +02 56 28.00              |099.452518 -57.666651              |            ~ ~   |     ~   |~               |0.400 0.320          |    0|                |                       |        |                   
2270|HD 379                                                                                                   |Star                              |00 08 28.0401937464 +03 00 47.408799996|102.2913712894468 -58.1261266264752|  11.968 -0.336   |9.63     |F0V             |    ~     ~          |    1|  267.237   pc  |  -1.4212     +1.4212  |paral   |2020yCat.1350....0G
2271|HD 225221                                                                                                |Star                              |00 04 37.4699988456 +02 56 14.019615996|100.5331998002838 -57.8842388191138|   20.405 1.372   |7.90     |K2/3III         |    ~     ~          |    1|  281.635   pc  |  -2.2368     +2.2368  |paral   |2020yCat.1350....0G
2272|HD 18                                                                                                    |Star                              |00 05 14.8514345016 +03 00 26.668192356|100.8531027678533 -57.8706344728962|  -11.253 3.936   |9.44     |G8/K0(III)      |    ~     ~          |    1|  550.085   pc  |  -6.7176     +6.7176  |paral   |2020yCat.1350....0G
2273|BD+02 4753                                                                                               |Star                              |00 06 35.9317059312 +03 04 28.523959428|101.4939810007799 -57.9186809414197|  16.491 -6.952   |10.61    |F8              |    ~     ~          |    1|  331.796   pc  |  -2.6201     +2.6201  |paral   |2020yCat.1350....0G
2274|BD+02 4754                                                                                               |Star                              |00 07 05.5887991680 +02 59 03.483806892|101.6588564904806 -58.0441311172401|  49.786 -6.512   |10.75    |G0              |    ~     ~          |    1|  341.111   pc  |  -2.3853     +2.3853  |paral   |2020yCat.1350....0G
2275|BD+04 5080                                                                                               |Star                              |00 01 35.7273477096 +05 03 17.802002376|100.5501651098744 -55.6358541283087|  11.650 -3.830   |8.98     |K5              |    ~     ~          |    1|  736.648   pc  | -15.6283    +15.6283  |paral   |2020yCat.1350....0G
2276|HD 224897                                                                                                |Star                              |00 01 39.7480030920 +05 22 22.108926072|100.7679080618704 -55.3424319310882|   6.039 23.429   |9.38     |F6V             |    ~     ~          |    1|  192.760   pc  |  -0.6762     +0.6762  |paral   |2020yCat.1350....0G
2277|BD+04 5083                                                                                               |Star                              |00 01 47.9173227312 +05 02 29.263342596|100.6263870418820 -55.6657202768164|  8.974 -15.096   |9.87     |F8              |    ~     ~          |    1|  175.945   pc  |  -0.5851     +0.5851  |paral   |2020yCat.1350....0G
2278|BD+03 4919                                                                                               |Star                              |00 00 31.0862787216 +04 16 55.862098716|099.6219340932341 -56.2676366042218|  -6.951 -4.325   |10.03    |F8              |    ~     ~          |    1|  444.504   pc  |  -5.3150     +5.3150  |paral   |2020yCat.1350....0G
2279|BD+03 4920                                                                                               |Star                              |00 00 30.3953291400 +04 25 47.838588780|099.7107521030923 -56.1283416669484|   -5.192 0.662   |10.47    |K2              |    ~     ~          |    1| 1283.038   pc  | -30.4545    +30.4545  |paral   |2020yCat.1350....0G
2280|BD+03 4922                                                                                               |Star                              |00 02 22.8044997264 +04 45 46.705159404|100.7011778822360 -55.9767935979130|  37.959 -3.728   |9.95     |K0              |    ~     ~          |    1|  473.821   pc  |  -3.7044     +3.7044  |paral   |2020yCat.1350....0G
2281|BD+02 4744                                                                                               |Spectroscopic Binary              |00 00 39.9986517432 +03 20 11.040258192|099.0699215368705 -57.1643659730442|  -3.352 -7.859   |9.46     |K2              |    ~     ~          |    1|  528.989   pc  | -14.2993    +14.2993  |paral   |2020yCat.1350....0G
2282|LP 584-47                                                                                                |High Proper Motion Star           |00 01 22.5635223000 +03 48 13.753742256|099.6790807097470 -56.7907184946818| 147.022 -2.299   |10.94    |~               |    ~     ~          |    1|  112.533   pc  |  -0.1963     +0.1963  |paral   |2020yCat.1350....0G
2283|NGC 7811                           NGC 7811                                                              |Seyfert 1 Galaxy                  |00 02 26.4202485648 +03 21 06.941198088|099.8447621076854 -57.3070545629946|   -0.068 0.240   |14.68    |~               |0.410 0.402          |    0|                |                       |        |                   
2284|HD 342                                                                                                   |High Proper Motion Star           |00 08 05.7874382256 +04 55 38.077686228|103.2163484955259 -56.2764324464609|-38.845 -37.171   |8.16     |K0III           |    ~     ~          |    1|  297.690   pc  |  -2.7206     +2.7206  |paral   |2020yCat.1350....0G
2285|BD+04 3                                                                                                  |Star                              |00 08 15.4920386640 +05 15 11.793215556|103.4605668798153 -55.9774478246040|-13.340 -10.838   |10.70    |K0              |    ~     ~          |    1|  827.746   pc  | -11.3737    +11.3737  |paral   |2020yCat.1350....0G
2286|HD 420                                                                                                   |Star                              |00 08 48.4507202328 +05 05 49.577908992|103.6115306560220 -56.1671717478716|   26.471 8.442   |8.01     |K0III           |    ~     ~          |    1|  284.973   pc  |  -2.2495     +2.2495  |paral   |2020yCat.1350....0G
2287|HD 419                                                                                                   |High Proper Motion Star           |00 08 49.4955431976 +05 08 26.309754240|103.6420542487941 -56.1268590066250|   70.310 3.746   |8.35     |K1/2(III)       |    ~     ~          |    1|  254.816   pc  |  -1.7856     +1.7856  |paral   |2020yCat.1350....0G
2288|HD 543                                                                                                   |Star                              |00 09 54.9973991784 +04 49 57.041590332|103.9480672650649 -56.5011079918710|   12.238 7.914   |7.76     |K0III           |    ~     ~          |    1|  360.010   pc  |  -3.1235     +3.1235  |paral   |2020yCat.1350....0G
2289|BD+04 9                                                                                                  |High Proper Motion Star           |00 10 17.1504264912 +04 53 32.576271576|104.1388781434080 -56.4703887818740|  51.800 38.070   |9.61     |F8              |    ~     ~          |    1|  118.649   pc  |  -0.3167     +0.3167  |paral   |2020yCat.1350....0G
2290|** STF 6B                                                                                                |Star                              |00 10 16.6 +04 53 08                   |104.1314 -56.4763                  |            ~ ~   |10.9     |~               |    ~     ~          |    0|                |                       |        |                   
2291|BD+04 11                                                                                                 |Star                              |00 10 25.0487705352 +05 21 46.755682164|104.4373875341090 -56.0287549618354| 16.849 -17.686   |10.53    |F8              |    ~     ~          |    1|  243.593   pc  |  -1.3351     +1.3351  |paral   |2020yCat.1350....0G
2292|HD 654                                                                                                   |Star                              |00 10 50.6349663864 +05 05 19.682028708|104.4808213713502 -56.3217826599690| 16.998 -19.412   |8.46     |K1III           |    ~     ~          |    1|  391.359   pc  |  -4.7633     +4.7633  |paral   |2020yCat.1350....0G
2293|BD+04 5084                                                                                               |Spectroscopic Binary              |00 03 30.5050888704 +05 17 57.471576792|101.4891896692702 -55.5643260170447|  12.576 -1.257   |10.52    |K2              |    ~     ~          |    1| 1044.277   pc  | -34.5693    +34.5693  |paral   |2020yCat.1350....0G
2294|BD+04 5085                                                                                               |Star                              |00 03 53.7478575048 +05 12 46.016985924|101.6007161143737 -55.6775480911009|  12.788 -1.420   |10.81    |K2              |    ~     ~          |    1|  407.282   pc  |  -4.0474     +4.0474  |paral   |2020yCat.1350....0G
2295|BD+04 5086                                                                                               |High Proper Motion Star           |00 04 24.9223169280 +05 33 58.489728012|102.0182226517551 -55.3845839492798| 48.793 -32.249   |10.67    |G5              |    ~     ~          |    1|  236.972   pc  |  -1.3646     +1.3646  |paral   |2020yCat.1350....0G
2296|BD+04 5087                                                                                               |Star                              |00 05 16.5729757892 +05 00 18.931720011|102.0613474511098 -55.9846166721298|     -9.4 -12.3   |10.95    |G0              |    ~     ~          |    0|                |                       |        |                   
2297|HD 207                                                                                                   |High Proper Motion Star           |00 06 58.5835092840 +05 26 34.348911828|103.0204496669033 -55.7005531782906|108.975 -66.886   |9.07     |G6IV            |    ~     ~          |    1|   73.104   pc  |  -0.1112     +0.1112  |paral   |2020yCat.1350....0G
2298|HD 223                                                                                                   |Variable Star                     |00 07 02.4290970336 +05 17 16.780901280|102.9635136297711 -55.8529241641121| -4.113 -13.505   |8.33     |M3III           |    ~     ~          |    1|  587.096   pc  | -10.0992    +10.0992  |paral   |2020yCat.1350....0G
2299|BD+04 5090                                                                                               |Double or Multiple Star           |00 07 15.2733591432 +05 25 47.640983268|103.1305542217171 -55.7339370156903|-61.601 -55.593   |9.77     |G5              |    ~     ~          |    1|   80.018   pc  |  -0.1165     +0.1165  |paral   |2020yCat.1350....0G
2300|BD+04 5091                                                                                               |Star                              |00 07 19.9389419328 +04 51 21.542577696|102.8506674788570 -56.2864526333239| 14.756 -16.428   |9.90     |G0              |    ~     ~          |    1|  226.804   pc  |  -1.0957     +1.0957  |paral   |2020yCat.1350....0G
2301|HD 378                                                                                                   |Star                              |00 08 28.1730978552 +04 47 11.781631068|103.3000048162909 -56.4385083553635|   23.843 0.918   |9.21     |G8(IV)          |    ~     ~          |    1|  476.963   pc  |  -8.7812     +8.7812  |paral   |2020yCat.1350....0G
2302|HD 390                                                                                                   |High Proper Motion Star           |00 08 33.5886431016 +04 19 35.987001744|103.0866824849995 -56.8838272284824|  139.157 9.391   |9.14     |G6V             |    ~     ~          |    1|  131.688   pc  |  -0.3659     +0.3659  |paral   |2020yCat.1350....0G
2303|BD+03 8                                                                                                  |Spectroscopic Binary              |00 09 31.0341124296 +04 37 44.044212288|103.6671164456135 -56.6666962582679|  99.450 34.250   |9.48     |F8              |    ~     ~          |    1|  169.494   pc  |  -0.8188     +0.8188  |paral   |2020yCat.1350....0G
2304|BD+03 9                                                                                                  |High Proper Motion Star           |00 09 37.4359973880 +04 35 09.832502652|103.6904213402940 -56.7154622741086|-13.648 -68.215   |10.23    |K4              |    ~     ~          |    1|  234.006   pc  |  -1.2485     +1.2485  |paral   |2020yCat.1350....0G
2305|BD+03 11                                                                                                 |Star                              |00 10 21.5402887176 +04 43 36.636678660|104.0840087098963 -56.6341589911107| -21.837 -8.636   |9.63     |F5              |    ~     ~          |    1|  190.291   pc  |  -0.7894     +0.7894  |paral   |2020yCat.1350....0G
2306|BD+03 13                                                                                                 |Star                              |00 10 36.2377584216 +04 46 22.425521160|104.2143194701666 -56.6076001954382| 24.286 -24.675   |9.74     |G0              |    ~     ~          |    1|  126.237   pc  |  -0.3267     +0.3267  |paral   |2020yCat.1350....0G
2307|BD+03 4923                                                                                               |Star                              |00 02 47.1642914088 +04 39 01.085150556|100.8036853423406 -56.1169719583327| -4.797 -23.728   |10.09    |K2              |    ~     ~          |    1|  748.447   pc  |  -8.9067     +8.9067  |paral   |2020yCat.1350....0G
2308|HD 225108                                                                                                |Star                              |00 03 31.6571668584 +04 44 43.393532532|101.1728858129837 -56.0889933321734|  4.640 -12.907   |9.20     |A9V             |    ~     ~          |    1|  199.928   pc  |  -0.8154     +0.8154  |paral   |2020yCat.1350....0G
2309|BD+03 4927                                                                                               |High Proper Motion Star           |00 03 46.0841339808 +04 19 52.352048316|101.0269397918638 -56.4995726282533|-32.998 -72.313   |10.69    |F8              |    ~     ~          |    1|  150.575   pc  |  -0.5169     +0.5169  |paral   |2020yCat.1350....0G
2310|BD+03 4929                                                                                               |Star                              |00 05 16.0271218224 +04 23 17.401370100|101.7009555645888 -56.5683772253001| -8.507 -20.036   |10.18    |K0              |    ~     ~          |    1|  484.426   pc  |  -3.7547     +3.7547  |paral   |2020yCat.1350....0G
2311|HD 198                                                                                                   |Double or Multiple Star           |00 06 49.524 +04 27 28.22              |102.410099 -56.625877              |       20.9 5.0   |9.0      |F5V             |    ~     ~          |    0|                |                       |        |                   
2312|HD 252                                                                                                   |Variable Star                     |00 07 19.1629466304 +04 33 30.770552988|102.6795318903174 -56.5684508653480|  32.672 11.682   |8.450    |K5III           |    ~     ~          |    1|  647.543   pc  | -11.7826    +11.7826  |paral   |2020yCat.1350....0G
2313|BD+03 6                                                                                                  |High Proper Motion Star           |00 08 32.2770177864 +04 03 53.813069100|102.9309945291872 -57.1314913452582|  93.457 15.599   |9.97     |K0              |    ~     ~          |    1|   68.620   pc  |  -0.0805     +0.0805  |paral   |2020yCat.1350....0G
2314|HD 544                                                                                                   |Star                              |00 09 57.1144440936 +04 09 57.979014804|103.6067300560529 -57.1408608582889|   6.905 -7.025   |8.49     |K1/2III         |    ~     ~          |    1|  402.512   pc  |  -4.4878     +4.4878  |paral   |2020yCat.1350....0G
2315|BD+03 12                                                                                                 |High Proper Motion Star           |00 10 26.2815253248 +03 57 09.902352600|103.7047380226258 -57.3804566548659| 35.957 -46.265   |9.61     |F8              |    ~     ~          |    1|  110.623   pc  |  -0.2509     +0.2509  |paral   |2020yCat.1350....0G
2316|HD 680                                                                                                   |Star                              |00 11 05.6501147832 +04 07 59.130886188|104.0918327583136 -57.2555284762818|   7.917 -3.552   |7.44     |G8/K0III        |    ~     ~          |    1|  269.811   pc  |  -2.8828     +2.8828  |paral   |2020yCat.1350....0G
2317|BD+03 4924                                                                                               |Star                              |00 02 47.1017792808 +03 51 37.499372928|100.3172733558973 -56.8598090166877|    2.330 4.730   |9.02     |K0              |    ~     ~          |    1|  481.440   pc  |  -4.1721     +4.1721  |paral   |2020yCat.1350....0G
