C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST05:22:58

dec< 0&rah >=1.25&rah< 1.5&(cat='NGC'|Vmag< 11)
-----------------------------------------------

Number of objects : 2350

 #  |                                               identifier                                                |                typ                 |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |    spec. type    |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|------------------------------------|---------------------------------------|-----------------------------------|------------------|---------|------------------|---------------|-----|----------------|-----------------------|--------|-------------------
1445|CD-44 403                                                                                                |Star                                |01 25 53.8223967912 -43 53 09.795811164|282.6439841237757 -71.8593956764986|  38.776 -6.661   |10.45    |~                 |    ~     ~    |    1|  318.346   pc  |  -5.4640     +5.4640  |ST-L    |2020AJ....160...83S
1446|CD-45 476                                                                                                |Star                                |01 27 01.8339129864 -44 48 20.768292144|283.2939275145196 -70.9407058466197|   4.270 11.248   |10.90    |~                 |    ~     ~    |    1|  228.201   pc  |  -1.1457     +1.1457  |paral   |2020yCat.1350....0G
1447|CD-43 442                                                                                                |Star                                |01 27 20.3807479680 -43 02 09.793872420|280.6414465002567 -72.5041349781079|  14.052 -0.995   |10.36    |~                 |    ~     ~    |    1|  785.053   pc  |  -8.3202     +8.3202  |paral   |2020yCat.1350....0G
1448|CD-44 409                                                                                                |High Proper Motion Star             |01 28 04.6091347776 -43 58 27.959007036|281.6424043829305 -71.6078204299808|  58.187 16.774   |10.644   |~                 |    ~     ~    |    1|  152.944   pc  |  -1.2070     +1.2070  |ST-L    |2020AJ....160...83S
1449|CD-45 482                                                                                                |Spectroscopic Binary                |01 28 05.3487240000 -45 16 47.525897748|283.3868803429181 -70.4319912656424|  16.275 -4.605   |10.629   |~                 |    ~     ~    |    1|  833.786   pc  |-111.4000   +111.4000  |ST-L    |2020AJ....160...83S
1450|CD-45 485                                                                                                |Spectroscopic Binary                |01 28 34.8629808456 -44 26 05.203672548|282.0334503427287 -71.1556040988189|-22.234 -11.206   |10.962   |~                 |    ~     ~    |    1|  401.914   pc  | -15.2900    +15.2900  |ST-L    |2020AJ....160...83S
1451|CD-44 408                                                                                                |Star                                |01 27 58.1376146016 -44 02 01.856183208|281.7815385988057 -71.5633821227745|   7.806 -0.198   |10.31    |~                 |    ~     ~    |    1| 2124.495   pc  | -62.7374    +62.7374  |paral   |2020yCat.1350....0G
1452|TYC 7547-293-1                                                                                           |Star                                |01 23 13.2078597552 -44 15 44.264670084|284.5407241861407 -71.7134813605965|  3.763 -23.564   |10.93    |~                 |    ~     ~    |    1|  154.429   pc  |  -1.5220     +1.5220  |ST-L    |2020AJ....160...83S
1453|TYC 7547-402-1                                                                                           |Star                                |01 24 21.4673630760 -43 28 11.902108116|282.8897541021620 -72.3542466036148|   24.532 8.837   |10.635   |~                 |    ~     ~    |    1|  729.054   pc  | -92.7100    +92.7100  |ST-L    |2020AJ....160...83S
1454|TYC 7547-580-1                                                                                           |Star                                |01 29 04.4589521448 -43 31 29.037094248|280.4711956149942 -71.9246769144680|   10.647 0.015   |10.81    |~                 |    ~     ~    |    1|  892.061   pc  |  -9.0718     +9.0718  |paral   |2020yCat.1350....0G
1455|CD-49 390                                                                                                |High Proper Motion Star             |01 23 38.2598599704 -48 49 27.831171000|289.0354309854940 -67.4258966097313|-65.366 -48.340   |9.870    |~                 |    ~     ~    |    1|  144.866   pc  |  -1.4250     +1.4250  |ST-L    |2020AJ....160...83S
1456|HD 8630                                                                                                  |Star                                |01 24 06.6171006984 -49 30 59.940576180|289.4209525886305 -66.7457093565634|  12.155 12.233   |9.05     |F0V               |    ~     ~    |    1|  239.940   pc  |  -1.2148     +1.2148  |paral   |2020yCat.1350....0G
1457|HD 8870                                                                                                  |Star                                |01 26 32.2275288480 -49 43 16.347807552|288.6570092128555 -66.4229355085159| 11.112 -18.643   |9.64     |F5V               |    ~     ~    |    1|  199.410   pc  |  -0.4971     +0.4971  |paral   |2020yCat.1350....0G
1458|CD-50 384                                                                                                |Star                                |01 24 45.7389850608 -49 36 02.046483288|289.2364766661123 -66.6321589727785|  8.182 -16.753   |10.428   |~                 |    ~     ~    |    1|  225.157   pc  |  -2.4800     +2.4800  |ST-L    |2020AJ....160...83S
1459|CD-51 366                                                                                                |Star                                |01 29 11.8794288432 -50 46 34.122297252|288.5685820372961 -65.2860528126595|  36.001 23.690   |10.27    |~                 |    ~     ~    |    1|  341.810   pc  |  -1.6474     +1.6474  |paral   |2020yCat.1350....0G
1460|CD-51 361                                                                                                |Star                                |01 27 48.5301480648 -50 34 53.535360972|288.9040502992199 -65.5445521222551|   2.356 -7.807   |10.18    |~                 |    ~     ~    |    1|  884.017   pc  | -10.4719    +10.4719  |paral   |2020yCat.1350....0G
1461|HD 8852                                                                                                  |Star                                |01 26 16.1194251552 -48 49 36.090529536|287.9785665806896 -67.2778981932409| 28.105 -16.395   |9.03     |G8IV              |    ~     ~    |    1|  582.920   pc  |  -4.8931     +4.8931  |paral   |2020yCat.1350....0G
1462|HD 8913                                                                                                  |High Proper Motion Star             |01 26 52.8319817304 -49 15 43.401468132|288.1268779711770 -66.8348938063663|  50.990 -6.687   |8.46     |K1III             |    ~     ~    |    1|  380.156   pc  |  -2.4568     +2.4568  |paral   |2020yCat.1350....0G
1463|HD 9067                                                                                                  |Star                                |01 28 18.8866236432 -49 00 20.994872796|287.3349029203482 -66.9906004894769|   19.237 8.679   |6.96     |G3II/III          |    ~     ~    |    1|  298.490   pc  |  -3.6618     +3.6618  |paral   |2020yCat.1350....0G
1464|HD 9104                                                                                                  |Star                                |01 28 41.1327417696 -48 47 02.885577648|286.9798779022156 -67.1743143522825|-38.982 -12.699   |8.64     |F2V               |    ~     ~    |    1|  103.473   pc  |  -0.1788     +0.1788  |paral   |2020yCat.1350....0G
1465|CD-49 419                                                                                                |Star                                |01 29 39.0691429896 -48 48 25.470631512|286.6227202178349 -67.0933608020489| -22.273 -6.388   |9.35     |F8                |    ~     ~    |    1|  135.534   pc  |  -0.2388     +0.2388  |paral   |2020yCat.1350....0G
1466|CD-49 421                                                                                                |Star                                |01 29 49.1818902144 -48 47 24.347362956|286.5401705602179 -67.0985064146273|   0.851 -7.000   |9.15     |K0                |    ~     ~    |    1|  302.783   pc  |  -1.4118     +1.4118  |paral   |2020yCat.1350....0G
1467|HD 9194                                                                                                  |High Proper Motion Star             |01 29 31.7829637704 -50 26 09.300479352|288.1614585166258 -65.5858569318696|  63.101 -8.058   |9.66     |F5V               |    ~     ~    |    1|  172.951   pc  |  -1.1546     +1.1546  |paral   |2020yCat.1350....0G
1468|ASAS J012728-4928.3                                                                                      |Eclipsing Binary                    |01 27 26.6703460104 -49 28 14.214397656|288.0937051357143 -66.6073955190497|-23.790 -42.538   |10.371   |K1IV              |    ~     ~    |    1|  134.773   pc  |  -3.0170     +3.0170  |paral   |2020yCat.1350....0G
1469|CD-49 396                                                                                                |Star                                |01 25 34.3118641296 -49 16 31.806797664|288.6490838420260 -66.8953828936335|  13.739 -3.905   |9.975    |~                 |    ~     ~    |    1|  367.121   pc  |  -7.5630     +7.5630  |ST-L    |2020AJ....160...83S
1470|CD-49 411                                                                                                |Star                                |01 28 37.0172583384 -49 09 19.082921580|287.3565859778337 -66.8333839282241|-11.423 -13.793   |10.686   |~                 |    ~     ~    |    1|  174.184   pc  |  -1.4800     +1.4800  |ST-L    |2020AJ....160...83S
1471|CD-49 414                                                                                                |Star                                |01 29 14.5351798728 -48 40 22.372133772|286.6525738656825 -67.2430892756481|  -7.929 13.885   |9.69     |~                 |    ~     ~    |    1|  301.823   pc  |  -7.2969     +7.2969  |paral   |2020yCat.1350....0G
1472|CD-49 416                                                                                                |Star                                |01 29 18.7780818120 -49 05 51.539444160|287.0334279184975 -66.8449680961248|   15.179 4.678   |9.83     |~                 |    ~     ~    |    1|  658.979   pc  |  -6.4704     +6.4704  |paral   |2020yCat.1350....0G
1473|TYC 8039-885-1                                                                                           |Star                                |01 28 10.4258879184 -50 38 34.348877736|288.8232171246368 -65.4671526920066|  -5.618 -9.989   |10.87    |~                 |    ~     ~    |    1|  341.076   pc  |  -3.0363     +3.0363  |paral   |2020yCat.1350....0G
1474|HD 9002                                                                                                  |High Proper Motion Star             |01 27 37.6026432768 -48 30 10.425533940|287.1329281426678 -67.5002116280505|  32.700 51.692   |8.44     |K1IIICNII         |    ~     ~    |    1|  302.856   pc  | -10.3279    +10.3279  |paral   |2020yCat.1350....0G
1475|HD 9230                                                                                                  |High Proper Motion Star             |01 29 56.1364266120 -48 21 06.987675996|286.0572592034765 -67.4955107177634|  75.569 37.414   |8.84     |G1V               |    ~     ~    |    1|  110.951   pc  |  -0.1773     +0.1773  |paral   |2020yCat.1350....0G
1476|HD 7719                                                                                                  |Double or Multiple Star             |01 16 07.3927852056 -46 50 09.534402744|290.6931905585437 -69.7013018091456|-14.631 -25.837   |9.04     |K3III             |0.0033  0.0    |    1|  357.270   pc  |  -9.3434     +9.3434  |paral   |2020yCat.1350....0G
1477|CD-47 374                                                                                                |Star                                |01 16 28.5157223256 -46 40 47.875681884|290.4000391908551 -69.8343395130541|   8.555 -1.613   |10.06    |F2                |    ~     ~    |    1|  385.423   pc  |  -7.2480     +7.2480  |ST-L    |2020AJ....160...83S
1478|V* AK Phe                                                                                                |Long-Period Variable                |01 19 33.9377970888 -47 17 32.367105132|289.4759461492768 -69.0942743629905| -9.393 -11.741   |7.53     |M4III             |    ~     ~    |    1|  582.038   pc  |  -6.9448     +6.9448  |paral   |2020yCat.1350....0G
1479|CD-47 373                                                                                                |Star                                |01 16 21.7022950560 -46 29 59.340752052|290.3065540047155 -70.0126771694668| -16.171 -6.002   |10.961   |~                 |    ~     ~    |    1|  450.144   pc  |  -9.0610     +9.0610  |ST-L    |2020AJ....160...83S
1480|CD-47 377                                                                                                |Star                                |01 17 09.6454661664 -46 47 57.355198584|290.1726017399565 -69.6865722353784|-33.597 -22.488   |10.49    |~                 |    ~     ~    |    1|  316.206   pc  |  -2.7896     +2.7896  |paral   |2020yCat.1350....0G
1481|CD-47 380                                                                                                |Star                                |01 18 04.7157999504 -46 55 22.870252344|289.8452579265274 -69.5225047539696|  33.203 -7.350   |10.88    |~                 |    ~     ~    |    1|  185.767   pc  | -15.9916    +15.9916  |paral   |2020yCat.1350....0G
1482|CD-48 340                                                                                                |Star                                |01 19 52.2179685696 -48 17 07.587287016|290.1604830138791 -68.1316652647355|-24.507 -18.138   |10.23    |~                 |    ~     ~    |    1|  269.426   pc  |  -1.0453     +1.0453  |paral   |2020yCat.1350....0G
1483|CD-48 341                                                                                                |Star                                |01 20 07.7705582808 -47 47 50.319633624|289.6513394082945 -68.5843155164282|  1.021 -24.646   |10.510   |~                 |    ~     ~    |    1|  218.309   pc  |  -2.8170     +2.8170  |ST-L    |2020AJ....160...83S
1484|CD-48 332                                                                                                |Spectroscopic Binary                |01 18 25.7763245592 -47 30 07.358879916|290.1632431242026 -68.9514377686036|   17.725 1.514   |10.34    |~                 |    ~     ~    |    1| 1358.327   pc  | -38.1926    +38.1926  |paral   |2020yCat.1350....0G
1485|HD 7886                                                                                                  |Star                                |01 17 43.7567920224 -46 10 20.555170428|289.3607081689640 -70.2568921761705|  6.190 -17.338   |8.03     |G8III/IV          |    ~     ~    |    1|  147.929   pc  |  -0.3611     +0.3611  |paral   |2020yCat.1350....0G
1486|CD-46 361                                                                                                |High Proper Motion Star             |01 18 39.1005288432 -46 13 24.880927548|288.9582384320446 -70.1592889039452|   67.243 4.162   |10.90    |G0                |    ~     ~    |    1|  291.605   pc  |  -1.0119     +1.0119  |paral   |2020yCat.1350....0G
1487|HD 8024                                                                                                  |Star                                |01 18 50.9224523040 -46 09 07.189493760|288.7967221595940 -70.2166462801813|  25.705 20.097   |9.09     |F3V               |    ~     ~    |    1|  252.704   pc  |  -0.8749     +0.8749  |paral   |2020yCat.1350....0G
1488|HD 8382                                                                                                  |Star                                |01 22 10.3910736744 -46 13 17.524167744|287.2696360302207 -69.9607971700416|   -0.393 7.508   |8.46     |A3III/IV          |    ~     ~    |    1|  357.590   pc  |  -2.3400     +2.3400  |paral   |2020yCat.1350....0G
1489|V* AL Phe                                                                                                |Long-Period Variable                |01 25 13.9794742872 -45 55 34.834652112|285.5098614760362 -70.0417728802299|  16.634 -5.036   |10.20    |M3/4              |    ~     ~    |    1|  544.781   pc  |  -9.4972     +9.4972  |paral   |2020yCat.1350....0G
1490|HD 8735                                                                                                  |Star                                |01 25 14.6406976368 -45 56 28.179942360|285.5212996253442 -70.0273508449185|   13.660 8.264   |9.49     |A3                |    ~     ~    |    1|  261.397   pc  |  -1.0591     +1.0591  |paral   |2020yCat.1350....0G
1491|HD 8808                                                                                                  |Star                                |01 26 00.5721172800 -45 53 36.769732512|285.1080109511891 -70.0197003811129|  18.936 -2.438   |8.03     |K3III             |    ~     ~    |    1|  515.251   pc  |  -4.6725     +4.6725  |paral   |2020yCat.1350....0G
1492|CD-46 408                                                                                                |Star                                |01 27 44.7318058848 -46 14 10.899738384|284.7016590979567 -69.5855151630009|-27.713 -19.788   |10.105   |G0                |    ~     ~    |    1|  179.017   pc  |  -2.0890     +2.0890  |ST-L    |2020AJ....160...83S
1493|HD 8050                                                                                                  |Star                                |01 19 08.2975789752 -46 37 45.566821128|289.0929992329828 -69.7475515037774|  3.302 -10.395   |8.76     |F5V               |    ~     ~    |    1|  116.651   pc  |  -0.2313     +0.2313  |paral   |2020yCat.1350....0G
1494|CD-47 386                                                                                                |Star                                |01 19 12.2390461488 -46 38 41.245933632|289.0758996056390 -69.7293499793151|   0.776 11.425   |10.24    |F2                |    ~     ~    |    1|  316.206   pc  |  -1.3998     +1.3998  |paral   |2020yCat.1350....0G
1495|HD 8411                                                                                                  |High Proper Motion Star             |01 22 22.8273755640 -47 17 41.623291572|288.2151848465568 -68.9393927027623|-21.681 -53.914   |8.79     |F2Vs              |    ~     ~    |    1|  147.150   pc  |  -1.5547     +1.5547  |paral   |2020yCat.1350....0G
1496|CD-47 411                                                                                                |Star                                |01 23 54.4589574288 -46 47 12.626293920|287.0378493271612 -69.3266474775974|  -0.393 -1.335   |9.52     |~                 |    ~     ~    |    1|  510.856   pc  |  -3.9407     +3.9407  |paral   |2020yCat.1350....0G
1497|CD-47 422                                                                                                |Star                                |01 25 30.5947082784 -47 13 37.901888004|286.7688287379926 -68.8174439879419|   2.316 -1.838   |9.33     |K2                |    ~     ~    |    1|  699.399   pc  |  -6.3101     +6.3101  |paral   |2020yCat.1350....0G
1498|HD 8270                                                                                                  |Chemically Peculiar Star            |01 21 09.9841061040 -47 31 51.756229092|288.9669640080992 -68.7830261109799|-53.443 -82.990   |8.82     |F8IV              |    ~     ~    |    1|   81.834   pc  |  -0.2793     +0.2793  |paral   |2020yCat.1350....0G
1499|HD 8416                                                                                                  |High Proper Motion Star             |01 22 26.8459571496 -47 42 35.021500704|288.5642057085577 -68.5441687973109|-69.100 -122.643  |8.64     |G0V               |    ~     ~    |    1|   74.718   pc  |  -0.0916     +0.0916  |paral   |2020yCat.1350....0G
1500|HD 8796                                                                                                  |Star                                |01 25 49.0130003904 -47 47 03.640737228|287.1883487328719 -68.2793291414178|   19.577 4.372   |9.22     |A7IV/V            |    ~     ~    |    1|  234.642   pc  |  -2.8870     +2.8870  |ST-L    |2020AJ....160...83S
1501|HD 8821                                                                                                  |Double or Multiple Star             |01 25 56.10608 -47 53 55.9493          |287.24930569 -68.16531515          | -22.14 -126.01   |8.84     |G8VFe+0.6         |    ~     ~    |    0|                |                       |        |                   
1502|HD 9176                                                                                                  |Star                                |01 29 22.2906934392 -47 56 22.692447744|285.8625800903650 -67.9119165460699|   1.748 -0.596   |8.86     |F5IV/V            |    ~     ~    |    1|  148.155   pc  |  -3.5690     +3.5690  |paral   |2020yCat.1350....0G
1503|CD-47 388                                                                                                |Spectroscopic Binary                |01 19 17.5570293096 -46 32 45.791397060|288.9450572036415 -69.8184266226524|   6.210 -3.601   |10.51    |~                 |    ~     ~    |    1|  276.663   pc  | -15.2856    +15.2856  |paral   |2020yCat.1350....0G
1504|CD-47 394                                                                                                |High Proper Motion Star             |01 20 40.8464832024 -46 30 17.707980852|288.2518304337755 -69.7809304407767| 84.229 -31.487   |10.67    |~                 |    ~     ~    |    1|  164.929   pc  |  -0.4053     +0.4053  |paral   |2020yCat.1350....0G
1505|CD-47 400                                                                                                |Star                                |01 21 50.8885147584 -47 15 55.190434860|288.4253109943723 -68.9971696831107|  25.484 17.523   |10.869   |~                 |    ~     ~    |    1|  347.030   pc  |  -6.2520     +6.2520  |ST-L    |2020AJ....160...83S
1506|CD-48 352                                                                                                |Star                                |01 22 17.0034394320 -47 57 52.683086016|288.8607913459675 -68.3121248590948|   26.176 9.142   |10.63    |~                 |    ~     ~    |    1|  124.645   pc  |  -0.8085     +0.8085  |ST-L    |2020AJ....160...83S
1507|CD-46 385                                                                                                |Star                                |01 22 42.4522473360 -46 17 54.506324688|287.0959688075150 -69.8564361615589|   17.284 9.341   |10.56    |~                 |    ~     ~    |    1|  237.445   pc  |  -1.2460     +1.2460  |paral   |2020yCat.1350....0G
1508|CD-47 410                                                                                                |Star                                |01 23 53.3698521792 -46 59 19.633720740|287.2478386912817 -69.1389019815677|  1.644 -39.281   |10.338   |~                 |    ~     ~    |    1|  220.162   pc  |  -2.4570     +2.4570  |ST-L    |2020AJ....160...83S
1509|CD-47 416                                                                                                |Star                                |01 24 53.6407 -47 10 10.140            |286.9812677 -68.9091382            |   9.587 -1.088   |10.43    |~                 |    ~     ~    |    1|  710.439   pc  | -29.4000    +29.4000  |ST-L    |2020AJ....160...83S
1510|CD-47 415                                                                                                |High Proper Motion Star             |01 24 54.7410431760 -46 48 26.788568328|286.6054511448959 -69.2454027186717|  73.355 15.808   |10.88    |~                 |    ~     ~    |    1|  239.057   pc  |  -2.9210     +2.9210  |ST-L    |2020AJ....160...83S
1511|CD-47 418                                                                                                |Star                                |01 25 04.2628771368 -46 44 32.515535184|286.4665956730935 -69.2959754780908|   9.542 -4.925   |10.60    |~                 |    ~     ~    |    1|  412.201   pc  | -10.2100    +10.2100  |ST-L    |2020AJ....160...83S
1512|CD-48 375                                                                                                |Star                                |01 28 29.1434510424 -47 53 48.680751912|286.1833553134068 -68.0087009174960|   7.020 -5.721   |9.84     |~                 |    ~     ~    |    1|  748.335   pc  |  -6.9441     +6.9441  |paral   |2020yCat.1350....0G
1513|CD-48 376                                                                                                |Spectroscopic Binary                |01 28 38.3226960576 -47 43 52.276853064|285.9492065885891 -68.1517573241076|  16.755 -8.562   |10.072   |~                 |    ~     ~    |    1|  177.643   pc  |  -2.4010     +2.4010  |ST-L    |2020AJ....160...83S
1514|CD-47 437                                                                                                |Star                                |01 29 07.0564862808 -47 15 24.311765016|285.2427112403454 -68.5563849457549|  39.854 29.484   |10.82    |~                 |    ~     ~    |    1|  287.977   pc  |  -1.2854     +1.2854  |paral   |2020yCat.1350....0G
1515|CD-47 438                                                                                                |Star                                |01 29 08.0857873032 -46 48 47.712047652|284.7429878812790 -68.9612623638434|  16.742 10.979   |10.731   |~                 |    ~     ~    |    1|  393.128   pc  | -12.2500    +12.2500  |ST-L    |2020AJ....160...83S
1516|CD-48 383                                                                                                |Star                                |01 29 42.6268654464 -47 55 14.934569556|285.7040706841688 -67.9069992713536|  12.156 11.264   |10.79    |~                 |    ~     ~    |    1|  218.098   pc  |  -0.7611     +0.7611  |paral   |2020yCat.1350....0G
1517|CD-47 441                                                                                                |Star                                |01 29 45.8500270752 -47 20 15.830743056|285.0572461461841 -68.4382613176067|  35.531 10.502   |10.37    |~                 |    ~     ~    |    1|  838.856   pc  | -10.6959    +10.6959  |paral   |2020yCat.1350....0G
1518|TYC 8033-972-1                                                                                           |Spectroscopic Binary                |01 23 16.9601611968 -46 38 09.832941600|287.1710139788659 -69.5055858759831|    6.129 8.165   |10.91    |~                 |    ~     ~    |    1| 1171.921   pc  | -21.9744    +21.9744  |paral   |2020yCat.1350....0G
1519|TYC 8036-640-1                                                                                           |High Proper Motion Star             |01 21 24.4486305168 -47 31 17.793811380|288.8520856611444 -68.7789694127440|  73.999 52.673   |10.78    |~                 |    ~     ~    |    1|  198.240   pc  |  -0.5030     +0.5030  |paral   |2020yCat.1350....0G
1520|V* BY Phe                                                                                                |Long-Period Variable                |01 24 33.9416479008 -45 43 16.569153084|285.5959913796551 -70.2756866809559|  10.074 11.115   |7.79     |K5/M0III          |    ~     ~    |    1|  425.550   pc  |  -6.9540     +6.9540  |paral   |2020yCat.1350....0G
1521|CD-46 371                                                                                                |Star                                |01 20 05.7688184496 -45 58 37.137823248|288.0232660310250 -70.3127687922398|  14.180 -1.402   |10.471   |~                 |    ~     ~    |    1|  391.353   pc  |  -9.0710     +9.0710  |ST-L    |2020AJ....160...83S
1522|CD-46 398                                                                                                |Spectroscopic Binary                |01 25 36.1955893824 -45 37 10.807446216|284.9839859887779 -70.2994492069011|  26.871 14.910   |10.478   |~                 |    ~     ~    |    1|  270.497   pc  |  -7.2290     +7.2290  |ST-L    |2020AJ....160...83S
1523|HD 7632                                                                                                  |Double or Multiple Star             |01 15 31.4668398816 -45 49 46.513614612|290.1569821902290 -70.6965593781635|-25.435 -18.398   |9.69     |K2(III)           |    ~     ~    |    0|                |                       |        |                   
1524|CD-46 347                                                                                                |Star                                |01 15 05.1103788240 -45 55 48.716228316|290.4634945700399 -70.6213093242854|   6.640 -2.468   |10.62    |~                 |    ~     ~    |    1|  759.013   pc  | -11.8677    +11.8677  |paral   |2020yCat.1350....0G
1525|HD 8001                                                                                                  |Variable Star                       |01 18 44.1656869128 -43 19 58.514680236|285.8583351131744 -72.8788129980643|    0.263 8.486   |6.757    |K3III             |    ~     ~    |    1|  362.542   pc  |  -9.7000     +9.7000  |paral   |2020yCat.1350....0G
1526|HD 8049                                                                                                  |Eruptive Variable                   |01 19 14.8609090800 -43 37 47.427106296|285.9260848296623 -72.5683797078732|69.744 -245.257   |9.37     |K2V               |    ~     ~    |    1|   32.095   pc  |  -0.0213     +0.0213  |paral   |2020yCat.1350....0G
1527|HD 7787                                                                                                  |High Proper Motion Star             |01 16 51.9735606744 -44 02 08.771931384|287.7252417240854 -72.3339162171342|  56.682 -8.831   |9.53     |G8/K0(III)        |    ~     ~    |    1|  381.272   pc  |  -1.7880     +1.7880  |paral   |2020yCat.1350....0G
1528|HD 7869                                                                                                  |Star                                |01 17 35.4308294544 -43 57 26.339183820|287.2343602651233 -72.3650495828172| -6.615 -24.837   |9.80     |F6/7V             |    ~     ~    |    1|  198.091   pc  |  -2.0930     +2.0930  |ST-L    |2020AJ....160...83S
1529|HD 7972                                                                                                  |Star                                |01 18 22.5802207728 -44 11 49.396616916|287.0636723982204 -72.0917746515266| -32.144 -3.364   |8.63     |F5V               |    ~     ~    |    1|  106.652   pc  |  -0.1797     +0.1797  |paral   |2020yCat.1350....0G
1530|CD-44 374                                                                                                |Spectroscopic Binary                |01 19 51.8492633832 -43 59 50.314975980|286.0200009293474 -72.1855054080173|   31.176 3.544   |10.00    |~                 |    ~     ~    |    1|  189.597   pc  |  -3.2780     +3.2780  |ST-L    |2020AJ....160...83S
1531|CD-44 377                                                                                                |High Proper Motion Star             |01 20 13.8941745696 -43 54 57.352070736|285.7216841953103 -72.2373576717834| 157.593 62.090   |10.22    |G5                |    ~     ~    |    1|   90.903   pc  |  -0.1016     +0.1016  |paral   |2020yCat.1350....0G
1532|HD 8255                                                                                                  |Star                                |01 21 08.0398154544 -44 10 36.395877108|285.5437638046270 -71.9351297270836|    8.536 8.872   |9.90     |K0/2(III)         |    ~     ~    |    1|  646.998   pc  |  -4.8558     +4.8558  |paral   |2020yCat.1350....0G
1533|HD 7581                                                                                                  |High Proper Motion Star             |01 15 10.4081845080 -44 37 17.402792052|289.2530480391033 -71.8709700775327| 45.103 -27.965   |8.39     |F5IV/V            |    ~     ~    |    1|  178.177   pc  |  -0.5714     +0.5714  |paral   |2020yCat.1350....0G
1534|HD 7677                                                                                                  |High Proper Motion Star             |01 15 53.6853903144 -45 06 33.377751972|289.3240927354811 -71.3672315179805|-39.897 -59.551   |10.128   |F7/8V             |    ~     ~    |    1|  145.148   pc  |  -1.1100     +1.1100  |ST-L    |2020AJ....160...83S
1535|HD 8023                                                                                                  |Spectroscopic Binary                |01 18 54.6451587312 -44 56 12.874497792|287.5711687419323 -71.3629841709126|   4.492 -5.905   |8.92     |K0III             |    ~     ~    |    1|  653.595   pc  |  -9.9107     +9.9107  |paral   |2020yCat.1350....0G
1536|CD-45 436                                                                                                |Spectroscopic Binary                |01 19 24.5536548576 -45 06 29.789428176|287.4911100564841 -71.1720292376778|  -0.300 -1.659   |9.88     |~                 |    ~     ~    |    1|  752.502   pc  | -17.3275    +17.3275  |paral   |2020yCat.1350....0G
1537|HD 8305                                                                                                  |High Proper Motion Star             |01 21 32.1994673856 -45 08 14.598534516|286.4360981516485 -71.0144933454588| 154.233 63.054   |7.446    |F2V               |    ~     ~    |    1|   83.758   pc  |  -0.1249     +0.1249  |paral   |2020yCat.1350....0G
1538|HD 8340                                                                                                  |Double or Multiple Star             |01 21 52.7080800786 -44 39 36.868024789|285.7209283270898 -71.4368221878241|  64.080 45.852   |9.74     |G2V               |    ~     ~    |    1|  234.497   pc  | -43.3800    +43.3800  |ST-L    |2020AJ....160...83S
1539|HD 8362                                                                                                  |Spectroscopic Binary                |01 22 02.1844008528 -44 25 29.896251636|285.3611537086578 -71.6445901931827|   7.243 -6.466   |9.50     |K3(III)           |    ~     ~    |    1| 1225.490   pc  | -32.7398    +32.7398  |paral   |2020yCat.1350....0G
1540|* nu. Phe                                                                                                |High Proper Motion Star             |01 15 11.1214282378 -45 31 53.992580679|290.0735432871577 -70.9990759937772|665.086 178.070   |4.96     |F9VFe+0.4         |    ~     ~    |    1|   15.2609  pc  |  -0.0163     +0.0163  |paral   |2020yCat.1350....0G
1541|HD 7644                                                                                                  |Star                                |01 15 37.3805399592 -45 26 36.254766156|289.7698194182542 -71.0617338143654|-16.669 -18.588   |10.29    |F6V               |    ~     ~    |    1|  274.175   pc  |  -1.6162     +1.6162  |paral   |2020yCat.1350....0G
1542|HD 7910                                                                                                  |Spectroscopic Binary                |01 18 01.6168340112 -45 21 02.441648700|288.4453813906657 -71.0222966860565| 19.875 -16.706   |8.95     |K2III             |    ~     ~    |    1|  795.988   pc  | -12.3551    +12.3551  |paral   |2020yCat.1350....0G
1543|HD 8147                                                                                                  |Star                                |01 20 00.7933479384 -45 27 31.971808692|287.5457937032707 -70.8061129162163|   2.926 -4.188   |9.64     |A1V               |    ~     ~    |    1|  453.043   pc  | -12.7500    +12.7500  |ST-L    |2020AJ....160...83S
1544|CD-46 375                                                                                                |High Proper Motion Star             |01 20 25.2156835752 -45 37 39.737478432|287.5151746763784 -70.6231415155508|  48.460 14.147   |10.231   |F5                |    ~     ~    |    1|  198.376   pc  |  -2.0540     +2.0540  |ST-L    |2020AJ....160...83S
1545|HD 8718                                                                                                  |Spectroscopic Binary                |01 25 02.9376055944 -45 36 41.379342084|285.2396661586367 -70.3447213030800|  -10.036 2.693   |8.91     |K1/2III           |    ~     ~    |    1|  122.641   pc  |  -0.2617     +0.2617  |paral   |2020yCat.1350....0G
1546|CD-46 366                                                                                                |High Proper Motion Star             |01 19 33.7495733184 -45 47 34.216339164|288.1047638133375 -70.5171892942727|13.991 -101.708   |10.369   |G5                |    ~     ~    |    1|  251.064   pc  |  -3.3930     +3.3930  |ST-L    |2020AJ....160...83S
