C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST07:31:21

dec >=0&rah >=15.75&rah< 16.0&(cat='NGC'|Vmag< 11)
--------------------------------------------------

Number of objects : 2872

 #  |                                               identifier                                                |               typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |  spec. type   |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|----------------------------------|---------------------------------------|-----------------------------------|------------------|---------|---------------|---------------|-----|----------------|-----------------------|--------|-------------------
2741|TYC 1502-574-1                                                                                           |Spectroscopic Binary              |15 53 22.5715983000 +21 28 57.277272360|035.3869510812987 +48.3840684431456|  -4.755 -7.835   |10.96    |~              |    ~     ~    |    1| 2932.551   pc  |-153.9374   +153.9374  |paral   |2020yCat.1350....0G
2742|TYC 1502-585-1                                                                                           |Star                              |15 52 38.7348980496 +22 11 12.890184756|036.3322372158514 +48.7495110928546|  -21.592 1.205   |10.67    |~              |    ~     ~    |    1|  411.658   pc  |  -2.6097     +2.6097  |paral   |2020yCat.1350....0G
2743|TYC 2033-914-1                                                                                           |Star                              |15 47 21.6272503200 +22 56 13.354808928|036.9279307222949 +50.1284347917036| -4.474 -28.389   |10.85    |~              |    ~     ~    |    1|  653.766   pc  |  -6.2829     +6.2829  |paral   |2020yCat.1350....0G
2744|TYC 2033-1149-1                                                                                          |Star                              |15 46 27.2787739248 +22 37 38.951841216|036.3746457684114 +50.2464151374736|   -2.263 4.108   |10.24    |~              |    ~     ~    |    1| 1136.105   pc  | -22.5879    +22.5879  |paral   |2020yCat.1350....0G
2745|TYC 2036-675-1                                                                                           |Star                              |15 45 19.8101616384 +26 22 10.710207696|042.0398743652716 +51.3695404535764|  0.428 -13.447   |10.62    |~              |    ~     ~    |    1|  672.359   pc  |  -6.1933     +6.1933  |paral   |2020yCat.1350....0G
2746|TYC 2036-759-1                                                                                           |Star                              |15 48 37.4805297432 +25 48 33.681961080|041.4063215723547 +50.5318136930396|   8.037 38.472   |10.97    |~              |    ~     ~    |    1|  243.345   pc  |  -2.2384     +2.2384  |paral   |2020yCat.1350....0G
2747|HD 141286                                                                                                |Spectroscopic Binary              |15 47 23.1020120640 +28 18 24.586040124|045.2194687928697 +51.2604631640363|24.596 -100.298   |10.19    |G5             |    ~     ~    |    1|  146.186   pc  |  -3.0047     +3.0047  |paral   |2020yCat.1350....0G
2748|TYC 2040-369-1                                                                                           |Star                              |15 53 15.3183515376 +28 40 32.063570724|046.1119999782896 +50.0441378999892|  -1.342 -8.609   |10.96    |~              |    ~     ~    |    1| 1467.782   pc  | -26.0681    +26.0681  |paral   |2020yCat.1350....0G
2749|TYC 2572-241-1                                                                                           |Star                              |15 51 42.4832757792 +31 46 00.438630960|050.8608508086711 +50.7571243898137|  -2.742 -4.741   |10.93    |M2e            |    ~     ~    |    1| 1780.310   pc  | -44.0561    +44.0561  |paral   |2020yCat.1350....0G
2750|TYC 2574-472-1                                                                                           |Star                              |15 45 17.7499903272 +33 20 46.121089164|053.2482104334468 +52.2098021145856| -6.890 -11.498   |10.96    |~              |    ~     ~    |    1| 1095.890   pc  | -14.7720    +14.7720  |paral   |2020yCat.1350....0G
2751|TYC 2577-844-1                                                                                           |Star                              |15 45 03.5166201696 +35 55 24.652922952|057.4573984226882 +52.2917124847514|   -8.437 2.592   |10.76    |~              |    ~     ~    |    1| 1232.134   pc  | -17.0033    +17.0033  |paral   |2020yCat.1350....0G
2752|TYC 2578-383-1                                                                                           |Star                              |15 52 45.7013317464 +36 03 54.630946476|057.6648208994191 +50.7325529692134|   -9.677 0.202   |10.96    |~              |    ~     ~    |    1| 3010.235   pc  | -86.9905    +86.9905  |paral   |2020yCat.1350....0G
2753|TYC 2578-430-1                                                                                           |Star                              |15 48 56.5425354720 +36 37 18.993309600|058.5646803913355 +51.4956971074056|  10.694 -3.710   |10.92    |~              |    ~     ~    |    1| 1195.172   pc  | -15.1414    +15.1414  |paral   |2020yCat.1350....0G
2754|TYC 2578-661-1                                                                                           |Star                              |15 51 59.7209458368 +35 42 14.386958964|057.0924369740862 +50.8865846536187|  -7.487 -1.697   |10.91    |~              |    ~     ~    |    1| 1100.231   pc  | -15.6156    +15.6156  |paral   |2020yCat.1350....0G
2755|TYC 2578-664-1                                                                                           |Star                              |15 58 23.2474664136 +36 21 37.936073232|058.1338754972842 +49.5991418846512| -25.516 11.837   |10.272   |~              |    ~     ~    |    1|  155.188   pc  |  -5.8017     +5.8017  |paral   |2020yCat.1350....0G
2756|TYC 2578-1103-1                                                                                          |Star                              |15 55 49.7952581616 +35 33 27.371127528|056.8776543184499 +50.1056428209938|   2.295 14.773   |10.77    |~              |    ~     ~    |    1|  350.521   pc  | -11.7950    +11.7950  |paral   |2020yCat.1350....0G
2757|TYC 3053-410-1                                                                                           |Star                              |15 46 22.7959219536 +39 22 25.074283584|063.0407690827218 +51.8465931013158|  -10.036 0.064   |10.86    |~              |    ~     ~    |    1|  766.460   pc  |  -6.2858     +6.2858  |paral   |2020yCat.1350....0G
2758|TYC 3053-869-1                                                                                           |Star                              |15 45 44.1736336152 +39 47 37.107145572|063.7373500630898 +51.9299814163111|  -3.575 -2.712   |10.93    |~              |    ~     ~    |    1| 1150.483   pc  | -12.8390    +12.8390  |paral   |2020yCat.1350....0G
2759|TYC 3053-1695-1                                                                                          |Star                              |15 45 09.0985054560 +37 39 01.224352080|060.2753757315999 +52.2112031801609|  -15.236 1.995   |10.99    |~              |    ~     ~    |    1| 1391.595   pc  | -20.9146    +20.9146  |paral   |2020yCat.1350....0G
2760|TYC 3054-1416-1                                                                                          |Star                              |15 57 51.9327590064 +39 50 12.604966296|063.5012509594470 +49.6053072890468|  2.410 -24.948   |10.51    |~              |    ~     ~    |    1|  810.767   pc  |  -8.7427     +8.7427  |paral   |2020yCat.1350....0G
2761|TYC 3054-1977-1                                                                                          |Star                              |15 56 47.4097174416 +38 55 23.016069444|062.1077927334998 +49.8642714414440|   4.253 -2.933   |10.80    |~              |    ~     ~    |    1| 1008.369   pc  | -10.6765    +10.6765  |paral   |2020yCat.1350....0G
2762|TYC 3054-2030-1                                                                                          |Star                              |15 55 12.9724910760 +39 11 44.810146968|062.5570743291424 +50.1547264077244|  3.474 -10.526   |10.94    |~              |    ~     ~    |    1| 2063.132   pc  | -45.1190    +45.1190  |paral   |2020yCat.1350....0G
2763|TYC 3054-2092-1                                                                                          |Star                              |15 54 29.0241212232 +38 48 11.915610264|061.9568551385943 +50.3187368130095|   0.331 -3.337   |10.84    |~              |    ~     ~    |    1| 1602.307   pc  | -29.2682    +29.2682  |paral   |2020yCat.1350....0G
2764|TYC 3057-131-1                                                                                           |Star                              |15 48 32.1161669808 +40 36 53.223160320|064.9617594660506 +51.3118826313355|   2.237 -1.620   |10.74    |~              |    ~     ~    |    1| 1309.243   pc  | -20.7408    +20.7408  |paral   |2020yCat.1350....0G
2765|BD+42 2646B                                                                                              |High Proper Motion Star           |15 51 00.3532466568 +42 27 59.679759204|067.7870687244545 +50.6209048335484| 50.336 -97.029   |10.77    |~              |    ~     ~    |    1|  164.932   pc  |  -1.0201     +1.0201  |paral   |2020yCat.1350....0G
2766|HD 143208B                                                                                               |Star                              |15 57 26.8244567895 +41 39 39.880988457|066.3146826645236 +49.5322469452096| -25.006 -5.600   |10.33    |~              |    ~     ~    |    1|  204.851   pc  |  -0.5665     +0.5665  |paral   |2020yCat.1350....0G
2767|TYC 3059-581-1                                                                                           |High Proper Motion Star           |15 45 27.5626768296 +43 50 40.353221796|070.2124361797602 +51.3910463078744| -35.785 42.286   |10.97    |~              |    ~     ~    |    1|  133.656   pc  |  -0.1786     +0.1786  |paral   |2020yCat.1350....0G
2768|TYC 3060-295-1                                                                                           |High Proper Motion Star           |15 49 51.0686651040 +43 50 42.154871028|069.9848083465560 +50.6122589175577| -91.167 23.607   |10.69    |~              |    ~     ~    |    1|   75.664   pc  |  -0.0618     +0.0618  |paral   |2020yCat.1350....0G
2769|TYC 3060-1156-1                                                                                          |Red Giant Branch star             |15 59 42.2808336096 +43 59 17.143974420|069.7713636846025 +48.8374227368213|  1.984 -24.462   |10.89    |~              |    ~     ~    |    1|  622.123   pc  |  -4.3348     +4.3348  |paral   |2020yCat.1350....0G
2770|TYC 3490-148-1                                                                                           |Star                              |15 51 42.3247720224 +46 40 01.899469992|074.2028522939554 +49.7318867614620|   1.554 -4.430   |10.64    |~              |    ~     ~    |    1| 2348.520   pc  | -86.0426    +86.0426  |paral   |2020yCat.1350....0G
2771|TYC 3490-395-1                                                                                           |Star                              |15 50 46.6755019656 +47 00 56.543774436|074.7842895979230 +49.8066738056695|  -2.965 -2.301   |10.64    |~              |    ~     ~    |    1| 1931.248   pc  | -43.6377    +43.6377  |paral   |2020yCat.1350....0G
2772|TYC 3490-497-1                                                                                           |Star                              |15 45 07.8053767536 +46 18 31.108134960|074.0688619412089 +50.9160015083333|   -3.318 9.956   |10.39    |~              |    ~     ~    |    1|  405.647   pc  |  -5.4137     +5.4137  |paral   |2020yCat.1350....0G
2773|TYC 3490-663-1                                                                                           |Star                              |15 50 04.0250254704 +46 00 54.001621836|073.3109209293760 +50.1511957790308| -1.801 -11.337   |10.83    |~              |    ~     ~    |    1| 1986.887   pc  | -50.5308    +50.5308  |paral   |2020yCat.1350....0G
2774|TYC 3490-1058-1                                                                                          |Star                              |15 57 54.6611921376 +46 19 21.862254720|073.3463019926170 +48.7589446837631|  -0.119 -8.457   |10.99    |~              |    ~     ~    |    1|  980.296   pc  |  -9.7059     +9.7059  |paral   |2020yCat.1350....0G
2775|TYC 3493-548-1                                                                                           |High Proper Motion Star           |15 59 16.3910460072 +47 38 14.698229784|075.2184635247104 +48.2647122357619|-61.403 -68.069   |10.71    |~              |    ~     ~    |    1|  133.872   pc  |  -0.2169     +0.2169  |paral   |2020yCat.1350....0G
2776|TYC 3493-554-1                                                                                           |Star                              |15 48 21.7549265064 +47 45 39.866831532|076.0622997324504 +50.0198132019129|-27.632 -14.296   |10.85    |~              |    ~     ~    |    1|  242.654   pc  |  -0.5829     +0.5829  |paral   |2020yCat.1350....0G
2777|TYC 3493-1011-1                                                                                          |Star                              |15 54 25.9571323848 +49 25 29.387780508|078.1234000643400 +48.6160564028995| -25.512 19.876   |10.41    |~              |    ~     ~    |    1|  246.178   pc  |  -0.7697     +0.7697  |paral   |2020yCat.1350....0G
2778|TYC 3493-1111-1                                                                                          |Star                              |15 45 15.2387829480 +49 08 31.801408440|078.3526906431748 +50.1319606345853| -12.984 21.270   |10.68    |~              |    ~     ~    |    1|  345.018   pc  |  -2.0832     +2.0832  |paral   |2020yCat.1350....0G
2779|TYC 3493-1295-1                                                                                          |Star                              |15 52 31.7251690944 +48 10 56.814126888|076.4186651581340 +49.2384674373595|  12.317 26.428   |10.35    |~              |    ~     ~    |    1|  309.866   pc  |  -1.1714     +1.1714  |paral   |2020yCat.1350....0G
2780|TYC 3493-1337-1                                                                                          |Star                              |15 52 47.654 +48 08 28.62              |076.340779 +49.205806              |     -13.1 27.2   |10.91    |~              |    ~     ~    |    0|                |                       |        |                   
2781|BD+50 2236                                                                                               |Star                              |15 58 00.3909150960 +50 03 53.585359416|078.8221472979351 +47.8904235412068|  -7.883 33.016   |10.43    |~              |    ~     ~    |    1|  319.285   pc  |  -1.5088     +1.5088  |paral   |2020yCat.1350....0G
2782|TYC 3496-128-1                                                                                           |Star                              |15 47 50.6697802944 +50 21 50.772963744|079.9586176695753 +49.3628648277914| -14.213 -4.648   |10.97    |~              |    ~     ~    |    1|  225.266   pc  |  -8.9158     +8.9158  |paral   |2020yCat.1350....0G
2783|TYC 3496-139-1                                                                                           |High Proper Motion Star           |15 59 47.0485397808 +50 19 32.522695644|079.0860357351186 +47.5477220850851|-56.463 -123.994  |10.96    |~              |    ~     ~    |    1|  166.091   pc  |  -0.2814     +0.2814  |paral   |2020yCat.1350....0G
2784|TYC 3496-202-1                                                                                           |Star                              |15 49 16.6305828912 +50 37 24.546342468|080.2287117437997 +49.0661034456848|  -5.944 22.789   |10.96    |~              |    ~     ~    |    1|  970.403   pc  | -46.8957    +46.8957  |paral   |2020yCat.1350....0G
2785|TYC 3496-656-1                                                                                           |Star                              |15 46 06.5530651560 +51 13 31.529419572|081.3461113513331 +49.3464623612825|   -7.328 1.120   |10.51    |M2e            |    ~     ~    |    1| 1785.714   pc  | -59.3112    +59.3112  |paral   |2020yCat.1350....0G
2786|TYC 3870-516-1                                                                                           |Star                              |15 45 02.1615655944 +54 07 15.317546124|085.5455100672179 +48.4561684950818|    0.921 1.722   |10.95    |~              |    ~     ~    |    1| 1232.590   pc  | -18.5352    +18.5352  |paral   |2020yCat.1350....0G
2787|TYC 3870-1171-1                                                                                          |Star                              |15 55 22.0384341264 +53 02 10.270108104|083.2176864058294 +47.4095152676573| -24.352 10.332   |10.98    |~              |    ~     ~    |    1|  186.140   pc  |  -0.3153     +0.3153  |paral   |2020yCat.1350....0G
2788|TYC 3870-1872-1                                                                                          |Star                              |15 49 31.3254194016 +52 48 01.612139256|083.3269905584060 +48.3186330804504|   3.942 -0.606   |10.93    |~              |    ~     ~    |    1|  602.192   pc  |  -4.5692     +4.5692  |paral   |2020yCat.1350....0G
2789|TYC 3873-572-1                                                                                           |Star                              |15 52 47.5570060584 +57 07 03.472742388|088.9725826333112 +46.2670574059662|-16.540 -10.851   |10.13    |~              |    ~     ~    |    1|  135.024   pc  |  -0.1659     +0.1659  |paral   |2020yCat.1350....0G
2790|TYC 3873-597-1                                                                                           |High Proper Motion Star           |15 57 27.6315257640 +56 40 01.461178200|088.0174146164443 +45.8547358552407| -32.558 84.949   |10.66    |~              |    ~     ~    |    1|  157.250   pc  |  -0.2794     +0.2794  |paral   |2020yCat.1350....0G
2791|TYC 3873-1267-1                                                                                          |Star                              |15 53 10.9258687416 +55 11 59.998323336|086.3667844543058 +46.9574087937729|  -3.425 -4.874   |10.91    |~              |    ~     ~    |    1| 1127.523   pc  | -12.4588    +12.4588  |paral   |2020yCat.1350....0G
2792|TYC 3873-1487-1                                                                                          |Spectroscopic Binary              |15 52 37.0569173496 +55 38 16.247277816|087.0049703065897 +46.8675735469450|   1.498 18.598   |10.83    |~              |    ~     ~    |    1|  564.143   pc  |  -5.1239     +5.1239  |paral   |2020yCat.1350....0G
2793|TYC 3876-114-1                                                                                           |Star                              |15 47 43.9418626152 +59 12 14.334675192|092.1050177780821 +45.9764883712536|  3.162 -18.557   |10.76    |~              |    ~     ~    |    1|  221.803   pc  |  -0.7134     +0.7134  |paral   |2020yCat.1350....0G
2794|TYC 3876-371-1                                                                                           |Star                              |15 45 09.2180135472 +59 59 35.274613956|093.3276838618567 +45.8978594704418|  -21.175 3.572   |10.92    |~              |    ~     ~    |    1|  286.131   pc  |  -0.9006     +0.9006  |paral   |2020yCat.1350....0G
2795|TYC 3876-737-1                                                                                           |Star                              |15 47 01.2195866688 +59 00 18.413046504|091.9095981191373 +46.1482910505370|  7.933 -30.433   |10.52    |~              |    ~     ~    |    1|  578.302   pc  |  -3.4447     +3.4447  |paral   |2020yCat.1350....0G
2796|TYC 3876-1281-1                                                                                          |Star                              |15 56 59.2922300376 +58 18 16.912627344|090.2081263706317 +45.2769342151245|   2.666 -3.174   |10.98    |~              |    ~     ~    |    1| 1153.536   pc  | -12.1089    +12.1089  |paral   |2020yCat.1350....0G
2797|TYC 3876-1372-1                                                                                          |Star                              |15 59 50.0564746752 +57 32 46.469781240|089.0067718752118 +45.2249574741635|   4.862 -2.865   |10.84    |~              |    ~     ~    |    1| 1016.777   pc  | -12.9229    +12.9229  |paral   |2020yCat.1350....0G
2798|TYC 3876-1377-1                                                                                          |Star                              |15 59 19.8509821152 +57 48 03.823528284|089.3775472777000 +45.1899790574749|-22.742 -15.601   |10.64    |~              |    ~     ~    |    1|  192.950   pc  |  -0.4728     +0.4728  |paral   |2020yCat.1350....0G
2799|TYC 4182-864-1                                                                                           |Star                              |15 53 36.5226344568 +60 50 10.854179952|093.6996921308756 +44.5820976929563|  8.319 -11.246   |10.95    |~              |    ~     ~    |    1|  352.535   pc  |  -1.1682     +1.1682  |paral   |2020yCat.1350....0G
2800|TYC 4182-1371-1                                                                                          |Star                              |15 45 14.7427833072 +60 27 59.059817748|093.9152730718340 +45.6608246518462| 11.320 -27.945   |10.95    |~              |    ~     ~    |    1|  247.500   pc  |  -1.0291     +1.0291  |paral   |2020yCat.1350....0G
2801|TYC 4185-296-1                                                                                           |Star                              |15 51 09.6858922056 +64 34 41.077022052|098.4306955681251 +43.0244672648912|   -1.871 4.439   |10.84    |~              |    ~     ~    |    1| 3388.682   pc  |-189.4722   +189.4722  |paral   |2020yCat.1350....0G
2802|TYC 4185-556-1                                                                                           |High Proper Motion Star           |15 45 55.2544585992 +64 16 00.067204956|098.4690944630140 +43.6695229776811| -90.420 53.660   |10.92    |~              |    ~     ~    |    1|  245.441   pc  |  -1.7048     +1.7048  |paral   |2020yCat.1350....0G
2803|TYC 4188-309-1                                                                                           |Star                              |15 57 02.6750615688 +65 13 26.275079352|098.7635607985626 +42.1605928155218| 15.540 -15.208   |10.39    |~              |    ~     ~    |    1|  207.297   pc  |  -0.6747     +0.6747  |paral   |2020yCat.1350....0G
2804|TYC 4188-760-1                                                                                           |Star                              |15 50 41.7321123360 +65 01 34.952533464|098.9906236044271 +42.8364315955876|  -1.372 -8.663   |10.62    |~              |    ~     ~    |    1| 2403.268   pc  | -92.9888    +92.9888  |paral   |2020yCat.1350....0G
2805|TYC 4412-1662-1                                                                                          |Star                              |15 54 15.7401576984 +68 58 39.693015624|103.2165540892864 +40.4353989496704| 20.622 -32.148   |10.97    |~              |    ~     ~    |    1|  409.015   pc  |  -2.1581     +2.1581  |paral   |2020yCat.1350....0G
2806|TYC 4415-133-1                                                                                           |Star                              |15 49 15.9764299896 +72 14 29.063043312|106.9995111814552 +38.9036344428565|    5.542 2.417   |10.75    |~              |    ~     ~    |    1|  938.791   pc  |  -9.3421     +9.3421  |paral   |2020yCat.1350....0G
2807|TYC 4415-144-1                                                                                           |Star                              |15 53 35.8664941056 +70 13 07.525809408|104.6085823554465 +39.7947948190671|  2.954 -18.075   |10.98    |~              |    ~     ~    |    1|  455.353   pc  |  -2.0942     +2.0942  |paral   |2020yCat.1350....0G
2808|TYC 4415-259-1                                                                                           |Star                              |15 45 31.3088131704 +72 11 02.699945772|107.1637476809916 +39.1659068896902|    6.294 2.914   |10.85    |~              |    ~     ~    |    1|  663.702   pc  |  -4.4491     +4.4491  |paral   |2020yCat.1350....0G
2809|TYC 4415-989-1                                                                                           |Star                              |15 58 14.6244543960 +72 22 25.652031204|106.6293800970938 +38.2719730271323| -20.071 11.322   |10.86    |~              |    ~     ~    |    1| 1153.004   pc  | -12.3636    +12.3636  |paral   |2020yCat.1350....0G
2810|TYC 4415-1547-1                                                                                          |Star                              |15 55 06.4807531560 +70 39 45.299437668|104.9930458043846 +39.4408907783452|   -3.672 2.921   |10.26    |~              |    ~     ~    |    1|  832.016   pc  |  -8.0301     +8.0301  |paral   |2020yCat.1350....0G
2811|TYC 4418-1448-1                                                                                          |High Proper Motion Star           |15 51 58.7889272472 +72 42 58.830534036|107.3323740079786 +38.4567039971495| -69.893 -2.320   |10.96    |~              |    ~     ~    |    1|  131.406   pc  |  -0.1813     +0.1813  |paral   |2020yCat.1350....0G
2812|TYC 4560-161-1                                                                                           |Star                              |15 59 29.9338182648 +77 22 42.692696724|111.6400765853115 +35.2787979821735|    5.446 2.721   |10.82    |~              |    ~     ~    |    1|  854.555   pc  |  -8.1059     +8.1059  |paral   |2020yCat.1350....0G
2813|TYC 4560-2874-1                                                                                          |Star                              |15 48 44.9401897008 +76 24 29.504389428|111.1664511770122 +36.3580977447140|  -8.985 45.212   |10.84    |~              |    ~     ~    |    1|  225.994   pc  |  -0.5720     +0.5720  |paral   |2020yCat.1350....0G
2814|TYC 4563-415-1                                                                                           |Star                              |15 50 38.5121769168 +77 47 15.908084988|112.3956786702462 +35.3977023283376|  -3.318 -6.771   |10.44    |~              |    ~     ~    |    1|  921.744   pc  |  -9.0059     +9.0059  |paral   |2020yCat.1350....0G
2815|BD+79 477                                                                                                |Star                              |15 56 20.4935241216 +78 58 43.578022044|113.2985800051699 +34.4217721766313|   2.905 -1.864   |10.60    |~              |    ~     ~    |    1| 1330.318   pc  | -19.1133    +19.1133  |paral   |2020yCat.1350....0G
2816|TYC 4566-178-1                                                                                           |High Proper Motion Star           |15 45 48.3526296552 +80 11 35.742675552|114.7884865009739 +33.9943381834810| -40.664 52.549   |10.76    |~              |    ~     ~    |    1|  251.080   pc  |  -5.1946     +5.1946  |paral   |2020yCat.1350....0G
2817|TYC 4566-774-1                                                                                           |Star                              |15 49 43.0715380440 +80 41 52.318970700|115.1102196323710 +33.5367103988836|  -5.830 -3.636   |10.99    |~              |    ~     ~    |    1| 1182.732   pc  | -16.2267    +16.2267  |paral   |2020yCat.1350....0G
2818|TYC 4566-805-1                                                                                           |Star                              |15 48 20.5460452008 +81 45 14.414070780|116.0914541400670 +32.8703012343109|   -1.895 0.015   |10.65    |~              |    ~     ~    |    1| 1816.530   pc  | -56.7563    +56.7563  |paral   |2020yCat.1350....0G
2819|TYC 4566-1688-1                                                                                          |Star                              |15 45 46.1730453600 +80 34 33.336490728|115.1302822138340 +33.7376509724489|  -0.451 43.278   |10.88    |~              |    ~     ~    |    1|  260.417   pc  |  -1.7022     +1.7022  |paral   |2020yCat.1350....0G
2820|TYC 4634-655-1                                                                                           |Star                              |15 46 48.0305774592 +82 39 51.380974044|116.9266584333836 +32.2906243053413|  6.500 -14.643   |10.85    |~              |    ~     ~    |    1|  343.926   pc  |  -1.1474     +1.1474  |paral   |2020yCat.1350....0G
2821|TYC 4634-772-1                                                                                           |Star                              |15 52 31.5872760144 +82 50 14.139712320|116.9333110932961 +32.0405936251388|    5.627 8.541   |10.97    |~              |    ~     ~    |    1|  364.804   pc  |  -1.4506     +1.4506  |paral   |2020yCat.1350....0G
2822|HD 144463B                                                                                               |Star                              |15 48 43.1742256176 +83 37 10.384726076|117.7018533871996 +31.5955539965254|    1.529 0.685   |7.94     |kA3hA8VmF2     |    ~     ~    |    1|  294.603   pc  |  -6.1274     +6.1274  |paral   |2020yCat.1350....0G
2823|HD 144463A                                                                                               |Star                              |15 48 42.5379667534 +83 37 10.773254155|117.7021822744766 +31.5956953039020|    3.419 0.123   |7.57     |F6:V           |    ~     ~    |    1|  304.785   pc  |  -2.1365     +2.1365  |paral   |2020yCat.1350....0G
2824|2MASS J15503275+3749397                                                                                  |High Proper Motion Star           |15 50 32.7451642656 +37 49 39.637054632|060.4761721048880 +51.1373380976770| -73.812 11.038   |10.570   |~              |    ~     ~    |    1|   90.163   pc  |  -0.0748     +0.0748  |paral   |2020yCat.1350....0G
2825|TYC 3056-1901-1                                                                                          |Star                              |15 46 13.8104842488 +42 28 09.706114344|068.0004738990254 +51.4913350338012| -33.487 19.449   |10.32    |~              |    ~     ~    |    1|  228.462   pc  |  -0.6838     +0.6838  |paral   |2020yCat.1350....0G
2826|TYC 2040-1764-1                                                                                          |Star                              |15 55 26.0565341688 +29 32 11.840332848|047.5433340067762 +49.7020619150754|   -4.899 8.062   |10.46    |~              |    ~     ~    |    1|  173.545   pc  |  -0.5301     +0.5301  |paral   |2020yCat.1350....0G
2827|TYC 3873-1891-2                                                                                          |Star                              |15 47 38.118 +55 22 34.41              |087.052988 +47.619186              |       12.6 4.8   |9.46     |~              |    ~     ~    |    0|                |                       |        |                   
2828|TYC 360-628-2                                                                                            |Star                              |15 45 20.294 +04 31 55.00              |012.205384 +42.832014              |      1.9 -15.9   |10.05    |~              |    ~     ~    |    0|                |                       |        |                   
2829|TYC 360-958-2                                                                                            |Star                              |15 45 31.827 +04 01 36.05              |011.668818 +42.512710              |            ~ ~   |10.07    |~              |    ~     ~    |    0|                |                       |        |                   
2830|TYC 3870-1922-2                                                                                          |Star                              |15 46 58.044 +53 37 17.93              |084.686807 +48.381794              |     12.5 -27.1   |10.3     |~              |    ~     ~    |    0|                |                       |        |                   
2831|TYC 4418-561-2                                                                                           |Star                              |15 47 15.124 +73 27 10.52              |108.345815 +38.285066              |     -2.5 -17.1   |10.70    |~              |    ~     ~    |    0|                |                       |        |                   
2832|TYC 2036-1128-2                                                                                          |Star                              |15 48 27.714 +25 59 51.27              |041.684252 +50.606680              |     -16.3 31.4   |9.80     |~              |    ~     ~    |    0|                |                       |        |                   
2833|BD+35 2734B                                                                                              |Star                              |15 49 31.463782 +34 56 13.04122        |055.860951904 +51.381835797        |     -7.7 -13.2   |10.55    |~              |    ~     ~    |    0|                |                       |        |                   
2834|HD 141930B                                                                                               |Star                              |15 49 49.989533 +44 31 20.04396        |071.034060779 +50.493221593        |      -12.4 3.1   |9.35     |~              |    ~     ~    |    0|                |                       |        |                   
2835|HD 141894B                                                                                               |Star                              |15 50 53.3361900461 +19 10 48.160290081|031.8256769877043 +48.2118385162232|-12.321 -16.497   |9.52     |~              |    ~     ~    |    1|  259.963   pc  |  -2.8654     +2.8654  |paral   |2020yCat.1350....0G
2836|TYC 4412-1711-2                                                                                          |Star                              |15 50 51.964 +68 41 46.09              |103.130582 +40.846465              |     -23.6 12.7   |10.26    |~              |    ~     ~    |    0|                |                       |        |                   
2837|BD+14 2949B                                                                                              |Star                              |15 51 25.620692 +13 59 14.57520        |024.822204582 +46.128901584        |       3.2 -3.0   |10.62    |~              |    ~     ~    |    0|                |                       |        |                   
2838|TYC 4182-1293-2                                                                                          |High Proper Motion Star           |15 52 59.905 +60 06 52.07              |092.838285 +44.973106              |      12.0 58.1   |9.62     |~              |    ~     ~    |    0|                |                       |        |                   
2839|BD+20 3164B                                                                                              |High Proper Motion Star           |15 54 00.2490548952 +19 35 48.944352732|032.7762998221476 +47.6569873989766|-68.803 -92.304   |10.96    |~              |    ~     ~    |    1|  114.646   pc  |  -0.3365     +0.3365  |paral   |2020yCat.1350....0G
2840|HD 142910B                                                                                               |Star                              |15 56 45.3962935210 +12 28 39.925970529|023.6729482718767 +44.3106552089993| -45.244 -3.624   |7.78     |~              |    ~     ~    |    1|   81.1227  pc  |  -0.2086     +0.2086  |paral   |2020yCat.1350....0G
2841|TYC 2575-1215-2                                                                                          |Star                              |15 57 13.783463 +33 26 48.47240        |053.621127581 +49.728085138        |     -7.6 -12.6   |10.95    |~              |    ~     ~    |    0|                |                       |        |                   
2842|BD+31 2802B                                                                                              |Star                              |15 58 27.910121 +31 11 38.37327        |050.202371809 +49.265657121        |      -15.5 3.1   |10.96    |~              |    ~     ~    |    0|                |                       |        |                   
2843|TYC 3870-1922-1                                                                                          |Star                              |15 46 57.644 +53 37 17.53              |084.687203 +48.382754              |     -2.8 -27.0   |9.91     |~              |    ~     ~    |    0|                |                       |        |                   
2844|HD 141892A                                                                                               |Star                              |15 49 51.248 +42 47 19.64              |068.339236 +50.783393              |     -28.6 27.7   |9.89     |~              |    ~     ~    |    0|                |                       |        |                   
2845|TYC 3870-1641-1                                                                                          |Star                              |15 52 00.347 +52 33 54.59              |082.803964 +48.043988              |        8.1 4.6   |9.42     |~              |    ~     ~    |    0|                |                       |        |                   
2846|TYC 3870-1964-1                                                                                          |Star                              |15 51 59.357 +52 33 51.69              |082.804069 +48.046621              |        6.9 4.7   |9.67     |~              |    ~     ~    |    0|                |                       |        |                   
2847|BD+20 3164A                                                                                              |High Proper Motion Star           |15 54 00.3177156504 +19 35 50.177207220|032.7769113439942 +47.6568450837060|-67.055 -89.284   |10.88    |~              |    ~     ~    |    1|  113.314   pc  |  -0.8192     +0.8192  |paral   |2020yCat.1350....0G
