C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST07:31:21

dec >=0&rah >=15.75&rah< 16.0&(cat='NGC'|Vmag< 11)
--------------------------------------------------

Number of objects : 2872

 #  |                                               identifier                                                |               typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |  spec. type   |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|----------------------------------|---------------------------------------|-----------------------------------|------------------|---------|---------------|---------------|-----|----------------|-----------------------|--------|-------------------
523 |BD+51 2044                                                                                               |Star                              |15 58 46.2504758760 +50 41 52.384320096|079.6813006564606 +47.6043992502735| -8.632 -17.187   |10.35    |~              |    ~     ~    |    1|  199.577   pc  |  -0.4302     +0.4302  |paral   |2020yCat.1350....0G
524 |TYC 3496-472-1                                                                                           |Star                              |15 58 31.1234132808 +51 57 44.181939060|081.4914527856971 +47.2855835202988|  -4.968 19.350   |9.86     |~              |    ~     ~    |    1|  237.818   pc  |  -0.6504     +0.6504  |paral   |2020yCat.1350....0G
525 |TYC 3496-650-1                                                                                           |Star                              |15 57 25.8740315616 +52 06 37.854179316|081.7736750687388 +47.4012384573557|-21.841 -29.878   |10.04    |~              |    ~     ~    |    1|  165.481   pc  |  -1.9415     +1.9415  |paral   |2020yCat.1350....0G
526 |TYC 3496-800-1                                                                                           |Star                              |15 59 52.6695483864 +51 43 49.306132452|081.0753101034705 +47.1515930762102|-19.544 -16.190   |9.56     |~              |    ~     ~    |    1|  241.295   pc  |  -4.3726     +4.3726  |paral   |2020yCat.1350....0G
527 |TYC 3496-1119-1                                                                                          |Star                              |15 57 45.6665031072 +50 57 01.497256128|080.1067397605321 +47.6883595795289|  -18.597 7.917   |10.98    |~              |    ~     ~    |    1|  305.353   pc  |  -3.4219     +3.4219  |paral   |2020yCat.1350....0G
528 |GSC 03496-01189                                                                                          |Double or Multiple Star           |15 59 50.1061301280 +51 27 11.090252880|080.6865271583388 +47.2360646511943| -22.504 27.280   |10.632   |~              |    ~     ~    |    1|  263.470   pc  |  -0.6872     +0.6872  |paral   |2020yCat.1350....0G
529 |TYC 3496-1317-1                                                                                          |Star                              |15 55 33.6292429752 +51 30 05.808164724|081.0398862018355 +47.8593338852299| -13.836 -1.554   |10.84    |~              |    ~     ~    |    1|  731.582   pc  |  -5.8873     +5.8873  |paral   |2020yCat.1350....0G
530 |TYC 3496-1448-1                                                                                          |Star                              |15 59 58.7975890320 +51 36 41.518365372|080.9010922948462 +47.1700041842539| 23.338 -17.228   |9.52     |~              |    ~     ~    |    1|  516.796   pc  |  -2.8310     +2.8310  |paral   |2020yCat.1350....0G
531 |TYC 3496-1463-1                                                                                          |Star                              |15 59 13.7965903320 +50 41 17.196091584|079.6383167408266 +47.5370131168454|  -7.944 -8.528   |10.45    |~              |    ~     ~    |    1|  912.326   pc  |  -9.7384     +9.7384  |paral   |2020yCat.1350....0G
532 |HD 143160                                                                                                |Star                              |15 56 02.4461073216 +54 57 09.120758544|085.8133188513320 +46.6656083241421|-12.210 -26.989   |7.67     |K0             |    ~     ~    |    1|  231.594   pc  |  -0.8582     +0.8582  |paral   |2020yCat.1350....0G
533 |HD 143267                                                                                                |High Proper Motion Star           |15 56 47.7770325768 +54 59 11.221193400|085.8038646595260 +46.5521940433517| -59.151 34.492   |9.17     |G0             |    ~     ~    |    1|  130.552   pc  |  -1.4061     +1.4061  |paral   |2020yCat.1350....0G
534 |BD+54 1772                                                                                               |Horizontal Branch Star            |15 48 42.6097406904 +54 24 00.110668680|085.6253728765966 +47.8537516995465| -19.788 14.685   |9.47     |K0             |    ~     ~    |    1|  512.663   pc  |  -3.3116     +3.3116  |paral   |2020yCat.1350....0G
535 |BD+54 1774                                                                                               |Star                              |15 48 59.1460439328 +54 20 30.874055244|085.5226640929731 +47.8383345750982|   -9.439 4.107   |9.69     |K2             |    ~     ~    |    1|  864.528   pc  |  -8.8942     +8.8942  |paral   |2020yCat.1350....0G
536 |HD 234258                                                                                                |Star                              |15 45 50.9641674864 +53 51 40.593822408|085.1148581451600 +48.4452293141211| -20.373 -4.477   |9.67     |G5             |    ~     ~    |    1|  255.598   pc  |  -0.7513     +0.7513  |paral   |2020yCat.1350....0G
537 |BD+55 1796                                                                                               |Double or Multiple Star           |15 58 57.0122740872 +54 35 12.738237108|085.1040659600983 +46.3978735480986| -5.664 -43.630   |10.840   |G5             |    ~     ~    |    1|  115.964   pc  |  -0.1264     +0.1264  |paral   |2020yCat.1350....0G
538 |HD 143031                                                                                                |Star                              |15 55 23.1471237384 +54 01 54.760622592|084.5991002456196 +47.0750055093010| -11.073 29.914   |8.210    |K0             |    ~     ~    |    1|  311.585   pc  |  -1.6796     +1.6796  |paral   |2020yCat.1350....0G
539 |TYC 3870-824-1                                                                                           |Star                              |15 55 50.3445055632 +54 04 28.433504604|084.6246902827722 +46.9979117245615|   12.313 0.948   |10.60    |K              |    ~     ~    |    1|  140.538   pc  |  -0.2113     +0.2113  |paral   |2020yCat.1350....0G
540 |HD 234268                                                                                                |Star                              |15 55 49.0931406840 +54 05 02.572339200|084.6392906869452 +46.9975581948859|   7.670 13.886   |10.28    |F8             |    ~     ~    |    1|  163.271   pc  |  -0.3385     +0.3385  |paral   |2020yCat.1350....0G
541 |HD 234269                                                                                                |Star                              |15 56 00.3513578376 +54 09 24.806390220|084.7259139214243 +46.9468806682220|  5.411 -18.869   |9.28     |K0             |    ~     ~    |    1|  523.040   pc  |  -2.9546     +2.9546  |paral   |2020yCat.1350....0G
542 |HD 143531                                                                                                |Star                              |15 58 15.5973890808 +54 29 13.568187084|085.0165678700995 +46.5257193135514|  9.799 -39.802   |8.49     |K5             |    ~     ~    |    1|  376.946   pc  |  -6.6355     +6.6355  |paral   |2020yCat.1350....0G
543 |V* CL Dra                                                                                                |delta Sct Variable                |15 57 47.4406627440 +54 44 59.149579992|085.4090539718531 +46.5002452099195|-151.009 107.081  |8.75     |F1IVab         |    ~     ~    |    1|   33.761   pc  |  -0.0922     +0.0922  |paral   |2020yCat.1350....0G
544 |HD 141508                                                                                                |Double or Multiple Star           |15 46 57.79 +53 37 18.0                |084.68718 +48.38237                |         10 -22   |9.1      |G0             |    ~     ~    |    0|                |                       |        |                   
545 |HD 234263                                                                                                |Star                              |15 48 41.4861895560 +53 40 51.133990908|084.6286432529998 +48.1224366805026|   15.874 8.306   |9.45     |G0             |    ~     ~    |    1|  168.042   pc  |  -0.3021     +0.3021  |paral   |2020yCat.1350....0G
546 |BD+54 1783                                                                                               |Star                              |15 56 46.5529834368 +53 34 21.157917996|083.8629348262533 +47.0354527790333|  -8.736 30.201   |9.95     |G5             |    ~     ~    |    1|   89.137   pc  |  -0.3440     +0.3440  |paral   |2020yCat.1350....0G
547 |HD 141654                                                                                                |Star                              |15 47 45.9596403792 +52 57 28.382520384|083.6890835833199 +48.5115716804312|  -7.570 -1.674   |9.19     |K5             |    ~     ~    |    1|  567.634   pc  |  -4.8976     +4.8976  |paral   |2020yCat.1350....0G
548 |HD 142282B                                                                                               |Star                              |15 51 09.3763634568 +52 54 26.102159172|083.3505511546970 +48.0502660439059|  -10.586 0.109   |8.89     |F5V            |    ~     ~    |    1|  116.874   pc  |  -0.5518     +0.5518  |paral   |2020yCat.1350....0G
549 |HD 234265                                                                                                |Star                              |15 52 51.6877159320 +53 18 58.144773780|083.7937968449409 +47.6704808962007|   7.140 -7.894   |10.70    |F2             |    ~     ~    |    1|  323.593   pc  |  -1.0890     +1.0890  |paral   |2020yCat.1350....0G
550 |HD 142740                                                                                                |High Proper Motion Star           |15 53 39.3828678024 +52 41 59.119920096|082.8707750689899 +47.7632166040405|-10.602 100.125   |8.67     |G5             |    ~     ~    |    1|   85.533   pc  |  -0.5158     +0.5158  |paral   |2020yCat.1350....0G
551 |HD 143741                                                                                                |Star                              |15 59 37.1936083632 +53 09 10.577728764|083.0829144143298 +46.7670380581741|  30.356 26.780   |7.87     |K2             |    ~     ~    |    1|  360.828   pc  |  -2.3045     +2.3045  |paral   |2020yCat.1350....0G
552 |BD+52 1912a                                                                                              |Star                              |15 51 59.517 +52 33 52.91              |082.804346 +48.046126              |      21.9 20.0   |9.6      |F2             |    ~     ~    |    0|                |                       |        |                   
553 |HD 142417                                                                                                |Double or Multiple Star           |15 52 00.34543 +52 33 54.5747          |082.80396019 +48.04399309          |      6.65 3.24   |8.9      |F2             |    ~     ~    |    0|                |                       |        |                   
554 |HD 234267                                                                                                |High Proper Motion Star           |15 54 58.7663449896 +52 24 13.937482872|082.3583059094397 +47.6677588329831|  -8.027 93.771   |9.31     |G5             |    ~     ~    |    1|   93.795   pc  |  -0.1214     +0.1214  |paral   |2020yCat.1350....0G
555 |BD+52 1925                                                                                               |Star                              |15 59 33.7392140568 +52 29 47.189516388|082.1718962993548 +46.9748235058690| -6.936 -20.016   |9.89     |K0             |    ~     ~    |    1|  655.652   pc  |  -4.7287     +4.7287  |paral   |2020yCat.1350....0G
556 |IRAS 15511+5300                                                                                          |Star                              |15 52 28.5557023464 +52 51 19.248184188|083.1772998472866 +47.8803410221333|    6.314 1.048   |9.67     |~              |    ~     ~    |    1| 1600.000   pc  | -35.5840    +35.5840  |paral   |2020yCat.1350....0G
557 |HD 142208                                                                                                |Star                              |15 50 52.8574456152 +52 15 13.357791900|082.4482344541030 +48.3088625609841| -36.520 31.837   |8.85     |K0             |    ~     ~    |    1|  425.170   pc  |  -2.3681     +2.3681  |paral   |2020yCat.1350....0G
558 |BD+53 1814                                                                                               |Star                              |15 49 29.7378283437 +52 45 41.978904420|083.2743176225485 +48.3357787465171|  -11.092 1.975   |10.80    |~              |    ~     ~    |    1|  152.5274  pc  |  -5.0042     +5.0042  |paral   |2018yCat.1345....0G
559 |TYC 3496-422-1                                                                                           |Star                              |15 51 01.8133066056 +52 12 24.389306820|082.3702885632311 +48.3027528958761|    0.571 0.720   |10.56    |~              |    ~     ~    |    1| 1308.044   pc  | -18.9919    +18.9919  |paral   |2020yCat.1350....0G
560 |TYC 3496-477-1                                                                                           |Star                              |15 57 29.6921200608 +52 23 19.395473244|082.1606947747480 +47.3076988016814| 20.484 -19.523   |9.89     |~              |    ~     ~    |    1|  371.278   pc  |  -1.6128     +1.6128  |paral   |2020yCat.1350....0G
561 |TYC 3496-524-1                                                                                           |Star                              |15 53 56.4549159264 +52 26 50.764434108|082.4946475503435 +47.8039750075585| -15.945 26.907   |10.21    |~              |    ~     ~    |    1|  271.621   pc  |  -4.3160     +4.3160  |paral   |2020yCat.1350....0G
562 |TYC 3496-612-1                                                                                           |High Proper Motion Star           |15 49 45.8369272368 +52 27 16.849090944|082.8190907811333 +48.4024001597776| -30.469 45.485   |10.57    |~              |    ~     ~    |    1|  132.256   pc  |  -0.1784     +0.1784  |paral   |2020yCat.1350....0G
563 |TYC 3496-896-1                                                                                           |High Proper Motion Star           |15 52 57.9810940176 +51 58 47.092767168|081.9038954912094 +48.0945885364796| 35.891 -31.723   |9.93     |~              |    ~     ~    |    1|  303.961   pc  |  -8.9805     +8.9805  |paral   |2020yCat.1350....0G
564 |TYC 3496-925-1                                                                                           |Spectroscopic Binary              |15 53 26.5772153304 +52 15 35.001026028|082.2658667849685 +47.9361288178694|   -7.929 8.615   |10.43    |~              |    ~     ~    |    1|  319.397   pc  |  -1.6118     +1.6118  |paral   |2020yCat.1350....0G
565 |TYC 3496-1061-1                                                                                          |Star                              |15 55 21.9661978080 +52 02 04.580446884|081.8095749622870 +47.7266297681608|  -3.463 19.177   |10.61    |~              |    ~     ~    |    1|  813.074   pc  |  -7.3381     +7.3381  |paral   |2020yCat.1350....0G
566 |TYC 3496-1132-1                                                                                          |Star                              |15 53 00.8400994680 +52 18 34.225336224|082.3677235859545 +47.9822760054186|   -9.119 5.324   |10.16    |~              |    ~     ~    |    1|  268.875   pc  |  -0.9687     +0.9687  |paral   |2020yCat.1350....0G
567 |TYC 3496-1361-1                                                                                          |Star                              |15 56 04.6227154296 +52 13 29.559615348|082.0283905617182 +47.5642250086856|  -4.730 -6.828   |9.87     |K3III          |    ~     ~    |    1|  857.045   pc  |  -7.8594     +7.8594  |paral   |2020yCat.1350....0G
568 |TYC 3870-65-1                                                                                            |Star                              |15 56 24.9792744744 +53 52 15.999718440|084.3019153681913 +46.9866883687103|  -12.585 2.010   |10.47    |~              |    ~     ~    |    1|  822.436   pc  |  -9.8078     +9.8078  |paral   |2020yCat.1350....0G
569 |TYC 3870-132-1                                                                                           |Star                              |15 54 21.1182998496 +54 51 49.346083224|085.8186127188432 +46.9240433133823|   -9.807 9.317   |10.69    |~              |    ~     ~    |    1|  969.368   pc  | -11.5580    +11.5580  |paral   |2020yCat.1350....0G
570 |TYC 3870-163-1                                                                                           |Star                              |15 51 32.0472524280 +53 59 16.826795376|084.8302413390272 +47.6205175409421|  -3.435 19.427   |10.26    |~              |    ~     ~    |    1|  148.936   pc  |  -0.2662     +0.2662  |paral   |2020yCat.1350....0G
571 |TYC 3870-220-1                                                                                           |Star                              |15 49 28.5251473824 +54 01 01.825718160|085.0334690513162 +47.8919757939890|  -23.171 7.230   |10.35    |~              |    ~     ~    |    1|  262.103   pc  |  -1.0236     +1.0236  |paral   |2020yCat.1350....0G
572 |TYC 3870-293-1                                                                                           |Star                              |15 58 17.4070812288 +54 06 54.410600952|084.5042457295640 +46.6457982339326| -9.236 -12.760   |10.95    |~              |    ~     ~    |    1|  322.186   pc  |  -1.1937     +1.1937  |paral   |2020yCat.1350....0G
573 |TYC 3870-350-1                                                                                           |High Proper Motion Star           |15 45 39.3738404568 +54 15 15.037400124|085.6776957572652 +48.3209552558677| -26.815 62.471   |10.65    |~              |    ~     ~    |    1|  289.193   pc  |  -1.1207     +1.1207  |paral   |2020yCat.1350....0G
574 |TYC 3870-366-1                                                                                           |Star                              |15 53 29.1100856040 +53 28 36.174000036|083.9707787835107 +47.5284144395561| -0.345 -13.202   |10.19    |M1V            |    ~     ~    |    1| 1022.599   pc  | -10.6662    +10.6662  |paral   |2020yCat.1350....0G
575 |TYC 3870-683-1                                                                                           |Star                              |15 57 34.7988855864 +53 52 05.372062464|084.2144371507342 +46.8258790417504|  16.536 17.697   |10.95    |~              |    ~     ~    |    1|  258.398   pc  |  -0.7144     +0.7144  |paral   |2020yCat.1350....0G
576 |TYC 3870-733-1                                                                                           |Star                              |15 48 41.1978639216 +54 21 32.725124496|085.5707399796071 +47.8723091531425|   5.477 -3.737   |10.54    |~              |    ~     ~    |    1|  884.486   pc  |  -8.9966     +8.9966  |paral   |2020yCat.1350....0G
577 |TYC 3870-1076-1                                                                                          |Star                              |15 52 34.0226496768 +53 12 19.882560240|083.6614213835129 +47.7494940513549|  7.134 -16.811   |10.96    |~              |    ~     ~    |    1| 1105.339   pc  | -15.0278    +15.0278  |paral   |2020yCat.1350....0G
578 |GSC 03870-01085                                                                                          |Double or Multiple Star           |15 54 21.934800 +53 36 47.84904        |084.095035980 +47.359018067        |      -16.4 8.6   |10.617   |G2II-III       |    ~     ~    |    0|                |                       |        |                   
579 |TYC 3870-1091-1                                                                                          |Star                              |15 51 52.6803620688 +54 00 18.976861980|084.8274371872245 +47.5671468787007|   8.025 -6.951   |10.24    |~              |    ~     ~    |    1|  268.428   pc  |  -0.9079     +0.9079  |paral   |2020yCat.1350....0G
580 |RX J1547.1+5302                                                                                          |Eclipsing Binary                  |15 47 10.5583242960 +53 02 10.794416784|083.8476770864661 +48.5664265791464|  16.062 30.862   |10.05    |G7V            |    ~     ~    |    1|  108.079   pc  |  -0.1472     +0.1472  |paral   |2020yCat.1350....0G
581 |TYC 3870-1173-1                                                                                          |Star                              |15 48 57.6966786120 +54 14 10.064437368|085.3783467929569 +47.8810661895244|  1.399 -10.932   |10.95    |~              |    ~     ~    |    1| 1065.417   pc  | -11.8052    +11.8052  |paral   |2020yCat.1350....0G
582 |TYC 3870-1175-1                                                                                          |Star                              |15 57 57.1839706512 +53 03 55.340710056|083.0753882987787 +47.0320174469240| -11.892 -9.378   |10.80    |~              |    ~     ~    |    1|  405.861   pc  |  -1.8284     +1.8284  |paral   |2020yCat.1350....0G
583 |TYC 3870-1190-1                                                                                          |Star                              |15 48 56.1244352784 +53 27 51.926439996|084.3065889864390 +48.1669635711729|   0.896 -7.868   |10.08    |~              |    ~     ~    |    1| 1474.274   pc  | -22.6042    +22.6042  |paral   |2020yCat.1350....0G
584 |TYC 3870-1285-1                                                                                          |Star                              |15 48 34.0194172536 +52 50 42.671979456|083.4657180750813 +48.4383407875971|  -4.905 -2.818   |10.67    |~              |    ~     ~    |    1| 2138.580   pc  | -55.7970    +55.7970  |paral   |2020yCat.1350....0G
585 |TYC 3870-1293-1                                                                                          |Star                              |15 57 35.7563053296 +53 13 20.722411488|083.3188311227678 +47.0330565192447|  -11.256 7.836   |10.66    |~              |    ~     ~    |    1|  736.214   pc  |  -5.7995     +5.7995  |paral   |2020yCat.1350....0G
586 |TYC 3870-1299-1                                                                                          |High Proper Motion Star           |15 48 08.4022428168 +52 51 10.712944836|083.5108691369647 +48.4959571221182|  -70.157 9.934   |10.99    |~              |    ~     ~    |    1|  358.590   pc  |  -2.1345     +2.1345  |paral   |2020yCat.1350....0G
587 |TYC 3870-1328-1                                                                                          |Star                              |15 50 36.7090842528 +52 50 21.847443720|083.2969977767432 +48.1506345345207|  -14.560 1.217   |9.91     |G1.5V          |    ~     ~    |    1|  116.546   pc  |  -0.9236     +0.9236  |paral   |2020yCat.1350....0G
588 |TYC 3870-1403-1                                                                                          |Star                              |15 55 55.2896229072 +52 48 14.684174712|082.8532521798142 +47.4051381055249|   2.374 -7.258   |10.58    |~              |    ~     ~    |    1|  337.655   pc  |  -1.6646     +1.6646  |paral   |2020yCat.1350....0G
589 |TYC 3870-1469-1                                                                                          |Star                              |15 50 59.7617390664 +52 46 16.524876108|083.1713804035767 +48.1192139380155| -2.641 -20.478   |10.91    |~              |    ~     ~    |    1|  395.804   pc  |  -2.6946     +2.6946  |paral   |2020yCat.1350....0G
590 |TYC 3870-1606-1                                                                                          |Star                              |15 52 50.7877450680 +52 35 36.877897752|082.7811790978030 +47.9140453995858|  -8.201 31.442   |10.50    |~              |    ~     ~    |    1|  153.320   pc  |  -4.7696     +4.7696  |paral   |2020yCat.1350....0G
591 |TYC 3870-1613-1                                                                                          |Star                              |15 51 13.5768770880 +53 04 11.233214328|083.5735323054088 +47.9848247198179|   2.164 -5.124   |10.08    |~              |    ~     ~    |    1|  420.504   pc  |  -2.6877     +2.6877  |paral   |2020yCat.1350....0G
592 |TYC 3870-1617-1                                                                                          |Star                              |15 54 56.4474241944 +52 34 32.181312900|082.6027959189552 +47.6188359932736|   4.770 -3.888   |10.89    |~              |    ~     ~    |    1|  494.609   pc  |  -4.3790     +4.3790  |paral   |2020yCat.1350....0G
593 |TYC 3870-1654-1                                                                                          |Star                              |15 52 29.5839573024 +52 58 15.198326688|083.3382677688130 +47.8392028470405|   -1.771 4.466   |10.67    |~              |    ~     ~    |    1| 2225.684   pc  | -57.9580    +57.9580  |paral   |2020yCat.1350....0G
594 |TYC 3870-1689-1                                                                                          |Star                              |15 49 15.3580790496 +52 32 40.571637540|082.9861547641859 +48.4444897473368|-20.311 -15.639   |10.51    |~              |    ~     ~    |    1|  264.166   pc  |  -0.9909     +0.9909  |paral   |2020yCat.1350....0G
595 |TYC 3870-1693-1                                                                                          |Star                              |15 52 12.8564289696 +52 39 07.047595404|082.9107079993486 +47.9853679847023|   1.626 -3.158   |10.60    |~              |    ~     ~    |    1|  849.473   pc  |  -8.4428     +8.4428  |paral   |2020yCat.1350....0G
596 |TYC 3870-1726-1                                                                                          |Star                              |15 54 02.0497001424 +53 05 32.360299440|083.3934730629616 +47.5802663671434|  -5.550 16.173   |9.85     |~              |    ~     ~    |    1| 1387.155   pc  | -26.9388    +26.9388  |paral   |2020yCat.1350....0G
597 |TYC 3870-1763-1                                                                                          |Star                              |15 59 49.7395215768 +52 46 54.160933008|082.5524381567156 +46.8505640272823|   8.665 -9.958   |9.84     |~              |    ~     ~    |    1|  666.800   pc  |  -5.0242     +5.0242  |paral   |2020yCat.1350....0G
598 |TYC 3870-1764-1                                                                                          |Star                              |15 47 54.9353580168 +52 50 53.791936800|083.5222710348506 +48.5293230733384|  -7.145 -7.480   |10.49    |~              |    ~     ~    |    1|  966.090   pc  | -11.6666    +11.6666  |paral   |2020yCat.1350....0G
599 |TYC 3870-1833-1                                                                                          |Star                              |15 57 13.4633125992 +53 11 12.090265368|083.2952050153542 +47.0971897357762|   2.839 -0.314   |10.25    |~              |    ~     ~    |    1|  339.674   pc  |  -1.3730     +1.3730  |paral   |2020yCat.1350....0G
600 |TYC 3870-1883-1                                                                                          |Star                              |15 57 02.8764676800 +53 14 51.092511972|083.3922954235542 +47.1026989988452|  -5.885 12.526   |9.76     |~              |    ~     ~    |    1|  418.989   pc  |  -3.2301     +3.2301  |paral   |2020yCat.1350....0G
601 |TYC 3870-1918-1                                                                                          |Star                              |15 54 47.7628137456 +53 02 48.195552264|083.2738421431723 +47.4872440325886|  -1.366 -3.192   |10.67    |~              |    ~     ~    |    1| 1165.230   pc  | -13.0345    +13.0345  |paral   |2020yCat.1350....0G
602 |TYC 3870-1952-1                                                                                          |Star                              |15 50 46.9073009880 +53 47 24.653549832|084.6144643098820 +47.7946991295295| 10.873 -27.531   |10.71    |~              |    ~     ~    |    1|  870.019   pc  |  -7.5693     +7.5693  |paral   |2020yCat.1350....0G
603 |TYC 3870-1361-1                                                                                          |Star                              |15 47 09.3926957016 +53 01 26.565895956|083.8319379491355 +48.5735683316987|  16.138 30.660   |10.94    |K1V            |    ~     ~    |    1|  107.897   pc  |  -0.1141     +0.1141  |paral   |2020yCat.1350....0G
604 |HD 141507                                                                                                |Star                              |15 46 38.6462280384 +56 46 12.206056656|089.0150544333281 +47.1741956934237| -41.042 27.653   |7.79     |K0             |    ~     ~    |    1|   87.742   pc  |  -0.1162     +0.1162  |paral   |2020yCat.1350....0G
605 |BD+57 1609                                                                                               |Star                              |15 46 40.8945355920 +56 50 25.685259360|089.1056744619097 +47.1397448182881|  -8.748 21.415   |10.35    |G              |    ~     ~    |    1|  374.855   pc  |  -1.9813     +1.9813  |paral   |2020yCat.1350....0G
606 |HD 141674                                                                                                |Star                              |15 47 30.3764010648 +56 37 00.547851288|088.7374739453943 +47.1310988258462|  -3.297 17.769   |9.40     |F5             |    ~     ~    |    1|  272.747   pc  |  -0.9373     +0.9373  |paral   |2020yCat.1350....0G
607 |BD+56 1830                                                                                               |Star                              |15 46 19.4125685760 +55 53 54.629030292|087.8724236700536 +47.5777678023567| -11.831 19.575   |10.06    |F8             |    ~     ~    |    1|  333.823   pc  |  -1.1367     +1.1367  |paral   |2020yCat.1350....0G
608 |HD 141711                                                                                                |Star                              |15 47 47.5270587072 +56 06 35.373678264|088.0333669364112 +47.3040043554547|   4.834 16.050   |9.12     |G5             |    ~     ~    |    1|   84.496   pc  |  -0.0928     +0.0928  |paral   |2020yCat.1350....0G
609 |HD 141989                                                                                                |High Proper Motion Star           |15 49 16.7591332344 +56 14 10.923532944|088.0801106285333 +47.0635000955650| 14.036 -48.110   |7.278    |K2             |    ~     ~    |    1|  306.579   pc  |  -7.0869     +7.0869  |paral   |2020yCat.1350....0G
610 |HD 141243                                                                                                |Star                              |15 45 29.4673401912 +55 15 03.354393564|087.0637684701281 +47.9488880300695|   9.884 13.765   |7.54     |K5             |    ~     ~    |    1|  539.986   pc  |  -4.4029     +4.4029  |paral   |2020yCat.1350....0G
611 |HD 142531                                                                                                |High Proper Motion Star           |15 52 16.5561816552 +55 49 36.163766604|087.2870797749867 +46.8399365563829| -24.509 54.288   |5.800    |G8III:         |    ~     ~    |    1|   94.518   pc  |  -1.0113     +1.0113  |paral   |2020yCat.1350....0G
612 |HD 141472                                                                                                |High Proper Motion Star           |15 46 34.7591100240 +55 28 29.238001392|087.2760545760994 +47.7171275060899|-119.565 76.383   |5.917    |K3III          |    ~     ~    |    1|  221.117   pc  |  -1.7699     +1.7699  |paral   |2020yCat.1350....0G
613 |HD 238504                                                                                                |Star                              |15 47 12.9898295712 +55 23 32.289871560|087.1099822454073 +47.6673678347106|  -21.692 6.789   |8.75     |A3             |    ~     ~    |    1|  152.017   pc  |  -2.9788     +2.9788  |paral   |2020yCat.1350....0G
614 |HD 141675                                                                                                |Star                              |15 47 37.9269361488 +55 22 35.852118600|087.0537994335882 +47.6194422171194|   13.479 4.199   |5.878    |A3m            |    ~     ~    |    1|   73.010   pc  |  -0.1540     +0.1540  |paral   |2020yCat.1350....0G
615 |HD 238507                                                                                                |Star                              |15 47 49.4276120712 +55 26 52.810799542|087.1349493636674 +47.5661539212281|   17.231 6.420   |10.02    |G0             |    ~     ~    |    0|                |                       |        |                   
616 |HD 238510                                                                                                |Star                              |15 48 52.3275409824 +54 50 07.711192680|086.2115133382103 +47.6669127329508| -3.756 -28.892   |9.52     |K0             |    ~     ~    |    1|  610.463   pc  |  -3.8757     +3.8757  |paral   |2020yCat.1350....0G
617 |HD 142106                                                                                                |Star                              |15 50 01.5474326520 +54 45 59.330701332|086.0232791971960 +47.5392793835987| 24.534 -20.059   |8.38     |K0             |    ~     ~    |    1|  353.945   pc  |  -2.0420     +2.0420  |paral   |2020yCat.1350....0G
618 |BD+55 1784                                                                                               |Star                              |15 52 29.7356618688 +55 22 19.997681196|086.6543781822323 +46.9838744106774|    7.655 0.043   |10.72    |G0             |    ~     ~    |    1|  205.727   pc  |  -0.4825     +0.4825  |paral   |2020yCat.1350....0G
619 |TYC 3870-322-1                                                                                           |High Proper Motion Star           |15 46 34.4730205296 +54 48 09.040500072|086.3570729856699 +47.9848108910845| -9.127 -51.159   |10.50    |~              |    ~     ~    |    1|  121.724   pc  |  -0.4356     +0.4356  |paral   |2020yCat.1350....0G
620 |TYC 3870-367-1                                                                                           |Star                              |15 52 48.0183129192 +54 51 58.995063000|085.9411516820203 +47.1310931659809|   0.312 -2.167   |10.44    |~              |    ~     ~    |    1|  525.707   pc  |  -6.6052     +6.6052  |paral   |2020yCat.1350....0G
621 |TYC 3870-930-1                                                                                           |Star                              |15 47 25.6128925080 +54 42 45.166742856|086.1619092257326 +47.9065651731271| -6.104 -11.591   |10.36    |~              |    ~     ~    |    1|  213.161   pc  |  -0.5180     +0.5180  |paral   |2020yCat.1350....0G
622 |TYC 3873-102-1                                                                                           |Star                              |15 45 14.3780542248 +56 56 11.196485124|089.3573343359707 +47.2767186687253| -10.288 -0.256   |9.82     |~              |    ~     ~    |    1| 1009.082   pc  | -11.8117    +11.8117  |paral   |2020yCat.1350....0G
623 |TYC 3873-1127-1                                                                                          |High Proper Motion Star           |15 50 34.9634981952 +56 08 05.424361224|087.8373879443985 +46.9378436183027| -59.138 32.613   |9.78     |~              |    ~     ~    |    1|  276.419   pc  |  -0.8099     +0.8099  |paral   |2020yCat.1350....0G
624 |TYC 3873-1177-1                                                                                          |Star                              |15 48 31.1574489480 +55 41 21.909217128|087.4049082223536 +47.3800091527258|  7.563 -12.707   |10.96    |~              |    ~     ~    |    1|  225.963   pc  |  -0.6893     +0.6893  |paral   |2020yCat.1350....0G
625 |TYC 3873-1356-1                                                                                          |Spectroscopic Binary              |15 55 46.1319767976 +55 09 22.684589748|086.1108820611884 +46.6294135213396|40.683 -130.732   |10.46    |~              |    ~     ~    |    1|  109.448   pc  |  -0.7044     +0.7044  |paral   |2020yCat.1350....0G
626 |TYC 3873-1603-1                                                                                          |Star                              |15 51 53.6866043520 +55 37 25.151276136|087.0426461656375 +46.9673043193914|   5.404 -1.385   |10.36    |~              |    ~     ~    |    1|  811.754   pc  |  -6.8530     +6.8530  |paral   |2020yCat.1350....0G
