C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST07:54:59

dec >=0&rah >=18.0&rah< 18.25&(cat='NGC'|Vmag< 11)
--------------------------------------------------

Number of objects : 5965

 #  |                                               identifier                                                |               typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |  spec. type   |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|----------------------------------|---------------------------------------|-----------------------------------|------------------|---------|---------------|---------------|-----|----------------|-----------------------|--------|-------------------
3137|TYC 1558-745-1                                                                                           |Spectroscopic Binary              |18 05 14.8119576048 +18 18 19.043786700|044.6457982599341 +18.2016236550871| -4.700 -15.022   |10.97    |~              |    ~     ~    |    1|  296.868   pc  |  -3.3137     +3.3137  |paral   |2020yCat.1350....0G
3138|TYC 1558-1813-1                                                                                          |Star                              |18 06 37.5000813120 +17 56 25.914350508|044.4311102809402 +17.7560151650158|  -1.194 -6.021   |10.42    |~              |    ~     ~    |    1|  681.524   pc  |  -5.7130     +5.7130  |paral   |2020yCat.1350....0G
3139|TYC 1558-547-1                                                                                           |Star                              |18 06 41.6734009896 +18 16 03.423410472|044.7530833730941 +17.8713135893940|  -1.371 11.410   |10.74    |~              |    ~     ~    |    1|  888.494   pc  |  -9.3152     +9.3152  |paral   |2020yCat.1350....0G
3140|HD 347952                                                                                                |Star                              |18 07 05.3381265864 +18 58 48.435275136|045.4796671176849 +18.0680807604368|   4.433 -4.195   |10.33    |F2             |    ~     ~    |    1|  280.702   pc  |  -1.3237     +1.3237  |paral   |2020yCat.1350....0G
3141|TYC 1558-1722-1                                                                                          |Spectroscopic Binary              |18 07 55.1001406272 +18 38 31.667604936|045.2352323301129 +17.7539767349421| -4.016 -10.048   |10.90    |~              |    ~     ~    |    1| 2466.091   pc  |-153.2565   +153.2565  |paral   |2020yCat.1350....0G
3142|HD 347886                                                                                                |Star                              |18 03 44.3432934768 +18 13 05.498367384|044.4120387236788 +18.4957292161566|   -4.472 4.367   |10.16    |K5             |    ~     ~    |    1|  473.216   pc  |  -3.1351     +3.1351  |paral   |2020yCat.1350....0G
3143|HD 348028                                                                                                |Star                              |18 12 09.8980699560 +19 14 14.881566840|046.2261881250378 +17.0693307426510|  6.345 -27.472   |9.19     |F5             |    ~     ~    |    1|  128.015   pc  |  -0.2507     +0.2507  |paral   |2020yCat.1350....0G
3144|HD 166957                                                                                                |Star                              |18 12 10.9214313744 +19 05 37.297660416|046.0899406756786 +17.0083595587436|  -1.494 -7.432   |8.10     |A0             |    ~     ~    |    1|  320.041   pc  |  -3.3493     +3.3493  |paral   |2020yCat.1350....0G
3145|HD 348056                                                                                                |Spectroscopic Binary              |18 12 17.2016241408 +18 07 36.514446852|045.1750353097076 +16.5980105125558|   6.277 -1.523   |9.04     |K7             |    ~     ~    |    1|  899.361   pc  | -24.9126    +24.9126  |paral   |2020yCat.1350....0G
3146|HD 167107                                                                                                |High Proper Motion Star           |18 13 05.1614339520 +18 40 45.686177868|045.7825722984152 +16.6466394917420|  7.172 -51.595   |8.38     |G5             |    ~     ~    |    1|  153.740   pc  |  -0.9856     +0.9856  |paral   |2020yCat.1350....0G
3147|HD 167008                                                                                                |Star                              |18 12 32.3124014664 +18 01 38.832740472|045.1053804007330 +16.5031633003557|   8.933 14.230   |7.67     |K5             |    ~     ~    |    1|  236.855   pc  |  -0.9986     +0.9986  |paral   |2020yCat.1350....0G
3148|HD 166801                                                                                                |Eclipsing Binary                  |18 11 33.7079084088 +18 19 26.582597544|045.2912588951269 +16.8349562312266|  -1.647 -7.155   |8.410    |A0             |    ~     ~    |    1|  367.728   pc  |  -3.4482     +3.4482  |paral   |2020yCat.1350....0G
3149|HD 348151                                                                                                |High Proper Motion Star           |18 13 02.7822153840 +18 40 39.873312048|045.7770949952504 +16.6545934540674|  7.176 -52.276   |10.51    |G5             |    ~     ~    |    1|  157.508   pc  |  -0.3324     +0.3324  |paral   |2020yCat.1350....0G
3150|HD 348150                                                                                                |Star                              |18 12 54.9882260352 +18 31 21.329738904|045.6158948328067 +16.6204777832445| -12.388 -8.601   |10.96    |G5             |    ~     ~    |    1|  349.199   pc  |  -1.8413     +1.8413  |paral   |2020yCat.1350....0G
3151|HD 348149                                                                                                |Star                              |18 12 38.6812058736 +18 34 35.029146648|045.6403244602350 +16.7010798972273| -1.479 -11.206   |10.98    |A0             |    ~     ~    |    1|  583.022   pc  | -11.4891    +11.4891  |paral   |2020yCat.1350....0G
3152|HD 348148                                                                                                |Star                              |18 12 27.8694034656 +18 40 59.974686300|045.7247319949986 +16.7830724548484| -7.140 -17.383   |10.61    |K2             |    ~     ~    |    1|  728.491   pc  |  -6.4745     +6.4745  |paral   |2020yCat.1350....0G
3153|HD 348132                                                                                                |High Proper Motion Star           |18 12 56.2063276776 +19 06 48.656410272|046.1833011481317 +16.8527790916254| 72.934 -35.434   |10.76    |K4             |    ~     ~    |    1|   60.293   pc  |  -0.0978     +0.0978  |paral   |2020yCat.1350....0G
3154|HD 348128                                                                                                |Star                              |18 13 04.8503402448 +19 21 23.969678472|046.4304919360195 +16.9185564021934|   1.635 -2.317   |10.80    |K5             |    ~     ~    |    1| 1452.855   pc  | -28.4956    +28.4956  |paral   |2020yCat.1350....0G
3155|HD 348114                                                                                                |Star                              |18 12 33.0847094664 +19 28 13.900521000|046.4878062875806 +17.0783844868047|  -1.677 -0.106   |10.49    |K7             |    ~     ~    |    1|  846.024   pc  |  -9.7343     +9.7343  |paral   |2020yCat.1350....0G
3156|HD 348029                                                                                                |Star                              |18 11 34.0226973984 +19 16 46.035426252|046.2077718800098 +17.2155049693962|  1.833 -12.651   |10.56    |K0             |    ~     ~    |    1|  569.703   pc  |  -4.4790     +4.4790  |paral   |2020yCat.1350....0G
3157|HD 348049                                                                                                |Star                              |18 11 32.7585054576 +18 38 51.586396620|045.5995372798768 +16.9681331185650|  -5.751 -9.420   |10.28    |F5             |    ~     ~    |    1|  442.067   pc  |  -2.6578     +2.6578  |paral   |2020yCat.1350....0G
3158|HD 348057                                                                                                |Star                              |18 11 48.9848269656 +18 02 40.407896256|045.0494591246167 +16.6671374625088|  14.469 23.845   |10.59    |F8             |    ~     ~    |    1|  161.598   pc  |  -0.4100     +0.4100  |paral   |2020yCat.1350....0G
3159|HD 348144                                                                                                |Star                              |18 12 50.4786809040 +18 50 16.962093672|045.9101140743872 +16.7633212896982|    1.828 5.541   |9.81     |M0             |    ~     ~    |    1| 1326.788   pc  | -24.4691    +24.4691  |paral   |2020yCat.1350....0G
3160|HD 348147                                                                                                |Star                              |18 12 55.9503587616 +18 43 33.403091520|045.8118978633485 +16.6986277161478|  4.636 -11.134   |9.73     |F5             |    ~     ~    |    1|  320.400   pc  |  -1.7657     +1.7657  |paral   |2020yCat.1350....0G
3161|HD 348027                                                                                                |Star                              |18 11 34.7920636728 +19 22 29.447484744|046.3006917052836 +17.2506126132484| 16.573 -34.976   |9.96     |G5             |    ~     ~    |    1|   91.110   pc  |  -0.1179     +0.1179  |paral   |2020yCat.1350....0G
3162|HD 348026                                                                                                |Star                              |18 11 53.3589286008 +19 32 58.388038620|046.4989165318019 +17.2529538082640|  8.821 -17.086   |10.30    |F8             |    ~     ~    |    1|  378.903   pc  |  -1.7946     +1.7946  |paral   |2020yCat.1350....0G
3163|HD 348034                                                                                                |Star                              |18 12 03.2065893456 +19 10 10.854957720|046.1501765091233 +17.0664942718675|-14.101 -41.392   |10.10    |K0             |    ~     ~    |    1|  363.438   pc  |  -2.0870     +2.0870  |paral   |2020yCat.1350....0G
3164|HD 348035                                                                                                |Star                              |18 12 05.0971564872 +19 04 28.143316632|046.0619549300465 +17.0217326316333| 27.174 -13.839   |10.35    |F8             |    ~     ~    |    1|  276.327   pc  |  -1.1301     +1.1301  |paral   |2020yCat.1350....0G
3165|HD 348133                                                                                                |Spectroscopic Binary              |18 13 12.7395150072 +19 04 09.206600844|046.1680513328474 +16.7754061757960|  -7.394 -0.201   |10.36    |K2             |    ~     ~    |    1|  573.362   pc  |  -8.0213     +8.0213  |paral   |2020yCat.1350....0G
3166|HD 348116                                                                                                |Star                              |18 13 24.6701108472 +19 33 44.450097012|046.6601230465301 +16.9289866998725|  -7.994 18.105   |9.92     |K5             |    ~     ~    |    1|  641.931   pc  |  -9.0244     +9.0244  |paral   |2020yCat.1350....0G
3167|HD 348134                                                                                                |Star                              |18 13 25.1724598872 +19 03 57.943977048|046.1854987482861 +16.7292769298835|    3.302 0.001   |10.78    |K2             |    ~     ~    |    1| 1082.603   pc  | -14.6504    +14.6504  |paral   |2020yCat.1350....0G
3168|BD+17 3470                                                                                               |Double or Multiple Star           |18 11 20.401 +17 13 17.25              |044.216308 +16.437841              |       -1.4 1.0   |8.5      |G0             |    ~     ~    |    0|                |                       |        |                   
3169|BD+17 3473                                                                                               |Star                              |18 11 49.0671281712 +17 19 25.884729588|044.3621487078614 +16.3752185100526|   -2.186 7.393   |10.02    |F8             |    ~     ~    |    1|  260.532   pc  |  -0.9571     +0.9571  |paral   |2020yCat.1350....0G
3170|HD 166915                                                                                                |Star                              |18 12 05.9174785128 +17 28 07.637092680|044.5285475484145 +16.3728294844588|  -0.909 -8.520   |9.25     |A0             |    ~     ~    |    1|  578.336   pc  | -18.8308    +18.8308  |paral   |2020yCat.1350....0G
3171|BD+17 3476                                                                                               |Star                              |18 12 09.2070979392 +17 11 17.926164168|044.2670728902790 +16.2468904216960|    4.333 2.731   |9.56     |G0             |    ~     ~    |    1|  755.972   pc  | -12.3443    +12.3443  |paral   |2020yCat.1350....0G
3172|HD 348064                                                                                                |Star                              |18 12 15.8696447928 +17 47 12.779420352|044.8484219076470 +16.4655761035777| -3.131 -13.324   |8.80     |F5             |    ~     ~    |    1|  125.601   pc  |  -0.3408     +0.3408  |paral   |2020yCat.1350....0G
3173|BD+17 3479                                                                                               |Star                              |18 12 18.9296692224 +17 18 08.679713688|044.3920358877136 +16.2579658106740|-16.863 -15.415   |8.92     |K0             |    ~     ~    |    1|  447.427   pc  |  -3.0229     +3.0229  |paral   |2020yCat.1350....0G
3174|HD 348165                                                                                                |Star                              |18 12 25.2696549936 +17 58 11.934271812|045.0387893055321 +16.5054895283087| 12.025 -11.171   |9.20     |K5             |    ~     ~    |    1|  671.276   pc  |  -7.0746     +7.0746  |paral   |2020yCat.1350....0G
3175|BD+17 3482                                                                                               |Star                              |18 12 41.1803955240 +17 02 38.162192532|044.1838216262344 +16.0717843704913| -6.529 -14.126   |9.64     |G0             |    ~     ~    |    1|  181.199   pc  |  -0.5352     +0.5352  |paral   |2020yCat.1350....0G
3176|BD+17 3485                                                                                               |Spectroscopic Binary              |18 12 57.6257285712 +17 02 38.436140940|044.2117132480136 +16.0120065488774|   -2.346 3.546   |9.05     |F0             |    ~     ~    |    1|  268.097   pc  |  -1.1069     +1.1069  |paral   |2020yCat.1350....0G
3177|TYC 1571-2261-1                                                                                          |Star                              |18 11 44.2064391552 +16 58 11.196769332|044.0169377437843 +16.2488158655351|   -5.022 2.544   |10.7     |~              |    ~     ~    |    1| 1393.534   pc  | -26.6045    +26.6045  |paral   |2020yCat.1350....0G
3178|HD 348063                                                                                                |Star                              |18 11 28.0258558368 +17 43 51.383920800|044.7149672124474 +16.6165928430550|  -1.734 -8.195   |10.26    |G5             |    ~     ~    |    1|  674.992   pc  |  -6.4697     +6.4697  |paral   |2020yCat.1350....0G
3179|HD 348125                                                                                                |Star                              |18 14 19.1652598032 +19 15 32.185513872|046.4587095927487 +16.6116085527915|  -0.278 -8.190   |9.59     |A2             |    ~     ~    |    1|  346.284   pc  |  -1.9666     +1.9666  |paral   |2020yCat.1350....0G
3180|HD 167493                                                                                                |Star                              |18 14 43.3010347992 +19 02 56.584062456|046.2977776467847 +16.4405100534184| -34.445 19.580   |7.73     |K2             |    ~     ~    |    1|  301.850   pc  |  -1.4487     +1.4487  |paral   |2020yCat.1350....0G
3181|HD 348155                                                                                                |Pulsating Variable                |18 13 59.0069375736 +18 15 09.386393148|045.4645726599073 +16.2800340113972|-12.930 -18.949   |8.71     |F5             |    ~     ~    |    1|  136.004   pc  |  -0.2886     +0.2886  |paral   |2020yCat.1350....0G
3182|HD 167538                                                                                                |Star                              |18 14 57.5160113544 +18 28 28.408355508|045.7733414114423 +16.1579883053491| -8.511 -18.130   |8.12     |F0             |    ~     ~    |    1|  150.934   pc  |  -0.4670     +0.4670  |paral   |2020yCat.1350....0G
3183|HD 348142                                                                                                |Star                              |18 13 48.6497012904 +18 50 39.558523560|046.0120848363842 +16.5556758851746| -1.548 -20.094   |10.89    |K7             |    ~     ~    |    1|  944.287   pc  | -11.0568    +11.0568  |paral   |2020yCat.1350....0G
3184|HD 348126                                                                                                |Star                              |18 13 49.8028785552 +19 17 19.244928984|046.4390021122022 +16.7293583674335| 10.290 -10.721   |10.61    |M0             |    ~     ~    |    1| 1433.897   pc  | -26.9344    +26.9344  |paral   |2020yCat.1350....0G
3185|HD 348123                                                                                                |Star                              |18 14 30.9425064864 +19 23 19.061175300|046.6020843134341 +16.6209850170711|  -3.925 -9.349   |10.41    |K2             |    ~     ~    |    1|  566.540   pc  |  -6.6119     +6.6119  |paral   |2020yCat.1350....0G
3186|HD 348120                                                                                                |Star                              |18 14 35.1578643408 +19 31 37.545760668|046.7414926907726 +16.6610697350584|   0.800 -5.726   |10.42    |A3             |    ~     ~    |    1|  459.474   pc  |  -5.3835     +5.3835  |paral   |2020yCat.1350....0G
3187|HD 348119                                                                                                |Star                              |18 14 29.2278612408 +19 35 47.523774984|046.7982830226082 +16.7101051816283|   2.410 -9.137   |10.92    |F8             |    ~     ~    |    1|  227.278   pc  |  -0.8626     +0.8626  |paral   |2020yCat.1350....0G
3188|HD 348160                                                                                                |Spectroscopic Binary              |18 14 44.0017651632 +18 01 18.914267532|045.3200096049752 +16.0237582138583|  -0.713 -5.228   |9.67     |K5             |    ~     ~    |    1| 1282.874   pc  | -34.5611    +34.5611  |paral   |2020yCat.1350....0G
3189|HD 348154                                                                                                |Star                              |18 14 09.8579884008 +18 24 45.330847380|045.6351184738793 +16.3053391463658|  -2.187 -7.226   |10.97    |A7             |    ~     ~    |    1|  358.320   pc  |  -1.8489     +1.8489  |paral   |2020yCat.1350....0G
3190|HD 348156                                                                                                |Star                              |18 14 13.8764144976 +18 14 32.088572880|045.4794620796924 +16.2220234911934|    7.840 6.016   |9.32     |G0             |    ~     ~    |    1|  513.822   pc  |  -3.7490     +3.7490  |paral   |2020yCat.1350....0G
3191|HD 348153                                                                                                |Star                              |18 14 16.8575224728 +18 33 31.933967256|045.7862268371773 +16.3389878864428|  31.733 17.514   |10.71    |G5             |    ~     ~    |    1|  205.935   pc  |  -0.4919     +0.4919  |paral   |2020yCat.1350....0G
3192|HD 348141                                                                                                |Star                              |18 14 33.2600018568 +18 45 49.488267060|046.0088401022657 +16.3621740723492|    2.826 7.617   |10.17    |A5             |    ~     ~    |    1|  417.537   pc  |  -3.8005     +3.8005  |paral   |2020yCat.1350....0G
3193|HD 348140                                                                                                |Star                              |18 14 47.2399074120 +18 44 04.752694536|046.0042101142363 +16.2999716538213|  -7.073 21.781   |9.94     |G0             |    ~     ~    |    1|  290.343   pc  |  -1.2729     +1.2729  |paral   |2020yCat.1350....0G
3194|HD 348138                                                                                                |Star                              |18 14 47.7795354144 +18 53 29.033015424|046.1546463717947 +16.3610580585555|   -4.092 0.701   |10.36    |K0             |    ~     ~    |    1|  799.680   pc  |  -8.6970     +8.6970  |paral   |2020yCat.1350....0G
3195|HD 348139                                                                                                |Star                              |18 14 53.4987061968 +18 46 37.621611048|046.0550642518409 +16.2944549368506|  11.911 -2.157   |10.19    |F0             |    ~     ~    |    1|  590.877   pc  | -15.7809    +15.7809  |paral   |2020yCat.1350....0G
3196|HD 348157                                                                                                |Star                              |18 14 55.7437515528 +18 11 42.244251684|045.5043223201879 +16.0513987680175|    4.277 3.190   |10.93    |G5             |    ~     ~    |    1|  991.867   pc  | -12.1991    +12.1991  |paral   |2020yCat.1350....0G
3197|HD 348168                                                                                                |Spectroscopic Binary              |18 13 43.6913981448 +17 45 59.455856160|044.9761057249243 +16.1387498711585|-18.020 -47.477   |9.38     |G5             |    ~     ~    |    1|  111.681   pc  |  -0.7421     +0.7421  |paral   |2020yCat.1350....0G
3198|HD 348169                                                                                                |Star                              |18 14 45.1156289376 +17 39 43.502292576|044.9799019598491 +15.8735504966573|  4.232 -33.430   |8.67     |F8             |    ~     ~    |    1|  138.343   pc  |  -0.2871     +0.2871  |paral   |2020yCat.1350....0G
3199|BD+16 3410                                                                                               |Star                              |18 13 35.5984339920 +16 57 10.169158932|044.1894614901270 +15.8366474304160|    9.221 2.078   |9.17     |F2             |    ~     ~    |    1|  193.847   pc  |  -0.8041     +0.8041  |paral   |2020yCat.1350....0G
3200|HD 348167                                                                                                |Star                              |18 13 32.5211294568 +17 40 07.033683180|044.8642331412468 +16.1395354232764|  -0.404 11.948   |10.28    |G5             |    ~     ~    |    1|  459.664   pc  |  -3.3384     +3.3384  |paral   |2020yCat.1350....0G
3201|HD 348162                                                                                                |Spectroscopic Binary              |18 13 40.7394092208 +17 58 57.761133852|045.1769712784924 +16.2370689391698|-15.380 -33.480   |10.55    |G0             |    ~     ~    |    1|  214.156   pc  |  -1.6969     +1.6969  |paral   |2020yCat.1350....0G
3202|HD 348161                                                                                                |Spectroscopic Binary              |18 14 15.2408496384 +17 51 43.599919140|045.1198995076508 +16.0631492576353|  -3.846 -4.757   |10.52    |A2             |    ~     ~    |    0|                |                       |        |                   
3203|NGC 6587                           NGC 6587                                                              |Galaxy                            |18 13 50.903 +18 49 31.22              |045.997665 +16.539920              |            ~ ~   |     ~   |~              |0.953 0.801    |    0|                |                       |        |                   
3204|BD+18 3595                                                                                               |Double or Multiple Star           |18 14 02.6864 +19 01 25.935            |046.2068362 +16.5769754            |    1.813 7.345   |10.92    |~              |    ~     ~    |    0|                |                       |        |                   
3205|TYC 1571-254-1                                                                                           |Star                              |18 12 27.7342080168 +18 15 22.829899068|045.3162772685235 +16.6120350274743|    1.426 0.902   |10.89    |~              |    ~     ~    |    1| 1016.777   pc  | -13.7500    +13.7500  |paral   |2020yCat.1350....0G
3206|TYC 1571-925-1                                                                                           |Star                              |18 12 44.4118398864 +17 24 16.421620320|044.5321521114494 +16.2069105921907|  -2.975 -4.403   |10.63    |~              |    ~     ~    |    1|  569.444   pc  |  -5.2207     +5.2207  |paral   |2020yCat.1350....0G
3207|TYC 1571-945-1                                                                                           |Star                              |18 14 24.2871676464 +17 47 02.066395452|045.0606958661048 +15.9986068746276|   -2.548 1.315   |10.27    |~              |    ~     ~    |    1| 1441.338   pc  | -34.6935    +34.6935  |paral   |2020yCat.1350....0G
3208|TYC 1571-1037-1                                                                                          |Star                              |18 12 54.0720370152 +17 22 18.604318008|044.5172844107587 +16.1585099928205|-11.224 -10.558   |10.20    |~              |    ~     ~    |    1|  331.785   pc  |  -1.4531     +1.4531  |paral   |2020yCat.1350....0G
3209|TYC 1571-1233-1                                                                                          |Star                              |18 11 37.6917677616 +17 26 22.574532516|044.4532917777872 +16.4635367071854|   1.589 -5.186   |10.99    |~              |    ~     ~    |    1|  908.513   pc  | -11.0603    +11.0603  |paral   |2020yCat.1350....0G
3210|TYC 1571-1506-1                                                                                          |Star                              |18 11 49.8814936800 +17 08 00.046930272|044.1821490280837 +16.2947957808131|   -2.992 1.630   |10.73    |~              |    ~     ~    |    0|                |                       |        |                   
3211|TYC 1571-1628-1                                                                                          |Star                              |18 13 06.7585321176 +17 16 21.067468068|044.4442415398468 +16.0719887145460|   4.006 12.560   |10.57    |~              |    ~     ~    |    1|  600.781   pc  |  -4.9448     +4.9448  |paral   |2020yCat.1350....0G
3212|TYC 1571-2299-1                                                                                          |Star                              |18 13 13.6320811368 +16 53 12.944201244|044.0897143246658 +15.8895972631453|  -0.400 12.021   |10.64    |~              |    ~     ~    |    1|  362.990   pc  |  -1.7393     +1.7393  |paral   |2020yCat.1350....0G
3213|TYC 1575-1711-1                                                                                          |High Proper Motion Star           |18 12 12.9160302504 +19 38 20.498926704|046.6167833613148 +17.2179340098253|-35.771 -43.561   |10.58    |~              |    ~     ~    |    1|  190.960   pc  |  -0.5470     +0.5470  |paral   |2020yCat.1350....0G
3214|HD 341472                                                                                                |Star                              |18 00 13.8138983856 +22 18 31.654720944|048.0877399234850 +20.8262207369738|  -4.650 -6.169   |9.06     |M0             |    ~     ~    |    1|  654.108   pc  |  -6.9741     +6.9741  |paral   |2020yCat.1350....0G
3215|HD 341471                                                                                                |Star                              |18 00 15.9727800408 +22 21 14.840080272|048.1360794987355 +20.8353178533213|  -3.146 -8.286   |9.16     |K0             |    ~     ~    |    1|  660.197   pc  |  -5.9713     +5.9713  |paral   |2020yCat.1350....0G
3216|HD 341529                                                                                                |Star                              |18 01 46.2852875784 +22 17 15.270603864|048.2084512789864 +20.4874372396060|   5.298 -6.358   |9.20     |G0             |    ~     ~    |    1|  285.437   pc  |  -1.0755     +1.0755  |paral   |2020yCat.1350....0G
3217|HD 164810                                                                                                |Star                              |18 02 00.2393561928 +22 13 44.774395284|048.1719889537452 +20.4156935165787|   8.775 -7.866   |7.85     |K2             |    ~     ~    |    1|  253.152   pc  |  -1.1984     +1.1984  |paral   |2020yCat.1350....0G
3218|HD 164809                                                                                                |Star                              |18 02 00.5148887808 +22 27 20.534337792|048.3968240202195 +20.4991985783617|  44.451 22.488   |7.379    |K0II-III       |    ~     ~    |    1|  178.661   pc  |  -0.5171     +0.5171  |paral   |2020yCat.1350....0G
3219|HD 341528                                                                                                |Star                              |18 01 35.7668448679 +22 25 11.540542154|048.3234349160559 +20.5743306994083| -5.600 -18.778   |10.76    |F5             |    ~     ~    |    0|                |                       |        |                   
3220|HD 341480                                                                                                |Double or Multiple Star           |18 00 17.9301787008 +21 53 47.578136172|047.6849709861528 +20.6579284171935| -24.669 26.537   |8.53     |G0             |    ~     ~    |    1|  126.056   pc  |  -3.1526     +3.1526  |paral   |2020yCat.1350....0G
3221|HD 341490                                                                                                |Double or Multiple Star           |18 00 24.433272 +21 11 36.17520        |046.999301807 +20.370393647        |      -5.7 -3.3   |10.170   |F5             |    ~     ~    |    0|                |                       |        |                   
3222|HD 341493                                                                                                |Star                              |18 01 14.1029060544 +21 16 47.990363160|047.1625215217764 +20.2245209317416|   8.186 19.063   |9.61     |F5             |    ~     ~    |    1|  207.031   pc  |  -0.5958     +0.5958  |paral   |2020yCat.1350....0G
3223|HD 341481                                                                                                |Star                              |18 01 12.8016811632 +21 41 42.250027920|047.5704394960051 +20.3856150493166|    2.408 6.693   |8.98     |G5             |    ~     ~    |    1|  346.248   pc  |  -1.5705     +1.5705  |paral   |2020yCat.1350....0G
3224|HD 341482                                                                                                |Star                              |18 01 22.9433605776 +21 38 49.706931732|047.5388123520995 +20.3312083326423| -5.875 -11.116   |9.76     |K5             |    ~     ~    |    1|  766.812   pc  |  -7.1736     +7.1736  |paral   |2020yCat.1350....0G
3225|HD 341543                                                                                                |Star                              |18 01 46.1228843640 +21 17 38.664166200|047.2264935047604 +20.1147655960620|  -7.193 -6.059   |9.09     |M0             |    ~     ~    |    1|  856.018   pc  | -14.6553    +14.6553  |paral   |2020yCat.1350....0G
3226|HD 347811                                                                                                |Spectroscopic Binary              |18 00 01.1042391888 +20 54 23.265189936|046.6794058977692 +20.3458175899122|  -1.546 10.268   |9.27     |K0             |    ~     ~    |    1|  424.899   pc  |  -3.0872     +3.0872  |paral   |2020yCat.1350....0G
3227|HD 164396                                                                                                |High Proper Motion Star           |18 00 06.1941019128 +20 44 29.838617772|046.5248068869092 +20.2649299506171|-28.599 -65.873   |7.42     |F8             |    ~     ~    |    1|   84.108   pc  |  -0.1387     +0.1387  |paral   |2020yCat.1350....0G
3228|HD 347814                                                                                                |Star                              |18 00 34.3519090560 +20 33 56.602503900|046.3960295482551 +20.0964575499606|  -0.480 -8.254   |9.83     |F5             |    ~     ~    |    1|  207.788   pc  | -15.0640    +15.0640  |paral   |2020yCat.1350....0G
3229|HD 341496                                                                                                |Spectroscopic Binary              |18 01 12.7940728704 +20 56 14.767318392|046.8227597847512 +20.0994178374688|  1.055 -22.812   |8.43     |G5             |    ~     ~    |    1|  331.192   pc  |  -7.2942     +7.2942  |paral   |2020yCat.1350....0G
3230|HD 341495                                                                                                |Star                              |18 01 17.8143031464 +20 55 47.707255488|046.8232598287934 +20.0784900466050|    2.261 0.900   |9.56     |G5             |    ~     ~    |    1|  559.566   pc  |  -6.1997     +6.1997  |paral   |2020yCat.1350....0G
3231|HD 347820                                                                                                |Star                              |18 01 32.9997013776 +20 14 22.265455704|046.1686724996097 +19.7600339465069|    0.190 0.806   |9.65     |K5             |    ~     ~    |    1| 1017.191   pc  | -15.9340    +15.9340  |paral   |2020yCat.1350....0G
3232|HD 164731                                                                                                |Star                              |18 01 52.0429310928 +20 08 40.847724672|046.1060733763244 +19.6548338283643|  -7.447 -5.858   |8.28     |F              |    ~     ~    |    1|  112.925   pc  |  -0.2997     +0.2997  |paral   |2020yCat.1350....0G
3233|HD 347816                                                                                                |Star                              |18 02 06.9442278480 +20 31 28.449285564|046.5024110420887 +19.7468845227237|  -14.889 1.274   |9.64     |F8             |    ~     ~    |    1|  155.851   pc  |  -0.3595     +0.3595  |paral   |2020yCat.1350....0G
3234|HD 341544                                                                                                |High Proper Motion Star           |18 01 59.8090390224 +20 58 52.092682536|046.9397906346100 +19.9468260870365|-30.695 -37.638   |10.00    |F8             |    ~     ~    |    1|  199.033   pc  |  -1.5212     +1.5212  |paral   |2020yCat.1350....0G
3235|HD 341541                                                                                                |Star                              |18 02 02.0634518064 +21 42 58.782494448|047.6679030170117 +20.2169015933959|   1.515 -4.683   |10.42    |A2             |    ~     ~    |    1|  439.792   pc  |  -3.4428     +3.4428  |paral   |2020yCat.1350....0G
3236|HD 341497                                                                                                |Star                              |18 00 24.5923312584 +21 01 26.667397164|046.8323972521567 +20.3057915564406|  6.104 -16.055   |9.99     |M0             |    ~     ~    |    1|  938.438   pc  | -12.0651    +12.0651  |paral   |2020yCat.1350....0G
3237|HD 341492                                                                                                |Star                              |18 01 27.1616939928 +21 23 05.114310324|047.2862910999555 +20.2171738218371|    4.869 1.524   |10.63    |F8             |    ~     ~    |    1|  253.878   pc  |  -0.9539     +0.9539  |paral   |2020yCat.1350....0G
3238|HD 347817                                                                                                |High Proper Motion Star           |18 01 28.7279989584 +20 26 45.538657476|046.3645542329930 +19.8545980166718| 53.349 -41.253   |10.31    |G0             |    ~     ~    |    1|  167.980   pc  |  -0.3979     +0.3979  |paral   |2020yCat.1350....0G
3239|HD 347812                                                                                                |Spectroscopic Binary              |18 00 14.5855646904 +20 54 25.542663156|046.7012405627960 +20.2974992360474| -10.972 58.444   |10.26    |G0             |    ~     ~    |    1|   82.217   pc  |  -0.1730     +0.1730  |paral   |2020yCat.1350....0G
3240|HD 341530                                                                                                |Double or Multiple Star           |18 01 54.9230843352 +21 56 26.648422188|047.8785423357830 +20.3268048452092|   1.674 -9.128   |10.169   |F5             |    ~     ~    |    1|  714.541   pc  |  -7.7096     +7.7096  |paral   |2020yCat.1350....0G
3241|HD 347821                                                                                                |High Proper Motion Star           |18 02 00.3973070064 +19 59 44.981327040|045.9736172503657 +19.5673257727196|  0.498 -58.167   |9.95     |G              |    ~     ~    |    1|  198.271   pc  |  -0.5307     +0.5307  |paral   |2020yCat.1350....0G
3242|NGC 6527                           NGC 6527                                                              |Galaxy                            |18 01 46.3776786096 +19 43 44.054612580|045.6898418082314 +19.5149058707632|   0.117 -1.062   |     ~   |~              |0.753 0.678    |    0|                |                       |        |                   
