C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST07:21:12

dec >=0&rah >=14.5&rah< 14.75&(cat='NGC'|Vmag< 11)
--------------------------------------------------

Number of objects : 2365

 #  |                                               identifier                                                |               typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |    spec. type    |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|----------------------------------|---------------------------------------|-----------------------------------|------------------|---------|------------------|---------------|-----|----------------|-----------------------|--------|-------------------
1069|HD 128591                                                                                                |Star                              |14 37 02.1761232816 +27 59 57.797105424|041.2201928732121 +66.6260968499253| 24.414 -19.872   |8.83     |G5                |    ~     ~    |    1|  412.899   pc  |  -2.9153     +2.9153  |paral   |2020yCat.1350....0G
1070|HD 128494                                                                                                |Star                              |14 36 24.1156580928 +27 29 06.319846140|039.8966977745358 +66.7241099193515| -36.384 -6.798   |7.01     |F4III             |    ~     ~    |    1|  113.277   pc  |  -0.2541     +0.2541  |paral   |2020yCat.1350....0G
1071|NGC 5657                           NGC 5657                                                              |Radio Galaxy                      |14 30 43.641 +29 10 50.31              |044.134804 +68.059282              |            ~ ~   |     ~   |~                 |0.757 0.363    |    1|   53.21    Mpc |  -3.35       +3.35    |T-F     |2020ApJ...902..145K
1072|TYC 2021-212-1                                                                                           |Star                              |14 37 08.1225652176 +28 47 57.987176532|043.2377631672512 +66.6487234167502| -36.170 -3.785   |10.51    |~                 |    ~     ~    |    1|  845.881   pc  | -10.3034    +10.3034  |paral   |2020yCat.1350....0G
1073|TYC 2021-234-1                                                                                           |Star                              |14 37 04.9531965312 +29 19 37.723682964|044.5684731852161 +66.6754204711338| -13.226 -0.647   |10.75    |~                 |    ~     ~    |    1| 1457.301   pc  | -34.1920    +34.1920  |paral   |2020yCat.1350....0G
1074|TYC 2021-811-1                                                                                           |Star                              |14 34 31.5475310544 +29 05 41.861678388|043.9466470096426 +67.2285081500187|  -1.517 -7.819   |10.91    |~                 |    ~     ~    |    1|  558.597   pc  |  -4.1812     +4.1812  |paral   |2020yCat.1350....0G
1075|TYC 2021-832-1                                                                                           |Star                              |14 31 51.5894138688 +29 36 01.250813988|045.2545087604093 +67.8141029740082| -0.712 -24.465   |10.98    |~                 |    ~     ~    |    1|  221.548   pc  |  -0.8197     +0.8197  |paral   |2020yCat.1350....0G
1076|TYC 2021-863-1                                                                                           |Star                              |14 32 42.8787062280 +28 12 03.089453724|041.5797608234255 +67.5901192313905| -25.936 -7.266   |9.93     |~                 |    ~     ~    |    1|  622.820   pc  |  -5.6246     +5.6246  |paral   |2020yCat.1350....0G
1077|TYC 2021-981-1                                                                                           |Star                              |14 32 45.0878578152 +29 13 14.490279480|044.2557454212129 +67.6181019050127|  -36.181 1.405   |10.99    |~                 |    ~     ~    |    1|  338.261   pc  |  -2.4600     +2.4600  |paral   |2020yCat.1350....0G
1078|TYC 2021-1000-1                                                                                          |Star                              |14 32 26.6630362224 +28 44 54.644417016|043.0104029260704 +67.6741350439604|  10.102 -4.145   |10.12    |~                 |    ~     ~    |    1|  200.208   pc  |  -0.5652     +0.5652  |paral   |2020yCat.1350....0G
1079|TYC 2021-1089-1                                                                                          |Star                              |14 31 17.0710308000 +28 16 03.629252712|041.7107489944921 +67.9082779055352|   7.793 -5.984   |10.43    |~                 |    ~     ~    |    1|  333.589   pc  |  -8.6800     +8.6800  |paral   |2020yCat.1350....0G
1080|TYC 2021-1168-1                                                                                          |Star                              |14 32 05.5614245592 +27 59 55.931491068|041.0276126887671 +67.7147715446677| -9.711 -10.795   |10.82    |~                 |    ~     ~    |    1|  446.209   pc  |  -4.8979     +4.8979  |paral   |2020yCat.1350....0G
1081|TYC 2021-1188-1                                                                                          |Star                              |14 32 26.7230196816 +27 52 12.049056624|040.7030480370399 +67.6283554325714|-22.706 -18.369   |10.38    |~                 |    ~     ~    |    1|  414.680   pc  |  -2.7685     +2.7685  |paral   |2020yCat.1350....0G
1082|* sig Boo                                                                                                |High Proper Motion Star           |14 34 40.8173867232 +29 44 42.457673940|045.6262285979275 +67.2008462087579|188.574 131.580   |4.47     |F4VkF2mF1         |    ~     ~    |    1|   15.756   pc  |  -0.0291     +0.0291  |paral   |2020yCat.1350....0G
1083|HD 127577                                                                                                |Star                              |14 31 26.0887215264 +27 46 40.128060900|040.4180266781139 +67.8446030859807| -14.249 24.272   |8.46     |K0                |    ~     ~    |    1|  350.287   pc  |  -3.1534     +3.1534  |paral   |2020yCat.1350....0G
1084|BD+28 2346                                                                                               |Star                              |14 34 49.0526518992 +27 31 22.719275724|039.9126057303966 +67.0774202198579| 20.975 -34.331   |10.10    |K0                |    ~     ~    |    1|  262.688   pc  |  -1.0972     +1.0972  |paral   |2020yCat.1350....0G
1085|BD+28 2336                                                                                               |Star                              |14 31 09.3354580776 +27 23 39.912489096|039.3907597664363 +67.8752246598558| -9.842 -26.290   |9.98     |K2                |    ~     ~    |    1| 2446.184   pc  |-107.7087   +107.7087  |paral   |2020yCat.1350....0G
1086|BD+28 2342                                                                                               |Double or Multiple Star           |14 33 17.0240 +27 24 51.549            |039.5543348 +67.4065880            |      12.1 -4.9   |9.39     |F5                |    ~     ~    |    0|                |                       |        |                   
1087|BD+28 2343                                                                                               |Star                              |14 33 47.6490264816 +27 25 11.509413024|039.5953748038854 +67.2942875014242|   -0.522 0.354   |10.31    |K2                |    ~     ~    |    1| 1788.909   pc  | -46.0828    +46.0828  |paral   |2020yCat.1350....0G
1088|BD+28 2347                                                                                               |Spectroscopic Binary              |14 34 57.5363422704 +27 23 30.569853084|039.5848568944026 +67.0342878600785| -71.230 28.667   |9.48     |K0                |    ~     ~    |    1|   69.589   pc  |  -0.2581     +0.2581  |paral   |2020yCat.1350....0G
1089|BD+27 2385                                                                                               |Star                              |14 30 12.1559686248 +26 23 18.060475884|036.6675476357720 +67.9758368214500|  11.570 11.067   |10.00    |G0                |    ~     ~    |    1|  207.387   pc  |  -1.9268     +1.9268  |paral   |2020yCat.1350....0G
1090|BD+27 2386                                                                                               |Star                              |14 30 57.4005994056 +27 12 01.957679280|038.8670129808930 +67.9011959397173|  8.811 -44.767   |10.44    |G5                |    ~     ~    |    1|  138.910   pc  |  -0.3686     +0.3686  |paral   |2020yCat.1350....0G
1091|BD+27 2387                                                                                               |High Proper Motion Star           |14 31 18.3605128344 +26 24 43.150686012|036.8154172119221 +67.7339645902921| -17.743 47.220   |10.12    |F8                |    ~     ~    |    1|  207.646   pc  |  -1.1512     +1.1512  |paral   |2020yCat.1350....0G
1092|HD 127726                                                                                                |Double or Multiple Star           |14 32 20.2261358 +26 40 38.241332      |037.5832330693 +67.5384724302      |  -69.68 -21.90   |6.00     |A7Vn              |0.0017  0.0    |    1|   80.8296  pc  |  -6.2577     +6.2577  |paral   |2018yCat.1345....0G
1093|BD+27 2391                                                                                               |Star                              |14 32 59.0976736056 +27 02 54.802857156|038.5893132836029 +67.4368239173189| -16.707 -9.032   |9.19     |G5                |    ~     ~    |    1|  120.042   pc  |  -0.2219     +0.2219  |paral   |2020yCat.1350....0G
1094|BD+27 2394                                                                                               |Star                              |14 34 20.0188583280 +26 26 30.449321196|037.1235032191443 +67.0659036781307| -0.300 -11.333   |9.84     |K2                |    ~     ~    |    1| 1273.074   pc  | -34.0351    +34.0351  |paral   |2020yCat.1350....0G
1095|HD 128424                                                                                                |Star                              |14 36 04.3558576752 +26 24 33.037980984|037.1728461844965 +66.6757077335094| -20.733 11.689   |9.03     |G5                |    ~     ~    |    1|  447.628   pc  |  -3.8271     +3.8271  |paral   |2020yCat.1350....0G
1096|BD+26 2580                                                                                               |High Proper Motion Star           |14 34 03.1561852680 +25 51 31.873230180|035.6203923876590 +67.0448252682197| 56.923 -31.603   |10.01    |G5                |    ~     ~    |    1|  108.482   pc  |  -0.1636     +0.1636  |paral   |2020yCat.1350....0G
1097|BD+26 2584                                                                                               |Star                              |14 35 46.0125053832 +25 55 50.354273460|035.9519024169902 +66.6749276937514|   1.569 14.534   |10.67    |F8                |    ~     ~    |    1|  488.615   pc  | -14.4679    +14.4679  |paral   |2020yCat.1350....0G
1098|BD+26 2586                                                                                               |Star                              |14 36 57.6863395512 +25 53 32.906556456|035.9610071407972 +66.4036337213638|  -5.884 -4.994   |9.91     |F8                |    ~     ~    |    1|  182.919   pc  |  -2.1414     +2.1414  |paral   |2020yCat.1350....0G
1099|V* R Boo                                                                                                 |Mira Variable                     |14 37 11.5761577632 +26 44 11.656214052|038.0702021001586 +66.4691911423076| -25.537 11.968   |6.20     |M4-8e             |    ~     ~    |    1|  657.722   pc  | -25.3502    +25.3502  |paral   |2020yCat.1350....0G
1100|BD+26 2578                                                                                               |Spectroscopic Binary              |14 33 46.5830851464 +25 31 37.804516104|034.7551892353718 +67.0526627072425| -15.688 -3.367   |10.22    |F8                |    ~     ~    |    1|  301.623   pc  |  -2.3108     +2.3108  |paral   |2020yCat.1350....0G
1101|BD+26 2579                                                                                               |High Proper Motion Star           |14 33 51.5802147696 +25 29 32.512200972|034.6753818473978 +67.0282651676900|-51.033 -64.511   |10.45    |G0                |    ~     ~    |    1|  114.896   pc  |  -0.2495     +0.2495  |paral   |2020yCat.1350....0G
1102|BD+26 2581                                                                                               |High Proper Motion Star           |14 34 06.2892872688 +25 29 31.473450744|034.6986644517458 +66.9736964141684|  2.306 -57.318   |10.34    |G5                |    ~     ~    |    1|  138.158   pc  |  -0.3741     +0.3741  |paral   |2020yCat.1350....0G
1103|BD+25 2795                                                                                               |Star                              |14 33 39.7547908824 +25 15 34.715393748|034.0682869842392 +67.0315728493762|   2.195 -4.042   |10.64    |K0                |    ~     ~    |    1|  608.273   pc  |  -6.6229     +6.6229  |paral   |2020yCat.1350....0G
1104|BD+25 2801                                                                                               |Star                              |14 35 50.0198397696 +25 08 10.865394384|033.9867396650149 +66.5262338544500| -36.944 10.195   |10.25    |G5                |    ~     ~    |    1|   84.651   pc  |  -0.1018     +0.1018  |paral   |2020yCat.1350....0G
1105|NGC 5677                           NGC 5677                                                              |Active Galaxy Nucleus             |14 34 12.7372075632 +25 28 04.825714728|034.6486051576501 +66.9457022463206|            ~ ~   |     ~   |~                 |0.750 0.555    |    1|   72.80    Mpc |                       |redshift|2007ApJ...655..790C
1106|NGC 5659                           NGC 5659                                                              |Emission-line galaxy              |14 31 06.1289208000 +25 21 18.511372980|034.0470275121844 +67.6180170920786|            ~ ~   |     ~   |~                 |1.167 0.373    |    1|   51.52    Mpc |  -3.01       +3.01    |T-F     |2020ApJ...902..145K
1107|IRAS 14305+2546                                                                                          |Star                              |14 32 48.9446718240 +25 33 25.422698268|034.7376849450925 +67.2712983542158|  -0.471 -3.735   |10.91    |~                 |    ~     ~    |    1| 1514.922   pc  | -64.2597    +64.2597  |paral   |2020yCat.1350....0G
1108|TYC 2018-159-1                                                                                           |Star                              |14 36 22.7341678440 +26 42 53.462340540|037.9602252412880 +66.6469467491118|-13.433 -10.977   |10.92    |~                 |    ~     ~    |    1| 3475.843   pc  |-188.4711   +188.4711  |paral   |2020yCat.1350....0G
1109|TYC 2018-248-1                                                                                           |Star                              |14 33 27.9509853600 +27 03 43.518054060|038.6536627522027 +67.3317815577071|  -14.367 8.644   |10.34    |~                 |    ~     ~    |    1|  143.790   pc  |  -0.3784     +0.3784  |paral   |2020yCat.1350....0G
1110|TYC 2018-311-1                                                                                           |Spectroscopic Binary              |14 35 22.7096355720 +26 39 17.992041336|037.7401095223311 +66.8613560045037| -26.271 -5.989   |10.68    |~                 |    ~     ~    |    1|  449.115   pc  | -12.1023    +12.1023  |paral   |2020yCat.1350....0G
1111|TYC 2018-374-1                                                                                           |Star                              |14 33 02.1434936688 +26 42 42.150013776|037.7212019308491 +67.3876851640448|-33.823 -20.045   |10.60    |~                 |    ~     ~    |    1|  293.341   pc  |  -1.3166     +1.3166  |paral   |2020yCat.1350....0G
1112|TYC 2018-519-1                                                                                           |High Proper Motion Star           |14 34 30.8711398704 +27 22 08.249900520|039.5026615153197 +67.1303703819087| 48.648 -15.817   |10.58    |~                 |    ~     ~    |    1|  166.753   pc  |  -0.4866     +0.4866  |paral   |2020yCat.1350....0G
1113|TYC 2018-680-1                                                                                           |Star                              |14 34 42.5928215712 +25 15 43.468529544|034.1823896677272 +66.7990370268138|-10.685 -28.391   |10.34    |~                 |    ~     ~    |    1|  125.437   pc  |  -0.2754     +0.2754  |paral   |2020yCat.1350....0G
1114|TYC 2018-720-1                                                                                           |Star                              |14 37 10.9333176720 +26 04 20.701580124|036.4239295547745 +66.3818577084076|-22.092 -19.774   |10.38    |~                 |    ~     ~    |    1|  218.713   pc  |  -1.0141     +1.0141  |paral   |2020yCat.1350....0G
1115|TYC 2018-795-1                                                                                           |Star                              |14 33 13.0773581592 +26 17 06.755983152|036.6368810364396 +67.2925178741672|-21.388 -15.720   |10.59    |~                 |    ~     ~    |    1| 1009.897   pc  | -15.0944    +15.0944  |paral   |2020yCat.1350....0G
1116|TYC 2018-874-1                                                                                           |Star                              |14 36 27.6503992512 +26 08 14.031376188|036.5250400553495 +66.5515583579129|   16.488 0.795   |10.78    |~                 |    ~     ~    |    1|  195.149   pc  |  -0.7198     +0.7198  |paral   |2020yCat.1350....0G
1117|HD 127386                                                                                                |Star                              |14 30 28.4010231528 +25 05 23.634179016|033.2931636293548 +67.7102144002101|   -3.342 7.700   |8.63     |G5                |    ~     ~    |    1|  135.135   pc  |  -2.6351     +2.6351  |paral   |2020yCat.1350....0G
1118|BD+25 2789                                                                                               |Star                              |14 31 13.4158654584 +24 29 05.822626236|031.8272205273226 +67.4237770777182| -8.879 -18.598   |10.27    |K0                |    ~     ~    |    1|  607.128   pc  | -13.8964    +13.8964  |paral   |2020yCat.1350....0G
1119|BD+25 2790                                                                                               |Spectroscopic Binary              |14 31 16.3908533088 +24 31 08.475631608|031.9201393392011 +67.4198701836380|-63.237 -105.247  |9.92     |G5                |    ~     ~    |    1|  155.814   pc  |  -4.5618     +4.5618  |paral   |2020yCat.1350....0G
1120|BD+25 2792                                                                                               |High Proper Motion Star           |14 31 27.2254065840 +24 27 59.786221392|031.8091886364007 +67.3687228925217| -51.983 -7.987   |10.05    |G0                |    ~     ~    |    1|  157.766   pc  |  -2.4094     +2.4094  |paral   |2020yCat.1350....0G
1121|BD+25 2794                                                                                               |Star                              |14 32 56.8318883880 +25 02 44.162339244|033.4515922272546 +67.1515576022469|   5.055 -9.502   |10.62    |K0                |    ~     ~    |    1|  894.374   pc  | -14.7983    +14.7983  |paral   |2020yCat.1350....0G
1122|HD 128078                                                                                                |Star                              |14 34 20.5643973048 +24 23 30.528409380|031.9786207647473 +66.7102065995322|  10.094 -2.654   |8.43     |A1V               |    ~     ~    |    1|  306.176   pc  |  -3.3091     +3.3091  |paral   |2020yCat.1350....0G
1123|BD+25 2797                                                                                               |Star                              |14 34 25.8349994496 +24 23 59.913245760|032.0095421051687 +66.6924006931506|   3.570 -8.085   |8.44     |G8III             |    ~     ~    |    1|  147.354   pc  |  -0.6080     +0.6080  |paral   |2020yCat.1350....0G
1124|BD+25 2799                                                                                               |Star                              |14 34 47.0196573312 +24 26 18.151346832|032.1472164810202 +66.6219834449023|  -0.839 -5.205   |9.50     |K0                |    ~     ~    |    1|  511.823   pc  | -41.5211    +41.5211  |paral   |2020yCat.1350....0G
1125|HD 128369                                                                                                |High Proper Motion Star           |14 35 52.5577797576 +24 56 19.976981280|033.5047904487848 +66.4797265062313| 94.494 -77.249   |7.94     |F5                |    ~     ~    |    1|   88.304   pc  |  -0.3103     +0.3103  |paral   |2020yCat.1350....0G
1126|BD+25 2803                                                                                               |Star                              |14 36 02.9897386800 +24 42 01.099159776|032.9389642158114 +66.3942129848917|   -5.654 9.686   |10.32    |F2                |    ~     ~    |    1|  262.916   pc  |  -1.2719     +1.2719  |paral   |2020yCat.1350....0G
1127|HD 128547                                                                                                |Star                              |14 36 53.8872880920 +24 27 47.022527196|032.4603138590995 +66.1567459851385|  -0.373 -7.258   |7.69     |A0                |    ~     ~    |    1|  404.645   pc  |  -7.7284     +7.7284  |paral   |2020yCat.1350....0G
1128|TYC 2015-752-1                                                                                           |Star                              |14 32 30.9459305592 +24 40 49.993298220|032.4798856507545 +67.1765476089100| -6.249 -10.604   |10.99    |~                 |    ~     ~    |    1|  962.186   pc  | -11.2948    +11.2948  |paral   |2020yCat.1350....0G
1129|BD+24 2743                                                                                               |Star                              |14 35 55.1580525912 +24 13 09.995885868|031.7510333482694 +66.3222440517616|   9.317 -0.667   |8.87     |A0                |    ~     ~    |    1|  235.593   pc  |  -1.4764     +1.4764  |paral   |2020yCat.1350....0G
1130|HD 128425                                                                                                |High Proper Motion Star           |14 36 15.5519055264 +23 59 02.930854632|031.2244932368079 +66.1940260679668| -80.546 47.512   |7.66     |K0                |    ~     ~    |    1|  126.937   pc  |  -0.3835     +0.3835  |paral   |2020yCat.1350....0G
1131|V* AD Boo                                                                                                |Eclipsing Binary                  |14 35 12.7797940752 +24 38 21.323757120|032.6928728213100 +66.5680701991576| -23.074 -4.901   |9.44     |G0                |    ~     ~    |    1|  205.111   pc  |  -1.6450     +1.6450  |paral   |2020yCat.1350....0G
1132|HD 128219                                                                                                |High Proper Motion Star           |14 35 05.9601122928 +23 30 56.270103120|029.9372347751501 +66.3408385054040|-69.109 -67.178   |8.41     |G5                |    ~     ~    |    1|   64.205   pc  |  -0.0783     +0.0783  |paral   |2020yCat.1350....0G
1133|BD+24 2742                                                                                               |Star                              |14 35 55.6493148792 +23 28 12.825632928|029.9442689498235 +66.1456298299300|    5.020 4.333   |10.30    |F0                |    ~     ~    |    1|  244.744   pc  |  -1.1141     +1.1141  |paral   |2020yCat.1350....0G
1134|HD 128480                                                                                                |Star                              |14 36 32.3305473792 +23 37 17.128124328|030.3905871657769 +66.0467083490502|  2.013 -24.374   |7.59     |K5                |    ~     ~    |    1|  356.341   pc  |  -2.9586     +2.9586  |paral   |2020yCat.1350....0G
1135|BD+23 2706                                                                                               |High Proper Motion Star           |14 33 09.5392616592 +22 56 14.075454300|028.2489998406905 +66.6227029751640| -68.926 44.337   |8.73     |G5                |    ~     ~    |    1|  144.737   pc  |  -0.4881     +0.4881  |paral   |2020yCat.1350....0G
1136|BD+23 2708                                                                                               |Spectroscopic Binary              |14 33 35.7319097088 +23 09 15.611418468|028.8431367735139 +66.5833121726231|  -43.446 6.976   |9.18     |F2                |    ~     ~    |    1|  161.781   pc  |  -0.4554     +0.4554  |paral   |2020yCat.1350....0G
1137|HD 128402                                                                                                |Star                              |14 36 06.8726160960 +23 15 01.297175688|029.4456694046041 +66.0488233741686| -10.554 26.995   |6.370    |K0                |    ~     ~    |    1|  136.058   pc  |  -0.3869     +0.3869  |paral   |2020yCat.1350....0G
1138|BD+23 2711                                                                                               |Star                              |14 36 22.7325853368 +22 59 21.793283556|028.8652828168921 +65.9222850869985|  -6.197 -0.181   |9.19     |K0                |    ~     ~    |    1|  441.228   pc  |  -3.0760     +3.0760  |paral   |2020yCat.1350....0G
1139|BD+23 2713                                                                                               |Spectroscopic Binary              |14 37 14.4312511320 +23 20 55.181834196|029.8394412163186 +65.8235996782329|  11.732 -5.861   |10.88    |G0                |    ~     ~    |    1|  285.372   pc  |  -3.7868     +3.7868  |paral   |2020yCat.1350....0G
1140|TYC 2008-802-1                                                                                           |Star                              |14 30 17.0833142280 +24 06 16.067460384|030.7357529338023 +67.5498216987619| 22.737 -23.916   |10.69    |~                 |    ~     ~    |    1|  362.201   pc  |  -2.4270     +2.4270  |paral   |2020yCat.1350....0G
1141|TYC 2008-943-1                                                                                           |Spectroscopic Binary              |14 30 14.1509177496 +23 05 04.991771292|028.1528173012286 +67.3102868191504|-14.317 -22.128   |10.66    |~                 |    ~     ~    |    1|  297.912   pc  |  -9.1325     +9.1325  |paral   |2020yCat.1350....0G
1142|TYC 2015-22-1                                                                                            |Star                              |14 36 44.2282072104 +24 04 02.504411076|031.4860565499831 +66.1065646673151| -8.699 -18.739   |10.93    |~                 |    ~     ~    |    1|  268.824   pc  |  -1.6549     +1.6549  |paral   |2020yCat.1350....0G
1143|TYC 2015-124-1                                                                                           |Star                              |14 34 47.0718080496 +24 07 47.499751416|031.3893522059923 +66.5548545382743|  -2.871 -7.096   |10.93    |~                 |    ~     ~    |    1|  378.115   pc  |  -2.5878     +2.5878  |paral   |2020yCat.1350....0G
1144|IRAS 14288+2452                                                                                          |Long-Period Variable Candidate    |14 31 08.0329967592 +24 39 22.542399936|032.2533769587333 +67.4790822687913|   6.285 -5.487   |10.33    |~                 |    ~     ~    |    1| 1847.06    pc  | -82.9029    +82.9029  |paral   |2020yCat.1350....0G
1145|TYC 2015-369-1                                                                                           |Star                              |14 35 03.5665189128 +23 30 48.625306164|029.9264966519814 +66.3491799593516|  7.626 -13.923   |10.8     |~                 |    ~     ~    |    1|  807.820   pc  | -10.2454    +10.2454  |paral   |2020yCat.1350....0G
1146|TYC 2015-421-1                                                                                           |Star                              |14 31 51.6865984440 +22 51 39.534179184|027.8579025991113 +66.8897026173753|  -38.385 5.149   |10.57    |~                 |    ~     ~    |    1|  428.872   pc  |  -3.0165     +3.0165  |paral   |2020yCat.1350....0G
1147|TYC 2015-496-1                                                                                           |Star                              |14 35 41.7242500200 +23 30 44.550214200|030.0129074074208 +66.2075909177255|   -0.229 2.306   |10.76    |~                 |    ~     ~    |    1|  933.794   pc  | -12.9924    +12.9924  |paral   |2020yCat.1350....0G
1148|TYC 2015-516-1                                                                                           |Star                              |14 32 32.8613734968 +23 55 05.223760356|030.5718633628019 +67.0041257520357| -14.674 -0.595   |10.34    |~                 |    ~     ~    |    1|  867.604   pc  | -12.0438    +12.0438  |paral   |2020yCat.1350....0G
1149|TYC 2015-708-1                                                                                           |Star                              |14 36 44.8265699472 +23 19 29.756784504|029.7135121757116 +65.9272438758181| 14.760 -11.090   |10.78    |~                 |    ~     ~    |    1|  310.492   pc  |  -1.7449     +1.7449  |paral   |2020yCat.1350....0G
1150|TYC 2015-771-1                                                                                           |Star                              |14 37 29.1904568976 +23 06 30.366433584|029.3087655365787 +65.7076066213670| -34.983 18.367   |10.74    |~                 |    ~     ~    |    1|  219.693   pc  |  -1.0811     +1.0811  |paral   |2020yCat.1350....0G
1151|AG+22 1458                                                                                               |Long-Period Variable Candidate    |14 34 24.7810895232 +22 36 21.266526924|027.6504714653729 +66.2537768445629| -12.764 -5.408   |9.78     |M0                |    ~     ~    |    1| 1456.66    pc  | -65.3536    +65.3536  |paral   |2020yCat.1350....0G
1152|BD+22 2711                                                                                               |High Proper Motion Star           |14 30 08.7024927168 +21 48 54.312439824|025.0093405869605 +66.9623335607617| 23.625 -77.767   |10.46    |F8                |    ~     ~    |    1|  217.037   pc  |  -0.9091     +0.9091  |paral   |2020yCat.1350....0G
1153|HD 127666                                                                                                |Star                              |14 32 02.1507092760 +22 04 47.590468392|025.9912260144718 +66.6266627988957| -41.930 20.524   |8.72     |F8V               |    ~     ~    |    1|  187.063   pc  |  -0.6089     +0.6089  |paral   |2020yCat.1350....0G
1154|BD+22 2716                                                                                               |Star                              |14 33 06.3571702344 +21 53 40.981395876|025.7385464753256 +66.3339883819206|  29.428 -6.864   |9.745    |F5V               |    ~     ~    |    1|  160.759   pc  |  -0.4445     +0.4445  |paral   |2020yCat.1350....0G
1155|BD+22 2721                                                                                               |Star                              |14 36 40.1540936208 +21 50 56.594727960|026.2525345501629 +65.5329940016338| -10.994 -0.942   |10.06    |G5                |    ~     ~    |    1|  842.531   pc  | -11.2158    +11.2158  |paral   |2020yCat.1350....0G
1156|BD+22 2713                                                                                               |High Proper Motion Star           |14 32 02.1042930072 +21 30 20.630024964|024.6210903358443 +66.4475762383914|-74.913 -28.978   |9.79     |G0                |    ~     ~    |    1|  126.021   pc  |  -0.2509     +0.2509  |paral   |2020yCat.1350....0G
1157|BD+22 2718                                                                                               |Spectroscopic Binary              |14 34 14.5189465320 +21 24 29.889078156|024.8033572101300 +65.9301322104646| -42.368 -0.730   |9.21     |K7                |    ~     ~    |    1| 1004.419   pc  | -18.7648    +18.7648  |paral   |2020yCat.1350....0G
1158|BD+22 2720                                                                                               |Star                              |14 35 27.0840614040 +21 29 00.990084552|025.1979205380714 +65.6877950387929|-11.252 -28.710   |10.16    |F8                |    ~     ~    |    1|  203.211   pc  |  -8.0401     +8.0401  |paral   |2020yCat.1350....0G
1159|BD+21 2659                                                                                               |Double or Multiple Star           |14 30 31.6020609768 +20 55 15.654966996|022.9433207153510 +66.5835445547766|  8.289 -31.228   |9.83     |K0                |    ~     ~    |    0|                |                       |        |                   
1160|BD+21 2661                                                                                               |Star                              |14 31 23.4150602184 +20 41 12.392978352|022.5702927952630 +66.3126577502096|  0.924 -12.554   |9.61     |M2                |    ~     ~    |    1|  969.368   pc  | -19.3573    +19.3573  |paral   |2020yCat.1350....0G
1161|BD+21 2662                                                                                               |Star                              |14 32 25.8150713496 +20 29 20.320949580|022.3265890623677 +66.0148898553228|  4.303 -23.636   |9.86     |~                 |    ~     ~    |    1|  339.570   pc  |  -1.8334     +1.8334  |paral   |2020yCat.1350....0G
1162|BD+21 2663                                                                                               |Star                              |14 32 44.6501741496 +21 16 22.472233356|024.2070111036611 +66.2155833256550|  6.585 -23.282   |10.43    |G0                |    ~     ~    |    1|  167.490   pc  |  -0.4769     +0.4769  |paral   |2020yCat.1350....0G
1163|BD+21 2664                                                                                               |Star                              |14 35 28.2782821296 +20 33 00.673240788|023.0783655970749 +65.3706980023493| -41.040 20.514   |10.11    |G5                |    ~     ~    |    1|   97.933   pc  |  -0.2033     +0.2033  |paral   |2020yCat.1350....0G
1164|BD+21 2665                                                                                               |High Proper Motion Star           |14 35 43.4709183144 +20 26 00.641960664|022.8669256489127 +65.2740741430984| -57.446 -2.748   |9.46     |G0                |    ~     ~    |    1|   94.400   pc  |  -0.1141     +0.1141  |paral   |2020yCat.1350....0G
1165|BD+20 2993                                                                                               |Double or Multiple Star           |14 36 39.9137 +20 13 34.882            |022.5939625 +64.9941239            |     16.9 -18.8   |9.95     |F8                |    ~     ~    |    0|                |                       |        |                   
1166|* 26 Boo                                                                                                 |High Proper Motion Star           |14 32 32.5421471304 +22 15 36.203742792|026.5122435474729 +66.5684484325480|-126.904 39.706   |5.897    |F2IV              |    ~     ~    |    1|   57.322   pc  |  -0.1945     +0.1945  |paral   |2020yCat.1350....0G
1167|TYC 1482-83-1                                                                                            |Star                              |14 33 34.5626340336 +21 43 25.185172656|025.4186878997917 +66.1772166757641| -25.575 36.500   |10.33    |~                 |    ~     ~    |    1|  226.367   pc  |  -0.9480     +0.9480  |paral   |2020yCat.1350....0G
1168|TYC 1482-124-1                                                                                           |Star                              |14 33 23.2510382880 +22 20 56.227921512|026.8686601166398 +66.4075237787597|   -0.161 4.230   |9.22     |~                 |    ~     ~    |    1|  669.299   pc  |  -8.7800     +8.7800  |paral   |2020yCat.1350....0G
1169|TYC 1482-181-1                                                                                           |Star                              |14 33 34.4285430168 +22 24 20.542019076|027.0354494101263 +66.3827209254661| -24.799 -0.285   |10.95    |~                 |    ~     ~    |    1|  175.864   pc  |  -0.7114     +0.7114  |paral   |2020yCat.1350....0G
1170|TYC 1482-192-1                                                                                           |Star                              |14 32 03.1958296368 +21 37 49.401518016|024.9202251699407 +66.4835024119450| -29.331 -8.721   |10.82    |~                 |    ~     ~    |    1|  173.262   pc  |  -0.3963     +0.3963  |paral   |2020yCat.1350....0G
1171|TYC 1482-575-1                                                                                           |High Proper Motion Star           |14 33 26.5530650760 +21 05 44.627049240|023.9280897687644 +66.0031326640437| -98.938 22.573   |10.83    |~                 |    ~     ~    |    1|  159.193   pc  |  -0.4004     +0.4004  |paral   |2020yCat.1350....0G
