C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST06:50:27

dec >=0&rah >=10.5&rah< 10.75&(cat='NGC'|Vmag< 11)
--------------------------------------------------

Number of objects : 2377

 #  |                                               identifier                                                |                typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |   spec. type    |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|-----------------------------------|---------------------------------------|-----------------------------------|------------------|---------|-----------------|---------------|-----|----------------|-----------------------|--------|-------------------
1055|HD 91704                                                                                                 |High Proper Motion Star            |10 35 50.8556355576 +30 31 55.556265612|198.2204437455173 +60.2205472057854| 67.966 -25.097   |9.23     |G0V              |    ~     ~    |    1|  145.643   pc  |  -0.4497     +0.4497  |paral   |2020yCat.1350....0G
1056|BD+31 2162                                                                                               |Star                               |10 35 52.9096253904 +31 09 52.751877156|196.9471501481096 +60.2440247657098|-14.574 -22.506   |10.28    |G0               |    ~     ~    |    1|  131.903   pc  |  -0.3236     +0.3236  |paral   |2020yCat.1350....0G
1057|HD 91712                                                                                                 |Star                               |10 35 56.5835788968 +30 24 01.905277572|198.4867691517155 +60.2362241416551|   9.549 -3.406   |8.42     |G8III            |    ~     ~    |    1|  379.363   pc  |  -3.7274     +3.7274  |paral   |2020yCat.1350....0G
1058|HD 91723                                                                                                 |High Proper Motion Star            |10 35 59.6143601664 +30 38 52.037083860|197.9896200876383 +60.2557947623640| -124.454 0.803   |9.03     |G5               |    ~     ~    |    1|  111.789   pc  |  -0.2124     +0.2124  |paral   |2020yCat.1350....0G
1059|BD+31 2166                                                                                               |Star                               |10 36 50.4478207968 +30 15 10.254203244|198.8006760996547 +60.4238244769929|  -13.786 0.574   |10.80    |F8               |    ~     ~    |    1|  266.702   pc  |  -4.8866     +4.8866  |paral   |2020yCat.1350....0G
1060|BD+31 2167                                                                                               |Star                               |10 36 53.6224001808 +31 05 53.039516640|197.0886356338552 +60.4594874184700|  -7.884 -9.874   |9.43     |G0V              |    ~     ~    |    1|  194.628   pc  |  -3.1441     +3.1441  |paral   |2020yCat.1350....0G
1061|BD+31 2168                                                                                               |Star                               |10 36 54.7612651320 +30 39 07.434381096|197.9931129682256 +60.4535116905440| -19.625 -2.241   |9.94     |F5               |    ~     ~    |    1|  189.617   pc  |  -0.5861     +0.5861  |paral   |2020yCat.1350....0G
1062|BD+31 2169                                                                                               |Star                               |10 37 13.7491465896 +30 34 51.531429144|198.1415093728853 +60.5194249035690| -21.733 -6.022   |9.85     |F5               |    ~     ~    |    1|  293.247   pc  |  -1.3931     +1.3931  |paral   |2020yCat.1350....0G
1063|BD+31 2172                                                                                               |Star                               |10 39 29.9322578112 +31 06 11.035925928|197.0929912972749 +61.0171807437292| 15.010 -34.618   |10.20    |K0III            |    ~     ~    |    1|  309.645   pc  |  -4.8324     +4.8324  |paral   |2020yCat.1350....0G
1064|BD+31 2173                                                                                               |Star                               |10 39 39.2856729360 +30 54 44.292655512|197.4877205299983 +61.0481556693006|  6.858 -10.126   |9.47     |G8III            |    ~     ~    |    1|  818.398   pc  | -11.5201    +11.5201  |paral   |2020yCat.1350....0G
1065|BD+31 2174                                                                                               |Star                               |10 39 55.1446204224 +30 57 08.756683416|197.4064718020877 +61.1054178668192| 21.574 -31.182   |10.16    |G8III            |    ~     ~    |    1|  205.297   pc  |  -0.8303     +0.8303  |paral   |2020yCat.1350....0G
1066|AG+30 1061                                                                                               |Red Giant Branch star              |10 32 53.1995895504 +30 32 55.403003580|198.1392007478201 +59.5840925251056| -12.680 -2.842   |10.77    |K0               |    ~     ~    |    1| 1526.718   pc  | -38.4593    +38.4593  |paral   |2020yCat.1350....0G
1067|BD+30 2037                                                                                               |Spectroscopic Binary               |10 35 04.6129190328 +29 54 41.667012756|199.4497285482671 +60.0260948259713|-29.674 -13.917   |10.93    |G0               |    ~     ~    |    1|  364.924   pc  |  -2.4769     +2.4769  |paral   |2020yCat.1350....0G
1068|BD+30 2041a                                                                                              |Star                               |10 37 27.2631320424 +30 15 14.643622656|198.8092787064817 +60.5562675306427|-44.222 -20.271   |10.88    |K0               |    ~     ~    |    1|  394.027   pc  |  -2.2512     +2.2512  |paral   |2020yCat.1350....0G
1069|BD+30 2042                                                                                               |High Proper Motion Star            |10 37 57.7754786136 +29 56 46.648610232|199.4457412919221 +60.6523472497775| -83.950 23.121   |10.19    |G8III            |    ~     ~    |    1|  261.801   pc  |  -0.9801     +0.9801  |paral   |2020yCat.1350....0G
1070|BD+30 2047                                                                                               |High Proper Motion Star            |10 39 46.4537957112 +29 53 14.975494908|199.6052675240277 +61.0415312151013|-44.173 -39.979   |10.28    |G2V              |    ~     ~    |    1|  129.269   pc  |  -1.2934     +1.2934  |paral   |2020yCat.1350....0G
1071|BD+30 2051                                                                                               |Spectroscopic Binary               |10 41 09.0405989880 +29 49 58.964026836|199.7473539647731 +61.3370566379148|  2.783 -20.671   |10.42    |A0               |    ~     ~    |    1|  421.567   pc  |  -3.1812     +3.1812  |paral   |2020yCat.1350....0G
1072|BD+31 2171                                                                                               |Star                               |10 38 36.6726106104 +30 52 53.932361268|197.5429153628411 +60.8237973105527| -26.361 -5.701   |9.99     |~                |    ~     ~    |    1|  240.906   pc  |  -0.8763     +0.8763  |paral   |2020yCat.1350....0G
1073|BD+30 2034                                                                                               |Spectroscopic Binary               |10 33 14.9262526248 +29 36 54.999596304|199.9894495654817 +59.6118822521667|-21.343 -10.358   |10.34    |K3III            |    ~     ~    |    1| 3182.686   pc  |-192.4603   +192.4603  |paral   |2020yCat.1350....0G
1074|BD+30 2036                                                                                               |Star                               |10 34 43.0302581352 +29 25 49.084856004|200.3997170386217 +59.9177853424942| -40.249 -9.320   |10.78    |G0               |    ~     ~    |    1|  145.794   pc  |  -2.7739     +2.7739  |paral   |2020yCat.1350....0G
1075|BD+30 2038                                                                                               |Star                               |10 35 16.9377156696 +29 30 52.710217560|200.2484459848446 +60.0462957687891|  -34.078 5.512   |10.27    |~                |    ~     ~    |    1|  285.225   pc  |  -1.4888     +1.4888  |paral   |2020yCat.1350....0G
1076|BD+30 2040                                                                                               |High Proper Motion Star            |10 35 43.5780880488 +29 37 50.298708396|200.0288267843624 +60.1501656038812|-30.136 -72.981   |10.86    |~                |    ~     ~    |    1|  136.786   pc  |  -0.2694     +0.2694  |paral   |2020yCat.1350....0G
1077|HD 92068                                                                                                 |Star                               |10 38 18.3723215424 +29 29 57.115687380|200.3657468265919 +60.7018409228451|-20.844 -40.633   |8.90     |K0III            |    ~     ~    |    1|  332.292   pc  |  -3.9640     +3.9640  |paral   |2020yCat.1350....0G
1078|BD+30 2050                                                                                               |High Proper Motion Star            |10 40 57.2302650144 +29 38 25.738371096|200.1435230834186 +61.2847448245745|-82.834 -57.395   |9.50     |G2V              |    ~     ~    |    1|  146.028   pc  |  -0.3732     +0.3732  |paral   |2020yCat.1350....0G
1079|StKM 1-865                                                                                               |High Proper Motion Star            |10 35 22.4255024088 +31 30 19.588062276|196.2591966483818 +60.1393516427228| 61.394 -60.321   |10.45    |K4/5             |    ~     ~    |    1|   44.186   pc  |  -0.0381     +0.0381  |paral   |2020yCat.1350....0G
1080|TYC 1976-1045-1                                                                                          |Star                               |10 35 58.6289466528 +29 14 41.054110692|200.8101811078966 +60.1782459743366|  -33.594 4.423   |10.91    |~                |    ~     ~    |    1|  194.322   pc  |  -0.9440     +0.9440  |paral   |2020yCat.1350....0G
1081|TYC 1979-85-1                                                                                            |High Proper Motion Star            |10 38 28.3569364920 +29 47 52.862919396|199.7598707271340 +60.7551418718799|  -89.271 1.751   |10.82    |~                |    ~     ~    |    1|  300.860   pc  |  -3.0052     +3.0052  |paral   |2020yCat.1350....0G
1082|TYC 1979-616-1                                                                                           |Star                               |10 39 26.0317900680 +29 37 05.753531244|200.1518542329171 +60.9537167492075|  -17.580 5.092   |10.78    |~                |    ~     ~    |    1|  377.302   pc  |  -1.9788     +1.9788  |paral   |2020yCat.1350....0G
1083|TYC 2511-317-1                                                                                           |Star                               |10 31 58.0281436584 +31 10 46.977214908|196.8842616998528 +59.4071208762179|   -7.827 0.702   |10.99    |~                |    ~     ~    |    1|  403.894   pc  |  -2.9200     +2.9200  |paral   |2020yCat.1350....0G
1084|TYC 2511-447-1                                                                                           |Star                               |10 33 54.0016006752 +31 15 05.372948556|196.7592086669474 +59.8217739979971|  -47.560 0.937   |10.02    |~                |    ~     ~    |    1|  292.244   pc  |  -1.9729     +1.9729  |paral   |2020yCat.1350....0G
1085|TYC 2511-462-1                                                                                           |Star                               |10 30 43.1101535568 +31 33 32.478861636|196.1317789820978 +59.1480267962053|  5.981 -16.047   |10.15    |~                |    ~     ~    |    1|  340.136   pc  |  -2.3139     +2.3139  |paral   |2020yCat.1350....0G
1086|2MASS J10332102+3052184                                                                                  |Red Giant Branch star              |10 33 21.0280600440 +30 52 18.580092456|197.5072896915620 +59.6951106799459|  -40.310 4.287   |10.63    |~                |    ~     ~    |    1|  474.226   pc  |  -3.3284     +3.3284  |paral   |2020yCat.1350....0G
1087|TYC 2511-604-1                                                                                           |Star                               |10 33 37.9699136544 +31 29 43.073302992|196.2730469663444 +59.7681835797685|-21.691 -13.828   |10.92    |~                |    ~     ~    |    1|  634.397   pc  |  -7.7675     +7.7675  |paral   |2020yCat.1350....0G
1088|TYC 2511-613-1                                                                                           |Star                               |10 32 40.5747582504 +31 27 50.474322972|196.3300253148666 +59.5638654545741| -10.214 -4.904   |10.57    |~                |    ~     ~    |    1| 1064.056   pc  | -19.2477    +19.2477  |paral   |2020yCat.1350....0G
1089|TYC 2511-622-1                                                                                           |Spectroscopic Binary               |10 32 51.6422530104 +31 30 49.015420704|196.2330702650073 +59.6038224053591| -2.515 -23.307   |10.62    |~                |    ~     ~    |    1|  231.283   pc  |  -7.4835     +7.4835  |paral   |2020yCat.1350....0G
1090|TYC 2511-651-1                                                                                           |Star                               |10 35 03.7884438504 +31 36 22.193961480|196.0563869233375 +60.0737221768652| -2.455 -28.617   |10.56    |~                |    ~     ~    |    1| 1633.720   pc  | -50.1780    +50.1780  |paral   |2020yCat.1350....0G
1091|TYC 2511-768-1                                                                                           |Star                               |10 35 56.0479453848 +31 00 19.364892732|197.2684671931835 +60.2523235598579|  -28.013 8.540   |10.78    |~                |    ~     ~    |    1|  408.630   pc  |  -3.1559     +3.1559  |paral   |2020yCat.1350....0G
1092|2MASS J10324149+3041151                                                                                  |Red Giant Branch star              |10 32 41.4921793848 +30 41 15.169805556|197.8621434614123 +59.5475092772595|-30.201 -26.864   |10.46    |~                |    ~     ~    |    1|  356.633   pc  |  -2.4929     +2.4929  |paral   |2020yCat.1350....0G
1093|TYC 2511-978-1                                                                                           |High Proper Motion Star            |10 35 18.2572536792 +30 11 55.771802880|198.8799800650053 +60.0898618708827| -74.425 -4.086   |10.67    |~                |    ~     ~    |    1|  106.181   pc  |  -0.2052     +0.2052  |paral   |2020yCat.1350....0G
1094|TYC 2511-1053-1                                                                                          |Star                               |10 35 48.1202710992 +30 27 29.239388892|198.3685462557369 +60.2080436842094|-41.489 -26.222   |10.77    |~                |    ~     ~    |    1|  295.631   pc  |  -1.4858     +1.4858  |paral   |2020yCat.1350....0G
1095|TYC 2512-319-1                                                                                           |Star                               |10 40 07.4798181216 +31 57 48.062046384|195.3126598535625 +61.1467264401328|  0.088 -30.565   |10.86    |~                |    ~     ~    |    1|  108.446   pc  |  -0.2599     +0.2599  |paral   |2020yCat.1350....0G
1096|TYC 2512-473-1                                                                                           |High Proper Motion Star            |10 36 17.6317237992 +31 54 05.578469964|195.4610351403698 +60.3348410606210| 50.703 -56.566   |10.10    |~                |    ~     ~    |    1|  162.472   pc  |  -0.4488     +0.4488  |paral   |2020yCat.1350....0G
1097|TYC 2512-532-1                                                                                           |High Proper Motion Star            |10 37 08.9586097320 +31 16 04.680784416|196.7451822978551 +60.5163239695332|-36.555 -37.986   |10.29    |~                |    ~     ~    |    1|  130.719   pc  |  -0.3042     +0.3042  |paral   |2020yCat.1350....0G
1098|TYC 2512-809-1                                                                                           |Horizontal Branch Star             |10 38 59.1114109896 +30 38 16.000883052|198.0472854389985 +60.8987159815059|  -11.848 8.406   |10.42    |~                |    ~     ~    |    1|  871.308   pc  | -11.4636    +11.4636  |paral   |2020yCat.1350....0G
1099|TYC 2512-839-1                                                                                           |Horizontal Branch Star             |10 38 40.6136734848 +30 00 57.272975748|199.3184884409935 +60.8100804155523|  -3.475 -0.168   |10.74    |~                |    ~     ~    |    1| 1135.203   pc  | -17.2684    +17.2684  |paral   |2020yCat.1350....0G
1100|GSC 02512-01134                                                                                          |Double or Multiple Star            |10 38 31.782504 +31 13 42.67200        |196.831101470 +60.810992956        |     -2.4 -17.7   |9.984    |~                |    ~     ~    |    0|                |                       |        |                   
1101|BD+29 2058                                                                                               |Star                               |10 30 53.1424454160 +28 38 27.277307880|201.8074830786297 +59.0160640215248|-31.587 -20.925   |9.59     |A0               |    ~     ~    |    1| 1063.717   pc  | -25.6849    +25.6849  |paral   |2020yCat.1350....0G
1102|NGC 3265                           NGC 3265                                                              |Galaxy towards a Group of Galaxies |10 31 06.768 +28 47 47.98              |201.515511 +59.080774              |            ~ ~   |13.54    |~                | 0.91  0.68    |    1|   23.200   Mpc |  +2.300      +2.300   |Flow    |2010ApJS..190..233M
1103|BD+29 2060                                                                                               |Star                               |10 31 58.2541179024 +28 38 44.071341576|201.8443229044269 +59.2534560339720| 20.232 -32.685   |10.09    |A7               |    ~     ~    |    1|  237.818   pc  |  -0.8823     +0.8823  |paral   |2020yCat.1350....0G
1104|BD+28 1893                                                                                               |Star                               |10 31 34.1258037048 +28 02 29.173619112|202.9981489057696 +59.1008105201760|-27.049 -13.060   |9.83     |F0               |    ~     ~    |    1|  245.074   pc  |  -1.0090     +1.0090  |paral   |2020yCat.1350....0G
1105|TYC 1976-868-1                                                                                           |Star                               |10 31 57.1594422072 +28 32 12.302435436|202.0553017158890 +59.2386306192629| 23.376 -21.159   |10.26    |G5               |    ~     ~    |    1|  204.303   pc  |  -0.6595     +0.6595  |paral   |2020yCat.1350....0G
1106|BD+28 1897                                                                                               |High Proper Motion Star            |10 32 25.7345770992 +27 50 45.563094600|203.4208599896724 +59.2663180746784| 61.156 -84.959   |10.13    |~                |    ~     ~    |    1|  165.851   pc  |  -0.4814     +0.4814  |paral   |2020yCat.1350....0G
1107|HD 90932                                                                                                 |Star                               |10 30 21.5397855408 +27 20 08.774346480|204.2883972801762 +58.7456425095991| -4.167 -17.374   |8.18     |K1III            |    ~     ~    |    1|  460.257   pc  |  -5.6772     +5.6772  |paral   |2020yCat.1350....0G
1108|BD+28 1894                                                                                               |Star                               |10 31 46.5175133400 +27 25 57.527636880|204.1849856988473 +59.0702631344321|  5.744 -24.798   |10.31    |K0III            |    ~     ~    |    1|  682.780   pc  | -26.0600    +26.0600  |paral   |2020yCat.1350....0G
1109|BD+27 1898                                                                                               |High Proper Motion Star            |10 30 13.3434109056 +26 21 55.946519316|206.1233891524067 +58.5687331092674| -73.422 -1.393   |10.76    |K5               |    ~     ~    |    1|   75.978   pc  |  -0.0924     +0.0924  |paral   |2020yCat.1350....0G
1110|BD+27 1899                                                                                               |Star                               |10 31 39.0128244792 +26 59 33.839373804|205.0238559454625 +58.9813126560215|  -11.667 9.739   |10.63    |G8III            |    ~     ~    |    1|  632.791   pc  |  -7.4479     +7.4479  |paral   |2020yCat.1350....0G
1111|TYC 1973-573-1                                                                                           |Star                               |10 30 58.4804440296 +26 41 12.418272096|205.5652287557237 +58.7862633283007|   1.838 -1.353   |10.78    |G0               |    ~     ~    |    1|  135.084   pc  |  -0.2901     +0.2901  |paral   |2020yCat.1350....0G
1112|NGC 3272                           NGC 3272                                                              |Galaxy                             |10 32 10.3780869600 +28 28 58.779079464|202.1695661243678 +59.2813036787666|   1.069 -0.203   |     ~   |~                |0.257 0.210    |    0|                |                       |        |                   
1113|NGC 3274                           NGC 3274                                                              |Emission-line galaxy               |10 32 17.2253817864 +27 40 07.165226244|203.7573857756506 +59.2133282756641|  -2.079 -0.423   |     ~   |~                |0.903 0.560    |    1|    6.50    Mpc |                       |T-F     |2011ApJS..192....6L
1114|BD+29 2061                                                                                               |Star                               |10 33 30.8555519280 +28 52 26.958921240|201.4590282191854 +59.6115969978968|  2.146 -24.781   |9.40     |G0V              |    ~     ~    |    1|  160.779   pc  |  -0.5196     +0.5196  |paral   |2020yCat.1350....0G
1115|HD 91685                                                                                                 |Star                               |10 35 43.2647424528 +29 06 14.847307236|201.0832429301093 +60.1117708137112|  4.898 -37.817   |8.66     |F7V              |    ~     ~    |    1|  117.872   pc  |  -0.2765     +0.2765  |paral   |2020yCat.1350....0G
1116|BD+29 2063                                                                                               |Double or Multiple Star            |10 35 50.705448 +29 01 45.27732        |201.237419915 +60.132810408        |    -72.6 -11.5   |10.216   |~                |    ~     ~    |    0|                |                       |        |                   
1117|TYC 1976-639-1                                                                                           |Star                               |10 36 00.3446874864 +28 55 51.787249032|201.4398077225426 +60.1597599943743|-40.034 -19.879   |10.37    |~                |    ~     ~    |    1|  238.738   pc  |  -4.1037     +4.1037  |paral   |2020yCat.1350....0G
1118|BD+29 2066                                                                                               |Star                               |10 37 31.8458730960 +29 14 34.974714660|200.8634630952213 +60.5161243372396|-32.528 -28.757   |10.84    |F8               |    ~     ~    |    1|  334.851   pc  |  -1.7267     +1.7267  |paral   |2020yCat.1350....0G
1119|BD+29 2068                                                                                               |Star                               |10 37 38.5746222768 +29 06 56.684361780|201.1251296529869 +60.5311891167898|  -8.875 -7.647   |9.66     |K0III            |    ~     ~    |    1| 1086.366   pc  | -23.9579    +23.9579  |paral   |2020yCat.1350....0G
1120|HD 92180                                                                                                 |Star                               |10 39 04.7006230176 +29 12 00.668659140|200.9997121470691 +60.8498897716952| 26.516 -10.971   |9.21     |F8               |    ~     ~    |    1|  228.754   pc  |  -0.9105     +0.9105  |paral   |2020yCat.1350....0G
1121|BD+29 2072                                                                                               |High Proper Motion Star            |10 39 21.7936039176 +28 18 41.860468008|202.8279209639713 +60.8375219351267|-40.099 -31.053   |9.77     |F8               |    ~     ~    |    1|  200.715   pc  |  -0.7252     +0.7252  |paral   |2020yCat.1350....0G
1122|HD 92241                                                                                                 |Star                               |10 39 30.5313867480 +28 45 05.258013156|201.9339543761520 +60.9092186703953|  -10.461 4.281   |8.55     |K0III            |    ~     ~    |    1|  601.974   pc  |  -8.9144     +8.9144  |paral   |2020yCat.1350....0G
1123|BD+29 2077                                                                                               |Star                               |10 40 45.0420012192 +28 58 41.631976308|201.5113269919409 +61.1981997961959|   -9.196 0.461   |9.18     |M2III            |    ~     ~    |    1|  666.223   pc  | -10.6081    +10.6081  |paral   |2020yCat.1350....0G
1124|HD 92482                                                                                                 |Star                               |10 41 13.9461913776 +28 34 34.163340744|202.3618159515673 +61.2710196516245|   -5.284 4.641   |8.62     |G8III            |    ~     ~    |    1|  542.505   pc  | -16.2460    +16.2460  |paral   |2020yCat.1350....0G
1125|BD+28 1898                                                                                               |Star                               |10 32 50.0362497336 +27 50 04.413671088|203.4642312863361 +59.3538250436691|-27.883 -11.918   |10.23    |~                |    ~     ~    |    1|  243.736   pc  |  -1.1406     +1.1406  |paral   |2020yCat.1350....0G
1126|HD 91348                                                                                                 |High Proper Motion Star            |10 33 16.9775180712 +27 46 30.493017768|203.6037080510325 +59.4451998457778| 53.099 -78.757   |8.65     |G8III            |    ~     ~    |    1|   84.968   pc  |  -0.1538     +0.1538  |paral   |2020yCat.1350....0G
1127|BD+28 1901                                                                                               |Star                               |10 34 07.6453051872 +27 57 01.541129436|203.3039121714835 +59.6512974064332|   2.401 -4.814   |10.8     |~                |    ~     ~    |    1|  851.281   pc  | -12.3920    +12.3920  |paral   |2020yCat.1350....0G
1128|TYC 1976-478-1                                                                                           |Star                               |10 34 14.2905410760 +27 56 07.583944956|203.3389831882477 +59.6738621353369| -5.532 -14.729   |10.37    |~                |    ~     ~    |    1|  269.368   pc  |  -1.4294     +1.4294  |paral   |2020yCat.1350....0G
1129|BD+28 1903                                                                                               |Star                               |10 35 18.4668554256 +28 06 15.011443620|203.0584719933040 +59.9274053175481|  -26.345 0.144   |10.90    |F2               |    ~     ~    |    1|  339.087   pc  |  -2.3686     +2.3686  |paral   |2020yCat.1350....0G
1130|BD+28 1905                                                                                               |High Proper Motion Star            |10 35 28.4325276984 +27 58 05.449931832|203.3363962428534 +59.9487024652718|  -61.170 5.241   |9.70     |F8               |    ~     ~    |    1|  235.816   pc  |  -1.1622     +1.1622  |paral   |2020yCat.1350....0G
1131|BD+28 1906                                                                                               |Star                               |10 35 32.9092022232 +28 05 46.582587240|203.0857339838620 +59.9793076647744|  4.398 -20.512   |9.70     |G8III            |    ~     ~    |    1|  598.193   pc  |  -8.3733     +8.3733  |paral   |2020yCat.1350....0G
1132|HD 91842                                                                                                 |High Proper Motion Star            |10 36 46.9555650504 +27 46 34.344745680|203.7855267401618 +60.2138882185832| 33.490 -64.839   |8.55     |K1III            |    ~     ~    |    1|  235.521   pc  |  -1.1094     +1.1094  |paral   |2020yCat.1350....0G
1133|BD+28 1913                                                                                               |High Proper Motion Star            |10 38 54.3564574848 +27 49 30.404550324|203.7966924456589 +60.6859611186767|-98.469 -31.704   |10.22    |G0               |    ~     ~    |    1|  110.894   pc  |  -0.6628     +0.6628  |paral   |2020yCat.1350....0G
1134|HD 92356                                                                                                 |High Proper Motion Star            |10 40 13.4185811232 +28 00 58.060678752|203.4723162401749 +60.9961801331367|-51.056 -18.496   |9.02     |F5               |    ~     ~    |    1|  192.378   pc  |  -0.6033     +0.6033  |paral   |2020yCat.1350....0G
1135|BD+28 1915                                                                                               |Star                               |10 40 20.9412662832 +28 00 41.307118920|203.4878895482734 +61.0232065910554|  -9.410 12.963   |8.87     |G8III            |    ~     ~    |    1|  644.039   pc  |  -7.7980     +7.7980  |paral   |2020yCat.1350....0G
1136|BD+29 2067                                                                                               |Star                               |10 37 30.8475302496 +28 18 20.204603748|202.7580528379637 +60.4319322341561| -40.776 -9.931   |10.521   |K6V              |    ~     ~    |    1|   40.192   pc  |  -0.0215     +0.0215  |paral   |2020yCat.1350....0G
1137|BD+28 1904                                                                                               |Star                               |10 35 20.6592643584 +27 43 54.965204328|203.7978657216428 +59.8926810505012| 26.600 -18.306   |9.94     |G8III            |    ~     ~    |    1|  286.763   pc  |  -1.3404     +1.3404  |paral   |2020yCat.1350....0G
1138|HD 91753                                                                                                 |Star                               |10 36 07.7003017536 +27 17 11.149757412|204.7243243528359 +60.0087786681053|  -10.242 2.216   |9.48     |A2               |    ~     ~    |    1|  363.782   pc  |  -2.3953     +2.3953  |paral   |2020yCat.1350....0G
1139|* 39 LMi                                                                                                 |Star                               |10 40 21.1846210632 +27 31 30.968639292|204.4844352317730 +60.9691217104889|   9.292 -1.224   |7.10     |A2               |    ~     ~    |    1|  186.456   pc  |  -0.8935     +0.8935  |paral   |2020yCat.1350....0G
1140|BD+27 1904                                                                                               |High Proper Motion Star            |10 34 20.6722822224 +26 52 32.104393068|205.4225251934854 +59.5582394778695|-111.167 11.078   |10.02    |F8               |    ~     ~    |    1|  170.239   pc  |  -2.9184     +2.9184  |paral   |2020yCat.1350....0G
1141|BD+27 1905                                                                                               |Star                               |10 35 14.7404365656 +27 14 05.368217136|204.7739402073110 +59.8074779883780| 16.381 -19.580   |10.28    |G5               |    ~     ~    |    1|  782.840   pc  | -16.3015    +16.3015  |paral   |2020yCat.1350....0G
1142|HD 92049                                                                                                 |Double or Multiple Star            |10 38 11.1031175785 +26 36 24.725705609|206.2081153716405 +60.3661961154045|229.917 -60.277   |9.02     |K0III            |    ~     ~    |    1|   35.833   pc  |  -0.0317     +0.0317  |paral   |2020yCat.1350....0G
1143|HD 92159                                                                                                 |Star                               |10 38 51.9977379000 +27 11 55.682701944|205.0624169832703 +60.6004439402257| -22.233 -1.335   |9.85     |A2               |    ~     ~    |    1|  381.054   pc  |  -6.0549     +6.0549  |paral   |2020yCat.1350....0G
1144|HD 92169                                                                                                 |Star                               |10 38 55.4493844992 +26 40 55.122566412|206.1075462034584 +60.5407180683478|-21.690 -11.439   |9.19     |G8III            |    ~     ~    |    1|  500.952   pc  |  -4.9187     +4.9187  |paral   |2020yCat.1350....0G
1145|BD+27 1918                                                                                               |Star                               |10 39 56.6571725568 +26 45 57.823893900|206.0057415658259 +60.7783527110456| -41.385 -0.353   |9.93     |F8               |    ~     ~    |    1|  236.866   pc  |  -1.1333     +1.1333  |paral   |2020yCat.1350....0G
1146|BD+27 1920                                                                                               |Star                               |10 40 48.0467092248 +26 56 32.075853396|205.7027522784217 +60.9923619254947|      29.8 -8.2   |10.96    |G0               |    ~     ~    |    0|                |                       |        |                   
1147|BD+27 1910                                                                                               |Star                               |10 36 40.7968151880 +26 44 28.195058652|205.8396248950732 +60.0538315849038|    0.927 4.673   |10.24    |~                |    ~     ~    |    1|  337.200   pc  |  -2.0921     +2.0921  |paral   |2020yCat.1350....0G
1148|BD+28 1911                                                                                               |High Proper Motion Star            |10 38 35.9337837696 +27 24 18.292784832|204.6302812324870 +60.5681419674657| 59.340 -16.886   |10.19    |~                |    ~     ~    |    1|  145.734   pc  |  -0.3695     +0.3695  |paral   |2020yCat.1350....0G
1149|NGC 3277                           NGC 3277                                                              |Seyfert 2 Galaxy                   |10 32 55.4484213912 +28 30 42.279280956|202.1463123313452 +59.4484093630394|  -0.699 -1.362   |11.68    |~                |1.317 1.027    |    1|   25.0000  Mpc |                       |redshift|2019A&A...631A..38L
1150|TYC 1973-168-1                                                                                           |Star                               |10 33 27.2072843760 +26 43 29.636197824|205.6572881276411 +59.3391411168670|-20.152 -13.623   |10.62    |~                |    ~     ~    |    1|  219.029   pc  |  -0.9403     +0.9403  |paral   |2020yCat.1350....0G
1151|TYC 1973-237-1                                                                                           |Star                               |10 30 35.3609990136 +26 51 12.392935632|205.2223127866513 +58.7267853575054| 15.311 -25.393   |10.91    |~                |    ~     ~    |    1|  171.954   pc  |  -0.5588     +0.5588  |paral   |2020yCat.1350....0G
1152|TYC 1973-503-1                                                                                           |Star                               |10 31 16.1237041560 +26 37 57.834837912|205.6881129417051 +58.8427335157150|  7.861 -10.296   |10.70    |~                |    ~     ~    |    1|  252.264   pc  |  -1.0118     +1.0118  |paral   |2020yCat.1350....0G
1153|TYC 1973-671-1                                                                                           |Star                               |10 31 58.7321647368 +26 51 17.275846680|205.3098054317065 +59.0333899848268|-24.232 -22.616   |10.39    |~                |    ~     ~    |    1|  270.190   pc  |  -8.8260     +8.8260  |paral   |2020yCat.1350....0G
1154|TYC 1976-76-1                                                                                            |Spectroscopic Binary               |10 34 18.8339229840 +28 30 16.453087272|202.2205523240806 +59.7514863307692|   0.178 -3.365   |10.86    |~                |    ~     ~    |    1|  428.467   pc  | -17.8811    +17.8811  |paral   |2020yCat.1350....0G
1155|TYC 1976-94-1                                                                                            |Star                               |10 30 07.7401891920 +27 37 19.291252260|203.7285804549208 +58.7333606567859| -12.422 -4.406   |10.77    |~                |    ~     ~    |    1|  869.490   pc  | -11.6426    +11.6426  |paral   |2020yCat.1350....0G
1156|TYC 1976-122-1                                                                                           |Star                               |10 32 23.6669546328 +28 01 19.443282060|203.0769016254546 +59.2795478738951|  -4.897 -9.186   |10.98    |~                |    ~     ~    |    1|  258.398   pc  |  -0.9481     +0.9481  |paral   |2020yCat.1350....0G
1157|TYC 1976-454-1                                                                                           |Star                               |10 35 13.5672547080 +27 56 38.249367468|203.3720034096400 +59.8915929055731|-41.710 -25.999   |10.81    |~                |    ~     ~    |    1|  182.120   pc  |  -0.5041     +0.5041  |paral   |2020yCat.1350....0G
