C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST05:58:52

dec >=0&rah >=6.0&rah< 6.25&(cat='NGC'|Vmag< 11)
------------------------------------------------

Number of objects : 8428

 #  |                                               identifier                                                |              typ              |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |    spec. type    |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|-------------------------------|---------------------------------------|-----------------------------------|------------------|---------|------------------|---------------|-----|----------------|-----------------------|--------|-------------------
3612|HD 251146                                                                                                |Star                           |06 05 00.5674109664 +24 53 09.298969872|185.6775324129203 +01.6873358224421|    1.414 3.051   |10.39    |K0III             |    ~     ~    |    1|  738.934   pc  | -13.5414    +13.5414  |paral   |2020yCat.1350....0G
3613|HD 251147                                                                                                |Star                           |06 05 01.7880974592 +24 44 56.995756656|185.7991103591865 +01.6244608221314|   1.725 -4.849   |10.68    |G5III             |    ~     ~    |    1| 1491.202   pc  | -35.3566    +35.3566  |paral   |2020yCat.1350....0G
3614|TYC 1864-375-1                                                                                           |Star                           |06 05 08.3744266440 +24 19 42.127394700|186.1784610281969 +01.4403704996476|  2.662 -18.290   |10.52    |F8V               |    ~     ~    |    1|  325.108   pc  |  -1.9659     +1.9659  |paral   |2020yCat.1350....0G
3615|HD 251433                                                                                                |Star                           |06 06 02.2131194712 +24 58 29.168597532|185.7137741251599 +01.9339852275194|  1.087 -12.898   |10.14    |G5III             |    ~     ~    |    1|  702.741   pc  | -20.3958    +20.3958  |paral   |2020yCat.1350....0G
3616|HD 251463                                                                                                |Variable Star                  |06 06 15.4968331056 +24 23 47.678146044|186.2433806160397 +01.6960070888119|  3.234 -12.881   |10.74    |kA5mF2            |    ~     ~    |    1|  518.108   pc  |  -5.5298     +5.5298  |paral   |2020yCat.1350....0G
3617|HD 251525                                                                                                |Rotating Variable              |06 06 26.1135576768 +24 10 06.501054540|186.4623025529143 +01.6200399331045|  -5.177 -3.543   |10.94    |F0                |    ~     ~    |    1|  432.451   pc  |  -7.1626     +7.1626  |paral   |2020yCat.1350....0G
3618|TYC 1868-1845-1                                                                                          |Star                           |06 06 28.6032688656 +24 36 18.122075532|186.0854845288953 +01.8409764907361|  -0.659 -3.839   |10.86    |K3III             |    ~     ~    |    1| 1514.463   pc  | -48.6243    +48.6243  |paral   |2020yCat.1350....0G
3619|HD 251583                                                                                                |Star                           |06 06 36.5532384048 +24 26 11.106398652|186.2475118598044 +01.7851834645719| -6.157 -12.806   |10.57    |K0V               |    ~     ~    |    1|  344.994   pc  | -10.3072    +10.3072  |paral   |2020yCat.1350....0G
3620|HD 251619                                                                                                |Star                           |06 06 44.8719204120 +24 32 48.462542016|186.1664101424578 +01.8664677280163|  -1.187 -3.441   |10.78    |F0V               |    ~     ~    |    1|  586.613   pc  | -15.3475    +15.3475  |paral   |2020yCat.1350....0G
3621|HD 251620                                                                                                |Star                           |06 06 46.9326398664 +24 28 03.234045540|186.2394650777452 +01.8347345169299|  -0.283 -5.723   |10.53    |K2III             |    ~     ~    |    1| 1301.067   pc  |-128.1431   +128.1431  |paral   |2020yCat.1350....0G
3622|HD 251715                                                                                                |Star                           |06 07 02.0586430248 +24 20 04.549084548|186.3836329964985 +01.8201923744061|  -2.269 -2.204   |10.27    |K0III             |    ~     ~    |    1| 1312.853   pc  | -30.1627    +30.1627  |paral   |2020yCat.1350....0G
3623|BD+25 1068                                                                                               |Star                           |06 00 23.6889802896 +25 17 35.061652068|184.8081709654332 +00.9788050666698|   0.436 -3.701   |10.41    |G5III             |    ~     ~    |    0|                |                       |        |                   
3624|BD+25 1090                                                                                               |Star                           |06 02 59.4595412928 +25 04 31.417975056|185.2878282657979 +01.3817796552221|  -5.479 -7.843   |10.29    |G8III             |    ~     ~    |    1|  723.223   pc  |  -9.4672     +9.4672  |paral   |2020yCat.1350....0G
3625|TYC 1868-2428-1                                                                                          |Star                           |06 03 39.4867828560 +25 10 04.483445268|185.2815241112205 +01.5587602979638|   3.647 -8.607   |10.61    |G8III             |    ~     ~    |    1|  815.594   pc  |  -9.9779     +9.9779  |paral   |2020yCat.1350....0G
3626|BD+25 1103                                                                                               |Star                           |06 04 24.3707859360 +25 10 49.668921660|185.3536563253321 +01.7124011285493|  -4.058 -6.719   |10.34    |F8V               |    ~     ~    |    1|  339.466   pc  |  -2.0397     +2.0397  |paral   |2020yCat.1350....0G
3627|TYC 1868-2276-1                                                                                          |Star                           |06 04 38.9819549904 +25 18 27.989132904|185.2695954615385 +01.8227680987451|    3.286 0.907   |10.99    |G0V               |    ~     ~    |    1|  238.090   pc  |  -0.8730     +0.8730  |paral   |2020yCat.1350....0G
3628|TYC 1868-2813-1                                                                                          |Star                           |06 04 54.1796330208 +25 16 57.188719956|185.3196361343887 +01.8603511541890| -13.468 -6.664   |10.97    |G0V               |    ~     ~    |    1|  188.665   pc  |  -0.5054     +0.5054  |paral   |2020yCat.1350....0G
3629|HD 251199                                                                                                |Star                           |06 05 08.7651494616 +25 03 48.585370284|185.5377177773160 +01.8011919225988|  -0.087 -3.240   |10.48    |A0                |    ~     ~    |    1|  897.344   pc  | -39.1340    +39.1340  |paral   |2020yCat.1350....0G
3630|HD 251361                                                                                                |Star                           |06 05 47.5841939496 +25 09 18.641960928|185.5292410198266 +01.9737743276624|   1.802 -3.216   |10.40    |B8                |    ~     ~    |    1|  854.993   pc  | -23.4655    +23.4655  |paral   |2020yCat.1350....0G
3631|TYC 1868-2521-1                                                                                          |Horizontal Branch Star         |06 05 56.6514452304 +25 09 28.902469536|185.5434411636183 +02.0050175475907|  -2.771 -9.954   |10.97    |K2IV              |    ~     ~    |    1|  964.878   pc  | -14.8958    +14.8958  |paral   |2020yCat.1350....0G
3632|TYC 1868-2453-1                                                                                          |Star                           |06 07 41.9617529904 +25 12 12.809350836|185.6968597164760 +02.3741434050705|  -1.341 -5.350   |10.65    |K0IV              |    ~     ~    |    1|  940.380   pc  | -59.5144    +59.5144  |paral   |2020yCat.1350....0G
3633|TYC 1868-2416-1                                                                                          |Double or Multiple Star        |06 08 11.612472 +25 10 36.54120        |185.774487018 +02.458984738        |      1.8 -11.4   |10.980   |F2:               |    ~     ~    |    0|                |                       |        |                   
3634|TYC 1868-2644-1                                                                                          |Star                           |06 08 19.0741762920 +25 09 24.083816904|185.8057484909051 +02.4738655867092|   1.142 -2.658   |10.65    |K0III             |    ~     ~    |    1| 1605.910   pc  | -48.2263    +48.2263  |paral   |2020yCat.1350....0G
3635|2MASS J06082179+2505167                                                                                  |Red Giant Branch star          |06 08 21.7908242616 +25 05 16.652646708|185.8709150580227 +02.4495731857307|   1.412 -3.118   |10.91    |G0V               |    ~     ~    |    1| 1682.369   pc  | -70.7591    +70.7591  |paral   |2020yCat.1350....0G
3636|BD+25 1141                                                                                               |Star                           |06 10 15.6250393128 +25 01 33.445201836|186.1328011428472 +02.7960128247080|  -0.433 -5.635   |10.28    |G8III             |    ~     ~    |    1|  891.266   pc  | -16.6814    +16.6814  |paral   |2020yCat.1350....0G
3637|HD 250814                                                                                                |Star                           |06 03 31.0298943024 +23 19 42.374582256|186.8679037431994 +00.6265212817945|  2.913 -11.112   |10.51    |A7                |    ~     ~    |    1|  505.127   pc  |  -5.7665     +5.7665  |paral   |2020yCat.1350....0G
3638|TYC 1864-1942-1                                                                                          |Horizontal Branch Star         |06 01 01.6019045400 +22 40 59.145474936|187.1461220470636 -00.1904836375220|  2.963 -10.859   |10.84    |G8IV              |    ~     ~    |    1|  917.431   pc  | -11.4468    +11.4468  |paral   |2020yCat.1350....0G
3639|TYC 1868-2664-1                                                                                          |Star                           |06 02 50.5992500160 +25 05 46.613917140|185.2531745090491 +01.3629636889857| 14.621 -17.976   |10.98    |F5III             |    ~     ~    |    1|  265.020   pc  |  -1.3555     +1.3555  |paral   |2020yCat.1350....0G
3640|NGC 2168 15                        Cl* NGC 2168 SB 706                                                   |Spectroscopic Binary           |06 09 03.5253817440 +24 17 23.471347920|186.6465343584191 +02.2018997047070|   2.035 -3.119   |15.95    |M                 |    ~     ~    |    1|  874.585   pc  | -27.1539    +27.1539  |paral   |2020yCat.1350....0G
3641|NGC 2168 62                        Cl* NGC 2168 SB 921                                                   |Spectroscopic Binary           |06 09 19.2430722960 +24 17 22.386674364|186.6756572499046 +02.2540195903118|   2.883 -2.790   |15.514   |K1                |    ~     ~    |    1|  833.889   pc  | -46.2422    +46.2422  |paral   |2020yCat.1350....0G
3642|NGC 2168 501                       Cl* NGC 2168 SB 987                                                   |Spectroscopic Binary           |06 09 24.3578744928 +24 26 20.035412088|186.5541435830037 +02.3431238106883|   2.562 -2.905   |15.345   |G7                |    ~     ~    |    1|  838.434   pc  | -19.7535    +19.7535  |paral   |2020yCat.1350....0G
3643|NGC 2168 211                       [GMB2010] WOCS 20016                                                  |Spectroscopic Binary           |06 09 04.4478095352 +24 12 44.096991048|186.7162176012577 +02.1674619193549|   2.259 -3.057   |14.316   |K1                |    ~     ~    |    1|  891.186   pc  | -26.9238    +26.9238  |paral   |2020yCat.1350....0G
3644|NGC 2168 356                       NGC 2168 356                                                          |Spectroscopic Binary           |06 09 32.6678001576 +24 15 04.097476224|186.7339601276563 +02.2801335267332|   1.891 -2.636   |14.25    |F9                |    ~     ~    |    1|  859.550   pc  | -15.8109    +15.8109  |paral   |2020yCat.1350....0G
3645|NGC 2168 437                       Cl* NGC 2168 SB 254                                                   |Spectroscopic Binary           |06 08 30.8256721968 +24 17 54.697729920|186.5788280115091 +02.0974055653616|   5.022 -3.162   |15.475   |M                 |    ~     ~    |    1| 1641.228   pc  | -81.0782    +81.0782  |paral   |2020yCat.1350....0G
3646|NGC 2168 3053                      V* V392 Gem                                                           |delta Sct Variable             |06 08 13.2198384696 +24 18 30.736929492|186.5376625250151 +02.0437620314211|   0.016 -0.933   |16.4302  |~                 |    ~     ~    |    0|                |                       |        |                   
3647|NGC 2129 42                        NGC 2129 42                                                           |Star                           |06 01 14.3906634096 +23 18 08.971505352|186.6323945154252 +00.1590053958534|   0.275 -2.101   |12.224   |B2                |    ~     ~    |    1| 2017.756   pc  | -53.3346    +53.3346  |paral   |2020yCat.1350....0G
3648|NGC 2129 48                        NGC 2129 48                                                           |Star                           |06 00 58.4133013296 +23 19 32.611716300|186.5819210481475 +00.1174130503043|   0.215 -2.128   |12.586   |B2                |    ~     ~    |    1| 1956.182   pc  | -66.5836    +66.5836  |paral   |2020yCat.1350....0G
3649|NGC 2129 53                        NGC 2129 53                                                           |Star                           |06 01 04.9287858912 +23 21 43.906798944|186.5625975361634 +00.1571372610728|   0.205 -1.918   |12.614   |B3                |    ~     ~    |    1| 1926.782   pc  | -51.6036    +51.6036  |paral   |2020yCat.1350....0G
3650|* 141 Tau                                                                                                |Be Star                        |06 01 41.6294553048 +22 24 03.583304244|187.4674876194260 -00.1963201805469| -12.578 -9.353   |6.355    |B8IVe             |    ~     ~    |    1|  238.146   pc  |  -7.1402     +7.1402  |paral   |2020yCat.1350....0G
3651|HD 250543                                                                                                |Star                           |06 02 16.3764391440 +22 10 04.853292204|187.7362362804699 -00.1949938259879| 16.089 -29.824   |9.39     |F8                |    ~     ~    |    1|  161.153   pc  |  -0.6155     +0.6155  |paral   |2020yCat.1350....0G
3652|HD 40897                                                                                                 |Be Star                        |06 02 41.0559229632 +22 02 48.280979076|187.8887267083941 -00.1719740535921|   0.825 -3.478   |8.01     |Be                |    ~     ~    |    1|  595.026   pc  | -16.2511    +16.2511  |paral   |2020yCat.1350....0G
3653|HD 250156                                                                                                |Star                           |06 00 23.8983135912 +21 55 43.438725948|187.7290652151840 -00.6908705711176|   2.959 -8.059   |9.64     |A2                |    ~     ~    |    1|  267.108   pc  |  -1.8122     +1.8122  |paral   |2020yCat.1350....0G
3654|HD 250389                                                                                                |delta Sct Variable             |06 01 30.8594574672 +21 27 37.583586540|188.2643207373027 -00.6977951071285|   2.417 -7.000   |10.46    |F0                |    ~     ~    |    1|  582.276   pc  |  -6.6114     +6.6114  |paral   |2020yCat.1350....0G
3655|HD 250430                                                                                                |Star                           |06 01 39.5198499264 +21 08 12.834061944|188.5621653561331 -00.8286148667519|  -6.351 -8.620   |9.94     |F8                |    ~     ~    |    1|  321.213   pc  |  -1.9810     +1.9810  |paral   |2020yCat.1350....0G
3656|HD 40772                                                                                                 |Star                           |06 01 55.1994758472 +21 27 16.052853312|188.3161962337162 -00.6187125093173| -0.092 -11.086   |8.31     |K2                |    ~     ~    |    1|  655.394   pc  |  -9.4929     +9.4929  |paral   |2020yCat.1350....0G
3657|HD 250544                                                                                                |Star                           |06 02 09.4823045088 +21 14 24.002463624|188.5300536995113 -00.6764671368286| 15.332 -24.132   |10.25    |G0                |    ~     ~    |    1|  290.960   pc  |  -1.5662     +1.5662  |paral   |2020yCat.1350....0G
3658|HD 250665                                                                                                |Star                           |06 02 41.1353964240 +21 53 20.142591036|188.0261686363322 -00.2495371129643|  -2.990 -2.554   |9.37     |K2                |    ~     ~    |    1|  535.160   pc  |  -8.9069     +8.9069  |paral   |2020yCat.1350....0G
3659|HD 250666                                                                                                |High Proper Motion Star        |06 02 39.8620434120 +21 29 59.688999096|188.3621615558146 -00.4456745866450|29.361 -100.822   |10.83    |G5                |    ~     ~    |    1|  164.406   pc  |  -0.4163     +0.4163  |paral   |2020yCat.1350....0G
3660|HD 250098                                                                                                |High Proper Motion Star        |06 00 01.4401308936 +20 04 14.449006020|189.2989282805283 -01.6891922548357|-109.863 -102.216 |9.14     |G5                |    ~     ~    |    1|   65.076   pc  |  -0.1152     +0.1152  |paral   |2020yCat.1350....0G
3661|HD 250135                                                                                                |Star                           |06 00 14.3992678200 +20 55 42.997633464|188.5790667848993 -01.2193643414915| -3.526 -14.495   |9.61     |F2                |    ~     ~    |    1|  202.823   pc  |  -0.6664     +0.6664  |paral   |2020yCat.1350....0G
3662|HD 250158                                                                                                |Spectroscopic Binary           |06 00 17.2054708656 +20 03 19.159617780|189.3429016046826 -01.6432458549448|   3.010 -0.931   |8.56     |K5                |    ~     ~    |    1| 1082.603   pc  | -61.0627    +61.0627  |paral   |2020yCat.1350....0G
3663|HD 250157                                                                                                |Star                           |06 00 23.6856801528 +20 54 15.783233976|188.6180462429909 -01.2000111615060|   1.242 -6.290   |9.99     |A2                |    ~     ~    |    1|  571.592   pc  | -10.8797    +10.8797  |paral   |2020yCat.1350....0G
3664|BD+20 1215                                                                                               |Star                           |06 00 45.5549227056 +20 41 42.980033796|188.8419261154662 -01.2297486585204|   0.792 -3.133   |9.49     |B                 |    ~     ~    |    1| 1246.727   pc  | -22.6932    +22.6932  |paral   |2020yCat.1350....0G
3665|HD 250310                                                                                                |Star                           |06 01 02.9333312568 +20 14 05.110127628|189.2756868678270 -01.3989559174748|   0.910 -2.771   |9.11     |B3V               |    ~     ~    |    1| 1737.921   pc  |-109.3374   +109.3374  |paral   |2020yCat.1350....0G
3666|LS V +20 9                                                                                               |Star                           |06 01 03.9792758640 +20 14 01.606536780|189.2785578684235 -01.3958849979883|   0.857 -2.480   |10.68    |~                 |    ~     ~    |    1| 1778.094   pc  | -62.6000    +62.6000  |paral   |2020yCat.1350....0G
3667|HD 250351                                                                                                |Spectroscopic Binary           |06 01 15.3699753744 +20 25 13.123496100|189.1384735634015 -01.2648808391820|  -1.719 -1.277   |8.49     |G5                |    ~     ~    |    1|  391.343   pc  |  -4.9621     +4.9621  |paral   |2020yCat.1350....0G
3668|HD 250690                                                                                                |Star                           |06 02 44.3380611576 +20 48 07.335483336|188.9779195378178 -00.7746420022034|   2.123 -4.430   |9.30     |K0                |    ~     ~    |    1|  505.689   pc  |  -9.9220     +9.9220  |paral   |2020yCat.1350....0G
3669|HD 40531                                                                                                 |Star                           |06 00 09.7694705232 +19 59 27.325483008|189.3843882833763 -01.7004725425765|  -1.866 -3.430   |7.87     |B8                |    ~     ~    |    1|  680.411   pc  | -25.7868    +25.7868  |paral   |2020yCat.1350....0G
3670|HD 250160                                                                                                |Emission-line Star             |06 00 12.5966500968 +19 55 51.510313380|189.4419561290961 -01.7206054076303|   0.310 -3.574   |10.54    |OB-               |    ~     ~    |    0|                |                       |        |                   
3671|HD 40629                                                                                                 |Star                           |06 00 54.5401599360 +19 48 50.801309676|189.6249976263805 -01.6357817258268| -6.556 -13.147   |8.65     |A2                |    ~     ~    |    1|  287.332   pc  |  -2.3282     +2.3282  |paral   |2020yCat.1350....0G
3672|HD 250390                                                                                                |Star                           |06 01 20.6849967216 +19 53 12.844233960|189.6124498840338 -01.5107222176753|   1.961 -6.894   |9.53     |K5                |    ~     ~    |    1|  997.407   pc  | -15.6187    +15.6187  |paral   |2020yCat.1350....0G
3673|HD 40910                                                                                                 |Star                           |06 02 40.1637628152 +19 56 02.352690024|189.7252675417401 -01.2167057956628|  7.422 -19.760   |8.84     |A0                |    ~     ~    |    1|  281.643   pc  |  -2.2052     +2.2052  |paral   |2020yCat.1350....0G
3674|HD 40946                                                                                                 |High Proper Motion Star        |06 03 05.6187496848 +22 21 53.751610620|187.6585770911264 +00.0673001547791|18.600 -135.447   |8.19     |F8                |    ~     ~    |    1|   60.394   pc  |  -1.7708     +1.7708  |paral   |2020yCat.1350....0G
3675|HD 250740                                                                                                |Spectroscopic Binary           |06 03 11.7243944856 +22 20 33.306673776|187.6896128995691 +00.0767713262203|  -0.096 -4.076   |8.15     |K2                |    ~     ~    |    1| 1041.233   pc  | -65.1584    +65.1584  |paral   |2020yCat.1350....0G
3676|HD 250788                                                                                                |Star                           |06 03 23.0061730872 +22 13 56.969084172|187.8068541204380 +00.0604305545464|  -2.486 -3.625   |9.98     |A2                |    ~     ~    |    1|  621.620   pc  | -11.4378    +11.4378  |paral   |2020yCat.1350....0G
3677|HD 250968                                                                                                |Star                           |06 04 08.7198766416 +22 28 58.177333524|187.6754608974287 +00.3368986671831|  -0.633 -2.756   |9.94     |A0                |    ~     ~    |    1|  589.831   pc  |  -8.2453     +8.2453  |paral   |2020yCat.1350....0G
3678|HD 251014                                                                                                |Double or Multiple Star        |06 04 19.295016 +22 09 59.98608        |187.970913926 +00.217187320        |     -11.6 23.9   |10.27    |G0                |    ~     ~    |    0|                |                       |        |                   
3679|HD 251341                                                                                                |Variable Star                  |06 05 33.4921796328 +22 16 28.919157528|188.0169542094764 +00.5196108594511|  -0.775 -3.728   |9.66     |A2                |    ~     ~    |    1|  919.709   pc  | -17.9323    +17.9323  |paral   |2020yCat.1350....0G
3680|HD 251757                                                                                                |Spectroscopic Binary           |06 07 05.6814490056 +22 10 18.048085680|188.2804108069891 +00.7797180616350| -3.114 -12.267   |8.52     |K2                |    ~     ~    |    1|  523.780   pc  |  -7.0507     +7.0507  |paral   |2020yCat.1350....0G
3681|HD 251756                                                                                                |Star                           |06 07 10.7846852784 +22 25 14.988860184|188.0723302663428 +00.9181915190405|  7.440 -18.469   |9.26     |K0                |    ~     ~    |    1|  510.230   pc  |  -4.4257     +4.4257  |paral   |2020yCat.1350....0G
3682|HD 41601                                                                                                 |Star                           |06 07 10.1582549952 +22 06 23.151759984|188.3458227016467 +00.7630441008428|  -1.175 -3.257   |7.94     |K2                |    ~     ~    |    1| 1128.923   pc  | -54.8021    +54.8021  |paral   |2020yCat.1350....0G
3683|HD 41728                                                                                                 |High Proper Motion Star        |06 07 48.6264493392 +22 00 09.463873716|188.5087879324356 +00.8423612938972| 50.614 -55.799   |8.51     |F8                |    ~     ~    |    1|   96.857   pc  |  -0.2655     +0.2655  |paral   |2020yCat.1350....0G
3684|HD 41768                                                                                                 |Star                           |06 08 07.3202131416 +22 27 08.687505996|188.1505698423670 +01.1238262549953|   1.116 -3.335   |9.51     |B9III             |    ~     ~    |    1| 1317.176   pc  | -43.5473    +43.5473  |paral   |2020yCat.1350....0G
3685|HD 252081                                                                                                |High Proper Motion Star        |06 08 16.6921966968 +22 05 36.735216180|188.4819438275678 +00.9812571703835|-58.718 -65.802   |9.34     |G5                |    ~     ~    |    1|   60.080   pc  |  -0.0754     +0.0754  |paral   |2020yCat.1350....0G
3686|HD 41831                                                                                                 |Star                           |06 08 20.6246390400 +22 12 29.684012220|188.3889898924965 +01.0501811398481|   0.367 -2.493   |9.459    |B3V               |    ~     ~    |    1| 1793.722   pc  | -80.4360    +80.4360  |paral   |2020yCat.1350....0G
3687|HD 252294                                                                                                |Star                           |06 09 02.3511962400 +22 25 27.892799328|188.2778180510590 +01.2956279960559|   1.355 -2.193   |10.7     |A3                |    ~     ~    |    1| 1800.504   pc  | -56.0834    +56.0834  |paral   |2020yCat.1350....0G
3688|HD 252295                                                                                                |Star                           |06 09 02.5795340520 +22 03 39.093119892|188.5964255543708 +01.1203915609997|  1.725 -30.938   |9.18     |G5                |    ~     ~    |    1|  442.752   pc  |  -4.6655     +4.6655  |paral   |2020yCat.1350....0G
3689|HD 42049                                                                                                 |Variable Star                  |06 09 32.4369928752 +22 11 24.954033876|188.5389165976733 +01.2838584360398|  -6.534 -3.877   |5.904    |K4III             |    ~     ~    |    1|  561.451   pc  | -42.9339    +42.9339  |paral   |2020yCat.1350....0G
3690|HD 252643                                                                                                |Star                           |06 10 23.4442539456 +22 18 18.971002188|188.5331790162215 +01.5116464731232| -3.673 -10.845   |10.25    |A3                |    ~     ~    |    1|  362.608   pc  |  -2.5902     +2.5902  |paral   |2020yCat.1350....0G
3691|HD 252758                                                                                                |Star                           |06 10 46.7356524072 +22 21 44.675748720|188.5263706981147 +01.6178391793369|   6.585 -1.972   |8.92     |G5                |    ~     ~    |    1|  439.850   pc  |  -3.3277     +3.3277  |paral   |2020yCat.1350....0G
3692|HD 41140                                                                                                 |delta Sct Variable             |06 04 05.7435530340 +21 29 38.902082250|188.5310537068654 -00.1586844417772|  2.988 -15.951   |7.77     |A3                |    ~     ~    |    1|  167.985   pc  |  -0.7732     +0.7732  |paral   |2020yCat.1350....0G
3693|HD 251016                                                                                                |Variable Star                  |06 04 14.5798075848 +21 05 40.621147872|188.8959394763984 -00.3249848206785|  -0.540 -1.344   |10.43    |B3V               |    ~     ~    |    1| 1920.123   pc  | -63.4142    +63.4142  |paral   |2020yCat.1350....0G
3694|LS V +21 21                                                                                              |Star                           |06 04 32.01 +21 47 07.9                |188.32712 +00.07298                |            ~ ~   |10.9     |B                 |    ~     ~    |    0|                |                       |        |                   
3695|HD 41239                                                                                                 |Star                           |06 04 38.4273060096 +21 23 43.390121100|188.6793045087921 -00.0967109165588| -38.047 -8.181   |8.31     |F0                |    ~     ~    |    1|  146.664   pc  |  -0.6109     +0.6109  |paral   |2020yCat.1350....0G
3696|HD 251128                                                                                                |Star                           |06 04 44.0430810192 +21 25 26.753515068|188.6649624535690 -00.0636466284316|   1.463 -2.589   |9.81     |B5V               |    ~     ~    |    1|  962.094   pc  | -29.0646    +29.0646  |paral   |2020yCat.1350....0G
3697|HD 41270                                                                                                 |Star                           |06 05 04.4434222200 +21 52 06.913703208|188.3162129666566 +00.2230357064719|   1.280 -8.670   |9.27     |A2                |    ~     ~    |    1|  504.592   pc  |  -6.8491     +6.8491  |paral   |2020yCat.1350....0G
3698|HD 251232                                                                                                |Star                           |06 05 05.8352346840 +21 38 49.191161172|188.5120450380122 +00.1192035785373|   1.809 -2.606   |10.25    |A2                |    ~     ~    |    1| 1051.193   pc  | -29.6142    +29.6142  |paral   |2020yCat.1350....0G
3699|HD 41283                                                                                                 |Star                           |06 05 07.1565091224 +21 37 44.424953616|188.5302366889856 +00.1148544660849|  -1.563 -1.660   |9.02     |B8                |    ~     ~    |    1| 1499.250   pc  | -64.2857    +64.2857  |paral   |2020yCat.1350....0G
3700|HD 251255                                                                                                |Star                           |06 05 13.2033915192 +21 50 52.028065320|188.3509384872804 +00.2423860337389|  -5.367 -3.895   |9.24     |G5                |    ~     ~    |    1|  479.180   pc  |  -4.2938     +4.2938  |paral   |2020yCat.1350....0G
3701|HD 41318                                                                                                 |Double or Multiple Star        |06 05 17.2784290224 +21 23 13.207556508|188.7604619809335 +00.0305789800911| -3.073 -26.637   |8.38     |G5                |0.0050  0.0    |    1|  345.590   pc  |  -9.4232     +9.4232  |paral   |2020yCat.1350....0G
3702|HD 251466                                                                                                |Star                           |06 05 58.2065423544 +21 29 52.157443344|188.7414200490762 +00.2232280689633| 10.912 -20.928   |9.17     |K0                |    ~     ~    |    1|  336.927   pc  |  -2.4066     +2.4066  |paral   |2020yCat.1350....0G
3703|HD 41544                                                                                                 |Star                           |06 06 43.1704567056 +21 53 14.532482832|188.4863541008815 +00.5652763029370|    8.335 4.801   |7.84     |K0                |    ~     ~    |    1|  369.249   pc  |  -3.5995     +3.5995  |paral   |2020yCat.1350....0G
3704|HD 41690                                                                                                 |Double or Multiple Star        |06 07 38.8954269192 +21 52 23.428543224|188.6036517805064 +00.7465724823291|   0.132 -2.285   |7.71     |B1V               |0.0083  0.0    |    1| 1652.346   pc  |-142.5190   +142.5190  |paral   |2020yCat.1350....0G
3705|HD 251994                                                                                                |Star                           |06 07 54.2405184312 +21 18 27.556675992|189.1268104170724 +00.5236681808767|  -1.594 -5.244   |9.50     |G5                |    ~     ~    |    1|  839.913   pc  | -31.4632    +31.4632  |paral   |2020yCat.1350....0G
3706|HD 41786                                                                                                 |Star                           |06 08 02.3899255992 +21 17 43.545770664|189.1528661657065 +00.5453811573696| -35.558 -4.764   |7.31     |F/F               |    ~     ~    |    1|  108.030   pc  |  -0.2801     +0.2801  |paral   |2020yCat.1350....0G
3707|HD 41851                                                                                                 |Star                           |06 08 27.8384413776 +21 46 48.864956124|188.7768401832389 +00.8669336540967|  -28.646 6.544   |8.66     |K0                |    ~     ~    |    1|  276.152   pc  |  -1.7692     +1.7692  |paral   |2020yCat.1350....0G
3708|TYC 1326-1443-1                                                                                          |Star                           |06 08 25.7559581040 +21 45 58.201253064|188.7852391111141 +00.8530606046887|  -2.143 -7.116   |10.48    |K0                |    ~     ~    |    1|  547.375   pc  |  -6.2321     +6.2321  |paral   |2020yCat.1350....0G
3709|HD 252263                                                                                                |Star                           |06 08 55.6991469408 +21 37 39.265561056|188.9626753784666 +00.8872676271040|   1.664 -1.315   |9.77     |K0                |    ~     ~    |    1|  535.045   pc  |  -4.2369     +4.2369  |paral   |2020yCat.1350....0G
3710|HD 42158                                                                                                 |Star                           |06 10 06.5684572200 +21 14 07.607989356|189.4388914612510 +00.9381902124510|   14.077 8.773   |8.24     |F0                |    ~     ~    |    1|  234.962   pc  |  -1.4409     +1.4409  |paral   |2020yCat.1350....0G
3711|HD 252616                                                                                                |Variable Star                  |06 10 14.1084227448 +21 32 06.876510864|189.1904306143983 +01.1085452409771| -6.749 -30.704   |10.27    |G0                |    ~     ~    |    1|  319.939   pc  |  -4.1354     +4.1354  |paral   |2020yCat.1350....0G
3712|HD 252736                                                                                                |Star                           |06 10 38.0934687672 +21 30 32.174610876|189.2583347227586 +01.1772928480871|  -3.522 -1.284   |9.74     |K0                |    ~     ~    |    1|  576.336   pc  |  -6.7097     +6.7097  |paral   |2020yCat.1350....0G
3713|HD 40981                                                                                                 |Star                           |06 03 06.9827967984 +20 35 10.604745348|189.2091832687042 -00.8041336225578| -14.700 -4.596   |6.87     |G5                |    ~     ~    |    1|  208.742   pc  |  -4.4575     +4.4575  |paral   |2020yCat.1350....0G
3714|HD 250944                                                                                                |Star                           |06 03 55.4580057624 +20 53 28.652637984|189.0365211105508 -00.4896418478860|   4.365 -0.695   |10.14    |K7                |    ~     ~    |    1| 1331.203   pc  | -33.4927    +33.4927  |paral   |2020yCat.1350....0G
