C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST08:44:25

dec >=0&rah >=22.0&rah< 22.25&(cat='NGC'|Vmag< 11)
--------------------------------------------------

Number of objects : 7006

 #  |                                               identifier                                                |                typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |     spec. type     |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|-----------------------------------|---------------------------------------|-----------------------------------|------------------|---------|--------------------|---------------|-----|----------------|-----------------------|--------|-------------------
3660|TYC 1135-285-1                                                                                           |Star                               |22 03 42.5601010776 +08 06 55.753674768|067.8293272081216 -36.2346527934151|  8.087 -22.433   |9.89     |~                   |    ~     ~    |    1|  394.322   pc  |  -2.5811     +2.5811  |paral   |2020yCat.1350....0G
3661|TYC 1135-348-1                                                                                           |Star                               |22 04 46.7708326224 +08 55 58.660145832|068.7936106715704 -35.8733715049179|    3.616 1.382   |10.70    |~                   |    ~     ~    |    1|  854.044   pc  | -13.5667    +13.5667  |paral   |2020yCat.1350....0G
3662|TYC 1135-407-1                                                                                           |Star                               |22 04 44.4641173296 +07 36 58.209748920|067.5854331258004 -36.7601636150771| -10.456 -9.145   |10.00    |~                   |    ~     ~    |    1|  772.260   pc  | -12.5241    +12.5241  |paral   |2020yCat.1350....0G
3663|TYC 1135-523-1                                                                                           |Star                               |22 01 43.8195978072 +07 50 40.601087700|067.1730125078960 -36.0542599137174|  44.925 -1.569   |10.24    |~                   |    ~     ~    |    1|  216.169   pc  |  -0.7617     +0.7617  |paral   |2020yCat.1350....0G
3664|TYC 1135-633-1                                                                                           |Star                               |22 02 38.5286065464 +08 25 07.327548516|067.8852610843926 -35.8351496906369| -8.058 -17.901   |10.69    |~                   |    ~     ~    |    1|  302.700   pc  |  -3.7659     +3.7659  |paral   |2020yCat.1350....0G
3665|TYC 1135-873-1                                                                                           |High Proper Motion Star            |22 02 56.5235444496 +07 34 46.952988024|067.1785157244309 -36.4545962396044|   89.046 8.059   |10.33    |~                   |    ~     ~    |    1|  135.325   pc  |  -0.3095     +0.3095  |paral   |2020yCat.1350....0G
3666|TYC 1135-909-1                                                                                           |Star                               |22 02 28.6154376600 +08 10 30.192268080|067.6291478425244 -35.9693029614930|  1.078 -10.056   |9.81     |~                   |    ~     ~    |    1|  596.979   pc  |  -5.8447     +5.8447  |paral   |2020yCat.1350....0G
3667|TYC 1135-1013-1                                                                                          |Star                               |22 02 14.6075189376 +08 08 34.858643136|067.5518328687607 -35.9481392633801|-18.612 -19.177   |10.27    |~                   |    ~     ~    |    1|  225.611   pc  |  -0.9671     +0.9671  |paral   |2020yCat.1350....0G
3668|TYC 1136-30-1                                                                                            |Star                               |22 07 28.6333527336 +07 37 06.963764592|068.1624243922796 -37.2575613475299| -1.269 -11.161   |10.13    |~                   |    ~     ~    |    1|  428.743   pc  |  -4.0808     +4.0808  |paral   |2020yCat.1350....0G
3669|TYC 1136-92-1                                                                                            |Star                               |22 05 18.8375063016 +08 09 33.643320228|068.2034250355024 -36.4971019345217| -3.784 -10.886   |10.29    |~                   |    ~     ~    |    1| 1245.330   pc  | -27.7602    +27.7602  |paral   |2020yCat.1350....0G
3670|TYC 1136-98-1                                                                                            |Star                               |22 06 16.9778573544 +07 50 27.830961708|068.1151517146790 -36.8893286567754|  13.966 17.519   |10.73    |~                   |    ~     ~    |    1|  490.653   pc  |  -4.0444     +4.0444  |paral   |2020yCat.1350....0G
3671|TYC 1136-455-1                                                                                           |Star                               |22 05 09.6420291984 +08 46 44.068918728|068.7340999208335 -36.0473780763063|  -3.430 -6.288   |10.30    |~                   |    ~     ~    |    1| 1343.725   pc  | -52.5429    +52.5429  |paral   |2020yCat.1350....0G
3672|TYC 1136-826-1                                                                                           |Star                               |22 07 06.5087463984 +07 40 45.409527300|068.1403581668895 -37.1492988939898|  -6.380 -4.894   |10.72    |~                   |    ~     ~    |    1|  406.702   pc  |  -3.6886     +3.6886  |paral   |2020yCat.1350....0G
3673|TYC 1136-976-1                                                                                           |Star                               |22 06 18.5131489944 +08 40 34.320184644|068.8815908420470 -36.3245605078864|   2.635 -1.967   |10.72    |~                   |    ~     ~    |    1|  388.787   pc  |  -3.7940     +3.7940  |paral   |2020yCat.1350....0G
3674|TYC 1136-1089-1                                                                                          |Star                               |22 06 56.5825945320 +08 58 31.408679100|069.2849555062431 -36.2331919747936| 21.846 -12.390   |10.65    |~                   |    ~     ~    |    1|  894.134   pc  | -15.7497    +15.7497  |paral   |2020yCat.1350....0G
3675|TYC 1139-1429-1                                                                                          |Spectroscopic Binary               |22 02 36.3444290712 +09 28 44.413408020|068.8335869392125 -35.1086020056263|   1.919 -5.708   |10.46    |~                   |    ~     ~    |    1|  305.829   pc  |  -7.4451     +7.4451  |paral   |2020yCat.1350....0G
3676|HD 210266                                                                                                |High Proper Motion Star            |22 09 07.8079390656 +07 29 33.512902368|068.3976364359283 -37.6433104965099| 51.832 -17.585   |8.36     |F7V                 |    ~     ~    |    1|   81.370   pc  |  -0.1556     +0.1556  |paral   |2020yCat.1350....0G
3677|HD 210945                                                                                                |Star                               |22 13 44.3526979896 +07 42 53.819061768|069.5991630477970 -38.3193441790243|  -0.459 -1.005   |8.14     |K2                  |    ~     ~    |    1|  422.976   pc  |  -5.1168     +5.1168  |paral   |2020yCat.1350....0G
3678|HD 210041                                                                                                |Star                               |22 07 31.3566315744 +09 40 15.628605096|070.0290519767098 -35.8558969035679|  16.606 -5.314   |7.05     |B9                  |    ~     ~    |    1|  318.837   pc  |  -5.0015     +5.0015  |paral   |2020yCat.1350....0G
3679|BD+08 4796                                                                                               |Star                               |22 08 25.2349659960 +08 57 16.890022116|069.5787945631205 -36.5117316605776| 21.259 -13.231   |9.91     |F8                  |    ~     ~    |    1|  184.822   pc  |  -1.5132     +1.5132  |paral   |2018yCat.1345....0G
3680|BD+08 4797                                                                                               |Star                               |22 08 34.6983991056 +09 28 08.571886572|070.0727550941351 -36.1834163547621|    9.436 8.720   |9.81     |F8                  |    ~     ~    |    1|  159.535   pc  |  -3.7821     +3.7821  |paral   |2020yCat.1350....0G
3681|BD+08 4799                                                                                               |Star                               |22 08 44.2850558328 +09 26 32.825894208|070.0829792259556 -36.2302328709217|-15.704 -22.746   |9.41     |F2                  |    ~     ~    |    1|  310.183   pc  |  -2.6459     +2.6459  |paral   |2020yCat.1350....0G
3682|HD 210224                                                                                                |Star                               |22 08 46.1337427056 +08 53 49.146638208|069.6008933609989 -36.6137858702391|   10.610 2.895   |9.40     |A3                  |    ~     ~    |    1|  218.962   pc  |  -4.5547     +4.5547  |paral   |2020yCat.1350....0G
3683|HD 210265                                                                                                |Star                               |22 09 04.1887011 +09 27 04.239587      |070.1612930725 -36.2829640567      |   17.70 -10.61   |7.93     |A0                  |    ~     ~    |    0|                |                       |        |                   
3684|BD+08 4803                                                                                               |Star                               |22 09 10.3097241816 +08 47 21.343657848|069.5896532227988 -36.7601770930580|-13.672 -13.706   |9.90     |G5                  |    ~     ~    |    1|  610.612   pc  |  -5.6300     +5.6300  |paral   |2020yCat.1350....0G
3685|BD+08 4805                                                                                               |Star                               |22 09 41.2549488216 +09 22 18.098604552|070.2221203808268 -36.4476856602107|   31.288 1.673   |10.21    |F0                  |    ~     ~    |    1|  429.387   pc  |  -4.8490     +4.8490  |paral   |2020yCat.1350....0G
3686|BD+08 4806                                                                                               |Star                               |22 09 46.6946898384 +09 32 08.916358992|070.3876769001607 -36.3493176282372|   1.551 -8.171   |9.10     |M0                  |    ~     ~    |    1| 1049.098   pc  | -30.8170    +30.8170  |paral   |2020yCat.1350....0G
3687|BD+07 4800                                                                                               |Star                               |22 07 59.8394398008 +08 24 37.417708548|068.9970202928353 -36.8107406398628|-13.852 -41.837   |9.51     |F8                  |    ~     ~    |    1|  134.045   pc  |  -0.4438     +0.4438  |paral   |2020yCat.1350....0G
3688|BD+07 4801                                                                                               |Star                               |22 08 25.0205752440 +08 17 19.702031928|068.9755551606531 -36.9696909588589|    6.684 0.085   |9.49     |K2                  |    ~     ~    |    1| 1462.844   pc  | -49.6460    +49.6460  |paral   |2020yCat.1350....0G
3689|BD+09 4996                                                                                               |Star                               |22 10 44.4331593144 +09 46 30.399543120|070.8059893847120 -36.3514166745897|   8.983 -7.518   |9.59     |F5                  |    ~     ~    |    1|  347.754   pc  |  -2.2493     +2.2493  |paral   |2020yCat.1350....0G
3690|HD 210970                                                                                                |High Proper Motion Star            |22 13 49.8681543312 +10 04 21.296551620|071.7364371170118 -36.6808947125424|  0.352 -93.873   |9.01     |K0                  |    ~     ~    |    1|  119.305   pc  |  -0.3131     +0.3131  |paral   |2020yCat.1350....0G
3691|BD+09 5008                                                                                               |Star                               |22 14 58.4432202864 +09 50 20.285945196|071.7807257038623 -37.0449288761315|  -0.148 -3.156   |10.65    |F2                  |    ~     ~    |    1| 1307.702   pc  |-115.6018   +115.6018  |paral   |2020yCat.1350....0G
3692|BD+08 4808                                                                                               |Star                               |22 10 21.6723094584 +09 00 29.648785716|070.0410325868871 -36.8200056665351| 24.454 -17.407   |9.45     |F8                  |    ~     ~    |    1|  190.538   pc  |  -0.8350     +0.8350  |paral   |2020yCat.1350....0G
3693|BD+08 4809                                                                                               |Star                               |22 10 45.1674369024 +09 09 49.830237576|070.2645723033497 -36.7810306001617|   3.570 -9.072   |10.67    |K2                  |    ~     ~    |    1| 1668.057   pc  | -53.9788    +53.9788  |paral   |2020yCat.1350....0G
3694|HD 210618                                                                                                |Star                               |22 11 30.2497084248 +09 42 19.933299144|070.9085440612173 -36.5342686351896|    2.398 1.857   |8.42     |K0                  |    ~     ~    |    1|  485.625   pc  |  -5.8722     +5.8722  |paral   |2020yCat.1350....0G
3695|BD+08 4814                                                                                               |Star                               |22 12 05.2396171992 +09 00 05.347073700|070.4069349125435 -37.1302521317665|   2.637 -6.354   |8.66     |K5                  |    ~     ~    |    1|  729.714   pc  | -16.0810    +16.0810  |paral   |2020yCat.1350....0G
3696|BD+08 4815                                                                                               |Star                               |22 12 27.8520135408 +09 30 56.355679944|070.9475136963142 -36.8360595772539| 11.789 -12.742   |10.96    |F0                  |    ~     ~    |    1|  340.936   pc  |  -1.8133     +1.8133  |paral   |2020yCat.1350....0G
3697|BD+08 4818                                                                                               |Star                               |22 13 32.7584747448 +08 51 58.187438316|070.6025259232925 -37.4822182687534|  13.473 20.748   |9.47     |K0                  |    ~     ~    |    1|  356.608   pc  |  -2.5943     +2.5943  |paral   |2020yCat.1350....0G
3698|BD+08 4820                                                                                               |Star                               |22 13 37.1867249040 +09 22 59.188959372|071.0808386743815 -37.1317565726525|   6.133 22.697   |8.98     |K0                  |    ~     ~    |    1|  389.287   pc  |  -2.9551     +2.9551  |paral   |2020yCat.1350....0G
3699|HD 210984                                                                                                |Star                               |22 13 58.8888370992 +09 28 48.754464600|071.2460877840558 -37.1264649932276|  36.316 21.247   |7.96     |K0                  |    ~     ~    |    1|  269.070   pc  |  -1.7738     +1.7738  |paral   |2020yCat.1350....0G
3700|BD+08 4822                                                                                               |Star                               |22 14 00.5524243176 +09 33 42.061652604|071.3244336602200 -37.0737381893050|  10.283 -0.766   |9.90     |F0                  |    ~     ~    |    1|  198.247   pc  |  -0.6603     +0.6603  |paral   |2020yCat.1350....0G
3701|HD 211007                                                                                                |Star                               |22 14 08.2061140992 +09 13 32.595028140|071.0535303272702 -37.3331671362657| 16.109 -22.255   |7.75     |K0                  |    ~     ~    |    1|  246.027   pc  |  -1.3316     +1.3316  |paral   |2020yCat.1350....0G
3702|HD 211017                                                                                                |High Proper Motion Star            |22 14 08.8707904920 +09 17 18.592546668|071.1119240389162 -37.2908414851867| 52.201 -17.343   |8.61     |A                   |    ~     ~    |    1|  157.898   pc  |  -0.6058     +0.6058  |paral   |2020yCat.1350....0G
3703|BD+08 4825                                                                                               |Star                               |22 14 18.2845472496 +08 56 07.013166684|070.8305101725219 -37.5671058928137|-28.725 -27.332   |9.67     |F5                  |    ~     ~    |    1|  196.240   pc  |  -0.7394     +0.7394  |paral   |2020yCat.1350....0G
3704|HD 211077                                                                                                |Star                               |22 14 39.1781652360 +08 49 28.003983636|070.8073952452300 -37.7062023210855|   17.472 6.358   |8.01     |A0                  |    ~     ~    |    1|  191.744   pc  |  -2.9743     +2.9743  |paral   |2020yCat.1350....0G
3705|BD+07 4814                                                                                               |Star                               |22 11 12.1976663496 +08 38 56.721500196|069.8987397846122 -37.2191978670285|  16.446 -4.252   |10.54    |K0                  |    ~     ~    |    1| 1197.892   pc  | -22.6721    +22.6721  |paral   |2020yCat.1350....0G
3706|HD 210718                                                                                                |Double or Multiple Star            |22 12 13.3834477033 +08 27 38.166965706|069.9487721474545 -37.5314528538466|  26.045 27.287   |8.310    |F8                  |0.0033  0.0    |    1|  236.734   pc  | -38.6500    +38.6500  |ST-L    |2020AJ....160...83S
3707|BD+07 4822                                                                                               |High Proper Motion Star            |22 12 56.4260091288 +08 31 15.017248128|070.1591955011170 -37.6167631910806| 16.315 -60.125   |9.78     |K0                  |    ~     ~    |    1|   94.458   pc  |  -1.3990     +1.3990  |paral   |2020yCat.1350....0G
3708|V* AT Peg                                                                                                |Eclipsing Binary                   |22 13 23.5161494184 +08 25 30.860613732|070.1710785360606 -37.7634432643620|-17.483 -15.379   |9.02     |A6IV                |    ~     ~    |    1|  279.705   pc  |  -2.6052     +2.6052  |paral   |2020yCat.1350....0G
3709|HD 210390                                                                                                |Star                               |22 10 02.8535291160 +07 57 13.134315708|069.0178196176846 -37.4931886485341|-16.786 -13.560   |8.20     |G8III               |    ~     ~    |    1|  266.276   pc  |  -2.6447     +2.6447  |paral   |2020yCat.1350....0G
3710|BD+07 4806B                                                                                              |Star                               |22 10 02.595 +07 57 04.44              |069.014685 -37.494074              |       5.9 -3.0   |9.301    |F2III               |    ~     ~    |    0|                |                       |        |                   
3711|BD+07 4809                                                                                               |Star                               |22 10 28.7691795936 +08 12 06.951990276|069.3372891652585 -37.3996790056318|  0.373 -22.199   |9.79     |G0                  |    ~     ~    |    1|  355.745   pc  |  -3.0626     +3.0626  |paral   |2020yCat.1350....0G
3712|BD+07 4810                                                                                               |Star                               |22 10 33.5795928624 +08 00 33.277877388|069.1786853797730 -37.5469132916364|   16.116 7.591   |9.87     |K0                  |    ~     ~    |    1|  556.390   pc  |  -5.0769     +5.0769  |paral   |2020yCat.1350....0G
3713|BD+07 4812                                                                                               |Star                               |22 10 54.7532616648 +07 59 32.762688432|069.2393025609037 -37.6217977725885| -11.651 -9.129   |9.40     |K2                  |    ~     ~    |    1|  775.855   pc  | -12.2196    +12.2196  |paral   |2020yCat.1350....0G
3714|TYC 1136-578-1                                                                                           |Star                               |22 10 54.6166818216 +08 00 42.554284596|069.2565352521828 -37.6080203032841|  12.631 -4.939   |10.52    |~                   |    ~     ~    |    1|  844.809   pc  | -17.9853    +17.9853  |paral   |2020yCat.1350....0G
3715|BD+07 4823                                                                                               |High Proper Motion Star            |22 13 08.5527487368 +07 46 02.714324520|069.5168736066279 -38.1764326288401|-26.762 -58.630   |9.61     |F8                  |    ~     ~    |    1|  160.529   pc  |  -0.4432     +0.4432  |paral   |2020yCat.1350....0G
3716|BD+07 4825                                                                                               |Star                               |22 13 34.3864490784 +07 55 23.255999292|069.7535852828181 -38.1452278794980|   5.217 -4.524   |9.35     |K0                  |    ~     ~    |    1|  719.476   pc  | -10.3529    +10.3529  |paral   |2020yCat.1350....0G
3717|UCAC4 490-142150                                                                                         |High Proper Motion Star            |22 14 33.1896708244 +07 58 00.152115031|070.0083548145691 -38.2891657116278|   62.776 9.017   |10.677   |~                   |    ~     ~    |    1|   98.3913  pc  |  -0.1926     +0.1926  |paral   |2020yCat.1350....0G
3718|BD+07 4829D                                                                                              |Star                               |22 14 20.7942682584 +07 58 42.252160692|069.9736357044795 -38.2443344082870|  -4.999 -7.139   |10.7     |~                   |    ~     ~    |    1|  514.642   pc  |  -6.0917     +6.0917  |paral   |2020yCat.1350....0G
3719|BD+07 4830                                                                                               |Star                               |22 14 40.1429802960 +07 48 41.899093344|069.8919889025301 -38.4177857170716|  20.258 11.934   |10.18    |F5                  |    ~     ~    |    1|  322.622   pc  |  -1.9464     +1.9464  |paral   |2020yCat.1350....0G
3720|TYC 1136-91-1                                                                                            |Star                               |22 07 54.4878948216 +08 46 06.812714100|069.3024232792844 -36.5484844705096|  -1.000 -1.920   |9.91     |~                   |    ~     ~    |    1|  833.542   pc  | -11.2556    +11.2556  |paral   |2020yCat.1350....0G
3721|TYC 1136-114-1                                                                                           |Star                               |22 07 49.4770112088 +08 09 13.532432976|068.7267545010204 -36.9555002641222|   43.377 0.854   |10.20    |~                   |    ~     ~    |    1|  237.439   pc  |  -1.0712     +1.0712  |paral   |2020yCat.1350....0G
3722|TYC 1136-147-1                                                                                           |Star                               |22 10 58.3588407528 +09 17 53.160914040|070.4318351844826 -36.7261762564403| -11.279 -4.527   |10.44    |~                   |    ~     ~    |    1|  814.332   pc  | -13.1964    +13.1964  |paral   |2020yCat.1350....0G
3723|TYC 1136-465-1                                                                                           |Star                               |22 09 15.0718875696 +08 51 37.288353240|069.6706488672951 -36.7251557584276|   0.354 -5.956   |10.73    |~                   |    ~     ~    |    1|  346.572   pc  |  -2.5344     +2.5344  |paral   |2020yCat.1350....0G
3724|TYC 1136-593-1                                                                                           |Star                               |22 08 38.6349967728 +08 42 12.992034672|069.3999302915477 -36.7249844291120|   4.058 -4.208   |10.52    |~                   |    ~     ~    |    1|  408.197   pc  |  -2.4994     +2.4994  |paral   |2020yCat.1350....0G
3725|TYC 1136-756-1                                                                                           |Star                               |22 09 38.3099301240 +07 44 52.411527996|068.7414542899350 -37.5607201965283|  -0.414 -1.203   |9.86     |~                   |    ~     ~    |    1| 1055.855   pc  | -18.0602    +18.0602  |paral   |2020yCat.1350....0G
3726|TYC 1136-820-1                                                                                           |Star                               |22 07 51.3440734320 +07 42 57.491120340|068.3322494669077 -37.2600239696334|-18.287 -13.043   |10.50    |~                   |    ~     ~    |    1|  579.710   pc  |  -4.6377     +4.6377  |paral   |2020yCat.1350....0G
3727|TYC 1136-872-1                                                                                           |High Proper Motion Star            |22 09 54.5519787000 +07 31 50.614257972|068.5995221483273 -37.7582929252388| 52.411 -17.248   |10.63    |~                   |    ~     ~    |    1|   86.463   pc  |  -0.5555     +0.5555  |paral   |2020yCat.1350....0G
3728|TYC 1136-873-1                                                                                           |Star                               |22 10 35.2131290352 +08 39 55.626056928|069.7808277514627 -37.0981752469664|   1.997 -6.709   |10.69    |~                   |    ~     ~    |    1|  201.365   pc  |  -3.1668     +3.1668  |paral   |2020yCat.1350....0G
3729|TYC 1136-1003-1                                                                                          |Spectroscopic Binary               |22 11 07.0278577320 +08 19 02.947712160|069.5797212217573 -37.4338162588823|  20.587 -1.192   |10.42    |~                   |    ~     ~    |    1|  399.584   pc  | -17.1483    +17.1483  |paral   |2020yCat.1350....0G
3730|TYC 1136-1034-1                                                                                          |Star                               |22 09 14.4216747672 +08 18 20.558245932|069.1663202541565 -37.1060168761311| 39.624 -19.119   |9.87     |~                   |    ~     ~    |    1|  200.759   pc  |  -1.1164     +1.1164  |paral   |2020yCat.1350....0G
3731|TYC 1136-1112-1                                                                                          |Star                               |22 09 36.7894221888 +08 15 27.656260704|069.2022827783613 -37.2059720893414|   17.594 3.609   |10.37    |~                   |    ~     ~    |    1|  354.195   pc  |  -3.9016     +3.9016  |paral   |2020yCat.1350....0G
3732|TYC 1136-1124-1                                                                                          |Star                               |22 09 25.0023704688 +08 16 14.751524172|069.1721871052099 -37.1617176485395| -7.945 -12.093   |9.99     |~                   |    ~     ~    |    1|  467.530   pc  |  -5.0056     +5.0056  |paral   |2020yCat.1350....0G
3733|Wolf 1012                                                                                                |High Proper Motion Star            |22 11 48.1436232840 +08 18 18.813809484|069.7166401466002 -37.5645313857972|37.718 -108.618   |10.57    |~                   |    ~     ~    |    1|  211.954   pc  |  -0.8221     +0.8221  |paral   |2020yCat.1350....0G
3734|TYC 1136-1131-1                                                                                          |Star                               |22 11 23.7546365808 +08 32 42.742486644|069.8463828028647 -37.3256065521780|   9.721 -0.963   |10.83    |~                   |    ~     ~    |    1|  682.967   pc  | -17.4450    +17.4450  |paral   |2020yCat.1350....0G
3735|TYC 1136-1166-1                                                                                          |Star                               |22 10 22.7192331408 +08 29 29.488123680|069.5787437293028 -37.1815365035152|   1.132 -3.917   |10.58    |~                   |    ~     ~    |    1| 1072.041   pc  | -19.8824    +19.8824  |paral   |2020yCat.1350....0G
3736|TYC 1136-1187-1                                                                                          |Star                               |22 08 16.9987817328 +08 15 46.328207544|068.9235346532922 -36.9634280696437| 25.345 -10.545   |10.63    |~                   |    ~     ~    |    1|  240.633   pc  |  -1.0365     +1.0365  |paral   |2020yCat.1350....0G
3737|TYC 1136-1205-1                                                                                          |Star                               |22 12 32.0115167832 +08 13 48.598672440|069.8069854953642 -37.7468408431815|  -3.880 -6.739   |10.34    |~                   |    ~     ~    |    1| 1120.951   pc  | -24.2510    +24.2510  |paral   |2020yCat.1350....0G
3738|TYC 1136-1230-1                                                                                          |Star                               |22 08 11.9853028008 +08 11 43.164223764|068.8442402785203 -36.9946894992825|  -3.351 -6.250   |10.48    |~                   |    ~     ~    |    1| 1273.885   pc  | -25.4777    +25.4777  |paral   |2020yCat.1350....0G
3739|TYC 1137-134-1                                                                                           |Star                               |22 13 35.0161937280 +08 28 16.128708348|070.2545131162730 -37.7653227146227|  -32.496 6.190   |10.58    |~                   |    ~     ~    |    1|  314.802   pc  |  -2.1307     +2.1307  |paral   |2020yCat.1350....0G
3740|TYC 1137-242-1                                                                                           |Star                               |22 14 20.3762851152 +09 10 50.045309292|071.0576339896889 -37.4005003492046|-23.601 -40.136   |9.91     |~                   |    ~     ~    |    1|  447.588   pc  |  -3.8264     +3.8264  |paral   |2020yCat.1350....0G
3741|TYC 1137-345-1                                                                                           |Star                               |22 13 43.1957743560 +08 49 07.809130524|070.5979749363006 -37.5460416528954|    6.505 1.624   |10.77    |~                   |    ~     ~    |    1|  878.889   pc  | -16.9166    +16.9166  |paral   |2020yCat.1350....0G
3742|TYC 1137-869-1                                                                                           |Star                               |22 13 49.9215575880 +07 53 10.337160804|069.7764794829496 -38.2169916658668|  -4.396 -4.197   |10.14    |~                   |    ~     ~    |    1|  826.856   pc  | -12.7167    +12.7167  |paral   |2020yCat.1350....0G
3743|TYC 1137-950-1                                                                                           |Star                               |22 14 05.9831977224 +08 01 39.443376252|069.9643940354247 -38.1662031375239| 14.875 -14.206   |10.09    |~                   |    ~     ~    |    1|  951.837   pc  | -14.7677    +14.7677  |paral   |2020yCat.1350....0G
3744|TYC 1140-464-1                                                                                           |Star                               |22 09 20.8273851576 +09 42 42.040827900|070.4519288827355 -36.1504794869914| 22.765 -10.029   |10.30    |~                   |    ~     ~    |    1|  305.511   pc  |  -2.3054     +2.3054  |paral   |2020yCat.1350....0G
3745|TYC 1140-540-1                                                                                           |Star                               |22 09 30.4645446888 +09 49 44.754019032|070.5901758657099 -36.0967798921535|   8.081 -3.784   |10.52    |~                   |    ~     ~    |    1|  747.217   pc  | -10.5525    +10.5525  |paral   |2020yCat.1350....0G
3746|TYC 1140-1189-1                                                                                          |Star                               |22 10 06.8434104528 +09 43 30.351315072|070.6275058172361 -36.2762844926825|   0.454 -7.103   |10.48    |~                   |    ~     ~    |    1|  331.027   pc  | -16.5136    +16.5136  |paral   |2020yCat.1350....0G
3747|TYC 1140-1205-1                                                                                          |Star                               |22 12 13.2394279872 +09 47 39.885028692|071.1418150545467 -36.5972077385843|   2.539 -2.853   |10.84    |~                   |    ~     ~    |    1|  555.401   pc  |  -7.6192     +7.6192  |paral   |2020yCat.1350....0G
3748|TYC 1140-1297-1                                                                                          |Star                               |22 10 58.7859445488 +09 29 28.667988708|070.6055232962204 -36.5923316888863| -17.913 -4.312   |10.10    |~                   |    ~     ~    |    1|  561.325   pc  |  -7.6251     +7.6251  |paral   |2020yCat.1350....0G
3749|HD 209027                                                                                                |Star                               |22 00 06.0701387472 +09 57 12.797942436|068.7443966985230 -34.3335468900580|   8.939 -0.912   |8.93     |K0                  |    ~     ~    |    1|  349.174   pc  |  -1.8532     +1.8532  |paral   |2020yCat.1350....0G
3750|BD+09 4964                                                                                               |Star                               |22 02 20.9436604560 +09 57 32.718712320|069.2080761254489 -34.7341715979341|-18.105 -10.328   |9.19     |K5                  |    ~     ~    |    1|  603.646   pc  |  -8.6724     +8.6724  |paral   |2020yCat.1350....0G
3751|BD+09 4970                                                                                               |Star                               |22 03 11.5503607344 +09 53 04.933210272|069.3156341575454 -34.9363635237479|  8.085 -17.155   |10.07    |F8                  |    ~     ~    |    1|  179.614   pc  |  -2.1324     +2.1324  |paral   |2018yCat.1345....0G
3752|BD+09 4983                                                                                               |Star                               |22 05 48.4459197504 +10 05 20.659438104|070.0392325633350 -35.2616245184431|  -3.888 -2.350   |10.78    |K0                  |    ~     ~    |    1|  809.651   pc  | -11.4719    +11.4719  |paral   |2020yCat.1350....0G
3753|BD+09 4984B                                                                                              |Spectroscopic Binary               |22 06 11.8219609608 +10 05 28.731792912|070.1226832877931 -35.3291634163691|   3.578 -5.591   |9.74     |A2                  |    ~     ~    |    1|  146.895   pc  |  -0.3539     +0.3539  |paral   |2020yCat.1350....0G
3754|HD 209845                                                                                                |Spectroscopic Binary               |22 06 10.5777477120 +10 05 36.435525288|070.1202316306412 -35.3240030668154|   2.789 -5.736   |7.12     |kA3hA5mF2(IV)       |    ~     ~    |    1|  146.802   pc  |  -0.6789     +0.6789  |paral   |2020yCat.1350....0G
3755|BD+09 4985                                                                                               |Star                               |22 06 58.9706820672 +09 56 37.095273636|070.1570510379251 -35.5709290312655|   15.781 0.518   |10.14    |A5                  |    ~     ~    |    1|  316.106   pc  |  -2.5980     +2.5980  |paral   |2020yCat.1350....0G
3756|BD+11 4710                                                                                               |Star                               |22 01 06.9490534848 +12 13 53.873115024|070.9346547923030 -32.9453756134360|     27.9 -13.7   |9.59     |F8                  |    ~     ~    |    0|                |                       |        |                   
3757|BD+11 4713                                                                                               |Star                               |22 01 33.4769754744 +12 00 57.941671572|070.8398508401127 -33.1730186940258|   2.857 -4.887   |9.85     |G5                  |    ~     ~    |    1|  749.738   pc  | -17.4815    +17.4815  |paral   |2020yCat.1350....0G
3758|BD+11 4715                                                                                               |Star                               |22 01 59.7075989328 +11 53 56.395460328|070.8283547920719 -33.3312955227397|  6.031 -10.851   |10.42    |G5                  |    ~     ~    |    1|  742.501   pc  |  -9.5927     +9.5927  |paral   |2020yCat.1350....0G
3759|BD+11 4718                                                                                               |Star                               |22 02 41.0701652712 +11 59 27.989757132|071.0481675240777 -33.3879255253453| 14.129 -18.423   |10.32    |F8                  |    ~     ~    |    1|  267.016   pc  |  -1.8181     +1.8181  |paral   |2020yCat.1350....0G
3760|BD+11 4719                                                                                               |Star                               |22 03 23.7353548680 +11 58 50.010395268|071.1848100249790 -33.5196600760509|   1.911 -1.993   |9.72     |A5                  |    ~     ~    |    1|  342.325   pc  |  -2.2265     +2.2265  |paral   |2020yCat.1350....0G
3761|BD+11 4721                                                                                               |Star                               |22 03 50.4684366648 +11 42 50.525639820|071.0475397501374 -33.7839747897376|   -2.543 1.336   |10.7     |K0                  |    ~     ~    |    1| 1409.642   pc  | -28.0180    +28.0180  |paral   |2020yCat.1350....0G
3762|HD 209921                                                                                                |Star                               |22 06 34.4187753600 +11 59 16.142225856|071.8484689558845 -34.0672979739406|   3.135 -6.215   |8.82     |K2                  |    ~     ~    |    1|  577.234   pc  |  -8.7298     +8.7298  |paral   |2020yCat.1350....0G
