C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.23CEST05:43:54

Vmag< 11&dec >=0&rah >=13.25&rah< 13.5
--------------------------------------

Number of objects : 2069

 #  |                                                                                                                     identifier                                                                                                                      |              typ               |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm         |  Mag V  |   spec. type    |   ang. size   
----|-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|--------------------------------|---------------------------------------|-----------------------------------|-------------------|---------|-----------------|---------------
814 |BD+22 2566                                                                                                                                                                                                                                           |High Proper Motion Star         |13 16 28.7124521688 +22 06 39.766825908|352.8764080443127 +82.4157234605743| -67.026 -1.756    |10.23    |K2               |    ~     ~    
815 |BD+22 2567                                                                                                                                                                                                                                           |Star                            |13 16 30.5172408432 +22 09 19.225399752|353.1598608078525 +82.4405313520366|-12.073 -25.568    |10.29    |F8               |    ~     ~    
816 |BD+22 2562                                                                                                                                                                                                                                           |Star                            |13 15 07.8929442960 +21 47 56.306630796|349.5297361137453 +82.4215788233882|   -9.854 6.626    |10.6     |~                |    ~     ~    
817 |BD+22 2569                                                                                                                                                                                                                                           |Star                            |13 18 28.6327544280 +22 03 59.861135844|354.9114857888904 +82.0406866905142|   3.969 -4.206    |10.90    |~                |    ~     ~    
818 |BD+23 2555                                                                                                                                                                                                                                           |Star                            |13 17 09.6292801392 +22 33 41.747544720|356.2761121358724 +82.5924912356691|  -12.540 2.888    |10.20    |~                |    ~     ~    
819 |TYC 1457-135-1                                                                                                                                                                                                                                       |Star                            |13 16 46.1180711112 +21 50 06.312602004|351.7207892525885 +82.1776303041915| 20.662 -22.458    |10.69    |~                |    ~     ~    
820 |TYC 1994-711-1                                                                                                                                                                                                                                       |Star                            |13 16 05.5552520904 +22 53 21.516533268|357.0754697626592 +82.9899590172681| -19.996 23.996    |10.83    |~                |    ~     ~    
821 |TYC 1994-979-1                                                                                                                                                                                                                                       |Star                            |13 18 20.9944679712 +23 03 18.233383140|000.6342594634664 +82.6731394546844| -1.649 -14.746    |10.36    |~                |    ~     ~    
822 |TYC 1994-1037-1                                                                                                                                                                                                                                      |Star                            |13 18 29.2457234688 +23 04 58.704489444|000.9555744839070 +82.6632385023312| -43.910 14.135    |10.44    |~                |    ~     ~    
823 |TYC 1994-1258-1                                                                                                                                                                                                                                      |Star                            |13 16 47.7990469176 +22 31 05.089283616|355.5985949719802 +82.6293626392731| 24.428 -23.097    |10.55    |~                |    ~     ~    
824 |TYC 1994-1656-1                                                                                                                                                                                                                                      |High Proper Motion Star         |13 16 11.0037588720 +23 20 53.678316984|000.2440513378408 +83.2488981902112| -42.720 38.908    |10.40    |~                |    ~     ~    
825 |BD+22 2561                                                                                                                                                                                                                                           |Eclipsing Binary                |13 15 01.2388363824 +21 13 53.695102224|346.5479300543010 +82.0217281238261|-40.466 -15.122    |9.073    |G2               |    ~     ~    
826 |HD 115301                                                                                                                                                                                                                                            |Star                            |13 15 57.7135815144 +21 22 54.494845464|348.4414160821234 +81.9862500091993|-27.034 -23.139    |7.39     |B9               |    ~     ~    
827 |BD+21 2507                                                                                                                                                                                                                                           |High Proper Motion Star         |13 16 33.1689086184 +21 10 17.518421496|348.1453111250968 +81.7384433532409| 50.289 -49.333    |9.67     |K5               |    ~     ~    
828 |BD+21 2508                                                                                                                                                                                                                                           |Star                            |13 17 04.4558854536 +20 19 51.072845448|345.0704985964093 +81.0245112716257|  2.716 -19.328    |9.82     |K0               |    ~     ~    
829 |HD 115463                                                                                                                                                                                                                                            |Spectroscopic Binary            |13 17 03.2512864584 +20 52 03.352656576|347.3416690476904 +81.4347254420010|  -9.518 -4.628    |8.19     |K4III            |    ~     ~    
830 |HD 115614                                                                                                                                                                                                                                            |High Proper Motion Star         |13 18 00.5715933864 +20 59 53.671908048|349.0326544517714 +81.3799282048698| 58.601 -56.098    |8.80     |F5               |    ~     ~    
831 |BD+21 2512                                                                                                                                                                                                                                           |Star                            |13 18 34.9473983904 +20 30 22.023176796|347.5073534316984 +80.9270037499756| -48.458 -4.126    |10.18    |F8               |    ~     ~    
832 |HD 115364                                                                                                                                                                                                                                            |Star                            |13 16 30.8304954312 +20 05 52.843501608|343.4872208948995 +80.9254015556142|  -9.264 31.224    |8.83     |G9IV             |    ~     ~    
833 |HD 115365                                                                                                                                                                                                                                            |Spectroscopic Binary            |13 16 32.2601594136 +19 47 07.072731852|342.3253744880724 +80.6737666629309|-114.124 27.754    |6.423    |F0V              |0.0083  0.0    
834 |HD 115403                                                                                                                                                                                                                                            |High Proper Motion Star         |13 16 44.4631265088 +19 48 54.659645460|342.6720004827635 +80.6687935838698|-110.337 25.094    |7.56     |A2               |    ~     ~    
835 |HD 115464                                                                                                                                                                                                                                            |Star                            |13 17 03.9515897736 +19 17 54.151674756|341.1930600077085 +80.2076749043254|  -9.024 -3.470    |8.52     |K0III            |    ~     ~    
836 |HD 115166                                                                                                                                                                                                                                            |Star                            |13 15 10.2313625904 +18 55 08.051122056|337.7726050574379 +80.1446400155459|  -13.651 8.283    |6.53     |K5III            |    ~     ~    
837 |HD 115319                                                                                                                                                                                                                                            |High Proper Motion Star         |13 16 14.2872629832 +19 03 06.238428804|339.4288990970737 +80.1171690073651|  -96.078 6.668    |6.45     |K0III-IV         |    ~     ~    
838 |HD 115351                                                                                                                                                                                                                                            |Star                            |13 16 28.2696379200 +18 57 20.458810548|339.3820170474352 +80.0067406161202|  1.760 -24.688    |8.45     |G0               |    ~     ~    
839 |HD 115381                                                                                                                                                                                                                                            |High Proper Motion Star         |13 16 36.7070657400 +18 54 11.791074276|339.3721540025096 +79.9446963357322|  -59.505 6.257    |6.72     |K0III-IV         |    ~     ~    
840 |HD 115537                                                                                                                                                                                                                                            |Star                            |13 17 34.5956732784 +19 12 54.612373932|341.4790478597124 +80.0696383398431|-23.766 -13.525    |7.94     |K4III            |    ~     ~    
841 |HD 115558                                                                                                                                                                                                                                            |Star                            |13 17 37.1812324008 +19 01 18.631142472|340.8781750790894 +79.9066423936883|   9.431 22.264    |8.39     |G8III            |    ~     ~    
842 |BD+19 2653                                                                                                                                                                                                                                           |Spectroscopic Binary            |13 15 05.5095653208 +19 00 53.028952200|337.9838103373003 +80.2353820005762|-22.079 -63.744    |9.73     |~                |    ~     ~    
843 |TYC 1454-184-1                                                                                                                                                                                                                                       |Star                            |13 17 32.5582537080 +19 39 28.823741244|343.0046200125733 +80.4294173375137|  1.007 -14.641    |10.45    |~                |    ~     ~    
844 |TYC 1454-794-1                                                                                                                                                                                                                                       |Star                            |13 17 44.9368734024 +19 41 48.324984612|343.3782800915274 +80.4304333859591| 16.815 -30.513    |10.72    |~                |    ~     ~    
845 |TYC 1457-188-1                                                                                                                                                                                                                                       |Star                            |13 16 09.1286940360 +21 12 08.474506236|347.8091761538293 +81.8242576736836|   -0.154 5.452    |10.68    |~                |    ~     ~    
846 |TYC 1457-996-1                                                                                                                                                                                                                                       |Star                            |13 15 36.0376422480 +20 07 47.490701952|342.5253239567438 +81.0814453166173| -6.921 -11.067    |10.45    |~                |    ~     ~    
847 |TYC 1457-1034-1                                                                                                                                                                                                                                      |High Proper Motion Star         |13 15 19.4955511512 +20 24 07.645499424|343.2756003557610 +81.3367179833923|-12.900 -114.070   |10.66    |~                |    ~     ~    
848 |TYC 1457-1122-1                                                                                                                                                                                                                                      |Spectroscopic Binary            |13 17 49.7216579544 +20 01 48.126203328|344.7317318179055 +80.6796472214482| -28.154 -3.802    |10.00    |~                |    ~     ~    
849 |HD 115320                                                                                                                                                                                                                                            |Star                            |13 16 20.2916293728 +17 15 23.385493044|334.4482185883814 +78.5743130154342|  17.839 -4.724    |8.93     |G0               |    ~     ~    
850 |HD 115352                                                                                                                                                                                                                                            |Spectroscopic Binary            |13 16 29.6901199056 +17 18 00.942248304|334.7211555432145 +78.5941970765203|   -8.950 0.743    |7.700    |G0               |    ~     ~    
851 |NGC 5053 1                         BD+18 2709                                                                                                                                                                                                        |Star                            |13 16 50.6741617800 +17 40 06.911694408|336.0343909013763 +78.8713131972202|-21.507 -13.563    |9.70     |K2               |    ~     ~    
852 |HD 115538                                                                                                                                                                                                                                            |Star                            |13 17 33.2842798800 +17 17 32.929209348|335.8043488323658 +78.4613257404691| -15.560 24.712    |7.50     |K0III            |    ~     ~    
853 |HD 115588                                                                                                                                                                                                                                            |Spectroscopic Binary            |13 17 56.6448608976 +17 17 49.332370308|336.2151672567442 +78.4179687955192|  -78.962 6.781    |9.71     |G3V              |    ~     ~    
854 |BD+17 2610                                                                                                                                                                                                                                           |Star                            |13 16 44.9851323456 +16 44 38.970566880|333.6565974874193 +78.0777994610643| -16.263 -5.527    |9.81     |G2V              |    ~     ~    
855 |UCAC2 37901849                                                                                                                                                                                                                                       |Star                            |13 16 48.0006916080 +17 02 54.170671704|334.4236168961511 +78.3388176429985|  -14.050 5.877    |10.5     |~                |    ~     ~    
856 |BD+17 2613                                                                                                                                                                                                                                           |Star                            |13 18 10.7869770288 +16 16 54.253356708|334.0383994691019 +77.5078828704946| 20.597 -41.330    |10.22    |G0               |    ~     ~    
857 |HD 115183                                                                                                                                                                                                                                            |High Proper Motion Star         |13 15 18.5122981104 +16 11 41.635119012|330.9928216511870 +77.7461319835432| -40.638 30.212    |7.47     |K5III-IV         |    ~     ~    
858 |BD+16 2488                                                                                                                                                                                                                                           |Star                            |13 16 09.6591815400 +16 03 25.082674380|331.5682375255109 +77.5322009098249|-14.518 -11.131    |10.19    |F5               |    ~     ~    
859 |TYC 1451-17-1                                                                                                                                                                                                                                        |High Proper Motion Star         |13 18 03.6665844864 +17 29 36.302315928|336.8431905233013 +78.5717701736312|-42.605 -29.256    |10.75    |G0V              |    ~     ~    
860 |TYC 1451-111-1                                                                                                                                                                                                                                       |Star                            |13 15 14.6574415584 +17 28 53.245565400|333.8348301789842 +78.8973902999699| -0.179 -12.763    |10.74    |~                |    ~     ~    
861 |TYC 1451-559-1                                                                                                                                                                                                                                       |Red Giant Branch star           |13 16 00.7517534136 +16 20 15.059977296|332.0064190592588 +77.7990674364420| -2.767 -14.142    |10.50    |~                |    ~     ~    
862 |TYC 1451-644-1                                                                                                                                                                                                                                       |Star                            |13 15 52.8602316408 +16 22 27.568466148|331.9514541060711 +77.8461401499557|  -31.995 7.884    |10.48    |G2V              |    ~     ~    
863 |TYC 1451-1059-1                                                                                                                                                                                                                                      |High Proper Motion Star         |13 16 56.2926026088 +16 42 57.039131124|333.7832752090107 +78.0314306870526| -62.095 50.068    |10.72    |G2V              |    ~     ~    
864 |TYC 1454-200-1                                                                                                                                                                                                                                       |Star                            |13 18 37.7333124768 +18 15 55.685828196|339.5906132364594 +79.1486490342415| -2.649 -31.956    |10.64    |~                |    ~     ~    
865 |TYC 1454-520-1                                                                                                                                                                                                                                       |Star                            |13 18 43.2118482960 +17 44 55.767978276|338.2064785663994 +78.7050807263278| -8.705 -15.304    |10.11    |~                |    ~     ~    
866 |TYC 1454-859-1                                                                                                                                                                                                                                       |High Proper Motion Star         |13 18 06.0375465840 +18 22 12.329437080|339.3464560617372 +79.3054352463055| -38.047 41.603    |10.70    |~                |    ~     ~    
867 |NGC 5053                           NGC 5053                                                                                                                                                                                                          |Globular Cluster                |13 16 27.09 +17 42 00.9                |335.69874 +78.94614                |    -0.37 -1.26    |9.96     |~                | 9.60  9.60    
868 |HD 115445                                                                                                                                                                                                                                            |Spectroscopic Binary            |13 17 05.2754499096 +15 16 57.354277044|330.9434756904188 +76.7384134877770|  5.913 -58.657    |9.57     |G8III            |    ~     ~    
869 |BD+15 2556                                                                                                                                                                                                                                           |High Proper Motion Star         |13 15 40.1221103088 +14 39 48.138211476|328.5011684988178 +76.3173448222921|  7.832 -54.934    |10.25    |G5               |    ~     ~    
870 |HD 115244                                                                                                                                                                                                                                            |Star                            |13 15 46.4192236704 +14 57 56.048326344|329.1185907989054 +76.5838868305635|  15.141 11.334    |8.60     |F2               |    ~     ~    
871 |HD 115424                                                                                                                                                                                                                                            |Star                            |13 16 57.8640355224 +14 28 41.622846528|329.3889061123193 +76.0214821297243|   1.645 -9.848    |9.15     |K1III            |    ~     ~    
872 |HD 115425                                                                                                                                                                                                                                            |Star                            |13 16 58.4854830912 +14 10 18.277572612|328.8886500574272 +75.7403254940949|-27.416 -14.997    |8.96     |K3III-IV         |    ~     ~    
873 |HD 115539                                                                                                                                                                                                                                            |High Proper Motion Star         |13 17 37.9516966632 +13 45 49.827062628|328.8192962387168 +75.3026613267611| -84.459 17.127    |7.240    |G8III-IV         |    ~     ~    
874 |BD+14 2589                                                                                                                                                                                                                                           |Star                            |13 16 19.4161973424 +13 25 15.113002260|327.1502244730517 +75.1098212950786|    4.241 2.551    |10.96    |F8               |    ~     ~    
875 |HD 115478                                                                                                                                                                                                                                            |Star                            |13 17 15.6279440976 +13 40 32.706746400|328.3553331391777 +75.2576391967344|   8.168 42.330    |5.330    |K3III            |    ~     ~    
876 |TYC 890-945-1                                                                                                                                                                                                                                        |Star                            |13 15 11.4809049648 +14 35 42.112180716|327.9391078398502 +76.2998702063884|  -2.793 12.205    |10.94    |~                |    ~     ~    
877 |TYC 897-1003-1                                                                                                                                                                                                                                       |Star                            |13 16 53.3860366032 +14 44 14.964204336|329.7667473609165 +76.2651100384128| -1.546 -19.322    |10.97    |~                |    ~     ~    
878 |BD+14 2594                                                                                                                                                                                                                                           |Star                            |13 17 43.8450789744 +13 51 16.542917496|329.0496515047077 +75.3761867943008| -31.487 11.660    |10.25    |~                |    ~     ~    
879 |HD 115321                                                                                                                                                                                                                                            |High Proper Motion Star         |13 16 16.1755203264 +15 01 27.136777152|329.6931037593982 +76.5881576222420|-83.963 -42.598    |8.280    |F0               |    ~     ~    
880 |BD+13 2647                                                                                                                                                                                                                                           |Star                            |13 15 39.9959425632 +12 46 36.536444652|325.6837158581692 +74.5682099586088|-20.909 -12.569    |9.01     |F2               |    ~     ~    
881 |BD+13 2649                                                                                                                                                                                                                                           |Star                            |13 17 20.5286326488 +12 28 28.316699076|326.6940173295764 +74.1389918537227|   8.521 -5.234    |10.37    |F0               |    ~     ~    
882 |BD+13 2650                                                                                                                                                                                                                                           |High Proper Motion Star         |13 17 38.801592 +12 48 40.03200        |327.411588955 +74.423636028        |     33.4 -38.3    |10.095   |F8               |    ~     ~    
883 |BD+13 2652                                                                                                                                                                                                                                           |Star                            |13 17 58.7949570720 +12 14 41.423389800|326.9120520896192 +73.8680565427876|  -3.730 10.830    |8.82     |K0               |    ~     ~    
884 |HD 115606                                                                                                                                                                                                                                            |Star                            |13 18 02.4609064584 +13 00 00.462136140|328.0141786457347 +74.5614824015017|  -31.064 4.082    |8.550    |kA2hA7mF0(IV)EuSr|    ~     ~    
885 |V* LQ Vir                                                                                                                                                                                                                                            |Long-Period Variable            |13 18 36.6623510712 +12 54 42.091031196|328.3636955650658 +74.4259203963236|-24.502 -15.130    |8.35     |M5               |    ~     ~    
886 |BD+11 2552                                                                                                                                                                                                                                           |High Proper Motion Star         |13 16 59.0286442008 +10 41 37.085367552|324.2461973160760 +72.4998273616830|-62.655 -116.984   |9.53     |G5               |    ~     ~    
887 |BD+11 2554                                                                                                                                                                                                                                           |Star                            |13 18 39.5717487480 +10 48 52.024329864|325.6689618792846 +72.4736326701461|  -4.830 -2.851    |9.99     |K0               |    ~     ~    
888 |BD+11 2553                                                                                                                                                                                                                                           |Star                            |13 18 39.4513970256 +10 44 28.036023072|325.5824811593387 +72.4050999993160|  3.504 -11.708    |10.6     |~                |    ~     ~    
889 |BD+12 2577                                                                                                                                                                                                                                           |Star                            |13 15 54.2160464040 +11 26 06.866943684|324.2261741833492 +73.2873462738195| -22.009 -3.879    |10.27    |~                |    ~     ~    
890 |BD+12 2575                                                                                                                                                                                                                                           |Star                            |13 15 43.9293685584 +12 08 00.483705600|324.9162466743728 +73.9592397472570| -16.879 14.353    |10.7     |~                |    ~     ~    
891 |BD+12 2580                                                                                                                                                                                                                                           |Star                            |13 18 25.8083169648 +11 56 19.411228932|326.8732494688136 +73.5429405807299| -9.489 -13.291    |9.90     |~                |    ~     ~    
892 |TYC 887-450-1                                                                                                                                                                                                                                        |Star                            |13 15 05.6999802480 +10 42 43.946907192|322.7965788752530 +72.6652336874263|  1.979 -15.921    |10.71    |~                |    ~     ~    
893 |TYC 887-966-1                                                                                                                                                                                                                                        |Star                            |13 16 15.3967635120 +11 54 18.354520548|325.0687515437944 +73.7007938747758| -30.050 -4.776    |10.99    |~                |    ~     ~    
894 |TYC 887-994-1                                                                                                                                                                                                                                        |Star                            |13 15 16.2986107992 +11 49 40.692657792|324.1674626378682 +73.7091331345017| -18.263 10.972    |10.15    |~                |    ~     ~    
895 |TYC 894-848-1                                                                                                                                                                                                                                        |Star                            |13 16 48.6881417328 +11 48 24.898963284|325.4006347802090 +73.5617926778888|  0.067 -10.425    |10.87    |~                |    ~     ~    
896 |TYC 894-896-1                                                                                                                                                                                                                                        |Star                            |13 16 41.2866867744 +11 45 11.499558228|325.2350131682267 +73.5218463467113| 11.254 -12.332    |10.95    |~                |    ~     ~    
897 |TYC 897-307-1                                                                                                                                                                                                                                        |Star                            |13 18 05.4169315968 +13 05 32.319779820|328.1907093297936 +74.6417598218092| 29.352 -17.808    |10.92    |~                |    ~     ~    
898 |TYC 897-72-1                                                                                                                                                                                                                                         |Star                            |13 17 48.0511890552 +12 36 48.638270160|327.2647423607976 +74.2264335355927| -30.706 29.680    |10.42    |~                |    ~     ~    
899 |HD 115198                                                                                                                                                                                                                                            |High Proper Motion Star         |13 15 30.9749312472 +10 36 55.314874836|323.0255116356897 +72.5411198393426|-25.168 -76.442    |9.22     |K0               |    ~     ~    
900 |HD 115230                                                                                                                                                                                                                                            |Star                            |13 15 44.0972674128 +10 15 01.688985936|322.8217118308382 +72.1774900738404|  -47.276 6.983    |8.94     |G0               |    ~     ~    
901 |BD+10 2532                                                                                                                                                                                                                                           |Star                            |13 17 12.5552702184 +09 50 45.855546432|323.5253276740378 +71.6798755227762|  -11.251 7.952    |9.69     |K0               |    ~     ~    
902 |HD 115288                                                                                                                                                                                                                                            |Star                            |13 16 00.8432200560 +09 40 00.605693352|322.4601263793073 +71.6006704904519| -23.807 23.541    |9.16     |G5               |    ~     ~    
903 |BD+09 2735                                                                                                                                                                                                                                           |Star                            |13 15 34.5089401824 +08 34 13.865674188|321.1536849276486 +70.5835399426166|-45.558 -10.526    |9.69     |G5               |    ~     ~    
904 |HD 115289                                                                                                                                                                                                                                            |Star                            |13 16 00.2221820520 +09 12 34.863559164|322.0252547456698 +71.1650993834238|  -28.765 2.466    |8.28     |G5               |    ~     ~    
905 |BD+09 2738                                                                                                                                                                                                                                           |Star                            |13 16 28.4669936520 +08 40 26.647556556|321.8842504907205 +70.6189589589456| -23.918 -1.544    |10.38    |G0               |    ~     ~    
906 |HD 115426                                                                                                                                                                                                                                            |High Proper Motion Star         |13 16 55.9912427112 +09 02 22.533522972|322.5430435998684 +70.9342402707367| 44.108 -19.705    |8.76     |F5               |    ~     ~    
907 |BD+08 2688                                                                                                                                                                                                                                           |High Proper Motion Star         |13 15 09.3319667856 +08 11 55.408524504|320.5490374958308 +70.2549944265568|-32.047 -39.383    |8.78     |K2               |    ~     ~    
908 |HD 115384                                                                                                                                                                                                                                            |High Proper Motion Star         |13 16 51.0110597160 +08 07 54.148569096|321.6798825069722 +70.0730043831219| 76.179 -93.685    |9.24     |K0               |    ~     ~    
909 |BD+11 2551                                                                                                                                                                                                                                           |Double or Multiple Star         |13 16 48.940464 +10 14 42.45324        |323.639074489 +72.088997827        |     -53.0 -1.0    |10.47    |~                |    ~     ~    
910 |TYC 884-531-1                                                                                                                                                                                                                                        |Star                            |13 15 06.3831438936 +09 07 03.215335368|321.2864903611686 +71.1410057959552|-44.399 -10.979    |10.19    |~                |    ~     ~    
911 |TYC 884-636-1                                                                                                                                                                                                                                        |Star                            |13 16 12.3094214376 +08 41 09.227702724|321.7026185874274 +70.6496447827041|   -2.599 3.830    |10.96    |~                |    ~     ~    
912 |TYC 884-664-1                                                                                                                                                                                                                                        |Star                            |13 16 03.6962104368 +09 06 38.218741344|321.9772984196027 +71.0662167586219| -25.824 -0.446    |10.9     |~                |    ~     ~    
913 |TYC 891-265-1                                                                                                                                                                                                                                        |Star                            |13 16 52.1201782512 +09 42 07.137562068|323.1288220508464 +71.5695171677687| -29.162 -5.835    |10.96    |~                |    ~     ~    
914 |TYC 894-174-1                                                                                                                                                                                                                                        |Star                            |13 18 37.1540753472 +10 13 23.885627160|324.9718850654637 +71.9221365813742|  12.827 -6.726    |10.62    |~                |    ~     ~    
915 |TYC 894-286-1                                                                                                                                                                                                                                        |High Proper Motion Star         |13 17 20.3870889072 +10 33 53.094956004|324.3787155362704 +72.3492921580485|-61.385 -25.759    |10.68    |~                |    ~     ~    
916 |HD 115245                                                                                                                                                                                                                                            |Star                            |13 15 46.9242250152 +07 57 10.784883564|320.7897097690325 +69.9761893502564|  -13.892 1.720    |6.75     |K0               |    ~     ~    
917 |BD+08 2693                                                                                                                                                                                                                                           |High Proper Motion Star         |13 17 35.3334481056 +07 47 37.701156624|321.9033475458583 +69.6965432628188|-33.760 -40.985    |9.31     |K0               |    ~     ~    
918 |HD 115184                                                                                                                                                                                                                                            |High Proper Motion Star         |13 15 21.6484668192 +07 29 32.852818212|320.1388573220427 +69.5610592705833|-88.539 -57.566    |8.68     |G5               |    ~     ~    
919 |BD+08 2691                                                                                                                                                                                                                                           |Star                            |13 16 15.1238410824 +07 37 32.765728368|320.8522825886801 +69.6295433785763|  -36.058 4.769    |9.38     |F8               |    ~     ~    
