C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST08:34:47

dec >=0&rah >=21.0&rah< 21.25&(cat='NGC'|Vmag< 11)
--------------------------------------------------

Number of objects : 7139

 #  |                                               identifier                                                |               typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |    spec. type    |      ang. size      |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|----------------------------------|---------------------------------------|-----------------------------------|------------------|---------|------------------|---------------------|-----|----------------|-----------------------|--------|-------------------
3069|TYC 535-908-1                                                                                            |Star                              |21 14 16.0959753720 +04 10 25.734583632|055.1142915094046 -29.0042962149181|  -8.861 -9.720   |10.83    |~                 |    ~     ~          |    1|  505.970   pc  |  -5.0177     +5.0177  |paral   |2020yCat.1350....0G
3070|TYC 535-1748-1                                                                                           |Star                              |21 12 52.7004918000 +03 49 48.773098992|054.5669494987215 -28.9101803624705|   24.498 8.769   |10.09    |~                 |    ~     ~          |    1|  212.952   pc  |  -0.9115     +0.9115  |paral   |2020yCat.1350....0G
3071|TYC 535-1752-1                                                                                           |Star                              |21 13 48.9564859248 +04 02 32.627639400|054.9175298084728 -28.9849580704135|    4.217 0.161   |10.49    |~                 |    ~     ~          |    1|  395.773   pc  |  -3.3990     +3.3990  |paral   |2020yCat.1350....0G
3072|HD 200535                                                                                                |Star                              |21 03 50.1912296688 +04 04 33.923298540|053.3852105008776 -26.8963861108636|    2.156 2.302   |8.29     |K1III             |    ~     ~          |    1|  426.512   pc  |  -4.9116     +4.9116  |paral   |2020yCat.1350....0G
3073|HD 201097                                                                                                |Star                              |21 07 19.0486210584 +04 08 29.898252024|053.9848368310237 -27.5845068800469|  6.360 -20.180   |8.26     |F6V               |    ~     ~          |    1|  117.757   pc  |  -0.3175     +0.3175  |paral   |2020yCat.1350....0G
3074|BD+03 4509                                                                                               |High Proper Motion Star           |21 09 16.7468598840 +04 09 51.971485500|054.3131080001354 -27.9787274568245|  73.527 -4.838   |10.19    |F8                |    ~     ~          |    1|  178.117   pc  |  -0.5393     +0.5393  |paral   |2020yCat.1350....0G
3075|HD 201436                                                                                                |Star                              |21 09 24.0994483584 +04 09 43.086862476|054.3300407165500 -28.0054882371610|   -8.774 0.273   |8.66     |G8/K0IV           |    ~     ~          |    1|  297.610   pc  |  -2.1434     +2.1434  |paral   |2020yCat.1350....0G
3076|BD+05 4683                                                                                               |Star                              |21 02 55.8886604160 +05 47 34.369173312|054.8415855945695 -25.7586424530958| 20.630 -33.259   |9.59     |F8                |    ~     ~          |    1|  159.188   pc  |  -0.4105     +0.4105  |paral   |2020yCat.1350....0G
3077|BD+05 4688                                                                                               |Star                              |21 03 32.5304901192 +05 51 25.442418636|054.9949418401195 -25.8487941766590|    3.587 4.457   |9.62     |F5                |    ~     ~          |    1|  193.735   pc  |  -1.9930     +1.9930  |paral   |2020yCat.1350....0G
3078|BD+05 4689                                                                                               |Star                              |21 03 33.0839670120 +06 03 17.519295276|055.1784350643669 -25.7400037088986|    9.035 5.529   |9.55     |K0                |    ~     ~          |    1|  545.316   pc  |  -4.6687     +4.6687  |paral   |2020yCat.1350....0G
3079|HD 200618                                                                                                |Star                              |21 04 22.5513230592 +05 48 51.732787716|055.0845897251931 -26.0445356138991|   4.894 -1.785   |8.59     |K0                |    ~     ~          |    1|  441.228   pc  |  -4.6140     +4.6140  |paral   |2020yCat.1350....0G
3080|BD+05 4698                                                                                               |High Proper Motion Star           |21 05 56.9990503848 +05 36 46.940975604|055.1433373971595 -26.4816753034138|-39.830 -51.503   |9.77     |K2                |    ~     ~          |    1|  671.998   pc  |  -7.0898     +7.0898  |paral   |2020yCat.1350....0G
3081|HD 200963                                                                                                |Star                              |21 06 38.5952982144 +06 06 52.140536748|055.7144739047397 -26.3419672411540|    8.396 1.503   |9.46     |A2                |    ~     ~          |    1|  510.308   pc  |  -5.2864     +5.2864  |paral   |2020yCat.1350....0G
3082|BD+05 4702                                                                                               |Star                              |21 06 56.5658159616 +06 07 02.066028816|055.7639630116711 -26.4018389916076|  39.529 -0.130   |10.72    |F8                |    ~     ~          |    1|  397.141   pc  | -30.3139    +30.3139  |paral   |2020yCat.1350....0G
3083|HD 201220                                                                                                |High Proper Motion Star           |21 07 59.0249352984 +05 39 05.999576256|055.4975361591896 -26.8783507759026|-24.198 -117.575  |8.22     |K0                |    ~     ~          |    1|   45.007   pc  |  -0.0500     +0.0500  |paral   |2020yCat.1350....0G
3084|BD+05 4708                                                                                               |Star                              |21 07 58.7024485416 +05 58 15.963248064|055.7919812215299 -26.6968237009663| 16.490 -26.474   |10.14    |F8                |    ~     ~          |    1|  139.960   pc  |  -0.3624     +0.3624  |paral   |2020yCat.1350....0G
3085|BD+05 4709                                                                                               |Star                              |21 08 21.0506001432 +05 54 36.592247160|055.7944061461009 -26.8076682079305|    2.373 4.148   |9.48     |G0                |    ~     ~          |    1|  231.965   pc  |  -1.0439     +1.0439  |paral   |2020yCat.1350....0G
3086|BD+05 4717                                                                                               |Double or Multiple Star           |21 09 36.6421413288 +05 50 09.301995780|055.9249271551335 -27.1079049832366|    3.549 9.463   |9.819    |F5                |    ~     ~          |    1|  223.444   pc  |  -7.0447     +7.0447  |paral   |2020yCat.1350....0G
3087|BD+05 4721                                                                                               |Star                              |21 10 23.1218137080 +05 48 09.216672624|056.0170230560664 -27.2854534966587|  -3.693 -2.226   |9.75     |G5                |    ~     ~          |    1|  111.090   pc  |  -0.1938     +0.1938  |paral   |2020yCat.1350....0G
3088|BD+05 4723                                                                                               |High Proper Motion Star           |21 10 54.9160302336 +05 44 07.169686296|056.0390714572348 -27.4321152308284|   60.857 9.252   |9.94     |G0                |    ~     ~          |    1|  139.243   pc  |  -0.2676     +0.2676  |paral   |2020yCat.1350....0G
3089|HD 200355                                                                                                |Star                              |21 02 57.5718613032 +05 14 32.022435048|054.3371460633302 -26.0707468422813|  14.544 -3.423   |8.55     |F2V               |    ~     ~          |    1|  219.332   pc  | -18.4296    +18.4296  |paral   |2020yCat.1350....0G
3090|BD+04 4600                                                                                               |Star                              |21 03 35.6976750600 +05 01 54.327228996|054.2397055353639 -26.3191152077372|  25.712 -8.947   |10.70    |F8                |    ~     ~          |    1|  206.322   pc  |  -1.5538     +1.5538  |paral   |2020yCat.1350....0G
3091|BD+04 4602                                                                                               |Star                              |21 04 03.5058975984 +04 57 07.940120328|054.2372161212405 -26.4592836300237|-18.217 -27.674   |9.10     |F5                |    ~     ~          |    1|  284.487   pc  |  -1.4163     +1.4163  |paral   |2020yCat.1350....0G
3092|BD+04 4603                                                                                               |Star                              |21 04 08.2714099008 +05 18 30.114105696|054.5800247293649 -26.2778859371196| -8.471 -11.756   |8.97     |K2                |    ~     ~          |    0|                |                       |        |                   
3093|BD+04 4604                                                                                               |High Proper Motion Star           |21 04 10.4082181728 +05 06 10.495201824|054.3949806637491 -26.3994888560646|  66.798 -5.325   |9.80     |K0                |    ~     ~          |    1|  301.951   pc  |  -1.4588     +1.4588  |paral   |2020yCat.1350....0G
3094|* 3 Equ                                                                                                  |Star                              |21 04 34.6516168392 +05 30 10.311674436|054.8281228846159 -26.2603044298221|   13.115 0.752   |5.585    |K5III             |    ~     ~          |    1|  375.446   pc  | -13.2502    +13.2502  |paral   |2020yCat.1350....0G
3095|BD+04 4609                                                                                               |Star                              |21 05 19.7500984656 +04 40 34.270235940|054.1765293659301 -26.8757664064009|    3.239 2.158   |10.02    |A2                |    ~     ~          |    1|  663.086   pc  | -38.2085    +38.2085  |paral   |2020yCat.1350....0G
3096|BD+04 4610                                                                                               |High Proper Motion Star           |21 05 37.9567153968 +04 35 43.298440872|054.1480863148369 -26.9835020928760|  52.011 10.072   |10.36    |G0                |    ~     ~          |    1|   67.568   pc  |  -0.0767     +0.0767  |paral   |2020yCat.1350....0G
3097|BD+04 4611                                                                                               |Star                              |21 06 52.7975135880 +05 07 51.575465316|054.8413805226917 -26.9434046383336|   5.119 -7.006   |10.51    |G5                |    ~     ~          |    1|  709.975   pc  |  -7.1577     +7.1577  |paral   |2020yCat.1350....0G
3098|BD+04 4612                                                                                               |High Proper Motion Star           |21 06 56.9369539128 +04 57 32.423293476|054.6920698720384 -27.0537468071212|  59.183 14.127   |10.88    |G0                |    ~     ~          |    1|  209.560   pc  |  -0.6983     +0.6983  |paral   |2020yCat.1350....0G
3099|HD 201053                                                                                                |High Proper Motion Star           |21 07 04.8942521064 +05 26 36.005658324|055.1629477803037 -26.8099740369904|  49.681 26.832   |7.01     |K0                |    ~     ~          |    1|  174.028   pc  |  -0.6693     +0.6693  |paral   |2020yCat.1350....0G
3100|BD+04 4614                                                                                               |Star                              |21 07 50.5304338200 +04 46 55.637102892|054.6667400976776 -27.3370961809819|-12.793 -10.456   |10.27    |K0                |    ~     ~          |    1|  724.480   pc  |  -7.6106     +7.6106  |paral   |2020yCat.1350....0G
3101|HD 201221                                                                                                |Double or Multiple Star           |21 08 00.6698997 +05 09 05.822800      |055.0376887378 -27.1652048549      |  -19.01 -16.27   |6.74     |A1V               |0.0067  0.0          |    0|                |                       |        |                   
3102|TYC 535-156-1                                                                                            |Star                              |21 08 12.7210288392 +04 21 07.647747804|054.3221322567263 -27.6532445833905| 15.942 -18.142   |10.39    |F8                |    ~     ~          |    1|  251.061   pc  |  -1.0463     +1.0463  |paral   |2020yCat.1350....0G
3103|BD+04 4616                                                                                               |Star                              |21 08 18.0274192608 +04 50 29.652344376|054.7940952060118 -27.3985491859329|  -7.827 -9.305   |10.13    |A2                |    ~     ~          |    1|  531.660   pc  |  -5.1727     +5.1727  |paral   |2020yCat.1350....0G
3104|BD+04 4617                                                                                               |Star                              |21 08 28.7343540240 +05 12 56.640694968|055.1708449001649 -27.2255867932688|   8.058 -9.533   |9.86     |K0                |    ~     ~          |    1|  602.954   pc  |  -6.1077     +6.1077  |paral   |2020yCat.1350....0G
3105|HD 201435                                                                                                |Double or Multiple Star           |21 09 21.1480635744 +05 01 42.036621636|055.1339306907859 -27.5108139624261|-11.601 -27.900   |7.90     |K3III             |    ~     ~          |    1|  356.011   pc  |  -2.7503     +2.7503  |paral   |2020yCat.1350....0G
3106|BD+04 4621                                                                                               |Star                              |21 09 29.7625565376 +05 20 35.541611376|055.4498061463997 -27.3630883156002|    5.146 2.756   |9.23     |K5                |    ~     ~          |    1|  831.186   pc  | -14.2319    +14.2319  |paral   |2020yCat.1350....0G
3107|BD+04 4622                                                                                               |Pulsating Variable                |21 10 13.7302290552 +04 56 42.282816072|055.1947277750838 -27.7381247831530|   0.250 -5.802   |9.92     |A2                |    ~     ~          |    1|  530.757   pc  |  -5.6059     +5.6059  |paral   |2020yCat.1350....0G
3108|BD+04 4623                                                                                               |Star                              |21 10 17.8406082120 +05 16 00.531046344|055.5056131553379 -27.5708646157343|       6.6 -1.7   |10.25    |G0                |    ~     ~          |    0|                |                       |        |                   
3109|BD+03 4497                                                                                               |Star                              |21 05 07.3665280032 +04 34 09.608531772|054.0448486415783 -26.8921305210153|   15.251 8.129   |8.97     |K0                |    ~     ~          |    1|  347.633   pc  |  -2.4532     +2.4532  |paral   |2020yCat.1350....0G
3110|BD+03 4507                                                                                               |Star                              |21 07 47.2384142256 +04 27 12.297510828|054.3506743057239 -27.5089282232345|    3.682 0.140   |9.57     |M0                |    ~     ~          |    1| 1037.775   pc  | -26.6013    +26.6013  |paral   |2020yCat.1350....0G
3111|BD+03 4508                                                                                               |Double or Multiple Star           |21 09 07.7304 +04 28 57.153            |054.5882880 -27.7703445            |  3.359 -10.789   |10.13    |F8                |    ~     ~          |    0|                |                       |        |                   
3112|IRAS 21018+0436                                                                                          |Star                              |21 04 17.7536377200 +04 48 35.471704644|054.1414054935187 -26.5874002380031|   6.250 -4.040   |10.23    |~                 |    ~     ~          |    1| 1285.512   pc  | -32.2246    +32.2246  |paral   |2020yCat.1350....0G
3113|IRAS 21027+0537                                                                                          |Long-Period Variable Candidate    |21 05 13.6349120928 +05 49 49.935085356|055.2317043661433 -26.2108304569496|  -3.483 -3.756   |10.46    |~                 |    ~     ~          |    1| 1700.97    pc  | -79.5657    +79.5657  |paral   |2020yCat.1350....0G
3114|HIP 104079                                                                                               |Star                              |21 05 10.2016555128 +05 39 35.438225004|055.0652032142607 -26.2947376167169|    3.588 2.258   |10.69    |~                 |    ~     ~          |    1| 1227.144   pc  | -41.1106    +41.1106  |paral   |2020yCat.1350....0G
3115|BD+05 4668                                                                                               |Star                              |21 00 12.6510668448 +05 40 03.078074316|054.3094075350457 -25.2656490608937|  13.277 -4.609   |10.27    |G0                |    ~     ~          |    1|  402.706   pc  |  -2.7083     +2.7083  |paral   |2020yCat.1350....0G
3116|BD+05 4679                                                                                               |Star                              |21 02 06.5651752944 +05 49 38.661967236|054.7469498510573 -25.5696467612817|-16.963 -11.365   |9.88     |F8                |    ~     ~          |    1|  255.428   pc  |  -1.3897     +1.3897  |paral   |2020yCat.1350....0G
3117|BD+04 4592                                                                                               |Star                              |21 00 59.7346712928 +04 42 07.549209432|053.5355611313405 -25.9608468424099|   3.923 -0.769   |9.80     |K2                |    ~     ~          |    0|                |                       |        |                   
3118|BD+04 4593                                                                                               |Star                              |21 01 23.6509341504 +05 06 36.229550076|053.9749203069068 -25.8192047305911|   6.778 -3.731   |9.45     |F2                |    ~     ~          |    1|  199.760   pc  |  -1.1732     +1.1732  |paral   |2020yCat.1350....0G
3119|BD+04 4594                                                                                               |Double or Multiple Star           |21 02 22.5922573032 +05 12 39.672043884|054.2187314404607 -25.9672262327331|   30.725 0.633   |9.99     |F5                |    ~     ~          |    1|  202.045   pc  |  -1.0246     +1.0246  |paral   |2020yCat.1350....0G
3120|HD 200274                                                                                                |Star                              |21 02 26.4027726096 +05 33 37.230319908|054.5515022987562 -25.7865822340199|  0.286 -39.543   |8.63     |K2                |    ~     ~          |    1|  293.936   pc  |  -1.6588     +1.6588  |paral   |2020yCat.1350....0G
3121|HD 200034                                                                                                |High Proper Motion Star           |21 00 43.0637048232 +04 24 11.358345888|053.2150694084571 -26.0666963762916|  34.877 45.510   |8.01     |G8IV              |    ~     ~          |    1|  210.027   pc  |  -0.9440     +0.9440  |paral   |2020yCat.1350....0G
3122|BD+05 4667                                                                                               |Star                              |21 00 02.3279988144 +05 35 36.204590292|054.2149331332384 -25.2710007028516| -2.437 -15.558   |9.84     |M0                |    ~     ~          |    1| 1211.387   pc  | -26.8545    +26.8545  |paral   |2020yCat.1350....0G
3123|HD 199943                                                                                                |High Proper Motion Star           |21 00 11.4868074384 +04 07 56.163066348|052.8826038922618 -26.1045528700852| 134.655 19.008   |8.73     |F5V               |    ~     ~          |    1|  107.225   pc  |  -0.2035     +0.2035  |paral   |2020yCat.1350....0G
3124|BD+03 4478                                                                                               |Star                              |21 00 10.2418136592 +03 59 25.521951444|052.7468933335960 -26.1773840710130| -3.703 -32.345   |9.30     |F2                |    ~     ~          |    1|  309.818   pc  | -13.6590    +13.6590  |paral   |2020yCat.1350....0G
3125|HD 200001                                                                                                |Star                              |21 00 35.5077524976 +04 00 08.808638112|052.8218128775405 -26.2589690450656| -10.571 -0.275   |9.19     |F6/7V             |    ~     ~          |    1|  347.283   pc  |  -2.4121     +2.4121  |paral   |2020yCat.1350....0G
3126|BD+03 4483                                                                                               |Star                              |21 01 00.3779218176 +04 00 04.598236080|052.8835023019919 -26.3463131442056| -19.541 -6.437   |10.20    |K0                |    ~     ~          |    1|  577.501   pc  |  -5.3695     +5.3695  |paral   |2020yCat.1350....0G
3127|BD+03 4484                                                                                               |Star                              |21 01 12.8613347400 +04 09 31.488150780|053.0623360674470 -26.3039292839672|   -9.680 1.703   |10.32    |K0                |    ~     ~          |    1|  688.373   pc  |  -8.1504     +8.1504  |paral   |2020yCat.1350....0G
3128|TYC 534-50-1                                                                                             |Star                              |21 07 21.0919482984 +04 18 10.395149940|054.1415251493971 -27.5022147402366|  5.813 -16.878   |9.66     |~                 |    ~     ~          |    1|  515.597   pc  |  -5.3434     +5.3434  |paral   |2020yCat.1350....0G
3129|TYC 534-334-1                                                                                            |Star                              |21 06 52.0936313016 +04 24 05.032807236|054.1585795111310 -27.3473274107508|  -7.215 -0.286   |10.03    |~                 |    ~     ~          |    1|  776.398   pc  |  -9.7652     +9.7652  |paral   |2020yCat.1350....0G
3130|TYC 534-381-1                                                                                            |Spectroscopic Binary              |21 00 17.3909807736 +05 22 36.238179216|054.0532740470619 -25.4427647169847| -7.554 -25.841   |9.54     |~                 |    ~     ~          |    1|  167.325   pc  |  -1.6799     +1.6799  |paral   |2020yCat.1350....0G
3131|TYC 534-393-1                                                                                            |Star                              |21 02 42.3405444504 +05 15 58.146240384|054.3202968717899 -26.0048908422737|-14.436 -12.308   |10.60    |~                 |    ~     ~          |    1|  257.069   pc  |  -1.4142     +1.4142  |paral   |2020yCat.1350....0G
3132|TYC 534-476-1                                                                                            |Star                              |21 03 54.7994599632 +04 06 12.920138136|053.4227725983585 -26.8973020181245|  -5.946 -3.541   |10.73    |~                 |    ~     ~          |    1|  364.591   pc  |  -2.2465     +2.2465  |paral   |2020yCat.1350....0G
3133|TYC 534-625-1                                                                                            |Spectroscopic Binary              |21 04 55.4715669024 +05 29 13.434616104|054.8673034139201 -26.3407556153872|   13.404 2.226   |10.64    |~                 |    ~     ~          |    1|  331.686   pc  |  -3.2235     +3.2235  |paral   |2020yCat.1350....0G
3134|TYC 534-701-1                                                                                            |Star                              |21 03 25.9753836888 +04 56 34.075424292|054.1321277944072 -26.3347857327627|   9.286 -3.375   |10.99    |~                 |    ~     ~          |    1|  322.300   pc  |  -1.6309     +1.6309  |paral   |2020yCat.1350....0G
3135|TYC 534-884-1                                                                                            |Star                              |21 00 15.7656830592 +04 12 00.239512824|052.9566983686266 -26.0825306649056| -3.234 -18.193   |10.52    |~                 |    ~     ~          |    1|  763.068   pc  |  -9.6075     +9.6075  |paral   |2020yCat.1350....0G
3136|TYC 534-900-1                                                                                            |Star                              |21 00 50.7983275128 +04 14 05.797908168|053.0777075810557 -26.1855162707961| 20.493 -18.243   |10.27    |~                 |    ~     ~          |    1|  134.360   pc  |  -0.5723     +0.5723  |paral   |2020yCat.1350....0G
3137|TYC 534-954-1                                                                                            |Star                              |21 01 46.7329590720 +04 12 00.854510544|053.1869451039320 -26.3991436006670| -6.329 -14.255   |10.01    |~                 |    ~     ~          |    1|  265.781   pc  |  -1.4552     +1.4552  |paral   |2020yCat.1350....0G
3138|TYC 534-960-1                                                                                            |Star                              |21 01 24.9444346080 +04 18 46.890791460|053.2370361886583 -26.2616582769536| 16.538 -23.451   |9.99     |~                 |    ~     ~          |    1|  221.415   pc  |  -0.8432     +0.8432  |paral   |2020yCat.1350....0G
3139|TYC 534-1127-1                                                                                           |Star                              |21 02 31.1703893424 +05 35 39.417044460|054.5950411376576 -25.7841449183924| -3.146 -18.913   |10.80    |~                 |    ~     ~          |    1|  131.9087  pc  |  -9.4029     +9.4029  |paral   |2018yCat.1345....0G
3140|TYC 534-1170-1                                                                                           |High Proper Motion Star           |21 01 59.0278973472 +04 18 34.263898848|053.3202582970972 -26.3820835720408| 12.649 -48.893   |10.54    |~                 |    ~     ~          |    1|  498.281   pc  |  -4.0967     +4.0967  |paral   |2020yCat.1350....0G
3141|TYC 534-1193-1                                                                                           |Star                              |21 00 31.2290761728 +04 57 37.663366284|053.7031843785362 -25.7200150140032|   6.162 -1.538   |10.86    |~                 |    ~     ~          |    1|  929.800   pc  | -18.8467    +18.8467  |paral   |2020yCat.1350....0G
3142|TYC 534-1402-1                                                                                           |Star                              |21 04 20.4448871760 +04 07 28.920252288|053.5082336686831 -26.9747632528285|   1.389 -9.673   |10.10    |~                 |    ~     ~          |    1| 1069.404   pc  | -22.3007    +22.3007  |paral   |2020yCat.1350....0G
3143|TYC 534-1553-1                                                                                           |Star                              |21 03 35.8333401816 +05 37 26.788555056|054.7885710442957 -25.9902363837648| -6.029 -19.111   |10.51    |~                 |    ~     ~          |    1|  214.537   pc  |  -1.5879     +1.5879  |paral   |2020yCat.1350....0G
3144|TYC 534-1555-1                                                                                           |Star                              |21 00 42.3831668808 +04 30 35.510785020|053.3127594749617 -26.0059496424460|   2.144 -6.635   |10.90    |~                 |    ~     ~          |    1|  257.712   pc  |  -1.2818     +1.2818  |paral   |2020yCat.1350....0G
3145|TYC 534-1631-1                                                                                           |Star                              |21 03 07.0764849864 +05 29 12.894017100|054.5879297026181 -25.9676141333520|   4.497 -1.845   |10.70    |~                 |    ~     ~          |    1|  329.468   pc  |  -1.7802     +1.7802  |paral   |2020yCat.1350....0G
3146|TYC 534-1681-1                                                                                           |Star                              |21 01 25.6158476736 +05 14 38.565895740|054.1039709619367 -25.7520101229169|-38.395 -23.902   |10.43    |~                 |    ~     ~          |    1|  226.393   pc  |  -0.7586     +0.7586  |paral   |2020yCat.1350....0G
3147|TYC 534-1822-1                                                                                           |Star                              |21 01 00.3098228592 +04 49 58.346283432|053.6585277414942 -25.8910049085968|  -4.461 -5.068   |10.51    |~                 |    ~     ~          |    1|  282.326   pc  |  -1.8891     +1.8891  |paral   |2020yCat.1350....0G
3148|TYC 534-1869-1                                                                                           |Star                              |21 04 43.0175044992 +04 48 14.647594932|054.2010377672629 -26.6779273372850|   8.479 -5.735   |10.23    |~                 |    ~     ~          |    1|  418.235   pc  |  -2.7288     +2.7288  |paral   |2020yCat.1350....0G
3149|TYC 534-1929-1                                                                                           |Star                              |21 00 33.2748754872 +05 11 43.436944824|053.9259529512277 -25.5977588681462| -4.808 -41.551   |10.72    |~                 |    ~     ~          |    1|  254.207   pc  |  -1.0016     +1.0016  |paral   |2020yCat.1350....0G
3150|TYC 534-1968-1                                                                                           |Star                              |21 04 20.5155592512 +05 10 51.633585012|054.4934835200558 -26.3909564632855|    4.787 1.549   |10.52    |~                 |    ~     ~          |    1|  586.098   pc  |  -5.0840     +5.0840  |paral   |2020yCat.1350....0G
3151|TYC 534-1981-1                                                                                           |Star                              |21 00 37.8443242512 +05 35 55.182009264|054.3099472595531 -25.3907665874703|  28.989 -6.384   |10.16    |~                 |    ~     ~          |    1|  243.849   pc  |  -0.9692     +0.9692  |paral   |2020yCat.1350....0G
3152|TYC 534-1987-1                                                                                           |Star                              |21 05 53.4393670477 +04 31 44.487040305|054.1261103915410 -27.0737942198635| 27.155 -33.913   |10.56    |~                 |    ~     ~          |    1|  137.4344  pc  |  -5.2037     +5.2037  |paral   |2018yCat.1345....0G
3153|TYC 534-2067-1                                                                                           |Star                              |21 03 49.8827109384 +04 27 16.068697776|053.7384564917887 -26.6872482289441|   1.951 -6.329   |9.66     |~                 |    ~     ~          |    1|  507.949   pc  |  -3.8960     +3.8960  |paral   |2020yCat.1350....0G
3154|TYC 534-2212-1                                                                                           |Star                              |21 03 48.8608388832 +04 46 24.773336724|054.0333887767402 -26.5075695926114|  -0.618 -2.301   |10.32    |~                 |    ~     ~          |    1|  983.768   pc  | -20.2270    +20.2270  |paral   |2020yCat.1350....0G
3155|TYC 534-2462-1                                                                                           |Star                              |21 01 20.6400575880 +04 28 20.192488284|053.3746504738781 -26.1594964015332| -8.718 -14.549   |9.91     |~                 |    ~     ~          |    1|  538.909   pc  |  -4.5887     +4.5887  |paral   |2020yCat.1350....0G
3156|TYC 534-2471-1                                                                                           |Star                              |21 00 51.2272755864 +04 19 00.082407072|053.1550847144902 -26.1423606890611|  -1.705 -4.220   |10.16    |~                 |    ~     ~          |    1|  652.443   pc  |  -8.2582     +8.2582  |paral   |2020yCat.1350....0G
3157|TYC 535-86-1                                                                                             |Star                              |21 10 28.9567708080 +04 29 22.861512204|054.8084735194152 -28.0460866051574|    8.460 1.613   |10.48    |~                 |    ~     ~          |    1|  492.562   pc  |  -7.4484     +7.4484  |paral   |2020yCat.1350....0G
3158|TYC 535-181-1                                                                                            |Star                              |21 09 32.8655310456 +05 31 00.152810760|055.6191614070466 -27.2757436771072| 30.317 -11.637   |10.47    |~                 |    ~     ~          |    1|  200.932   pc  |  -0.6662     +0.6662  |paral   |2020yCat.1350....0G
3159|TYC 535-705-1                                                                                            |Star                              |21 09 03.5574526704 +04 57 44.749784772|055.0262208832815 -27.4874079661965|  13.206 -2.319   |10.22    |~                 |    ~     ~          |    1|  939.673   pc  | -17.3065    +17.3065  |paral   |2020yCat.1350....0G
3160|TYC 535-909-1                                                                                            |Star                              |21 09 09.1527271392 +05 31 39.834678396|055.5669019257913 -27.1883708394631|   17.968 0.350   |10.26    |~                 |    ~     ~          |    1|  236.228   pc  |  -1.2891     +1.2891  |paral   |2020yCat.1350....0G
3161|TYC 535-1250-1                                                                                           |Star                              |21 09 38.8433150885 +04 10 10.290924587|054.3757946474705 -28.0521789670999|   4.613 -2.553   |10.74    |~                 |    ~     ~          |    0|                |                       |        |                   
3162|TYC 535-1367-1                                                                                           |Star                              |21 08 20.6647304448 +05 03 10.241058420|054.9980515772077 -27.2893006784861|-22.987 -33.040   |10.31    |~                 |    ~     ~          |    1|  223.015   pc  |  -0.8803     +0.8803  |paral   |2020yCat.1350....0G
3163|TYC 535-1419-1                                                                                           |Star                              |21 09 00.6571015992 +04 42 44.160235596|054.7848974043832 -27.6176020684720| -2.075 -18.832   |10.93    |~                 |    ~     ~          |    1|  284.293   pc  |  -1.4306     +1.4306  |paral   |2020yCat.1350....0G
3164|TYC 535-1942-1                                                                                           |Star                              |21 10 44.7234716976 +04 10 39.412140420|054.5565879322040 -28.2749174794502| -17.298 -1.621   |10.15    |~                 |    ~     ~          |    1|  183.332   pc  |  -0.6688     +0.6688  |paral   |2020yCat.1350....0G
3165|TYC 535-2106-1                                                                                           |Star                              |21 10 16.5233095152 +04 34 46.376206068|054.8600133201044 -27.9529633115388|   6.741 -1.746   |10.39    |~                 |    ~     ~          |    1|  313.922   pc  |  -2.0005     +2.0005  |paral   |2020yCat.1350....0G
3166|TYC 538-313-1                                                                                            |Star                              |21 06 33.6098306256 +06 02 24.687906720|055.6330246321161 -26.3668547480126|   10.340 4.214   |10.85    |~                 |    ~     ~          |    1|  262.281   pc  |  -1.1351     +1.1351  |paral   |2020yCat.1350....0G
3167|TYC 538-1982-1                                                                                           |Spectroscopic Binary              |21 05 17.9207688360 +06 03 56.397509928|055.4595052826013 -26.0934050675922|  31.819 -7.084   |10.30    |~                 |    ~     ~          |    1|  222.188   pc  |  -6.5214     +6.5214  |paral   |2020yCat.1350....0G
3168|TYC 539-1671-1                                                                                           |Star                              |21 07 38.7201284448 +05 46 18.614717400|055.5555249473473 -26.7410582640767|  6.081 -11.592   |10.72    |~                 |    ~     ~          |    1|  832.016   pc  | -15.7833    +15.7833  |paral   |2020yCat.1350....0G
3169|TYC 539-1981-1                                                                                           |Star                              |21 08 43.2791781072 +05 41 43.383146352|055.6542072273524 -27.0051288660900|  -1.305 -6.586   |9.71     |~                 |    ~     ~          |    1| 1361.285   pc  | -29.4642    +29.4642  |paral   |2020yCat.1350....0G
3170|TYC 539-2064-1                                                                                           |Star                              |21 09 42.1001770656 +05 40 25.397694984|055.7891542129106 -27.2184813907905|   5.826 -6.941   |9.63     |~                 |    ~     ~          |    1|  452.735   pc  |  -3.3820     +3.3820  |paral   |2020yCat.1350....0G
3171|TYC 539-2180-1                                                                                           |Spectroscopic Binary              |21 09 58.9484175192 +05 54 11.474313840|056.0461257137764 -27.1458271177218|   2.780 -7.310   |10.21    |~                 |    ~     ~          |    1|  369.727   pc  |  -2.6519     +2.6519  |paral   |2020yCat.1350....0G
3172|TYC 539-2183-1                                                                                           |Star                              |21 09 59.3510312904 +05 39 03.557068848|055.8136634750244 -27.2903027938913|  -7.072 -8.906   |10.32    |~                 |    ~     ~          |    1|  861.252   pc  | -17.9505    +17.9505  |paral   |2020yCat.1350....0G
