C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST05:30:16

dec< 0&rah >=2.25&rah< 2.5&(cat='NGC'|Vmag< 11)
-----------------------------------------------

Number of objects : 2419

 #  |                                               identifier                                                |               typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |   spec. type    |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|----------------------------------|---------------------------------------|-----------------------------------|------------------|---------|-----------------|---------------|-----|----------------|-----------------------|--------|-------------------
1038|TYC 4697-168-1                                                                                           |High Proper Motion Star           |02 24 26.2013482368 -06 54 26.585769888|174.6863122313094 -60.0680669644991|149.001 -50.833   |10.85    |~                |    ~     ~    |    1|  116.471   pc  |  -0.1899     +0.1899  |paral   |2020yCat.1350....0G
1039|HD 15188                                                                                                 |High Proper Motion Star           |02 26 39.9185721984 -06 59 10.776260760|175.5761776637840 -59.7319744330226|  51.267 17.881   |8.85     |G6/8V            |    ~     ~    |    1|  133.202   pc  |  -0.3282     +0.3282  |paral   |2020yCat.1350....0G
1040|HD 15299                                                                                                 |Star                              |02 27 38.4481011888 -06 55 43.399845120|175.8300954532386 -59.5188198627958| -3.383 -35.122   |7.05     |K0III            |    ~     ~    |    1|  189.678   pc  |  -0.8455     +0.8455  |paral   |2020yCat.1350....0G
1041|BD-07 435                                                                                                |High Proper Motion Star           |02 27 58.4347919160 -07 12 12.609246744|176.3332867219432 -59.6508778042427|-76.519 -68.011   |9.74     |G0               |    ~     ~    |    1|   99.427   pc  |  -0.3243     +0.3243  |paral   |2020yCat.1350....0G
1042|BD-07 436                                                                                                |Double or Multiple Star           |02 28 37.226 -07 03 38.39              |176.349870 -59.436276              |       88.0 8.1   |10.12    |~                |    ~     ~    |    0|                |                       |        |                   
1043|BD-07 437                                                                                                |Star                              |02 28 43.5841741920 -07 09 27.023524956|176.5231324789631 -59.4844268504584| -4.863 -38.035   |9.72     |G0               |    ~     ~    |    1|  312.081   pc  |  -7.9084     +7.9084  |paral   |2020yCat.1350....0G
1044|BD-08 456                                                                                                |Chemically Peculiar Star          |02 28 23.1523308960 -07 21 53.936618544|176.7041402302172 -59.6888323249723|    0.328 0.938   |9.55     |C4:,0+_CH3       |    ~     ~    |    1| 1295.672   pc  | -29.2105    +29.2105  |paral   |2020yCat.1350....0G
1045|BD-08 452                                                                                                |Chemically Peculiar Star          |02 26 58.3300233024 -07 49 59.680478856|176.9007590275882 -60.2653019017272| 58.007 -12.730   |10.44    |~                |    ~     ~    |    1|  539.373   pc  | -19.4100    +19.4100  |ST-L    |2020AJ....160...83S
1046|BD-08 453                                                                                                |Star                              |02 27 50.9090451024 -08 19 55.894541664|177.9378091895769 -60.4466896852028|-41.488 -10.328   |9.91     |~                |    ~     ~    |    1|  155.157   pc  |  -0.4718     +0.4718  |paral   |2020yCat.1350....0G
1047|BD-08 454                                                                                                |Star                              |02 27 55.9 -08 19 27                   |177.9540 -60.4261                  |            ~ ~   |9.4      |~                |    ~     ~    |    0|                |                       |        |                   
1048|HD 15179                                                                                                 |Star                              |02 26 30.5262805080 -08 54 52.588119528|178.3629546989725 -61.0836769961940|  37.552 -5.909   |9.27     |F5IV             |    ~     ~    |    1|  123.831   pc  |  -0.4754     +0.4754  |paral   |2020yCat.1350....0G
1049|BD-09 464                                                                                                |High Proper Motion Star           |02 27 22.2169439424 -08 51 32.889777120|178.5718010600498 -60.8884923148483| 59.558 -17.743   |10.072   |~                |    ~     ~    |    1|  110.923   pc  |  -1.0060     +1.0060  |ST-L    |2020AJ....160...83S
1050|BD-08 449                                                                                                |Star                              |02 26 25.3529923992 -07 59 39.239386332|176.9483948998042 -60.4747886886462| -8.209 -19.603   |10.51    |~                |    ~     ~    |    1|  484.097   pc  |  -4.3824     +4.3824  |paral   |2020yCat.1350....0G
1051|BD-08 451                                                                                                |Star                              |02 26 38.4672496920 -08 04 16.338786636|177.1374193277740 -60.4881460195401|    6.203 2.472   |10.72    |~                |    ~     ~    |    1|  707.364   pc  |  -8.4061     +8.4061  |paral   |2020yCat.1350....0G
1052|BD-07 430                                                                                                |Star                              |02 26 41.9556732984 -07 19 43.234504716|176.0754704772425 -59.9651706718859|   -0.049 8.251   |10.68    |~                |    ~     ~    |    1|  359.816   pc  |  -2.7188     +2.7188  |paral   |2020yCat.1350....0G
1053|BD-08 455                                                                                                |High Proper Motion Star           |02 28 21.2939033688 -07 38 47.413214628|177.0998016652437 -59.8880181411845|  98.836 77.370   |10.87    |~                |    ~     ~    |    1|  130.063   pc  |  -0.6022     +0.6022  |paral   |2020yCat.1350....0G
1054|BD-08 457                                                                                                |Horizontal Branch Star            |02 28 39.9186900504 -07 33 38.364404652|177.0804261067399 -59.7731630065281| -0.641 -22.567   |10.62    |~                |    ~     ~    |    1| 1014.713   pc  | -19.4603    +19.4603  |paral   |2020yCat.1350....0G
1055|HD 15476                                                                                                 |Star                              |02 29 23.0358057744 -07 04 13.152315216|176.6210275258472 -59.3063132052734|  16.500 -1.342   |9.23     |A1/2mA5-F0       |    ~     ~    |    1|  446.473   pc  | -21.0500    +21.0500  |ST-L    |2020AJ....160...83S
1056|BD-07 441                                                                                                |Star                              |02 29 31.0552212384 -07 04 53.956939440|176.6819484921371 -59.2901713439941|   23.118 1.948   |9.81     |K2               |    ~     ~    |    1|  553.710   pc  |  -5.5187     +5.5187  |paral   |2020yCat.1350....0G
1057|BD-08 458                                                                                                |Star                              |02 28 49.4625709608 -07 55 39.614159856|177.6685237618756 -59.9949328126235| 23.603 -10.315   |10.34    |~                |    ~     ~    |    1|  198.263   pc  |  -0.9002     +0.9002  |paral   |2020yCat.1350....0G
1058|BD-08 460                                                                                                |Star                              |02 28 52.8309564456 -08 21 01.766482488|178.3131208544519 -60.2704843845645|-18.959 -22.388   |9.79     |~                |    ~     ~    |    1|  263.186   pc  |  -1.2814     +1.2814  |paral   |2020yCat.1350....0G
1059|BD-08 461                                                                                                |Star                              |02 28 58.2003827328 -07 48 30.848307444|177.5432017868348 -59.8874827546515| 10.873 -21.410   |10.348   |~                |    ~     ~    |    1|  366.411   pc  | -10.5100    +10.5100  |ST-L    |2020AJ....160...83S
1060|BD-08 465                                                                                                |Star                              |02 29 52.9320626904 -08 04 14.103450228|178.2324652123413 -59.8987837942039|   4.313 19.714   |9.64     |G5               |    ~     ~    |    1|  512.794   pc  |  -4.5492     +4.5492  |paral   |2020yCat.1350....0G
1061|HD 15423                                                                                                 |Double or Multiple Star           |02 28 43.42677 -08 45 11.2074          |178.86669035 -60.56870221          |   -14.02 -7.63   |9.07     |G3IV/V           |    ~     ~    |    0|                |                       |        |                   
1062|BD-08 464                                                                                                |Star                              |02 29 43.1072584512 -07 28 10.337151000|177.3028222593611 -59.5205635390597| -16.110 -8.235   |10.448   |~                |    ~     ~    |    1|  448.158   pc  | -15.8300    +15.8300  |ST-L    |2020AJ....160...83S
1063|TYC 4697-25-1                                                                                            |Star                              |02 29 14.9334910512 -07 13 24.716974224|176.7932453600905 -59.4363047462637| -24.331 -0.397   |10.481   |~                |    ~     ~    |    1|  265.443   pc  |  -5.7850     +5.7850  |ST-L    |2020AJ....160...83S
1064|TYC 4697-162-1                                                                                           |Star                              |02 27 44.1810491136 -06 57 41.363527428|175.9089784530756 -59.5247491668682|  10.725 -1.858   |10.91    |~                |    ~     ~    |    1|  292.269   pc  |  -1.4009     +1.4009  |paral   |2020yCat.1350....0G
1065|TYC 4697-181-1                                                                                           |Star                              |02 26 52.8941716992 -06 55 55.812646524|175.5742959616258 -59.6557370180351|  19.116 -2.502   |10.84    |~                |    ~     ~    |    1|  360.075   pc  |  -2.1782     +2.1782  |paral   |2020yCat.1350....0G
1066|TYC 5282-2080-1                                                                                          |Star                              |02 26 31.6303019424 -07 33 22.406320152|176.3441018451759 -60.1539091792997| 16.585 -11.384   |10.99    |~                |    ~     ~    |    1|  425.786   pc  |  -3.0639     +3.0639  |paral   |2020yCat.1350....0G
1067|BD-07 390                                                                                                |Star                              |02 15 50.5198331328 -06 58 15.677327244|171.6041508735700 -61.5839608661576|  17.911 -3.367   |10.335   |~                |    ~     ~    |    1|  869.516   pc  | -34.1100    +34.1100  |ST-L    |2020AJ....160...83S
1068|BD-07 394                                                                                                |Star                              |02 17 45.9586317528 -06 55 46.263160380|172.2799457092287 -61.2302764053450|   -8.133 2.212   |10.49    |~                |    ~     ~    |    1|  126.513   pc  |  -0.9450     +0.9450  |ST-L    |2020AJ....160...83S
1069|HD 14363                                                                                                 |Star                              |02 19 06.5234112696 -06 50 48.360117984|172.6672544952112 -60.9424451135904|  35.610 13.850   |9.07     |K1III/IV         |    ~     ~    |    1|  344.792   pc  |  -2.1161     +2.1161  |paral   |2020yCat.1350....0G
1070|HD 14635                                                                                                 |High Proper Motion Star           |02 21 44.4173415072 -06 52 46.311947292|173.6815137703946 -60.5160591964296| 295.337 51.396   |9.05     |K4-V             |    ~     ~    |    1|   27.728   pc  |  -0.0142     +0.0142  |paral   |2020yCat.1350....0G
1071|BD-07 413                                                                                                |Star                              |02 22 51.5078755848 -06 48 41.546089980|173.9893678246822 -60.2741338805014| -13.653 30.796   |10.83    |~                |    ~     ~    |    1|   82.492   pc  |  -1.2800     +1.2800  |ST-L    |2020AJ....160...83S
1072|HD 14906                                                                                                 |High Proper Motion Star           |02 24 12.6810455472 -06 47 19.013412228|174.4394509998592 -60.0228831221493|-24.542 -75.659   |8.88     |F8/G0V           |    ~     ~    |    1|  159.561   pc  |  -1.8738     +1.8738  |paral   |2020yCat.1350....0G
1073|HD 14939                                                                                                 |High Proper Motion Star           |02 24 26.5244414520 -06 43 42.095069724|174.4365709297378 -59.9397591311536| 59.636 -23.017   |9.38     |F7V              |    ~     ~    |    1|  166.376   pc  |  -0.5010     +0.5010  |paral   |2020yCat.1350....0G
1074|NGC 883                            NGC 883                                                               |Galaxy towards a Group of Galaxies|02 19 05.1949034256 -06 47 27.533364936|172.5805367168180 -60.9054825341113|            ~ ~   |     ~   |~                |1.067 0.960    |    1|   59.43    Mpc |                       |        |2016AJ....152...50T
1075|HD 13976                                                                                                 |Star                              |02 15 54.1335725184 -05 04 50.887110576|169.0689176570601 -60.1518629119977|-16.943 -24.485   |8.57     |G8/K0III         |    ~     ~    |    1|  383.362   pc  |  -3.5860     +3.5860  |paral   |2020yCat.1350....0G
1076|BD-05 422                                                                                                |High Proper Motion Star           |02 16 42.5955893352 -04 50 24.759488076|169.0667681713603 -59.8382521840437|177.616 -68.482   |9.46     |G8               |    ~     ~    |    1|   68.094   pc  |  -0.1015     +0.1015  |paral   |2020yCat.1350....0G
1077|BD-06 436                                                                                                |Star                              |02 15 37.4166205368 -05 27 20.992354416|169.4516513213810 -60.4828280440645|  5.648 -10.160   |9.50     |F8               |    ~     ~    |    1|  124.769   pc  |  -0.9558     +0.9558  |paral   |2018yCat.1345....0G
1078|BD-06 440                                                                                                |Star                              |02 16 44.5406136600 -05 40 28.039035432|170.1691581534980 -60.4667802320605| 32.334 -31.631   |9.99     |~                |    ~     ~    |    1|  145.785   pc  |  -0.3422     +0.3422  |paral   |2020yCat.1350....0G
1079|BD-06 437                                                                                                |Star                              |02 15 47.6 -06 10 14                   |170.4741 -60.9955                  |            ~ ~   |9.5      |~                |    ~     ~    |    0|                |                       |        |                   
1080|BD-06 442                                                                                                |Star                              |02 16 49.9038 -06 07 03.280            |170.7996279 -60.7849281            |      16.6 -3.5   |10.45    |~                |    ~     ~    |    0|                |                       |        |                   
1081|BD-06 443                                                                                                |Star                              |02 17 05.3 -06 09 36                   |170.9550 -60.7742                  |            ~ ~   |9.5      |~                |    ~     ~    |    0|                |                       |        |                   
1082|BD-06 444                                                                                                |Star                              |02 17 20.5544369304 -06 02 51.526544064|170.8987271846264 -60.6482979081783|   3.558 12.538   |10.02    |G0               |    ~     ~    |    1|  226.800   pc  |  -5.1100     +5.1100  |ST-L    |2020AJ....160...83S
1083|BD-07 388                                                                                                |Star                              |02 15 01.3236538680 -06 46 45.602292756|171.0168399364049 -61.5780596178957| 30.707 -20.147   |10.997   |~                |    ~     ~    |    1|  441.642   pc  | -11.6400    +11.6400  |ST-L    |2020AJ....160...83S
1084|HD 14115                                                                                                 |Star                              |02 16 57.3616333992 -06 34 41.870829324|171.4803720872214 -61.1073099498349|   7.306 -4.347   |7.30     |A1V              |    ~     ~    |    1|  139.445   pc  |  -0.6533     +0.6533  |paral   |2020yCat.1350....0G
1085|* 67 Cet                                                                                                 |High Proper Motion Star           |02 16 59.0434344864 -06 25 19.621420896|171.2747852399504 -60.9867444585309|91.990 -107.163   |5.499    |G8.5IIIb         |    ~     ~    |    1|   99.539   pc  |  -0.7530     +0.7530  |paral   |2020yCat.1350....0G
1086|BD-05 416                                                                                                |Star                              |02 15 34.6325179992 -05 04 01.874602632|168.9267415456467 -60.1935180874571|  -15.605 1.773   |9.92     |~                |    ~     ~    |    1|  166.514   pc  |  -0.6793     +0.6793  |paral   |2020yCat.1350....0G
1087|BD-05 420                                                                                                |Star                              |02 16 25.5783326592 -05 11 47.216967756|169.4191867617265 -60.1558057833961| -0.406 -13.434   |10.06    |~                |    ~     ~    |    1|  276.740   pc  |  -1.4398     +1.4398  |paral   |2020yCat.1350....0G
1088|BD-05 421                                                                                                |Double or Multiple Star           |02 16 38.398 -05 15 53.37              |169.589727 -60.173297              |    -26.9 -18.0   |9.2      |~                |    ~     ~    |    0|                |                       |        |                   
1089|BD-06 445                                                                                                |Star                              |02 17 28.3371965664 -05 34 17.903447364|170.3092873426845 -60.2699242784970|  29.995 15.098   |10.80    |~                |    ~     ~    |    1|  433.595   pc  |  -2.9329     +2.9329  |paral   |2020yCat.1350....0G
1090|HD 14292                                                                                                 |Star                              |02 18 30.5354164872 -04 52 10.372231776|169.7811846092957 -59.5702896420499| -11.339 -3.578   |8.07     |G8IV             |    ~     ~    |    1|  296.296   pc  |  -2.6074     +2.6074  |paral   |2020yCat.1350....0G
1091|HD 14308                                                                                                 |High Proper Motion Star           |02 18 31.3668645120 -04 55 04.117405980|169.8485181926482 -59.6046312840396|-38.409 -32.850   |9.23     |F5               |    ~     ~    |    1|   88.905   pc  |  -1.6219     +1.6219  |paral   |2020yCat.1350....0G
1092|HD 14428                                                                                                 |Star                              |02 19 38.6987319576 -04 59 57.598730952|170.3704569688213 -59.4830801304735| -2.905 -15.777   |8.81     |K0III            |    ~     ~    |    1|  438.135   pc  |  -5.8165     +5.8165  |paral   |2020yCat.1350....0G
1093|BD-05 439                                                                                                |Star                              |02 19 43.5171365448 -05 01 39.100453356|170.4366664622069 -59.4911341196849|   6.504 -3.759   |9.68     |K0               |    ~     ~    |    1|  567.891   pc  |  -7.8368     +7.8368  |paral   |2020yCat.1350....0G
1094|BD-05 442                                                                                                |High Proper Motion Star           |02 21 19.4287034280 -04 38 10.789697040|170.5181763114692 -58.9344775756188|  26.604 44.463   |10.39    |G3               |    ~     ~    |    1|  144.440   pc  |  -0.3839     +0.3839  |paral   |2020yCat.1350....0G
1095|HD 15034                                                                                                 |Star                              |02 25 06.9763843152 -04 44 49.133648904|172.0136368944401 -58.3865317864949|  18.790 -8.807   |9.16     |F6/7V            |    ~     ~    |    1|  217.217   pc  |  -0.9059     +0.9059  |paral   |2020yCat.1350....0G
1096|BD-06 452                                                                                                |Star                              |02 19 27.3963926952 -05 42 22.661056728|171.2314275600232 -60.0434679347908|    4.524 5.501   |10.66    |~                |    ~     ~    |    1|  905.715   pc  | -14.8478    +14.8478  |paral   |2020yCat.1350....0G
1097|BD-06 459                                                                                                |Star                              |02 21 52.4692 -05 41 56.397            |172.1078474 -59.6336687            |   -4.125 7.917   |10.441   |~                |    ~     ~    |    1|  255.003   pc  |  -4.2340     +4.2340  |ST-L    |2020AJ....160...83S
1098|BD-06 466                                                                                                |Star                              |02 22 39.2817393792 -05 44 21.054648372|172.4432826534306 -59.5314910087819|  11.803 -7.722   |10.34    |~                |    ~     ~    |    0|                |                       |        |                   
1099|BD-06 475                                                                                                |Star                              |02 25 21.1837296600 -05 46 11.612865540|173.4422749509085 -59.0938569539821| 11.069 -11.842   |10.25    |~                |    ~     ~    |    1|  276.121   pc  |  -2.2110     +2.2110  |paral   |2020yCat.1350....0G
1100|BD-06 476                                                                                                |Star                              |02 25 30.4 -05 44 48                   |173.4649 -59.0507                  |            ~ ~   |9.0      |~                |    ~     ~    |    0|                |                       |        |                   
1101|HD 14281                                                                                                 |Star                              |02 18 24.0105489432 -06 01 02.856467856|171.2564387734670 -60.4505244041478| 17.449 -11.763   |8.98     |M1/2III          |    ~     ~    |    1|  682.687   pc  | -12.2108    +12.2108  |paral   |2020yCat.1350....0G
1102|BD-06 450                                                                                                |High Proper Motion Star           |02 18 48.7132674984 -05 48 47.187873828|171.1347342105968 -60.2300374302360| 32.949 -50.184   |10.31    |~                |    ~     ~    |    1|  189.959   pc  |  -0.8805     +0.8805  |paral   |2020yCat.1350....0G
1103|BD-06 451                                                                                                |Star                              |02 19 26.0336297640 -06 12 48.627731628|171.9091537349452 -60.4230591763563|  -2.199 -1.342   |10.06    |K0               |    ~     ~    |    1|  590.423   pc  | -46.0500    +46.0500  |paral   |2020yCat.1350....0G
1104|HD 14447                                                                                                 |High Proper Motion Star           |02 19 55.9562367768 -06 19 18.574577868|172.2424900429134 -60.4188341595253| 45.043 -23.498   |7.74     |G5/6IV           |    ~     ~    |    1|  246.233   pc  |  -2.4010     +2.4010  |paral   |2020yCat.1350....0G
1105|BD-06 454                                                                                                |Star                              |02 19 58.5605513232 -06 18 48.482673300|172.2470319648836 -60.4053743532994|-11.515 -12.717   |9.931    |G5               |    ~     ~    |    1|  596.412   pc  | -24.7500    +24.7500  |ST-L    |2020AJ....160...83S
1106|HD 14504                                                                                                 |Star                              |02 20 22.4372686344 -06 19 10.640757180|172.4021990670892 -60.3426686529405|   3.073 14.244   |8.97     |F3V              |    ~     ~    |    1|  216.263   pc  |  -0.9681     +0.9681  |paral   |2020yCat.1350....0G
1107|HD 14515                                                                                                 |Star                              |02 20 31.4325119976 -06 11 13.006179024|172.2753616076018 -60.2200416086337|-19.279 -15.107   |9.45     |F2/3V            |    ~     ~    |    1|  168.063   pc  |  -3.3580     +3.3580  |ST-L    |2020AJ....160...83S
1108|BD-06 461                                                                                                |Star                              |02 22 11.8080085368 -06 13 48.936514044|172.9441315213956 -59.9679072478460|  -0.848 -4.990   |10.792   |~                |    ~     ~    |    1|  916.587   pc  | -49.6700    +49.6700  |ST-L    |2020AJ....160...83S
1109|BD-06 462                                                                                                |Star                              |02 22 18.7626404784 -05 56 19.600710432|172.5890313641625 -59.7355592555809|   3.273 -0.808   |10.906   |~                |    ~     ~    |    1| 2346.360   pc  |-316.2000   +316.2000  |ST-L    |2020AJ....160...83S
1110|BD-06 463                                                                                                |Star                              |02 22 28.3419211368 -06 09 58.321122480|172.9558882606156 -59.8743143658966| -4.972 -32.089   |9.798    |F8               |    ~     ~    |    1|  314.973   pc  |  -9.5160     +9.5160  |ST-L    |2020AJ....160...83S
1111|BD-06 467                                                                                                |Star                              |02 23 15.5525897712 -06 13 20.892563868|173.3153346286635 -59.7806485874721|   13.848 6.410   |9.66     |G5               |    ~     ~    |    1|  608.680   pc  |  -6.1502     +6.1502  |paral   |2020yCat.1350....0G
1112|BD-06 469                                                                                                |High Proper Motion Star           |02 23 20.4830339040 -06 15 16.246907640|173.3886421816392 -59.7897487820838| 58.543 -30.763   |9.847    |G                |    ~     ~    |    1|  124.434   pc  |  -1.0350     +1.0350  |ST-L    |2020AJ....160...83S
1113|HD 14840                                                                                                 |Star                              |02 23 22.2252510792 -06 11 33.869712012|173.3143703591720 -59.7400590925077|-33.790 -34.172   |7.00     |F0V              |    ~     ~    |    1|   84.692   pc  |  -0.2518     +0.2518  |paral   |2020yCat.1350....0G
1114|HD 14964                                                                                                 |Double or Multiple Star           |02 24 38.85575 -05 53 36.2126          |173.36068591 -59.30431090          |   21.34 -13.85   |9.52     |F3/5V            |    ~     ~    |    0|                |                       |        |                   
1115|BD-07 396                                                                                                |Star                              |02 18 08.1691808064 -06 30 01.052333964|171.8189289963838 -60.8523095998985|  12.926 -8.067   |9.92     |~                |    ~     ~    |    1| 1514.693   pc  | -53.4570    +53.4570  |paral   |2020yCat.1350....0G
1116|HD 14282                                                                                                 |High Proper Motion Star           |02 18 26.0413313304 -06 36 20.936530512|172.0774482920679 -60.8800134834175|296.064 -31.525   |8.40     |G8/K0+F/G        |    ~     ~    |    1|   82.336   pc  |  -0.4183     +0.4183  |paral   |2020yCat.1350....0G
1117|BD-07 398                                                                                                |Star                              |02 18 33.4 -06 32 33                   |172.0354 -60.8128                  |            ~ ~   |9.3      |~                |    ~     ~    |    0|                |                       |        |                   
1118|BD-07 399                                                                                                |Star                              |02 18 44.8779097200 -06 31 02.095757580|172.0719799902993 -60.7620450127243|-12.897 -25.194   |9.915    |~                |    ~     ~    |    1|  144.332   pc  |  -1.7300     +1.7300  |ST-L    |2020AJ....160...83S
1119|BD-07 404                                                                                                |High Proper Motion Star           |02 19 57.7411041648 -06 42 24.042130020|172.7874360186874 -60.6952618362824| 56.358 -15.957   |10.994   |~                |    ~     ~    |    1|  213.342   pc  |  -5.9940     +5.9940  |ST-L    |2020AJ....160...83S
1120|BD-07 405                                                                                                |Double or Multiple Star           |02 20 20.532576 -06 37 30.28728        |172.813553687 -60.571201313        |      6.7 -64.6   |10.65    |~                |    ~     ~    |    1|  149.854   pc  | +46.969     +25       |ST-L    |2017AJ....153...75K
1121|BD-07 406                                                                                                |Star                              |02 20 21.1840711896 -06 34 05.181614760|172.7382041718478 -60.5278332146472| -5.116 -13.494   |9.601    |~                |    ~     ~    |    1|  701.662   pc  | -37.4600    +37.4600  |ST-L    |2020AJ....160...83S
1122|HD 14516                                                                                                 |Star                              |02 20 30.7895518344 -06 22 44.292920520|172.5351226206792 -60.3625467644922|-16.394 -44.638   |7.90     |F5/6V            |    ~     ~    |    1|   62.194   pc  |  -0.0952     +0.0952  |paral   |2020yCat.1350....0G
1123|HD 14653                                                                                                 |High Proper Motion Star           |02 21 47.2370826456 -06 38 45.335460480|173.3707852701622 -60.3394495908056| 94.312 -41.536   |8.43     |G8IV             |    ~     ~    |    1|  318.847   pc  |  -2.9686     +2.9686  |paral   |2020yCat.1350....0G
1124|BD-07 412                                                                                                |Star                              |02 21 45.9148670208 -06 28 21.639967320|173.1218770248937 -60.2177266238089|-25.202 -23.375   |10.772   |~                |    ~     ~    |    1|  249.608   pc  |  -5.0270     +5.0270  |ST-L    |2020AJ....160...83S
1125|BD-07 414                                                                                                |Star                              |02 22 54.9796145688 -06 36 36.571448844|173.7282485654875 -60.1194801548117| -0.283 -48.258   |9.784    |~                |    ~     ~    |    1|  174.269   pc  |  -2.2030     +2.2030  |ST-L    |2020AJ....160...83S
1126|BD-07 418                                                                                                |Star                              |02 24 00.9316263024 -06 24 24.799029912|173.8384677868048 -59.7835968601024|   3.475 -4.744   |10.671   |~                |    ~     ~    |    1| 2141.470   pc  |-374.1000   +374.1000  |ST-L    |2020AJ....160...83S
1127|BD-07 420                                                                                                |Star                              |02 24 13.7832771024 -06 26 07.243342224|173.9537308566092 -59.7670211246323|    6.844 3.961   |10.603   |~                |    ~     ~    |    1|  199.999   pc  |  -3.5600     +3.5600  |ST-L    |2020AJ....160...83S
1128|NGC 894                            NGC 895                            NGC 894                            |Galaxy                            |02 21 36.470 -05 31 17.02              |171.774299 -59.547413              |            ~ ~   |11.73    |~                |1.423 0.683    |    1|   31.19    Mpc |  -5.19       +5.19    |T-F     |2020ApJ...902..145K
1129|NGC 881                            NGC 881                                                               |Galaxy towards a Group of Galaxies|02 18 45.2635658088 -06 38 20.643101952|172.2438258394740 -60.8504561149590|            ~ ~   |12.44    |~                |1.233 0.814    |    1|   54.70    Mpc |  -6.15       +6.15    |T-F     |2020ApJ...902..145K
1130|BD-05 426                                                                                                |Star                              |02 18 02.9439188784 -05 16 29.017433028|170.1350811716988 -59.9517614675713| -1.758 -16.888   |10.39    |~                |    ~     ~    |    1|  601.974   pc  |  -6.1603     +6.1603  |paral   |2020yCat.1350....0G
1131|BD-05 436                                                                                                |Spectroscopic Binary              |02 19 24.2397072072 -05 08 49.460582544|170.4733917113098 -59.6337725823114|  3.485 -11.724   |10.71    |~                |    ~     ~    |    1|  803.148   pc  | -17.3518    +17.3518  |paral   |2020yCat.1350....0G
1132|BD-06 457                                                                                                |Star                              |02 20 46.6745067888 -05 29 52.010599092|171.4404540249540 -59.6685876051444|   36.914 2.669   |10.47    |~                |    ~     ~    |    1|  229.396   pc  |  -4.2330     +4.2330  |ST-L    |2020AJ....160...83S
1133|BD-05 444                                                                                                |Star                              |02 21 27.2327292912 -05 09 47.889580284|171.2464855541447 -59.3073546966879|  2.092 -27.948   |10.01    |~                |    ~     ~    |    1|  571.919   pc  |  -9.1258     +9.1258  |paral   |2020yCat.1350....0G
1134|BD-05 443                                                                                                |Star                              |02 21 27.8094188088 -04 47 32.306060040|170.7688340599997 -59.0285822916350|  18.446 -1.763   |10.23    |~                |    ~     ~    |    1|  291.350   pc  |  -1.7826     +1.7826  |paral   |2020yCat.1350....0G
1135|BD-05 446                                                                                                |Star                              |02 21 56.9802704328 -04 46 41.554229052|170.9267032915235 -58.9377438327658|  28.955 10.922   |10.89    |~                |    ~     ~    |    1|  120.220   pc  |  -0.2457     +0.2457  |paral   |2020yCat.1350....0G
1136|BD-05 448                                                                                                |Star                              |02 22 34.3529205840 -05 17 01.920269904|171.8089055033274 -59.2101293169032|  2.734 -12.069   |10.81    |~                |    ~     ~    |    1|  784.068   pc  | -11.6190    +11.6190  |paral   |2020yCat.1350....0G
1137|BD-06 465                                                                                                |Star                              |02 22 39.5582 -05 40 15.341            |172.3535058 -59.4806535            |     -3.7 -12.6   |10.510   |~                |    ~     ~    |    1|  177.817   pc  | +17.455      +1       |ST-L    |2017AJ....153...75K
1138|BD-06 464                                                                                                |Star                              |02 22 39.8946269016 -05 32 51.041367024|172.1908778705646 -59.3890322252883|   3.549 -5.573   |10.90    |~                |    ~     ~    |    1|  984.349   pc  | -49.9974    +49.9974  |paral   |2020yCat.1350....0G
1139|BD-06 468                                                                                                |Star                              |02 23 16.4310505080 -05 28 58.835136504|172.3233921982598 -59.2388703166603|  3.594 -20.813   |10.56    |~                |    ~     ~    |    1|  167.856   pc  |  -2.2005     +2.2005  |paral   |2020yCat.1350....0G
1140|BD-06 471                                                                                                |Star                              |02 24 14.2086600984 -06 06 15.724033488|173.5018123430043 -59.5274385737289|   -1.063 7.809   |10.847   |~                |    ~     ~    |    1|  202.218   pc  |  -2.8890     +2.8890  |ST-L    |2020AJ....160...83S
1141|BD-05 454                                                                                                |Star                              |02 25 06.4883798736 -05 12 44.640810036|172.6158384848534 -58.7299644441196|  6.831 -13.073   |10.87    |~                |    ~     ~    |    1|  712.048   pc  |  -9.1769     +9.1769  |paral   |2020yCat.1350....0G
1142|BD-05 456                                                                                                |High Proper Motion Star           |02 26 06.8704908744 -04 33 11.855037636|172.1136937449758 -58.0757096957150| 12.923 -61.562   |10.33    |~                |    ~     ~    |    1|   76.150   pc  |  -0.0968     +0.0968  |paral   |2020yCat.1350....0G
1143|BD-05 457                                                                                                |High Proper Motion Star           |02 26 09.7578915000 -05 06 07.768191204|172.8397528220042 -58.4701967517677|141.553 -72.560   |9.77     |~                |    ~     ~    |    1|   76.877   pc  |  -0.1005     +0.1005  |paral   |2020yCat.1350....0G
1144|BD-05 427                                                                                                |Star                              |02 18 12.5633 -04 58 16.615            |169.8004288 -59.6960732            |   -3.70 -42.90   |10.12    |~                |    ~     ~    |    0|                |                       |        |                   
