C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST06:58:03

dec< 0&rah >=11.25&rah< 11.5&(cat='NGC'|Vmag< 11)
-------------------------------------------------

Number of objects : 5885

 #  |                                                                                  identifier                                                                                   |                 typ                  |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |  spec. type   |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|--------------------------------------|---------------------------------------|-----------------------------------|------------------|---------|---------------|---------------|-----|----------------|-----------------------|--------|-------------------
2714|GSC 08218-00085                                                                                                                                                                |Double or Multiple Star               |11 29 45.1899523032 -47 19 37.620793704|288.8670267424285 +13.3015955012733|  -14.515 1.628   |10.871   |~              |    ~     ~    |    1|  543.213   pc  |  -4.9278     +4.9278  |paral   |2020yCat.1350....0G
2715|TYC 8218-253-1                                                                                                                                                                 |Star                                  |11 26 27.1271593512 -47 02 46.338459900|288.2280464208475 +13.3847685354165| -43.079 20.529   |10.98    |~              |    ~     ~    |    1|  240.599   pc  |  -1.0304     +1.0304  |paral   |2020yCat.1350....0G
2716|TYC 8218-293-1                                                                                                                                                                 |Star                                  |11 29 55.7074379208 -47 17 43.241995536|288.8855590809225 +13.3411818163215|   -2.560 0.932   |10.595   |~              |    ~     ~    |    1|  817.420   pc  | -27.6200    +27.6200  |ST-L    |2020AJ....160...83S
2717|TYC 8218-507-1                                                                                                                                                                 |Star                                  |11 27 11.9103853488 -46 56 41.171396064|288.3171243660617 +13.5225409689886|  -0.602 -6.438   |10.311   |~              |    ~     ~    |    1| 1554.200   pc  |-122.7000   +122.7000  |ST-L    |2020AJ....160...83S
2718|GSC 08218-00767                                                                                                                                                                |Double or Multiple Star               |11 28 59.0744116152 -47 25 25.977461952|288.7722581258561 +13.1682362511189|  -9.217 -3.305   |10.597   |~              |    ~     ~    |    1|  670.736   pc  |  -6.4784     +6.4784  |paral   |2020yCat.1350....0G
2719|TYC 8218-1193-1                                                                                                                                                                |Star                                  |11 28 19.4021745240 -47 32 05.163206928|288.7004645358290 +13.0272145837261| -11.549 -2.796   |10.090   |~              |    ~     ~    |    1|  652.060   pc  | -20.9900    +20.9900  |ST-L    |2020AJ....160...83S
2720|TYC 8218-1682-1                                                                                                                                                                |Star                                  |11 29 01.3745887128 -47 16 29.789275188|288.7293340271864 +13.3113439092502|   1.588 -1.461   |10.959   |~              |    ~     ~    |    1| 1080.290   pc  | -44.4700    +44.4700  |ST-L    |2020AJ....160...83S
2721|CD-46 7053                                                                                                                                                                     |Star                                  |11 25 35.0388374808 -47 29 55.556917656|288.2401121837875 +12.9089972414423|  -7.413 -7.652   |8.70     |K0             |    ~     ~    |    1|  352.014   pc  |  -2.1561     +2.1561  |paral   |2020yCat.1350....0G
2722|CD-47 6866                                                                                                                                                                     |High Proper Motion Star               |11 28 35.0194967856 -47 41 40.692015960|288.7961253108039 +12.8901323027260| -108.540 1.129   |10.58    |G0             |    ~     ~    |    1|  138.047   pc  |  -0.2420     +0.2420  |paral   |2020yCat.1350....0G
2723|HD 99190                                                                                                                                                                       |High Proper Motion Star               |11 24 25.2929464728 -47 30 21.279681432|288.0529147575061 +12.8362636454794| -64.131 24.443   |8.53     |G0/2V          |    ~     ~    |    1|   69.320   pc  |  -0.0759     +0.0759  |paral   |2020yCat.1350....0G
2724|HD 99699                                                                                                                                                                       |Star                                  |11 27 44.9396666064 -47 55 05.507931612|288.7345340207014 +12.6332043070253|  -43.306 5.759   |9.72     |F5IV/V         |    ~     ~    |    1|  170.730   pc  |  -3.0694     +3.0694  |paral   |2020yCat.1350....0G
2725|HD 99977                                                                                                                                                                       |Star                                  |11 29 43.1341877880 -47 54 48.542581836|289.0532772320597 +12.7439824865420|   43.327 7.690   |8.54     |F3V            |    ~     ~    |    1|  113.218   pc  |  -0.2089     +0.2089  |paral   |2020yCat.1350....0G
2726|HD 99152                                                                                                                                                                       |Star                                  |11 24 12.1223116224 -48 27 15.831344016|288.3458627616813 +11.9312186361681|  -15.057 0.796   |8.51     |K5/M0III       |    ~     ~    |    1|  595.664   pc  |  -6.7415     +6.7415  |paral   |2020yCat.1350....0G
2727|HD 99367                                                                                                                                                                       |Star                                  |11 25 38.6429666256 -48 18 59.077540404|288.5291561668876 +12.1415153850269|  -8.470 14.619   |9.89     |F0/2IV/V       |    ~     ~    |    1|  235.488   pc  |  -0.6876     +0.6876  |paral   |2020yCat.1350....0G
2728|CD-47 6840                                                                                                                                                                     |High Proper Motion Star               |11 26 49.1661897600 -48 29 28.098067668|288.7765229050014 +12.0411174899117|-105.254 11.782   |10.53    |F5             |    ~     ~    |    1|  188.115   pc  |  -1.5960     +1.5960  |paral   |2020yCat.1350....0G
2729|CD-47 6869                                                                                                                                                                     |Star                                  |11 29 03.0680063832 -48 23 34.573342884|289.1020531341552 +12.2540729225411|  -23.140 5.488   |10.15    |F5             |    ~     ~    |    1|  432.208   pc  |  -2.6526     +2.6526  |paral   |2020yCat.1350....0G
2730|HD 99019                                                                                                                                                                       |Star                                  |11 23 15.5445194688 -49 21 34.717592844|288.5103829704475 +11.0270710434499|  -12.077 1.955   |10.56    |A0V            |    ~     ~    |    1|  756.258   pc  | -10.0087    +10.0087  |paral   |2020yCat.1350....0G
2731|HD 99115                                                                                                                                                                       |High Proper Motion Star               |11 23 51.7670298264 -49 35 08.157166944|288.6823947754831 +10.8477627366001|-44.679 -30.242   |10.03    |F8/G0V         |    ~     ~    |    1|  167.499   pc  |  -0.3675     +0.3675  |paral   |2020yCat.1350....0G
2732|HD 99142                                                                                                                                                                       |Star                                  |11 24 02.0788096656 -48 41 24.530939268|288.4006741308712 +11.6999905976160| -29.783 -1.136   |9.61     |G8/K0III/IV    |    ~     ~    |    1|  417.020   pc  |  -9.0850     +9.0850  |ST-L    |2020AJ....160...83S
2733|CD-48 6445                                                                                                                                                                     |Star                                  |11 24 05.9583155856 -49 11 49.956623808|288.5856788465267 +11.2263339724540| -18.207 -1.724   |10.74    |F5             |    ~     ~    |    1|  274.454   pc  |  -3.3294     +3.3294  |paral   |2020yCat.1350....0G
2734|HD 99153                                                                                                                                                                       |Star                                  |11 24 06.8803410792 -49 30 06.470239932|288.6927622347321 +10.9404379981641| -26.071 -8.084   |9.69     |F3/5IV/V       |    ~     ~    |    1|  265.280   pc  |  -1.0063     +1.0063  |paral   |2020yCat.1350....0G
2735|CD-48 6453                                                                                                                                                                     |Star                                  |11 24 26.1481072128 -49 24 08.148938112|288.7087017596088 +11.0517302115472|  17.936 -5.626   |10.25    |F5             |    ~     ~    |    1|  203.757   pc  |  -0.6684     +0.6684  |paral   |2020yCat.1350....0G
2736|CD-48 6455                                                                                                                                                                     |Double or Multiple Star               |11 24 45.6735747600 -48 54 47.990221416|288.5924283436355 +11.5301494727232|   8.251 -1.612   |10.494   |G5             |    ~     ~    |    1|  293.410   pc  |  -1.9026     +1.9026  |paral   |2020yCat.1350....0G
2737|HD 99275                                                                                                                                                                       |Star                                  |11 24 57.5039456280 -49 02 21.989429088|288.6666403910562 +11.4221616956492| -9.758 -15.855   |8.74     |G8III/IV       |    ~     ~    |    1|  439.889   pc  | -13.1582    +13.1582  |paral   |2020yCat.1350....0G
2738|CD-48 6460                                                                                                                                                                     |Star                                  |11 25 02.9526265704 -49 04 01.307974008|288.6903558496532 +11.4011358109730|  -14.729 0.476   |10.91    |G              |    ~     ~    |    1|  496.598   pc  |  -4.4636     +4.4636  |paral   |2020yCat.1350....0G
2739|CD-48 6467                                                                                                                                                                     |Star                                  |11 25 18.9649230144 -49 18 43.770625272|288.8156541551259 +11.1845909534019| -13.114 -4.465   |10.49    |F2             |    ~     ~    |    1|  520.644   pc  |  -3.9847     +3.9847  |paral   |2020yCat.1350....0G
2740|CD-48 6471                                                                                                                                                                     |Star                                  |11 25 33.4153294152 -49 36 41.219116092|288.9546088336336 +10.9153185550723|   -4.569 3.395   |9.46     |~              |    ~     ~    |    1| 1479.728   pc  | -28.9026    +28.9026  |paral   |2020yCat.1350....0G
2741|HD 99433                                                                                                                                                                       |Star                                  |11 25 58.5959851080 -49 01 42.656223324|288.8235087996815 +11.4879883944547| -12.968 -1.613   |8.78     |K3/4III        |    ~     ~    |    1|  791.640   pc  | -14.4766    +14.4766  |paral   |2020yCat.1350....0G
2742|CD-48 6485                                                                                                                                                                     |Star                                  |11 26 19.4218871688 -49 32 01.418790228|289.0479647156748 +11.0297487487616| -10.110 15.198   |10.12    |G0             |    ~     ~    |    1|  316.987   pc  |  -1.4771     +1.4771  |paral   |2020yCat.1350....0G
2743|CD-48 6488                                                                                                                                                                     |Star                                  |11 26 35.4614551584 -49 13 50.076807132|288.9882658369929 +11.3303535080550|  -16.557 1.120   |9.71     |G5             |    ~     ~    |    1|  743.439   pc  |  -6.1350     +6.1350  |paral   |2020yCat.1350....0G
2744|CD-48 6490                                                                                                                                                                     |Star                                  |11 26 40.6951648248 -48 50 48.929826732|288.8734415928371 +11.6974146997314|   -8.576 7.513   |10.35    |G0             |    ~     ~    |    1|  335.143   pc  |  -9.6484     +9.6484  |paral   |2020yCat.1350....0G
2745|HD 99680                                                                                                                                                                       |Star                                  |11 27 36.0419267976 -49 33 02.544769476|289.2531075275524 +11.0813858586438|  -9.887 20.344   |7.90     |K2III          |    ~     ~    |    1|  330.120   pc  |  -1.8962     +1.8962  |paral   |2020yCat.1350....0G
2746|CD-48 6510                                                                                                                                                                     |Star                                  |11 27 42.0406993944 -48 52 21.116160768|289.0443041171089 +11.7281422162378|  -32.122 1.776   |10.70    |F5             |    ~     ~    |    1|  281.595   pc  |  -1.0308     +1.0308  |paral   |2020yCat.1350....0G
2747|HD 99700                                                                                                                                                                       |Star                                  |11 27 41.9567394192 -49 18 16.775466696|289.1872092331078 +11.3193298476345|  -18.244 5.401   |10.24    |A3IV           |    ~     ~    |    1|  460.214   pc  |  -3.1134     +3.1134  |paral   |2020yCat.1350....0G
2748|CD-48 6522                                                                                                                                                                     |Star                                  |11 28 04.8712090080 -48 41 55.544134812|289.0473288618306 +11.9128464703858|  -10.382 1.483   |10.92    |A0             |    ~     ~    |    1| 1018.434   pc  | -49.6822    +49.6822  |paral   |2020yCat.1350....0G
2749|CD-48 6526                                                                                                                                                                     |Spectroscopic Binary                  |11 28 12.6048876504 -49 03 48.680819496|289.1882007649159 +11.5745029882548| -12.756 -4.572   |10.821   |F0             |    ~     ~    |    1|  564.430   pc  |  -4.3327     +4.3327  |paral   |2020yCat.1350....0G
2750|CD-48 6531                                                                                                                                                                     |Double or Multiple Star               |11 28 18.6790333200 -49 32 54.577940244|289.3635367441316 +11.1207219245700|  8.276 -10.350   |10.280   |F5             |    ~     ~    |    1|  139.671   pc  |  -0.2575     +0.2575  |paral   |2020yCat.1350....0G
2751|CD-48 6535                                                                                                                                                                     |Star                                  |11 28 36.5935980264 -48 59 09.289781880|289.2260363565268 +11.6690835133191|-14.868 -21.562   |9.86     |F5             |    ~     ~    |    1|  667.685   pc  | -23.4500    +23.4500  |ST-L    |2020AJ....160...83S
2752|CD-48 6536                                                                                                                                                                     |Star                                  |11 28 39.4651139448 -49 03 28.182859992|289.2572066425344 +11.6034997436287|  -16.196 3.244   |10.33    |A0             |    ~     ~    |    1|  729.341   pc  | -10.0536    +10.0536  |paral   |2020yCat.1350....0G
2753|HD 99935                                                                                                                                                                       |Star                                  |11 29 26.4940707552 -48 50 44.597914224|289.3124611248497 +11.8456180464589| -15.579 -0.192   |9.44     |B9III/IV       |    ~     ~    |    1|  871.840   pc  | -21.2829    +21.2829  |paral   |2020yCat.1350....0G
2754|CD-48 6548                                                                                                                                                                     |Star                                  |11 29 51.4832833176 -49 10 27.981194520|289.4851829099826 +11.5555943685075|  -12.341 4.318   |10.034   |K0             |    ~     ~    |    1| 1050.260   pc  | -57.9100    +57.9100  |ST-L    |2020AJ....160...83S
2755|CD-48 6549                                                                                                                                                                     |Star                                  |11 29 55.3501807152 -49 22 11.508198780|289.5584389820197 +11.3735320695007|  -13.952 5.461   |10.59    |F2             |    ~     ~    |    1|  705.318   pc  | -25.2717    +25.2717  |paral   |2020yCat.1350....0G
2756|HD 98845                                                                                                                                                                       |Star                                  |11 22 02.2176363216 -50 08 08.170208484|288.5917345108663 +10.2303962049374|  -46.012 3.773   |9.09     |F8IV           |    ~     ~    |    1|  180.326   pc  |  -0.5138     +0.5138  |paral   |2020yCat.1350....0G
2757|HD 98871                                                                                                                                                                       |Star                                  |11 22 13.4766593808 -50 08 28.716978552|288.6224211519761 +10.2353663394563|    1.616 4.377   |8.978    |G8III          |    ~     ~    |    1|  492.273   pc  | -15.0400    +15.0400  |ST-L    |2020AJ....160...83S
2758|HD 98894                                                                                                                                                                       |Star                                  |11 22 16.4089209000 -49 55 25.913001900|288.5540452000252 +10.4422950228463| -3.875 -10.824   |8.75     |A2mA9-F2       |    ~     ~    |    1|  201.649   pc  |  -1.1304     +1.1304  |paral   |2020yCat.1350....0G
2759|HD 98909                                                                                                                                                                       |Spectroscopic Binary                  |11 22 27.0672330768 -49 48 07.550532828|288.5389142586374 +10.5664943361288| 10.576 -36.144   |9.49     |F3/5V          |    ~     ~    |    1|  217.765   pc  |  -0.6781     +0.6781  |paral   |2020yCat.1350....0G
2760|CD-49 6105                                                                                                                                                                     |Star                                  |11 22 50.6136313056 -49 45 11.999569032|288.5825100092973 +10.6339889424586|  -2.257 -1.820   |10.84    |F0             |    ~     ~    |    1|  626.096   pc  | -14.6606    +14.6606  |paral   |2020yCat.1350....0G
2761|CD-49 6109                                                                                                                                                                     |Star                                  |11 22 59.6861854512 -49 49 15.594115836|288.6293325031916 +10.5787063524235|  -14.544 9.506   |9.97     |F5             |    ~     ~    |    1|  739.387   pc  | -27.9100    +27.9100  |ST-L    |2020AJ....160...83S
2762|CD-49 6111                                                                                                                                                                     |Star                                  |11 23 05.5442467440 -49 54 47.214267120|288.6762880495536 +10.4974540532460| 32.323 -28.697   |10.03    |G0             |    ~     ~    |    1|   87.934   pc  |  -0.1021     +0.1021  |paral   |2020yCat.1350....0G
2763|HD 99080                                                                                                                                                                       |Star                                  |11 23 39.8232259344 -50 03 43.174988496|288.8154847926043 +10.3885564591749|  -16.299 4.134   |8.13     |K1IIICNIab     |    ~     ~    |    1|  478.057   pc  |  -4.8907     +4.8907  |paral   |2020yCat.1350....0G
2764|HD 99079                                                                                                                                                                       |Star                                  |11 23 40.7358574464 -49 50 27.900640068|288.7418418255242 +10.5972754035197|  -18.071 8.179   |9.19     |G6/8III        |    ~     ~    |    1|  673.313   pc  | -23.4600    +23.4600  |ST-L    |2020AJ....160...83S
2765|HD 99129                                                                                                                                                                       |Star                                  |11 23 54.4958631456 -50 13 39.600740568|288.9098203770853 +10.2458362735400|    5.524 1.065   |9.40     |K2III          |    ~     ~    |    1|  936.067   pc  | -12.1795    +12.1795  |paral   |2020yCat.1350....0G
2766|CD-49 6140                                                                                                                                                                     |Star                                  |11 24 54.9317278824 -50 03 11.254219236|289.0048826922860 +10.4643918873830|  -1.467 -4.909   |9.72     |G5             |    ~     ~    |    1|  635.001   pc  |  -7.9839     +7.9839  |paral   |2020yCat.1350....0G
2767|CD-49 6148                                                                                                                                                                     |Star                                  |11 25 19.7480126784 -49 49 28.611069996|288.9913121417512 +10.7020230749019|-13.428 -32.542   |9.80     |~              |    ~     ~    |    1|  124.460   pc  |  -0.2153     +0.2153  |paral   |2020yCat.1350....0G
2768|HD 99481                                                                                                                                                                       |Star                                  |11 26 18.5798979840 -50 07 31.570692528|289.2438045913606 +10.4701900676148| -13.847 -1.553   |8.07     |K1IIICNII/III  |    ~     ~    |    1|  435.313   pc  |  -4.4153     +4.4153  |paral   |2020yCat.1350....0G
2769|CD-49 6168                                                                                                                                                                     |Spectroscopic Binary                  |11 26 38.1811586328 -49 51 49.671968544|289.2069458820180 +10.7345737896337| -38.902 -4.119   |10.24    |G0             |    ~     ~    |    1|  321.792   pc  |  -7.3106     +7.3106  |paral   |2020yCat.1350....0G
2770|HD 99656                                                                                                                                                                       |High Proper Motion Star               |11 27 30.8929806648 -50 02 13.137830412|289.4003409588494 +10.6169007168879|  -57.717 1.421   |9.36     |K2/3III        |    ~     ~    |    1|  431.090   pc  |  -2.5646     +2.5646  |paral   |2020yCat.1350....0G
2771|CD-49 6184                                                                                                                                                                     |Star                                  |11 27 37.4322128040 -50 14 24.317037888|289.4840599382768 +10.4304022301351|  -19.500 5.452   |10.00    |G5             |    ~     ~    |    1|  896.459   pc  |  -9.9651     +9.9651  |paral   |2020yCat.1350....0G
2772|HD 99745                                                                                                                                                                       |Star                                  |11 28 00.6427870680 -49 58 48.758196648|289.4583697307896 +10.6963818716034|   -0.367 1.995   |9.651    |K2III          |    ~     ~    |    1|  683.430   pc  | -24.5400    +24.5400  |ST-L    |2020AJ....160...83S
2773|CD-49 6193                                                                                                                                                                     |Star                                  |11 28 22.4327323032 -49 41 37.967348652|289.4209561969817 +10.9863197610834|    2.126 0.738   |10.53    |F2             |    ~     ~    |    1|  460.638   pc  |  -8.9543     +8.9543  |paral   |2020yCat.1350....0G
2774|HD 99889                                                                                                                                                                       |Star                                  |11 29 08.5952631648 -49 48 26.438323428|289.5778628201609 +10.9185868776097|  -17.118 2.303   |10.10    |A8/9V          |    ~     ~    |    0|                |                       |        |                   
2775|HD 99936                                                                                                                                                                       |High Proper Motion Star               |11 29 26.4790408512 -49 51 52.306034652|289.6427828371884 +10.8796496002631|  -52.734 0.815   |9.72     |G2/3V          |    ~     ~    |    1|  109.189   pc  |  -0.4077     +0.4077  |paral   |2018yCat.1345....0G
2776|CD-49 6223                                                                                                                                                                     |Star                                  |11 29 42.3787247832 -49 43 04.651844628|289.6367791548357 +11.0322187201250|  2.783 -11.704   |9.67     |K0             |    ~     ~    |    1|  815.993   pc  |  -8.4562     +8.4562  |paral   |2020yCat.1350....0G
2777|CD-49 6197                                                                                                                                                                     |Star                                  |11 28 25.5208655208 -50 18 55.910757060|289.6320235794129 +10.4002284097576|   -6.314 0.586   |10.91    |A0             |    ~     ~    |    1|  987.069   pc  | -16.2709    +16.2709  |paral   |2020yCat.1350....0G
2778|IRAS 11250-4942                                                                                                                                                                |Long-Period Variable Candidate        |11 27 23.2281831312 -49 59 28.964232312|289.3655339380848 +10.6533782560446|   -7.430 1.082   |9.94     |~              |    ~     ~    |    1| 3335.56    pc  |-262.572    +262.572   |paral   |2020yCat.1350....0G
2779|HD 99602                                                                                                                                                                       |Star                                  |11 27 05.0687208912 -47 45 40.405727088|288.5739031552376 +12.7450834534674| 20.459 -14.781   |7.60     |K0III          |    ~     ~    |    1|  180.590   pc  |  -0.5446     +0.5446  |paral   |2020yCat.1350....0G
2780|CD-47 6813                                                                                                                                                                     |Star                                  |11 24 45.9769770816 -48 30 40.532783976|288.4554170558253 +11.9091807333081| -27.851 -0.530   |10.40    |~              |    ~     ~    |    1|  701.754   pc  |  -5.9588     +5.9588  |paral   |2020yCat.1350....0G
2781|TYC 8221-1415-1                                                                                                                                                                |Star                                  |11 25 20.8291900056 -48 46 32.166158268|288.6381564616136 +11.6921862371961|  -14.838 6.476   |10.46    |~              |    ~     ~    |    1| 2282.063   pc  | -78.1172    +78.1172  |paral   |2020yCat.1350....0G
2782|CD-48 6501                                                                                                                                                                     |Star                                  |11 27 05.0762569968 -48 55 55.846965540|288.9664096986259 +11.6387594951653|  -10.035 2.201   |10.19    |~              |    ~     ~    |    1|  821.301   pc  | -42.6900    +42.6900  |ST-L    |2020AJ....160...83S
2783|CD-47 6855                                                                                                                                                                     |Star                                  |11 27 49.6163123424 -48 10 50.144332944|288.8346128554064 +12.3893248448857|   -8.621 1.248   |10.50    |~              |    ~     ~    |    1| 1921.230   pc  | -48.3537    +48.3537  |paral   |2020yCat.1350....0G
2784|CD-47 6870                                                                                                                                                                     |Star                                  |11 29 05.1301531608 -48 34 50.690747136|289.1690937852465 +12.0779753825969|  -11.230 1.918   |10.01    |~              |    ~     ~    |    1| 1199.616   pc  | -17.8446    +17.8446  |paral   |2020yCat.1350....0G
2785|CD-47 6875                                                                                                                                                                     |Star                                  |11 29 15.6901598640 -47 56 59.400337812|288.9907456161519 +12.6850709365776|  8.874 -10.686   |9.78     |~              |    ~     ~    |    1|  553.312   pc  |  -4.0106     +4.0106  |paral   |2020yCat.1350....0G
2786|HD 98996                                                                                                                                                                       |Star                                  |11 23 01.2830891688 -48 14 25.418743368|288.0828441333804 +12.0657196810636| -27.273 12.780   |9.45     |G5III          |    ~     ~    |    1|  500.221   pc  | -11.6700    +11.6700  |ST-L    |2020AJ....160...83S
2787|HD 99114                                                                                                                                                                       |Star                                  |11 23 53.3497558056 -48 08 20.600014524|288.1865745163005 +12.2102980132332| -21.341 -1.802   |10.24    |F3V            |    ~     ~    |    1|  396.369   pc  |  -2.0895     +2.0895  |paral   |2020yCat.1350....0G
2788|HD 99151                                                                                                                                                                       |Double or Multiple Star               |11 24 13.4368044552 -47 58 34.153782096|288.1839292234989 +12.3825178757146|-21.753 -124.419  |9.80     |G5V            |    ~     ~    |    1|  106.551   pc  |  -1.9959     +1.9959  |paral   |2020yCat.1350....0G
2789|CD-47 6811                                                                                                                                                                     |Star                                  |11 24 45.7568392728 -47 44 32.889378804|288.1902361984070 +12.6329865525686|  -16.657 6.839   |10.35    |F5             |    ~     ~    |    1|  443.243   pc  |  -2.6719     +2.6719  |paral   |2020yCat.1350....0G
2790|HD 98802                                                                                                                                                                       |Star                                  |11 21 45.0990134880 -48 29 44.104771284|287.9703919495667 +11.7534899250607|   3.584 -2.994   |7.88     |K0III          |    ~     ~    |    1|  265.139   pc  |  -1.2794     +1.2794  |paral   |2020yCat.1350....0G
2791|HD 98844                                                                                                                                                                       |Spectroscopic Binary                  |11 22 05.7772382448 -48 31 18.076512792|288.0343194556126 +11.7487552024349|  3.607 -13.577   |9.71     |F6IV/V         |    ~     ~    |    1|  303.748   pc  |  -3.8197     +3.8197  |paral   |2020yCat.1350....0G
2792|HD 98611                                                                                                                                                                       |Star                                  |11 20 11.1712946880 -49 31 44.980212180|288.0928341360410 +10.6953121774751|  -6.414 -8.288   |9.03     |K0III          |    ~     ~    |    1|  448.330   pc  |  -3.0552     +3.0552  |paral   |2020yCat.1350....0G
2793|HD 98765                                                                                                                                                                       |Star                                  |11 21 25.2340215048 -49 18 13.879059660|288.2042999652650 +10.9765250706731| -24.811 -7.715   |8.30     |G6III          |    ~     ~    |    1|  340.391   pc  |  -2.2941     +2.2941  |paral   |2020yCat.1350....0G
2794|HD 98792                                                                                                                                                                       |Spectroscopic Binary                  |11 21 40.5484936584 -48 46 22.291481784|288.0565361426090 +11.4890693394588|-31.857 -13.937   |7.31     |A2V            |    ~     ~    |    1|  195.775   pc  |  -0.8777     +0.8777  |paral   |2020yCat.1350....0G
2795|HD 98815                                                                                                                                                                       |Star                                  |11 21 48.5944743240 -48 56 42.962946252|288.1385607123241 +11.3349699039306|  -11.199 3.432   |8.21     |B8/9II/III     |    ~     ~    |    1|  861.475   pc  | -23.5258    +23.5258  |paral   |2020yCat.1350....0G
2796|HD 98870                                                                                                                                                                       |High Proper Motion Star               |11 22 14.7525957816 -48 56 43.347462756|288.2071208350300 +11.3595813682394|-88.393 -15.499   |9.27     |G8IV/V         |    ~     ~    |    1|   61.809   pc  |  -0.0493     +0.0493  |paral   |2020yCat.1350....0G
2797|HD 98907                                                                                                                                                                       |Spectroscopic Binary                  |11 22 24.0034349400 -49 26 47.986647828|288.4069099010798 +10.8975247693598| -18.606 17.109   |9.10     |F3V            |    ~     ~    |    1|  239.762   pc  |  -1.3969     +1.3969  |paral   |2020yCat.1350....0G
2798|HD 98908                                                                                                                                                                       |Star                                  |11 22 26.4725071560 -49 37 22.414619316|288.4748618150304 +10.7342865150582|  -3.126 -2.036   |9.64     |F2V            |    ~     ~    |    1|  315.259   pc  |  -1.5306     +1.5306  |paral   |2020yCat.1350....0G
2799|HD 98920                                                                                                                                                                       |Star                                  |11 22 32.3998036896 -49 32 00.400260984|288.4589567513993 +10.8238037858153|  -16.048 7.667   |9.54     |K1III          |    ~     ~    |    1|  787.285   pc  | -31.0100    +31.0100  |ST-L    |2020AJ....160...83S
2800|HD 98919                                                                                                                                                                       |Star                                  |11 22 35.6450647320 -48 46 32.296490256|288.2024329703185 +11.5386603580689|  -28.562 5.403   |9.00     |G8/K0III       |    ~     ~    |    1|  432.428   pc  |  -8.1430     +8.1430  |ST-L    |2020AJ....160...83S
2801|HD 98965                                                                                                                                                                       |Double or Multiple Star               |11 22 49.3657822056 -49 23 21.091981056|288.4526376107899 +10.9750695242447|  -13.815 3.962   |10.649   |A3/5IV         |    ~     ~    |    1|  774.114   pc  | -71.4908    +71.4908  |paral   |2020yCat.1350....0G
2802|HD 99034                                                                                                                                                                       |Star                                  |11 23 18.1580825784 -48 57 51.772388040|288.3800175757594 +11.4011444293227|  -11.037 1.849   |10.54    |A5/7IV         |    ~     ~    |    1|  843.384   pc  | -14.3682    +14.3682  |paral   |2020yCat.1350....0G
2803|HD 98594                                                                                                                                                                       |Star                                  |11 20 02.9537239872 -50 01 39.154641456|288.2497451599908 +10.2209035402298|  -16.095 5.267   |10.12    |F0V            |    ~     ~    |    1|  598.301   pc  |  -8.6627     +8.6627  |paral   |2020yCat.1350....0G
2804|CD-49 6068                                                                                                                                                                     |Star                                  |11 20 03.6687198936 -49 59 44.677644828|288.2402206191827 +10.2513502169921|  -30.491 2.670   |9.93     |~              |    ~     ~    |    1|  603.573   pc  |  -4.5173     +4.5173  |paral   |2020yCat.1350....0G
2805|HD 98780                                                                                                                                                                       |Star                                  |11 21 26.9536584912 -50 13 03.885444264|288.5307831891510 +10.1208377483985| -12.854 -2.561   |8.44     |K2/3III        |    ~     ~    |    1|  800.576   pc  | -11.7930    +11.7930  |paral   |2020yCat.1350....0G
2806|CD-49 6085                                                                                                                                                                     |Star                                  |11 21 31.0078369416 -50 00 15.958091988|288.4661333210221 +10.3247296430521|  -10.863 3.593   |10.96    |A              |    ~     ~    |    1|  991.473   pc  | -18.6774    +18.6774  |paral   |2020yCat.1350....0G
2807|HD 98794                                                                                                                                                                       |Double or Multiple Star               |11 21 38.213 -49 48 31.97              |288.415826 +10.514905              |      10.6 -5.0   |10.6     |A1IV           |    ~     ~    |    0|                |                       |        |                   
2808|HD 98793                                                                                                                                                                       |Star                                  |11 21 40.7828006616 -49 41 51.146198772|288.3832803577877 +10.6217728824513|  -21.763 1.469   |9.53     |F6V            |    ~     ~    |    1|  147.403   pc  |  -0.2998     +0.2998  |paral   |2020yCat.1350....0G
2809|HD 98803                                                                                                                                                                       |Star                                  |11 21 44.4995200056 -49 54 07.717438368|288.4647054153418 +10.4332161447156| -20.775 -2.148   |8.75     |K0IV           |    ~     ~    |    1|  355.492   pc  |  -2.4769     +2.4769  |paral   |2020yCat.1350....0G
2810|CD-48 6405                                                                                                                                                                     |Star                                  |11 21 48.2048515416 -49 13 43.383482256|288.2374787645150 +11.0686437445965| -25.408 18.653   |10.14    |~              |    ~     ~    |    1| 1201.620   pc  | -72.2900    +72.2900  |ST-L    |2020AJ....160...83S
2811|CD-48 6436                                                                                                                                                                     |Star                                  |11 23 46.4063975160 -48 42 20.519570736|288.3646425936653 +11.6707577380760| -14.051 -1.050   |10.303   |~              |    ~     ~    |    1|  721.047   pc  | -20.9000    +20.9000  |ST-L    |2020AJ....160...83S
2812|TYC 8217-105-1                                                                                                                                                                 |Star                                  |11 25 42.6271262112 -47 59 31.626493620|288.4293341751774 +12.4509914792233| 10.828 -11.867   |10.35    |~              |    ~     ~    |    1|  302.773   pc  |  -2.2551     +2.2551  |paral   |2020yCat.1350....0G
