C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST05:24:39

dec< 0&rah >=1.5&rah< 1.75&(cat='NGC'|Vmag< 11)
-----------------------------------------------

Number of objects : 2351

 #  |                                               identifier                                                |                 typ                  |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |  spec. type   |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|--------------------------------------|---------------------------------------|-----------------------------------|------------------|---------|---------------|---------------|-----|----------------|-----------------------|--------|-------------------
938 |HD 10267                                                                                                 |Star                                  |01 40 13.6791020160 -11 50 55.926381048|162.1415077863429 -70.9070134088902|  -6.297 40.759   |9.35     |G5V            |    ~     ~    |    1|   68.223   pc  |  -0.0791     +0.0791  |paral   |2020yCat.1350....0G
939 |HD 9420                                                                                                  |Star                                  |01 32 29.3778276144 -12 38 04.874014104|158.4962647974195 -72.6078360033416| 13.089 -11.233   |9.25     |K2III          |    ~     ~    |    1|  543.685   pc  |  -5.9414     +5.9414  |paral   |2020yCat.1350....0G
940 |HD 9512                                                                                                  |High Proper Motion Star               |01 33 15.3902309664 -12 42 28.704420108|159.1554492704473 -72.5697239025972|174.877 154.378   |9.38     |G8V            |    ~     ~    |    1|   65.217   pc  |  -0.0783     +0.0783  |paral   |2020yCat.1350....0G
941 |BD-13 297                                                                                                |Star                                  |01 37 26.8887027048 -12 26 27.328875000|161.4555651952816 -71.7810830812861|   25.651 3.387   |8.39     |K0             |    ~     ~    |    1|  326.733   pc  |  -3.8965     +3.8965  |paral   |2020yCat.1350....0G
942 |HD 10339                                                                                                 |Star                                  |01 40 47.3285667480 -12 25 26.126731632|163.5217736809283 -71.2938256054393| -13.315 -9.950   |9.91     |A1V            |    ~     ~    |    1|  423.926   pc  |  -8.8779     +8.8779  |paral   |2020yCat.1350....0G
943 |V* WY Cet                                                                                                |Eclipsing Binary                      |01 35 35.9118296232 -11 56 30.664037724|159.3766482190051 -71.6160398312976|-24.331 -26.610   |9.28     |F0V            |    ~     ~    |    1|  294.023   pc  |  -1.9538     +1.9538  |paral   |2020yCat.1350....0G
944 |NGC 599                            NGC 601                            NGC 599                            |Active Galaxy Nucleus                 |01 32 53.7830183472 -12 11 28.521043836|158.0030042469516 -72.1786088908067|            ~ ~   |     ~   |~              |0.750 0.705    |    1|   56.23    Mpc |                       |        |2016AJ....152...50T
945 |NGC 589                            NGC 589                                                               |Galaxy towards a Group of Galaxies    |01 32 39.9283968192 -12 02 33.686667348|157.5940013864262 -72.0811131094908|            ~ ~   |     ~   |~              |0.603 0.410    |    1|   61.09    Mpc |                       |        |2016AJ....152...50T
946 |IRAS 01314-1229                                                                                          |Long-Period Variable                  |01 33 53.9441515392 -12 13 46.555476816|158.7470266367524 -72.0817976662626|   3.771 -4.080   |10.10    |~              |    ~     ~    |    1| 2061.006   pc  |-139.3260   +139.3260  |paral   |2020yCat.1350....0G
947 |BD-11 292                                                                                                |Star                                  |01 32 39.1029171984 -10 38 03.460911396|155.3611968175933 -70.8642328384639|    9.625 7.341   |10.39    |~              |    ~     ~    |    1|  328.807   pc  |  -2.0650     +2.0650  |paral   |2020yCat.1350....0G
948 |BD-11 293                                                                                                |High Proper Motion Star               |01 32 47.8906409016 -10 53 38.408760636|155.8469194248534 -71.0731743814416|-52.864 -52.857   |10.544   |~              |    ~     ~    |    1|  210.876   pc  |  -3.7660     +3.7660  |ST-L    |2020AJ....160...83S
949 |BD-12 282                                                                                                |Star                                  |01 32 50.8568577240 -11 35 21.017953572|156.9690419035279 -71.6689573258558| 17.394 -31.011   |10.627   |~              |    ~     ~    |    1| 1001.840   pc  | -50.8600    +50.8600  |ST-L    |2020AJ....160...83S
950 |BD-11 294                                                                                                |Star                                  |01 33 12.4280873592 -10 49 51.625012764|156.0198186242471 -70.9688276574432|   17.361 2.257   |10.06    |~              |    ~     ~    |    1| 1116.321   pc  | -26.2942    +26.2942  |paral   |2020yCat.1350....0G
951 |BD-12 285                                                                                                |High Proper Motion Star               |01 33 26.6538239184 -11 45 15.290547876|157.6381668734189 -71.7357089319887| 38.150 -36.453   |9.99     |~              |    ~     ~    |    1|  140.455   pc  |  -0.3492     +0.3492  |paral   |2020yCat.1350....0G
952 |BD-11 295                                                                                                |Star                                  |01 33 42.4492565160 -11 12 39.634216668|156.9357927659940 -71.2361750079509|  33.008 -3.115   |10.01    |~              |    ~     ~    |    1|  791.578   pc  | -11.3414    +11.3414  |paral   |2020yCat.1350....0G
953 |BD-11 299                                                                                                |High Proper Motion Star               |01 34 18.6276948912 -10 43 13.085727924|156.5679806020392 -70.7378383326511| 59.440 -20.172   |10.785   |~              |    ~     ~    |    1|  218.953   pc  |  -3.0010     +3.0010  |ST-L    |2020AJ....160...83S
954 |BD-11 302                                                                                                |Star                                  |01 35 24.4829562432 -11 01 07.599118152|157.7354061491259 -70.8573114866297| -37.419 -5.167   |9.99     |~              |    ~     ~    |    1|  128.653   pc  |  -1.0460     +1.0460  |ST-L    |2020AJ....160...83S
955 |BD-11 303                                                                                                |Star                                  |01 35 33.2887543512 -10 22 32.501276400|156.8403413824815 -70.2861401566348|  25.305 20.309   |10.38    |~              |    ~     ~    |    1|  244.535   pc  |  -1.0046     +1.0046  |paral   |2020yCat.1350....0G
956 |BD-13 291                                                                                                |Star                                  |01 35 34.0013818320 -12 23 19.147148196|160.1366144531617 -71.9947068055888|-15.834 -20.753   |10.075   |~              |    ~     ~    |    1|  191.958   pc  |  -2.9770     +2.9770  |ST-L    |2020AJ....160...83S
957 |BD-12 295                                                                                                |Star                                  |01 35 43.4406580824 -11 30 27.201390912|158.7275627757701 -71.2328857391594| 11.746 -15.505   |10.863   |~              |    ~     ~    |    1|  583.563   pc  | -22.5800    +22.5800  |ST-L    |2020AJ....160...83S
958 |BD-12 297                                                                                                |Star                                  |01 35 47.4110905224 -11 42 25.868818080|159.1029440476139 -71.3930410079101|   8.221 -7.629   |9.83     |~              |    ~     ~    |    1|  602.446   pc  |  -6.2789     +6.2789  |paral   |2020yCat.1350....0G
959 |BD-13 292                                                                                                |Star                                  |01 35 48.2102331168 -12 27 23.530076676|160.4140711668796 -72.0193140626645|  44.360 -2.695   |9.84     |~              |    ~     ~    |    1|  194.981   pc  |  -0.9733     +0.9733  |paral   |2020yCat.1350....0G
960 |BD-11 307                                                                                                |Star                                  |01 37 32.2215906864 -10 40 38.983948464|158.5395672794571 -70.2932067030639| 40.331 -28.250   |10.55    |~              |    ~     ~    |    1|  240.038   pc  |  -1.9072     +1.9072  |paral   |2020yCat.1350....0G
961 |BD-11 311                                                                                                |Star                                  |01 37 54.6561342000 -10 44 19.975025652|158.8670522357057 -70.2966517179484|   1.350 -7.605   |10.09    |~              |    ~     ~    |    1| 1214.034   pc  | -30.6567    +30.6567  |paral   |2020yCat.1350....0G
962 |BD-12 301                                                                                                |Star                                  |01 38 52.3502579592 -12 04 48.524738592|161.7111588851150 -71.2864218903736|  43.680 11.194   |10.18    |~              |    ~     ~    |    1|  161.773   pc  |  -0.6412     +0.6412  |paral   |2020yCat.1350....0G
963 |BD-12 302                                                                                                |Star                                  |01 39 04.1666755728 -11 32 00.033641052|160.8835477451992 -70.8078042626483|-37.721 -26.956   |10.943   |~              |    ~     ~    |    1|  329.976   pc  |  -6.6850     +6.6850  |ST-L    |2020AJ....160...83S
964 |BD-12 312                                                                                                |Star                                  |01 40 50.8348117752 -12 12 56.351939436|163.1757131913841 -71.1173309327949|  9.343 -16.448   |10.78    |~              |    ~     ~    |    1|  441.774   pc  |  -3.1617     +3.1617  |paral   |2020yCat.1350....0G
965 |BD-11 320                                                                                                |Star                                  |01 41 09.2968181616 -11 06 05.174802900|161.4238286194982 -70.1633346929570|-11.094 -16.486   |10.13    |~              |    ~     ~    |    1|  430.793   pc  |  -2.8023     +2.8023  |paral   |2020yCat.1350....0G
966 |BD-13 284                                                                                                |Star                                  |01 33 24.9272496120 -12 22 55.554558024|158.6857795331440 -72.2737833258143|   47.091 7.086   |10.728   |~              |    ~     ~    |    1|  374.754   pc  |  -8.4920     +8.4920  |ST-L    |2020AJ....160...83S
967 |BD-12 310                                                                                                |Star                                  |01 40 37.0118598576 -11 35 40.119356904|161.9354257806276 -70.6440077813683|   0.334 -8.143   |10.13    |~              |    ~     ~    |    1|  711.845   pc  | -11.7053    +11.7053  |paral   |2020yCat.1350....0G
968 |TYC 5277-456-1                                                                                           |Star                                  |01 38 52.8005000784 -10 27 41.283685440|159.0254923180891 -69.9350407045155|  7.915 -23.458   |10.89    |~              |    ~     ~    |    1|  725.742   pc  |  -9.9547     +9.9547  |paral   |2020yCat.1350....0G
969 |TYC 5279-119-1                                                                                           |Star                                  |01 33 21.5465123376 -12 04 28.936309980|158.1178158908074 -72.0200848798243|-19.014 -10.573   |10.766   |~              |    ~     ~    |    1|  252.832   pc  |  -4.4290     +4.4290  |ST-L    |2020AJ....160...83S
970 |TYC 5279-713-1                                                                                           |High Proper Motion Star               |01 38 57.2985091992 -12 34 07.594317984|162.6496574682820 -71.6741269032471| 87.905 -26.492   |10.617   |~              |    ~     ~    |    1|  203.631   pc  |  -8.1180     +8.1180  |ST-L    |2020AJ....160...83S
971 |TYC 5279-732-1                                                                                           |Star                                  |01 34 39.6494666520 -12 39 51.373543644|160.0295002030187 -72.3465082727971|    4.525 0.855   |10.857   |~              |    ~     ~    |    1|  270.637   pc  |  -5.9670     +5.9670  |ST-L    |2020AJ....160...83S
972 |HD 10490                                                                                                 |Star                                  |01 42 05.0852875632 -12 38 32.104084452|164.7186503422765 -71.2785375184785| 37.940 -27.941   |8.32     |F3V            |    ~     ~    |    1|  115.523   pc  |  -0.3416     +0.3416  |paral   |2020yCat.1350....0G
973 |HD 10729                                                                                                 |Star                                  |01 44 35.6947662408 -12 39 12.832813260|166.2278567379306 -70.9098055691860| -25.338 -7.090   |9.32     |F5V            |    ~     ~    |    1|  123.959   pc  |  -1.5612     +1.5612  |paral   |2020yCat.1350....0G
974 |HD 10489                                                                                                 |High Proper Motion Star               |01 42 12.5983468416 -11 06 20.231731296|162.0561610194217 -70.0196595378964|125.375 -210.488  |9.01     |G1V            |    ~     ~    |    1|   85.776   pc  |  -0.1494     +0.1494  |paral   |2020yCat.1350....0G
975 |HD 10610                                                                                                 |Star                                  |01 43 20.3461071576 -11 04 36.825022488|162.6677401741400 -69.8366139261539| -6.148 -14.941   |8.76     |F5V            |    ~     ~    |    1|  148.591   pc  |  -0.4857     +0.4857  |paral   |2020yCat.1350....0G
976 |HD 10453B                                                                                                |High Proper Motion Star               |01 41 44.896 -11 19 28.94              |162.152653 -70.264084              |    42.7 -417.0   |7.17     |F7V            |    ~     ~    |    0|                |                       |        |                   
977 |TYC 5279-2156-1                                                                                          |Star                                  |01 43 30.5576349000 -11 24 15.469340472|163.3245216481494 -70.0780032417551| -12.799 -3.629   |10.72    |G0             |    ~     ~    |    1|  550.721   pc  | -13.1326    +13.1326  |paral   |2020yCat.1350....0G
978 |HD 10631                                                                                                 |High Proper Motion Star               |01 43 32.1240629256 -11 24 51.624566100|163.3570520883652 -70.0823572220371| 66.077 -25.783   |9.09     |F6/7V          |    ~     ~    |    1|  182.362   pc  |  -2.7370     +2.7370  |paral   |2020yCat.1350....0G
979 |HD 10411                                                                                                 |Double or Multiple Star               |01 41 19.29793 -12 08 50.0108          |163.34003593 -70.99373760          |    8.09 -13.61   |9.6      |G1V            |    ~     ~    |    0|                |                       |        |                   
980 |HD 10571                                                                                                 |Star                                  |01 42 48.8848048320 -12 09 37.116441288|164.2591658183551 -70.7868709619212|-10.440 -10.184   |9.31     |G1V            |    ~     ~    |    1|  103.515   pc  |  -0.1843     +0.1843  |paral   |2020yCat.1350....0G
981 |HD 10535                                                                                                 |Double or Multiple Star               |01 42 29.84148 -12 19 13.9346          |164.36458978 -70.96149241          |    -9.50 -2.52   |8.53     |F2IV/V         |    ~     ~    |    0|                |                       |        |                   
982 |BD-12 314                                                                                                |Star                                  |01 41 38.0846805360 -11 42 18.149665752|162.7410324228514 -70.5905502162272|-10.488 -18.562   |10.60    |~              |    ~     ~    |    1|  481.394   pc  |  -4.3104     +4.3104  |paral   |2020yCat.1350....0G
983 |BD-12 316                                                                                                |Star                                  |01 41 47.8616713296 -11 56 02.937238836|163.2438066723161 -70.7529979944945|   22.454 7.800   |10.86    |~              |    ~     ~    |    1|  311.410   pc  |  -1.6389     +1.6389  |paral   |2020yCat.1350....0G
984 |BD-12 317                                                                                                |Star                                  |01 42 11.7399725400 -11 18 01.548981036|162.3765137607312 -70.1811339850196|   2.370 13.991   |10.53    |~              |    ~     ~    |    1|  202.914   pc  |  -2.6887     +2.6887  |paral   |2020yCat.1350....0G
985 |BD-11 324                                                                                                |Star                                  |01 42 15.2491112688 -10 16 55.005134844|160.7457137534433 -69.3330290560908|-12.829 -16.478   |10.12    |~              |    ~     ~    |    1|  828.706   pc  | -12.4303    +12.4303  |paral   |2020yCat.1350....0G
986 |BD-11 327                                                                                                |Star                                  |01 42 41.7854671968 -10 38 01.205918052|161.5633629410454 -69.5635592548830|  28.399 11.735   |10.61    |~              |    ~     ~    |    1|  309.914   pc  |  -1.7961     +1.7961  |paral   |2020yCat.1350....0G
987 |BD-12 318                                                                                                |Star                                  |01 42 48.2611345176 -11 31 20.353149768|163.1166328346033 -70.2749588331461| -40.469 -6.119   |9.93     |~              |    ~     ~    |    1|  109.759   pc  |  -0.1638     +0.1638  |paral   |2020yCat.1350....0G
988 |BD-11 328                                                                                                |Star                                  |01 42 55.9287187176 -11 05 10.647406032|162.4468751395542 -69.9020256589711|      17.5 16.3   |10.447   |~              |    ~     ~    |    1|  212.561   pc  | +31.257     +15       |ST-L    |2017AJ....153...75K
989 |BD-12 320                                                                                                |Star                                  |01 43 02.1393523008 -11 41 04.066866852|163.5361484999889 -70.3726661342873|   -9.957 0.986   |9.928    |~              |    ~     ~    |    1|  334.299   pc  |  -7.0720     +7.0720  |ST-L    |2020AJ....160...83S
990 |HD 10707                                                                                                 |High Proper Motion Star               |01 44 25.4948495352 -11 17 52.225858032|163.6699157232109 -69.8595901962655|  79.217 58.362   |7.38     |F7V            |    ~     ~    |    1|   90.802   pc  |  -0.2127     +0.2127  |paral   |2020yCat.1350....0G
991 |HD 10728                                                                                                 |High Proper Motion Star               |01 44 39.5154950832 -11 39 24.007288248|164.4302497567724 -70.1132136285992|  64.180 83.726   |8.54     |G6V            |    ~     ~    |    1|   94.913   pc  |  -0.2027     +0.2027  |paral   |2020yCat.1350....0G
992 |HD 10726                                                                                                 |High Proper Motion Star               |01 44 39.5449222584 -11 16 37.781106348|163.7684628207407 -69.8089015748907|32.608 -126.285   |9.29     |G8IV           |    ~     ~    |    1|  189.840   pc  |  -1.7803     +1.7803  |paral   |2020yCat.1350....0G
993 |HD 10727                                                                                                 |Star                                  |01 44 40.1030213568 -11 30 28.924566696|164.1742672363186 -69.9929153364759|  4.969 -31.148   |8.37     |K1III          |    ~     ~    |    1|  299.985   pc  |  -2.0428     +2.0428  |paral   |2020yCat.1350....0G
994 |HD 10684                                                                                                 |Star                                  |01 44 01.9651800240 -12 19 51.802805532|165.2914728994463 -70.7417078860361|-17.069 -19.544   |10.001   |F6V            |    ~     ~    |    1|  150.229   pc  |  -1.4740     +1.4740  |ST-L    |2020AJ....160...83S
995 |BD-11 331                                                                                                |High Proper Motion Star               |01 43 47.7575914128 -10 37 01.752313188|162.1703297681435 -69.3962344837693|-32.620 -78.456   |10.442   |~              |    ~     ~    |    1|  149.981   pc  |  -1.6170     +1.6170  |ST-L    |2020AJ....160...83S
996 |BD-11 333                                                                                                |Star                                  |01 44 25.4236734864 -10 16 57.912325752|161.9888759224301 -69.0336081672258|   2.448 -2.816   |10.82    |~              |    ~     ~    |    1|  557.134   pc  |  -8.0393     +8.0393  |paral   |2020yCat.1350....0G
997 |BD-13 318                                                                                                |High Proper Motion Star               |01 44 55.9483717320 -12 20 29.042828952|165.8333868119654 -70.6142687231464| 40.025 -21.703   |10.846   |~              |    ~     ~    |    1|  286.849   pc  |  -5.1520     +5.1520  |ST-L    |2020AJ....160...83S
998 |BD-11 335                                                                                                |High Proper Motion Star               |01 44 57.9866579016 -10 53 17.711528712|163.2840232131506 -69.4504283256916|  33.847 40.655   |10.528   |~              |    ~     ~    |    1|  224.417   pc  |  -1.6620     +1.6620  |paral   |2020yCat.1350....0G
999 |TYC 5277-929-1                                                                                           |Star                                  |01 41 57.3410516297 -10 25 39.821137116|160.8021875180464 -69.4950351296867|   -7.118 5.715   |10.99    |~              |    ~     ~    |    0|                |                       |        |                   
1000|TYC 5277-1285-1                                                                                          |Star                                  |01 42 16.4660155968 -10 52 06.843278640|161.7005839531127 -69.8158519191298|  -4.208 -3.059   |10.81    |~              |    ~     ~    |    1| 1387.347   pc  | -40.4194    +40.4194  |paral   |2020yCat.1350....0G
1001|TYC 5277-1551-1                                                                                          |Star                                  |01 42 26.3777010864 -10 52 32.597851980|161.8090505129976 -69.7986967047065|   0.082 18.052   |10.44    |~              |    ~     ~    |    1|  187.557   pc  |  -0.7036     +0.7036  |paral   |2020yCat.1350....0G
1002|TYC 5279-515-1                                                                                           |Star                                  |01 43 45.5073137856 -11 35 56.884089804|163.8085821356685 -70.1990043176781|  14.793 -2.260   |10.836   |~              |    ~     ~    |    1|  173.963   pc  |  -1.8700     +1.8700  |ST-L    |2020AJ....160...83S
1003|HD 9335                                                                                                  |Star                                  |01 31 47.7522302664 -10 15 26.377336188|154.2541825563278 -70.6336499972027|-26.162 -17.860   |7.47     |A5/7III        |    ~     ~    |    1|  135.331   pc  |  -0.4267     +0.4267  |paral   |2020yCat.1350....0G
1004|BD-10 323                                                                                                |High Proper Motion Star               |01 31 07.3086936000 -10 11 42.141162048|153.7239137674296 -70.6559283963986| 99.172 -17.180   |10.27    |~              |    ~     ~    |    1|  144.808   pc  |  -0.5536     +0.5536  |paral   |2020yCat.1350....0G
1005|HD 10117                                                                                                 |Star                                  |01 38 46.0956421488 -10 13 53.374629252|158.6039449074274 -69.7546338745569| -7.408 -12.852   |9.06     |K2III          |    ~     ~    |    1|  522.057   pc  |  -6.4865     +6.4865  |paral   |2020yCat.1350....0G
1006|HD 9419                                                                                                  |Double or Multiple Star               |01 32 31.1198663712 -10 17 51.049479804|154.7831397454384 -70.5848046310648|-26.525 -19.665   |8.14     |F2V            |0.0067  0.0    |    1|  132.001   pc  |  -2.9029     +2.9029  |paral   |2020yCat.1350....0G
1007|BD-10 350                                                                                                |Star                                  |01 40 12.9551070960 -10 03 40.314934044|159.2101044841596 -69.4211280419984|  23.471 10.860   |10.06    |~              |    ~     ~    |    1|  688.231   pc  |  -8.9522     +8.9522  |paral   |2020yCat.1350....0G
1008|HD 9173                                                                                                  |Star                                  |01 30 11.2959132912 -07 55 30.091871028|150.2634243565361 -68.7152341376146|  1.990 -11.162   |9.642    |F5V            |    ~     ~    |    1|  237.718   pc  |  -4.8270     +4.8270  |ST-L    |2020AJ....160...83S
1009|HD 9227                                                                                                  |Star                                  |01 30 44.8603555186 -08 04 09.381639449|150.7765620345268 -68.7887521941629|  -8.717 -3.860   |7.95     |K0III          |    ~     ~    |    1|  276.909   pc  |  -1.9399     +1.9399  |paral   |2020yCat.1350....0G
1010|BD-08 261                                                                                                |High Proper Motion Star               |01 30 47.1165360000 -08 06 31.561375068|150.8458376937386 -68.8206756120509|  21.015 58.682   |10.503   |~              |    ~     ~    |    1|  129.974   pc  |  -1.0740     +1.0740  |ST-L    |2020AJ....160...83S
1011|BD-08 262                                                                                                |Star                                  |01 31 02.3321690136 -08 08 32.569620180|151.0426114522965 -68.8246456597629| -4.598 -13.689   |10.430   |~              |    ~     ~    |    1|  195.776   pc  |  -2.4530     +2.4530  |ST-L    |2020AJ....160...83S
1012|BD-09 290                                                                                                |Star                                  |01 30 52.1393447232 -08 59 21.038810748|151.9630025529135 -69.6070777905127| -15.150 -8.342   |10.834   |~              |    ~     ~    |    1|  514.154   pc  | -16.4400    +16.4400  |ST-L    |2020AJ....160...83S
1013|BD-09 291                                                                                                |Star                                  |01 30 58.7448213984 -08 19 15.340258704|151.2162219693998 -68.9925592147623| -7.275 -13.550   |10.638   |~              |    ~     ~    |    1|  849.544   pc  | -35.3000    +35.3000  |ST-L    |2020AJ....160...83S
1014|BD-09 294                                                                                                |Star                                  |01 31 36.4793935272 -09 08 50.468055900|152.6342524182012 -69.6683322050515|-24.911 -16.524   |10.94    |~              |    ~     ~    |    1|  245.761   pc  |  -1.0147     +1.0147  |paral   |2020yCat.1350....0G
1015|HD 9279                                                                                                  |High Proper Motion Star               |01 31 11.0528789976 -09 18 44.049093372|152.5764944668506 -69.8625560145265| 60.112 -70.749   |8.14     |G5V            |    ~     ~    |    1|   46.031   pc  |  -0.0623     +0.0623  |paral   |2020yCat.1350....0G
1016|HD 9288                                                                                                  |Star                                  |01 31 21.0984810480 -09 33 10.371811932|152.9995728218138 -70.0590205824210|  16.964 15.225   |8.87     |F0V            |    ~     ~    |    1|  228.305   pc  |  -2.1475     +2.1475  |paral   |2020yCat.1350....0G
1017|HD 9410                                                                                                  |High Proper Motion Star               |01 32 25.0780513152 -09 30 11.571091632|153.6166015676130 -69.8948513887904| 62.366 -38.625   |9.38     |G1V            |    ~     ~    |    1|  130.266   pc  |  -0.2630     +0.2630  |paral   |2020yCat.1350....0G
1018|HD 9309                                                                                                  |Star                                  |01 31 30.8743411368 -09 42 05.755057020|153.3034226317863 -70.1732564634479|  6.232 -24.609   |8.01     |K1III          |    ~     ~    |    1|  390.747   pc  |  -3.9545     +3.9545  |paral   |2020yCat.1350....0G
1019|BD-09 293                                                                                                |Star                                  |01 31 34.1276474880 -08 58 14.685280680|152.3841067980256 -69.5144664994040|    6.401 4.174   |10.73    |~              |    ~     ~    |    1|  214.101   pc  |  -3.3096     +3.3096  |paral   |2020yCat.1350....0G
1020|TYC 5277-1598-1                                                                                          |Star                                  |01 32 04.9881672936 -07 50 55.509918612|151.3418559941600 -68.4489167065733|    4.300 3.399   |10.66    |~              |    ~     ~    |    1| 1288.430   pc  |-103.0000   +103.0000  |ST-L    |2020AJ....160...83S
1021|BD-10 327                                                                                                |Star                                  |01 32 10.9995610032 -09 39 00.840552804|153.6645825246804 -70.0519834430574|   5.549 -8.138   |10.96    |~              |    ~     ~    |    1|  589.102   pc  |  -7.5308     +7.5308  |paral   |2020yCat.1350....0G
1022|BD-08 281                                                                                                |High Proper Motion Star               |01 37 39.5829001632 -07 43 36.233779944|154.5022413100282 -67.7194866650210| 67.614 -34.545   |9.28     |K0             |    ~     ~    |    1|  166.221   pc  |  -0.6217     +0.6217  |paral   |2020yCat.1350....0G
1023|BD-08 284                                                                                                |Star                                  |01 38 51.3529497816 -07 43 25.249082772|155.1842188212366 -67.5761142733766|  -1.863 -7.938   |10.13    |~              |    ~     ~    |    1| 1557.875   pc  | -50.2384    +50.2384  |paral   |2020yCat.1350....0G
1024|HD 9461                                                                                                  |Star                                  |01 32 52.2448597752 -08 08 57.820785216|152.1783790802651 -68.6353674239137|    5.490 7.670   |9.16     |A9V            |    ~     ~    |    1|  196.464   pc  |  -0.7141     +0.7141  |paral   |2020yCat.1350....0G
1025|BD-08 266                                                                                                |High Proper Motion Star               |01 32 53.0124275018 -08 00 24.565495364|152.0152275648914 -68.5058166909483|-33.851 -67.142   |10.450   |~              |    ~     ~    |    1|  247.022   pc  | -52.3900    +52.3900  |ST-L    |2020AJ....160...83S
1026|BD-08 268                                                                                                |Star                                  |01 33 43.7608249656 -07 54 29.111630076|152.4085972104298 -68.3250869306376|-12.865 -12.900   |10.924   |~              |    ~     ~    |    1|  304.364   pc  |  -6.5820     +6.5820  |ST-L    |2020AJ....160...83S
1027|BD-08 270                                                                                                |Star                                  |01 34 05.1407716536 -07 53 28.769304732|152.6023730025194 -68.2709340247262|   17.024 6.990   |10.542   |~              |    ~     ~    |    1|  761.434   pc  | -38.0100    +38.0100  |ST-L    |2020AJ....160...83S
1028|BD-08 271                                                                                                |Star                                  |01 34 08.5811502192 -08 10 34.892820660|152.9832803736199 -68.5194825738778|  31.804 -5.947   |10.474   |~              |    ~     ~    |    1|  810.999   pc  | -35.3900    +35.3900  |ST-L    |2020AJ....160...83S
1029|BD-08 272                                                                                                |High Proper Motion Star               |01 34 41.5006625136 -07 55 47.489630052|153.0111253413912 -68.2382312724720| 71.650 -36.746   |10.329   |~              |    ~     ~    |    1|  224.214   pc  |  -5.8040     +5.8040  |ST-L    |2020AJ....160...83S
1030|BD-08 282                                                                                                |Star                                  |01 37 55.3877228664 -08 10 12.319885416|155.2147678135955 -68.0785930037397|   2.346 -8.444   |10.467   |~              |    ~     ~    |    1|  798.723   pc  | -41.9400    +41.9400  |ST-L    |2020AJ....160...83S
1031|BD-08 283                                                                                                |High Proper Motion Star               |01 38 36.8483897760 -07 59 00.925893492|155.3751652868264 -67.8328045717862|-24.873 -66.079   |10.45    |~              |    ~     ~    |    1|   76.498   pc  |  -0.1194     +0.1194  |paral   |2020yCat.1350....0G
1032|BD-08 287                                                                                                |Star                                  |01 39 23.6692776936 -07 50 01.544649180|155.6300857544636 -67.6082015901082|   -2.922 2.839   |10.397   |~              |    ~     ~    |    1|  883.573   pc  | -37.6600    +37.6600  |ST-L    |2020AJ....160...83S
1033|BD-08 290                                                                                                |High Proper Motion Star               |01 40 22.7997155136 -08 11 26.144493180|156.6528124272234 -67.7987176720507|  3.773 -74.872   |10.18    |~              |    ~     ~    |    1|   69.830   pc  |  -0.3503     +0.3503  |ST-L    |2020AJ....160...83S
1034|BD-08 291                                                                                                |Star                                  |01 40 38.9098028544 -08 01 03.200052792|156.5772464453917 -67.6155852951758|-23.927 -42.438   |10.43    |~              |    ~     ~    |    1|  423.908   pc  |  -3.7557     +3.7557  |paral   |2020yCat.1350....0G
1035|BD-09 297                                                                                                |High Proper Motion Star               |01 32 32.4549796176 -08 58 55.282839960|153.0105768166116 -69.4171721207321| 25.094 -53.086   |9.886    |~              |    ~     ~    |    1|   89.531   pc  |  -0.5613     +0.5613  |ST-L    |2020AJ....160...83S
1036|HD 9484                                                                                                  |Star                                  |01 33 03.5251929120 -09 00 52.783146216|153.3765366774845 -69.3881881682531|   23.787 7.657   |6.595    |B9V            |    ~     ~    |    1|  127.081   pc  |  -0.6896     +0.6896  |paral   |2020yCat.1350....0G
1037|BD-09 299                                                                                                |Star                                  |01 33 09.7036770504 -08 30 21.536593020|152.7936680058599 -68.9230088766511|  8.910 -19.663   |10.686   |~              |    ~     ~    |    1|  310.875   pc  |  -7.1800     +7.1800  |ST-L    |2020AJ....160...83S
1038|HD 9626                                                                                                  |Double or Multiple Star               |01 34 19.40702 -08 27 27.9464          |153.44279772 -68.75003803          |  -16.03 -70.86   |8.05     |F7V            |    ~     ~    |    1|   50.47    pc  |  -6.25       +6.25    |ST-L    |2009ApJS..181..444A
1039|BD-09 302                                                                                                |Star                                  |01 34 30.4450676352 -08 18 31.314139416|153.3671376960698 -68.5966321030136| 42.541 -15.475   |10.12    |~              |    ~     ~    |    1|   84.736   pc  |  -0.4494     +0.4494  |ST-L    |2020AJ....160...83S
1040|BD-09 305                                                                                                |Star                                  |01 35 25.3230535896 -08 47 13.182961452|154.5322251226681 -68.9155297606719|   1.043 10.167   |10.539   |~              |    ~     ~    |    1|  293.507   pc  |  -6.1350     +6.1350  |ST-L    |2020AJ....160...83S
1041|BD-09 306                                                                                                |Star                                  |01 36 21.9202154544 -08 52 38.363455632|155.2208634742393 -68.8838948598109|   2.084 -0.190   |9.570    |K0             |    ~     ~    |    1|  492.466   pc  | -14.6700    +14.6700  |ST-L    |2020AJ....160...83S
