C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST07:33:29

dec >=0&rah >=16.0&rah< 16.25&(cat='NGC'|Vmag< 11)
--------------------------------------------------

Number of objects : 3147

 #  |                                                                 identifier                                                                 |                typ                 |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |       pm        |  Mag V  |  spec. type   |      ang. size      |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|--------------------------------------------------------------------------------------------------------------------------------------------|------------------------------------|---------------------------------------|-----------------------------------|-----------------|---------|---------------|---------------------|-----|----------------|-----------------------|--------|-------------------
1815|TYC 1508-1229-1                                                                                                                             |Star                                |16 09 27.0393663696 +16 54 42.000765372|031.0097201101999 +43.2838605192025|   3.211 -5.680  |10.52    |~              |    ~     ~          |    1| 1216.545   pc  | -22.1997    +22.1997  |paral   |2020yCat.1350....0G
1816|HD 143919                                                                                                                                   |Star                                |16 02 26.8860571368 +19 37 48.260995464|033.7727139189926 +45.7891530106959| -29.729 37.475  |8.05     |G5             |    ~     ~          |    1|  185.950   pc  |  -0.6950     +0.6950  |paral   |2020yCat.1350....0G
1817|BD+20 3192                                                                                                                                  |Spectroscopic Binary                |16 02 37.3151119872 +19 50 35.587944960|034.0808988895079 +45.8199574292321|  9.539 -44.779  |9.87     |G0             |    ~     ~          |    1|  155.084   pc  |  -7.3428     +7.3428  |paral   |2020yCat.1350....0G
1818|BD+20 3194                                                                                                                                  |Star                                |16 02 54.8501220312 +19 47 25.632084120|034.0413389415551 +45.7378136756836|    0.651 4.017  |9.06     |G5             |    ~     ~          |    1|  193.188   pc  |  -0.7315     +0.7315  |paral   |2020yCat.1350....0G
1819|HD 144303                                                                                                                                   |Star                                |16 04 27.5573216928 +19 50 53.655045792|034.2880092568186 +45.4128735031281| -21.889 -3.497  |8.79     |G0             |    ~     ~          |    1|   76.836   pc  |  -0.1104     +0.1104  |paral   |2020yCat.1350....0G
1820|BD+20 3199                                                                                                                                  |Star                                |16 04 43.7730339264 +19 50 15.052505460|034.3029275155337 +45.3492788266923|  -20.222 0.857  |9.09     |K0             |    ~     ~          |    1|  458.968   pc  |  -3.6021     +3.6021  |paral   |2020yCat.1350....0G
1821|BD+20 3203                                                                                                                                  |High Proper Motion Star             |16 05 50.3681232408 +19 46 28.727731524|034.3390256415826 +45.0819573688453| 20.266 -95.917  |9.49     |G5             |    ~     ~          |    1|  173.406   pc  |  -0.4210     +0.4210  |paral   |2020yCat.1350....0G
1822|BD+20 3206                                                                                                                                  |Star                                |16 06 09.8740584360 +19 49 12.105058152|034.4349903446959 +45.0244130547655| -9.776 -17.207  |9.66     |K5             |    ~     ~          |    1|  261.213   pc  |  -0.9484     +0.9484  |paral   |2020yCat.1350....0G
1823|HD 144621                                                                                                                                   |High Proper Motion Star             |16 06 08.8065270216 +19 43 02.655565104|034.2958247608283 +44.9949321050679|-109.260 -19.764 |9.00     |G5             |    ~     ~          |    1|  103.486   pc  |  -0.1692     +0.1692  |paral   |2020yCat.1350....0G
1824|HD 143614                                                                                                                                   |High Proper Motion Star             |16 00 51.6219353976 +19 18 29.199119508|033.1583129956683 +46.0360987305329|-89.980 -27.444  |9.02     |G              |    ~     ~          |    1|  105.853   pc  |  -0.1938     +0.1938  |paral   |2020yCat.1350....0G
1825|BD+19 3049                                                                                                                                  |Star                                |16 01 09.3374022096 +19 21 55.074448260|033.2693016037377 +45.9894074747736|   -6.555 6.439  |9.72     |K2             |    ~     ~          |    1| 1190.618   pc  | -24.5240    +24.5240  |paral   |2020yCat.1350....0G
1826|BD+19 3050                                                                                                                                  |Star                                |16 04 36.1960543008 +18 54 35.622650088|033.0468193834004 +45.0695471988802|  -24.036 1.780  |9.80     |K2             |    ~     ~          |    1| 1165.094   pc  | -20.7689    +20.7689  |paral   |2020yCat.1350....0G
1827|BD+18 3097                                                                                                                                  |Star                                |16 00 04.1430730056 +18 18 44.611412004|031.7199957969334 +45.8729073627748|  -16.175 4.322  |9.15     |K0             |    ~     ~          |    1|  517.572   pc  | -16.9836    +16.9836  |paral   |2020yCat.1350....0G
1828|BD+18 3099                                                                                                                                  |Star                                |16 00 43.9013261280 +17 54 02.717971380|031.2473867553250 +45.5806883280289|  4.742 -15.367  |9.20     |K0             |    ~     ~          |    1|  589.866   pc  |  -5.5671     +5.5671  |paral   |2020yCat.1350....0G
1829|BD+18 3100                                                                                                                                  |Star                                |16 00 48.6010474392 +18 31 37.562680380|032.0964865193781 +45.7825567347296| -19.216 14.180  |9.51     |F5             |    ~     ~          |    1|  224.165   pc  |  -0.7889     +0.7889  |paral   |2020yCat.1350....0G
1830|HD 143936                                                                                                                                   |Star                                |16 02 37.3418099472 +18 06 50.429020248|031.7577367967837 +45.2354791576217| -16.218 13.403  |7.54     |A0             |    ~     ~          |    1|  136.623   pc  |  -0.5282     +0.5282  |paral   |2020yCat.1350....0G
1831|BD+18 3105                                                                                                                                  |Star                                |16 03 27.6561538464 +18 35 10.521128292|032.4846262140122 +45.2131603182119|  -0.233 -3.054  |9.96     |F5             |    ~     ~          |    1|  340.901   pc  |  -1.7781     +1.7781  |paral   |2020yCat.1350....0G
1832|BD+18 3110                                                                                                                                  |Star                                |16 04 41.5891185024 +18 04 54.625874376|031.9598417459537 +44.7635054117300|    3.296 3.894  |9.61     |A2             |    ~     ~          |    1|  432.732   pc  | -17.1902    +17.1902  |paral   |2020yCat.1350....0G
1833|BD+18 3113                                                                                                                                  |Star                                |16 05 32.2902706416 +18 34 25.697587764|032.7076038838535 +44.7467046753677|   -3.444 2.686  |8.88     |M0             |    ~     ~          |    1|  785.978   pc  | -13.7143    +13.7143  |paral   |2020yCat.1350....0G
1834|BD+18 3114                                                                                                                                  |Star                                |16 05 40.5496105872 +18 32 26.003038416|032.6794897253953 +44.7046233247110|   -0.865 8.390  |9.28     |F8             |    ~     ~          |    1|  104.163   pc  |  -0.1953     +0.1953  |paral   |2020yCat.1350....0G
1835|BD+18 3119                                                                                                                                  |Double or Multiple Star             |16 06 22.61529 +18 30 06.3526          |032.70889746 +44.53524908          |    -23.80 5.42  |10.290   |F8             |    ~     ~          |    0|                |                       |        |                   
1836|BD+18 3120                                                                                                                                  |High Proper Motion Star             |16 06 44.6090789904 +18 11 38.391291132|032.3470677909203 +44.3467043841279|  -7.244 47.348  |9.48     |G5             |    ~     ~          |    1|  165.893   pc  |  -5.5178     +5.5178  |paral   |2020yCat.1350....0G
1837|BD+18 3121                                                                                                                                  |High Proper Motion Star             |16 06 46.8089993064 +18 20 37.001246532|032.5474630498929 +44.3907331933337| -83.355 98.075  |9.74     |F8             |    ~     ~          |    1|  137.253   pc  |  -0.2750     +0.2750  |paral   |2020yCat.1350....0G
1838|V* R Her                                                                                                                                    |Mira Variable                       |16 06 11.7085696296 +18 22 13.205307324|032.5149896301933 +44.5301785501296|    1.871 0.497  |8.20     |M6e            |    ~     ~          |    0|                |                       |        |                   
1839|BD+18 3106                                                                                                                                  |Star                                |16 03 43.5869920896 +17 40 06.776402556|031.3002825657802 +44.8318413959874|-12.684 -20.792  |10.28    |K0             |    ~     ~          |    1| 3204.101   pc  |-171.4466   +171.4466  |paral   |2020yCat.1350....0G
1840|HD 144149                                                                                                                                   |Variable Star                       |16 03 49.8340939200 +17 48 09.976719816|031.4895923103530 +44.8566159840714| -23.148 16.467  |6.750    |K0             |    ~     ~          |    1|  163.945   pc  |  -0.5241     +0.5241  |paral   |2020yCat.1350....0G
1841|BD+17 2952                                                                                                                                  |Star                                |16 01 15.4613689416 +17 26 12.376455576|030.6941242501925 +45.2973552347490|  -21.354 2.425  |9.06     |F0             |    ~     ~          |    1|  212.540   pc  |  -5.3304     +5.3304  |paral   |2020yCat.1350....0G
1842|V* LS Her                                                                                                                                   |RR Lyrae Variable                   |16 02 03.7914071568 +17 28 50.414790252|030.8508520788706 +45.1341384652257|   -3.663 5.665  |10.80    |A2             |    ~     ~          |    1| 1002.51    pc  | -20.7034    +20.7034  |paral   |2020yCat.1350....0G
1843|BD+17 2951                                                                                                                                  |High Proper Motion Star             |16 00 53.0922233256 +17 34 28.254772128|030.8312667376641 +45.4299820646009| 15.458 -59.792  |10.86    |~              |    ~     ~          |    1|  306.664   pc  |  -1.4012     +1.4012  |paral   |2020yCat.1350....0G
1844|NGC 6062                           NGC 6062                                                                                                 |LINER-type Active Galaxy Nucleus    |16 06 22.8226850976 +19 46 40.600119684|034.4020745636423 +44.9627187372649|            ~ ~  |     ~   |~              |0.610 0.403          |    0|                |                       |        |                   
1845|NGC 6055                           NGC 6055                                                                                                 |LINER-type Active Galaxy Nucleus    |16 05 32.5607401992 +18 09 34.374240468|032.1618589660550 +44.6017963892276|            ~ ~  |     ~   |~              |0.567 0.397          |    1|  130.62    Mpc |                       |        |2016AJ....152...50T
1846|NGC 6030                           NGC 6030                                                                                                 |Galaxy towards a Group of Galaxies  |16 01 51.4174712664 +17 57 26.915090976|031.4582994314319 +45.3505219793577|            ~ ~  |     ~   |~              |0.877 0.526          |    1|   67.71    Mpc |                       |redshift|2007ApJ...655..790C
1847|NGC 6050B                          IC 1179                                                                                                  |Galaxy in Pair of Galaxies          |16 05 22.218 +17 45 15.05              |031.609442 +44.496814              |            ~ ~  |     ~   |~              | 0.62  0.43          |    0|                |                       |        |                   
1848|NGC 6043                           NGC 6043                                                                                                 |Pair of Galaxies                    |16 05 01.5 +17 46 33                   |031.5967 +44.5813                  |            ~ ~  |     ~   |~              | 0.72  0.46          |    1|  129.42    Mpc |                       |        |2016AJ....152...50T
1849|NGC 6042                           NGC 6042                                                                                                 |Galaxy towards a Group of Galaxies  |16 04 39.5648465352 +17 42 02.946395268|031.4546336294336 +44.6358828996698|            ~ ~  |     ~   |~              |0.523 0.471          |    1|  130.02    Mpc |                       |        |2016AJ....152...50T
1850|NGC 6039                           NGC 6039                                                                                                 |Galaxy                              |16 04 26.6 +17 44 30                   |031.4824 +44.6985                  |            ~ ~  |     ~   |~              | 0.89  0.72          |    0|                |                       |        |                   
1851|IRAS 15595+1832                                                                                                                             |Long-Period Variable Candidate      |16 01 47.5674297048 +18 23 53.455395480|032.0388688684155 +45.5192907855965|  -7.437 -2.942  |10.65    |~              |    ~     ~          |    1| 2989.54    pc  |-201.984    +201.984   |paral   |2020yCat.1350....0G
1852|NGC 6050                           NGC 6050                                                                                                 |Galaxy in Pair of Galaxies          |16 05 23.3675247552 +17 45 25.766586684|031.6156202224689 +44.4936142560568|            ~ ~  |     ~   |~              |0.643 0.412          |    0|                |                       |        |                   
1853|NGC 6044                           NGC 6044                                                                                                 |Galaxy towards a Group of Galaxies  |16 04 59.6780441976 +17 52 13.290269556|031.7171767251041 +44.6217121424453|   0.382 -0.729  |     ~   |~              |0.437 0.384          |    1|  129.42    Mpc |                       |        |2016AJ....152...50T
1854|NGC 6056                           NGC 6056                                                                                                 |Galaxy towards a Group of Galaxies  |16 05 31.2785261592 +17 57 49.050739692|031.9019305502282 +44.5375861734161|            ~ ~  |     ~   |~              |0.710 0.383          |    0|                |                       |        |                   
1855|NGC 6061                           NGC 6061                                                                                                 |Quasar                              |16 06 16.02781121 +18 14 59.8199294    |032.36510728958 +44.47224308471    |   0.089 -0.113  |15.0     |~              |0.653 0.497          |    1|  130.62    Mpc |                       |        |2016AJ....152...50T
1856|NGC 6040A                          NGC 6040S                          SDSS J160426.50+174431.1                                              |LINER-type Active Galaxy Nucleus    |16 04 26.5089149688 +17 44 31.125762060|031.4826629053606 +44.6989858468032|            ~ ~  |     ~   |~              |1.033 0.393          |    1|  177.0     Mpc |                       |T-F     |2011PASP..123.1011A
1857|NGC 6040B                          NGC 6040N                          NGC 6040                           NGC 6040                           |LINER-type Active Galaxy Nucleus    |16 04 26.7272564952 +17 45 01.162876140|031.4940634298769 +44.7011539795893|            ~ ~  |     ~   |~              |0.753 0.286          |    0|                |                       |        |                   
1858|NGC 6041C                          2MASS J16043466+1742483                                                                                  |Galaxy towards a Cluster of Galaxies|16 04 34.6627924680 +17 42 48.461873220|031.4614553514242 +44.6585741326378|   0.089 -0.434  |     ~   |~              | 0.30  0.26          |    0|                |                       |        |                   
1859|NGC 6057                           NGC 6057                                                                                                 |Galaxy towards a Group of Galaxies  |16 05 39.6488272104 +18 09 51.669578448|032.1819877255471 +44.5771978596142|            ~ ~  |     ~   |~              |0.363 0.356          |    1|  130.02    Mpc |                       |        |2016AJ....152...50T
1860|NGC 6045B                          2MASX J16051033+1745298                                                                                  |Galaxy towards a Cluster of Galaxies|16 05 10.3346276976 +17 45 30.344291460|031.5914229856856 +44.5423843747931|            ~ ~  |     ~   |~              |0.193 0.116          |    0|                |                       |        |                   
1861|NGC 6053                           NGC 6053                                                                                                 |Galaxy towards a Cluster of Galaxies|16 05 39.9946887240 +18 03 20.695533156|032.0399585562992 +44.5377675022335|            ~ ~  |     ~   |~              |0.417 0.250          |    0|                |                       |        |                   
1862|NGC 6041B                          LEDA 56960                                                                                               |Galaxy in Pair of Galaxies          |16 04 34.9453123152 +17 43 02.612674092|031.4671799773799 +44.6589313159793|            ~ ~  |     ~   |~              | 0.43  0.35          |    0|                |                       |        |                   
1863|NGC 6043E                          NGC 6043A                          2MASX J16050137+1746318                                               |Active Galaxy Nucleus               |16 05 01.3694415792 +17 46 32.429465760|031.5962401311490 +44.5817683847255|            ~ ~  |     ~   |~              |0.410 0.385          |    0|                |                       |        |                   
1864|NGC 6028                           NGC 6028                                                                                                 |LINER-type Active Galaxy Nucleus    |16 01 28.9545989160 +19 21 35.556412824|033.2987546773599 +45.9148634479946|   -0.025 0.802  |     ~   |~              |0.420 0.378          |    1|   67.51    Mpc |                       |redshift|2007ApJ...655..790C
1865|NGC 6045                           NGC 6045                                                                                                 |LINER-type Active Galaxy Nucleus    |16 05 07.8833893968 +17 45 27.697067136|031.5855920650979 +44.5512095426832|            ~ ~  |     ~   |~              |1.007 0.242          |    1|  152.05    Mpc |                       |        |2016AJ....152...50T
1866|NGC 6062B                          MCG+03-41-122                                                                                            |Galaxy                              |16 06 18.9685480176 +19 45 47.543421708|034.3754208543989 +44.9722043078108|            ~ ~  |     ~   |~              |0.277 0.210          |    0|                |                       |        |                   
1867|NGC 6047                           NGC 6047                                                                                                 |Radio Galaxy                        |16 05 08.9880545352 +17 43 47.574625512|031.5513328011997 +44.5371906888488|            ~ ~  |     ~   |~              |0.647 0.517          |    1|  129.42    Mpc |                       |        |2016AJ....152...50T
1868|TYC 1507-34-1                                                                                                                               |Star                                |16 04 50.5429468608 +18 38 05.986185648|032.7087154614603 +44.9225503523514|  -8.429 -7.839  |10.80    |~              |    ~     ~          |    1|  421.603   pc  |  -3.1284     +3.1284  |paral   |2020yCat.1350....0G
1869|TYC 1507-53-1                                                                                                                               |Star                                |16 06 14.4398135568 +18 12 13.427851968|032.3013478079238 +44.4619793476190|  16.148 -3.375  |10.80    |~              |    ~     ~          |    1|  269.535   pc  |  -1.1043     +1.1043  |paral   |2020yCat.1350....0G
1870|TYC 1507-54-1                                                                                                                               |Star                                |16 05 24.9269113560 +18 15 45.247149936|032.2826367795922 +44.6661334683920|  -13.653 4.940  |10.59    |~              |    ~     ~          |    1|  199.956   pc  |  -0.6757     +0.6757  |paral   |2020yCat.1350....0G
1871|TYC 1507-68-1                                                                                                                               |Star                                |16 06 24.6704166384 +18 30 34.184093220|032.7230086080305 +44.5302972705561|  -8.415 -8.921  |10.69    |~              |    ~     ~          |    1| 1680.955   pc  | -47.1877    +47.1877  |paral   |2020yCat.1350....0G
1872|TYC 1507-225-1                                                                                                                              |Star                                |16 00 48.6671878128 +17 29 31.655348772|030.7127476965771 +45.4166630801169|   2.863 -9.180  |10.81    |~              |    ~     ~          |    1|  472.389   pc  | -21.4448    +21.4448  |paral   |2020yCat.1350....0G
1873|TYC 1507-269-1                                                                                                                              |Spectroscopic Binary                |16 00 03.7481485536 +18 23 51.847363104|031.8341621418312 +45.9040687442512| 15.087 -24.133  |10.68    |~              |    ~     ~          |    1|  164.147   pc  |  -4.1117     +4.1117  |paral   |2020yCat.1350....0G
1874|TYC 1507-391-1                                                                                                                              |Star                                |16 00 18.9208556688 +18 25 26.494139460|031.8994857189667 +45.8569387031836|  -17.901 3.536  |10.53    |~              |    ~     ~          |    1|  213.261   pc  |  -0.7641     +0.7641  |paral   |2020yCat.1350....0G
1875|TYC 1507-394-1                                                                                                                              |High Proper Motion Star             |16 01 57.2658198168 +18 21 41.040199512|032.0086707452461 +45.4705523069257| 10.465 -55.248  |9.84     |~              |    ~     ~          |    1|  125.762   pc  |  -0.2705     +0.2705  |paral   |2020yCat.1350....0G
1876|TYC 1507-469-1                                                                                                                              |Star                                |16 05 27.6877473624 +18 27 16.251987672|032.5411614499562 +44.7225995011460|  -17.278 8.197  |10.73    |~              |    ~     ~          |    1|  822.504   pc  | -10.3506    +10.3506  |paral   |2020yCat.1350....0G
1877|TYC 1507-594-1                                                                                                                              |Star                                |16 07 17.4844902552 +18 06 38.457932904|032.3018173948010 +44.1955949412233|  -6.740 -1.363  |10.97    |~              |    ~     ~          |    1| 1029.654   pc  | -13.0403    +13.0403  |paral   |2020yCat.1350....0G
1878|TYC 1507-801-1                                                                                                                              |Star                                |16 04 35.0512922280 +17 40 45.826200372|031.4175112117691 +44.6449523183886|  -12.471 6.987  |10.69    |~              |    ~     ~          |    1|  541.712   pc  |  -4.0790     +4.0790  |paral   |2020yCat.1350....0G
1879|TYC 1507-845-1                                                                                                                              |Star                                |16 07 04.2131313168 +17 47 35.772218628|031.8619821809840 +44.1325956159829|  -44.947 8.547  |10.69    |~              |    ~     ~          |    1|   92.809   pc  |  -0.1421     +0.1421  |paral   |2020yCat.1350....0G
1880|TYC 1507-960-1                                                                                                                              |Star                                |16 06 22.5045517392 +18 39 17.498644020|032.9104340188161 +44.5883481025891|  9.075 -16.474  |10.91    |~              |    ~     ~          |    1|  392.141   pc  |  -2.7064     +2.7064  |paral   |2020yCat.1350....0G
1881|TYC 1511-29-1                                                                                                                               |Star                                |16 00 17.1520443960 +19 43 32.680297524|033.6633441468368 +46.3014626313461|  -14.605 7.907  |10.53    |~              |    ~     ~          |    1|  940.645   pc  | -11.9450    +11.9450  |paral   |2020yCat.1350....0G
1882|TYC 1511-314-1                                                                                                                              |High Proper Motion Star             |16 07 13.4326577928 +19 31 38.236375776|034.1599323688458 +44.6929507967850|-96.247 -20.218  |10.48    |~              |    ~     ~          |    1|   74.592   pc  |  -0.1630     +0.1630  |paral   |2020yCat.1350....0G
1883|TYC 1511-484-1                                                                                                                              |Star                                |16 00 53.5745229960 +19 26 30.093311940|033.3435749181795 +46.0731610555631| -11.416 -3.023  |10.52    |~              |    ~     ~          |    1| 1373.815   pc  | -30.7641    +30.7641  |paral   |2020yCat.1350....0G
1884|TYC 1511-519-1                                                                                                                              |Star                                |16 01 52.6302287904 +19 48 21.019368348|033.9484270841517 +45.9735022282655| -12.029 -1.218  |9.94     |~              |    ~     ~          |    1|  146.340   pc  |  -0.3662     +0.3662  |paral   |2020yCat.1350....0G
1885|TYC 1511-558-1                                                                                                                              |Star                                |16 02 21.8197753152 +18 57 20.420650260|032.8529324428442 +45.5833576069586| 22.166 -35.184  |10.78    |~              |    ~     ~          |    1|  181.258   pc  |  -1.0875     +1.0875  |paral   |2020yCat.1350....0G
1886|TYC 1511-649-1                                                                                                                              |Star                                |16 03 48.9286464480 +19 39 07.628883372|033.9533280592928 +45.4921768283293|   -9.987 0.138  |10.36    |~              |    ~     ~          |    1|  667.245   pc  |  -6.2775     +6.2775  |paral   |2020yCat.1350....0G
1887|TYC 1511-651-1                                                                                                                              |Star                                |16 05 01.6629545088 +18 55 06.958671744|033.1065517963813 +44.9780599067072|    -35.3 -30.0  |10.44    |~              |    ~     ~          |    0|                |                       |        |                   
1888|TYC 1511-814-1                                                                                                                              |Star                                |16 01 07.6104119592 +18 55 52.563309672|032.6782306233790 +45.8502833128452|-13.352 -25.084  |10.92    |~              |    ~     ~          |    1|  219.255   pc  |  -2.3508     +2.3508  |paral   |2020yCat.1350....0G
1889|TYC 1511-945-1                                                                                                                              |Star                                |16 04 43.2304923456 +19 03 11.172324816|033.2509644255742 +45.0918611544661|   -1.811 2.669  |10.08    |~              |    ~     ~          |    1|  698.519   pc  |  -7.4653     +7.4653  |paral   |2020yCat.1350....0G
1890|NGC 6043W                          NGC 6043B                          LEDA 1541265                                                          |Galaxy in Pair of Galaxies          |16 05 00.6532393104 +17 46 24.832886304|031.5920500783852 +44.5836715543110|   0.612 -0.051  |     ~   |~              | 0.42  0.30          |    0|                |                       |        |                   
1891|NGC 6041A                          NGC 6041                           NGC 6041                                                              |Brightest Galaxy in a Cluster (BCG) |16 04 35.7922766976 +17 43 17.522077764|031.4743064024396 +44.6572710932307|            ~ ~  |     ~   |~              |0.973 0.584          |    1|  130.02    Mpc |                       |        |2016AJ....152...50T
1892|TYC 1511-642-1                                                                                                                              |Star                                |16 06 43.9551115248 +19 59 34.725408684|034.7274803611652 +44.9540711251255|   1.555 -1.766  |10.82    |~              |    ~     ~          |    1|  944.376   pc  | -10.7913    +10.7913  |paral   |2020yCat.1350....0G
1893|BD+20 3217                                                                                                                                  |Star                                |16 09 15.6402591792 +19 57 30.669901272|034.9513091536610 +44.3807646986942| -8.859 -14.530  |9.60     |M0             |    ~     ~          |    1|  807.168   pc  | -12.4440    +12.4440  |paral   |2020yCat.1350....0G
1894|BD+19 3056                                                                                                                                  |Star                                |16 07 39.0843091608 +18 49 13.601427924|033.2732350519119 +44.3609574488583|   27.126 3.808  |9.92     |F5             |    ~     ~          |    1|  207.762   pc  |  -0.6432     +0.6432  |paral   |2020yCat.1350....0G
1895|BD+19 3057                                                                                                                                  |Star                                |16 08 27.9184687632 +18 59 20.192880372|033.5859490398891 +44.2370363732153|-18.675 -22.823  |9.73     |F8             |    ~     ~          |    1|  229.331   pc  |  -0.7889     +0.7889  |paral   |2020yCat.1350....0G
1896|BD+19 3058                                                                                                                                  |Star                                |16 08 43.8154886832 +18 39 28.456322688|033.1818934272921 +44.0653725557331|    0.030 2.335  |9.51     |K0             |    ~     ~          |    1|  588.616   pc  |  -4.6427     +4.6427  |paral   |2020yCat.1350....0G
1897|HD 145227                                                                                                                                   |Star                                |16 09 09.0735194232 +19 36 16.601744556|034.4718202411510 +44.2897042146965|  3.556 -19.935  |9.03     |K0             |    ~     ~          |    1|  476.304   pc  |  -3.9928     +3.9928  |paral   |2020yCat.1350....0G
1898|BD+18 3124                                                                                                                                  |Star                                |16 09 13.7213856672 +17 57 49.242589956|032.3359856696328 +43.7128086883744| -21.040 15.740  |10.21    |F0             |    ~     ~          |    1|  503.550   pc  | -16.8112    +16.8112  |paral   |2020yCat.1350....0G
1899|HD 145314                                                                                                                                   |Spectroscopic Binary                |16 09 40.3342679856 +18 26 16.707620760|033.0020725441023 +43.7799956317519|-16.049 -23.183  |8.36     |K2             |    ~     ~          |    1|  562.019   pc  | -14.5614    +14.5614  |paral   |2020yCat.1350....0G
1900|V* V336 Her                                                                                                                                 |Long-Period Variable                |16 08 07.0390173528 +18 48 55.808355672|033.3192096863725 +44.2556123929012| -19.901 -1.892  |10.92    |F7             |    ~     ~          |    1|  520.806   pc  |  -6.7267     +6.7267  |paral   |2020yCat.1350....0G
1901|BD+20 3227                                                                                                                                  |Star                                |16 13 06.0082632552 +20 00 51.960830724|035.4300391983705 +43.5452402518451|  -3.803 -5.005  |9.38     |K0             |    ~     ~          |    1|  579.542   pc  |  -7.9601     +7.9601  |paral   |2020yCat.1350....0G
1902|BD+20 3221                                                                                                                                  |Star                                |16 10 25.6667299536 +19 51 19.935770796|034.9395078696800 +44.0878528581693| -8.829 -19.646  |10.45    |K0             |    ~     ~          |    1|  545.881   pc  |  -4.9764     +4.9764  |paral   |2020yCat.1350....0G
1903|BD+20 3228                                                                                                                                  |Star                                |16 14 02.9341177440 +19 38 54.680004168|035.0542276587407 +43.2149855582246| -14.404 -4.584  |9.82     |A5             |    ~     ~          |    1|  311.061   pc  |  -1.6643     +1.6643  |paral   |2020yCat.1350....0G
1904|BD+19 3061                                                                                                                                  |Star                                |16 10 39.0107373672 +19 22 03.768354120|034.3231874189219 +43.8779710104804|    1.463 2.341  |9.80     |F2             |    ~     ~          |    1|  352.609   pc  |  -1.8650     +1.8650  |paral   |2020yCat.1350....0G
1905|BD+19 3062                                                                                                                                  |Star                                |16 10 43.1598220080 +19 18 46.177061436|034.2589392778791 +43.8443157432421|  -18.340 7.020  |10.18    |F5             |    ~     ~          |    1|  186.279   pc  |  -0.5725     +0.5725  |paral   |2020yCat.1350....0G
1906|BD+19 3067                                                                                                                                  |Star                                |16 12 10.2787465152 +19 19 05.353542048|034.4238149336907 +43.5231278680228|   0.344 -9.262  |9.30     |F0             |    ~     ~          |    1|  231.997   pc  |  -0.9150     +0.9150  |paral   |2020yCat.1350....0G
1907|BD+19 3068                                                                                                                                  |Star                                |16 12 15.2186311128 +19 34 07.825370448|034.7590382383556 +43.5879462688561|    1.258 3.025  |10.92    |G0             |    ~     ~          |    1|  567.924   pc  | -12.2887    +12.2887  |paral   |2020yCat.1350....0G
1908|BD+19 3070                                                                                                                                  |Star                                |16 12 33.2093863392 +18 51 24.961282920|033.8679580255142 +43.2827500502622|  -7.873 10.475  |9.12     |K5             |    ~     ~          |    1|  938.086   pc  | -16.7201    +16.7201  |paral   |2020yCat.1350....0G
1909|BD+19 3071                                                                                                                                  |Star                                |16 12 37.8985727016 +19 12 50.854611924|034.3387737812050 +43.3859678940137| -1.430 -39.424  |9.36     |K0             |    ~     ~          |    1|  545.019   pc  | -25.2785    +25.2785  |paral   |2020yCat.1350....0G
1910|HD 145912                                                                                                                                   |Star                                |16 12 51.4403039016 +19 06 05.573598660|034.2175858192968 +43.2979532101998| -41.535 -5.400  |7.08     |K2             |    ~     ~          |    1|  305.213   pc  |  -2.1519     +2.1519  |paral   |2020yCat.1350....0G
1911|HD 145588                                                                                                                                   |Spectroscopic Binary                |16 11 09.5919858744 +17 55 37.457127804|032.5125416255611 +43.2702067725111| -14.931 10.937  |8.11     |A0             |    ~     ~          |    1|  235.145   pc  |  -1.3989     +1.3989  |paral   |2020yCat.1350....0G
1912|BD+18 3134                                                                                                                                  |Star                                |16 11 39.7124301120 +18 08 47.853350988|032.8523732526526 +43.2358102852716|  -19.514 5.533  |10.03    |K0             |    ~     ~          |    1|  709.421   pc  |  -7.9015     +7.9015  |paral   |2020yCat.1350....0G
1913|HD 145770                                                                                                                                   |Star                                |16 12 02.7452343072 +17 58 40.656101052|032.6799002512304 +43.0910803878085|  -17.271 5.409  |8.64     |G5             |    ~     ~          |    1|  404.826   pc  |  -4.6051     +4.6051  |paral   |2020yCat.1350....0G
1914|HD 146101                                                                                                                                   |Star                                |16 13 53.8489803384 +18 29 08.428886088|033.5400134773714 +42.8564126214209| -14.497 -7.906  |8.25     |F0             |    ~     ~          |    1|  284.917   pc  |  -2.3704     +2.3704  |paral   |2020yCat.1350....0G
1915|HD 146264                                                                                                                                   |Star                                |16 14 47.9599854480 +18 12 59.629445712|033.2978483456356 +42.5622165207669| -9.009 -22.296  |7.48     |G8III          |    ~     ~          |    1|  184.328   pc  |  -0.6829     +0.6829  |paral   |2020yCat.1350....0G
1916|HD 145771                                                                                                                                   |Star                                |16 12 08.9361591792 +17 48 27.925820748|032.4739762530031 +43.0078529246770|  14.332 -9.926  |9.06     |F8             |    ~     ~          |    1|  265.006   pc  |  -1.1447     +1.1447  |paral   |2020yCat.1350....0G
1917|TYC 1507-708-1                                                                                                                              |Star                                |16 07 33.0842430672 +18 22 32.687103468|032.6784265925945 +44.2302988667003|  -13.928 4.715  |10.47    |~              |    ~     ~          |    1|  386.414   pc  |  -2.5234     +2.5234  |paral   |2020yCat.1350....0G
