C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST05:31:24

dec >=0&rah >=2.5&rah< 2.75&(cat='NGC'|Vmag< 11)
------------------------------------------------

Number of objects : 4974

 #  |                                                                 identifier                                                                 |               typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |   spec. type    |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|--------------------------------------------------------------------------------------------------------------------------------------------|----------------------------------|---------------------------------------|-----------------------------------|------------------|---------|-----------------|---------------|-----|----------------|-----------------------|--------|-------------------
3100|BD+12 366                                                                                                                                   |Star                              |02 39 32.5959272304 +12 49 49.470283416|159.6651848127265 -42.2019612809304|-12.198 -19.409   |9.50     |K0               |    ~     ~    |    1|  475.240   pc  |  -4.0202     +4.0202  |paral   |2020yCat.1350....0G
3101|BD+11 364                                                                                                                                   |Star                              |02 37 39.4474480368 +12 22 16.896437292|159.4804690247432 -42.8374753536057| -24.992 -5.042   |9.63     |F2               |    ~     ~    |    1|  204.759   pc  |  -0.8804     +0.8804  |paral   |2020yCat.1350....0G
3102|HD 16353                                                                                                                                    |Star                              |02 37 45.3101377080 +12 16 10.610850396|159.5832187914961 -42.9099433299405|  -37.299 2.818   |7.59     |G5               |    ~     ~    |    1|  266.439   pc  |  -1.7393     +1.7393  |paral   |2020yCat.1350....0G
3103|BD+11 366                                                                                                                                   |High Proper Motion Star           |02 38 20.2969035730 +11 45 32.829908648|160.1287873468164 -43.2594754214200|  74.744 12.167   |9.278    |G5               |    ~     ~    |    1|   68.9836  pc  |  -0.1874     +0.1874  |paral   |2018yCat.1345....0G
3104|BD+11 367                                                                                                                                   |High Proper Motion Star           |02 39 37.5501624768 +11 52 45.117345900|160.3981780309494 -42.9855723847078|  49.070 29.017   |9.76     |G5               |    ~     ~    |    1|  248.979   pc  |  -7.4637     +7.4637  |paral   |2020yCat.1350....0G
3105|BD+11 369                                                                                                                                   |High Proper Motion Star           |02 39 58.8233869320 +11 45 14.835204612|160.5917574258187 -43.0415838507114|-89.274 -64.074   |10.81    |G5               |    ~     ~    |    1|  112.328   pc  |  -0.2221     +0.2221  |paral   |2020yCat.1350....0G
3106|BD+10 354                                                                                                                                   |Star                              |02 39 12.3967390560 +11 20 16.493614728|160.6929339628876 -43.4929386950283| -9.182 -11.009   |9.84     |F8               |    ~     ~    |    1|  150.650   pc  |  -7.8549     +7.8549  |paral   |2020yCat.1350....0G
3107|BD+12 369                                                                                                                                   |Star                              |02 40 22.7952262080 +12 46 19.280264736|159.9385946054861 -42.1391229400726|  -3.613 -3.841   |9.72     |K2               |    ~     ~    |    1|  886.054   pc  | -14.6027    +14.6027  |paral   |2020yCat.1350....0G
3108|BD+12 372                                                                                                                                   |High Proper Motion Star           |02 40 37.2988035456 +12 45 20.678811876|160.0170456371793 -42.1203184028571| 20.328 -76.654   |10.70    |G5               |    ~     ~    |    1|  165.978   pc  |  -0.4876     +0.4876  |paral   |2020yCat.1350....0G
3109|BD+12 373                                                                                                                                   |Star                              |02 40 39.2159237304 +12 47 14.331527016|160.0024022993968 -42.0896697869363| 24.881 -24.674   |9.95     |F2               |    ~     ~    |    1|  220.255   pc  |  -2.9786     +2.9786  |paral   |2020yCat.1350....0G
3110|HD 16822                                                                                                                                    |High Proper Motion Star           |02 42 17.5040984808 +12 50 46.033875492|160.4061754586499 -41.8199318531365| 47.781 -28.148   |8.62     |F5               |    ~     ~    |    1|  236.061   pc  |  -2.4017     +2.4017  |paral   |2020yCat.1350....0G
3111|V* AL Ari                                                                                                                                   |Eclipsing Binary                  |02 42 36.3432139104 +12 44 07.817263224|160.5741672066255 -41.8692657026172|-22.585 -30.076   |9.23     |F8               |    ~     ~    |    1|  138.204   pc  |  -0.3973     +0.3973  |paral   |2020yCat.1350....0G
3112|BD+11 370A                                                                                                                                  |Star                              |02 40 18.3409721352 +12 16 20.297802000|160.2907057157753 -42.5661302758134|  26.664 28.533   |10.88    |~                |    ~     ~    |    1|  309.761   pc  |  -1.7079     +1.7079  |paral   |2020yCat.1350....0G
3113|BD+11 371                                                                                                                                   |Star                              |02 41 09.1609207560 +12 27 49.040676648|160.3806454116236 -42.2923123466807|  -16.593 6.895   |9.50     |F5               |    ~     ~    |    1|  128.903   pc  |  -0.2575     +0.2575  |paral   |2020yCat.1350....0G
3114|BD+11 373                                                                                                                                   |Star                              |02 42 40.4384922144 +12 18 20.996576136|160.9161503281628 -42.2162452010651|  11.866 -5.518   |9.49     |M2               |    ~     ~    |    1| 1130.710   pc  | -36.4374    +36.4374  |paral   |2020yCat.1350....0G
3115|BD+11 376                                                                                                                                   |Star                              |02 44 19.3191676176 +12 35 21.203190996|161.1492863882854 -41.7556583487463|-37.916 -21.523   |10.12    |G0               |    ~     ~    |    1|  239.802   pc  |  -0.8568     +0.8568  |paral   |2020yCat.1350....0G
3116|BD+11 372                                                                                                                                   |Star                              |02 42 35.2379022432 +12 08 59.029232820|161.0108398777296 -42.3573456541617|  9.098 -19.746   |10.03    |G0               |    ~     ~    |    1|  285.209   pc  |  -1.4805     +1.4805  |paral   |2020yCat.1350....0G
3117|TYC 642-67-1                                                                                                                                |Star                              |02 43 14.4690553464 +12 04 02.765684568|161.2522525816544 -42.3353997397641|   6.750 -5.636   |10.8     |A2               |    ~     ~    |    1|  858.516   pc  | -14.0777    +14.0777  |paral   |2020yCat.1350....0G
3118|HD 16984                                                                                                                                    |High Proper Motion Star           |02 43 48.2016961296 +12 01 46.982098776|161.4344074258611 -42.2887906552651|   55.779 5.733   |8.22     |K0               |    ~     ~    |    1|  138.679   pc  |  -0.5039     +0.5039  |paral   |2020yCat.1350....0G
3119|HD 16671                                                                                                                                    |Star                              |02 40 43.2680779032 +11 30 50.444908560|160.9812715924642 -43.1397604735946| 12.123 -12.750   |9.47     |A0               |    ~     ~    |    1|  449.398   pc  |  -4.0190     +4.0190  |paral   |2020yCat.1350....0G
3120|HD 16732                                                                                                                                    |Double or Multiple Star           |02 41 13.561 +11 22 45.64              |161.225251 -43.181799              |       8.8 -7.0   |9.1      |F0               |    ~     ~    |    0|                |                       |        |                   
3121|BD+10 359                                                                                                                                   |Star                              |02 42 00.1876856160 +11 11 54.293426952|161.5811128609207 -43.2235637603786| 18.459 -21.125   |10.26    |G5               |    ~     ~    |    1|   90.467   pc  |  -0.1367     +0.1367  |paral   |2020yCat.1350....0G
3122|IRAS 02421+1107                                                                                                                             |Long-Period Variable Candidate    |02 44 51.6540902304 +11 20 07.090007928|162.2604285499004 -42.7111212964914| -0.650 -13.542   |10.22    |~                |    ~     ~    |    1| 1244.4     pc  | -59.6185    +59.6185  |paral   |2020yCat.1350....0G
3123|BD+12 368                                                                                                                                   |Star                              |02 40 15.7111 +12 53 53.313            |159.8129228 -42.0494664            | -8.836 -17.722   |9.12     |G0               |    ~     ~    |    0|                |                       |        |                   
3124|TYC 642-144-1                                                                                                                               |Star                              |02 39 40.8973600536 +12 03 58.439383812|160.2725963080015 -42.8221526653538|  21.602 -7.660   |10.54    |~                |    ~     ~    |    1|  423.352   pc  |  -2.9572     +2.9572  |paral   |2020yCat.1350....0G
3125|TYC 642-211-1                                                                                                                               |High Proper Motion Star           |02 43 06.1011090456 +12 27 04.728273588|160.9227347038658 -42.0372229707587|  3.725 -77.092   |10.29    |~                |    ~     ~    |    1|  230.017   pc  |  -1.0952     +1.0952  |paral   |2020yCat.1350....0G
3126|TYC 642-216-1                                                                                                                               |Star                              |02 38 57.2007185184 +11 53 29.062721724|160.2013070093126 -43.0662067758884|-15.991 -39.246   |10.58    |~                |    ~     ~    |    1|  273.748   pc  |  -8.1832     +8.1832  |paral   |2020yCat.1350....0G
3127|TYC 642-232-1                                                                                                                               |Star                              |02 39 57.1220414616 +11 54 16.570635336|160.4697495795155 -42.9202335094410|    6.188 0.115   |10.40    |~                |    ~     ~    |    1|  339.651   pc  |  -3.7724     +3.7724  |paral   |2020yCat.1350....0G
3128|TYC 642-259-1                                                                                                                               |High Proper Motion Star           |02 37 39.5885022216 +11 59 31.804830564|159.7631662987728 -43.1553372097815| 47.483 -31.381   |9.78     |~                |    ~     ~    |    1|  130.286   pc  |  -0.2614     +0.2614  |paral   |2020yCat.1350....0G
3129|TYC 643-137-1                                                                                                                               |Star                              |02 43 24.9074749776 +11 24 26.615036736|161.8083514558177 -42.8549049900891|  -1.028 -6.999   |10.15    |~                |    ~     ~    |    1|  420.115   pc  |  -3.2652     +3.2652  |paral   |2020yCat.1350....0G
3130|TYC 645-578-1                                                                                                                               |Star                              |02 38 16.0277631192 +13 04 09.207303744|159.1378208247371 -42.1701605408231|  3.410 -10.624   |10.10    |~                |    ~     ~    |    1|  487.734   pc  | -25.7153    +25.7153  |paral   |2020yCat.1350....0G
3131|TYC 645-1218-1                                                                                                                              |Star                              |02 39 26.5082319024 +12 43 06.006517572|159.7198854001916 -42.3093539727640| 21.061 -26.757   |10.44    |~                |    ~     ~    |    1|  181.541   pc  |  -0.5767     +0.5767  |paral   |2020yCat.1350....0G
3132|TYC 646-161-1                                                                                                                               |Star                              |02 43 37.0429656312 +12 51 35.081216604|160.7553648141166 -41.6284585473196|   4.336 -6.205   |10.59    |~                |    ~     ~    |    1| 1380.262   pc  | -29.9104    +29.9104  |paral   |2020yCat.1350....0G
3133|BD+12 344                                                                                                                                   |Star                              |02 31 33.4089609240 +13 29 39.932744280|156.9538334969992 -42.6673598044959| -2.344 -17.923   |10.28    |A2               |    ~     ~    |    1|  536.107   pc  |  -6.0931     +6.0931  |paral   |2020yCat.1350....0G
3134|BD+12 347                                                                                                                                   |Star                              |02 32 24.0883112856 +13 27 26.958214368|157.2190771371377 -42.5935375839946|-15.053 -18.910   |9.89     |F0               |    ~     ~    |    1|  210.119   pc  |  -1.0066     +1.0066  |paral   |2020yCat.1350....0G
3135|BD+12 350                                                                                                                                   |Star                              |02 33 16.1194322424 +13 35 40.459400592|157.3677499858874 -42.3672657129394| 34.842 -17.894   |9.12     |K0               |    ~     ~    |    1|  432.320   pc  |  -3.9249     +3.9249  |paral   |2020yCat.1350....0G
3136|TYC 1216-1604-1                                                                                                                             |Star                              |02 33 06.1965126528 +15 19 30.873780120|156.1371339309185 -40.9006299747744| 21.412 -15.765   |10.99    |F8               |    ~     ~    |    1|  348.347   pc  |  -2.2085     +2.2085  |paral   |2020yCat.1350....0G
3137|BD+14 411                                                                                                                                   |Star                              |02 30 23.1928876512 +15 19 44.120940672|155.3824701939693 -41.2251380405025|    8.173 3.237   |9.61     |K2               |    ~     ~    |    1|  433.313   pc  |  -3.8866     +3.8866  |paral   |2020yCat.1350....0G
3138|BD+14 412                                                                                                                                   |Star                              |02 30 36.8972994696 +15 04 57.395282232|155.6089588201352 -41.4116069985548| 19.676 -10.312   |9.52     |F8               |    ~     ~    |    1|  178.868   pc  |  -1.0110     +1.0110  |paral   |2020yCat.1350....0G
3139|BD+14 416                                                                                                                                   |Star                              |02 31 15.7268927832 +15 30 24.774782832|155.5083875611923 -40.9659240905511|   9.874 -9.367   |9.88     |K0               |    ~     ~    |    1|  221.126   pc  |  -3.9704     +3.9704  |paral   |2020yCat.1350....0G
3140|HD 15789                                                                                                                                    |Star                              |02 32 38.6186858736 +15 09 46.480334904|156.1189794232270 -41.0967287230970| -12.985 -6.125   |8.86     |F2               |    ~     ~    |    1|  194.765   pc  |  -1.3959     +1.3959  |paral   |2020yCat.1350....0G
3141|* 29 Ari                                                                                                                                    |Spectroscopic Binary              |02 32 54.1419032736 +15 02 04.328074788|156.2767010858306 -41.1759088321049| -20.534 49.072   |5.988    |F8V              |    ~     ~    |    1|   29.280   pc  |  -0.0852     +0.0852  |paral   |2020yCat.1350....0G
3142|BD+14 421                                                                                                                                   |Star                              |02 33 32.2976700984 +15 35 00.235637016|156.0843271760165 -40.6248899319499| -5.020 -45.535   |9.36     |F5               |    ~     ~    |    1|  198.259   pc  |  -0.6328     +0.6328  |paral   |2020yCat.1350....0G
3143|BD+14 423                                                                                                                                   |Star                              |02 33 40.8180153216 +14 41 03.942808908|156.7291911306639 -41.3815239050493| -18.273 32.859   |9.60     |F8               |    ~     ~    |    1|  108.549   pc  |  -0.2062     +0.2062  |paral   |2020yCat.1350....0G
3144|BD+14 424                                                                                                                                   |Star                              |02 34 56.5197014136 +15 23 16.655812548|156.5989185330336 -40.6212046550267| -3.120 -25.526   |9.54     |K5               |    ~     ~    |    1|  549.360   pc  |  -5.4323     +5.4323  |paral   |2020yCat.1350....0G
3145|HD 16178                                                                                                                                    |Star                              |02 36 11.9637787728 +15 08 55.300018992|157.1039031300561 -40.6702107325471| -1.641 -41.531   |8.40     |K0               |    ~     ~    |    1|  292.150   pc  |  -2.6971     +2.6971  |paral   |2020yCat.1350....0G
3146|BD+13 400                                                                                                                                   |Star                              |02 30 34.3198079352 +14 15 40.700440908|156.1478740089033 -42.1279184054620|  9.741 -21.036   |9.63     |G0               |    ~     ~    |    1|  103.804   pc  |  -3.4169     +3.4169  |paral   |2020yCat.1350....0G
3147|BD+13 406                                                                                                                                   |Star                              |02 33 41.6829367248 +14 24 44.931556404|156.9193550144234 -41.6132164014532|  -8.322 -3.212   |10.88    |G0               |    ~     ~    |    1|  159.625   pc  |  -0.3847     +0.3847  |paral   |2020yCat.1350....0G
3148|BD+13 408                                                                                                                                   |Star                              |02 35 04.7936823144 +14 33 03.725866044|157.2073411769628 -41.3215835322244|   8.462 21.900   |9.22     |F8               |    ~     ~    |    1|   92.409   pc  |  -0.2084     +0.2084  |paral   |2020yCat.1350....0G
3149|BD+13 416                                                                                                                                   |Star                              |02 36 46.3162439424 +14 24 38.384664084|157.7697557909859 -41.2278223685070|   1.540 -6.427   |9.07     |K5               |    ~     ~    |    1|  694.830   pc  | -11.9249    +11.9249  |paral   |2020yCat.1350....0G
3150|BD+14 431                                                                                                                                   |Star                              |02 37 16.1435981832 +15 00 49.955291172|157.4870519396319 -40.6510104997130| 10.487 -10.081   |10.02    |~                |    ~     ~    |    1|  533.732   pc  |  -5.6119     +5.6119  |paral   |2020yCat.1350....0G
3151|HD 15597                                                                                                                                    |Star                              |02 30 55.5813573936 +13 57 34.842035268|156.4536837535987 -42.3449377957397|-24.144 -13.577   |8.93     |F8               |    ~     ~    |    1|  156.458   pc  |  -1.1750     +1.1750  |paral   |2020yCat.1350....0G
3152|BD+13 403                                                                                                                                   |High Proper Motion Star           |02 31 02.5737506232 +13 57 33.380257284|156.4869395502493 -42.3309617786272|70.252 -107.902   |10.73    |G0               |    ~     ~    |    1|  119.976   pc  |  -0.2879     +0.2879  |paral   |2020yCat.1350....0G
3153|BD+13 409                                                                                                                                   |Star                              |02 35 15.1031866392 +13 40 09.040850076|157.8704062204974 -42.0524917816167|  -0.677 -7.089   |9.70     |F0               |    ~     ~    |    1|  279.462   pc  |  -6.2167     +6.2167  |paral   |2020yCat.1350....0G
3154|HD 16113                                                                                                                                    |Star                              |02 35 42.4967804712 +13 49 02.279984916|157.8927691565798 -41.8682196518262|  28.552 14.678   |8.11     |K5               |    ~     ~    |    1|  277.185   pc  |  -2.5508     +2.5508  |paral   |2020yCat.1350....0G
3155|HD 16150                                                                                                                                    |Star                              |02 36 01.2964938816 +13 45 18.249271920|158.0236219714726 -41.8811345349348|  24.066 -8.996   |7.26     |F6III            |    ~     ~    |    1|  143.581   pc  |  -0.5731     +0.5731  |paral   |2020yCat.1350....0G
3156|HD 16188                                                                                                                                    |Star                              |02 36 19.6301073912 +13 40 06.358678104|158.1697303898961 -41.9155758178987|-12.086 -35.125   |8.31     |F0               |    ~     ~    |    1|  149.887   pc  |  -0.7054     +0.7054  |paral   |2020yCat.1350....0G
3157|TYC 638-233-1                                                                                                                               |Star                              |02 32 28.6172280168 +14 50 29.350598712|156.2888791230381 -41.3944119650716|-17.039 -36.707   |10.37    |~                |    ~     ~    |    1|  111.433   pc  |  -0.2285     +0.2285  |paral   |2020yCat.1350....0G
3158|TYC 638-829-1                                                                                                                               |Star                              |02 32 42.6790952400 +13 32 25.699875792|157.2485618426979 -42.4835935737366|   20.469 5.017   |10.24    |~                |    ~     ~    |    1|  389.150   pc  |  -5.6486     +5.6486  |paral   |2020yCat.1350....0G
3159|TYC 645-134-1                                                                                                                               |Star                              |02 36 22.0794556392 +14 07 33.589734636|157.8579894057536 -41.5214705496959| 42.574 -11.074   |10.71    |~                |    ~     ~    |    1|  192.385   pc  |  -0.7587     +0.7587  |paral   |2020yCat.1350....0G
3160|TYC 645-217-1                                                                                                                               |Star                              |02 36 56.2215145344 +14 33 56.726820792|157.7068577697440 -41.0748249495404|  -4.176 -6.551   |10.33    |~                |    ~     ~    |    1|  239.641   pc  |  -1.3840     +1.3840  |paral   |2020yCat.1350....0G
3161|TYC 645-319-1                                                                                                                               |Star                              |02 33 40.8940457520 +14 44 06.444654756|156.6949871443878 -41.3378090919788|  28.584 -9.891   |10.92    |~                |    ~     ~    |    1|  160.382   pc  |  -5.4660     +5.4660  |paral   |2020yCat.1350....0G
3162|TYC 645-563-1                                                                                                                               |Star                              |02 36 28.1947151688 +14 00 39.903391872|157.9668685958650 -41.6062010883261|  12.411 -0.527   |10.41    |~                |    ~     ~    |    1|  789.765   pc  | -13.2230    +13.2230  |paral   |2020yCat.1350....0G
3163|TYC 645-796-1                                                                                                                               |Star                              |02 35 00.2891961120 +14 55 54.586746624|156.9254911502552 -41.0048643766729|  -0.650 -8.977   |10.46    |~                |    ~     ~    |    1|  812.678   pc  | -10.9634    +10.9634  |paral   |2020yCat.1350....0G
3164|TYC 645-1165-1                                                                                                                              |Star                              |02 35 51.0558708240 +13 19 45.436761840|158.2789894291479 -42.2646432770670| -4.054 -19.271   |10.33    |~                |    ~     ~    |    1|  837.731   pc  | -10.7374    +10.7374  |paral   |2020yCat.1350....0G
3165|TYC 645-1226-1                                                                                                                              |Star                              |02 34 47.2572242136 +14 27 57.090279924|157.1854317004810 -41.4310763835994| 23.464 -11.544   |10.04    |~                |    ~     ~    |    1|  561.482   pc  |  -4.9496     +4.9496  |paral   |2020yCat.1350....0G
3166|TYC 1216-1411-1                                                                                                                             |High Proper Motion Star           |02 35 54.2513301336 +15 14 55.898403360|156.9553030534849 -40.6212929839620| 55.138 -60.002   |9.67     |K3.5             |    ~     ~    |    1|   46.909   pc  |  -1.2868     +1.2868  |paral   |2020yCat.1350....0G
3167|TYC 1216-1418-1                                                                                                                             |Star                              |02 36 33.7047418128 +15 17 39.778998648|157.1029687464084 -40.5003135422778|-13.959 -20.701   |10.42    |~                |    ~     ~    |    1|  216.962   pc  |  -8.0117     +8.0117  |paral   |2020yCat.1350....0G
3168|TYC 1216-1556-1                                                                                                                             |Star                              |02 30 35.4386564640 +15 17 39.574968828|155.4621013994700 -41.2307926237449|  28.804 13.938   |10.81    |~                |    ~     ~    |    1|  230.771   pc  |  -1.3740     +1.3740  |paral   |2020yCat.1350....0G
3169|TYC 1216-1639-1                                                                                                                             |Star                              |02 33 05.7255170280 +15 28 18.330051036|156.0372030300299 -40.7751132433102|  4.694 -13.319   |10.20    |~                |    ~     ~    |    1|  288.875   pc  |  -1.4437     +1.4437  |paral   |2020yCat.1350....0G
3170|TYC 1216-1702-1                                                                                                                             |Star                              |02 33 23.2875200160 +15 15 46.161670860|156.2573272321371 -40.9197017610716|    4.527 1.904   |10.47    |~                |    ~     ~    |    1| 1211.827   pc  | -29.0768    +29.0768  |paral   |2020yCat.1350....0G
3171|TYC 1216-1718-1                                                                                                                             |Spectroscopic Binary              |02 30 58.4284329624 +15 04 57.560495448|155.7090325130261 -41.3684007556839| 58.415 -38.501   |10.92    |~                |    ~     ~    |    1|  228.446   pc  |  -6.8522     +6.8522  |paral   |2020yCat.1350....0G
3172|BD+12 374                                                                                                                                   |Star                              |02 40 59.6753349696 +13 20 10.116604068|159.6913459512868 -41.5852861549822| 29.836 -39.573   |10.49    |G5               |    ~     ~    |    1|  120.252   pc  |  -0.4425     +0.4425  |paral   |2020yCat.1350....0G
3173|BD+12 376                                                                                                                                   |Star                              |02 42 11.0673906648 +12 59 26.292179364|160.2695414565475 -41.7141835948837|  -5.178 -8.978   |9.89     |F2               |    ~     ~    |    1|  309.722   pc  |  -1.7651     +1.7651  |paral   |2020yCat.1350....0G
3174|BD+12 379                                                                                                                                   |Star                              |02 42 51.8806983000 +13 16 04.742400756|160.2483847207147 -41.3915421249669|  -7.023 24.757   |10.12    |F5               |    ~     ~    |    1|  194.867   pc  |  -0.6417     +0.6417  |paral   |2020yCat.1350....0G
3175|BD+14 435                                                                                                                                   |Star                              |02 38 15.4900092432 +14 46 39.510747768|157.9188644970814 -40.7265331349306|   6.517 -9.959   |10.14    |F2               |    ~     ~    |    1|  269.020   pc  |  -1.6645     +1.6645  |paral   |2020yCat.1350....0G
3176|HD 16480                                                                                                                                    |Star                              |02 38 59.7863853938 +14 51 37.590436255|158.0607473657342 -40.5619034047572| 23.692 -12.516   |7.221    |K2II-III         | 0.11  0.0     |    1|  259.585   pc  |  -1.2398     +1.2398  |paral   |2020yCat.1350....0G
3177|HD 16497                                                                                                                                    |Double or Multiple Star           |02 39 06.29558 +14 30 18.4084          |158.33906967 -40.84901102          |  -13.75 -15.03   |8.61     |F5IV             |    ~     ~    |    0|                |                       |        |                   
3178|BD+13 423                                                                                                                                   |Star                              |02 39 11.0935364496 +14 31 02.603571096|158.3520746423695 -40.8283114590408|   36.515 7.858   |9.67     |F5               |    ~     ~    |    1|  209.236   pc  |  -1.0026     +1.0026  |paral   |2020yCat.1350....0G
3179|HD 16366                                                                                                                                    |Star                              |02 37 49.6608791760 +14 09 05.264553312|158.2408129544119 -41.3130136840488| -6.595 -17.551   |8.01     |F8               |    ~     ~    |    1|  263.227   pc  |  -1.6699     +1.6699  |paral   |2020yCat.1350....0G
3180|BD+13 424                                                                                                                                   |Star                              |02 39 51.4001685384 +14 10 15.745103940|158.7793539814278 -41.0338035997441| -39.009 -8.368   |9.30     |F8               |    ~     ~    |    1|  111.452   pc  |  -0.2956     +0.2956  |paral   |2020yCat.1350....0G
3181|BD+14 444                                                                                                                                   |Star                              |02 40 47.7370180752 +15 00 04.498677540|158.4452492647976 -40.2112778012558| -11.756 -3.323   |9.62     |F8               |    ~     ~    |    1|  147.184   pc  |  -0.4766     +0.4766  |paral   |2020yCat.1350....0G
3182|TYC 1223-1552-1                                                                                                                             |Star                              |02 40 46.5769698360 +15 00 19.513990224|158.4371619545163 -40.2102530942516|   -8.727 1.337   |10.15    |G0               |    ~     ~    |    1|  157.706   pc  |  -1.8430     +1.8430  |paral   |2020yCat.1350....0G
3183|HD 17018                                                                                                                                    |Star                              |02 44 10.0451541384 +15 04 15.759104592|159.2893936842993 -39.7122817459613| 33.229 -19.829   |8.14     |F5               |    ~     ~    |    1|  128.125   pc  |  -0.5138     +0.5138  |paral   |2020yCat.1350....0G
3184|BD+13 433                                                                                                                                   |Star                              |02 42 00.8004519864 +14 22 29.142400008|159.2145971774232 -40.5799271174976|  -2.539 -0.523   |9.60     |A5               |    ~     ~    |    1|  395.617   pc  |  -4.7893     +4.7893  |paral   |2020yCat.1350....0G
3185|BD+13 434                                                                                                                                   |Star                              |02 42 11.2033985496 +14 36 07.146540144|159.0986577529396 -40.3663547894550| -4.039 -12.216   |8.95     |K0               |    ~     ~    |    1|  368.718   pc  |  -2.9094     +2.9094  |paral   |2020yCat.1350....0G
3186|BD+13 428                                                                                                                                   |Star                              |02 40 57.1095290496 +13 52 30.614756160|159.2880379289487 -41.1391563501933|   0.973 -6.460   |9.76     |G5               |    ~     ~    |    1|  505.970   pc  |  -5.0177     +5.0177  |paral   |2020yCat.1350....0G
3187|BD+13 430                                                                                                                                   |Star                              |02 41 13.6584649128 +13 58 17.686341444|159.2930382683488 -41.0218542169109|  12.818 -3.545   |10.39    |G5               |    ~     ~    |    1|  658.371   pc  |  -8.1923     +8.1923  |paral   |2020yCat.1350....0G
3188|BD+13 436                                                                                                                                   |Star                              |02 42 27.6776440656 +13 41 24.256037364|159.8297022312027 -41.0937742199047|-20.075 -17.444   |10.09    |K0               |    ~     ~    |    1|  224.070   pc  |  -0.8937     +0.8937  |paral   |2020yCat.1350....0G
3189|HD 16639                                                                                                                                    |Star                              |02 40 27.0725693136 +13 31 37.818505776|159.4041337770793 -41.4973256404591| -0.235 -19.210   |7.52     |K0               |    ~     ~    |    1|  226.932   pc  |  -1.4780     +1.4780  |paral   |2020yCat.1350....0G
3190|HD 16981                                                                                                                                    |Star                              |02 43 44.9439502008 +13 17 24.580431960|160.4701791390507 -41.2535148545865|    5.414 3.697   |8.11     |K0               |    ~     ~    |    1|  393.639   pc  |  -3.7963     +3.7963  |paral   |2020yCat.1350....0G
3191|IRAS 02389+1443                                                                                                                             |Long-Period Variable Candidate    |02 41 44.0983950960 +14 56 12.153082920|158.7410882161882 -40.1438719707818|   7.326 -0.319   |9.70     |~                |    ~     ~    |    1| 1845.36    pc  |-134.171    +134.171   |paral   |2020yCat.1350....0G
3192|TYC 645-13-1                                                                                                                                |Star                              |02 43 04.8013956936 +14 54 34.687927764|159.1172208466124 -39.9907405138197|  -6.208 -3.054   |9.48     |~                |    ~     ~    |    1|  479.294   pc  |  -4.0202     +4.0202  |paral   |2020yCat.1350....0G
3193|IRAS 02376+1438                                                                                                                             |Long-Period Variable Candidate    |02 40 26.0963985216 +14 51 04.611397932|158.4539606189084 -40.3845911939421|   6.752 -9.153   |9.95     |~                |    ~     ~    |    1| 1249.53    pc  | -68.8546    +68.8546  |paral   |2020yCat.1350....0G
3194|TYC 645-82-1                                                                                                                                |Star                              |02 40 30.3557961192 +13 51 50.444045496|159.1753219643582 -41.2072622220901|   3.712 -2.640   |10.32    |~                |    ~     ~    |    1| 1502.630   pc  | -47.6416    +47.6416  |paral   |2020yCat.1350....0G
3195|TYC 645-128-1                                                                                                                               |Star                              |02 41 13.8465801600 +14 15 43.608751992|159.0852663859774 -40.7774216392473|-12.905 -17.620   |10.83    |~                |    ~     ~    |    1|  241.850   pc  |  -1.0587     +1.0587  |paral   |2020yCat.1350....0G
3196|TYC 645-185-1                                                                                                                               |Star                              |02 41 41.1332171736 +14 10 13.665602712|159.2732232054431 -40.7945640493689|   6.111 10.708   |10.94    |~                |    ~     ~    |    1|  231.530   pc  |  -0.9006     +0.9006  |paral   |2020yCat.1350....0G
3197|TYC 645-269-1                                                                                                                               |Star                              |02 37 38.2611964176 +14 54 14.121475272|157.6629814942594 -40.6980581010464|   -2.534 4.146   |10.47    |~                |    ~     ~    |    1|  738.662   pc  | -10.2577    +10.2577  |paral   |2020yCat.1350....0G
3198|TYC 645-288-1                                                                                                                               |Star                              |02 42 11.3319969168 +13 46 36.714960048|159.6931271747369 -41.0575750041609|   5.905 -0.951   |10.25    |~                |    ~     ~    |    1|  812.480   pc  | -14.3907    +14.3907  |paral   |2020yCat.1350....0G
3199|TYC 645-313-1                                                                                                                               |Star                              |02 41 53.3887168752 +14 28 16.368696048|159.1126054009793 -40.5151875390357|  7.071 -19.756   |10.71    |~                |    ~     ~    |    1|  305.139   pc  |  -1.3315     +1.3315  |paral   |2020yCat.1350....0G
3200|TYC 645-315-1                                                                                                                               |Star                              |02 41 12.8055019176 +14 00 50.048556084|159.2587180978425 -40.9882043092491|  29.881 -0.313   |10.86    |~                |    ~     ~    |    1|  229.211   pc  |  -0.9877     +0.9877  |paral   |2020yCat.1350....0G
3201|TYC 645-531-1                                                                                                                               |Star                              |02 42 53.1075051288 +14 01 58.149334704|159.6941917519922 -40.7508821168259|   7.077 -3.743   |10.66    |~                |    ~     ~    |    1|  491.860   pc  |  -4.3789     +4.3789  |paral   |2020yCat.1350....0G
