C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST06:58:37

dec >=0&rah >=11.5&rah< 11.75&(cat='NGC'|Vmag< 11)
--------------------------------------------------

Number of objects : 2296

 #  |                                               identifier                                                |                typ                 |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |   spec. type   |    ang. size    |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|------------------------------------|---------------------------------------|-----------------------------------|------------------|---------|----------------|-----------------|-----|----------------|-----------------------|--------|-------------------
1438|TYC 3015-1668-1                                                                                          |Star                                |11 37 52.6265094720 +42 55 16.358643660|161.5501698382750 +68.2744475239501|  27.080 -6.782   |10.59    |~               |    ~     ~      |    1|  185.684   pc  |  -0.7137     +0.7137  |paral   |2020yCat.1350....0G
1439|TYC 3015-2246-1                                                                                          |Star                                |11 39 58.6055440176 +43 47 34.776032676|159.1253650086931 +67.9751503855971| -9.565 -12.528   |10.29    |~               |    ~     ~      |    1|  230.696   pc  |  -1.0378     +1.0378  |paral   |2020yCat.1350....0G
1440|TYC 3016-392-1                                                                                           |Star                                |11 40 50.7924283176 +44 17 29.946845112|157.8847200684564 +67.7417831925593|-28.448 -20.574   |10.63    |~               |    ~     ~      |    1|  115.308   pc  |  -0.2859     +0.2859  |paral   |2020yCat.1350....0G
1441|TYC 3016-441-1                                                                                           |Star                                |11 42 07.6491977952 +44 23 42.389064888|157.2629719644423 +67.8306726281260|   0.871 -2.732   |10.47    |~               |    ~     ~      |    1|  269.964   pc  |  -1.5669     +1.5669  |paral   |2020yCat.1350....0G
1442|TYC 3016-453-1                                                                                           |High Proper Motion Star             |11 42 17.3820192864 +44 10 13.374211476|157.6292685302886 +68.0106375297761|-51.997 -57.555   |10.66    |~               |    ~     ~      |    1|  161.852   pc  |  -0.4139     +0.4139  |paral   |2020yCat.1350....0G
1443|TYC 3016-1406-1                                                                                          |Star                                |11 41 46.0887388128 +43 22 25.517488656|159.3475476159115 +68.4988047732239| 34.372 -33.785   |10.87    |~               |    ~     ~      |    1|  161.101   pc  |  -0.3997     +0.3997  |paral   |2020yCat.1350....0G
1444|TYC 3016-1414-1                                                                                          |Spectroscopic Binary                |11 44 18.1720083336 +42 43 13.857255444|159.7822522663744 +69.2840832607332| -29.542 -6.201   |10.31    |~               |    ~     ~      |    1|  264.578   pc  |  -1.8060     +1.8060  |paral   |2020yCat.1350....0G
1445|TYC 3016-1493-1                                                                                          |High Proper Motion Star             |11 41 27.1790863824 +43 14 04.199532648|159.7321261906326 +68.5522657281085|  -60.125 5.978   |10.87    |~               |    ~     ~      |    1|  301.232   pc  |  -1.2885     +1.2885  |paral   |2020yCat.1350....0G
1446|TYC 3016-1725-1                                                                                          |Star                                |11 43 27.3278355408 +43 07 54.689990700|159.2471163864573 +68.8881304889563|  3.643 -13.670   |10.84    |K0III           |    ~     ~      |    1|  618.238   pc  |  -8.1412     +8.1412  |paral   |2020yCat.1350....0G
1447|TYC 3016-1880-1                                                                                          |Star                                |11 41 12.7127494968 +42 56 26.007250020|160.4076105709104 +68.7189605553980| 44.047 -17.769   |10.78    |G8III           |    ~     ~      |    1|  167.729   pc  |  -0.4867     +0.4867  |paral   |2020yCat.1350....0G
1448|BD+44 2119                                                                                               |Double or Multiple Star             |11 43 28.5264117456 +43 33 37.877332716|158.3920394144195 +68.5920894461151|-46.446 -59.611   |9.92     |G0              |    ~     ~      |    1|  144.594   pc  |  -0.6523     +0.6523  |paral   |2020yCat.1350....0G
1449|BD+42 2232                                                                                               |Star                                |11 39 14.2212360264 +41 54 08.785800288|163.2548989905423 +69.1215185693154| -32.773 -3.412   |9.32     |K0III           |    ~     ~      |    1|  358.706   pc  |  -2.8693     +2.8693  |paral   |2020yCat.1350....0G
1450|HD 101366                                                                                                |Star                                |11 40 04.8799615680 +42 01 32.477351988|162.7071211983185 +69.1637797878871| -11.487 -8.842   |7.6      |M0III           |    ~     ~      |    1|  430.071   pc  |  -4.2356     +4.2356  |paral   |2020yCat.1350....0G
1451|BD+42 2229                                                                                               |Star                                |11 37 47.5860547608 +41 18 27.012912516|165.0404740673708 +69.2790075294891| -9.859 -26.184   |9.21     |F5              |    ~     ~      |    1|  191.102   pc  |  -0.8546     +0.8546  |paral   |2020yCat.1350....0G
1452|BD+42 2231                                                                                               |Spectroscopic Binary                |11 38 57.9604471824 +41 10 47.950282452|164.9460308862577 +69.5315321095684|-81.756 -43.630   |9.10     |G               |    ~     ~      |    1|   60.887   pc  |  -2.4835     +2.4835  |paral   |2020yCat.1350....0G
1453|BD+41 2214                                                                                               |Star                                |11 38 05.9312125632 +40 46 34.223354868|166.1528986517382 +69.6441576568424|-29.011 -12.570   |10.36    |F8              |    ~     ~      |    1|  336.995   pc  |  -1.5786     +1.5786  |paral   |2020yCat.1350....0G
1454|BD+41 2216                                                                                               |High Proper Motion Star             |11 38 28.9010534280 +40 42 48.864073716|166.1739677194045 +69.7396721352549| 34.912 -68.176   |9.87     |G5III:          |    ~     ~      |    1|  112.866   pc  |  -0.2076     +0.2076  |paral   |2020yCat.1350....0G
1455|BD+41 2217                                                                                               |Star                                |11 38 52.5159043728 +41 04 10.363790352|165.2265846964888 +69.5852751617354| -40.824 -0.367   |9.20     |G8III           |    ~     ~      |    1|  288.725   pc  |  -7.3025     +7.3025  |paral   |2020yCat.1350....0G
1456|HD 101194                                                                                                |High Proper Motion Star             |11 38 56.5280490504 +40 15 06.662695464|167.1108700089980 +70.0821665485236|  -55.900 2.595   |7.78     |F5              |    ~     ~      |    1|   64.347   pc  |  -1.3999     +1.3999  |paral   |2020yCat.1350....0G
1457|HD 101207                                                                                                |Double or Multiple Star             |11 38 57.22663 +41 08 34.8657          |165.03380949 +69.55228374          |  -80.01 -35.46   |9.16     |F8              |    ~     ~      |    0|                |                       |        |                   
1458|BD+41 2220                                                                                               |High Proper Motion Star             |11 39 05.5370751480 +40 41 34.762704900|166.0222248807831 +69.8448778460086|24.091 -134.581   |10.01    |G7IV            |    ~     ~      |    1|   91.555   pc  |  -0.5172     +0.5172  |paral   |2020yCat.1350....0G
1459|BD+41 2221                                                                                               |High Proper Motion Star             |11 39 52.0630583520 +40 24 32.903641440|166.4320748799736 +70.1322754310189|-91.318 -63.041   |9.8      |G6III:          |    ~     ~      |    1|  180.842   pc  |  -0.4775     +0.4775  |paral   |2020yCat.1350....0G
1460|HD 101014                                                                                                |Star                                |11 37 44.9887890864 +40 08 42.600603408|167.7503871796646 +69.9577917219508|  45.661 -2.823   |9.37     |G6III:          |    ~     ~      |    1|  111.733   pc  |  -0.1948     +0.1948  |paral   |2020yCat.1350....0G
1461|BD+40 2446                                                                                               |High Proper Motion Star             |11 38 16.6938050952 +39 57 06.259099788|168.0472843646148 +70.1511400565747|  -96.130 1.311   |10.59    |G7III           |    ~     ~      |    1|  104.547   pc  |  -0.1814     +0.1814  |paral   |2020yCat.1350....0G
1462|BD+40 2445                                                                                               |Star                                |11 38 04.6754695800 +39 33 21.069719424|169.0805757183948 +70.3415419878342|   2.594 18.183   |9.9      |G5              |    ~     ~      |    1|  110.541   pc  |  -0.1698     +0.1698  |paral   |2020yCat.1350....0G
1463|KPS 0352-221                                                                                             |Star                                |11 38 57.0 +40 14 48                   |167.1207 +70.0864                  |            ~ ~   |7.77     |~               |    ~     ~      |    0|                |                       |        |                   
1464|BD+42 2228                                                                                               |Star                                |11 37 34.2632494848 +41 32 05.843073588|164.6045079854497 +69.1072944612858| -21.391 23.881   |9.89     |F2              |    ~     ~      |    1|  335.109   pc  |  -6.1764     +6.1764  |paral   |2020yCat.1350....0G
1465|HD 101853                                                                                                |Star                                |11 43 37.1631340176 +41 43 20.827327116|162.1431680992316 +69.8614735918906|  21.951 -9.295   |6.704    |G9III           |    ~     ~      |    1|  166.906   pc  |  -0.5906     +0.5906  |paral   |2020yCat.1350....0G
1466|BD+42 2234                                                                                               |High Proper Motion Star             |11 40 12.2534377968 +41 43 39.969284808|163.3134995574720 +69.3716304260548|-77.168 -91.549   |10.84    |G7V:            |    ~     ~      |    1|  118.303   pc  |  -0.2617     +0.2617  |paral   |2020yCat.1350....0G
1467|BD+42 2235                                                                                               |Star                                |11 40 19.7766790632 +41 39 40.540714740|163.4174274552995 +69.4319157469155|   2.298 -7.853   |10.38    |G9III           |    ~     ~      |    1|  844.809   pc  | -13.1321    +13.1321  |paral   |2020yCat.1350....0G
1468|HD 101620                                                                                                |High Proper Motion Star             |11 41 46.3412400816 +41 14 15.287002800|163.8696200716776 +69.9093216359137| 44.338 -38.320   |6.909    |F5              |    ~     ~      |    1|   78.484   pc  |  -0.1638     +0.1638  |paral   |2020yCat.1350....0G
1469|BD+42 2238                                                                                               |Star                                |11 42 04.4264954328 +41 32 18.337385400|163.0921771460074 +69.7613906811694|   -2.690 1.479   |9.93     |K2III           |    ~     ~      |    1|  587.613   pc  |  -4.8340     +4.8340  |paral   |2020yCat.1350....0G
1470|HD 101687                                                                                                |Star                                |11 42 17.3997454560 +41 27 18.045683928|163.2023254613092 +69.8459547202522|  0.169 -18.185   |9.04     |G7III           |    ~     ~      |    1|  101.871   pc  |  -1.7424     +1.7424  |paral   |2020yCat.1350....0G
1471|BD+42 2240                                                                                               |Spectroscopic Binary                |11 42 19.4204553888 +41 37 52.969543608|162.7997804314808 +69.7372824388648| -23.839 -5.140   |9.5      |K1III           |    ~     ~      |    1| 1005.530   pc  | -41.0503    +41.0503  |paral   |2020yCat.1350....0G
1472|BD+42 2242                                                                                               |High Proper Motion Star             |11 43 44.9426087088 +41 28 12.293538420|162.6538298929212 +70.0448781280733|-45.952 -22.911   |9.3      |K0III           |    ~     ~      |    1|  208.459   pc  |  -0.7300     +0.7300  |paral   |2020yCat.1350....0G
1473|BD+42 2244                                                                                               |Star                                |11 44 57.9807971640 +41 34 13.779811344|161.9919074430118 +70.1508436408717|    4.048 3.291   |10.74    |K0III           |    ~     ~      |    1| 1387.155   pc  | -34.4432    +34.4432  |paral   |2020yCat.1350....0G
1474|BD+41 2223                                                                                               |Star                                |11 41 12.2224679976 +41 01 45.609261924|164.5381703719320 +69.9563221156384| -39.366 -7.084   |9.60     |F5              |    ~     ~      |    1|  206.360   pc  |  -0.6984     +0.6984  |paral   |2020yCat.1350....0G
1475|BD+41 2225                                                                                               |Star                                |11 42 23.2304654880 +40 28 45.331202100|165.4079803432883 +70.4722091861218|  0.769 -22.911   |10.20    |F8              |    ~     ~      |    1|  237.942   pc  |  -1.3814     +1.3814  |paral   |2020yCat.1350....0G
1476|BD+41 2226                                                                                               |Star                                |11 42 27.4688634264 +41 03 03.740984424|164.0548616646838 +70.1271372438462|-12.977 -12.816   |9.4      |K3III           |    ~     ~      |    1|  555.463   pc  |  -4.6589     +4.6589  |paral   |2020yCat.1350....0G
1477|HD 101741                                                                                                |High Proper Motion Star             |11 42 43.7233772568 +40 54 00.143690184|164.3062727713706 +70.2618924559484|-37.823 -37.830   |8.4      |K0III           |    ~     ~      |    1|  274.198   pc  |  -5.9020     +5.9020  |paral   |2020yCat.1350....0G
1478|BD+41 2228                                                                                               |Star                                |11 43 20.1270700968 +40 22 49.039813956|165.3091996213193 +70.6753852579279|  7.693 -26.342   |10.67    |G7IV:           |    ~     ~      |    1|  346.476   pc  |  -1.8007     +1.8007  |paral   |2020yCat.1350....0G
1479|BD+40 2449                                                                                               |Star                                |11 40 19.6050905520 +39 47 24.548958276|167.7714440606463 +70.5658757981228|   1.679 -5.420   |10.3     |K1III           |    ~     ~      |    1|  725.953   pc  | -11.3307    +11.3307  |paral   |2020yCat.1350....0G
1480|BD+40 2450                                                                                               |Star                                |11 40 52.1958131760 +40 04 12.640320552|166.9070075559267 +70.4870572680162|  -9.592 11.311   |10.1     |G9III           |    ~     ~      |    1|  697.934   pc  |  -7.6964     +7.6964  |paral   |2020yCat.1350....0G
1481|HD 101918                                                                                                |Star                                |11 44 00.5568926328 +40 04 57.798379092|165.7836605227985 +70.9596092524134| 16.447 -12.779   |8.8      |K4IV            |    ~     ~      |    1|  718.597   pc  | -12.5481    +12.5481  |paral   |2020yCat.1350....0G
1482|HD 101675                                                                                                |High Proper Motion Star             |11 42 13.7344222800 +39 39 34.734420900|167.4484970122722 +70.9393319910453| 19.253 -58.794   |8.8      |G5III:          |    ~     ~      |    1|   68.086   pc  |  -0.0793     +0.0793  |paral   |2020yCat.1350....0G
1483|HD 101675B                                                                                               |High Proper Motion Star             |11 42 14.5167870528 +39 39 27.541846080|167.4489546793227 +70.9425363117148| 19.221 -59.312   |10.44    |~               |    ~     ~      |    1|   67.919   pc  |  -0.0743     +0.0743  |paral   |2020yCat.1350....0G
1484|BD+40 2452                                                                                               |Star                                |11 42 24.5607813168 +39 24 15.514031844|168.0248612444000 +71.1162433715246| -40.719 -9.052   |10.06    |F5              |    ~     ~      |    1|  235.305   pc  |  -0.9357     +0.9357  |paral   |2020yCat.1350....0G
1485|BD+40 2453                                                                                               |High Proper Motion Star             |11 42 26.4314432712 +39 34 51.889928772|167.5708283258465 +71.0183509452214|-137.085 -10.173  |9.9      |G7V             |    ~     ~      |    1|   95.653   pc  |  -0.1528     +0.1528  |paral   |2020yCat.1350....0G
1486|BD+40 2454                                                                                               |High Proper Motion Star             |11 42 38.6748812952 +39 40 01.355032020|167.2860660812375 +70.9997396153313| 42.810 -33.069   |10.0     |G7III           |    ~     ~      |    1|  334.638   pc  |  -1.7021     +1.7021  |paral   |2020yCat.1350....0G
1487|HD 101999                                                                                                |Star                                |11 44 27.1807760976 +39 29 46.366509192|167.0729143061702 +71.3816761678695| -32.050 -9.450   |9.36     |F2              |    ~     ~      |    1|  242.401   pc  |  -0.9871     +0.9871  |paral   |2020yCat.1350....0G
1488|TYC 3013-786-1                                                                                           |Star                                |11 38 02.1838497096 +39 35 49.227895464|168.9920437538864 +70.3120555591562|-37.380 -10.557   |10.62    |~               |    ~     ~      |    1|  189.962   pc  |  -0.4944     +0.4944  |paral   |2020yCat.1350....0G
1489|TYC 3013-1624-1                                                                                          |Star                                |11 38 09.7158384432 +41 04 46.084697040|165.4366401778158 +69.4722484661447|   -2.345 8.166   |10.19    |~               |    ~     ~      |    1|  258.058   pc  |  -5.4341     +5.4341  |paral   |2020yCat.1350....0G
1490|TYC 3013-2228-1                                                                                          |High Proper Motion Star             |11 39 59.6355113952 +40 30 49.266576396|166.1432441772675 +70.0892545252801|-71.544 -55.039   |10.74    |~               |    ~     ~      |    1|  169.895   pc  |  -0.5455     +0.5455  |paral   |2020yCat.1350....0G
1491|TYC 3014-1422-1                                                                                          |Star                                |11 43 30.6656947680 +40 04 58.922191272|165.9607355481819 +70.8839070825065|-21.699 -20.469   |10.70    |~               |    ~     ~      |    1|  182.729   pc  |  -0.5609     +0.5609  |paral   |2020yCat.1350....0G
1492|TYC 3014-1494-1                                                                                          |Star                                |11 44 49.4790508392 +41 11 32.385948540|162.8886525994109 +70.3789410984127|   4.516 -6.484   |10.72    |~               |    ~     ~      |    1|  296.384   pc  | -19.9229    +19.9229  |paral   |2020yCat.1350....0G
1493|TYC 3014-1530-1                                                                                          |Star                                |11 44 30.0276731448 +41 07 22.919903940|163.1635726143639 +70.3774158348052| -32.846 -4.943   |10.97    |~               |    ~     ~      |    1|  345.758   pc  |  -1.9845     +1.9845  |paral   |2020yCat.1350....0G
1494|TYC 3014-1553-1                                                                                          |High Proper Motion Star             |11 40 22.4498326104 +40 50 57.188330376|165.2335201508621 +69.9439068510043| 37.830 -39.604   |10.33    |~               |    ~     ~      |    1|  264.936   pc  |  -3.0393     +3.0393  |paral   |2020yCat.1350....0G
1495|TYC 3014-1679-1                                                                                          |Star                                |11 41 35.5686014112 +39 34 31.378871172|167.8761173215665 +70.8887794009287|  -31.299 4.986   |10.70    |~               |    ~     ~      |    1|  329.305   pc  |  -4.7389     +4.7389  |paral   |2020yCat.1350....0G
1496|TYC 3014-1710-1                                                                                          |Star                                |11 44 42.5369069472 +40 02 49.722950724|165.6174772345139 +71.0871460717983|-27.543 -16.471   |10.98    |~               |    ~     ~      |    1|  328.580   pc  |  -1.5979     +1.5979  |paral   |2020yCat.1350....0G
1497|TYC 3014-1740-1                                                                                          |Star                                |11 43 54.6310879584 +40 05 23.497001484|165.8017433091327 +70.9402968393062|  -6.205 -1.158   |10.09    |K1III           |    ~     ~      |    1| 1054.852   pc  | -18.3598    +18.3598  |paral   |2020yCat.1350....0G
1498|TYC 3014-2088-1                                                                                          |Star                                |11 40 16.6012488216 +41 07 52.193123832|164.6206651041109 +69.7561216619996|    2.004 0.646   |9.97     |G8III           |    ~     ~      |    1|  438.308   pc  |  -4.2265     +4.2265  |paral   |2020yCat.1350....0G
1499|TYC 3014-2280-1                                                                                          |High Proper Motion Star             |11 43 16.1139860736 +39 59 08.183454072|166.2834851641484 +70.9060034311212| 10.082 -49.005   |10.88    |G8III           |    ~     ~      |    1|  108.783   pc  |  -0.2130     +0.2130  |paral   |2020yCat.1350....0G
1500|TYC 3014-2291-1                                                                                          |Star                                |11 43 55.4252427912 +39 31 38.450414820|167.1842395064082 +71.2810786487260|  1.914 -15.981   |10.92    |~               |    ~     ~      |    1|  224.281   pc  |  -0.7847     +0.7847  |paral   |2020yCat.1350....0G
1501|TYC 3014-2371-1                                                                                          |Star                                |11 43 02.9665842768 +40 30 42.766232760|165.0985613546011 +70.5513355718990|  -4.029 -5.114   |10.98    |G9III           |    ~     ~      |    1| 1204.529   pc  | -20.3125    +20.3125  |paral   |2020yCat.1350....0G
1502|TYC 3015-1891-1                                                                                          |Star                                |11 38 49.1106043800 +41 54 30.875558076|163.3795090170788 +69.0573062864425| -2.057 -32.513   |10.60    |G6IV:           |    ~     ~      |    1|  106.199   pc  |  -0.1805     +0.1805  |paral   |2020yCat.1350....0G
1503|TYC 3015-2040-1                                                                                          |High Proper Motion Star             |11 38 29.9883109512 +41 24 37.985757984|164.5804484033451 +69.3209991166082| -60.365 10.886   |10.98    |~               |    ~     ~      |    1|  288.043   pc  |  -1.2445     +1.2445  |paral   |2020yCat.1350....0G
1504|TYC 3016-1392-1                                                                                          |High Proper Motion Star             |11 40 57.1489129416 +41 23 51.429432552|163.7913328642080 +69.6889119504224|  -70.268 1.758   |10.99    |G8              |    ~     ~      |    1|  127.773   pc  |  -0.3641     +0.3641  |paral   |2020yCat.1350....0G
1505|TYC 3016-1416-1                                                                                          |Star                                |11 41 16.2562538016 +41 18 14.725665756|163.8922701084231 +69.7942586594147|  0.868 -18.993   |10.76    |G7III           |    ~     ~      |    1| 1017.708   pc  | -17.9181    +17.9181  |paral   |2020yCat.1350....0G
1506|TYC 3016-1566-1                                                                                          |Star                                |11 44 30.6612834672 +41 35 40.486752600|162.1041236271920 +70.0710155859598|  -25.203 0.610   |10.72    |~               |    ~     ~      |    1|  308.385   pc  |  -1.6453     +1.6453  |paral   |2020yCat.1350....0G
1507|HD 101178                                                                                                |Star                                |11 38 49.9205522280 +39 10 21.274033656|169.7995558948026 +70.6740972338596|   -5.495 5.673   |7.34     |M1III           |    ~     ~      |    1|  394.649   pc  |  -3.6289     +3.6289  |paral   |2020yCat.1350....0G
1508|HD 101108                                                                                                |Star                                |11 38 19.3666459704 +38 45 16.889006304|171.0297726070139 +70.8149509536505|   -5.493 6.339   |8.87     |A5_lB           |    ~     ~      |    1|  282.151   pc  |  -2.9137     +2.9137  |paral   |2020yCat.1350....0G
1509|HD 101163                                                                                                |Star                                |11 38 43.9315219560 +38 38 58.251180876|171.1740465470475 +70.9382746360330|  -40.363 5.537   |8.94     |K2              |    ~     ~      |    1|  305.344   pc  |  -1.6036     +1.6036  |paral   |2020yCat.1350....0G
1510|BD+38 2262                                                                                               |High Proper Motion Star             |11 38 18.8917342608 +38 01 42.226760460|172.9457190764788 +71.1871419652273| 40.957 -40.588   |10.10    |G5              |    ~     ~      |    1|  104.708   pc  |  -0.1754     +0.1754  |paral   |2020yCat.1350....0G
1511|BD+38 2264                                                                                               |High Proper Motion Star             |11 39 39.1143125064 +37 13 08.479802856|174.7626796945467 +71.8139783379002|-66.147 -19.762   |9.41     |G5              |    ~     ~      |    1|   63.408   pc  |  -0.0503     +0.0503  |paral   |2020yCat.1350....0G
1512|BD+37 2201                                                                                               |Spectroscopic Binary                |11 37 43.6205758128 +36 57 00.177637356|176.0904697958924 +71.5994156444952|  -75.733 4.706   |10.52    |F8              |    ~     ~      |    1|  169.087   pc  |  -5.7010     +5.7010  |paral   |2020yCat.1350....0G
1513|BD+40 2455                                                                                               |High Proper Motion Star             |11 42 38.7455590464 +39 11 56.891001912|168.4636080196684 +71.2717548656347|-126.623 41.932   |9.84     |F8              |    ~     ~      |    1|  145.550   pc  |  -0.8347     +0.8347  |paral   |2020yCat.1350....0G
1514|BD+40 2458                                                                                               |Star                                |11 44 07.1540190240 +39 17 26.785588920|167.7125013465459 +71.4510883896425|  -21.373 2.207   |10.80    |G8III           |    ~     ~      |    1|  693.866   pc  |  -9.0994     +9.0994  |paral   |2020yCat.1350....0G
1515|BD+39 2464                                                                                               |High Proper Motion Star             |11 42 54.4454144544 +39 07 50.819169576|168.5478320555000 +71.3524786682481|-49.769 -28.063   |10.15    |G6              |    ~     ~      |    1|  193.971   pc  |  -0.6058     +0.6058  |paral   |2020yCat.1350....0G
1516|BD+39 2463                                                                                               |Star                                |11 40 35.3398424184 +38 22 24.200394420|171.3065800986961 +71.3925319311358|-10.695 -24.183   |10.73    |F8              |    ~     ~      |    1|  222.985   pc  |  -0.7160     +0.7160  |paral   |2020yCat.1350....0G
1517|HD 101977                                                                                                |Double or Multiple Star             |11 44 18.4282961592 +39 00 24.545682180|168.3749517905442 +71.6460233633525|   1.831 -6.196   |8.640    |F0              |    ~     ~      |    1|  286.582   pc  |  -1.2894     +1.2894  |paral   |2020yCat.1350....0G
1518|HD 101978                                                                                                |High Proper Motion Star             |11 44 20.2212365808 +38 31 39.480998052|169.6244836389419 +71.9237074877897|-57.575 -17.662   |7.9      |K2IV            |    ~     ~      |    1|  588.166   pc  |  -6.7458     +6.7458  |paral   |2020yCat.1350....0G
1519|BD+38 2269                                                                                               |Star                                |11 42 05.4550914432 +37 59 46.047974208|171.8298780690703 +71.8422010859412|    2.557 2.513   |10.43    |F5              |    ~     ~      |    1|  333.444   pc  |  -4.0694     +4.0694  |paral   |2020yCat.1350....0G
1520|BD+38 2274                                                                                               |Star                                |11 44 22.1317881912 +37 57 51.730412292|171.1416990136005 +72.2390411113725|-25.544 -25.676   |9.85     |F8              |    ~     ~      |    1|  235.344   pc  |  -1.0468     +1.0468  |paral   |2020yCat.1350....0G
1521|HD 102055                                                                                                |Star                                |11 44 50.5072200912 +37 55 22.101620592|171.0908375040069 +72.3399451402014|   -0.376 6.459   |9.03     |G0              |    ~     ~      |    1|  187.554   pc  |  -1.0342     +1.0342  |paral   |2020yCat.1350....0G
1522|BD+38 2265                                                                                               |Spectroscopic Binary                |11 40 44.6673142152 +37 39 40.445315928|173.1882038816904 +71.7862575653373|  -10.635 0.802   |10.2     |K5              |    ~     ~      |    1| 1213.592   pc  | -27.8360    +27.8360  |paral   |2020yCat.1350....0G
1523|BD+38 2268                                                                                               |Star                                |11 42 00.5343849744 +37 21 01.585888776|173.6515695502148 +72.1589733628420|    2.370 3.236   |9.3      |K1III           |    ~     ~      |    1|  711.744   pc  | -17.8316    +17.8316  |paral   |2020yCat.1350....0G
1524|BD+38 2270                                                                                               |High Proper Motion Star             |11 42 16.1855212464 +37 13 56.109196164|173.9026723347263 +72.2627752663770|  -53.391 1.407   |10.54    |G6V:            |    ~     ~      |    1|  129.909   pc  |  -0.2666     +0.2666  |paral   |2020yCat.1350....0G
1525|HD 101806                                                                                                |Double or Multiple Star             |11 43 07.3069 +37 14 43.782            |173.5859120 +72.4030993            |    -26.0 -14.4   |9.14     |G0              |    ~     ~      |    0|                |                       |        |                   
1526|HD 101854                                                                                                |Star                                |11 43 28.5325799664 +37 14 26.672497692|173.4820251347296 +72.4663172290331| -34.560 -7.563   |8.4      |K1IV            |    ~     ~      |    1|  508.958   pc  |  -6.9940     +6.9940  |paral   |2020yCat.1350....0G
1527|HD 101979                                                                                                |Star                                |11 44 20.3243975856 +37 31 42.854375316|172.3699554710938 +72.4655644760358| 21.200 -33.937   |9.2      |K0III           |    ~     ~      |    1|  202.573   pc  |  -0.6402     +0.6402  |paral   |2020yCat.1350....0G
1528|HD 101394                                                                                                |Star                                |11 40 14.1434053008 +36 28 30.956291364|176.7238601018445 +72.2624501069624|-31.167 -21.065   |8.16     |K0              |    ~     ~      |    1|  168.124   pc  |  -0.7490     +0.7490  |paral   |2020yCat.1350....0G
1529|BD+37 2208                                                                                               |Star                                |11 42 18.3113842896 +36 44 29.653069740|175.3085935310923 +72.5073601699367|-20.420 -17.831   |9.6      |G7III:          |    ~     ~      |    1|  555.895   pc  |  -5.0370     +5.0370  |paral   |2020yCat.1350....0G
1530|NGC 3813                           NGC 3813                                                              |Galaxy towards a Group of Galaxies  |11 41 18.6482342616 +36 32 48.771124872|176.1894782903928 +72.4222013727897|            ~ ~   |     ~   |~               |1.673 0.803      |    1|   20.89    Mpc |  -1.79       +1.79    |T-F     |2020ApJ...902..145K
1531|BD+38 2261                                                                                               |Star                                |11 38 12.6049441752 +37 56 49.001211600|173.1967255536482 +71.2098636377995|   6.999 -1.788   |10.7     |~               |    ~     ~      |    1| 1182.173   pc  | -21.1027    +21.1027  |paral   |2020yCat.1350....0G
1532|TYC 2525-85-1                                                                                            |Star                                |11 38 44.8143767256 +37 15 32.686631424|174.9232649938007 +71.6364602013094|-12.232 -13.281   |10.74    |~               |    ~     ~      |    1|  106.014   pc  |  -0.2248     +0.2248  |paral   |2020yCat.1350....0G
1533|TYC 2525-93-1                                                                                            |High Proper Motion Star             |11 40 23.1426692280 +37 03 11.865515184|175.0075711529633 +72.0215266887557| 62.178 -31.703   |10.34    |~               |    ~     ~      |    1|  174.201   pc  |  -0.5705     +0.5705  |paral   |2020yCat.1350....0G
1534|TYC 2525-285-1                                                                                           |Star                                |11 39 15.8259025632 +36 30 52.513323804|176.8945215130974 +72.0701668270790|  14.169 -8.617   |10.85    |~               |    ~     ~      |    1|  593.155   pc  |  -6.0515     +6.0515  |paral   |2020yCat.1350....0G
1535|TYC 2525-331-1                                                                                           |Star                                |11 40 02.9193823320 +36 57 32.902099776|175.3792810393898 +72.0067075504137|  -10.608 3.169   |10.5     |~               |    ~     ~      |    1|  889.601   pc  | -12.1874    +12.1874  |paral   |2020yCat.1350....0G
1536|TYC 2525-881-1                                                                                           |Star                                |11 40 16.5454526832 +37 07 57.374859396|174.8158912075900 +71.9644351810741|   -7.779 2.973   |10.35    |~               |    ~     ~      |    1|  271.231   pc  |  -1.6479     +1.6479  |paral   |2020yCat.1350....0G
1537|TYC 2526-70-1                                                                                            |Star                                |11 44 29.7570498096 +37 03 00.414320256|173.6894423726826 +72.7380541992382|  -9.835 -3.561   |10.30    |~               |    ~     ~      |    1|  301.241   pc  |  -1.6697     +1.6697  |paral   |2020yCat.1350....0G
1538|TYC 2526-818-1                                                                                           |Star                                |11 43 32.5052071392 +37 07 31.556695800|173.7915047968649 +72.5356764890905| -28.208 11.595   |10.81    |~               |    ~     ~      |    1|  255.696   pc  | -11.0362    +11.0362  |paral   |2020yCat.1350....0G
1539|TYC 2526-828-1                                                                                           |Star                                |11 43 12.0885690384 +36 49 12.989408916|174.7903922969753 +72.6269479369670|   10.698 2.737   |9.99     |~               |    ~     ~      |    1|  166.586   pc  |  -0.6272     +0.6272  |paral   |2020yCat.1350....0G
