C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST06:48:17

dec >=0&rah >=10.25&rah< 10.5&(cat='NGC'|Vmag< 11)
--------------------------------------------------

Number of objects : 2565

 #  |                                               identifier                                                |                typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |    spec. type     |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|-----------------------------------|---------------------------------------|-----------------------------------|------------------|---------|-------------------|---------------|-----|----------------|-----------------------|--------|-------------------
2301|BD+01 2441                                                                                               |High Proper Motion Star            |10 27 03.9843125040 +00 48 30.514684572|244.0703652582466 +46.5128663199125|-48.881 -18.092   |9.56     |G0                 |    ~     ~    |    1|  100.587   pc  |  -0.2772     +0.2772  |paral   |2020yCat.1350....0G
2302|HD 90525                                                                                                 |High Proper Motion Star            |10 27 07.0451692056 +01 03 09.354103164|243.8113224386477 +46.6804243817539|-48.489 -32.731   |9.54     |F5/6V              |    ~     ~    |    1|  220.167   pc  |  -0.8822     +0.8822  |paral   |2020yCat.1350....0G
2303|BD+01 2444                                                                                               |Spectroscopic Binary               |10 27 41.3827812528 +00 30 04.080507516|244.5565386759077 +46.4314595465658| -9.837 -24.749   |10.60    |G0                 |    ~     ~    |    1|  154.998   pc  |  -0.4252     +0.4252  |paral   |2020yCat.1350....0G
2304|BD+01 2445                                                                                               |High Proper Motion Star            |10 28 16.2140074560 +01 07 54.020449272|243.9951889231331 +46.9514432254718| -49.611 -5.512   |9.81     |F2                 |    ~     ~    |    1|  182.565   pc  |  -0.7799     +0.7799  |paral   |2020yCat.1350....0G
2305|HD 90720                                                                                                 |High Proper Motion Star            |10 28 31.3467487080 +00 31 28.341039144|244.7284039473679 +46.6043698635728|-26.381 -60.068   |8.73     |G5/6V              |    ~     ~    |    1|   68.421   pc  |  -0.1348     +0.1348  |paral   |2020yCat.1350....0G
2306|NAME NC 28                         BD+01 2447                                                            |High Proper Motion Star            |10 28 55.5512830314 +00 50 27.598904576|244.4746369587957 +46.8873530152685|-602.992 -731.882 |9.650    |dM2                |    ~     ~    |    1|    7.0375  pc  |  -0.0010     +0.0010  |paral   |2020yCat.1350....0G
2307|BD+00 2649                                                                                               |Star                               |10 24 12.1536268440 +00 12 35.853687216|244.0591504802315 +45.5797440217706|  6.333 -39.957   |9.71     |G0                 |    ~     ~    |    1|  141.531   pc  |  -0.3846     +0.3846  |paral   |2020yCat.1350....0G
2308|NGC 3229                           NGC 3229                                                              |Galaxy                             |10 21 53.202 +00 17 43.35              |243.434649 +45.192288              |            ~ ~   |     ~   |~                  |0.413 0.256    |    0|                |                       |        |                   
2309|BD+00 2656                                                                                               |Star                               |10 27 50.3940771264 +00 00 45.897904980|245.1260621071733 +46.1398636416339|  -19.763 8.193   |10.14    |~                  |    ~     ~    |    1|  275.194   pc  |  -2.2189     +2.2189  |paral   |2020yCat.1350....0G
2310|PPM 700412                                                                                               |Star                               |10 28 15.8261037960 +00 20 09.529862136|244.8739895637323 +46.4320328029362|  3.494 -16.300   |10.1     |~                  |    ~     ~    |    1|  787.650   pc  |  -9.3679     +9.3679  |paral   |2020yCat.1350....0G
2311|TYC 245-1029-1                                                                                           |High Proper Motion Star            |10 19 52.5934807608 +00 12 09.483290280|243.0806193049668 +44.7468639727386|  9.456 -74.755   |10.567   |~                  |    ~     ~    |    1|  156.491   pc  |  -3.2400     +3.2400  |ST-L    |2020AJ....160...83S
2312|TYC 246-57-1                                                                                             |Star                               |10 23 58.8876059400 +01 37 41.294680212|242.4391359751735 +46.4449411045684|  -11.106 6.702   |10.81    |~                  |    ~     ~    |    1|  380.460   pc  |  -8.8008     +8.8008  |paral   |2020yCat.1350....0G
2313|TYC 246-169-1                                                                                            |Star                               |10 20 37.5752981544 +00 34 48.814093272|242.8383365500930 +45.1319478994148|   0.772 -6.457   |10.861   |~                  |    ~     ~    |    1| 1035.050   pc  | -48.6300    +48.6300  |ST-L    |2020AJ....160...83S
2314|TYC 246-230-1                                                                                            |Star                               |10 23 18.3354661680 +00 50 34.267822152|243.1589351132551 +45.8153515414734|  9.488 -15.257   |10.13    |~                  |    ~     ~    |    1|  238.016   pc  |  -1.3653     +1.3653  |paral   |2020yCat.1350....0G
2315|TYC 246-286-1                                                                                            |Star                               |10 21 31.5589384752 +00 26 05.294316732|243.2007209490702 +45.2123934021865| -2.468 -12.445   |10.981   |~                  |    ~     ~    |    1| 1153.670   pc  |-111.5000   +111.5000  |ST-L    |2020AJ....160...83S
2316|TYC 246-291-1                                                                                            |Star                               |10 25 50.4928150560 +01 02 50.674622712|243.5184731525739 +46.4330736040395|  -28.174 6.221   |10.57    |~                  |    ~     ~    |    1|  752.445   pc  | -10.8705    +10.8705  |paral   |2020yCat.1350....0G
2317|TYC 246-523-1                                                                                            |High Proper Motion Star            |10 26 13.1133462096 +01 09 01.734796368|243.4916511024501 +46.5715049828130|  -50.526 2.372   |9.83     |~                  |    ~     ~    |    1|  195.760   pc  | -12.9451    +12.9451  |paral   |2020yCat.1350....0G
2318|TYC 246-548-1                                                                                            |Star                               |10 21 48.2537242440 +00 15 54.227567772|243.4488464672705 +45.1570225529079| -11.542 -5.116   |10.63    |~                  |    ~     ~    |    1|  449.297   pc  | -15.5034    +15.5034  |paral   |2020yCat.1350....0G
2319|TYC 246-845-1                                                                                            |Star                               |10 26 56.4908667840 +01 46 48.218634624|242.9530180737443 +47.1130574842166|  4.888 -11.828   |10.45    |~                  |    ~     ~    |    1|  873.057   pc  | -13.8726    +13.8726  |paral   |2020yCat.1350....0G
2320|TYC 246-881-1                                                                                            |Star                               |10 24 56.8463629824 +02 19 40.334381436|241.8669862397026 +47.0728335313871|-12.010 -10.752   |10.31    |~                  |    ~     ~    |    1|  279.509   pc  |  -1.6328     +1.6328  |paral   |2020yCat.1350....0G
2321|TYC 246-886-1                                                                                            |High Proper Motion Star            |10 26 06.4942146168 +01 08 52.310686812|243.4688195897034 +46.5486853544954|-11.716 -69.044   |9.90     |~                  |    ~     ~    |    1|  128.250   pc  |  -0.3948     +0.3948  |paral   |2020yCat.1350....0G
