C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST06:48:17

dec >=0&rah >=10.25&rah< 10.5&(cat='NGC'|Vmag< 11)
--------------------------------------------------

Number of objects : 2565

 #  |                                               identifier                                                |                typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |    spec. type     |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|-----------------------------------|---------------------------------------|-----------------------------------|------------------|---------|-------------------|---------------|-----|----------------|-----------------------|--------|-------------------
1242|BD+40 2322                                                                                               |Star                               |10 24 30.1222301568 +40 07 56.239936680|180.1716972241875 +57.0590790051746|  -20.598 0.724   |9.61     |K0                 |    ~     ~    |    1|  713.165   pc  |  -8.2903     +8.2903  |paral   |2020yCat.1350....0G
1243|BD+40 2324                                                                                               |Spectroscopic Binary               |10 25 04.0704289704 +39 54 48.937052700|180.5259079990552 +57.2094540159434| -42.896 44.143   |9.97     |F8                 |    ~     ~    |    1|  201.329   pc  |  -0.7337     +0.7337  |paral   |2020yCat.1350....0G
1244|BD+40 2331B                                                                                              |Star                               |10 28 20.8956780984 +40 12 46.515499452|179.7352203490086 +57.7598335860073|  6.976 -38.335   |10.89    |~                  |    ~     ~    |    1|  157.612   pc  |  -0.4397     +0.4397  |paral   |2020yCat.1350....0G
1245|TYC 3001-233-1                                                                                           |Star                               |10 22 26.6163798120 +39 54 55.647278676|180.7033853862486 +56.7156429197875|   6.567 -6.752   |10.40    |~                  |    ~     ~    |    1|  729.554   pc  |  -8.7289     +8.7289  |paral   |2020yCat.1350....0G
1246|TYC 3001-277-1                                                                                           |Star                               |10 20 39.4748319912 +39 44 28.944046824|181.1292767545604 +56.4110569736397|-23.998 -17.792   |10.52    |~                  |    ~     ~    |    1|  254.751   pc  |  -1.3629     +1.3629  |paral   |2020yCat.1350....0G
1247|TYC 3002-132-1                                                                                           |Star                               |10 28 21.2473072896 +39 53 43.591856784|180.3162695145624 +57.8298204753395| -19.107 -2.281   |10.49    |~                  |    ~     ~    |    1|  234.996   pc  |  -0.8891     +0.8891  |paral   |2020yCat.1350....0G
1248|TYC 3004-6-1                                                                                             |Star                               |10 24 48.2871162480 +41 10 08.383595232|178.2923328449548 +56.8889057897529|  10.406 -2.115   |10.22    |~                  |    ~     ~    |    1|  659.239   pc  |  -6.0843     +6.0843  |paral   |2020yCat.1350....0G
1249|TYC 3004-198-1                                                                                           |Red Giant Branch star              |10 19 27.9112340304 +40 52 57.864940932|179.1947990317848 +55.9685247248063|-13.227 -50.673   |10.38    |G9V                |    ~     ~    |    1|  370.892   pc  |  -2.1184     +2.1184  |paral   |2020yCat.1350....0G
1250|TYC 3004-258-1                                                                                           |High Proper Motion Star            |10 24 33.2947186848 +40 40 28.713777456|179.1943068615163 +56.9542636795149| -75.459 -3.793   |10.25    |G3V                |    ~     ~    |    1|  218.723   pc  |  -0.8468     +0.8468  |paral   |2020yCat.1350....0G
1251|TYC 3004-348-1                                                                                           |Star                               |10 22 58.0644181080 +41 51 17.920239912|177.2285648822720 +56.3922292758755|  6.881 -28.745   |10.08    |~                  |    ~     ~    |    1|  224.780   pc  |  -1.0459     +1.0459  |paral   |2020yCat.1350....0G
1252|TYC 3004-560-1                                                                                           |Star                               |10 22 56.5967049336 +41 58 36.542127540|177.0171544580250 +56.3581642798072|   0.166 -7.715   |9.69     |~                  |    ~     ~    |    1|  332.094   pc  | -13.7196    +13.7196  |paral   |2020yCat.1350....0G
1253|TYC 3004-648-1                                                                                           |Star                               |10 24 55.9885100808 +40 56 33.495273168|178.6858960557120 +56.9643805303874| -11.132 -0.038   |10.75    |~                  |    ~     ~    |    1|  654.108   pc  | -19.1252    +19.1252  |paral   |2020yCat.1350....0G
1254|TYC 3004-692-1                                                                                           |Star                               |10 23 59.3327743560 +40 47 51.385799724|179.0176413497466 +56.8227204121364|  -4.487 33.092   |10.75    |~                  |    ~     ~    |    1|  186.640   pc  |  -0.6967     +0.6967  |paral   |2020yCat.1350....0G
1255|TYC 3004-707-1                                                                                           |Star                               |10 18 49.1208831240 +41 00 47.162003796|179.0117853832269 +55.8223517526581|   0.300 -0.049   |10.55    |~                  |    ~     ~    |    1|  627.825   pc  |  -5.7942     +5.7942  |paral   |2020yCat.1350....0G
1256|TYC 3004-741-1                                                                                           |Star                               |10 23 43.4253588768 +40 47 40.412017968|179.0431273461925 +56.7744266407126|-18.293 -21.838   |10.44    |~                  |    ~     ~    |    1|  597.372   pc  |  -8.1006     +8.1006  |paral   |2020yCat.1350....0G
1257|TYC 3004-794-1                                                                                           |Star                               |10 23 41.0676681648 +40 36 35.083122768|179.3755432800539 +56.8070518969250|  0.815 -15.250   |10.94    |F8V                |    ~     ~    |    1|  218.766   pc  |  -0.9237     +0.9237  |paral   |2020yCat.1350....0G
1258|TYC 3004-834-1                                                                                           |High Proper Motion Star            |10 25 43.1106573096 +40 13 17.598863172|179.9216231948857 +57.2678221354735|-65.143 -19.479   |10.32    |G6V                |    ~     ~    |    1|  117.586   pc  |  -0.2212     +0.2212  |paral   |2020yCat.1350....0G
1259|TYC 3004-857-1                                                                                           |Red Giant Branch star              |10 22 20.1881968728 +40 42 48.685856328|179.2896907975691 +56.5352157601552| -11.952 -8.554   |10.32    |~                  |    ~     ~    |    1| 1871.958   pc  | -63.4265    +63.4265  |paral   |2020yCat.1350....0G
1260|TYC 3004-859-1                                                                                           |Star                               |10 25 14.7403138387 +40 54 46.535040595|178.7144187468196 +57.0286156691481|       9.5 -3.9   |10.96    |~                  |    ~     ~    |    0|                |                       |        |                   
1261|TYC 3004-905-1                                                                                           |Star                               |10 20 26.8473383976 +41 32 57.984524412|177.9598383473239 +56.0060249864427| -5.615 -17.106   |10.47    |~                  |    ~     ~    |    1|  357.500   pc  |  -3.2463     +3.2463  |paral   |2020yCat.1350....0G
1262|TYC 3004-1085-1                                                                                          |High Proper Motion Star            |10 25 31.7537479824 +40 28 17.378463396|179.4849129803662 +57.1790737134387|-46.170 -25.517   |10.81    |~                  |    ~     ~    |    1|  216.347   pc  |  -0.7489     +0.7489  |paral   |2020yCat.1350....0G
1263|TYC 3004-1112-1                                                                                          |Star                               |10 24 42.0200546448 +40 04 26.561480988|180.2623949293414 +57.1080793299269|  8.789 -18.764   |10.31    |~                  |    ~     ~    |    1|  671.411   pc  |  -8.3397     +8.3397  |paral   |2020yCat.1350....0G
1264|TYC 3004-1138-1                                                                                          |Star                               |10 24 43.9345796376 +41 15 01.794781656|178.1531111908265 +56.8566562256696| 25.839 -19.586   |9.55     |~                  |    ~     ~    |    1|  176.682   pc  |  -0.5806     +0.5806  |paral   |2020yCat.1350....0G
1265|TYC 3005-48-1                                                                                            |Star                               |10 29 04.7321814384 +41 59 48.174319032|176.4441770549575 +57.4547233666455|-31.414 -31.493   |10.45    |~                  |    ~     ~    |    1|  297.672   pc  |  -1.5329     +1.5329  |paral   |2020yCat.1350....0G
1266|TYC 3005-81-1                                                                                            |Star                               |10 26 56.4517713552 +42 18 58.870321992|176.0731671456124 +56.9869388559992| -4.746 -14.124   |9.85     |~                  |    ~     ~    |    1|  258.679   pc  |  -1.1242     +1.1242  |paral   |2020yCat.1350....0G
1267|TYC 3005-228-1                                                                                           |Star                               |10 26 57.3523650984 +41 49 11.943678144|176.9523200077460 +57.1202971318472|  27.274 15.815   |9.60     |G5V                |    ~     ~    |    1|  156.009   pc  |  -0.3626     +0.3626  |paral   |2020yCat.1350....0G
1268|TYC 3005-270-1                                                                                           |High Proper Motion Star            |10 29 00.9516259440 +41 27 43.556126364|177.4103625265185 +57.5841371942254|-89.700 -102.875  |10.48    |G5V                |    ~     ~    |    1|  106.775   pc  |  -0.2041     +0.2041  |paral   |2020yCat.1350....0G
1269|TYC 3005-295-1                                                                                           |Star                               |10 27 12.7783914120 +40 33 44.344073520|179.1896017570233 +57.4710191815614|  -0.318 -4.845   |10.40    |G8V                |    ~     ~    |    1|  460.151   pc  | -30.1728    +30.1728  |paral   |2020yCat.1350....0G
1270|TYC 3005-310-1                                                                                           |Star                               |10 28 39.4541202432 +40 51 06.059876508|178.5460962735648 +57.6700140408123| -11.674 -2.866   |10.60    |~                  |    ~     ~    |    1|  208.264   pc  |  -0.7547     +0.7547  |paral   |2020yCat.1350....0G
1271|TYC 3005-378-1                                                                                           |Star                               |10 28 17.6956560672 +41 25 33.313770012|177.5395304451971 +57.4626820398995| -6.673 -12.848   |10.57    |~                  |    ~     ~    |    1|  771.843   pc  | -10.8425    +10.8425  |paral   |2020yCat.1350....0G
1272|TYC 3005-438-1                                                                                           |Star                               |10 27 50.7624650496 +41 30 57.935753957|177.4170004435308 +57.3585371175598|   1.382 -7.955   |10.40    |~                  |    ~     ~    |    0|                |                       |        |                   
1273|TYC 3005-474-1                                                                                           |Star                               |10 28 37.9177035648 +41 02 11.033301228|178.2133300871912 +57.6207225110838|-12.039 -14.143   |10.99    |~                  |    ~     ~    |    1|  309.416   pc  |  -2.0775     +2.0775  |paral   |2020yCat.1350....0G
1274|TYC 3005-612-1                                                                                           |Star                               |10 29 15.3980627208 +42 21 32.171519628|175.7806211157217 +57.3867149667737| -10.024 -4.987   |9.78     |~                  |    ~     ~    |    1|  903.098   pc  | -42.1658    +42.1658  |paral   |2020yCat.1350....0G
1275|TYC 3005-955-1                                                                                           |Star                               |10 29 12.0590683896 +40 35 09.319454196|178.9843242562114 +57.8329639527134|  -1.048 -4.854   |10.80    |~                  |    ~     ~    |    1|  926.870   pc  | -15.7213    +15.7213  |paral   |2020yCat.1350....0G
1276|TYC 3005-1003-1                                                                                          |Star                               |10 27 23.5705244640 +40 09 58.512394188|179.8950173155439 +57.5919933758649|  6.827 -10.773   |10.75    |~                  |    ~     ~    |    1|  485.366   pc  |  -3.9342     +3.9342  |paral   |2020yCat.1350....0G
1277|TYC 3005-1079-1                                                                                          |Star                               |10 26 49.8451424928 +40 57 29.316963636|178.5057691903076 +57.3094451205951| -1.893 -17.066   |10.87    |F9V                |    ~     ~    |    1|  225.938   pc  |  -0.8474     +0.8474  |paral   |2020yCat.1350....0G
1278|V* TZ LMi                                                                                                |Long-Period Variable               |10 18 46.4486075736 +39 18 41.474941128|182.0039466806140 +56.1267590013761| 13.862 -12.094   |8.55     |M2                 |    ~     ~    |    1|  566.572   pc  | -42.5009    +42.5009  |paral   |2020yCat.1350....0G
1279|BD+38 2126                                                                                               |High Proper Motion Star            |10 19 38.0935786104 +38 10 38.802182484|183.9795585428232 +56.4621592115254| 31.469 -44.775   |10.43    |F8                 |    ~     ~    |    1|  182.755   pc  |  -0.6045     +0.6045  |paral   |2020yCat.1350....0G
1280|BD+38 2129                                                                                               |High Proper Motion Star            |10 21 05.1062613576 +37 20 33.689493564|185.4191617581693 +56.8531949183224|-62.995 -13.717   |10.95    |F8                 |    ~     ~    |    1|  203.058   pc  |  -0.7752     +0.7752  |paral   |2020yCat.1350....0G
1281|BD+37 2065                                                                                               |Red Giant Branch star              |10 19 19.3982767728 +36 48 29.584729116|186.4571364990616 +56.5624360219871|-90.275 -84.081   |9.62     |G5                 |    ~     ~    |    1|  374.981   pc  |  -2.6716     +2.6716  |paral   |2020yCat.1350....0G
1282|BD+37 2069                                                                                               |Star                               |10 20 07.6477199760 +36 49 18.343772580|186.4030256362385 +56.7211876351377|   4.863 11.631   |10.26    |A2                 |    ~     ~    |    1|  573.559   pc  | -25.3307    +25.3307  |paral   |2020yCat.1350....0G
1283|BD+40 2333                                                                                               |Star                               |10 28 58.9985111880 +39 47 42.504564660|180.4523627907356 +57.9691593250671|  8.447 -48.205   |10.06    |F8                 |    ~     ~    |    1|  212.988   pc  |  -0.7258     +0.7258  |paral   |2020yCat.1350....0G
1284|V* GS UMa                                                                                                |delta Sct Variable                 |10 29 26.7747547176 +39 46 08.382234180|180.4648054496126 +58.0616279426689|  -18.430 0.666   |8.66     |F8                 |    ~     ~    |    1|  245.260   pc  |  -3.0197     +3.0197  |paral   |2020yCat.1350....0G
1285|BD+40 2319                                                                                               |High Proper Motion Star            |10 22 07.4051909208 +39 26 54.576682476|181.5606778345743 +56.7412328819632|106.759 -99.376   |10.98    |K5                 |    ~     ~    |    1|   58.809   pc  |  -0.0512     +0.0512  |paral   |2020yCat.1350....0G
1286|BD+40 2323                                                                                               |Star                               |10 24 57.7531594416 +39 21 11.853268776|181.5494566224718 +57.2978650957863|   -6.720 6.296   |9.56     |F2                 |    ~     ~    |    0|                |                       |        |                   
1287|BD+40 2336                                                                                               |High Proper Motion Star            |10 29 42.0854340312 +39 40 01.031165292|180.6337098636998 +58.1312868602474|-18.501 -76.690   |9.30     |K2                 |    ~     ~    |    1|   42.052   pc  |  -0.0302     +0.0302  |paral   |2020yCat.1350....0G
1288|NGC 3237                           NGC 3237                                                              |LINER-type Active Galaxy Nucleus   |10 25 43.2977148000 +39 38 46.854986316|180.9645499456354 +57.3856215998873|            ~ ~   |     ~   |~                  | 1.29  1.29    |    0|                |                       |        |                   
1289|HD 90276                                                                                                 |Spectroscopic Binary               |10 26 02.6804801328 +39 16 01.986378888|181.6339252615251 +57.5195678249421|  6.842 -14.405   |7.23     |K5                 |    ~     ~    |    1|  266.127   pc  |  -5.4393     +5.4393  |paral   |2020yCat.1350....0G
1290|HD 90493                                                                                                 |High Proper Motion Star            |10 27 33.4481630328 +39 19 56.355778920|181.4099070072728 +57.7943927715988|-115.682 -35.468  |7.72     |F5                 |    ~     ~    |    1|   86.593   pc  |  -0.1800     +0.1800  |paral   |2020yCat.1350....0G
1291|BD+40 2330                                                                                               |Star                               |10 28 03.6479976336 +39 20 10.480214760|181.3668711401232 +57.8890668106943|  -28.440 6.059   |9.80     |K5                 |    ~     ~    |    1|  511.169   pc  |  -5.8791     +5.8791  |paral   |2020yCat.1350....0G
1292|BD+40 2337                                                                                               |Star                               |10 29 43.5826107528 +39 22 04.926389664|181.1861205403169 +58.1981481363055|  12.823 -5.093   |9.70     |F0                 |    ~     ~    |    1|  305.427   pc  |  -1.5299     +1.5299  |paral   |2020yCat.1350....0G
1293|HD 89729                                                                                                 |Spectroscopic Binary               |10 22 00.8241179064 +38 28 30.521320212|183.3208911835156 +56.8808762516931| -37.092 -6.469   |8.81     |G5                 |    ~     ~    |    1|  143.427   pc  |  -0.8290     +0.8290  |paral   |2020yCat.1350....0G
1294|BD+39 2340                                                                                               |Star                               |10 22 39.3623145192 +39 07 27.857228772|182.1108854163328 +56.8993096480226| 19.852 -11.206   |10.05    |F8                 |    ~     ~    |    1|  485.625   pc  |  -9.5276     +9.5276  |paral   |2020yCat.1350....0G
1295|HD 90008                                                                                                 |Star                               |10 24 04.2248227176 +39 02 09.826481904|182.1836453909315 +57.1849278896454| -37.678 -0.614   |7.830    |F5                 |    ~     ~    |    1|  116.836   pc  |  -3.6993     +3.6993  |paral   |2020yCat.1350....0G
1296|BD+39 2345                                                                                               |High Proper Motion Star            |10 24 05.1958682376 +39 04 50.272118328|182.1016634667610 +57.1802306720210|-47.254 -49.965   |8.89     |F                  |    ~     ~    |    1|   98.368   pc  |  -0.1935     +0.1935  |paral   |2020yCat.1350....0G
1297|BD+39 2347                                                                                               |High Proper Motion Star            |10 24 57.4135771416 +39 04 35.382998208|182.0539279587601 +57.3471962195200|-16.156 -49.608   |8.98     |F8                 |    ~     ~    |    1|  141.046   pc  |  -0.3282     +0.3282  |paral   |2020yCat.1350....0G
1298|BD+39 2348                                                                                               |Star                               |10 25 23.9922206472 +39 05 45.571572816|181.9897070017578 +57.4282590218355|-17.127 -19.942   |9.79     |G5                 |    ~     ~    |    1|  610.426   pc  |  -5.3657     +5.3657  |paral   |2020yCat.1350....0G
1299|BD+39 2350                                                                                               |Star                               |10 27 57.4289932440 +39 00 07.754739804|181.9913189538866 +57.9335470469579| -9.711 -25.889   |9.26     |K0                 |    ~     ~    |    1|  401.220   pc  |  -3.0425     +3.0425  |paral   |2020yCat.1350....0G
1300|BD+39 2355                                                                                               |High Proper Motion Star            |10 29 38.9833696272 +38 37 54.488244144|182.5646849986145 +58.3262455406234|-56.576 -29.376   |9.65     |F2                 |    ~     ~    |    1|  191.527   pc  |  -2.0909     +2.0909  |paral   |2020yCat.1350....0G
1301|BD+38 2131                                                                                               |Star                               |10 22 28.8883894824 +38 11 58.494645276|183.7953280475286 +57.0127401363808|   9.601 -3.136   |10.21    |A0                 |    ~     ~    |    1|  623.403   pc  | -21.7633    +21.7633  |paral   |2020yCat.1350....0G
1302|BD+38 2134                                                                                               |Star                               |10 24 16.2061326048 +38 07 32.814782364|183.8335215003113 +57.3713869917191|  -30.878 9.865   |9.120    |G5                 |    ~     ~    |    1|  159.686   pc  |  -0.4309     +0.4309  |paral   |2020yCat.1350....0G
1303|BD+38 2136                                                                                               |Star                               |10 25 00.9862233984 +38 01 17.771803788|183.9837986687693 +57.5322930711261|  -15.750 3.894   |8.69     |K0                 |    ~     ~    |    1|  775.194   pc  | -13.5208    +13.5208  |paral   |2020yCat.1350....0G
1304|BD+38 2139                                                                                               |Star                               |10 26 02.5623923544 +37 53 06.547267716|184.1789344710118 +57.7528374798176|  -6.845 10.640   |9.32     |F5                 |    ~     ~    |    1|  195.668   pc  |  -4.6135     +4.6135  |paral   |2020yCat.1350....0G
1305|V* AD LMi                                                                                                |RS CVn Variable                    |10 26 22.7557849584 +37 45 12.910427424|184.4044150224154 +57.8382006263377| -91.596 22.888   |9.58     |K2                 |    ~     ~    |    1|  186.418   pc  |  -0.7958     +0.7958  |paral   |2020yCat.1350....0G
1306|BD+38 2142                                                                                               |Star                               |10 28 42.8795028264 +38 09 35.116335612|183.5096741473245 +58.2287313664382|   5.800 39.916   |9.73     |G0                 |    ~     ~    |    1|  133.394   pc  |  -0.4466     +0.4466  |paral   |2020yCat.1350....0G
1307|BD+38 2143                                                                                               |Star                               |10 29 19.1296085952 +37 56 23.133641136|183.8851850128398 +58.3824268801179| -5.283 -24.285   |10.11    |F5                 |    ~     ~    |    1|  325.119   pc  |  -6.2681     +6.2681  |paral   |2020yCat.1350....0G
1308|AG+38 1060                                                                                               |High Proper Motion Star            |10 29 36.3411277152 +37 57 34.457806080|183.8301474317075 +58.4349552911124| 62.671 -50.916   |10.60    |G0                 |    ~     ~    |    1|  128.353   pc  |  -0.4069     +0.4069  |paral   |2020yCat.1350....0G
1309|AG+38 1059                                                                                               |High Proper Motion Star            |10 29 35.3075571648 +37 57 29.932829100|183.8335857626500 +58.4318137026594| 62.893 -51.002   |10.25    |F8                 |    ~     ~    |    1|  128.737   pc  |  -0.3845     +0.3845  |paral   |2020yCat.1350....0G
1310|BD+38 2135                                                                                               |Star                               |10 24 37.8364955352 +37 42 41.547899124|184.5756513826664 +57.5021659366213| -12.292 25.722   |9.34     |F2                 |    ~     ~    |    1|  200.132   pc  |  -0.8732     +0.8732  |paral   |2020yCat.1350....0G
1311|BD+38 2137                                                                                               |High Proper Motion Star            |10 25 04.6723601424 +37 34 46.636877280|184.7960292126426 +57.6082945764372| -52.625 12.696   |10.64    |F8                 |    ~     ~    |    1|  198.232   pc  |  -0.8174     +0.8174  |paral   |2020yCat.1350....0G
1312|BD+38 2141                                                                                               |Star                               |10 27 13.4593317312 +37 39 56.048998932|184.5216437057258 +58.0165449333767| -23.181 -9.660   |9.55     |F2                 |    ~     ~    |    1|  185.178   pc  |  -0.5555     +0.5555  |paral   |2020yCat.1350....0G
1313|HD 90193                                                                                                 |Star                               |10 25 24.0180220800 +37 01 42.831709608|185.8017786649892 +57.7446043538208|-20.701 -22.547   |8.78     |K0                 |    ~     ~    |    1|  411.269   pc  |  -3.2306     +3.2306  |paral   |2020yCat.1350....0G
1314|BD+37 2079                                                                                               |Spectroscopic Binary               |10 27 28.9360338144 +37 05 35.584764108|185.5796864043064 +58.1480929864908|   2.598 -2.782   |9.95     |G5                 |    ~     ~    |    1|  608.680   pc  | -20.6364    +20.6364  |paral   |2020yCat.1350....0G
1315|BD+37 2083                                                                                               |Star                               |10 29 09.1597840416 +37 11 04.022406708|185.3203390978282 +58.4652372268838|  20.681 -5.241   |9.69     |K0                 |    ~     ~    |    1|  174.113   pc  |  -0.4972     +0.4972  |paral   |2020yCat.1350....0G
1316|Wolf 357                                                                                                 |High Proper Motion Star            |10 22 14.0144960328 +36 49 07.158205884|186.3269011660466 +57.1406433985991|-198.192 -85.907  |10.84    |K2                 |    ~     ~    |    1|   84.848   pc  |  -0.1231     +0.1231  |paral   |2020yCat.1350....0G
1317|BD+39 2346                                                                                               |Double or Multiple Star            |10 24 51.48 +38 49 37.0                |182.51570 +57.37193                |            ~ ~   |9.5      |~                  |    ~     ~    |    0|                |                       |        |                   
1318|NGC 3219                           NGC 3219                                                              |Brightest Galaxy in a Cluster (BCG)|10 22 37.4145692616 +38 34 44.915885220|183.0987810888719 +56.9826309975263|            ~ ~   |     ~   |~                  |0.563 0.394    |    0|                |                       |        |                   
1319|TYC 2516-75-1                                                                                            |Star                               |10 21 26.0266517280 +37 25 23.008260792|185.2578077931093 +56.9122256606270| -4.670 -15.990   |10.75    |~                  |    ~     ~    |    1|  432.526   pc  |  -3.3300     +3.3300  |paral   |2020yCat.1350....0G
1320|TYC 2516-219-1                                                                                           |Star                               |10 22 57.6708692856 +36 49 58.963432332|186.2707730718004 +57.2837659686507|   -2.035 1.565   |10.67    |~                  |    ~     ~    |    1|  744.380   pc  |  -8.8656     +8.8656  |paral   |2020yCat.1350....0G
1321|TYC 2516-1145-1                                                                                          |Star                               |10 18 55.8534097608 +36 44 10.069594656|186.6011912111662 +56.4913080370954| -27.498 16.773   |10.61    |~                  |    ~     ~    |    1|  260.654   pc  |  -1.2909     +1.2909  |paral   |2020yCat.1350....0G
1322|TYC 2517-159-1                                                                                           |Star                               |10 28 51.2508467952 +37 14 32.962001280|185.2267494127679 +58.3981589645723|   4.700 -0.797   |10.90    |~                  |    ~     ~    |    1|  350.385   pc  |  -2.1485     +2.1485  |paral   |2020yCat.1350....0G
1323|TYC 3001-46-1                                                                                            |Star                               |10 23 36.5468418384 +38 26 47.611702824|183.2840451800439 +57.1938487921767|   5.140 -3.170   |9.94     |~                  |    ~     ~    |    1|  686.248   pc  |  -6.5460     +6.5460  |paral   |2020yCat.1350....0G
1324|TYC 3001-305-1                                                                                           |Star                               |10 22 22.1940357312 +38 53 07.726865352|182.5591766233696 +56.8845976357373|-15.678 -10.248   |10.83    |~                  |    ~     ~    |    1|  187.199   pc  |  -0.6413     +0.6413  |paral   |2020yCat.1350....0G
1325|TYC 3001-324-1                                                                                           |Spectroscopic Binary               |10 23 03.5816866536 +38 14 30.262547580|183.6876935185530 +57.1188084773627|-21.410 -15.358   |9.94     |~                  |    ~     ~    |    1|  503.069   pc  | -20.6006    +20.6006  |paral   |2020yCat.1350....0G
1326|TYC 3001-450-1                                                                                           |Star                               |10 19 21.6185191464 +38 45 24.004165284|182.9577581533982 +56.3259435039689|   1.094 -3.257   |10.49    |~                  |    ~     ~    |    1|  853.097   pc  | -12.5905    +12.5905  |paral   |2020yCat.1350....0G
1327|TYC 3001-577-1                                                                                           |Star                               |10 23 18.6781107600 +38 25 21.140220216|183.3446030832217 +57.1399957223388|  -6.438 -4.356   |10.07    |~                  |    ~     ~    |    1|  590.493   pc  |  -5.6835     +5.6835  |paral   |2020yCat.1350....0G
1328|TYC 3001-690-1                                                                                           |Star                               |10 24 51.4910 +38 49 37.061            |182.5156606 +57.3719670            |  -29.572 9.066   |10.80    |~                  |    ~     ~    |    0|                |                       |        |                   
1329|TYC 3001-748-1                                                                                           |High Proper Motion Star            |10 21 17.3940612168 +38 35 30.458035824|183.1497583036353 +56.7231909894981|-39.896 -39.221   |10.72    |~                  |    ~     ~    |    1|  226.793   pc  |  -1.0236     +1.0236  |paral   |2020yCat.1350....0G
1330|TYC 3001-1240-1                                                                                          |Star                               |10 25 45.1990280640 +37 32 10.710040416|184.8413185074103 +57.7468903401451|-11.675 -12.690   |10.94    |~                  |    ~     ~    |    1|  147.848   pc  |  -0.3257     +0.3257  |paral   |2020yCat.1350....0G
1331|TYC 3001-1257-1                                                                                          |Star                               |10 23 48.0781841592 +37 52 35.568068376|184.3155266677519 +57.3165939803417| -16.650 -4.306   |10.74    |~                  |    ~     ~    |    1|  430.960   pc  |  -3.1388     +3.1388  |paral   |2020yCat.1350....0G
1332|TYC 3001-1481-1                                                                                          |Star                               |10 23 54.0032010984 +37 58 01.221694140|184.1445470216954 +57.3228450827208| -16.578 28.731   |10.74    |~                  |    ~     ~    |    1|  202.614   pc  |  -0.6897     +0.6897  |paral   |2020yCat.1350....0G
1333|TYC 3002-157-1                                                                                           |Star                               |10 26 40.8825238200 +39 41 52.476273060|180.8023150909860 +57.5563713683276|  -6.985 -8.024   |10.40    |~                  |    ~     ~    |    1|  821.085   pc  | -12.8094    +12.8094  |paral   |2020yCat.1350....0G
1334|TYC 3002-254-1                                                                                           |Star                               |10 27 41.8722688200 +39 11 42.706091616|181.6526706810598 +57.8475574341146|  7.960 -18.013   |10.64    |~                  |    ~     ~    |    1|  839.419   pc  | -13.8106    +13.8106  |paral   |2020yCat.1350....0G
1335|TYC 3002-392-1                                                                                           |High Proper Motion Star            |10 29 44.6811977976 +38 17 49.719909300|183.1860494160102 +58.4045252078815|-35.022 -38.447   |10.15    |~                  |    ~     ~    |    1|  222.281   pc  |  -0.8548     +0.8548  |paral   |2020yCat.1350....0G
1336|TYC 3002-403-1                                                                                           |High Proper Motion Star            |10 28 12.8878273440 +39 13 26.081380956|181.5632899315303 +57.9402645199277| -37.725 82.097   |10.34    |~                  |    ~     ~    |    1|  104.761   pc  |  -1.2149     +1.2149  |paral   |2020yCat.1350....0G
1337|TYC 3002-421-1                                                                                           |Spectroscopic Binary               |10 28 57.6874026024 +38 24 58.480876476|183.0139579172068 +58.2325017861674| -12.976 -8.114   |10.67    |~                  |    ~     ~    |    1|  341.134   pc  |  -4.6083     +4.6083  |paral   |2020yCat.1350....0G
1338|TYC 3002-530-1                                                                                           |High Proper Motion Star            |10 28 51.1523637192 +38 57 22.590039276|182.0144555679727 +58.1130890546255|-46.303 -35.921   |10.32    |~                  |    ~     ~    |    1|  262.316   pc  |  -3.8809     +3.8809  |paral   |2020yCat.1350....0G
1339|TYC 3002-791-1                                                                                           |Star                               |10 26 52.2112295784 +38 09 14.465643228|183.6327504369377 +57.8719956197911|   6.860 -7.843   |10.97    |~                  |    ~     ~    |    1| 1035.626   pc  | -17.1603    +17.1603  |paral   |2020yCat.1350....0G
1340|TYC 3002-894-1                                                                                           |Star                               |10 28 10.3444841400 +38 55 31.487875752|182.1186939462433 +57.9889916132333|-22.535 -15.627   |10.42    |~                  |    ~     ~    |    1|  222.202   pc  |  -1.0665     +1.0665  |paral   |2020yCat.1350....0G
1341|TYC 3002-923-1                                                                                           |Horizontal Branch Star             |10 27 07.1039226792 +38 16 52.024895040|183.3819239297166 +57.8994030664125| -8.007 -15.551   |10.34    |~                  |    ~     ~    |    1|  803.600   pc  | -12.4634    +12.4634  |paral   |2020yCat.1350....0G
1342|TYC 3002-989-1                                                                                           |High Proper Motion Star            |10 29 15.4938572304 +39 45 00.439729200|180.5141921867557 +58.0303445591688| 44.550 -98.527   |9.89     |~                  |    ~     ~    |    1|  138.879   pc  |  -0.5555     +0.5555  |paral   |2020yCat.1350....0G
1343|BD+37 2066                                                                                               |Red Giant Branch star              |10 19 45.5550612240 +36 28 02.888002488|187.0584046147775 +56.6821700917713|33.762 -122.962   |10.66    |G5                 |    ~     ~    |    1|  233.301   pc  |  -1.1485     +1.1485  |paral   |2020yCat.1350....0G
