C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST06:59:55

dec< 0&rah >=11.5&rah< 11.75&(cat='NGC'|Vmag< 11)
-------------------------------------------------

Number of objects : 5947

 #  |                                               identifier                                                |                 typ                  |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |     spec. type     |   ang. size   |#Dist| distance Q unit|   err-        err+      | method |     reference     
----|---------------------------------------------------------------------------------------------------------|--------------------------------------|---------------------------------------|-----------------------------------|------------------|---------|--------------------|---------------|-----|----------------|-------------------------|--------|-------------------
2177|CD-43 7211                                                                                               |High Proper Motion Star               |11 39 44.4002674776 -44 07 02.555650524|289.5815310870689 +16.8878733911208| -64.239 -6.887   |9.78     |F8                  |    ~     ~    |    1|  191.329   pc  |  -0.5088     +0.5088    |paral   |2020yCat.1350....0G
2178|SA 175-288                                                                                               |Star                                  |11 38 30.0 -43 24 00                   |289.1400 +17.5099                  |            ~ ~   |10.33    |~                   |    ~     ~    |    0|                |                         |        |                   
2179|SA 175-298                                                                                               |Star                                  |11 38 42.0 -43 47 00                   |289.2933 +17.1537                  |            ~ ~   |10.40    |~                   |    ~     ~    |    0|                |                         |        |                   
2180|SA 175-324                                                                                               |Star                                  |11 39 36.0 -43 36 00                   |289.4009 +17.3763                  |            ~ ~   |10.43    |~                   |    ~     ~    |    0|                |                         |        |                   
2181|CD-43 7192                                                                                               |Star                                  |11 38 21.9132312552 -44 24 43.621711668|289.4243095811116 +16.5346370620746|   -7.047 1.060   |9.69     |~                   |    ~     ~    |    1|  519.130   pc  |  -4.7701     +4.7701    |paral   |2020yCat.1350....0G
2182|HD 101371                                                                                                |Star                                  |11 39 44.7080235120 -44 38 30.439780944|289.7389082962143 +16.3856066906883| -6.058 -15.434   |8.60     |A1V                 |    ~     ~    |    1|  204.537   pc  |  -5.0830     +5.0830    |paral   |2020yCat.1350....0G
2183|CD-44 7487                                                                                               |Star                                  |11 39 50.5492029288 -44 49 01.405794756|289.8082519429692 +16.2225472062984|  -22.723 7.583   |9.99     |A                   |    ~     ~    |    1|  495.000   pc  |  -4.3860     +4.3860    |paral   |2020yCat.1350....0G
2184|SA 175-318                                                                                               |Star                                  |11 39 24.0 -44 36 00                   |289.6651 +16.4081                  |            ~ ~   |10.23    |~                   |    ~     ~    |    0|                |                         |        |                   
2185|CD-44 7490                                                                                               |Star                                  |11 39 51.0100439376 -44 45 18.537932880|289.7912411314773 +16.2822776264323|  -9.970 -8.612   |10.304   |~                   |    ~     ~    |    1|  569.963   pc  | -19.7400    +19.7400    |ST-L    |2020AJ....160...83S
2186|[K77] 462                                                                                                |Star                                  |11 38 18.0 -44 24 12                   |289.4100 +16.5396                  |            ~ ~   |9.707    |~                   |    ~     ~    |    0|                |                         |        |                   
2187|[K77] 464                                                                                                |Star                                  |11 39 49.0 -44 07 12                   |289.5961 +16.8893                  |            ~ ~   |9.737    |~                   |    ~     ~    |    0|                |                         |        |                   
2188|CD-43 7191                                                                                               |Star                                  |11 38 09.3404066712 -44 06 00.528708744|289.2918661484922 +16.8221033732275|  -18.423 4.942   |9.83     |~                   |    ~     ~    |    1| 1052.189   pc  | -25.9062    +25.9062    |paral   |2020yCat.1350....0G
2189|CD-43 7196                                                                                               |High Proper Motion Star               |11 38 31.6594301064 -44 21 17.610414336|289.4359218921028 +16.5978284616150|  -67.137 0.820   |10.08    |~                   |    ~     ~    |    1|  102.233   pc  |  -1.5343     +1.5343    |paral   |2020yCat.1350....0G
2190|CD-42 7122                                                                                               |High Proper Motion Star               |11 38 37.1339910576 -43 10 34.080622608|289.0931706734893 +17.7303034648180| -54.089 -7.328   |10.35    |~                   |    ~     ~    |    1|  281.421   pc  |  -1.1484     +1.1484    |paral   |2020yCat.1350....0G
2191|CD-43 7201                                                                                               |Star                                  |11 38 49.7755714104 -44 35 42.602125740|289.5622896140823 +16.3834658666106|    7.348 7.943   |10.24    |~                   |    ~     ~    |    1|  681.849   pc  |  -5.6720     +5.6720    |paral   |2020yCat.1350....0G
2192|CD-42 7125                                                                                               |Star                                  |11 39 06.9396954120 -43 35 43.659405348|289.3115627035913 +17.3553105888090|    8.075 1.336   |10.04    |~                   |    ~     ~    |    1|  620.850   pc  | -21.4700    +21.4700    |ST-L    |2020AJ....160...83S
2193|CD-44 7479                                                                                               |Star                                  |11 39 08.2688051904 -44 50 42.450506772|289.6919607249790 +16.1598989270990| -14.028 -4.462   |10.022   |~                   |    ~     ~    |    1|  442.380   pc  | -11.8200    +11.8200    |ST-L    |2020AJ....160...83S
2194|CD-41 6673                                                                                               |Star                                  |11 39 10.5472103856 -42 20 47.761750896|288.9415916130361 +18.5536042206070|  -12.001 5.963   |9.94     |~                   |    ~     ~    |    1| 1178.134   pc  | -42.8892    +42.8892    |paral   |2020yCat.1350....0G
2195|CD-43 7204                                                                                               |Star                                  |11 39 13.1151867720 -44 16 56.713252476|289.5375225603531 +16.7029469487469|  -14.494 0.253   |10.57    |~                   |    ~     ~    |    1| 1164.687   pc  | -16.8205    +16.8205    |paral   |2020yCat.1350....0G
2196|CD-43 7207                                                                                               |Star                                  |11 39 18.3505473912 -44 32 34.317691224|289.6312558062826 +16.4579892064729|   -9.229 2.022   |10.177   |~                   |    ~     ~    |    1|  759.080   pc  | -39.5900    +39.5900    |ST-L    |2020AJ....160...83S
2197|CD-42 7128                                                                                               |Star                                  |11 39 22.1744200824 -42 55 01.051456836|289.1518910735782 +18.0181537042374|  -14.351 1.247   |10.761   |~                   |    ~     ~    |    1|  443.562   pc  | -10.2000    +10.2000    |ST-L    |2020AJ....160...83S
2198|CD-42 7131                                                                                               |High Proper Motion Star               |11 39 31.3193712192 -43 15 14.357373408|289.2821865880032 +17.7035374531125| -64.830 12.166   |10.44    |~                   |    ~     ~    |    1|  251.737   pc  |  -0.7985     +0.7985    |paral   |2020yCat.1350....0G
2199|HD 101432                                                                                                |Star                                  |11 40 09.8093701680 -42 07 24.278893536|289.0581373374779 +18.8201542444119|  -10.248 6.496   |9.56     |G8III               |    ~     ~    |    1|  579.643   pc  |  -4.0654     +4.0654    |paral   |2020yCat.1350....0G
2200|HD 101554                                                                                                |Star                                  |11 40 54.8471115888 -42 11 10.412818332|289.2179482364142 +18.7997883277322|   2.684 10.773   |9.44     |K0III               |    ~     ~    |    1|  384.605   pc  |  -8.2160     +8.2160    |ST-L    |2020AJ....160...83S
2201|HD 101774                                                                                                |Star                                  |11 42 31.9466801664 -42 06 17.713535904|289.4979309904530 +18.9623104274119|   3.403 -4.940   |8.57     |A2V                 |    ~     ~    |    1|  354.321   pc  |  -2.5987     +2.5987    |paral   |2020yCat.1350....0G
2202|CD-41 6732                                                                                               |High Proper Motion Star               |11 43 39.7948844256 -42 11 07.076854968|289.7344110962778 +18.9430122119074| -63.409 -0.980   |9.85     |G0                  |    ~     ~    |    1|  184.132   pc  |  -0.4781     +0.4781    |paral   |2020yCat.1350....0G
2203|CD-41 6738                                                                                               |Star                                  |11 44 30.9022292280 -42 11 26.406325068|289.8964767873633 +18.9808544348994| -12.134 -7.229   |10.96    |~                   |    ~     ~    |    1|  428.725   pc  |  -3.0328     +3.0328    |paral   |2020yCat.1350....0G
2204|CD-41 6710                                                                                               |Spectroscopic Binary                  |11 41 59.1178935384 -42 19 38.708300568|289.4608809533737 +18.7203621482187|    1.671 9.835   |9.88     |~                   |    ~     ~    |    1|  646.663   pc  | -12.5870    +12.5870    |paral   |2020yCat.1350....0G
2205|CD-41 6704                                                                                               |Star                                  |11 41 36.4486380984 -42 26 24.356410476|289.4236378906169 +18.5926147664210| -18.475 -7.228   |9.41     |K5                  |    ~     ~    |    1|  673.401   pc  |  -7.2101     +7.2101    |paral   |2020yCat.1350....0G
2206|HD 101681                                                                                                |Eclipsing Binary                      |11 41 49.103 -42 29 32.02              |289.478481 +18.553530              |      -24.1 2.8   |9.85     |A5III(m)            |    ~     ~    |    0|                |                         |        |                   
2207|HD 101761                                                                                                |Star                                  |11 42 28.3185081624 -42 34 35.943309948|289.6252921676273 +18.5061229394726|   -0.398 1.420   |8.89     |K0III               |    ~     ~    |    1|  305.810   pc  |  -1.7675     +1.7675    |paral   |2020yCat.1350....0G
2208|HD 101926                                                                                                |Star                                  |11 43 39.5134544952 -42 26 18.959026380|289.8068636007023 +18.6991701624201|  -9.792 -6.500   |10.04    |A1IV                |    ~     ~    |    1|  492.781   pc  |  -4.3224     +4.3224    |paral   |2020yCat.1350....0G
2209|HD 101493                                                                                                |Star                                  |11 40 32.7300534720 -43 09 21.595209588|289.4403583485501 +17.8508546240969|  4.907 -23.656   |8.98     |F3/5V               |    ~     ~    |    1|  150.432   pc  |  -0.5590     +0.5590    |paral   |2020yCat.1350....0G
2210|HD 101493B                                                                                               |Star                                  |11 40 33.0792046464 -43 09 31.418746488|289.4422430743854 +17.8485407697388|  5.151 -22.804   |10.02    |~                   |    ~     ~    |    1|  149.663   pc  |  -0.2822     +0.2822    |paral   |2020yCat.1350....0G
2211|CD-42 7145                                                                                               |Star                                  |11 40 34.5388430736 -43 22 37.907927364|289.5119350651244 +17.6403519422091|  -25.394 3.411   |9.77     |A5                  |    ~     ~    |    1|  249.819   pc  |  -1.1109     +1.1109    |paral   |2020yCat.1350....0G
2212|HD 101539                                                                                                |Star                                  |11 40 52.6748302344 -42 44 11.815849068|289.3762816673338 +18.2702248673855| -11.604 -3.305   |8.53     |A0V                 |    ~     ~    |    1|  349.932   pc  |  -3.0980     +3.0980    |paral   |2020yCat.1350....0G
2213|HD 101615                                                                                                |High Proper Motion Star               |11 41 19.7910777168 -43 05 44.397442968|289.5666429982339 +17.9492455935707|  -81.093 4.537   |5.53     |A0V                 |    ~     ~    |    1|   64.055   pc  |  -0.2930     +0.2930    |paral   |2020yCat.1350....0G
2214|HD 101789                                                                                                |Star                                  |11 42 38.2192620216 -43 33 16.643359692|289.9407740376048 +17.5748027633479|    8.699 0.286   |9.67     |G6(III)             |    ~     ~    |    1|  195.856   pc  |  -0.5447     +0.5447    |paral   |2020yCat.1350....0G
2215|CD-42 7170                                                                                               |Star                                  |11 42 46.5533205384 -43 06 36.477460476|289.8373676431027 +18.0089863182979|  -39.838 1.457   |9.91     |A2                  |    ~     ~    |    1|  430.496   pc  |  -3.2247     +3.2247    |paral   |2020yCat.1350....0G
2216|CD-42 7180                                                                                               |Star                                  |11 43 45.6063731784 -42 41 38.237931312|289.8995033739433 +18.4586603244466|-32.389 -26.182   |9.78     |F5                  |    ~     ~    |    1|  182.542   pc  |  -0.4732     +0.4732    |paral   |2020yCat.1350....0G
2217|CD-42 7184                                                                                               |Star                                  |11 43 58.0018513080 -42 48 04.287644640|289.9687712084510 +18.3658233564565|  -30.434 2.248   |10.29    |F8                  |    ~     ~    |    1|  377.529   pc  |  -1.9954     +1.9954    |paral   |2020yCat.1350....0G
2218|CD-42 7185                                                                                               |Star                                  |11 44 00.5394171336 -43 32 01.425596532|290.1856942210059 +17.6628885707202|-26.569 -11.150   |10.15    |G0                  |    ~     ~    |    1|  260.403   pc  |  -1.6071     +1.6071    |paral   |2020yCat.1350....0G
2219|HD 102051                                                                                                |Star                                  |11 44 31.2503664816 -42 50 26.242146888|290.0830876825260 +18.3554053884253|   -8.558 3.645   |9.35     |A0V                 |    ~     ~    |    1|  522.193   pc  |  -5.8355     +5.8355    |paral   |2020yCat.1350....0G
2220|HD 101453                                                                                                |Star                                  |11 40 13.5085597416 -43 44 45.739290372|289.5581519556296 +17.2686902164294|  -28.081 6.244   |8.61     |K2III               |    ~     ~    |    1|  513.848   pc  |  -5.9409     +5.9409    |paral   |2020yCat.1350....0G
2221|HD 101540                                                                                                |Star                                  |11 40 48.1153112112 -44 09 28.131432480|289.7844521736340 +16.9032529230839|-20.489 -11.472   |8.94     |F0IV/V              |    ~     ~    |    1|  235.771   pc  |  -0.8505     +0.8505    |paral   |2020yCat.1350....0G
2222|HD 101697                                                                                                |High Proper Motion Star               |11 41 54.8634289608 -44 06 12.261053088|289.9688594150703 +17.0113964004429|  -58.080 1.756   |7.90     |F3/5IV              |    ~     ~    |    1|   94.075   pc  |  -0.4522     +0.4522    |paral   |2020yCat.1350....0G
2223|TYC 7753-441-1                                                                                           |Spectroscopic Binary                  |11 41 05.3413164576 -44 03 16.990015608|289.8057893496319 +17.0166909236292| -58.818 -7.900   |10.38    |~                   |    ~     ~    |    1|  195.210   pc  |  -3.6087     +3.6087    |paral   |2020yCat.1350....0G
2224|SA 175-465                                                                                               |Star                                  |11 44 42.0 -43 55 00                   |290.4199 +17.3277                  |            ~ ~   |10.77    |~                   |    ~     ~    |    0|                |                         |        |                   
2225|SA 175-469                                                                                               |Star                                  |11 44 48.0 -43 27 00                   |290.3071 +17.7822                  |            ~ ~   |10.87    |~                   |    ~     ~    |    0|                |                         |        |                   
2226|HD 101478                                                                                                |Star                                  |11 40 27.0940058136 -44 31 20.944744788|289.8293036983951 +16.5357430520062|  -14.049 7.352   |9.70     |A9IV/V              |    ~     ~    |    1|  781.250   pc  | -50.0488    +50.0488    |paral   |2020yCat.1350....0G
2227|HD 101581                                                                                                |High Proper Motion Star               |11 41 02.4684650438 -44 24 18.686737705|289.9001129591678 +16.6779371620315|-660.634 242.096  |7.762    |K4.5Vk:             |    ~     ~    |    1|   12.7833  pc  |  -0.0029     +0.0029    |paral   |2020yCat.1350....0G
2228|CD-43 7250                                                                                               |High Proper Motion Star               |11 43 42.3140963160 -44 22 42.873312720|290.3701825155166 +16.8348116789286| 24.535 -57.293   |10.70    |~                   |    ~     ~    |    1|  185.175   pc  |  -0.5349     +0.5349    |paral   |2020yCat.1350....0G
2229|CD-43 7266                                                                                               |Star                                  |11 44 48.0455507496 -44 40 10.011261756|290.6481373482934 +16.6070595459202| 17.704 -11.673   |10.23    |A5                  |    ~     ~    |    1|  450.167   pc  |  -3.6882     +3.6882    |paral   |2020yCat.1350....0G
2230|HD 102111                                                                                                |High Proper Motion Star               |11 44 57.7146477696 -44 36 34.165962324|290.6603346851903 +16.6724815595234|  -61.049 2.568   |8.14     |G8III/IV            |    ~     ~    |    1|  219.317   pc  |  -1.0390     +1.0390    |paral   |2020yCat.1350....0G
2231|CD-44 7502                                                                                               |Star                                  |11 40 38.6848657968 -44 53 09.713275584|289.9706095016445 +16.1966816708108|  -8.332 -1.545   |9.19     |K2                  |    ~     ~    |    1|  624.692   pc  | -19.8300    +19.8300    |ST-L    |2020AJ....160...83S
2232|SA 175-409                                                                                               |Star                                  |11 42 24.0 -44 24 00                   |290.1420 +16.7505                  |            ~ ~   |10.23    |~                   |    ~     ~    |    0|                |                         |        |                   
2233|SA 175-449                                                                                               |Star                                  |11 44 12.0 -44 26 00                   |290.4745 +16.8059                  |            ~ ~   |10.38    |~                   |    ~     ~    |    0|                |                         |        |                   
2234|CD-42 7143                                                                                               |Star                                  |11 40 16.2713016504 -42 54 47.260609632|289.3170040832627 +18.0693252249635|  -0.675 -2.463   |10.28    |~                   |    ~     ~    |    1|  691.181   pc  | -19.8736    +19.8736    |paral   |2020yCat.1350....0G
2235|CD-42 7150                                                                                               |Star                                  |11 40 57.2862645960 -43 40 10.535497248|289.6678902272952 +17.3793949248912| 13.829 -33.190   |10.30    |~                   |    ~     ~    |    1|  237.017   pc  |  -0.7415     +0.7415    |paral   |2020yCat.1350....0G
2236|CD-43 7233                                                                                               |Star                                  |11 42 02.4356098344 -43 52 02.579742228|289.9230304243652 +17.2444283318185| -41.833 22.487   |10.38    |~                   |    ~     ~    |    1|  193.889   pc  |  -0.4887     +0.4887    |paral   |2020yCat.1350....0G
2237|CD-44 7518                                                                                               |Star                                  |11 42 13.1571994392 -44 42 50.787100980|290.2001397577092 +16.4396783418496| -20.698 -8.990   |9.45     |~                   |    ~     ~    |    1|  490.461   pc  |  -3.1031     +3.1031    |paral   |2020yCat.1350....0G
2238|CD-43 7236                                                                                               |Star                                  |11 42 14.4730915200 -44 22 07.559273604|290.1045210136461 +16.7726641882528|-17.799 -10.785   |10.32    |~                   |    ~     ~    |    1|  372.995   pc  |  -2.9216     +2.9216    |paral   |2020yCat.1350....0G
2239|CD-42 7174                                                                                               |Star                                  |11 42 51.5885138952 -43 13 01.987740264|289.8838943561887 +17.9102811387851|  -18.959 0.011   |9.89     |~                   |    ~     ~    |    1|  685.076   pc  | -22.4300    +22.4300    |ST-L    |2020AJ....160...83S
2240|CD-43 7260                                                                                               |Star                                  |11 44 35.5879968408 -44 30 23.281887348|290.5655599494239 +16.7542733957962|   5.579 -7.133   |10.50    |~                   |    ~     ~    |    1|  256.660   pc  |  -1.6139     +1.6139    |paral   |2020yCat.1350....0G
2241|[K77] 466                                                                                                |Star                                  |11 41 49.0 -44 52 12                   |290.1736 +16.2701                  |            ~ ~   |10.195   |~                   |    ~     ~    |    0|                |                         |        |                   
2242|CD-43 7215                                                                                               |Long-Period Variable                  |11 40 01.0475222616 -44 08 40.556732460|289.6395181400654 +16.8760096073682|  -1.145 -0.618   |10.46    |~                   |    ~     ~    |    1| 2299.650   pc  |-263.9000   +263.9000    |ST-L    |2020AJ....160...83S
2243|CD-44 7507                                                                                               |Star                                  |11 41 04.0110618792 -44 47 25.030785012|290.0173868905079 +16.3095962810176|  -18.941 8.949   |10.90    |~                   |    ~     ~    |    1|  384.187   pc  |  -2.0959     +2.0959    |paral   |2020yCat.1350....0G
2244|CD-43 7227                                                                                               |Star                                  |11 41 08.3291005272 -44 05 14.508387888|289.8243613755080 +16.9878776570317|   0.703 -6.741   |10.618   |~                   |    ~     ~    |    1| 1220.560   pc  | -77.1500    +77.1500    |ST-L    |2020AJ....160...83S
2245|CD-41 6713                                                                                               |Star                                  |11 42 06.2938441632 -42 23 22.590843828|289.5016646193182 +18.6668527321853| -22.414 -3.869   |10.92    |~                   |    ~     ~    |    1| 1031.034   pc  | -15.0950    +15.0950    |paral   |2020yCat.1350....0G
2246|CD-43 7237                                                                                               |Star                                  |11 42 19.2813964776 -44 33 42.202533492|290.1744872719939 +16.5911573186985|  -7.748 -2.077   |10.69    |~                   |    ~     ~    |    1|  680.041   pc  |  -5.5957     +5.5957    |paral   |2020yCat.1350....0G
2247|CD-42 7164                                                                                               |Star                                  |11 42 26.5388317608 -43 18 06.321042720|289.8317008231232 +17.8080255221664|   -9.659 1.228   |9.68     |~                   |    ~     ~    |    1|  939.850   pc  | -12.1898    +12.1898    |paral   |2020yCat.1350....0G
2248|CD-42 7169                                                                                               |Star                                  |11 42 45.6934027536 -42 52 21.833102712|289.7656738822422 +18.2364143970319|  14.915 -8.782   |10.082   |~                   |    ~     ~    |    1|  488.555   pc  | -13.4600    +13.4600    |ST-L    |2020AJ....160...83S
2249|CD-42 7171                                                                                               |Star                                  |11 42 49.7237082840 -43 02 08.467974888|289.8254996069579 +18.0832032313849|  -20.573 5.456   |10.287   |~                   |    ~     ~    |    1|  619.270   pc  | -20.7900    +20.7900    |ST-L    |2020AJ....160...83S
2250|CD-43 7245                                                                                               |Star                                  |11 43 24.9180441336 -44 19 10.498982016|290.3013257272626 +16.8775220195389|  -4.232 -3.919   |10.64    |~                   |    ~     ~    |    1|  547.435   pc  | -49.5680    +49.5680    |paral   |2020yCat.1350....0G
2251|CD-43 7247                                                                                               |Star                                  |11 43 27.3265421232 -44 02 33.304118532|290.2297406901502 +17.1460257011690|  -9.403 -1.134   |9.97     |~                   |    ~     ~    |    1|  779.348   pc  | -32.9600    +32.9600    |ST-L    |2020AJ....160...83S
2252|CD-42 7178                                                                                               |Star                                  |11 43 33.0281516328 -43 25 08.588744400|290.0689417369624 +17.7506375989518|  -7.237 -0.807   |9.28     |~                   |    ~     ~    |    1| 1431.229   pc  | -37.6909    +37.6909    |paral   |2020yCat.1350....0G
2253|CD-43 7262                                                                                               |Star                                  |11 44 35.3541924552 -44 25 48.886909428|290.5435776041632 +16.8275345734097| -20.045 -0.088   |9.98     |~                   |    ~     ~    |    1|  597.086   pc  |  -5.5616     +5.5616    |paral   |2020yCat.1350....0G
2254|CD-43 7200                                                                                               |Star                                  |11 38 46.8583760976 -44 12 01.005917112|289.4343928571448 +16.7589454094330|   -9.932 5.798   |9.51     |~                   |    ~     ~    |    1| 1491.869   pc  | -46.9617    +46.9617    |paral   |2020yCat.1350....0G
2255|CD-42 7167                                                                                               |Star                                  |11 42 37.2180281136 -43 32 09.867748668|289.9323527587909 +17.5917955541050| -4.820 -12.909   |10.511   |~                   |    ~     ~    |    1|  349.220   pc  |  -7.2430     +7.2430    |ST-L    |2020AJ....160...83S
2256|CD-44 7512                                                                                               |Star                                  |11 41 47.0 -44 52 12                   |290.1676 +16.2685                  |            ~ ~   |10.19    |~                   |    ~     ~    |    0|                |                         |        |                   
2257|TYC 7748-578-1                                                                                           |Star                                  |11 39 51.8518388904 -42 27 07.879755600|289.1021391485202 +18.4893661538757|  -15.577 1.763   |10.718   |~                   |    ~     ~    |    1|  963.533   pc  | -60.3900    +60.3900    |ST-L    |2020AJ....160...83S
2258|TYC 7748-672-1                                                                                           |Star                                  |11 39 18.4442511360 -42 07 19.874813016|288.8972511692848 +18.7753924597816|  -2.520 -9.089   |10.80    |~                   |    ~     ~    |    1|  309.416   pc  |  -1.4073     +1.4073    |paral   |2020yCat.1350....0G
2259|TYC 7749-16-1                                                                                            |Star                                  |11 43 06.1731223536 -42 08 43.565185248|289.6172642109921 +18.9527464359507|   -5.361 2.670   |10.51    |~                   |    ~     ~    |    1| 1262.307   pc  | -21.6705    +21.6705    |paral   |2020yCat.1350....0G
2260|TYC 7749-72-1                                                                                            |High Proper Motion Star               |11 44 59.0115386256 -42 43 03.038148372|290.1343521641571 +18.4968239117497| -51.425 13.866   |10.975   |~                   |    ~     ~    |    1|  363.310   pc  |  -7.4610     +7.4610    |ST-L    |2020AJ....160...83S
2261|TYC 7749-110-1                                                                                           |High Proper Motion Star               |11 41 52.0928467512 -42 54 32.516168328|289.6108715142167 +18.1560116226024| 54.787 -36.417   |10.89    |~                   |    ~     ~    |    1|  251.136   pc  |  -1.2109     +1.2109    |paral   |2020yCat.1350....0G
2262|TYC 7749-191-1                                                                                           |Star                                  |11 40 31.3067892216 -42 21 16.710117732|289.1952467401560 +18.6176633542471|  -20.031 2.855   |10.92    |~                   |    ~     ~    |    1|  493.998   pc  |  -7.0282     +7.0282    |paral   |2020yCat.1350....0G
2263|TYC 7749-254-1                                                                                           |Star                                  |11 41 16.2403674744 -42 44 53.035101276|289.4525290386025 +18.2796702496390|  14.954 -3.146   |10.555   |~                   |    ~     ~    |    1|  663.590   pc  | -23.0400    +23.0400    |ST-L    |2020AJ....160...83S
2264|TYC 7749-346-1                                                                                           |Star                                  |11 43 03.9749178144 -42 29 58.754091660|289.7137381356432 +18.6104386013628|  -23.863 7.782   |10.97    |~                   |    ~     ~    |    1|  177.230   pc  |  -0.4460     +0.4460    |paral   |2020yCat.1350....0G
2265|TYC 7749-376-1                                                                                           |Star                                  |11 42 00.9619247712 -42 07 30.691378704|289.4067148922880 +18.9160645170709|   3.019 -4.226   |10.59    |~                   |    ~     ~    |    1|  281.698   pc  |  -1.3808     +1.3808    |paral   |2020yCat.1350....0G
2266|TYC 7749-457-1                                                                                           |Star                                  |11 40 43.4679609168 -42 07 20.418600504|289.1631060564105 +18.8509993238714|  -26.228 0.011   |10.97    |~                   |    ~     ~    |    1|  308.747   pc  |  -1.3441     +1.3441    |paral   |2020yCat.1350....0G
2267|TYC 7749-586-1                                                                                           |Star                                  |11 42 22.1682791544 -42 44 04.180879176|289.6525055290455 +18.3492686317430|  -14.778 1.371   |10.83    |~                   |    ~     ~    |    1|  608.791   pc  |  -7.1160     +7.1160    |paral   |2020yCat.1350....0G
2268|TYC 7749-794-1                                                                                           |High Proper Motion Star               |11 40 28.9113353640 -42 11 28.355366328|289.1383983542251 +18.7721457512780|-43.872 -32.104   |10.486   |~                   |    ~     ~    |    1|  655.913   pc  | -23.8400    +23.8400    |ST-L    |2020AJ....160...83S
2269|TYC 7749-861-1                                                                                           |Star                                  |11 40 36.9665504784 -43 03 16.114435020|289.4229813330297 +17.9518470450032|   -1.105 3.744   |10.83    |~                   |    ~     ~    |    1|  264.767   pc  |  -1.0515     +1.0515    |paral   |2020yCat.1350....0G
2270|TYC 7752-266-1                                                                                           |Star                                  |11 39 37.2131683104 -44 47 40.519478976|289.7622217055024 +16.2328337592273|-14.640 -27.823   |10.24    |~                   |    ~     ~    |    1|  207.624   pc  |  -0.6768     +0.6768    |paral   |2020yCat.1350....0G
2271|TYC 7752-723-1                                                                                           |Star                                  |11 39 56.0021748744 -43 27 28.471332348|289.4188312978666 +17.5297159103307|  -23.306 5.637   |10.73    |~                   |    ~     ~    |    1|  561.388   pc  |  -5.4207     +5.4207    |paral   |2020yCat.1350....0G
2272|TYC 7752-1087-1                                                                                          |Star                                  |11 38 14.4323810112 -43 15 12.316754556|289.0477144673383 +17.6362289084594|  -3.361 -0.997   |10.796   |~                   |    ~     ~    |    1| 1092.070   pc  | -56.8200    +56.8200    |ST-L    |2020AJ....160...83S
2273|TYC 7752-1269-1                                                                                          |Star                                  |11 39 12.9341295864 -43 10 52.870209024|289.2040383501176 +17.7569391363108| -10.331 -0.772   |10.95    |~                   |    ~     ~    |    1| 1577.038   pc  | -33.0778    +33.0778    |paral   |2020yCat.1350....0G
2274|TYC 7752-1272-1                                                                                          |Star                                  |11 37 51.8825230248 -44 07 49.531298556|289.2489648905651 +16.7778613694702|  -8.230 10.919   |10.985   |~                   |    ~     ~    |    1|  865.611   pc  | -38.2400    +38.2400    |ST-L    |2020AJ....160...83S
2275|TYC 7753-321-1                                                                                           |Star                                  |11 41 19.1628020088 -43 57 29.577476916|289.8190227960251 +17.1209437877095|  -4.252 -3.045   |10.811   |~                   |    ~     ~    |    1| 1007.930   pc  | -37.8200    +37.8200    |ST-L    |2020AJ....160...83S
2276|TYC 7753-1036-1                                                                                          |Star                                  |11 42 05.1059665728 -44 37 08.678544780|290.1488421238726 +16.5244152389246|  -10.344 4.460   |10.68    |~                   |    ~     ~    |    1| 2236.136   pc  | -72.0044    +72.0044    |paral   |2020yCat.1350....0G
2277|TYC 7753-1185-1                                                                                          |Star                                  |11 44 46.6958967288 -44 13 52.698385128|290.5220734730667 +17.0282759372360|    2.702 5.925   |10.84    |~                   |    ~     ~    |    1| 1295.505   pc  | -25.8463    +25.8463    |paral   |2020yCat.1350....0G
2278|TYC 7753-1235-1                                                                                          |Star                                  |11 40 49.1721545496 -43 09 38.794362156|289.4921246232762 +17.8604720635985|  -20.926 4.793   |10.420   |~                   |    ~     ~    |    1| 1062.140   pc  | -53.0600    +53.0600    |ST-L    |2020AJ....160...83S
2279|TYC 7753-1398-1                                                                                          |Star                                  |11 41 56.3759748960 -44 21 05.065473924|290.0453950927526 +16.7744113330651|  -1.362 -4.664   |10.00    |~                   |    ~     ~    |    1|  625.469   pc  | -16.0397    +16.0397    |paral   |2020yCat.1350....0G
2280|TYC 7753-1662-1                                                                                          |Star                                  |11 44 10.6418482344 -44 18 08.693468928|290.4336380111057 +16.9309348910259|  -12.050 2.195   |10.757   |~                   |    ~     ~    |    1| 1675.870   pc  |-156.7000   +156.7000    |ST-L    |2020AJ....160...83S
2281|CD-44 7374                                                                                               |Star                                  |11 30 18.5517491040 -44 48 33.261818364|288.1297489608627 +15.7181296144834|  2.438 -29.368   |9.64     |F8                  |    ~     ~    |    1|  309.837   pc  | -16.7615    +16.7615    |paral   |2020yCat.1350....0G
2282|HD 100145                                                                                                |Star                                  |11 31 09.5646588720 -44 58 03.977258736|288.3304800076263 +15.6158787572622|   -5.805 7.151   |7.14     |G6III               |    ~     ~    |    1|  288.992   pc  |  -1.4365     +1.4365    |paral   |2020yCat.1350....0G
