C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST08:48:36

dec >=0&rah >=22.5&rah< 22.75&(cat='NGC'|Vmag< 11)
--------------------------------------------------

Number of objects : 5857

 #  |                                               identifier                                                |                typ                 |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |     spec. type      |      ang. size      |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|------------------------------------|---------------------------------------|-----------------------------------|------------------|---------|---------------------|---------------------|-----|----------------|-----------------------|--------|-------------------
2063|BD+68 1309                                                                                               |Star                                |22 31 05.6135137368 +69 11 59.225136936|110.9823782109507 +09.6511708647374|    5.237 0.178   |9.45     |A0                   |    ~     ~          |    1|  635.970   pc  |  -4.9748     +4.9748  |paral   |2020yCat.1350....0G
2064|HD 214036                                                                                                |Spectroscopic Binary                |22 33 20.9590948200 +70 05 05.263351116|111.6165166934772 +10.3081824565579|  27.078 14.981   |8.34     |F0                   |    ~     ~          |    1|  168.424   pc  |  -4.0422     +4.0422  |paral   |2020yCat.1350....0G
2065|HD 214393                                                                                                |Star                                |22 35 40.2504670512 +70 14 34.412386920|111.8706184769696 +10.3440519780501|    5.157 1.805   |7.28     |K0                   |    ~     ~          |    1|  227.154   pc  |  -0.7895     +0.7895  |paral   |2020yCat.1350....0G
2066|BD+69 1270                                                                                               |Star                                |22 35 50.0179337400 +70 04 37.862010696|111.7977338692981 +10.1940295444409|  -4.843 -3.598   |9.13     |K                    |    ~     ~          |    1|  997.606   pc  | -40.4058    +40.4058  |paral   |2020yCat.1350....0G
2067|BD+69 1271                                                                                               |Star                                |22 36 59.2438514664 +69 59 59.312060700|111.8447381285502 +10.0776580648676| -12.024 -7.882   |9.29     |A5                   |    ~     ~          |    1|  309.540   pc  |  -1.2743     +1.2743  |paral   |2020yCat.1350....0G
2068|TYC 4480-70-1                                                                                            |Star                                |22 40 37.1329228200 +69 42 18.897400764|111.9729599157059 +09.6670664001844|  12.585 -8.840   |10.64    |F5                   |    ~     ~          |    1|  115.759   pc  |  -0.1568     +0.1568  |paral   |2020yCat.1350....0G
2069|BD+68 1313                                                                                               |High Proper Motion Star             |22 34 23.8146342384 +69 14 33.968266152|111.2597269412544 +09.5376161458453|  89.282 80.715   |9.89     |K0                   |    ~     ~          |    1|   86.275   pc  |  -0.6625     +0.6625  |paral   |2020yCat.1350....0G
2070|HD 214328                                                                                                |Star                                |22 35 19.5147072432 +69 21 30.984364944|111.3909610965334 +09.5959349013816|   19.368 9.251   |8.47     |F0                   |    ~     ~          |    1|  130.020   pc  |  -0.2519     +0.2519  |paral   |2020yCat.1350....0G
2071|BD+68 1321                                                                                               |High Proper Motion Star             |22 39 26.8918081440 +69 26 57.139494720|111.7555183422265 +09.4938132812244| -54.257 -6.246   |9.24     |F8                   |    ~     ~          |    1|  117.422   pc  |  -0.1613     +0.1613  |paral   |2020yCat.1350....0G
2072|BD+68 1326                                                                                               |Star                                |22 42 56.7618346440 +69 29 53.236016520|112.0513208665250 +09.3876961292385|-12.264 -36.398   |9.62     |F8                   |    ~     ~          |    1|  171.468   pc  |  -0.3852     +0.3852  |paral   |2020yCat.1350....0G
2073|NSV 14214                                                                                                |Pulsating Variable                  |22 33 12.0033658104 +69 23 38.713536204|111.2458323877954 +09.7216716977095|   -0.917 0.079   |10.90    |A                    |    ~     ~          |    1|  829.256   pc  |  -7.9082     +7.9082  |paral   |2020yCat.1350....0G
2074|IRAS 22325+6935                                                                                          |Star                                |22 33 58.1584208304 +69 51 01.353404736|111.5410537136850 +10.0795886680224|  -9.413 -1.930   |10.98    |~                    |    ~     ~          |    1| 1220.554   pc  | -22.4953    +22.4953  |paral   |2020yCat.1350....0G
2075|IRAS 22336+6912                                                                                          |Star                                |22 35 05.9668979424 +69 27 29.229416532|111.4246152231521 +09.6918311166844|   18.413 7.230   |9.31     |~                    |    ~     ~          |    1|  475.986   pc  |  -2.4469     +2.4469  |paral   |2020yCat.1350....0G
2076|BD+71 1162                                                                                               |Star                                |22 43 57.4832105496 +71 52 44.423451372|113.2867695940912 +11.4369123838569|  12.207 21.681   |9.92     |~                    |    ~     ~          |    1|  167.135   pc  |  -0.3408     +0.3408  |paral   |2020yCat.1350....0G
2077|TYC 4476-266-1                                                                                           |Star                                |22 33 59.5092638736 +69 13 33.396796920|111.2197015636884 +09.5413959350729|   1.281 -5.699   |10.59    |~                    |    ~     ~          |    1|  673.491   pc  |  -5.3977     +5.3977  |paral   |2020yCat.1350....0G
2078|TYC 4476-284-1                                                                                           |Star                                |22 31 49.1801884944 +69 02 45.211090524|110.9577272452802 +09.4860137108900|   1.558 -3.389   |10.11    |~                    |    ~     ~          |    1|  866.326   pc  |  -9.0813     +9.0813  |paral   |2020yCat.1350....0G
2079|TYC 4476-445-1                                                                                           |Star                                |22 30 24.8837524608 +68 58 34.226629536|110.8120098271535 +09.4916465245580|  -0.727 -3.329   |9.85     |~                    |    ~     ~          |    1|  580.215   pc  |  -4.1071     +4.1071  |paral   |2020yCat.1350....0G
2080|TYC 4476-507-1                                                                                           |Star                                |22 31 12.3776779392 +69 15 29.665727100|111.0218087095472 +09.6959604454887| 32.496 -24.831   |10.14    |~                    |    ~     ~          |    1|  184.277   pc  |  -0.3871     +0.3871  |paral   |2020yCat.1350....0G
2081|TYC 4476-817-1                                                                                           |Star                                |22 40 42.0157044792 +69 13 48.315357012|111.7445086954300 +09.2486777723254|  12.792 -9.024   |10.09    |~                    |    ~     ~          |    1|  343.477   pc  |  -1.4393     +1.4393  |paral   |2020yCat.1350....0G
2082|TYC 4480-3-1                                                                                             |Star                                |22 39 03.0154364040 +69 25 07.611854016|111.7094937933196 +09.4845238840324|  -6.614 -9.376   |10.81    |~                    |    ~     ~          |    1|  629.564   pc  |  -4.9148     +4.9148  |paral   |2020yCat.1350....0G
2083|TYC 4480-28-1                                                                                            |Star                                |22 31 46.4633026968 +69 26 33.538790616|111.1621766982459 +09.8277877985959|  -0.896 -2.809   |10.74    |~                    |    ~     ~          |    0|                |                       |        |                   
2084|TYC 4480-35-1                                                                                            |Spectroscopic Binary                |22 38 21.1801847376 +69 25 45.304582044|111.6607267331692 +09.5238852274755| -15.757 20.783   |9.95     |~                    |    ~     ~          |    1|  144.638   pc  |  -0.3201     +0.3201  |paral   |2020yCat.1350....0G
2085|TYC 4480-63-1                                                                                            |Star                                |22 44 54.4293874896 +69 31 11.867878416|112.2148046501073 +09.3251464873837|  -1.213 -1.199   |10.61    |~                    |    ~     ~          |    1| 1397.429   pc  | -23.2384    +23.2384  |paral   |2020yCat.1350....0G
2086|TYC 4480-78-1                                                                                            |Star                                |22 34 42.4809899880 +69 49 00.527769984|111.5793592720191 +10.0182917684936| -11.025 -4.870   |10.14    |~                    |    ~     ~          |    1|  469.087   pc  |  -2.3545     +2.3545  |paral   |2020yCat.1350....0G
2087|TYC 4480-122-1                                                                                           |High Proper Motion Star             |22 34 16.6178810640 +69 53 21.662394540|111.5843647140875 +10.0996245666765|  46.587 32.558   |10.12    |~                    |    ~     ~          |    1|  354.246   pc  |  -1.4180     +1.4180  |paral   |2020yCat.1350....0G
2088|TYC 4480-132-1                                                                                           |Star                                |22 30 29.5754895048 +69 49 06.256084908|111.2635840089326 +10.2068036104535|  -0.529 -8.383   |9.74     |~                    |    ~     ~          |    1|  558.815   pc  |  -3.2164     +3.2164  |paral   |2020yCat.1350....0G
2089|TYC 4480-211-1                                                                                           |Star                                |22 37 40.8836429040 +69 29 53.021641380|111.6434974072425 +09.6128540399347|  -1.585 -1.399   |10.58    |~                    |    ~     ~          |    1| 1163.061   pc  | -19.0732    +19.0732  |paral   |2020yCat.1350....0G
2090|TYC 4480-382-1                                                                                           |Star                                |22 40 20.2606796232 +69 30 13.455918936|111.8515153280406 +09.5031540034824|  16.327 -1.513   |10.86    |~                    |    ~     ~          |    1|  246.664   pc  |  -0.5963     +0.5963  |paral   |2020yCat.1350....0G
2091|TYC 4480-422-1                                                                                           |Star                                |22 33 36.5325796584 +71 14 43.221939108|112.2414634235613 +11.2933173495068|   0.177 -1.610   |10.75    |~                    |    ~     ~          |    1|  476.849   pc  |  -2.6377     +2.6377  |paral   |2020yCat.1350....0G
2092|TYC 4480-425-1                                                                                           |Star                                |22 42 45.3798912024 +70 51 33.637443840|112.7016363977325 +10.5889514887763| 10.800 -10.670   |10.14    |~                    |    ~     ~          |    1|  197.679   pc  |  -2.5400     +2.5400  |paral   |2020yCat.1350....0G
2093|TYC 4480-467-1                                                                                           |Star                                |22 35 23.1184683960 +70 17 15.347924592|111.8724576111216 +10.3948081866056|  -10.764 3.800   |10.04    |~                    |    ~     ~          |    1|  270.102   pc  |  -0.8536     +0.8536  |paral   |2020yCat.1350....0G
2094|TYC 4480-521-1                                                                                           |Star                                |22 36 46.3694703144 +70 26 53.553991560|112.0571142411658 +10.4748033716992|    7.876 1.311   |10.13    |~                    |    ~     ~          |    1|  705.816   pc  |  -5.5298     +5.5298  |paral   |2020yCat.1350....0G
2095|TYC 4480-568-1                                                                                           |Star                                |22 44 09.1384069416 +71 10 14.456371404|112.9550607804997 +10.8076073761085|  -2.685 -3.384   |10.15    |~                    |    ~     ~          |    1|  273.553   pc  |  -0.9803     +0.9803  |paral   |2020yCat.1350....0G
2096|TYC 4480-632-1                                                                                           |Star                                |22 35 49.6026584184 +71 10 51.083943672|112.3645706491627 +11.1468220387806|  17.149 -1.984   |10.35    |~                    |    ~     ~          |    1|  127.275   pc  |  -0.2057     +0.2057  |paral   |2020yCat.1350....0G
2097|TYC 4480-647-1                                                                                           |Star                                |22 32 27.6075657048 +70 41 05.794778904|111.8655789223880 +10.8611801496197| -13.282 -9.705   |10.57    |~                    |    ~     ~          |    1|  800.512   pc  |  -6.9849     +6.9849  |paral   |2020yCat.1350....0G
2098|IRAS 22354+7042                                                                                          |Star                                |22 36 49.7232839544 +70 57 12.824748288|112.3193470644197 +10.9095496852728|   27.301 7.680   |9.63     |~                    |    ~     ~          |    1|  814.664   pc  |  -8.3623     +8.3623  |paral   |2020yCat.1350....0G
2099|TYC 4480-700-1                                                                                           |Star                                |22 41 33.7418410512 +71 03 09.451158804|112.7101639885350 +10.8052229141252|    6.597 0.433   |10.15    |~                    |    ~     ~          |    1|  383.892   pc  |  -1.9011     +1.9011  |paral   |2020yCat.1350....0G
2100|TYC 4480-731-1                                                                                           |Star                                |22 33 49.4779262952 +70 25 26.942221200|111.8282912397656 +10.5791045661655|  15.457 -4.169   |10.35    |~                    |    ~     ~          |    1|  285.478   pc  |  -0.8965     +0.8965  |paral   |2020yCat.1350....0G
2101|TYC 4480-762-1                                                                                           |Star                                |22 34 58.4323678440 +71 00 50.776864236|112.2177139778243 +11.0381556872189|  -1.869 -5.811   |9.85     |~                    |    ~     ~          |    1|  718.391   pc  |  -5.9350     +5.9350  |paral   |2020yCat.1350....0G
2102|TYC 4480-783-1                                                                                           |Star                                |22 40 13.9570476144 +70 17 46.343605164|112.2369850145552 +10.1987490724890|  2.314 -12.825   |10.34    |~                    |    ~     ~          |    1|  457.352   pc  |  -2.8866     +2.8866  |paral   |2020yCat.1350....0G
2103|TYC 4480-787-1                                                                                           |Star                                |22 42 57.1929700128 +70 47 09.723028920|112.6801297039592 +10.5169188790814|    1.090 3.046   |10.41    |~                    |    ~     ~          |    1|  599.952   pc  |  -4.4993     +4.4993  |paral   |2020yCat.1350....0G
2104|TYC 4480-812-1                                                                                           |Star                                |22 34 47.1233097720 +71 06 07.935619284|112.2499880209284 +11.1217760681387|   10.258 0.734   |9.86     |~                    |    ~     ~          |    1|  649.773   pc  |  -5.1931     +5.1931  |paral   |2020yCat.1350....0G
2105|TYC 4480-836-1                                                                                           |Star                                |22 32 43.3732323576 +70 54 42.867078948|112.0037598867518 +11.0444149506480| -6.423 -38.054   |9.45     |~                    |    ~     ~          |    1|  122.772   pc  |  -0.1673     +0.1673  |paral   |2020yCat.1350....0G
2106|TYC 4480-881-1                                                                                           |Star                                |22 30 56.6401646952 +70 41 35.961238284|111.7609000085160 +10.9333949710657|    6.116 2.974   |10.79    |~                    |    ~     ~          |    0|                |                       |        |                   
2107|TYC 4480-904-1                                                                                           |Star                                |22 43 42.5420175744 +71 08 55.491661788|112.9123844335727 +10.8054699827567|    5.324 0.814   |10.02    |~                    |    ~     ~          |    1| 1087.903   pc  | -16.9245    +16.9245  |paral   |2020yCat.1350....0G
2108|GSC 04480-00936                                                                                          |Double or Multiple Star             |22 37 23.446176 +71 10 09.71220        |112.469781733 +11.073385782        |      23.3 31.3   |10.764   |~                    |    ~     ~          |    0|                |                       |        |                   
2109|TYC 4480-965-1                                                                                           |Star                                |22 36 15.9378697560 +70 32 04.216952220|112.0639992853598 +10.5706890906208|  22.801 23.402   |10.68    |K0IV                 |    ~     ~          |    1|  246.688   pc  |  -0.7850     +0.7850  |paral   |2020yCat.1350....0G
2110|TYC 4480-1019-1                                                                                          |Star                                |22 44 02.4248149392 +70 05 06.202413024|112.4201689434545 +09.8579903423511| 11.203 -16.349   |10.98    |~                    |    ~     ~          |    1|  265.894   pc  |  -0.7353     +0.7353  |paral   |2020yCat.1350....0G
2111|TYC 4480-1071-1                                                                                          |Star                                |22 37 28.8807004560 +70 10 58.155856536|111.9746430876756 +10.2151718268746|   1.164 -2.843   |10.54    |~                    |    ~     ~          |    1|  568.796   pc  |  -9.0912     +9.0912  |paral   |2020yCat.1350....0G
2112|TYC 4480-1102-1                                                                                          |Star                                |22 44 00.1264907472 +70 14 39.793683804|112.4944000548366 +09.9995899977184|  -7.327 -5.309   |10.51    |~                    |    ~     ~          |    1|  389.317   pc  |  -1.6066     +1.6066  |paral   |2020yCat.1350....0G
2113|TYC 4480-1140-1                                                                                          |Star                                |22 41 19.6192208016 +69 56 45.050144028|112.1459053402754 +09.8475204867495|  -2.374 -5.774   |10.42    |~                    |    ~     ~          |    1|  596.161   pc  |  -7.2503     +7.2503  |paral   |2020yCat.1350....0G
2114|TYC 4480-1245-1                                                                                          |Star                                |22 41 31.5900628080 +70 22 00.385346388|112.3685283056627 +10.2072529803183|   -7.244 7.609   |10.86    |~                    |    ~     ~          |    1|  393.996   pc  |  -2.2043     +2.2043  |paral   |2020yCat.1350....0G
2115|TYC 4480-1255-1                                                                                          |Star                                |22 43 09.3662886288 +70 07 30.977793768|112.3726212051484 +09.9292854174615|  -5.322 -5.095   |10.79    |~                    |    ~     ~          |    1|  387.207   pc  |  -1.8891     +1.8891  |paral   |2020yCat.1350....0G
2116|TYC 4480-1271-1                                                                                          |Star                                |22 31 06.4212247848 +70 00 00.503594244|111.4055337582096 +10.3344738945933|-24.514 -15.221   |9.97     |~                    |    ~     ~          |    1|  462.813   pc  |  -2.6560     +2.6560  |paral   |2020yCat.1350....0G
2117|TYC 4480-1283-1                                                                                          |Star                                |22 35 51.8326317912 +70 07 57.556708572|111.8284189757056 +10.2406307816531|  -4.889 -2.109   |10.42    |~                    |    ~     ~          |    1|  328.289   pc  |  -3.3086     +3.3086  |paral   |2020yCat.1350....0G
2118|TYC 4480-1375-1                                                                                          |Star                                |22 44 17.9615670576 +70 28 46.331922072|112.6305488839867 +10.1944033822170|    2.269 4.374   |10.80    |~                    |    ~     ~          |    1|  288.218   pc  |  -1.1630     +1.1630  |paral   |2020yCat.1350....0G
2119|TYC 4480-1383-1                                                                                          |Star                                |22 30 48.7208975928 +70 35 17.476135080|111.6955470509534 +10.8494043109015|    2.971 0.521   |10.75    |~                    |    ~     ~          |    1|  421.053   pc  |  -1.7729     +1.7729  |paral   |2020yCat.1350....0G
2120|TYC 4484-20-1                                                                                            |Star                                |22 39 22.7127898320 +71 35 17.871464616|112.8226347728549 +11.3577902774566|   22.734 2.875   |9.82     |~                    |    ~     ~          |    1|  334.795   pc  |  -2.7237     +2.7237  |paral   |2020yCat.1350....0G
2121|TYC 4484-260-1                                                                                           |Star                                |22 34 00.7354788456 +71 28 14.568762540|112.3876233149873 +11.4702406979243|  13.981 10.264   |10.64    |~                    |    ~     ~          |    1|  354.887   pc  |  -1.4861     +1.4861  |paral   |2020yCat.1350....0G
2122|TYC 4484-390-1                                                                                           |Star                                |22 30 21.6363283176 +71 40 52.493674224|112.2472895422091 +11.7998978301853|    5.938 0.062   |10.43    |~                    |    ~     ~          |    1|  536.423   pc  |  -3.9422     +3.9422  |paral   |2020yCat.1350....0G
2123|GSC 04484-00414                                                                                          |Double or Multiple Star             |22 44 11.1927198792 +71 38 02.760953856|113.1831768196959 +11.2133475350020|   -8.299 2.697   |9.994    |~                    |    ~     ~          |    0|                |                       |        |                   
2124|TYC 4484-742-1                                                                                           |Star                                |22 36 42.3361241352 +71 16 05.896860852|112.4717808118907 +11.1866404200238|   1.897 -3.760   |9.54     |~                    |    ~     ~          |    1|  704.077   pc  |  -5.6513     +5.6513  |paral   |2020yCat.1350....0G
2125|GSC 04484-00872                                                                                          |Double or Multiple Star             |22 38 34.4445253944 +71 17 22.956652392|112.6150301665539 +11.1302125236386|  -9.707 -6.902   |10.957   |~                    |    ~     ~          |    1|  570.386   pc  | -13.9571    +13.9571  |paral   |2020yCat.1350....0G
2126|TYC 4484-910-1                                                                                           |Star                                |22 39 34.4962160448 +71 48 56.252432196|112.9509894167323 +11.5477647202794|    9.514 2.948   |9.81     |~                    |    ~     ~          |    1|  291.877   pc  |  -4.8900     +4.8900  |paral   |2020yCat.1350....0G
2127|TYC 4484-996-1                                                                                           |High Proper Motion Star             |22 36 09.6719190936 +71 29 51.972056052|112.5515090456947 +11.4067072386395|  45.697 21.091   |10.91    |~                    |    ~     ~          |    1|  268.233   pc  |  -0.7555     +0.7555  |paral   |2020yCat.1350....0G
2128|TYC 4484-1034-1                                                                                          |Spectroscopic Binary                |22 38 57.3213757824 +72 01 51.192789348|113.0172696732817 +11.7585572193406|  0.779 -10.372   |10.85    |~                    |    ~     ~          |    1|  214.275   pc  |  -4.5317     +4.5317  |paral   |2020yCat.1350....0G
2129|TYC 4484-1127-1                                                                                          |High Proper Motion Star             |22 44 31.5910070952 +71 34 02.366764392|113.1746886798853 +11.1418674969253| 102.884 51.772   |10.38    |~                    |    ~     ~          |    1|  119.121   pc  |  -0.1660     +0.1660  |paral   |2020yCat.1350....0G
2130|TYC 4484-1136-1                                                                                          |Double or Multiple Star             |22 30 55.388976 +71 28 34.90932        |112.176331570 +11.602098240        |       12.8 4.1   |10.605   |~                    |    ~     ~          |    0|                |                       |        |                   
2131|TYC 4484-1163-1                                                                                          |Star                                |22 38 28.8673919256 +71 25 16.446270792|112.6751114883347 +11.2480265691995|    6.655 7.176   |10.57    |~                    |    ~     ~          |    1|  667.869   pc  |  -5.0850     +5.0850  |paral   |2020yCat.1350....0G
2132|TYC 4484-1210-1                                                                                          |Star                                |22 33 46.1071270680 +71 17 04.161303348|112.2731697406911 +11.3203405212281|   -4.870 1.412   |10.60    |~                    |    ~     ~          |    1|  625.117   pc  |  -4.4157     +4.4157  |paral   |2020yCat.1350....0G
2133|TYC 4484-1224-1                                                                                          |Star                                |22 38 50.0768454768 +71 16 22.509073236|112.6250279068175 +11.1052597623859|  -9.326 -3.843   |10.50    |~                    |    ~     ~          |    1|  842.744   pc  |  -7.8834     +7.8834  |paral   |2020yCat.1350....0G
2134|BD+73 980                                                                                                |High Proper Motion Star             |22 31 12.5429258064 +74 12 46.531128852|113.6669726965184 +13.9207093846770|   52.058 7.019   |9.55     |F8                   |    ~     ~          |    1|  151.071   pc  |  -0.3081     +0.3081  |paral   |2020yCat.1350....0G
2135|HD 214071                                                                                                |Star                                |22 32 51.3699611784 +74 04 24.096150372|113.6903964610195 +13.7428894547522|   1.010 -4.633   |6.96     |K2                   |    ~     ~          |    1|  439.252   pc  |  -3.6659     +3.6659  |paral   |2020yCat.1350....0G
2136|HD 213916                                                                                                |Star                                |22 32 10.3638478752 +72 51 21.658186620|112.9963404498560 +12.7290643880120|    7.431 6.416   |8.34     |K5                   |    ~     ~          |    1|  710.379   pc  |  -8.7807     +8.7807  |paral   |2020yCat.1350....0G
2137|BD+72 1046                                                                                               |Pulsating Variable                  |22 32 19.9632735120 +73 19 18.731994528|113.2555885170278 +13.1206104639905|  -7.652 -4.405   |9.31     |B8                   |    ~     ~          |    1|  648.803   pc  |  -5.4723     +5.4723  |paral   |2020yCat.1350....0G
2138|HD 213972                                                                                                |Star                                |22 32 31.2044962608 +73 10 37.038555768|113.1899458815633 +12.9898685343722|   4.669 -4.093   |8.56     |A5                   |    ~     ~          |    1|  360.490   pc  |  -1.8453     +1.8453  |paral   |2020yCat.1350....0G
2139|HD 214511                                                                                                |Spectroscopic Binary                |22 36 08.82749 +72 52 51.4800          |113.26675489 +12.59993981          |    88.36 45.61   |7.58     |F5                   |    ~     ~          |    0|                |                       |        |                   
2140|BD+72 1051                                                                                               |High Proper Motion Star             |22 36 15.3815955936 +72 52 20.765047620|113.2694181661204 +12.5885079494413|  91.113 47.698   |8.41     |F5                   |    ~     ~          |    1|   89.995   pc  |  -0.1174     +0.1174  |paral   |2020yCat.1350....0G
2141|BD+72 1053                                                                                               |Star                                |22 38 54.3119226192 +72 57 28.630490868|113.4857742136425 +12.5646060570025|   15.594 8.033   |8.65     |K5                   |    ~     ~          |    1|  730.087   pc  |  -8.7949     +8.7949  |paral   |2020yCat.1350....0G
2142|HD 215250                                                                                                |Star                                |22 41 26.4139046664 +73 15 25.025320512|113.8013139638988 +12.7334840202041|  29.956 16.237   |7.66     |A0                   |    ~     ~          |    1|  206.088   pc  |  -1.1000     +1.1000  |paral   |2020yCat.1350....0G
2143|BD+72 1058                                                                                               |Star                                |22 43 47.3267965368 +72 49 52.622335992|113.7427710587703 +12.2782464849458|  12.725 -0.333   |10.30    |F2                   |    ~     ~          |    1|  290.259   pc  |  -2.6370     +2.6370  |paral   |2020yCat.1350....0G
2144|BD+71 1143                                                                                               |Star                                |22 32 49.5526981296 +72 42 32.484150252|112.9603644753986 +12.5783635686917| -12.037 -6.530   |9.73     |F8                   |    ~     ~          |    1|  235.178   pc  |  -4.1205     +4.1205  |paral   |2020yCat.1350....0G
2145|BD+71 1150                                                                                               |Star                                |22 35 51.1153261320 +72 21 49.549957920|112.9784863894975 +12.1655350935868|  -9.335 -1.695   |9.19     |G5                   |    ~     ~          |    1|  637.471   pc  |  -5.3234     +5.3234  |paral   |2020yCat.1350....0G
2146|HD 215174                                                                                                |Double or Multiple Star             |22 40 59.8987510128 +72 27 39.110526540|113.3725901402852 +12.0556335371872|   2.384 -8.395   |9.06     |K0                   |0.0050  0.0          |    0|                |                       |        |                   
2147|HD 215187                                                                                                |Star                                |22 41 03.9473532528 +72 32 41.879278608|113.4192898733607 +12.1264414807553|-39.741 -11.397   |9.56     |G5                   |    ~     ~          |    1|  109.238   pc  |  -0.1181     +0.1181  |paral   |2020yCat.1350....0G
2148|HD 215223                                                                                                |Double or Multiple Star             |22 41 16.82763 +72 43 40.0887          |113.52525802 +12.27796018          |     2.26 -3.90   |8.747    |A3                   |    ~     ~          |    0|                |                       |        |                   
2149|BD+71 1160                                                                                               |Star                                |22 42 18.5985584808 +72 27 05.585588676|113.4561432945487 +11.9992502085608|   2.370 -3.117   |9.75     |K5                   |    ~     ~          |    1|  972.101   pc  | -11.9067    +11.9067  |paral   |2020yCat.1350....0G
2150|IRAS 22385+7225                                                                                          |Star                                |22 39 53.6750997096 +72 41 26.561987844|113.4148334510001 +12.2963649269807|  -5.694 -7.271   |10.11    |~                    |    ~     ~          |    1| 1453.911   pc  | -32.9762    +32.9762  |paral   |2020yCat.1350....0G
2151|TYC 4484-5-1                                                                                             |Star                                |22 40 47.6349093432 +72 56 56.797939320|113.6044783139181 +12.4883839261575|  -0.117 -3.818   |10.20    |~                    |    ~     ~          |    1|  681.477   pc  |  -5.6194     +5.6194  |paral   |2020yCat.1350....0G
2152|TYC 4484-61-1                                                                                            |Star                                |22 33 05.4207105360 +72 37 00.555640788|112.9287048457454 +12.4892887264252|  13.904 16.566   |10.66    |~                    |    ~     ~          |    1|  188.676   pc  |  -0.4485     +0.4485  |paral   |2020yCat.1350....0G
2153|TYC 4484-111-1                                                                                           |Star                                |22 30 37.2245398944 +72 53 55.576017636|112.9194771742055 +12.8253126998134| 28.276 -10.903   |10.05    |~                    |    ~     ~          |    1|  182.635   pc  |  -0.3569     +0.3569  |paral   |2020yCat.1350....0G
2154|TYC 4484-138-1                                                                                           |Star                                |22 35 17.9978219376 +72 13 54.023049588|112.8728274169671 +12.0731405503664|   23.591 6.385   |10.16    |~                    |    ~     ~          |    1|  365.470   pc  |  -1.4826     +1.4826  |paral   |2020yCat.1350....0G
2155|TYC 4484-152-1                                                                                           |Star                                |22 32 07.9499498328 +72 02 21.672869568|112.5586544630553 +12.0332284632033|  19.648 -4.914   |10.89    |~                    |    ~     ~          |    1|  338.662   pc  |  -1.1813     +1.1813  |paral   |2020yCat.1350....0G
2156|TYC 4484-177-1                                                                                           |Star                                |22 38 22.4224655496 +73 03 04.299302592|113.4990071928355 +12.6647837616342|      -4.1 11.3   |10.12    |~                    |    ~     ~          |    0|                |                       |        |                   
2157|TYC 4484-197-1                                                                                           |Spectroscopic Binary                |22 38 26.6005452984 +72 55 21.896338512|113.4377003609488 +12.5510090697566| -22.889 18.716   |10.30    |~                    |    ~     ~          |    1|  186.286   pc  |  -0.3470     +0.3470  |paral   |2020yCat.1350....0G
2158|TYC 4484-223-1                                                                                           |Star                                |22 30 48.9242308128 +72 56 10.307474880|112.9521560066694 +12.8496135675534|   0.911 -0.916   |10.85    |~                    |    ~     ~          |    1|  808.669   pc  | -10.9863    +10.9863  |paral   |2020yCat.1350....0G
2159|2MASS J22355282+7241011                                                                                  |Long-Period Variable                |22 35 52.8291458328 +72 41 01.214284812|113.1466968643804 +12.4400070760577|   12.580 4.774   |10.85    |~                    |    ~     ~          |    1| 4574.565   pc  |-242.7491   +242.7491  |paral   |2020yCat.1350....0G
2160|TYC 4484-441-1                                                                                           |Star                                |22 42 02.4021975336 +72 32 09.212002944|113.4799610285917 +12.0828136283444|  -4.039 -4.603   |10.24    |~                    |    ~     ~          |    1|  964.134   pc  | -21.4727    +21.4727  |paral   |2020yCat.1350....0G
2161|TYC 4484-471-1                                                                                           |Star                                |22 44 13.8972345120 +72 30 29.754661356|113.6136121123087 +11.9791093014116|   3.845 -0.730   |10.81    |~                    |    ~     ~          |    1| 1127.777   pc  | -15.1354    +15.1354  |paral   |2020yCat.1350....0G
2162|TYC 4484-583-1                                                                                           |Spectroscopic Binary                |22 44 27.5803184328 +72 24 53.361396504|113.5832808474344 +11.8888538969415| -2.684 -10.382   |10.73    |~                    |    ~     ~          |    1|  837.311   pc  | -17.2468    +17.2468  |paral   |2020yCat.1350....0G
2163|TYC 4484-605-1                                                                                           |Star                                |22 31 32.1589152336 +72 27 37.606043268|112.7434417791260 +12.4163348139790|    7.054 8.246   |10.76    |~                    |    ~     ~          |    1|  630.795   pc  |  -6.1675     +6.1675  |paral   |2020yCat.1350....0G
2164|TYC 4484-766-1                                                                                           |Star                                |22 35 44.2247651904 +72 12 29.685469500|112.8900216944390 +12.0359972598142|  -6.555 -4.196   |10.48    |~                    |    ~     ~          |    1|  409.551   pc  |  -2.0463     +2.0463  |paral   |2020yCat.1350....0G
2165|TYC 4484-769-1                                                                                           |Star                                |22 34 15.9449955840 +72 27 44.162445780|112.9245174983017 +12.3114017546782|  -7.182 -4.574   |9.86     |~                    |    ~     ~          |    1|  421.283   pc  |  -2.4492     +2.4492  |paral   |2020yCat.1350....0G
