C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST06:45:55

dec >=0&rah >=10.0&rah< 10.25&(cat='NGC'|Vmag< 11)
--------------------------------------------------

Number of objects : 2625

 #  |                                                                                                                     identifier                                                                                                                      |               typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm         |  Mag V  |     spec. type     |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|----------------------------------|---------------------------------------|-----------------------------------|-------------------|---------|--------------------|---------------|-----|----------------|-----------------------|--------|-------------------
962 |BD+36 2026                                                                                                                                                                                                                                           |Star                              |10 05 28.2844400424 +35 52 04.777909860|188.4314062027232 +53.8427463089569|   0.373 -6.974    |10.47    |K2                  |    ~     ~    |    1| 1215.658   pc  | -23.4974    +23.4974  |paral   |2020yCat.1350....0G
963 |BD+36 2019                                                                                                                                                                                                                                           |High Proper Motion Star           |10 01 23.5026245928 +35 29 50.359580808|189.0894347372139 +53.0241870622458| 67.366 -60.347    |10.00    |G0                  |    ~     ~    |    1|  153.591   pc  |  -0.3656     +0.3656  |paral   |2020yCat.1350....0G
964 |TYC 2509-410-1                                                                                                                                                                                                                                       |High Proper Motion Star           |10 03 42.4523472936 +35 51 23.739874200|188.4706658466075 +53.4859505680945| 52.066 -24.348    |10.82    |~                   |    ~     ~    |    1|  306.645   pc  |  -1.6738     +1.6738  |paral   |2020yCat.1350....0G
965 |TYC 2509-486-1                                                                                                                                                                                                                                       |Star                              |10 01 18.1658095464 +35 34 48.576248904|188.9522724228355 +53.0046883227730|  -7.820 -3.132    |10.67    |~                   |    ~     ~    |    1| 1013.171   pc  | -16.1163    +16.1163  |paral   |2020yCat.1350....0G
966 |TYC 2509-608-1                                                                                                                                                                                                                                       |Star                              |10 02 24.8385106800 +36 04 25.838301576|188.1206868136366 +53.2174970598940|   1.276 -1.652    |10.44    |~                   |    ~     ~    |    1|  174.496   pc  |  -0.5785     +0.5785  |paral   |2020yCat.1350....0G
967 |TYC 2509-871-1                                                                                                                                                                                                                                       |Star                              |10 05 29.4437852640 +37 22 05.165667264|185.8943549167869 +53.7661723424759| 13.546 -16.196    |10.51    |~                   |    ~     ~    |    1|  211.837   pc  |  -1.0501     +1.0501  |paral   |2020yCat.1350....0G
968 |TYC 2509-872-1                                                                                                                                                                                                                                       |High Proper Motion Star           |10 00 53.2589740104 +36 25 12.303659388|187.5624341241037 +52.8980988165556|-24.251 -52.320    |10.55    |~                   |    ~     ~    |    1|  184.642   pc  |  -1.6774     +1.6774  |paral   |2020yCat.1350....0G
969 |TYC 2509-880-1                                                                                                                                                                                                                                       |Star                              |10 01 42.4091560224 +36 43 45.142217040|187.0383714982940 +53.0498075593587|  -6.042 -5.858    |10.45    |~                   |    ~     ~    |    1|  770.357   pc  | -10.9788    +10.9788  |paral   |2020yCat.1350....0G
970 |TYC 2509-937-1                                                                                                                                                                                                                                       |Star                              |10 03 37.4362358256 +37 19 18.547553928|186.0147361684977 +53.3991664635293|  -4.011 -5.878    |10.99    |~                   |    ~     ~    |    1|  274.424   pc  |  -1.4459     +1.4459  |paral   |2020yCat.1350....0G
971 |TYC 2509-1044-1                                                                                                                                                                                                                                      |Star                              |10 06 26.7881824416 +37 02 04.500592548|186.4364478066538 +53.9790234907003|   3.207 36.670    |10.77    |~                   |    ~     ~    |    1|   60.295   pc  |  -0.0927     +0.0927  |paral   |2020yCat.1350....0G
972 |TYC 2509-1135-1                                                                                                                                                                                                                                      |Star                              |10 02 22.9621383264 +36 39 06.043634748|187.1571238214887 +53.1886947744221| -2.655 -16.331    |9.87     |~                   |    ~     ~    |    1|  239.877   pc  |  -1.2832     +1.2832  |paral   |2020yCat.1350....0G
973 |TYC 2509-1160-1                                                                                                                                                                                                                                      |Star                              |10 02 22.0818174192 +37 12 20.104752888|186.2345301194634 +53.1569288541756| -11.034 -2.486    |10.70    |~                   |    ~     ~    |    1| 1572.080   pc  | -38.5544    +38.5544  |paral   |2020yCat.1350....0G
974 |TYC 2509-1171-1                                                                                                                                                                                                                                      |High Proper Motion Star           |10 05 37.7055656688 +37 05 37.434158520|186.3545302465213 +53.8122901493450|-58.459 -21.092    |9.96     |~                   |    ~     ~    |    1|  181.416   pc  |  -0.5760     +0.5760  |paral   |2020yCat.1350....0G
975 |TYC 2509-1207-1                                                                                                                                                                                                                                      |Spectroscopic Binary              |10 05 10.6678120440 +37 10 39.427371660|186.2229036307650 +53.7171611714469|  10.186 -3.675    |10.81    |~                   |    ~     ~    |    1|  380.836   pc  |  -7.7304     +7.7304  |paral   |2020yCat.1350....0G
976 |TYC 3000-38-1                                                                                                                                                                                                                                        |Star                              |10 06 18.1133209560 +38 17 41.308208808|184.3077812940761 +53.8482246154846|  -0.380 -6.427    |10.17    |~                   |    ~     ~    |    1|  713.267   pc  |  -7.6312     +7.6312  |paral   |2020yCat.1350....0G
977 |TYC 3000-62-1                                                                                                                                                                                                                                        |Star                              |10 06 39.7771598016 +37 49 26.776129620|185.0925009044208 +53.9617834503952|  -5.589 -8.122    |10.70    |~                   |    ~     ~    |    1|  290.048   pc  |  -1.7330     +1.7330  |paral   |2020yCat.1350....0G
978 |TYC 3000-185-1                                                                                                                                                                                                                                       |Star                              |10 04 13.2547381512 +37 56 44.683079856|184.9557006027902 +53.4714631252585|  9.715 -30.609    |10.73    |~                   |    ~     ~    |    1|  364.817   pc  |  -4.2323     +4.2323  |paral   |2020yCat.1350....0G
979 |TYC 3000-327-1                                                                                                                                                                                                                                       |Star                              |10 00 55.1544740856 +38 05 30.035182128|184.7976411743173 +52.8117981190609|  -35.263 1.774    |10.92    |~                   |    ~     ~    |    1|  255.395   pc  |  -1.0502     +1.0502  |paral   |2020yCat.1350....0G
980 |TYC 3000-388-1                                                                                                                                                                                                                                       |Star                              |10 04 07.7766488856 +37 56 00.685720140|184.9786099406005 +53.4545103347871|  9.082 -30.661    |10.51    |~                   |    ~     ~    |    1|  388.304   pc  |  -8.1421     +8.1421  |paral   |2020yCat.1350....0G
981 |TYC 3000-1208-1                                                                                                                                                                                                                                      |Star                              |10 05 45.7559657472 +38 28 38.096295528|184.0178250372745 +53.7253097539596|  -20.221 7.666    |10.04    |~                   |    ~     ~    |    1|  188.423   pc  |  -0.7314     +0.7314  |paral   |2020yCat.1350....0G
982 |BD+36 2025                                                                                                                                                                                                                                           |High Proper Motion Star           |10 05 12.9437122488 +35 38 39.016165812|188.8132359700258 +53.7982272129248| -90.286 20.458    |10.29    |K0                  |    ~     ~    |    1|  123.764   pc  |  -0.2665     +0.2665  |paral   |2020yCat.1350....0G
983 |BD+35 2091                                                                                                                                                                                                                                           |Star                              |10 00 03.5643048600 +35 05 23.832954420|189.7689720202213 +52.7563021187021|  1.400 -19.971    |9.80     |K0                  |    ~     ~    |    1|  487.972   pc  |  -4.1194     +4.1194  |paral   |2020yCat.1350....0G
984 |HD 86747                                                                                                                                                                                                                                             |Star                              |10 01 15.6564582984 +34 38 24.189691164|190.5146162800535 +53.0026075291697|-19.665 -21.876    |9.17     |F8                  |    ~     ~    |    1|  235.438   pc  |  -0.9590     +0.9590  |paral   |2020yCat.1350....0G
985 |HD 87226                                                                                                                                                                                                                                             |High Proper Motion Star           |10 04 18.6553412136 +34 29 52.427228784|190.7546318649275 +53.6301994282023| -99.235 -8.018    |9.15     |K0                  |    ~     ~    |    1|   47.086   pc  |  -0.3104     +0.3104  |paral   |2020yCat.1350....0G
986 |HD 87260                                                                                                                                                                                                                                             |High Proper Motion Star           |10 04 33.9994370664 +35 06 12.153441888|189.7323426712525 +53.6780735279924| -55.424 -9.844    |8.99     |F8                  |    ~     ~    |    1|  121.776   pc  |  -0.3322     +0.3322  |paral   |2020yCat.1350....0G
987 |HD 87422                                                                                                                                                                                                                                             |Star                              |10 05 36.5710829640 +34 41 24.233695980|190.4277152790621 +53.8966707448107|-33.869 -10.978    |7.93     |K0                  |    ~     ~    |    1|  277.901   pc  |  -2.3941     +2.3941  |paral   |2020yCat.1350....0G
988 |HD 87462                                                                                                                                                                                                                                             |Star                              |10 05 49.0580106720 +35 00 08.514174132|189.8966357895627 +53.9356329936970| -3.666 -33.062    |7.27     |K0                  |    ~     ~    |    1|  210.997   pc  |  -1.1753     +1.1753  |paral   |2020yCat.1350....0G
989 |BD+35 2105                                                                                                                                                                                                                                           |Double or Multiple Star           |10 06 20.3549801544 +34 56 47.576157468|189.9886580612363 +54.0433646099663| -9.816 -14.595    |9.761    |K0                  |    ~     ~    |    1|  653.637   pc  | -43.0660    +43.0660  |paral   |2020yCat.1350....0G
990 |HD 87622                                                                                                                                                                                                                                             |Star                              |10 06 46.4164923648 +34 21 14.338355436|190.9975323785668 +54.1382506225772| -9.895 -34.893    |8.86     |G5                  |    ~     ~    |    1|  182.448   pc  |  -1.8541     +1.8541  |paral   |2020yCat.1350....0G
991 |BD+35 2108                                                                                                                                                                                                                                           |Spectroscopic Binary              |10 07 00.2335769616 +35 07 15.028261752|189.6870095064282 +54.1760957177503|-12.992 -13.869    |9.12     |G5                  |    ~     ~    |    1|   82.954   pc  |  -0.1204     +0.1204  |paral   |2020yCat.1350....0G
992 |BD+35 2109                                                                                                                                                                                                                                           |Star                              |10 07 17.6704094808 +34 56 36.171004884|189.9883296438167 +54.2391467995301|   -6.273 6.331    |10.42    |K0                  |    ~     ~    |    1| 1183.992   pc  | -23.6911    +23.6911  |paral   |2020yCat.1350....0G
993 |* 21 LMi                                                                                                                                                                                                                                             |delta Sct Variable                |10 07 25.7629578 +35 14 40.896470      |189.4716870033 +54.2600440305      |     52.90 0.62    |4.49     |A7V(n)              |    ~     ~    |    1|   27.0025  pc  |  -0.2137     +0.2137  |paral   |2018yCat.1345....0G
994 |BD+34 2065                                                                                                                                                                                                                                           |Star                              |10 00 25.2643278456 +33 58 03.476215164|191.6258834277437 +52.8205437352375| 10.562 -29.805    |10.30    |G5                  |    ~     ~    |    1|  290.824   pc  |  -2.8672     +2.8672  |paral   |2020yCat.1350....0G
995 |BD+34 2072                                                                                                                                                                                                                                           |High Proper Motion Star           |10 03 20.8088275776 +34 01 09.723890496|191.5574168043116 +53.4277908087084|-94.702 -39.255    |10.44    |G0                  |    ~     ~    |    1|  153.032   pc  |  -0.4403     +0.4403  |paral   |2020yCat.1350....0G
996 |BD+34 2073                                                                                                                                                                                                                                           |High Proper Motion Star           |10 03 34.7645284488 +34 01 27.525480024|191.5501792713797 +53.4760468376334|-33.169 -43.457    |9.060    |F2                  |    ~     ~    |    1|  188.629   pc  |  -0.6440     +0.6440  |paral   |2020yCat.1350....0G
997 |BD+34 2076                                                                                                                                                                                                                                           |High Proper Motion Star           |10 04 27.0676629408 +33 57 20.969797932|191.6693239533248 +53.6558623472130|  -47.473 2.084    |10.59    |K0                  |    ~     ~    |    1|  282.542   pc  |  -1.5647     +1.5647  |paral   |2020yCat.1350....0G
998 |HD 87473                                                                                                                                                                                                                                             |Double or Multiple Star           |10 05 52.7314108152 +34 12 03.631959468|191.2580250728631 +53.9533888680864| 32.014 -40.484    |8.21     |G5                  |    ~     ~    |    1|  190.592   pc  | -18.7875    +18.7875  |paral   |2020yCat.1350....0G
999 |BD+34 2080                                                                                                                                                                                                                                           |High Proper Motion Star           |10 05 51.8442492672 +34 15 07.380051264|191.1712761240421 +53.9504601534767|-41.831 -40.350    |8.61     |G0                  |    ~     ~    |    1|  242.612   pc  |  -1.2714     +1.2714  |paral   |2020yCat.1350....0G
1000|BD+34 2084                                                                                                                                                                                                                                           |Star                              |10 07 03.6729068808 +33 59 55.011706692|191.6046898228754 +54.1973249837158| -13.728 11.567    |10.44    |F8                  |    ~     ~    |    1|  149.488   pc  |  -0.5386     +0.5386  |paral   |2020yCat.1350....0G
1001|BD+34 2075                                                                                                                                                                                                                                           |Star                              |10 04 18.5237206872 +33 30 49.608235512|192.4138890721077 +53.6184004116346|    4.760 4.686    |10.69    |F8                  |    ~     ~    |    1|  244.021   pc  |  -1.5184     +1.5184  |paral   |2020yCat.1350....0G
1002|BD+34 2082                                                                                                                                                                                                                                           |Star                              |10 06 30.6479266344 +33 31 54.166697688|192.3993921551017 +54.0776185584510|-14.104 -25.051    |9.63     |F8                  |    ~     ~    |    1|  200.646   pc  |  -0.7327     +0.7327  |paral   |2020yCat.1350....0G
1003|BD+34 2083                                                                                                                                                                                                                                           |Star                              |10 07 00.4566353088 +33 35 17.070824328|192.3061156753622 +54.1820293386776|   3.613 14.061    |9.59     |F8                  |    ~     ~    |    1|  291.886   pc  |  -9.7977     +9.7977  |paral   |2020yCat.1350....0G
1004|BD+33 1934                                                                                                                                                                                                                                           |Star                              |10 02 05.5846104192 +33 02 11.955671520|193.1890798135530 +53.1406033628933|-15.306 -21.943    |9.04     |K2                  |    ~     ~    |    1|  554.785   pc  |  -6.3404     +6.3404  |paral   |2020yCat.1350....0G
1005|HD 87370                                                                                                                                                                                                                                             |Star                              |10 05 15.6782238264 +33 13 44.711052204|192.9033498859398 +53.8099612462679|  18.371 -9.470    |8.48     |G5                  |    ~     ~    |    1|  355.114   pc  |  -4.2372     +4.2372  |paral   |2020yCat.1350....0G
1006|BD+33 1941                                                                                                                                                                                                                                           |Star                              |10 05 28.4038253808 +33 10 17.411075796|193.0030051570122 +53.8526857352642|  2.928 -38.960    |10.52    |F5                  |    ~     ~    |    1|  276.289   pc  |  -1.9313     +1.9313  |paral   |2020yCat.1350....0G
1007|TYC 2506-178-1                                                                                                                                                                                                                                       |Star                              |10 00 45.4061033304 +32 51 03.393671220|193.4773568107997 +52.8525290129526|  -11.519 1.246    |10.36    |~                   |    ~     ~    |    1|  818.398   pc  | -13.2615    +13.2615  |paral   |2020yCat.1350....0G
1008|TYC 2506-313-1                                                                                                                                                                                                                                       |Star                              |10 07 09.2937296088 +33 44 40.100403624|192.0394700969795 +54.2147202361907|-26.100 -16.775    |10.40    |~                   |    ~     ~    |    1|  227.159   pc  |  -1.1455     +1.1455  |paral   |2020yCat.1350....0G
1009|TYC 2506-314-1                                                                                                                                                                                                                                       |Star                              |10 00 38.1009035592 +33 44 43.674835020|191.9953371375259 +52.8596375784652|-23.502 -11.620    |10.17    |~                   |    ~     ~    |    1|  528.150   pc  |  -4.4073     +4.4073  |paral   |2020yCat.1350....0G
1010|TYC 2506-430-1                                                                                                                                                                                                                                       |Star                              |10 01 27.2739210312 +33 42 40.956589332|192.0591448800266 +53.0291073392015| -10.525 13.391    |10.81    |~                   |    ~     ~    |    1|  230.500   pc  |  -0.9404     +0.9404  |paral   |2020yCat.1350....0G
1011|TYC 2506-511-1                                                                                                                                                                                                                                       |Star                              |10 03 13.0733769624 +33 14 43.342000944|192.8544045897748 +53.3833569867988| 28.259 -38.415    |10.40    |~                   |    ~     ~    |    1|  123.226   pc  |  -0.2961     +0.2961  |paral   |2020yCat.1350....0G
1012|TYC 2506-730-1                                                                                                                                                                                                                                       |High Proper Motion Star           |10 05 14.3533509384 +34 10 03.424160136|191.3137207173065 +53.8209655730849|-61.012 -80.138    |10.40    |~                   |    ~     ~    |    1|  171.485   pc  |  -0.5499     +0.5499  |paral   |2020yCat.1350....0G
1013|TYC 2506-753-1                                                                                                                                                                                                                                       |Star                              |10 03 39.3628704432 +34 10 44.783954796|191.2903432389832 +53.4936006543898|  -6.173 -2.369    |10.52    |~                   |    ~     ~    |    1| 1707.359   pc  | -63.5486    +63.5486  |paral   |2020yCat.1350....0G
1014|TYC 2506-827-1                                                                                                                                                                                                                                       |High Proper Motion Star           |10 05 51.2694516312 +33 35 01.623528528|192.3066519340685 +53.9418376440097| 73.842 -61.697    |10.36    |~                   |    ~     ~    |    1|   83.411   pc  |  -0.1092     +0.1092  |paral   |2020yCat.1350....0G
1015|TYC 2506-847-1                                                                                                                                                                                                                                       |Star                              |10 00 31.0631876016 +33 26 15.490192992|192.5035497520235 +52.8260219301457|-20.922 -10.606    |10.20    |~                   |    ~     ~    |    1|  267.831   pc  |  -1.4275     +1.4275  |paral   |2020yCat.1350....0G
1016|TYC 2506-906-1                                                                                                                                                                                                                                       |High Proper Motion Star           |10 03 10.8014142840 +34 14 51.214981092|191.1739674940691 +53.3957925014790|-95.742 -58.175    |10.35    |~                   |    ~     ~    |    1|  158.927   pc  |  -0.4824     +0.4824  |paral   |2020yCat.1350....0G
1017|TYC 2506-910-1                                                                                                                                                                                                                                       |High Proper Motion Star           |10 00 46.5329964816 +33 49 38.189853624|191.8610474359658 +52.8908824991498|-83.877 -112.841   |10.24    |~                   |    ~     ~    |    1|  118.513   pc  |  -0.2514     +0.2514  |paral   |2020yCat.1350....0G
1018|TYC 2506-995-1                                                                                                                                                                                                                                       |Star                              |10 06 07.7603952792 +34 36 37.489394520|190.5616704728598 +54.0041836094185|   1.996 -6.422    |9.89     |~                   |    ~     ~    |    1|  139.225   pc  |  -0.3470     +0.3470  |paral   |2020yCat.1350....0G
1019|TYC 2506-1118-1                                                                                                                                                                                                                                      |Star                              |10 02 22.1723546856 +34 43 32.533168548|190.3725513807315 +53.2306559835452|  -7.364 -2.857    |10.83    |~                   |    ~     ~    |    1|  464.360   pc  |  -3.4717     +3.4717  |paral   |2020yCat.1350....0G
1020|TYC 2506-1203-1                                                                                                                                                                                                                                      |Spectroscopic Binary              |10 06 55.4266339128 +34 48 49.464834768|190.2120564981091 +54.1652382978776|  -91.627 7.031    |10.44    |~                   |    ~     ~    |    1|  271.887   pc  |  -1.3824     +1.3824  |paral   |2020yCat.1350....0G
1021|TYC 2506-1229-1                                                                                                                                                                                                                                      |Spectroscopic Binary              |10 00 30.5353020432 +34 28 05.129929920|190.7980607584235 +52.8465746843768|   0.355 -7.134    |10.77    |~                   |    ~     ~    |    1| 1064.396   pc  | -17.9004    +17.9004  |paral   |2020yCat.1350....0G
1022|TYC 2506-1318-1                                                                                                                                                                                                                                      |Star                              |10 06 14.7112209792 +34 41 12.073545312|190.4315205816835 +54.0273664236794|  -5.055 -2.966    |10.29    |~                   |    ~     ~    |    1| 1234.263   pc  | -28.9447    +28.9447  |paral   |2020yCat.1350....0G
1023|TYC 2509-245-1                                                                                                                                                                                                                                       |Spectroscopic Binary              |10 05 19.3154741784 +35 12 37.964711880|189.5465676825812 +53.8305582000706|  7.422 -20.469    |10.84    |~                   |    ~     ~    |    1|  511.038   pc  | -28.3881    +28.3881  |paral   |2020yCat.1350....0G
1024|TYC 2509-259-1                                                                                                                                                                                                                                       |High Proper Motion Star           |10 05 11.4052576056 +35 13 12.961625844|189.5309980598453 +53.8034454918232|-8.750 -101.440    |10.62    |~                   |    ~     ~    |    1|  238.203   pc  |  -1.1291     +1.1291  |paral   |2020yCat.1350....0G
1025|TYC 2509-274-1                                                                                                                                                                                                                                       |Star                              |10 03 00.8109343296 +35 14 19.812943284|189.5124017509047 +53.3587134742796|  -7.861 -6.771    |10.46    |~                   |    ~     ~    |    1|  910.415   pc  | -12.2671    +12.2671  |paral   |2020yCat.1350....0G
1026|TYC 2509-327-1                                                                                                                                                                                                                                       |Star                              |10 02 03.0494594928 +35 16 15.429309348|189.4631393193638 +53.1617675549160|-15.201 -14.453    |10.53    |~                   |    ~     ~    |    1|  319.519   pc  |  -1.8172     +1.8172  |paral   |2020yCat.1350....0G
1027|TYC 2509-364-1                                                                                                                                                                                                                                       |Star                              |10 00 24.5872558104 +35 17 50.015596992|189.4254904092031 +52.8266101481825|-26.684 -26.287    |10.41    |~                   |    ~     ~    |    1|  269.288   pc  |  -1.3198     +1.3198  |paral   |2020yCat.1350....0G
1028|TYC 2509-552-1                                                                                                                                                                                                                                       |Spectroscopic Binary              |10 02 58.1329650624 +35 26 59.589142800|189.1591262648124 +53.3460796692954|   -3.144 1.894    |9.94     |~                   |    ~     ~    |    1|  816.526   pc  | -11.9342    +11.9342  |paral   |2020yCat.1350....0G
1029|TYC 2509-597-1                                                                                                                                                                                                                                       |Spectroscopic Binary              |10 06 39.9415268880 +35 28 27.231857076|189.0870254721550 +54.0980240272108|  17.353 -6.508    |10.51    |~                   |    ~     ~    |    1|  180.603   pc  |  -1.6765     +1.6765  |paral   |2020yCat.1350....0G
1030|TYC 2506-45-1                                                                                                                                                                                                                                        |Star                              |10 02 12.4827480792 +32 38 37.096461168|193.8454568323717 +53.1475211595955|-15.640 -13.305    |10.34    |F8                  |    ~     ~    |    1|  236.189   pc  |  -1.1603     +1.1603  |paral   |2020yCat.1350....0G
1031|BD+33 1942                                                                                                                                                                                                                                           |High Proper Motion Star           |10 05 38.6415582000 +32 55 23.168824536|193.4259608735157 +53.8806102305548| -66.353 41.575    |10.86    |F8                  |    ~     ~    |    1|  211.977   pc  |  -0.6830     +0.6830  |paral   |2020yCat.1350....0G
1032|NGC 3118                           NGC 3118                                                                                                                                                                                                          |Galaxy in Pair of Galaxies        |10 07 11.616 +33 01 40.35              |193.264909 +54.208712              |            ~ ~    |     ~   |~                   |0.600 0.288    |    1|   24.66    Mpc |  -1.66       +1.66    |T-F     |2020ApJ...902..145K
1033|NGC 3099                           NGC 3099E                          NGC 3099                                                                                                                                                                       |LINER-type Active Galaxy Nucleus  |10 02 36.5352336744 +32 42 24.230041668|193.7468965082442 +53.2347558623006|            ~ ~    |     ~   |~                   |0.697 0.488    |    0|                |                       |        |                   
1034|HD 87210                                                                                                                                                                                                                                             |Star                              |10 04 16.0775587752 +32 27 08.807599800|194.2005762538707 +53.5718787113747|-23.701 -27.887    |7.33     |K0                  |    ~     ~    |    1|  226.968   pc  |  -1.3857     +1.3857  |paral   |2020yCat.1350....0G
1035|BD+32 1962                                                                                                                                                                                                                                           |High Proper Motion Star           |10 00 04.5173259168 +32 16 27.470489700|194.4162090846976 +52.6780980225836|-127.143 -21.566   |9.33     |F8                  |    ~     ~    |    1|   97.071   pc  |  -0.2073     +0.2073  |paral   |2020yCat.1350....0G
1036|HD 86793                                                                                                                                                                                                                                             |Star                              |10 01 33.2988497568 +31 51 49.009417128|195.1277921617075 +52.9644914675448|  -4.269 10.759    |9.10     |F5                  |    ~     ~    |    1|  197.707   pc  |  -0.8951     +0.8951  |paral   |2020yCat.1350....0G
1037|BD+32 1968                                                                                                                                                                                                                                           |Star                              |10 01 38.5797664296 +31 55 52.087085832|195.0179782391624 +52.9876372349645| -35.744 -6.982    |9.27     |F5                  |    ~     ~    |    1|  194.299   pc  |  -0.8117     +0.8117  |paral   |2020yCat.1350....0G
1038|BD+32 1969                                                                                                                                                                                                                                           |Star                              |10 01 46.6132928424 +31 58 10.006484988|194.9575325315321 +53.0184803922846|  24.327 -8.290    |10.20    |F8                  |    ~     ~    |    1|  252.666   pc  |  -1.3853     +1.3853  |paral   |2020yCat.1350....0G
1039|BD+32 1978                                                                                                                                                                                                                                           |Star                              |10 05 56.3991311736 +32 09 40.410583956|194.7222712387356 +53.9101514849991|-15.210 -34.565    |10.59    |F0                  |    ~     ~    |    1|  409.165   pc  |  -3.3818     +3.3818  |paral   |2020yCat.1350....0G
1040|BD+32 1981                                                                                                                                                                                                                                           |Star                              |10 07 24.2540324616 +32 12 28.186140888|194.6692090057997 +54.2218975498823|-20.373 -25.185    |9.67     |F5                  |    ~     ~    |    1|  212.314   pc  |  -0.7708     +0.7708  |paral   |2020yCat.1350....0G
1041|HD 86729                                                                                                                                                                                                                                             |Star                              |10 01 09.4058533272 +31 32 59.651786436|195.6366060078181 +52.8575531687452|   7.278 -0.338    |8.47     |A                   |    ~     ~    |    1|  222.366   pc  |  -1.5131     +1.5131  |paral   |2020yCat.1350....0G
1042|HD 86873                                                                                                                                                                                                                                             |High Proper Motion Star           |10 02 06.0953843184 +31 31 52.341919140|195.6925834384816 +53.0568991420579| 46.256 -48.241    |7.38     |G5                  |    ~     ~    |    1|  113.488   pc  |  -0.4018     +0.4018  |paral   |2020yCat.1350....0G
1043|HD 87174                                                                                                                                                                                                                                             |Star                              |10 03 57.0258860208 +31 29 08.771242092|195.8163816934857 +53.4465966617893|  -10.854 7.711    |8.34     |K0                  |    ~     ~    |    1|  575.871   pc  |  -9.5840     +9.5840  |paral   |2020yCat.1350....0G
1044|BD+32 1976                                                                                                                                                                                                                                           |Pulsating Variable                |10 05 24.0877619640 +31 18 47.495400552|196.1441607577248 +53.7429285803731| -14.008 -6.614    |9.70     |G5                  |    ~     ~    |    1|  508.466   pc  | -10.6776    +10.6776  |paral   |2020yCat.1350....0G
1045|BD+32 1979                                                                                                                                                                                                                                           |Star                              |10 06 49.2401676624 +31 38 29.042487744|195.6231329559644 +54.0670650387776| -37.822 29.774    |9.54     |G5                  |    ~     ~    |    1|   69.668   pc  |  -0.0762     +0.0762  |paral   |2020yCat.1350....0G
1046|BD+31 2080                                                                                                                                                                                                                                           |Star                              |10 00 24.3049955208 +30 25 51.476765124|197.4532783641187 +52.5974873554598|  -16.591 2.570    |10.24    |K0                  |    ~     ~    |    1|  868.583   pc  | -12.8254    +12.8254  |paral   |2020yCat.1350....0G
1047|BD+31 2082                                                                                                                                                                                                                                           |Star                              |10 01 15.3750776136 +30 50 02.948359884|196.8202964820469 +52.8188639581233|   -9.269 9.874    |9.21     |K0                  |    ~     ~    |    1|  501.983   pc  |  -4.0318     +4.0318  |paral   |2020yCat.1350....0G
1048|HD 86777                                                                                                                                                                                                                                             |High Proper Motion Star           |10 01 24.7759960704 +30 35 14.324797392|197.2322301543400 +52.8290791612062| -80.627 62.906    |7.84     |A2                  |    ~     ~    |    1|  150.033   pc  |  -0.6415     +0.6415  |paral   |2020yCat.1350....0G
1049|BD+31 2084                                                                                                                                                                                                                                           |Star                              |10 02 49.3131713928 +30 55 00.719954796|196.7333376926722 +53.1608539919448| -26.534 -4.352    |9.68     |G5                  |    ~     ~    |    1|  549.149   pc  |  -4.5536     +4.5536  |paral   |2020yCat.1350....0G
1050|HD 87047                                                                                                                                                                                                                                             |Horizontal Branch Star            |10 03 12.7491822360 +31 03 19.068708168|196.5149335593888 +53.2560461958680| 17.791 -99.544    |9.74     |A0                  |    ~     ~    |    1|  696.427   pc  | -11.4948    +11.4948  |paral   |2020yCat.1350....0G
