C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST06:38:56

dec >=0&rah >=9.25&rah< 9.5&(cat='NGC'|Vmag< 11)
------------------------------------------------

Number of objects : 3041

 #  |                                                                 identifier                                                                 |                typ                 |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |  spec. type   |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|--------------------------------------------------------------------------------------------------------------------------------------------|------------------------------------|---------------------------------------|-----------------------------------|------------------|---------|---------------|---------------|-----|----------------|-----------------------|--------|-------------------
1443|TYC 1405-491-1                                                                                                                              |Star                                |09 16 55.2407272368 +17 38 01.771464228|212.0426986392082 +39.8740983558231|  -1.782 -9.034   |10.49    |~              |    ~     ~    |    1|  990.393   pc  | -20.5004    +20.5004  |paral   |2020yCat.1350....0G
1444|TYC 1405-660-1                                                                                                                              |Star                                |09 20 15.0295526736 +18 48 30.545727480|210.9605133189205 +41.0260219063030|    1.760 4.832   |10.75    |~              |    ~     ~    |    1|  490.605   pc  |  -6.9079     +6.9079  |paral   |2020yCat.1350....0G
1445|BD+20 2306A                                                                                                                                 |Star                                |09 21 29.0623699628 +19 42 55.229857428|209.9534897351325 +41.6049222303774|-14.732 -11.139   |9.96     |~              |    ~     ~    |    1|  334.672   pc  |  -3.0465     +3.0465  |paral   |2020yCat.1350....0G
1446|TYC 1405-811-1                                                                                                                              |Star                                |09 15 15.9986354136 +18 53 37.315338288|210.3248840484512 +39.9471706378854| -29.776 -9.516   |9.93     |~              |    ~     ~    |    1|  576.170   pc  |  -5.1124     +5.1124  |paral   |2020yCat.1350....0G
1447|TYC 1405-900-1                                                                                                                              |Spectroscopic Binary                |09 17 56.2627235376 +17 53 51.125781912|211.8335055567094 +40.1942805169372|-119.264 -23.329  |10.13    |~              |    ~     ~    |    1|  146.615   pc  |  -5.5438     +5.5438  |paral   |2020yCat.1350....0G
1448|TYC 1405-974-1                                                                                                                              |Star                                |09 17 39.9927519120 +19 23 54.528408600|209.9535923327462 +40.6513472957648|  -0.688 -7.757   |10.49    |~              |    ~     ~    |    1|  872.448   pc  | -13.7771    +13.7771  |paral   |2020yCat.1350....0G
1449|TYC 1405-1103-1                                                                                                                             |High Proper Motion Star             |09 19 48.7142790552 +18 16 13.471968000|211.5807727937025 +40.7424145976976|-31.480 -61.286   |9.93     |~              |    ~     ~    |    1|  100.365   pc  |  -0.1994     +0.1994  |paral   |2020yCat.1350....0G
1450|TYC 1405-1270-1                                                                                                                             |Star                                |09 17 31.7522717616 +19 12 00.860334192|210.1851534609165 +40.5541855076910|  -4.763 -0.663   |10.81    |~              |    ~     ~    |    1|  952.653   pc  | -15.5191    +15.5191  |paral   |2020yCat.1350....0G
1451|TYC 1405-1276-1                                                                                                                             |Star                                |09 20 40.9431036960 +18 42 49.751280396|211.1249249252792 +41.0896156553563|   -3.806 4.656   |10.24    |~              |    ~     ~    |    1|  879.275   pc  | -12.7566    +12.7566  |paral   |2020yCat.1350....0G
1452|TYC 1405-1299-1                                                                                                                             |High Proper Motion Star             |09 16 08.6722717728 +18 43 34.870166760|210.6231781738193 +40.0849201398861| 32.335 -65.741   |10.87    |~              |    ~     ~    |    1|  153.306   pc  |  -0.3572     +0.3572  |paral   |2020yCat.1350....0G
1453|TYC 1405-1314-1                                                                                                                             |Star                                |09 19 19.6023980856 +17 59 19.770875556|211.8748396380853 +40.5355711472614|  4.742 -12.964   |10.39    |~              |    ~     ~    |    1|  836.260   pc  | -22.0289    +22.0289  |paral   |2020yCat.1350....0G
1454|TYC 1405-1399-1                                                                                                                             |Star                                |09 17 45.2556058632 +18 31 56.115477012|211.0341791121946 +40.3758515149332|  -1.007 -2.139   |10.88    |~              |    ~     ~    |    1| 1606.168   pc  | -41.2764    +41.2764  |paral   |2020yCat.1350....0G
1455|TYC 1405-1427-1                                                                                                                             |Star                                |09 15 03.7384142832 +17 52 09.332143536|211.5517202627949 +39.5446302378151|-18.268 -13.392   |10.23    |~              |    ~     ~    |    1|  657.246   pc  |  -6.8684     +6.8684  |paral   |2020yCat.1350....0G
1456|TYC 1405-1489-1                                                                                                                             |Star                                |09 19 04.0504241784 +18 19 22.241677656|211.4346683230308 +40.5951445750527|  -7.359 -9.519   |10.85    |~              |    ~     ~    |    1|  410.829   pc  |  -3.5950     +3.5950  |paral   |2020yCat.1350....0G
1457|TYC 1405-1556-1                                                                                                                             |Star                                |09 18 08.6176651344 +17 59 23.556233184|211.7430725592130 +40.2727616168374|   4.951 13.318   |10.84    |~              |    ~     ~    |    1|  585.309   pc  |  -5.3443     +5.3443  |paral   |2020yCat.1350....0G
1458|NGC 2843                           NGC 2843                                                                                                 |Galaxy                              |09 20 28.7778384168 +18 55 34.319720316|210.8382940470874 +41.1171561019351|            ~ ~   |     ~   |~              |0.400 0.208    |    0|                |                       |        |                   
1459|BD+18 2171                                                                                                                                  |Spectroscopic Binary                |09 20 44.9099435760 +17 33 08.483105592|212.5708947887834 +40.6965312222673|-71.436 -69.950   |9.26     |K2             |    ~     ~    |    1|   67.502   pc  |  -0.0838     +0.0838  |paral   |2020yCat.1350....0G
1460|BD+17 2043                                                                                                                                  |Star                                |09 15 24.4813138656 +17 08 06.049762296|212.4773679790333 +39.3574389700068|    1.688 4.692   |9.53     |G0             |    ~     ~    |    1|  664.187   pc  | -16.1018    +16.1018  |paral   |2020yCat.1350....0G
1461|BD+17 2050                                                                                                                                  |High Proper Motion Star             |09 16 42.4759733952 +17 14 17.586583404|212.4990716407118 +39.6841810622884| 59.547 -41.643   |9.30     |K0             |    ~     ~    |    1|  141.609   pc  |  -0.4733     +0.4733  |paral   |2020yCat.1350....0G
1462|HD 80148                                                                                                                                    |Star                                |09 18 36.6260278080 +17 14 18.424161636|212.7136566502657 +40.1075591846690|-10.966 -14.721   |8.60     |F0             |    ~     ~    |    1|  174.201   pc  |  -0.7678     +0.7678  |paral   |2020yCat.1350....0G
1463|BD+17 2060                                                                                                                                  |Star                                |09 19 02.1122028912 +17 09 59.950210644|212.8493724603346 +40.1759827131914| -25.089 12.595   |9.56     |G0             |    ~     ~    |    1|  244.487   pc  |  -1.3330     +1.3330  |paral   |2020yCat.1350....0G
1464|BD+17 2042                                                                                                                                  |High Proper Motion Star             |09 15 07.8908327424 +16 32 14.215686072|213.1633291844910 +39.0759802489023|-66.272 -37.874   |10.18    |F8             |    ~     ~    |    1|  152.863   pc  |  -0.3762     +0.3762  |paral   |2020yCat.1350....0G
1465|BD+17 2048                                                                                                                                  |Spectroscopic Binary                |09 15 57.7657717200 +16 34 44.522567832|213.2087494562642 +39.2764344961589| -19.467 -5.041   |10.60    |K2             |    ~     ~    |    1|  362.884   pc  |  -8.3488     +8.3488  |paral   |2020yCat.1350....0G
1466|HD 79930                                                                                                                                    |Star                                |09 17 22.1352995592 +16 33 04.159179252|213.4042400314981 +39.5789418698707| 13.293 -36.971   |8.87     |F8             |    ~     ~    |    1|  127.623   pc  |  -0.2818     +0.2818  |paral   |2020yCat.1350....0G
1467|V* GO Cnc                                                                                                                                   |Eclipsing Binary                    |09 17 38.1235288855 +16 42 18.144244398|213.2493566185699 +39.6952531813536|  -6.626 -2.997   |8.380    |A0             |    ~     ~    |    1|  548.9679  pc  | -28.8407    +28.8407  |paral   |2018yCat.1345....0G
1468|BD+17 2054                                                                                                                                  |Star                                |09 17 51.7910324760 +17 00 58.704237972|212.8987792923070 +39.8603745710398| -17.972 -8.459   |10.260   |G5             |    ~     ~    |    1|  742.776   pc  | -11.6412    +11.6412  |paral   |2020yCat.1350....0G
1469|HD 80510                                                                                                                                    |Star                                |09 20 38.1912840384 +17 07 38.430852168|213.0801311227077 +40.5179604216082|-19.416 -10.261   |7.76     |F2             |    ~     ~    |    1|  184.795   pc  |  -0.9118     +0.9118  |paral   |2020yCat.1350....0G
1470|HD 80652                                                                                                                                    |High Proper Motion Star             |09 21 25.4892088728 +16 35 53.877410520|213.8184208359182 +40.4988074095649|-22.784 -44.927   |7.02     |A5             |    ~     ~    |    1|  137.404   pc  |  -0.4305     +0.4305  |paral   |2020yCat.1350....0G
1471|BD+17 2068                                                                                                                                  |Star                                |09 21 45.7701049272 +16 28 05.860138764|214.0167856270955 +40.5256423834400| -12.058 -2.496   |9.83     |G5             |    ~     ~    |    1|  615.991   pc  |  -6.4885     +6.4885  |paral   |2020yCat.1350....0G
1472|BD+17 2069                                                                                                                                  |High Proper Motion Star             |09 21 59.7424016664 +17 09 35.447941044|213.1960912569648 +40.8322077550076|-27.756 -53.565   |10.24    |G5             |    ~     ~    |    1|  125.552   pc  |  -0.3090     +0.3090  |paral   |2020yCat.1350....0G
1473|BD+17 2070                                                                                                                                  |Star                                |09 22 11.5906156896 +17 12 59.769581616|213.1488476467105 +40.8967759489956| -12.909 -9.722   |10.36    |F8             |    ~     ~    |    1|  386.623   pc  |  -2.9895     +2.9895  |paral   |2020yCat.1350....0G
1474|BD+17 2071                                                                                                                                  |Star                                |09 22 25.9743801264 +17 18 50.715183204|213.0560383558917 +40.9854543175532|  -7.931 -6.301   |10.49    |A2             |    ~     ~    |    1|  427.862   pc  |  -4.2471     +4.2471  |paral   |2020yCat.1350....0G
1475|BD+16 1935                                                                                                                                  |High Proper Motion Star             |09 17 44.1134162760 +16 08 44.369948292|213.9345364166291 +39.5087631489694|64.997 -133.065   |9.99     |K0             |    ~     ~    |    1|   79.023   pc  |  -0.1236     +0.1236  |paral   |2020yCat.1350....0G
1476|BD+16 1936                                                                                                                                  |Star                                |09 18 03.9443752104 +16 19 21.936873504|213.7602188997138 +39.6487908574816| 22.574 -26.623   |9.55     |K0             |    ~     ~    |    1|  428.761   pc  | -22.8141    +22.8141  |paral   |2020yCat.1350....0G
1477|BD+16 1941                                                                                                                                  |Star                                |09 19 18.1055436288 +16 02 36.128389308|214.2420062270783 +39.8186507279434|  -3.816 -1.327   |10.66    |F0             |    ~     ~    |    1|  528.793   pc  |  -5.6763     +5.6763  |paral   |2020yCat.1350....0G
1478|BD+16 1944                                                                                                                                  |High Proper Motion Star             |09 19 53.2963095792 +16 07 22.576322928|214.2152936665650 +39.9791530965999| 71.013 -37.149   |9.74     |G0             |    ~     ~    |    1|  199.824   pc  |  -0.9942     +0.9942  |paral   |2020yCat.1350....0G
1479|HD 80410                                                                                                                                    |Star                                |09 20 01.5214860072 +15 56 14.816513256|214.4555651497294 +39.9394899287343| -13.159 -3.238   |8.66     |G5             |    ~     ~    |    1|  362.122   pc  |  -3.6324     +3.6324  |paral   |2020yCat.1350....0G
1480|BD+16 1949                                                                                                                                  |Star                                |09 20 39.6071595744 +16 09 06.144503472|214.2717664416647 +40.1616851035421| -4.634 -10.075   |9.02     |K0             |    ~     ~    |    1|  598.946   pc  |  -7.8563     +7.8563  |paral   |2020yCat.1350....0G
1481|BD+16 1932                                                                                                                                  |High Proper Motion Star             |09 16 18.0275969328 +15 27 02.321720892|214.5944377819211 +38.9249979443756|-48.481 -13.245   |9.99     |F8             |    ~     ~    |    1|  136.418   pc  |  -0.3182     +0.3182  |paral   |2020yCat.1350....0G
1482|BD+16 1933                                                                                                                                  |Star                                |09 16 56.8751395992 +15 33 23.043680676|214.5459179608328 +39.1096367120960|  -1.527 -0.483   |10.81    |A5             |    ~     ~    |    1|  510.960   pc  |  -4.1512     +4.1512  |paral   |2020yCat.1350....0G
1483|BD+16 1938                                                                                                                                  |Star                                |09 18 09.9229781448 +15 33 14.752212156|214.6939686336238 +39.3795172791208|-10.060 -12.900   |9.61     |G5             |    ~     ~    |    1|  466.766   pc  |  -3.2245     +3.2245  |paral   |2020yCat.1350....0G
1484|BD+16 1943                                                                                                                                  |Star                                |09 19 44.2002554592 +15 34 28.036612200|214.8580017155306 +39.7367573393556|  6.082 -12.005   |9.56     |K0             |    ~     ~    |    1|  523.533   pc  |  -6.7973     +6.7973  |paral   |2020yCat.1350....0G
1485|BD+16 1946                                                                                                                                  |Star                                |09 20 04.6537685664 +15 27 41.631016860|215.0346240823890 +39.7691414361391|  -0.687 -6.538   |9.29     |K0             |    ~     ~    |    1|  546.299   pc  |  -9.1622     +9.1622  |paral   |2020yCat.1350....0G
1486|BD+16 1947                                                                                                                                  |Pulsating Variable                  |09 20 21.4877541264 +15 29 26.848954608|215.0334053676317 +39.8427817322375| -15.265 -6.171   |9.96     |F0             |    ~     ~    |    1|  252.902   pc  |  -5.4493     +5.4493  |paral   |2020yCat.1350....0G
1487|BD+16 1948                                                                                                                                  |Star                                |09 20 22.3196142144 +15 26 36.605458824|215.0919109584091 +39.8276437786564|   -8.651 0.701   |10.29    |F0             |    ~     ~    |    1|  351.519   pc  |  -2.6443     +2.6443  |paral   |2020yCat.1350....0G
1488|BD+16 1951                                                                                                                                  |Star                                |09 20 46.4993570256 +15 29 45.761644860|215.0774791178864 +39.9374907861374| -8.395 -23.136   |9.69     |F5             |    ~     ~    |    1|  199.916   pc  |  -0.8313     +0.8313  |paral   |2020yCat.1350....0G
1489|BD+15 2023                                                                                                                                  |Star                                |09 19 45.7641461448 +15 21 55.608185052|215.1118366559270 +39.6620522964011|   0.738 -6.013   |10.01    |K0             |    ~     ~    |    1|  687.853   pc  |  -9.0370     +9.0370  |paral   |2020yCat.1350....0G
1490|NGC 2819                           NGC 2819                                                                                                 |LINER-type Active Galaxy Nucleus    |09 18 09.2911798296 +16 11 53.080697364|213.9207117509415 +39.6218385868834|            ~ ~   |     ~   |~              |0.747 0.597    |    1|  127.20    Mpc |                       |redshift|2007ApJ...655..790C
1491|TYC 1402-69-1                                                                                                                               |Star                                |09 21 26.0878853760 +17 20 50.195819652|212.9011760408032 +40.7753812377316|   7.479 -3.493   |10.76    |~              |    ~     ~    |    1|  892.459   pc  | -15.2128    +15.2128  |paral   |2020yCat.1350....0G
1492|TYC 1402-77-1                                                                                                                               |Star                                |09 15 40.9148510328 +16 50 58.405849044|212.8518173339580 +39.3138940516550| -23.915 -9.724   |10.82    |~              |    ~     ~    |    1|  225.068   pc  |  -0.9929     +0.9929  |paral   |2020yCat.1350....0G
1493|TYC 1402-147-1                                                                                                                              |Star                                |09 20 45.4007770300 +15 39 14.305305870|214.8850113696431 +39.9940678099341|      -7.4 -8.4   |10.26    |~              |    ~     ~    |    0|                |                       |        |                   
1494|TYC 1402-215-1                                                                                                                              |Star                                |09 19 22.3615869192 +16 28 33.899973708|213.7274554449246 +39.9968179391299|-18.553 -42.529   |10.62    |~              |    ~     ~    |    1|  298.695   pc  |  -7.7352     +7.7352  |paral   |2020yCat.1350....0G
1495|TYC 1402-219-1                                                                                                                              |Star                                |09 18 28.5860535504 +16 34 35.298347088|213.5017992730229 +39.8347519395076|  8.293 -35.797   |10.34    |~              |    ~     ~    |    1|  238.869   pc  |  -1.2439     +1.2439  |paral   |2020yCat.1350....0G
1496|TYC 1402-433-1                                                                                                                              |Star                                |09 15 08.8014903984 +16 37 15.115368900|213.0650652017121 +39.1103759933638| -5.532 -25.561   |10.14    |~              |    ~     ~    |    1|  245.936   pc  |  -4.2400     +4.2400  |paral   |2020yCat.1350....0G
1497|GSC 01402-00461                                                                                                                             |Double or Multiple Star             |09 15 36.1958164968 +15 51 14.520428532|214.0328370248623 +38.9241780882334|  -5.278 -2.499   |10.627   |~              |    ~     ~    |    1|  736.214   pc  | -11.0570    +11.0570  |paral   |2020yCat.1350....0G
1498|TYC 1402-514-1                                                                                                                              |Star                                |09 21 01.9421505048 +17 13 16.258255824|213.0103113068598 +40.6401637338572|-36.624 -16.322   |10.78    |~              |    ~     ~    |    1|  247.036   pc  |  -4.7601     +4.7601  |paral   |2020yCat.1350....0G
1499|TYC 1402-655-1                                                                                                                              |Star                                |09 22 10.5888641712 +16 15 10.751807052|214.3283382282884 +40.5370773622809| -15.492 14.106   |10.74    |~              |    ~     ~    |    1|  151.488   pc  |  -0.4406     +0.4406  |paral   |2020yCat.1350....0G
1500|TYC 1402-662-1                                                                                                                              |Star                                |09 19 28.2232787904 +16 14 12.626185776|214.0283718039236 +39.9290582473463|-22.107 -13.859   |10.40    |~              |    ~     ~    |    1|  335.954   pc  |  -3.5552     +3.5552  |paral   |2020yCat.1350....0G
1501|TYC 1402-751-1                                                                                                                              |Star                                |09 22 20.8020514200 +15 57 38.519030124|214.7045790263952 +40.4645889190542| 19.919 -12.848   |10.45    |~              |    ~     ~    |    1|  287.158   pc  |  -1.9378     +1.9378  |paral   |2020yCat.1350....0G
1502|TYC 1402-753-1                                                                                                                              |Star                                |09 15 51.2643899424 +16 39 10.589049576|213.1076434904820 +39.2797211366565| -18.695 -2.656   |10.83    |~              |    ~     ~    |    1|  689.180   pc  |  -8.4544     +8.4544  |paral   |2020yCat.1350....0G
1503|TYC 1402-860-1                                                                                                                              |Star                                |09 21 25.2458431896 +17 13 45.704267904|213.0446600593752 +40.7295496639014|  -22.816 4.177   |9.86     |~              |    ~     ~    |    1|  288.176   pc  |  -1.5862     +1.5862  |paral   |2020yCat.1350....0G
1504|TYC 1402-937-1                                                                                                                              |Star                                |09 15 06.7989277176 +16 45 35.692515108|212.8947004327573 +39.1543632926685|  -11.206 1.540   |10.73    |~              |    ~     ~    |    1|  711.845   pc  |  -9.4251     +9.4251  |paral   |2020yCat.1350....0G
1505|TYC 1402-990-1                                                                                                                              |Star                                |09 22 03.8305627800 +15 43 22.242145224|214.9592972240200 +40.3110899769405|  -28.393 1.570   |10.20    |~              |    ~     ~    |    1|  297.938   pc  |  -1.4735     +1.4735  |paral   |2020yCat.1350....0G
1506|TYC 1402-1007-1                                                                                                                             |Star                                |09 17 10.9320824328 +15 58 33.458479824|214.0729975582665 +39.3216635716677|-18.472 -33.771   |10.76    |~              |    ~     ~    |    1|  105.005   pc  |  -0.1919     +0.1919  |paral   |2020yCat.1350....0G
1507|TYC 1402-1017-1                                                                                                                             |Star                                |09 16 54.3922688712 +15 22 11.378834148|214.7627817026290 +39.0286386090665|-14.894 -29.811   |9.73     |~              |    ~     ~    |    0|                |                       |        |                   
1508|TYC 1402-1028-1                                                                                                                             |Star                                |09 17 11.8626395520 +15 22 35.205855816|214.7898026954371 +39.0959443406513|  6.419 -16.840   |10.38    |~              |    ~     ~    |    1|  403.877   pc  |  -4.5020     +4.5020  |paral   |2020yCat.1350....0G
1509|TYC 1402-1032-1                                                                                                                             |Star                                |09 21 47.5862052600 +16 45 27.397021572|213.6665663553785 +40.6397074296554|  -3.189 -2.795   |10.74    |~              |    ~     ~    |    1|  398.645   pc  |  -3.2101     +3.2101  |paral   |2020yCat.1350....0G
1510|TYC 1402-1048-1                                                                                                                             |Star                                |09 20 49.5914177640 +16 50 24.133831224|213.4535239415724 +40.4550384499662| -11.610 -3.011   |10.89    |~              |    ~     ~    |    1|  365.751   pc  |  -2.5417     +2.5417  |paral   |2020yCat.1350....0G
1511|TYC 1402-1092-1                                                                                                                             |Star                                |09 19 48.0025370736 +16 43 52.492445652|213.4673570918055 +40.1865509035829| 15.410 -15.884   |10.75    |~              |    ~     ~    |    1|  402.674   pc  |  -3.3564     +3.3564  |paral   |2020yCat.1350....0G
1512|TYC 1402-1214-1                                                                                                                             |Spectroscopic Binary                |09 19 32.4449740344 +15 22 08.250601800|215.0807798652998 +39.6140532383379|  -1.647 -5.201   |10.95    |~              |    ~     ~    |    1| 1353.363   pc  | -51.4677    +51.4677  |paral   |2020yCat.1350....0G
1513|TYC 1402-1350-1                                                                                                                             |Star                                |09 19 05.1225999696 +15 22 00.084617004|215.0284825460693 +39.5119273105482| -25.171 -6.304   |10.71    |~              |    ~     ~    |    1|  339.639   pc  |  -2.1571     +2.1571  |paral   |2020yCat.1350....0G
1514|TYC 1402-1381-1                                                                                                                             |Star                                |09 18 36.6028727136 +16 43 34.167666504|213.3360570325873 +39.9199095377492|  -6.280 -7.880   |9.62     |~              |    ~     ~    |    1|  369.699   pc  |  -2.4602     +2.4602  |paral   |2020yCat.1350....0G
1515|TYC 1402-1494-1                                                                                                                             |High Proper Motion Star             |09 16 04.0378256568 +15 08 18.343601808|214.9361704101737 +38.7524045709094| 20.239 -47.004   |10.95    |~              |    ~     ~    |    1|  702.642   pc  | -13.2313    +13.2313  |paral   |2020yCat.1350....0G
1516|TYC 1402-1599-1                                                                                                                             |Star                                |09 17 17.4704146728 +15 17 18.405144672|214.9055927603553 +39.0827218439617| 13.106 -14.342   |10.99    |~              |    ~     ~    |    1|  388.954   pc  |  -2.7534     +2.7534  |paral   |2020yCat.1350....0G
1517|TYC 1402-1631-1                                                                                                                             |Star                                |09 17 04.0882431000 +16 31 13.629294120|213.4064554352357 +39.5006083048851|   0.178 -3.718   |10.41    |~              |    ~     ~    |    1|  955.657   pc  | -29.3163    +29.3163  |paral   |2020yCat.1350....0G
1518|TYC 1402-1692-1                                                                                                                             |High Proper Motion Star             |09 18 34.3282386048 +15 46 38.096216652|214.4754109741863 +39.5553452885223| -24.998 27.525   |10.59    |~              |    ~     ~    |    1|  132.714   pc  |  -1.3562     +1.3562  |paral   |2020yCat.1350....0G
1519|TYC 1402-1746-1                                                                                                                             |Star                                |09 18 05.2167998328 +15 28 44.012485632|214.7743699026536 +39.3331702259960|  -4.899 -4.673   |10.10    |~              |    ~     ~    |    1| 1750.394   pc  | -62.5031    +62.5031  |paral   |2020yCat.1350....0G
1520|TYC 1402-1787-1                                                                                                                             |Star                                |09 15 57.4678823904 +16 31 53.380186572|213.2651904954355 +39.2576726768407| -11.818 -0.502   |10.57    |~              |    ~     ~    |    1| 1083.424   pc  | -19.1330    +19.1330  |paral   |2020yCat.1350....0G
1521|TYC 1402-1790-1                                                                                                                             |Star                                |09 21 59.0026975896 +15 34 53.099538384|215.1207817267470 +40.2389937889247|   -6.919 3.073   |9.90     |~              |    ~     ~    |    1|  309.004   pc  |  -1.9383     +1.9383  |paral   |2020yCat.1350....0G
1522|* pi.02 Cnc                                                                                                                                 |Star                                |09 15 13.8521130312 +14 56 29.431983012|215.0675727234433 +38.4896896859652|-41.018 -11.304   |5.348    |K1III          |    ~     ~    |    1|  175.843   pc  |  -2.7890     +2.7890  |paral   |2020yCat.1350....0G
1523|HD 79681                                                                                                                                    |Star                                |09 15 53.0112086448 +15 00 31.146438996|215.0672203948399 +38.6610158688784|-30.896 -15.343   |7.77     |F0             |    ~     ~    |    1|  153.707   pc  |  -1.0773     +1.0773  |paral   |2020yCat.1350....0G
1524|BD+15 2012                                                                                                                                  |High Proper Motion Star             |09 15 59.6107456752 +14 53 03.847447320|215.2269552816632 +38.6369106783552|-21.950 -59.604   |8.64     |F5             |    ~     ~    |    1|  123.274   pc  |  -1.4634     +1.4634  |paral   |2020yCat.1350....0G
1525|HD 79746                                                                                                                                    |Star                                |09 16 11.4565082928 +15 07 15.968524368|214.9715182094711 +38.7731635303885| -8.890 -18.333   |8.54     |A2             |    ~     ~    |    1|  239.349   pc  |  -1.2947     +1.2947  |paral   |2020yCat.1350....0G
1526|BD+15 2022                                                                                                                                  |High Proper Motion Star             |09 19 37.5714856176 +15 17 32.475777324|215.1828146901357 +39.6034160371205|  5.874 -50.966   |9.76     |G5             |    ~     ~    |    1| 1265.022   pc  | -78.8939    +78.8939  |paral   |2020yCat.1350....0G
1527|HD 80613                                                                                                                                    |Star                                |09 21 15.3464910984 +15 22 16.865808924|215.2859054329231 +39.9962714603672| -37.163 -5.152   |6.549    |A1V            |    ~     ~    |    1|  183.194   pc  |  -1.5001     +1.5001  |paral   |2020yCat.1350....0G
1528|BD+15 2029                                                                                                                                  |Star                                |09 22 00.7573861800 +15 10 17.643596088|215.6189246322159 +40.0869946918657|  12.948 -8.165   |9.98     |K2             |    ~     ~    |    1|  528.793   pc  |  -4.6976     +4.6976  |paral   |2020yCat.1350....0G
1529|BD+15 2030                                                                                                                                  |Star                                |09 22 17.7085803480 +15 07 51.047935608|215.7026889456944 +40.1339191852081|  -0.262 -8.392   |9.83     |G0             |    ~     ~    |    1|  444.129   pc  |  -3.8267     +3.8267  |paral   |2020yCat.1350....0G
1530|TYC 825-104-1                                                                                                                               |High Proper Motion Star             |09 15 06.6185825784 +14 44 49.453042920|215.2813771224952 +38.3866874400086|-104.227 -13.534  |10.63    |~              |    ~     ~    |    1|  120.632   pc  |  -0.2430     +0.2430  |paral   |2020yCat.1350....0G
1531|BD+15 2010                                                                                                                                  |Star                                |09 15 34.9128540910 +14 42 12.777588879|215.3897047287445 +38.4744006909824| 18.749 -16.346   |10.64    |F8             |    ~     ~    |    0|                |                       |        |                   
1532|BD+15 2020                                                                                                                                  |Star                                |09 19 03.9546935448 +14 24 04.987074024|216.1739397961169 +39.1290328373743|-17.038 -10.719   |10.51    |K0             |    ~     ~    |    1| 1972.387   pc  | -73.1378    +73.1378  |paral   |2020yCat.1350....0G
1533|BD+15 2024                                                                                                                                  |Star                                |09 19 53.8905630864 +14 37 52.423218552|216.0046362641124 +39.4051103873623|    1.301 4.045   |9.96     |F5             |    ~     ~    |    1|  309.062   pc  |  -9.5137     +9.5137  |paral   |2020yCat.1350....0G
1534|BD+15 2028                                                                                                                                  |Star                                |09 21 52.0434932952 +14 58 52.795486560|215.8297814334970 +39.9804399624686|   9.456 -5.020   |9.70     |K0             |    ~     ~    |    1|  632.951   pc  |  -7.5318     +7.5318  |paral   |2020yCat.1350....0G
1535|HD 80820                                                                                                                                    |Star                                |09 22 24.0978251856 +14 53 16.242990576|216.0081763870380 +40.0624730252028|-22.103 -35.271   |8.93     |K0             |    ~     ~    |    1|  134.811   pc  |  -0.3962     +0.3962  |paral   |2020yCat.1350....0G
1536|BD+14 2054                                                                                                                                  |Star                                |09 15 09.8800784064 +14 10 04.405629828|215.9653792454957 +38.1691848046557| -31.949 -2.311   |9.95     |A5             |    ~     ~    |    1|  383.612   pc  |  -3.2816     +3.2816  |paral   |2020yCat.1350....0G
1537|BD+14 2058                                                                                                                                  |Star                                |09 16 24.8487117432 +13 55 14.947555548|216.4084606118352 +38.3475815695245|   -7.709 7.293   |9.93     |G0             |    ~     ~    |    1|  192.068   pc  |  -0.7341     +0.7341  |paral   |2020yCat.1350....0G
1538|BD+14 2066                                                                                                                                  |Star                                |09 18 46.6795900985 +14 00 51.531910178|216.5945512708462 +38.9101623014761|  -8.263 33.423   |10.12    |G0             |    ~     ~    |    0|                |                       |        |                   
1539|BD+14 2073                                                                                                                                  |Star                                |09 20 03.4060773480 +14 03 49.599221472|216.6969657458929 +39.2139923866181| -4.478 -19.248   |9.79     |F2             |    ~     ~    |    1|  290.015   pc  |  -1.7242     +1.7242  |paral   |2020yCat.1350....0G
1540|HD 80653                                                                                                                                    |Star                                |09 21 21.4157920824 +14 22 04.546737696|216.4996517065085 +39.6245452453820|-33.297 -14.040   |9.45     |G2             |    ~     ~    |    1|  107.991   pc  |  -0.2601     +0.2601  |paral   |2020yCat.1350....0G
1541|BD+14 2081                                                                                                                                  |Star                                |09 21 48.9612938208 +13 55 36.871815900|217.0817198655163 +39.5492754133277| -24.713 -1.246   |9.20     |K0             |    ~     ~    |    1|  263.824   pc  |  -1.3503     +1.3503  |paral   |2020yCat.1350....0G
1542|BD+14 2056                                                                                                                                  |High Proper Motion Star             |09 16 00.7578185088 +13 33 25.761574332|216.7814811548995 +38.1111573473048| 52.958 -14.772   |10.83    |F8             |    ~     ~    |    1|  236.295   pc  |  -0.9213     +0.9213  |paral   |2020yCat.1350....0G
1543|HD 80045                                                                                                                                    |Star                                |09 17 48.5845498392 +13 39 34.119431244|216.8886987988329 +38.5516941271416|  -48.158 0.582   |8.89     |F8             |    ~     ~    |    1|  119.540   pc  |  -0.5473     +0.5473  |paral   |2020yCat.1350....0G
