C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.23CEST05:55:11

Vmag< 11&dec< 0&rah >=14.75&rah< 15.0
-------------------------------------

Number of objects : 5804

 #  |                              identifier                              |              typ              |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm         |  Mag V  |  spec. type   |   ang. size   
----|----------------------------------------------------------------------|-------------------------------|---------------------------------------|-----------------------------------|-------------------|---------|---------------|---------------
3566|TYC 8288-474-1                                                        |Star                           |14 50 31.3692992832 -49 17 16.562092992|322.0796049330251 +09.1053303766595|    9.218 8.362    |10.75    |~              |    ~     ~    
3567|TYC 8288-476-1                                                        |Star                           |14 51 12.9161621208 -49 57 10.721088720|321.8793373883210 +08.4605907983541| -3.764 -14.466    |10.68    |~              |    ~     ~    
3568|TYC 8288-580-1                                                        |Star                           |14 49 32.2436223984 -49 09 56.780979768|321.9889204802100 +09.2864227029702|-25.231 -13.752    |10.77    |~              |    ~     ~    
3569|TYC 8288-586-1                                                        |Star                           |14 49 03.5577337584 -50 02 38.813088120|321.5246568093278 +08.5333508343413|  -7.941 -5.518    |10.71    |~              |    ~     ~    
3570|TYC 8288-738-1                                                        |Star                           |14 53 04.8204269400 -50 23 17.703104064|321.9497121493284 +07.9373341333703|-23.359 -14.344    |10.50    |~              |    ~     ~    
3571|TYC 8288-908-1                                                        |Star                           |14 56 39.9277964136 -49 19 19.137358560|322.9648474233563 +08.6167878081493|  -8.644 -5.254    |10.93    |~              |    ~     ~    
3572|TYC 8288-1143-1                                                       |Star                           |14 56 33.0543040656 -49 58 56.286330816|322.6364891913050 +08.0416273610169| -14.867 -7.053    |10.54    |~              |    ~     ~    
3573|TYC 8288-1175-1                                                       |Star                           |14 53 16.5583493448 -50 22 22.769265180|321.9847633612880 +07.9367244385428|  -5.626 -5.540    |10.22    |~              |    ~     ~    
3574|TYC 8288-1257-1                                                       |Star                           |14 54 20.0049971880 -50 15 57.907657512|322.1856930588106 +07.9546022562106|-44.427 -16.046    |10.57    |~              |    ~     ~    
3575|TYC 8288-1770-1                                                       |Spectroscopic Binary           |14 58 37.7609056536 -49 48 22.201895736|323.0184844380376 +08.0397085845481|-15.903 -15.690    |10.76    |~              |    ~     ~    
3576|TYC 8288-1911-1                                                       |Star                           |14 55 00.0202812168 -50 13 42.746063700|322.2987148052391 +07.9388651366948|  15.162 -4.551    |10.64    |~              |    ~     ~    
3577|TYC 8288-2048-1                                                       |Spectroscopic Binary           |14 56 42.5592082704 -49 31 51.441734748|322.8723939611181 +08.4287429748257|-31.115 -31.437    |10.85    |~              |    ~     ~    
3578|TYC 8288-2200-1                                                       |Star                           |14 57 38.5888062768 -49 50 31.727263452|322.8597072176522 +08.0830633996343|  -9.524 -8.427    |10.75    |~              |    ~     ~    
3579|TYC 8288-2245-1                                                       |Star                           |14 57 08.9115637752 -49 49 22.405622592|322.7977092435999 +08.1375179237549| -11.358 -8.382    |10.30    |~              |    ~     ~    
3580|TYC 8288-2384-1                                                       |Star                           |14 53 57.7940279400 -49 46 46.100264376|322.3578482543957 +08.4142663019940|-18.184 -20.344    |10.53    |~              |    ~     ~    
3581|TYC 8291-600-1                                                        |High Proper Motion Star        |14 46 34.0513220664 -50 45 12.217951116|320.8503001265779 +08.0691629988978|-27.763 -74.860    |10.72    |~              |    ~     ~    
3582|TYC 8291-631-1                                                        |Star                           |14 47 54.2664620208 -51 01 27.140126412|320.9230666463980 +07.7336073057689|  -4.716 -1.636    |10.81    |~              |    ~     ~    
3583|TYC 8291-932-1                                                        |Star                           |14 46 34.1845972104 -51 09 34.495364628|320.6732189796081 +07.7028003060525|  -6.866 -1.554    |10.97    |~              |    ~     ~    
3584|TYC 8291-1500-1                                                       |Star                           |14 47 35.1444319320 -50 57 28.220640048|320.9067675860139 +07.8152089395681|  -7.060 -5.948    |10.56    |~              |    ~     ~    
3585|TYC 8292-937-1                                                        |Star                           |14 51 31.8731525280 -50 37 46.517008584|321.6177694281357 +07.8334509085573|  -9.189 -3.516    |10.45    |~              |    ~     ~    
3586|CD-49 9196                                                            |Star                           |14 57 08.2830386856 -50 07 50.055786516|322.6506083883643 +07.8664996570104|  -7.012 -5.343    |10.32    |F2             |    ~     ~    
3587|HD 131839                                                             |Star                           |14 57 40.2590804520 -50 04 19.606929672|322.7544867244442 +07.8780103820862| 14.485 -14.843    |9.29     |K1III          |    ~     ~    
3588|HD 132019                                                             |Star                           |14 58 47.7331232856 -50 02 17.255215464|322.9313158776660 +07.8227591363030|  -4.883 -5.077    |9.97     |A5/7II/III     |    ~     ~    
3589|HD 132156                                                             |Star                           |14 59 31.3834191048 -50 03 12.380765724|323.0277039084130 +07.7537965793360|  2.862 -16.420    |8.96     |K2III          |    ~     ~    
3590|HD 132247                                                             |Pulsating Variable             |14 59 55.3522866816 -49 57 54.235653300|323.1271809932200 +07.8008591014130| -4.357 -10.495    |8.09     |A0IV           |    ~     ~    
3591|HD 131404                                                             |Star                           |14 55 14.3273062656 -50 24 08.312745096|322.2518224804351 +07.7671482328345| -31.217 -7.788    |9.21     |F8V            |    ~     ~    
3592|HD 131820                                                             |Star                           |14 57 35.3208175440 -50 24 16.287712848|322.5851194683154 +07.5907738443842| -5.256 -14.228    |10.04    |A1V            |    ~     ~    
3593|HD 132157                                                             |Star                           |14 59 33.3620530344 -50 20 16.014645708|322.8957820326696 +07.5012457727588|  13.427 -4.293    |9.36     |K0III          |    ~     ~    
3594|HD 130314                                                             |Star                           |14 49 14.2467034560 -51 04 52.403794788|321.0876854835404 +07.5903712907204|-36.864 -13.919    |8.92     |K2/3III        |    ~     ~    
3595|HD 130632                                                             |Star                           |14 51 05.7367164840 -51 00 37.860390180|321.3832941229273 +07.5238656875922|  -5.634 -3.521    |10.00    |B8/9II/III     |    ~     ~    
3596|CD-50 8861                                                            |High Proper Motion Star        |14 51 46.7484630072 -50 49 56.338660236|321.5611017107240 +07.6347431927984| 32.423 -60.091    |10.32    |G0             |    ~     ~    
3597|CD-50 8865                                                            |High Proper Motion Star        |14 52 10.5865043832 -51 00 15.026846184|321.5393522148726 +07.4531085238930| -54.546 -9.863    |9.98     |F2             |    ~     ~    
3598|CD-50 8871                                                            |Long-Period Variable Candidate |14 52 36.8088033864 -50 41 37.755632868|321.7429863201982 +07.6987334494060| -14.251 -2.375    |8.73     |M5/6           |    ~     ~    
3599|CD-50 8877                                                            |Star                           |14 53 13.7360135640 -51 01 31.639919160|321.6784468727202 +07.3591452071168|   -4.151 2.543    |10.58    |OB             |    ~     ~    
3600|HD 131101                                                             |Star                           |14 53 28.5604648464 -51 00 15.882676812|321.7229931573600 +07.3601949737985|  -3.089 -5.270    |10.00    |A0/1V          |    ~     ~    
3601|HD 131324                                                             |Star                           |14 54 47.2121347200 -50 49 23.309989788|321.9919136363459 +07.4267543532910| -36.142 -9.495    |8.53     |K4III          |    ~     ~    
3602|CD-50 8916                                                            |Star                           |14 55 43.6105621752 -50 42 19.617507180|322.1796791569242 +07.4625333031318|-22.746 -27.469    |9.52     |K0             |    ~     ~    
3603|HD 131659                                                             |Star                           |14 56 44.4848906112 -50 35 18.302120736|322.3781743361674 +07.4913596205018|-23.770 -17.384    |7.66     |A0V            |    ~     ~    
3604|CD-50 8843                                                            |Star                           |14 49 47.2758819144 -51 11 24.941199408|321.1171584453987 +07.4543836878434|-12.451 -11.068    |10.38    |~              |    ~     ~    
3605|CD-50 8908                                                            |Star                           |14 55 02.6948223288 -50 35 32.268716052|322.1357396720627 +07.6128368133584| -11.670 -8.749    |9.93     |~              |    ~     ~    
3606|CD-49 9199                                                            |Star                           |14 57 23.6420609664 -50 05 10.195076256|322.7082244404617 +07.8864778583374|-10.851 -19.166    |9.55     |~              |    ~     ~    
3607|HD 130226                                                             |Star                           |14 48 45.0383622456 -51 23 00.796185996|320.8843717055003 +07.3525188491883|  -7.348 -8.142    |8.15     |G8III          |    ~     ~    
3608|CD-50 8838                                                            |Star                           |14 49 36.3503768880 -51 31 15.354547284|320.9438614990525 +07.1704720654739|-33.309 -27.189    |10.22    |F2             |    ~     ~    
3609|HD 132221                                                             |Star                           |14 59 48.9301820112 -50 25 47.223541596|322.8882481750392 +07.4006502071072|  -7.789 -7.891    |9.03     |B9IV           |    ~     ~    
3610|HD 130978                                                             |High Proper Motion Star        |14 52 55.5480232392 -51 27 28.606475664|321.4379167546213 +06.9953491551514|-17.985 -52.420    |8.99     |G5V            |    ~     ~    
3611|HD 131102                                                             |Star                           |14 53 28.9544609280 -51 05 59.625394800|321.6800642462014 +07.2747240373461|   7.456 -4.355    |9.63     |A2/3           |    ~     ~    
3612|CD-50 8889                                                            |Star                           |14 53 42.5502280200 -51 10 43.754099340|321.6756863543631 +07.1882743131733|-30.876 -19.404    |9.98     |F0             |    ~     ~    
3613|CD-50 8892                                                            |Star                           |14 54 04.3062709368 -51 20 50.693294832|321.6489432652073 +07.0123841991895|  -1.388 -4.248    |10.53    |A0             |    ~     ~    
3614|CD-50 8896                                                            |Star                           |14 54 15.7882698672 -51 16 21.526875696|321.7102097449595 +07.0651807859711|  -5.603 -4.927    |10.68    |A2             |    ~     ~    
3615|HD 131299                                                             |Star                           |14 54 38.0474068560 -51 24 23.074912008|321.7002971566977 +06.9197409211365| 21.698 -40.580    |8.85     |G3IVw          |    ~     ~    
3616|HD 131352                                                             |Star                           |14 54 58.4024190096 -51 00 13.880778480|321.9343589849384 +07.2527907798206| -10.058 -7.076    |9.05     |G6/8III        |    ~     ~    
3617|HD 131519                                                             |Star                           |14 55 58.4442183384 -51 28 43.279320684|321.8533131105040 +06.7593087410720|-19.182 -12.241    |9.24     |K1III          |    ~     ~    
3618|CD-50 8920                                                            |Star                           |14 56 20.1673256712 -50 53 46.604117184|322.1763436023121 +07.2488217345121| -10.298 -0.590    |9.45     |K0             |    ~     ~    
3619|HD 131576                                                             |Star                           |14 56 21.7917710232 -51 08 35.907730728|322.0643732353668 +07.0281463875502| -24.999 -9.287    |9.01     |A2/3IV/V       |    ~     ~    
3620|HD 131660                                                             |Star                           |14 56 48.3540833544 -50 56 44.504678796|322.2191754382939 +07.1706059390969|  -9.516 -8.924    |9.95     |A0V            |    ~     ~    
3621|HD 131705                                                             |Variable Star                  |14 57 01.9141646688 -51 26 50.113420908|322.0149045565559 +06.7105006349667|-27.628 -19.179    |6.609    |M2III          |    ~     ~    
3622|CD-50 8944                                                            |Star                           |14 57 12.1762633392 -50 56 39.528738312|322.2755544051981 +07.1426080895613|-17.560 -10.083    |10.16    |F5             |    ~     ~    
3623|HD 132062                                                             |High Proper Motion Star        |14 59 00.9803652648 -50 44 06.439633980|322.6293864124125 +07.1923328769489|-197.718 -75.959   |9.65     |G3/5IV/V       |    ~     ~    
3624|HD 132100                                                             |Star                           |14 59 13.6809264456 -50 52 41.186869500|322.5907205826914 +07.0505898706802| -16.108 -3.078    |8.75     |A0V            |    ~     ~    
3625|HD 132099                                                             |Star                           |14 59 14.0950275432 -50 33 40.681917972|322.7432618273270 +07.3289125666369|-31.209 -33.914    |9.56     |F5IV/V         |    ~     ~    
3626|CD-50 8975                                                            |Star                           |14 59 29.4113961840 -51 10 09.665594652|322.4879699076550 +06.7746949527903|   2.084 -4.852    |9.77     |G5             |    ~     ~    
3627|HD 130881                                                             |Double or Multiple Star        |14 52 30.7151251008 -51 39 25.529665212|321.2893376143562 +06.8468834499424|  -7.933 -5.435    |9.56     |B9.5V          |    ~     ~    
3628|HD 131032                                                             |Star                           |14 53 15.6215791680 -51 45 21.231504792|321.3483585538042 +06.7062700501229| -14.152 -2.484    |9.62     |K0III          |    ~     ~    
3629|CD-51 8565                                                            |Star                           |14 54 47.8024555944 -51 58 02.511048576|321.4635632949434 +06.4098220638919| -11.819 -3.552    |10.68    |A3             |    ~     ~    
3630|CD-51 8566                                                            |Star                           |14 55 03.2839725504 -51 55 50.469142296|321.5160599877686 +06.4241265493192|  -6.707 -3.091    |10.48    |A0             |    ~     ~    
3631|HD 131421                                                             |Star                           |14 55 29.7479037024 -51 37 39.063322704|321.7176297492384 +06.6617445690207|  -6.711 -3.543    |9.80     |A0V            |    ~     ~    
3632|HD 131734                                                             |Star                           |14 57 19.7302797480 -51 32 02.863503276|322.0151715163150 +06.6120954299923| -15.984 -4.718    |9.81     |A8/9IV/V       |    ~     ~    
3633|HD 131943                                                             |Star                           |14 58 30.7801801488 -51 50 16.733032476|322.0346562703460 +06.2576426672646|-35.419 -33.057    |8.17     |F2V            |    ~     ~    
3634|HD 132001                                                             |Star                           |14 58 44.5604482536 -51 31 11.929475784|322.2172393682173 +06.5212114486795|  -3.497 -7.018    |9.45     |G6/8III        |    ~     ~    
3635|HD 132101                                                             |Star                           |14 59 19.2953953272 -51 34 34.077112860|322.2702823956199 +06.4291493604108|-11.594 -11.711    |6.78     |B5V            |    ~     ~    
3636|CD-51 8635                                                            |Star                           |14 59 29.9833271256 -51 31 55.211599560|322.3158844109770 +06.4548542679784|  -4.575 -6.431    |10.56    |A3             |    ~     ~    
3637|CD-51 8638                                                            |Pulsating Variable             |14 59 31.4832504600 -51 33 07.375417632|322.3097473797521 +06.4353673004031|  -6.266 -3.531    |10.11    |A2             |    ~     ~    
3638|V* FS Lup                                                             |Eclipsing Binary               |14 52 16.3422955344 -51 25 22.872223020|321.3623305322100 +07.0725538209220|-13.133 -35.137    |10.40    |F5             |    ~     ~    
3639|HD 132043                                                             |Star                           |14 58 55.2827871624 -52 24 25.389189324|321.8202491829887 +05.7263218000883|  -8.411 -6.917    |10.23    |A2IV           |    ~     ~    
3640|HD 132102                                                             |Star                           |14 59 17.8539279624 -52 18 46.990635660|321.9157903590957 +05.7819834040500|  -2.111 -3.591    |9.71     |A2             |    ~     ~    
3641|IRAS 14528-5107                                                       |Star                           |14 56 25.0469637552 -51 19 24.726703440|321.9875299361660 +06.8646362839038|  -5.874 -7.394    |9.82     |~              |    ~     ~    
3642|CD-51 8550                                                            |Star                           |14 53 33.3149218824 -51 41 56.327952768|321.4153707017368 +06.7361980606180|  -2.001 -3.177    |10.740   |~              |    ~     ~    
3643|CD-51 8637                                                            |Star                           |14 59 31.8778346976 -51 40 46.625131632|322.2496966066233 +06.3226135628723| -14.165 -9.595    |10.36    |~              |    ~     ~    
3644|HD 130419                                                             |Star                           |14 50 02.2668669624 -51 31 36.528345948|321.0019429718903 +07.1354353997946|  -1.765 -3.225    |10.32    |A7V            |    ~     ~    
3645|HD 130473                                                             |Star                           |14 50 16.5133034304 -51 35 41.674015536|321.0047895079157 +07.0580342782342|  -5.517 -2.495    |9.96     |B8/9II/III     |    ~     ~    
3646|HD 131103                                                             |Star                           |14 53 33.6621791760 -52 06 39.805750260|321.2274098360483 +06.3688572328823|  -6.037 -8.483    |10.44    |B8/A0IV/V      |    ~     ~    
3647|HD 131204                                                             |Star                           |14 54 04.3694645064 -51 56 01.831220520|321.3792230492670 +06.4907004824073|  -7.456 -0.716    |9.93     |A2IV/V         |    ~     ~    
3648|CD-51 8569                                                            |Star                           |14 55 10.8988718976 -52 04 47.185571640|321.4644833231858 +06.2827719615226| -12.687 -5.722    |9.42     |K0             |    ~     ~    
3649|CD-51 8582                                                            |Star                           |14 56 11.3398165944 -52 15 27.682806888|321.5196265267473 +06.0536287897468|-32.889 -22.757    |9.76     |F8             |    ~     ~    
3650|CD-51 8583                                                            |Star                           |14 56 13.0283947584 -52 16 53.768271864|321.5123175894173 +06.0304442600381|   2.215 -8.572    |9.75     |G5             |    ~     ~    
3651|CD-51 8591                                                            |Pulsating Variable             |14 56 38.1272633208 -52 16 25.206599820|321.5730078714194 +06.0077681074263|-11.531 -10.908    |10.16    |A5             |    ~     ~    
3652|HD 131869                                                             |Star                           |14 58 00.0506061096 -52 28 17.207448240|321.6653884143474 +05.7355514706220|-15.076 -12.817    |9.18     |A5IV/V         |    ~     ~    
3653|HD 131964                                                             |Star                           |14 58 38.2351715400 -52 36 45.677952576|321.6844649345288 +05.5653990532223|  -9.773 -6.652    |9.54     |B9.5V          |    ~     ~    
3654|CD-51 8548                                                            |Star                           |14 53 29.6612449872 -52 00 08.668633428|321.2679551040141 +06.4702788855948|    6.887 2.179    |10.50    |~              |    ~     ~    
3655|CD-51 8580                                                            |Star                           |14 56 00.2456638512 -52 14 54.261141252|321.4987295021654 +06.0749633730473|  -7.819 -0.011    |10.46    |~              |    ~     ~    
3656|CD-51 8536                                                            |Star                           |14 52 48.6585553344 -51 41 52.196379360|321.3124210171268 +06.7895793202128|   -4.654 0.313    |9.71     |~              |    ~     ~    
3657|CD-51 8574                                                            |Star                           |14 55 20.4044444496 -51 34 54.358692744|321.7172881969704 +06.7134911850207|  -6.411 -3.811    |10.85    |~              |    ~     ~    
3658|CD-51 8589                                                            |Star                           |14 56 26.6367556296 -52 27 12.011730228|321.4630670447436 +05.8622427766411|-16.675 -12.471    |9.78     |~              |    ~     ~    
3659|TYC 8288-909-1                                                        |Star                           |14 56 36.0368340144 -50 26 20.641042716|322.4284906337249 +07.6339031558714|-30.329 -30.657    |10.54    |~              |    ~     ~    
3660|TYC 8288-1421-1                                                       |Star                           |14 55 58.5246426912 -50 16 17.737144860|322.4180802485744 +07.8285455866135|  -6.530 -2.804    |10.66    |~              |    ~     ~    
3661|TYC 8288-1707-1                                                       |Star                           |14 57 58.2015 -50 27 59.617            |322.6097541 +07.5074704            |     -8.2 -10.3    |10.95    |~              |    ~     ~    
3662|TYC 8288-1929-1                                                       |Spectroscopic Binary           |14 56 07.6923071424 -50 28 56.137118448|322.3410672109022 +07.6306815843897|-74.964 -75.460    |10.30    |~              |    ~     ~    
3663|TYC 8292-9-1                                                          |Star                           |14 58 59.5946033736 -52 06 38.671711776|321.9707334885166 +05.9822727720829|  -6.035 -7.200    |10.79    |~              |    ~     ~    
3664|TYC 8292-64-1                                                         |Star                           |14 54 43.6389297360 -52 06 23.025647556|321.3898217710852 +06.2911946843297|  -4.689 -6.055    |10.59    |~              |    ~     ~    
3665|TYC 8292-103-1                                                        |Star                           |14 57 03.2823556272 -52 29 51.281783700|321.5251394122388 +05.7798191349867| -12.407 -6.922    |10.91    |~              |    ~     ~    
3666|TYC 8292-216-1                                                        |Star                           |14 55 17.1563860248 -52 15 33.096925980|321.3956734120822 +06.1161358075287|  -7.348 -0.284    |10.64    |~              |    ~     ~    
3667|TYC 8292-266-1                                                        |Star                           |14 59 26.5365079584 -52 15 17.831847852|321.9630509732211 +05.8226606062308|   2.211 -2.114    |10.47    |~              |    ~     ~    
3668|TYC 8292-313-1                                                        |High Proper Motion Star        |14 59 24.2619046680 -52 17 35.227340484|321.9397343814109 +05.7918039779480|-96.938 -62.287    |10.92    |~              |    ~     ~    
3669|TYC 8292-315-1                                                        |Star                           |14 58 05.3149890024 -52 09 21.998497176|321.8261182623443 +06.0076779487128| -17.496 -3.213    |10.35    |~              |    ~     ~    
3670|TYC 8292-369-1                                                        |Star                           |14 59 30.2417396016 -52 10 15.074866128|322.0115133079191 +05.8922164526150|  -8.787 -7.203    |10.97    |~              |    ~     ~    
3671|TYC 8292-411-1                                                        |Star                           |14 56 02.6244313368 -52 05 12.378315984|321.5794161754922 +06.2154155494132| -23.205 -2.943    |10.65    |~              |    ~     ~    
3672|TYC 8292-506-1                                                        |Star                           |14 53 13.6465704432 -51 51 17.507374056|321.2985462563341 +06.6204084785627|  16.904 15.403    |10.95    |~              |    ~     ~    
3673|TYC 8292-517-1                                                        |Star                           |14 52 41.8261743816 -50 44 36.790060416|321.7321529512853 +07.6484028141914|  -9.343 -2.215    |10.41    |~              |    ~     ~    
3674|TYC 8292-688-1                                                        |Star                           |14 53 13.3601017728 -50 47 46.152246624|321.7827474803684 +07.5638041661106|-24.272 -20.473    |10.46    |~              |    ~     ~    
3675|TYC 8292-1100-1                                                       |Star                           |14 55 01.2108512952 -51 11 05.873115012|321.8568738664009 +07.0886442436523|  -4.223 -5.986    |10.93    |~              |    ~     ~    
3676|TYC 8292-1196-1                                                       |Star                           |14 54 02.1374065656 -51 28 56.126071776|321.5817967830719 +06.8950313755225|-13.673 -13.851    |10.79    |~              |    ~     ~    
3677|TYC 8292-1411-1                                                       |Spectroscopic Binary           |14 58 56.5272613104 -50 55 06.283706052|322.5314758639756 +07.0364701970294|-21.155 -35.674    |10.49    |~              |    ~     ~    
3678|TYC 8292-1446-1                                                       |Star                           |14 56 17.1694979760 -51 50 45.245480820|321.7250533850136 +06.4115253177767| -20.803 -9.562    |10.67    |~              |    ~     ~    
3679|TYC 8292-1470-1                                                       |Star                           |14 56 16.7030689368 -51 44 21.170272812|321.7738152112517 +06.5065834792267| -23.349 -6.144    |10.76    |~              |    ~     ~    
3680|TYC 8292-1482-1                                                       |Star                           |14 57 02.3909359776 -50 48 57.729335364|322.3131030207995 +07.2680242006185|-29.107 -26.847    |10.47    |~              |    ~     ~    
3681|TYC 8292-1497-1                                                       |Pulsating Variable             |14 57 39.1836606744 -51 38 19.023563796|322.0107153043331 +06.4961871457806|  -2.175 -2.925    |10.46    |~              |    ~     ~    
3682|TYC 8292-1600-1                                                       |Star                           |14 54 44.5372211424 -51 48 39.599018100|321.5283019166791 +06.5525899260496| -9.584 -10.207    |10.68    |~              |    ~     ~    
3683|TYC 8292-1629-1                                                       |Star                           |14 58 35.7208909416 -50 44 35.963771244|322.5663328399033 +07.2166314044142|  -2.571 -8.139    |10.89    |~              |    ~     ~    
3684|TYC 8292-1696-1                                                       |Star                           |14 56 34.1506981872 -51 15 44.259473772|322.0373783769380 +06.9078099337661|  -2.987 -4.083    |10.45    |~              |    ~     ~    
3685|TYC 8292-1753-1                                                       |Star                           |14 59 05.7938132280 -51 35 02.652408996|322.2355171776198 +06.4387248831996|  -1.596 -3.869    |10.79    |~              |    ~     ~    
3686|TYC 8292-1960-1                                                       |Star                           |14 54 10.2951371904 -51 25 19.938293256|321.6284331484769 +06.9387523439196| -11.874 -7.508    |10.51    |~              |    ~     ~    
3687|TYC 8292-1980-1                                                       |Star                           |14 59 13.7187830136 -51 40 54.987337596|322.2070337098645 +06.3428211886951| -7.267 -10.449    |10.56    |~              |    ~     ~    
3688|TYC 8292-2027-1                                                       |Star                           |14 54 29.8687340544 -51 44 40.828304292|321.5251007545404 +06.6288715388254|-19.263 -14.004    |10.30    |~              |    ~     ~    
3689|TYC 8292-2048-1                                                       |Star                           |14 55 20.5119093576 -51 20 04.491049488|321.8323831593404 +06.9326734498427| -6.408 -14.888    |10.86    |~              |    ~     ~    
3690|CD-50 8911                                                            |Rotating Variable              |14 55 26.7286231224 -51 29 01.216192020|321.7775125475533 +06.7929552297579|-23.484 -20.731    |10.59    |G7V            |    ~     ~    
3691|GSC 08292-02103                                                       |Double or Multiple Star        |14 59 06.5546408664 -51 36 45.385043580|322.2236651879445 +06.4126573020221|   -1.702 3.337    |10.240   |~              |    ~     ~    
3692|TYC 8292-2125-1                                                       |Star                           |14 59 38.4936524064 -51 58 01.349563548|322.1274857751695 +06.0615755590464|  -4.609 -1.975    |10.60    |~              |    ~     ~    
3693|TYC 8292-2207-1                                                       |Star                           |14 56 41.8155918120 -50 43 26.912849664|322.3080248168947 +07.3746015358863|  4.966 -22.310    |10.81    |~              |    ~     ~    
3694|TYC 8681-202-1                                                        |Star                           |14 59 10.5164632992 -52 38 10.879249308|321.7455563552774 +05.5059907330095| -26.930 -2.646    |10.58    |~              |    ~     ~    
3695|TYC 8681-550-1                                                        |Star                           |14 58 47.2920716812 -52 30 38.297157668|321.7531392334917 +05.6445782832606|-19.479 -18.377    |10.99    |~              |    ~     ~    
3696|CD-51 8572                                                            |Star                           |14 55 16.0887980496 -52 06 38.527731468|321.4620218500418 +06.2492000540903|   1.489 -4.706    |9.11     |~              |    ~     ~    
3697|HD 129791                                                             |Star                           |14 45 57.6291990840 -44 52 03.048726072|323.3656149772221 +13.4125524112187|-19.191 -30.220    |6.92     |A0V            |    ~     ~    
3698|CD-44 9593                                                            |Star                           |14 46 37.6666005912 -45 07 23.329364772|323.3591139656102 +13.1310821616615|-28.092 -13.426    |9.97     |F2             |    ~     ~    
3699|CD-44 9594                                                            |Star                           |14 46 39.0758245632 -45 12 05.118677352|323.3275535268414 +13.0589769879443| -12.052 -7.567    |10.167   |~              |    ~     ~    
3700|TYC 7831-1105-1                                                       |Spectroscopic Binary           |14 45 04.0515683448 -44 46 18.428154924|323.2621601525552 +13.5678530688526| -23.170 -8.300    |10.74    |~              |    ~     ~    
3701|TYC 8279-312-1                                                        |Star                           |14 45 46.1920389312 -45 13 40.052886888|323.1724686015715 +13.1033742173266|-18.326 -19.500    |10.74    |~              |    ~     ~    
3702|HD 129660                                                             |Star                           |14 45 15.1374179712 -45 25 31.212480324|323.0000017342227 +12.9652875278974|  -11.360 0.676    |9.38     |A7V            |    ~     ~    
3703|CD-44 9595                                                            |High Proper Motion Star        |14 46 43.7774601315 -45 24 10.947635837|323.2491842592041 +12.8718738686838|-76.429 -436.476   |10.14    |K0             |    ~     ~    
3704|CD-44 9598                                                            |Be Star                        |14 46 55.1037463632 -45 13 59.255400396|323.3565624251301 +13.0097881146521|  -6.125 -3.933    |10.14    |B6Ve           |    ~     ~    
3705|CD-44 9603                                                            |Star                           |14 47 44.4430095816 -45 16 15.752782956|323.4725386497304 +12.9117605383957|  -4.442 -6.252    |10.58    |~              |    ~     ~    
3706|HD 129688                                                             |Star                           |14 45 27.1686514392 -45 39 55.357544880|322.9252542267325 +12.7338980612185| -11.425 -6.661    |9.21     |A0/1V          |    ~     ~    
3707|CD-45 9394                                                            |Star                           |14 45 29.6782487736 -45 49 38.959931100|322.8596496501290 +12.5847798926579| -16.979 -6.292    |10.23    |~              |    ~     ~    
3708|HD 129857                                                             |Star                           |14 46 25.6730124264 -45 46 02.546072760|323.0364737330681 +12.5677793999707|-22.465 -17.414    |9.54     |K0III          |    ~     ~    
3709|CD-44 9592                                                            |Star                           |14 46 24.0 -45 22 00                   |323.2123 +12.9300                  |            ~ ~    |10.67    |~              |    ~     ~    
3710|CD-45 9408                                                            |Star                           |14 46 33.3672654456 -45 34 57.657713988|323.1401793024048 +12.7238987550074|  11.094 -4.532    |10.674   |~              |    ~     ~    
3711|CD-44 9617                                                            |Star                           |14 48 51.2930992560 -45 13 04.153145196|323.6769766764523 +12.8720113510057|  -13.599 3.672    |10.092   |~              |    ~     ~    
3712|HD 129661                                                             |Star                           |14 45 13.2050294424 -45 57 08.440460676|322.7599661309993 +12.4931122689474|  -5.896 -6.440    |10.19    |A0IV           |    ~     ~    
3713|HD 129734                                                             |Star                           |14 45 44.3821176096 -46 10 09.774331248|322.7464272391469 +12.2584733383984| -15.285 -7.682    |9.33     |K0III          |    ~     ~    
3714|HD 129747                                                             |High Proper Motion Star        |14 45 45.4902426528 -45 52 51.924863280|322.8780356315181 +12.5165404615455|-190.463 -57.020   |8.50     |G5V            |    ~     ~    
3715|CD-45 9416                                                            |Star                           |14 47 43.8249541416 -46 03 49.685877288|323.1110141515264 +12.2018662257959| -33.870 -3.234    |10.00    |~              |    ~     ~    
3716|HD 130119                                                             |Star                           |14 47 55.4579409624 -46 09 22.309378848|323.0999930257418 +12.1041419495587| -12.243 -6.538    |8.07     |B8III          |    ~     ~    
3717|HD 130201                                                             |Star                           |14 48 19.9117697808 -45 40 12.123745968|323.3859495384525 +12.5082747872920| -2.346 -42.482    |10.07    |A0IV/V         |    ~     ~    
3718|CD-45 9429                                                            |Star                           |14 48 47.8657861680 -45 36 55.173567600|323.4855992362207 +12.5209340584755| -2.838 -10.922    |9.682    |~              |    ~     ~    
3719|HD 130365                                                             |Star                           |14 49 14.0838197136 -45 52 24.194599212|323.4372443305476 +12.2560247585083|  1.991 -12.363    |9.08     |A1V            |    ~     ~    
