C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST07:53:35

dec< 0&rah >=17.75&rah< 18.0&(cat='NGC'|Vmag< 11)
-------------------------------------------------

Number of objects : 8404

 #  |                                               identifier                                                |              typ              |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |         pm         |  Mag V  |   spec. type   |      ang. size      |#Dist| distance Q unit|   err-        err+      | method |     reference     
----|---------------------------------------------------------------------------------------------------------|-------------------------------|---------------------------------------|-----------------------------------|--------------------|---------|----------------|---------------------|-----|----------------|-------------------------|--------|-------------------
5043|TYC 9066-1254-1                                                                                          |Star                           |17 48 58.6191292968 -66 17 31.634720088|327.0675357015772 -18.7343019576785| -5.338 -33.980     |10.16    |~               |    ~     ~          |    1|  782.901   pc  |  -8.5198     +8.5198    |paral   |2020yCat.1350....0G
5044|TYC 9066-1259-1                                                                                          |Star                           |17 45 07.6121500872 -66 40 50.160648396|326.5229511648875 -18.5550997558414|  -2.389 -2.536     |10.97    |~               |    ~     ~          |    1| 1360.544   pc  | -23.6938    +23.6938    |paral   |2020yCat.1350....0G
5045|TYC 9066-1284-1                                                                                          |Star                           |17 58 31.4000546808 -66 02 28.654477224|327.7277308217576 -19.5112854321184| -1.965 -14.706     |10.90    |~               |    ~     ~          |    1|  666.578   pc  |  -8.0423     +8.0423    |paral   |2020yCat.1350....0G
5046|TYC 9066-1353-1                                                                                          |Star                           |17 46 22.8898570752 -67 21 41.952635100|325.9304301228971 -18.9601286766565|  -1.325 -5.439     |10.24    |~               |    ~     ~          |    1|  616.067   pc  | -47.8219    +47.8219    |paral   |2020yCat.1350....0G
5047|TYC 9066-1397-1                                                                                          |Star                           |17 59 49.1781301440 -67 16 57.803722716|326.5647669961759 -20.1117165319879| 19.165 -34.286     |10.54    |~               |    ~     ~          |    1|  400.545   pc  | -14.8083    +14.8083    |paral   |2020yCat.1350....0G
5048|TYC 9066-1409-1                                                                                          |Star                           |17 45 23.9020135056 -67 15 42.853899204|325.9824165729389 -18.8316051796201|   2.892 -1.061     |10.61    |~               |    ~     ~          |    1|  958.222   pc  | -26.8111    +26.8111    |paral   |2020yCat.1350....0G
5049|TYC 9066-1563-1                                                                                          |Star                           |17 48 01.6580988384 -67 11 21.716694708|326.1669390515784 -19.0304538902369|    2.583 6.765     |10.83    |~               |    ~     ~          |    1|  351.136   pc  |  -1.9727     +1.9727    |paral   |2020yCat.1350....0G
5050|TYC 9066-1626-1                                                                                          |Star                           |17 50 28.9576902600 -65 44 24.434507328|327.6637616507729 -18.6388202894761|  -0.346 -5.879     |10.28    |~               |    ~     ~          |    1|  641.931   pc  |  -9.7250     +9.7250    |paral   |2020yCat.1350....0G
5051|TYC 9066-1633-1                                                                                          |Star                           |17 45 06.3693498072 -67 17 32.167010832|325.9405885863336 -18.8193211997664|  -3.566 -9.995     |10.57    |~               |    ~     ~          |    1| 1300.898   pc  | -22.3388    +22.3388    |paral   |2020yCat.1350....0G
5052|TYC 9066-1671-1                                                                                          |Star                           |17 59 18.9539983464 -66 36 20.928935736|327.2090458017380 -19.8052710362798|  -2.201 -7.009     |10.578   |~               |    ~     ~          |    1|  888.815   pc  | -30.0200    +30.0200    |ST-L    |2020AJ....160...83S
5053|TYC 9066-2528-1                                                                                          |Star                           |17 56 32.6045000040 -66 02 01.538029860|327.6503698061337 -19.3238109655011|  1.464 -18.226     |10.81    |~               |    ~     ~          |    1|  449.984   pc  |  -2.8146     +2.8146    |paral   |2020yCat.1350....0G
5054|GSC 09066-02579                                                                                          |Double or Multiple Star        |17 59 19.9995592992 -66 27 57.239843616|327.3467663374007 -19.7525095878403| -11.543 -7.011     |10.692   |~               |    ~     ~          |    1|  441.755   pc  |  -9.5817     +9.5817    |paral   |2020yCat.1350....0G
5055|TYC 9066-2790-1                                                                                          |Star                           |17 58 01.1182498320 -65 59 03.571508832|327.7617582311029 -19.4416635370768|   3.989 -8.919     |10.38    |~               |    ~     ~          |    1|  362.371   pc  |  -2.7182     +2.7182    |paral   |2020yCat.1350....0G
5056|TYC 9066-2795-1                                                                                          |Star                           |17 57 18.1073466096 -66 40 06.076601292|327.0648630563511 -19.6460194198918|  -10.831 1.711     |10.531   |~               |    ~     ~          |    1|  717.265   pc  | -22.7900    +22.7900    |ST-L    |2020AJ....160...83S
5057|TYC 9066-2855-1                                                                                          |Star                           |17 57 05.8339912536 -67 04 14.273015340|326.6637118101728 -19.7861006170000|  -1.386 -8.306     |10.809   |~               |    ~     ~          |    1|  995.844   pc  | -58.4300    +58.4300    |ST-L    |2020AJ....160...83S
5058|HD 161566                                                                                                |High Proper Motion Star        |17 50 25.5802986120 -61 55 28.627031784|331.2759698790944 -16.9858062666455| -53.227 24.092     |6.78     |F6V             |    ~     ~          |    1|   57.254   pc  |  -0.0685     +0.0685    |paral   |2020yCat.1350....0G
5059|CD-61 5929                                                                                               |Star                           |17 55 59.2317166392 -61 56 54.116640420|331.5490216948966 -17.5860763603107|-22.674 -30.530     |9.06     |~               |    ~     ~          |    1|  393.778   pc  |  -2.4345     +2.4345    |paral   |2020yCat.1350....0G
5060|CPD-61 6027                                                                                              |Star                           |17 46 30.0838015080 -62 01 38.415456876|330.9649497985793 -16.6191441451769| -3.047 -15.319     |10.46    |~               |    ~     ~          |    1|  681.849   pc  | -20.6889    +20.6889    |paral   |2020yCat.1350....0G
5061|HD 161093                                                                                                |Star                           |17 47 42.5426448840 -62 01 58.014974928|331.0264819121490 -16.7480075509555| -8.297 -13.125     |7.70     |K1III           |    ~     ~          |    1|  326.659   pc  |  -2.0914     +2.0914    |paral   |2020yCat.1350....0G
5062|CPD-62 5681                                                                                              |Star                           |17 45 09.9755593632 -62 49 06.455785368|330.1553975870937 -16.8397752598847| -5.150 -21.572     |9.59     |~               |    ~     ~          |    1|  578.336   pc  |  -4.3147     +4.3147    |paral   |2020yCat.1350....0G
5063|CPD-62 5687                                                                                              |Star                           |17 46 18.0839904288 -62 30 38.304917568|330.5037904232208 -16.8167625486578| -3.058 -12.337     |10.10    |~               |    ~     ~          |    1|  762.777   pc  | -11.7529    +11.7529    |paral   |2020yCat.1350....0G
5064|CPD-62 5688                                                                                              |Star                           |17 46 21.2802955776 -62 28 54.005211156|330.5337000366941 -16.8091815372688| -1.604 -16.600     |10.01    |~               |    ~     ~          |    1|  654.407   pc  |  -7.6657     +7.6657    |paral   |2020yCat.1350....0G
5065|HD 160859                                                                                                |High Proper Motion Star        |17 46 35.9291649921 -62 45 06.622284437|330.2947877765464 -16.9558635169358|-48.491 -382.984    |7.51     |G1V             |    ~     ~          |    1|   34.3825  pc  |  -0.0365     +0.0365    |paral   |2020yCat.1350....0G
5066|CPD-62 5691                                                                                              |Star                           |17 46 45.5578551408 -62 14 59.355024144|330.7719357040304 -16.7465114710881|   5.469 -4.538     |9.49     |~               |    ~     ~          |    1|  513.769   pc  |  -4.3025     +4.3025    |paral   |2020yCat.1350....0G
5067|HD 161219                                                                                                |Star                           |17 48 35.7810014568 -62 56 16.854329724|330.2266501010954 -17.2428582448928|-16.306 -45.148     |9.06     |F8V             |    ~     ~          |    1|  110.704   pc  |  -0.2329     +0.2329    |paral   |2020yCat.1350....0G
5068|HD 161257                                                                                                |Star                           |17 48 42.0175483152 -62 08 49.152880788|330.9738893488378 -16.9028102007980| -0.965 -13.185     |8.30     |A7V             |    ~     ~          |    1|  337.177   pc  |  -6.2983     +6.2983    |paral   |2020yCat.1350....0G
5069|CD-62 1170                                                                                               |Star                           |17 48 55.1226609624 -62 13 09.542381160|330.9180002437927 -16.9577853672130| -2.045 -17.392     |9.07     |~               |    ~     ~          |    1|  617.132   pc  |  -6.4745     +6.4745    |paral   |2020yCat.1350....0G
5070|HD 161498                                                                                                |Star                           |17 50 13.7791700496 -62 40 50.883214116|330.5544943375427 -17.2972962274548| 19.999 -21.764     |7.38     |K0III           |    ~     ~          |    1|  211.788   pc  |  -0.8163     +0.8163    |paral   |2020yCat.1350....0G
5071|HD 161710                                                                                                |Star                           |17 51 21.2565642168 -62 25 30.947022840|330.8545429158975 -17.3023525198760|-11.656 -41.041     |8.61     |K1III           |    ~     ~          |    1|  296.472   pc  |  -1.8194     +1.8194    |paral   |2020yCat.1350....0G
5072|HD 161747                                                                                                |Star                           |17 51 33.9502651344 -62 38 07.769469876|330.6672568406193 -17.4156554092914| -11.836 -7.145     |7.58     |K2III           |    ~     ~          |    1|  365.938   pc  |  -2.6514     +2.6514    |paral   |2020yCat.1350....0G
5073|CPD-62 5716                                                                                              |Star                           |17 51 41.8571886600 -63 00 49.656858336|330.3164405923857 -17.5928582663575| -3.845 -16.405     |10.47    |~               |    ~     ~          |    1|  611.434   pc  | -11.6268    +11.6268    |paral   |2020yCat.1350....0G
5074|CPD-62 5721                                                                                              |Star                           |17 51 56.4355772832 -62 03 52.437979152|331.2257148632148 -17.2068833523226|  -6.703 -5.668     |9.69     |~               |    ~     ~          |    1|  601.685   pc  |  -6.4440     +6.4440    |paral   |2020yCat.1350....0G
5075|CD-62 1174                                                                                               |Star                           |17 54 11.7709504680 -62 06 11.615833944|331.3084275151757 -17.4617528763413|    7.277 6.052     |9.23     |~               |    ~     ~          |    1|  591.646   pc  | -11.6215    +11.6215    |paral   |2020yCat.1350....0G
5076|CPD-62 5736                                                                                              |Star                           |17 55 06.7114640736 -62 24 02.238026580|331.0736432779966 -17.6846978684761|  6.646 -23.272     |9.72     |~               |    ~     ~          |    1|  209.525   pc  |  -0.9878     +0.9878    |paral   |2020yCat.1350....0G
5077|CPD-62 5738                                                                                              |Star                           |17 55 14.2000666056 -62 42 42.231646188|330.7838935482566 -17.8290924752168|   3.953 -0.595     |10.64    |~               |    ~     ~          |    1|  366.005   pc  |  -3.1347     +3.1347    |paral   |2020yCat.1350....0G
5078|HD 162464                                                                                                |Star                           |17 55 30.7731512040 -62 59 27.418287588|330.5315456198324 -17.9750150442088|  10.271 11.963     |8.87     |F6V             |    ~     ~          |    1|   88.950   pc  |  -0.1179     +0.1179    |paral   |2020yCat.1350....0G
5079|HIP 87751                                                                                                |Star                           |17 55 27.5460249792 -62 59 31.728015096|330.5277119659098 -17.9699729931832|  -2.502 -5.879     |10.232   |~               |    ~     ~          |    1| 1127.430   pc  | -64.6400    +64.6400    |ST-L    |2020AJ....160...83S
5080|HD 162788                                                                                                |Star                           |17 56 57.9365021544 -62 21 47.307426048|331.2041612056523 -17.8638983204149| 10.572 -16.555     |9.42     |F3V             |    ~     ~          |    1|  130.840   pc  |  -0.2722     +0.2722    |paral   |2020yCat.1350....0G
5081|HD 163030                                                                                                |Spectroscopic Binary           |17 58 10.0317612936 -62 09 30.816405828|331.4607537696572 -17.9059964126999| -5.710 -35.917     |8.79     |K0III           |    ~     ~          |    1|  431.686   pc  | -12.9142    +12.9142    |paral   |2020yCat.1350....0G
5082|CPD-62 5754                                                                                              |Star                           |17 58 51.7866862872 -63 00 45.291959676|330.6762904239975 -18.3301423871887|  -8.847 -0.681     |10.06    |~               |    ~     ~          |    1|  222.133   pc  |  -1.0066     +1.0066    |paral   |2020yCat.1350....0G
5083|CD-62 1177                                                                                               |High Proper Motion Star        |17 59 54.5330139552 -62 38 12.465311748|331.0890257658265 -18.2862044587863| -9.069 -53.349     |9.88     |~               |    ~     ~          |    1|  216.638   pc  |  -0.7603     +0.7603    |paral   |2020yCat.1350....0G
5084|HD 161050                                                                                                |High Proper Motion Star        |17 47 46.0370612784 -63 33 45.487363284|329.5964633855802 -17.4351883769335|-13.030 -69.979     |7.14     |F8/G0V          |    ~     ~          |    1|   53.122   pc  |  -0.0556     +0.0556    |paral   |2020yCat.1350....0G
5085|HD 161283                                                                                                |Star                           |17 49 06.8806637928 -63 48 44.773423992|329.4298380893094 -17.6790271858548| -1.735 -23.454     |9.07     |A6V             |    ~     ~          |    1|  267.996   pc  |  -1.2425     +1.2425    |paral   |2020yCat.1350....0G
5086|CD-63 1301                                                                                               |Star                           |17 51 03.4669770936 -63 13 16.092277680|330.0874760194655 -17.6172171857834| -1.924 -15.479     |9.45     |~               |    ~     ~          |    1|  242.113   pc  |  -1.5475     +1.5475    |paral   |2020yCat.1350....0G
5087|HD 161657                                                                                                |Star                           |17 51 07.9199199120 -63 11 36.086722260|330.1175496514278 -17.6127405520979| -0.977 -26.392     |9.19     |A8V             |    ~     ~          |    1|  214.376   pc  |  -0.7537     +0.7537    |paral   |2020yCat.1350....0G
5088|CD-63 1303                                                                                               |Star                           |17 51 49.4080098504 -63 16 55.906315644|330.0686528109729 -17.7212794905319|   6.784 -7.174     |10.05    |~               |    ~     ~          |    1|  414.972   pc  |  -3.3752     +3.3752    |paral   |2020yCat.1350....0G
5089|HD 162075                                                                                                |Star                           |17 53 39.7660804368 -63 57 35.102771604|329.5153575020984 -18.1943346303490|  0.022 -14.851     |7.70     |A0IV/Vn         |    ~     ~          |    1|  261.972   pc  |  -3.5344     +3.5344    |paral   |2020yCat.1350....0G
5090|CD-63 1305                                                                                               |High Proper Motion Star        |17 54 16.5549164544 -63 39 03.033670428|329.8402737124657 -18.1258717915790| 14.450 -48.146     |10.26    |~               |    ~     ~          |    1|  268.053   pc  |  -1.5089     +1.5089    |paral   |2020yCat.1350....0G
5091|HD 162314                                                                                                |High Proper Motion Star        |17 54 51.6647766504 -63 16 33.342603564|330.2270583882056 -18.0277203198499|  0.446 -51.717     |7.82     |K0III           |    ~     ~          |    1|  248.534   pc  |  -1.2910     +1.2910    |paral   |2020yCat.1350....0G
5092|CD-63 1307                                                                                               |Star                           |17 56 16.5718256640 -63 59 46.623566328|329.6060514167166 -18.4701675164583| -0.249 -13.995     |10.48    |~               |    ~     ~          |    1|  360.010   pc  |  -7.8283     +7.8283    |paral   |2020yCat.1350....0G
5093|CPD-63 4179                                                                                              |Star                           |17 56 39.3653491200 -63 18 55.885893048|330.2776445990127 -18.2275309294107|  2.249 -16.487     |9.29     |~               |    ~     ~          |    1|  722.961   pc  | -10.7148    +10.7148    |paral   |2020yCat.1350....0G
5094|HD 162771                                                                                                |High Proper Motion Star        |17 56 56.2325123064 -63 06 45.535350600|330.4858563213028 -18.1724088142935| -70.323 33.674     |8.80     |F0V             |    ~     ~          |    1|  138.783   pc  |  -4.4743     +4.4743    |paral   |2020yCat.1350....0G
5095|CD-63 1309                                                                                               |Star                           |17 57 53.8775173344 -63 51 03.495823416|329.8228244327947 -18.5732641473566|  2.049 -13.897     |10.16    |~               |    ~     ~          |    1|  316.596   pc  |  -1.9445     +1.9445    |paral   |2020yCat.1350....0G
5096|CD-63 1311                                                                                               |Star                           |17 57 57.0101302416 -63 11 24.028086912|330.4612512022822 -18.3084944409398| -5.127 -28.382     |9.19     |~               |    ~     ~          |    1|  423.890   pc  |  -2.7492     +2.7492    |paral   |2020yCat.1350....0G
5097|CD-63 1313                                                                                               |Star                           |17 58 20.9889400392 -63 21 15.510926340|330.3226509222943 -18.4167089655345|    6.216 3.883     |9.94     |~               |    ~     ~          |    1|  341.390   pc  |  -1.8065     +1.8065    |paral   |2020yCat.1350....0G
5098|CPD-63 4199                                                                                              |Double or Multiple Star        |17 58 29.4279 -63 50 19.752            |329.8625204 -18.6279961            |     2.10 -7.10     |10.40    |~               |    ~     ~          |    0|                |                         |        |                   
5099|CD-63 1314                                                                                               |Star                           |17 59 14.4391772232 -63 25 54.559236144|330.2907092179775 -18.5393443059364| -2.961 -12.669     |10.08    |~               |    ~     ~          |    1|  803.859   pc  | -12.5361    +12.5361    |paral   |2020yCat.1350....0G
5100|CD-63 1315                                                                                               |Star                           |17 59 35.2088871312 -63 46 26.213288844|329.9767029804228 -18.7125170914457| -8.895 -12.554     |9.71     |~               |    ~     ~          |    1|  313.313   pc  |  -1.6983     +1.6983    |paral   |2020yCat.1350....0G
5101|CD-64 1138                                                                                               |Star                           |17 45 04.8674720736 -64 12 10.037318544|328.8576602943559 -17.4552031968180| -2.186 -14.788     |9.06     |~               |    ~     ~          |    1|  444.860   pc  | -27.1123    +27.1123    |paral   |2020yCat.1350....0G
5102|HD 160675                                                                                                |Star                           |17 45 49.6162883328 -64 19 31.009463364|328.7806102168520 -17.5823271226028|  7.066 -17.859     |6.93     |A5/6IV/V        |    ~     ~          |    1|  162.159   pc  |  -0.5627     +0.5627    |paral   |2020yCat.1350....0G
5103|CD-64 1141                                                                                               |Star                           |17 45 59.4470452296 -64 09 43.375356828|328.9422402349687 -17.5256389634267|-18.423 -29.920     |9.49     |~               |    ~     ~          |    1|  306.335   pc  |  -1.5108     +1.5108    |paral   |2020yCat.1350....0G
5104|CD-64 1143                                                                                               |Star                           |17 47 37.3556650176 -64 04 08.310581796|329.1124760214268 -17.6441518755046|    3.636 2.871     |8.92     |~               |    ~     ~          |    1|  410.307   pc  |  -3.0640     +3.0640    |paral   |2020yCat.1350....0G
5105|HD 161441                                                                                                |Star                           |17 50 07.3600280 -64 18 18.346717      |329.0136883374 -17.9919652043      |    -3.53 17.79     |6.57     |F0III/IV        |    ~     ~          |    0|                |                         |        |                   
5106|CD-64 1147                                                                                               |Star                           |17 51 51.2989367208 -64 21 59.030759808|329.0398043590882 -18.1877252724433|   -5.858 8.828     |9.32     |~               |    ~     ~          |    1|  833.125   pc  | -11.5914    +11.5914    |paral   |2020yCat.1350....0G
5107|HD 161864                                                                                                |Star                           |17 52 40.8892496832 -64 37 14.518661268|328.8367126444167 -18.3758705417307| -4.549 -21.289     |8.02     |A0IV            |    ~     ~          |    1|  260.763   pc  |  -2.2575     +2.2575    |paral   |2020yCat.1350....0G
5108|CPD-64 3724s                                                                                             |Star                           |17 58 53.9608182840 -64 21 48.044991492|329.3746169192224 -18.8803412508540|  3.857 -36.488     |10.57    |~               |    ~     ~          |    1|  319.990   pc  |  -1.4028     +1.4028    |paral   |2020yCat.1350....0G
5109|CD-64 1156                                                                                               |Star                           |17 59 23.8603481376 -64 05 34.270135404|329.6594027506828 -18.8214815641874| -3.763 -12.349     |9.10     |~               |    ~     ~          |    1|  805.477   pc  |  -9.7319     +9.7319    |paral   |2020yCat.1350....0G
5110|NGC 6483                           NGC 6483                                                              |Galaxy                         |17 59 30.7964765736 -63 40 07.648055040|330.0748808671788 -18.6627687137590|  -0.336 -0.277     |     ~   |~               |0.983 0.767          |    1|   67.4     Mpc |                         |        |2008MNRAS.389.1924F
5111|CPD-62 5693                                                                                              |Star                           |17 48 15.7667927040 -62 33 16.714657008|330.5685556415897 -17.0386840137866|  11.174 10.996     |9.85     |~               |    ~     ~          |    1|  233.929   pc  |  -0.8208     +0.8208    |paral   |2020yCat.1350....0G
5112|CPD-62 5732                                                                                              |Star                           |17 54 48.3289434552 -63 01 24.775537764|330.4649982234249 -17.9158743395106|   -2.347 3.300     |10.37    |~               |    ~     ~          |    1|  498.256   pc  |  -3.4756     +3.4756    |paral   |2020yCat.1350....0G
5113|CPD-63 4178                                                                                              |Star                           |17 56 18.6273543648 -63 36 03.755183652|329.9870847946380 -18.3104974672988| -6.242 -12.145     |10.59    |~               |    ~     ~          |    1|  561.545   pc  |  -5.5499     +5.5499    |paral   |2020yCat.1350....0G
5114|CPD-64 3717                                                                                              |High Proper Motion Star        |17 57 22.4816433816 -64 27 34.125293952|329.2115019739183 -18.7685061319741|-16.214 -58.831     |10.64    |~               |    ~     ~          |    1|  209.771   pc  |  -0.8625     +0.8625    |paral   |2020yCat.1350....0G
5115|CPD-64 3722                                                                                              |Star                           |17 58 19.7570302584 -64 37 37.124386284|329.0933559585859 -18.9299891863413|   2.635 -5.653     |10.72    |~               |    ~     ~          |    1|  691.946   pc  | -13.3582    +13.3582    |paral   |2020yCat.1350....0G
5116|CD-64 1154                                                                                               |Star                           |17 58 23.6604625248 -64 30 02.188356084|329.2186338595269 -18.8855828082247|-10.759 -38.512     |9.51     |~               |    ~     ~          |    1|  574.086   pc  | -15.1934    +15.1934    |paral   |2020yCat.1350....0G
5117|CPD-63 4203                                                                                              |Double or Multiple Star        |17 59 16.7326250400 -63 41 51.646008696|330.0359268125950 -18.6506314929936| -9.049 -23.375     |9.987    |~               |    ~     ~          |    1|  258.005   pc  |  -1.1117     +1.1117    |paral   |2020yCat.1350....0G
5118|V* OW Pav                                                                                                |Long-Period Variable Candidate |17 57 59.8433198664 -63 37 59.908781316|330.0371984241067 -18.4946173136917| -0.672 -21.782     |8.13     |M5III           |    ~     ~          |    1|  541.243   pc  | -10.1651    +10.1651    |paral   |2020yCat.1350....0G
5119|TYC 9062-3477-1                                                                                          |Star                           |17 45 19.4334565152 -64 34 32.956098456|328.5198921275170 -17.6452776883313|   3.740 -3.838     |10.22    |~               |    ~     ~          |    1|  877.809   pc  | -11.4812    +11.4812    |paral   |2020yCat.1350....0G
5120|CD-63 1296                                                                                               |Star                           |17 45 22.7330934096 -63 09 49.231425276|329.8450060915493 -17.0174890040736|  7.154 -43.413     |9.40     |~               |    ~     ~          |    1|  546.717   pc  |  -3.9455     +3.9455    |paral   |2020yCat.1350....0G
5121|CPD-63 4136                                                                                              |Star                           |17 45 34.4518617000 -63 09 55.054888632|329.8538939746875 -17.0378917046840|   -6.668 2.072     |9.67     |~               |    ~     ~          |    1|  460.109   pc  |  -2.4769     +2.4769    |paral   |2020yCat.1350....0G
5122|CPD-63 4137                                                                                              |Star                           |17 45 46.6818853248 -63 05 36.822262596|329.9317228240839 -17.0261357431440| -3.760 -26.653     |9.75     |~               |    ~     ~          |    1|  840.407   pc  |  -9.1111     +9.1111    |paral   |2020yCat.1350....0G
5123|TYC 9062-3202-1                                                                                          |Star                           |17 46 08.3819042184 -64 18 59.110085160|328.8047326308590 -17.6087430805888| -0.866 -11.487     |10.39    |~               |    ~     ~          |    1| 1239.311   pc  | -22.7312    +22.7312    |paral   |2020yCat.1350....0G
5124|CPD-64 3666                                                                                              |Star                           |17 46 47.9832307992 -64 04 07.215710412|329.0710992200499 -17.5632986866433|  3.575 -12.990     |9.85     |~               |    ~     ~          |    1|  377.872   pc  |  -2.5844     +2.5844    |paral   |2020yCat.1350....0G
5125|TYC 9058-1177-1                                                                                          |Star                           |17 47 12.4983356760 -63 14 21.672886164|329.8709320951987 -17.2357357944245|   6.282 -1.998     |9.76     |~               |    ~     ~          |    1| 1285.512   pc  | -25.2839    +25.2839    |paral   |2020yCat.1350....0G
5126|CD-63 1297                                                                                               |Star                           |17 47 24.7219210128 -63 35 58.481210040|329.5434169044951 -17.4160918279949|  5.385 -32.876     |9.56     |~               |    ~     ~          |    1|  495.197   pc  |  -3.7028     +3.7028    |paral   |2020yCat.1350....0G
5127|TYC 9058-471-1                                                                                           |Star                           |17 48 57.1818172728 -63 43 25.726759644|329.5053110130387 -17.6242469639838|   0.187 -8.253     |10.160   |~               |    ~     ~          |    1|  668.794   pc  | -40.7800    +40.7800    |ST-L    |2020AJ....160...83S
5128|CPD-62 5701                                                                                              |Spectroscopic Binary           |17 49 00.5200262088 -62 19 46.450809768|330.8195344310321 -17.0160698398433| -0.381 -20.292     |10.149   |~               |    ~     ~          |    1|  569.216   pc  | -18.3400    +18.3400    |ST-L    |2020AJ....160...83S
5129|TYC 9062-2297-1                                                                                          |Star                           |17 49 49.7604803832 -64 28 51.250972584|328.8324983184358 -18.0391124760196|    2.047 1.978     |9.94     |~               |    ~     ~          |    1|  636.982   pc  | -18.3000    +18.3000    |ST-L    |2020AJ....160...83S
5130|CD-63 1300                                                                                               |High Proper Motion Star        |17 49 53.5525071000 -63 54 33.314834484|329.3774168915079 -17.7982765224092|-68.062 -49.749     |9.57     |~               |    ~     ~          |    1|  184.563   pc  |  -0.5075     +0.5075    |paral   |2020yCat.1350....0G
5131|TYC 9062-2905-1                                                                                          |Star                           |17 50 12.2364228528 -64 07 21.158838768|329.1908483410470 -17.9212483645902|   1.146 -5.156     |10.19    |~               |    ~     ~          |    1|  806.164   pc  | -34.0000    +34.0000    |ST-L    |2020AJ....160...83S
5132|TYC 9058-3090-1                                                                                          |Star                           |17 50 33.7279379256 -61 59 48.530032116|331.2155174945293 -17.0319044664360|  -0.783 -3.847     |10.44    |~               |    ~     ~          |    1| 2354.200   pc  |-296.3000   +296.3000    |ST-L    |2020AJ....160...83S
5133|TYC 9058-113-1                                                                                           |Star                           |17 50 41.1482931960 -63 41 33.290748096|329.6223569207534 -17.7834964915792|  -3.954 -8.484     |10.11    |~               |    ~     ~          |    1| 1006.543   pc  | -15.1969    +15.1969    |paral   |2020yCat.1350....0G
5134|CPD-64 3672                                                                                              |Star                           |17 51 26.3310 -64 26 21.217            |328.9503053 -18.1780179            |    5.616 5.652     |10.00    |~               |    ~     ~          |    1|  635.236   pc  | -19.9100    +19.9100    |ST-L    |2020AJ....160...83S
5135|CPD-62 5718                                                                                              |Star                           |17 51 47.4449013000 -62 54 24.676537968|330.4224221222108 -17.5562531420034|    2.605 2.635     |10.847   |~               |    ~     ~          |    1|  751.875   pc  | -30.3400    +30.3400    |ST-L    |2020AJ....160...83S
5136|CPD-62 5720                                                                                              |Star                           |17 51 49.2177520800 -62 18 12.139565328|330.9941205954167 -17.2980273945124|  0.359 -13.848     |9.61     |~               |    ~     ~          |    1|  827.061   pc  | -11.0813    +11.0813    |paral   |2020yCat.1350....0G
5137|CPD-62 5719                                                                                              |Star                           |17 51 52.8114807720 -62 39 36.576402408|330.6603400351652 -17.4588848975129| -2.706 -13.417     |10.392   |~               |    ~     ~          |    1|  931.746   pc  | -49.7300    +49.7300    |ST-L    |2020AJ....160...83S
5138|CPD-63 4149                                                                                              |Star                           |17 51 57.9828523896 -63 43 50.494189368|329.6501838450835 -17.9279086086443| -3.838 -16.842     |10.304   |~               |    ~     ~          |    1|  945.172   pc  | -48.8900    +48.8900    |ST-L    |2020AJ....160...83S
5139|CPD-63 4150                                                                                              |Star                           |17 52 24.7891944528 -63 42 10.224443484|329.6988435739556 -17.9607554676483|   1.783 -1.037     |10.273   |~               |    ~     ~          |    1| 1824.450   pc  |-189.0000   +189.0000    |ST-L    |2020AJ....160...83S
5140|CPD-63 4152                                                                                              |Star                           |17 52 51.4678582728 -63 42 50.796012528|329.7101327848515 -18.0101118198295| -6.600 -27.067     |10.38    |~               |    ~     ~          |    1|  738.607   pc  | -11.0745    +11.0745    |paral   |2020yCat.1350....0G
5141|CPD-63 4153                                                                                              |Star                           |17 53 14.9688939480 -63 50 07.589343444|329.6138060403530 -18.1007000186333|   2.136 -8.123     |10.389   |~               |    ~     ~          |    1|  822.093   pc  | -36.1000    +36.1000    |ST-L    |2020AJ....160...83S
5142|CPD-64 3692                                                                                              |Star                           |17 53 33.2148739920 -64 37 14.529743076|328.8780109526987 -18.4607056381497|   4.860 -9.141     |10.083   |~               |    ~     ~          |    1| 1114.490   pc  | -70.6000    +70.6000    |ST-L    |2020AJ....160...83S
5143|CPD-64 3693                                                                                              |Star                           |17 53 34.8213179616 -64 03 51.299320572|329.4115521056783 -18.2300913987658|   2.855 -2.070     |10.45    |~               |    ~     ~          |    1|  786.340   pc  | -24.6100    +24.6100    |ST-L    |2020AJ....160...83S
5144|CPD-64 3694                                                                                              |Star                           |17 53 47.9598758016 -64 15 26.150709600|329.2375848632196 -18.3327422140442|    8.706 3.222     |10.40    |~               |    ~     ~          |    1|  409.903   pc  |  -2.6043     +2.6043    |paral   |2020yCat.1350....0G
5145|CPD-62 5728                                                                                              |Star                           |17 54 04.2020214096 -62 34 11.679029148|330.8591743993804 -17.6476055590920|  -0.606 -1.966     |9.68     |~               |    ~     ~          |    1|  548.757   pc  |  -3.7943     +3.7943    |paral   |2020yCat.1350....0G
5146|CPD-62 5727                                                                                              |Star                           |17 54 04.2113869680 -62 41 42.416140416|330.7402629234099 -17.7008939722404| -2.611 -37.921     |10.367   |~               |    ~     ~          |    1|  587.704   pc  | -21.6100    +21.6100    |ST-L    |2020AJ....160...83S
