C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST06:54:04

dec< 0&rah >=10.75&rah< 11.0&(cat='NGC'|Vmag< 11)
-------------------------------------------------

Number of objects : 6353

 #  |                                               identifier                                                |                typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |   spec. type    |   ang. size   |#Dist| distance Q unit|   err-        err+      | method |     reference     
----|---------------------------------------------------------------------------------------------------------|-----------------------------------|---------------------------------------|-----------------------------------|------------------|---------|-----------------|---------------|-----|----------------|-------------------------|--------|-------------------
4045|HD 95291                                                                                                 |Star                               |10 59 11.4681191664 -59 23 53.361008988|289.0758523506425 +00.4197996216947|  -10.543 5.750   |8.29     |B9.5V(pSi)       |    ~     ~    |    1|  464.835   pc  |  -4.5591     +4.5591    |paral   |2020yCat.1350....0G
4046|HD 95357                                                                                                 |Star                               |10 59 31.6942463640 -59 37 44.795729820|289.2112556524481 +00.2278767907764|   -6.282 1.608   |9.10     |B                |    ~     ~    |    1| 2693.240   pc  |-137.8173   +137.8173    |paral   |2020yCat.1350....0G
4047|HD 95413                                                                                                 |Star                               |10 59 52.1903552136 -59 34 36.023049732|289.2286700020704 +00.2935550087761|  -17.820 2.869   |8.75     |ApSi(Cr)         |    ~     ~    |    1|  349.406   pc  |  -5.6403     +5.6403    |paral   |2020yCat.1350....0G
4048|CPD-59 2622                                                                                              |Star                               |10 45 03.1575196032 -59 40 12.521635788|287.5894043362918 -00.6172541075920|   -7.055 2.742   |10.751   |B0.5V            |    ~     ~    |    1| 2364.066   pc  | -92.7742    +92.7742    |paral   |2020yCat.1350....0G
4049|CPD-59 2624                                                                                              |Spectroscopic Binary               |10 45 05.8358470968 -59 43 07.684616964|287.6170737284018 -00.6576726032090|   -6.900 2.302   |9.740    |O9.7IV           |    ~     ~    |    0|                |                         |        |                   
4050|CPD-59 2626                                                                                              |Star                               |10 45 05.8006619760 -59 45 19.624746096|287.6340949855191 -00.6901309993570|   -7.304 2.645   |9.995    |O7.5V(n)z        |    ~     ~    |    1| 2494.388   pc  |-215.2801   +215.2801    |paral   |2020yCat.1350....0G
4051|CPD-59 2628                                                                                              |Eclipsing Binary                   |10 45 08.2244134080 -59 40 49.413975060|287.6036128566532 -00.6213510568610|   -6.998 2.799   |9.460    |O9.5V(n)+B0.5V(n)|    ~     ~    |    1| 2258.356   pc  |-102.0034   +102.0034    |paral   |2020yCat.1350....0G
4052|HD 93343                                                                                                 |Star                               |10 45 12.2210285688 -59 45 00.441008892|287.6435353973009 -00.6791364824335|   -6.965 2.311   |9.558    |O8Vz             |    ~     ~    |    1| 2246.181   pc  | -76.6890    +76.6890    |paral   |2020yCat.1350....0G
4053|V* V731 Car                                                                                              |Eclipsing Binary                   |10 45 12.7214663496 -59 44 46.149112428|287.6426156511817 -00.6751341804738|   -6.783 2.582   |9.229    |O8V(n)+O9.5V     |    ~     ~    |    1| 1933.862   pc  | -69.5607    +69.5607    |paral   |2020yCat.1350....0G
4054|CD-59 3310                                                                                               |Spectroscopic Binary               |10 45 16.5181708560 -59 43 37.050828744|287.6407324760409 -00.6544357112698|   -7.015 2.713   |9.219    |O6V((fc))        |    ~     ~    |    1| 2249.719   pc  | -73.3879    +73.3879    |paral   |2020yCat.1350....0G
4055|CD-59 3312                                                                                               |Star                               |10 45 20.5691164488 -59 42 51.240399480|287.6423418226183 -00.6392117107103|   -6.799 2.541   |10.032   |O9V              |    ~     ~    |    1| 2333.178   pc  | -85.4664    +85.4664    |paral   |2020yCat.1350....0G
4056|HD 305532                                                                                                |Star                               |10 45 34.0456877136 -59 57 26.608751424|287.7804011136350 -00.8413618643293|   -6.686 2.298   |10.20    |O6.5V((f))z      |    ~     ~    |    1| 2480.774   pc  | -87.3902    +87.3902    |paral   |2020yCat.1350....0G
4057|HD 93421                                                                                                 |Star                               |10 45 51.8197009104 -60 11 32.695283652|287.9222332467262 -01.0323861497178| -24.843 14.258   |8.84     |B9V              |    ~     ~    |    1|  259.148   pc  |  -1.0611     +1.0611    |paral   |2020yCat.1350....0G
4058|HD 305525                                                                                                |Star                               |10 46 05.7017733864 -59 50 49.380764388|287.7878323134387 -00.7129286266295|   -6.640 2.067   |10.00    |O5.5V(n)((f))z   |    ~     ~    |    0|                |                         |        |                   
4059|HD 93501                                                                                                 |Star                               |10 46 22.0412952048 -60 01 18.910042176|287.8989497903834 -00.8522046804478|   -7.158 1.861   |9.0      |B0V              |    ~     ~    |    1| 1888.574   pc  | -57.7807    +57.7807    |paral   |2020yCat.1350....0G
4060|HD 93538                                                                                                 |Star                               |10 46 32.6084708184 -59 49 49.969027056|287.8301616247394 -00.6722622409320| -12.746 11.618   |9.66     |A5/8             |    ~     ~    |    1|  509.684   pc  |  -4.7020     +4.7020    |paral   |2020yCat.1350....0G
4061|HD 305539                                                                                                |Star                               |10 46 33.0589064424 -60 04 12.602965440|287.9415623455684 -00.8844203643044|   -6.363 1.853   |9.91     |O8Vz             |    ~     ~    |    1| 2404.810   pc  |-277.0000   +277.0000    |ST-L    |2020AJ....160...83S
4062|HD 93576                                                                                                 |Young Stellar Object               |10 46 53.8437858408 -60 04 41.892617316|287.9836605584543 -00.8717321670210|   -6.183 1.967   |9.62     |O9.5IV(n)        |0.330 0.330    |    1| 2572.678   pc  |-119.7980   +119.7980    |paral   |2020yCat.1350....0G
4063|HD 93620                                                                                                 |Spectroscopic Binary               |10 47 09.2051192328 -59 47 29.794606800|287.8803085644435 -00.6023964530973|   -6.419 2.479   |9.16     |B2III            |    ~     ~    |    1| 2475.860   pc  |-127.5016   +127.5016    |paral   |2020yCat.1350....0G
4064|CPD-59 2700                                                                                              |Star                               |10 47 14.4326165688 -60 06 01.059387408|288.0317649285824 -00.8715990121954|   -6.348 1.909   |10.48    |B0               |    ~     ~    |    1| 2407.898   pc  | -89.2888    +89.2888    |paral   |2020yCat.1350....0G
4065|HD 305612                                                                                                |Star                               |10 47 16.4260552848 -60 05 39.920241120|288.0327483532199 -00.8644814796041|   -6.251 1.824   |9.817    |O8V(n)z          |    ~     ~    |    1| 2277.904   pc  | -81.9838    +81.9838    |paral   |2020yCat.1350....0G
4066|HD 93647                                                                                                 |Star                               |10 47 20.4965568048 -60 12 57.089813436|288.0959791033930 -00.9685047303528|  -7.774 -5.220   |9.45     |A2V              |    ~     ~    |    1|  587.959   pc  | -57.3509    +57.3509    |paral   |2020yCat.1350....0G
4067|HD 93695                                                                                                 |Variable Star                      |10 47 44.3174678544 -59 52 30.921185136|287.9839965817951 -00.6430383007739|  -14.916 0.891   |6.47     |B3V              |    ~     ~    |    1|  449.156   pc  |  -8.2714     +8.2714    |paral   |2020yCat.1350....0G
4068|HD 93737                                                                                                 |Evolved Supergiant                 |10 48 05.4067650264 -59 55 08.985023076|288.0432629357214 -00.6619626091637|   -7.556 2.906   |6.015    |A0Ia/ab          |    ~     ~    |    1| 2762.431   pc  |-222.8259   +222.8259    |paral   |2020yCat.1350....0G
4069|HD 93842                                                                                                 |Star                               |10 48 43.7085238368 -60 08 36.545897112|288.2163667256403 -00.8254125103931|   -9.071 2.969   |9.63     |B7/9             |    ~     ~    |    1| 1067.008   pc  | -27.4380    +27.4380    |paral   |2020yCat.1350....0G
4070|CPD-59 2741                                                                                              |Star                               |10 48 58.3511399472 -59 49 03.206088156|288.0956862592572 -00.5211119922436|   -6.674 2.054   |10.69    |OB-              |    ~     ~    |    0|                |                         |        |                   
4071|HD 303413                                                                                                |Star                               |10 48 58.9607279880 -59 41 09.171055356|288.0371415859843 -00.4031583729323|   -6.312 2.241   |9.78     |B1III            |    ~     ~    |    1| 2261.420   pc  | -68.5279    +68.5279    |paral   |2020yCat.1350....0G
4072|CPD-59 2754                                                                                              |Star                               |10 49 21.2603134440 -59 39 42.485982300|288.0680778958407 -00.3604525193469|   -6.030 1.662   |10.72    |~                |    ~     ~    |    1| 2178.649   pc  |-135.7503   +135.7503    |paral   |2020yCat.1350....0G
4073|HD 93911                                                                                                 |Pulsating Variable                 |10 49 13.6471513152 -60 11 03.312610692|288.2901749852101 -00.8336196814048|   -5.120 2.351   |8.45     |B2II             |    ~     ~    |    1| 3182.686   pc  |-172.2014   +172.2014    |paral   |2020yCat.1350....0G
4074|HD 305599                                                                                                |Spectroscopic Binary               |10 49 24.9853740024 -59 49 43.851457992|288.1505431857069 -00.5059357769540|   -6.113 2.251   |10.05    |B0V              |0.228 0.228    |    1| 2207.506   pc  | -56.5277    +56.5277    |paral   |2020yCat.1350....0G
4075|HD 305606                                                                                                |Spectroscopic Binary               |10 49 25.8291501600 -60 01 37.046641908|288.2416210014636 -00.6818798449960|   -7.394 2.594   |10.52    |B2V              |    ~     ~    |    1| 2158.895   pc  |-119.7832   +119.7832    |paral   |2020yCat.1350....0G
4076|HD 305601                                                                                                |Star                               |10 49 26.4908360472 -59 52 57.330619716|288.1776337079548 -00.5524602794301|   -6.518 2.094   |10.05    |OB-              |    ~     ~    |    1| 2177.700   pc  | -82.9916    +82.9916    |paral   |2020yCat.1350....0G
4077|HD 93988                                                                                                 |Star                               |10 49 40.5568302216 -60 09 52.503726816|288.3310471544354 -00.7908818833274|   -8.557 2.610   |8.71     |K1III            |    ~     ~    |    1| 1028.278   pc  | -14.8030    +14.8030    |paral   |2020yCat.1350....0G
4078|HD 94078                                                                                                 |Star                               |10 50 18.2219643840 -60 10 58.477273464|288.4090099441062 -00.7721310725209|   -9.822 4.083   |9.39     |B7/8V            |    ~     ~    |    1|  815.461   pc  | -52.7992    +52.7992    |paral   |2020yCat.1350....0G
4079|HD 94159                                                                                                 |Star                               |10 50 50.0575825368 -60 05 05.913070404|288.4241991163806 -00.6549824305244|   -6.603 2.224   |9.55     |B2/3III          |    ~     ~    |    1| 2082.032   pc  | -62.4219    +62.4219    |paral   |2020yCat.1350....0G
4080|HD 94172                                                                                                 |Star                               |10 50 54.7461555432 -59 51 12.366696924|288.3294626357500 -00.4434818430121|  -13.088 4.339   |9.60     |B9/A0V           |    ~     ~    |    1|  486.429   pc  |  -6.6725     +6.6725    |paral   |2020yCat.1350....0G
4081|CPD-59 2783                                                                                              |Star                               |10 50 57.6863010528 -59 56 56.196022524|288.3776238498817 -00.5261874263218|   -6.335 1.980   |10.2     |~                |    ~     ~    |    1| 2760.906   pc  |-119.6748   +119.6748    |paral   |2020yCat.1350....0G
4082|HD 94173                                                                                                 |Star                               |10 50 58.6212775200 -59 57 26.324949096|288.3831069504942 -00.5328045049971| -13.678 -0.708   |6.790    |B8/9IV           |    ~     ~    |    1|  193.069   pc  |  -0.9654     +0.9654    |paral   |2020yCat.1350....0G
4083|HD 94187                                                                                                 |Star                               |10 51 02.2892569456 -60 07 13.509932949|288.4627626926002 -00.6753450326020| -11.707 -6.102   |9.72     |B3/5III          |    ~     ~    |    0|                |                         |        |                   
4084|HD 94230                                                                                                 |Variable Star                      |10 51 20.7010562904 -59 44 38.001325380|288.3292903348342 -00.3211716037828|   -7.162 2.436   |7.93     |B1Ib             |    ~     ~    |    1| 2558.854   pc  |-100.8351   +100.8351    |paral   |2020yCat.1350....0G
4085|HD 305616                                                                                                |Star                               |10 51 20.2545566952 -60 13 52.775429556|288.5455424472253 -00.7580186454273|   -8.115 4.023   |10.80    |A0               |    ~     ~    |    1|  660.982   pc  |  -6.1166     +6.1166    |paral   |2020yCat.1350....0G
4086|CPD-59 2793                                                                                              |Star                               |10 51 22.0707466032 -59 53 26.065968432|288.3971764859015 -00.4512342547758|   -5.355 2.390   |10.41    |OB               |    ~     ~    |    1| 5503.577   pc  |-384.6749   +384.6749    |paral   |2020yCat.1350....0G
4087|CPD-59 2794                                                                                              |Blue Supergiant                    |10 51 35.4437005944 -59 50 59.171168832|288.4040737362258 -00.4022474831166|   -5.340 2.199   |10.53    |B0.5Ia           |    ~     ~    |    1| 4199.916   pc  |-252.2419   +252.2419    |paral   |2020yCat.1350....0G
4088|HD 94345                                                                                                 |beta Cep Variable                  |10 52 10.0278713088 -59 57 18.580132440|288.5155867386232 -00.4646556997820|   -6.488 2.276   |9.05     |B0/1IV           |    ~     ~    |    1| 2152.853   pc  | -80.6451    +80.6451    |paral   |2020yCat.1350....0G
4089|HD 305687                                                                                                |Eclipsing Binary                   |10 52 15.8733319080 -60 13 37.620874092|288.6467978596937 -00.7031779762807|   -7.443 2.460   |10.08    |B5               |    ~     ~    |    1| 1913.509   pc  | -56.3874    +56.3874    |paral   |2020yCat.1350....0G
4090|HD 94381                                                                                                 |Star                               |10 52 30.2096527944 -59 57 17.943146208|288.5532765476719 -00.4458882551806|   -7.864 2.370   |9.83     |B3II/III         |    ~     ~    |    1| 2077.706   pc  | -68.6381    +68.6381    |paral   |2020yCat.1350....0G
4091|HD 305682                                                                                                |Star                               |10 53 05.2400900880 -60 02 09.416107788|288.6544689340684 -00.4864296452791|   -6.616 1.930   |10.3     |B8               |    ~     ~    |    1| 3221.649   pc  |-250.1345   +250.1345    |paral   |2020yCat.1350....0G
4092|CD-59 3398                                                                                               |Star                               |10 53 28.6378821792 -59 51 38.045872548|288.6213839516086 -00.3074119600013|   -5.371 2.123   |10.37    |B0Ib             |    ~     ~    |    0|                |                         |        |                   
4093|HD 94547                                                                                                 |Star                               |10 53 41.0281794096 -59 50 55.793552928|288.6395561845793 -00.2855096924504|   -6.957 2.395   |10.325   |B1II             |    ~     ~    |    1| 1520.681   pc  | -32.3746    +32.3746    |paral   |2020yCat.1350....0G
4094|HD 303477                                                                                                |Star                               |10 53 02.6613480576 -58 45 44.151464484|288.0897415226078 +00.6552343243273|   -5.772 1.919   |10.86    |A2               |    ~     ~    |    1| 2200.220   pc  | -82.2965    +82.2965    |paral   |2020yCat.1350....0G
4095|HD 94648                                                                                                 |Be Star                            |10 54 26.7344158584 -59 51 44.353917108|288.7315018891892 -00.2559375600941|   -6.577 2.299   |9.92     |B2Ib/II          |    ~     ~    |    1| 2238.138   pc  | -81.1500    +81.1500    |paral   |2020yCat.1350....0G
4096|HD 94715                                                                                                 |Star                               |10 54 49.1664138408 -59 52 43.984274808|288.7809570998715 -00.2504870887803|  -17.716 0.895   |9.77     |A0/1V            |    ~     ~    |    1|  350.300   pc  |  -1.8775     +1.8775    |paral   |2020yCat.1350....0G
4097|HD 94775                                                                                                 |Star                               |10 55 18.4432069824 -59 53 57.014851056|288.8449072502369 -00.2422920764879|   -8.051 2.864   |9.76     |B8II/III         |    ~     ~    |    1| 1431.229   pc  | -34.0037    +34.0037    |paral   |2020yCat.1350....0G
4098|HD 94774                                                                                                 |Star                               |10 55 21.6382668432 -59 45 09.795333780|288.7877008770322 -00.1073113363000|  -13.533 4.233   |9.95     |A0               |    ~     ~    |    1|  508.751   pc  |  -9.6025     +9.6025    |paral   |2020yCat.1350....0G
4099|HD 305679                                                                                                |Star                               |10 55 24.8298448920 -59 50 41.386339428|288.8334937959830 -00.1875096467418|   -7.186 2.623   |10.07    |B8               |    ~     ~    |    1| 2277.904   pc  | -73.6816    +73.6816    |paral   |2020yCat.1350....0G
4100|HD 305690                                                                                                |Star                               |10 55 30.4631699184 -60 06 32.860376640|288.9581100480962 -00.4208822856407|   -5.427 2.165   |10.41    |B7II             |    ~     ~    |    1| 4210.526   pc  |-207.4238   +207.4238    |paral   |2020yCat.1350....0G
4101|CPD-59 2854                                                                                              |Blue Supergiant                    |10 55 55.3806894360 -60 14 20.206985676|289.0606133156528 -00.5158197083231|   -6.364 2.372   |10.47    |B3Iab            |    ~     ~    |    1| 3285.151   pc  |-135.9819   +135.9819    |paral   |2020yCat.1350....0G
4102|HD 94899                                                                                                 |Star                               |10 56 06.0641809224 -59 48 16.150954428|288.8940827432800 -00.1139257782094|   -7.447 3.784   |10.07    |B9V              |    ~     ~    |    1| 1205.255   pc  | -20.7727    +20.7727    |paral   |2020yCat.1350....0G
4103|HD 94900                                                                                                 |beta Cep Variable                  |10 56 10.5540518616 -59 55 49.274015232|288.9565750100766 -00.2235869873926|   -6.494 2.157   |9.32     |B1/2III          |    ~     ~    |    1| 2296.211   pc  | -85.9432    +85.9432    |paral   |2020yCat.1350....0G
4104|HD 94935                                                                                                 |Star                               |10 56 25.1568863616 -60 01 49.646501292|289.0269792603211 -00.3009864556255|   -6.436 1.999   |8.75     |B3II             |    ~     ~    |    1| 2411.963   pc  |-104.1345   +104.1345    |paral   |2020yCat.1350....0G
4105|HD 94988                                                                                                 |Star                               |10 56 48.4284003216 -60 08 09.352624920|289.1157881260479 -00.3756639303640|   -8.772 3.839   |9.37     |B2/4n            |    ~     ~    |    1| 1373.061   pc  | -33.5583    +33.5583    |paral   |2020yCat.1350....0G
4106|CPD-59 2870                                                                                              |Star                               |10 56 49.3392869880 -59 55 55.389711648|289.0304868475981 -00.1904776786235|   -5.134 2.005   |10.67    |B0.5Ib:          |    ~     ~    |    1| 4434.590   pc  |-251.7195   +251.7195    |paral   |2020yCat.1350....0G
4107|HD 95017                                                                                                 |Star                               |10 57 06.7245321264 -59 48 03.838466304|289.0075467408207 -00.0564865111821|  -11.487 0.646   |9.08     |G8/K0III         |    ~     ~    |    1|  388.666   pc  |  -1.9185     +1.9185    |paral   |2020yCat.1350....0G
4108|CD-59 3442                                                                                               |Star                               |10 57 25.3392042576 -60 06 42.134293872|289.1747922708228 -00.3211239014023|   -6.417 2.616   |10.55    |OB               |    ~     ~    |    1| 2480.774   pc  | -86.7748    +86.7748    |paral   |2020yCat.1350....0G
4109|HD 95095                                                                                                 |Star                               |10 57 38.5981772544 -60 04 44.246298288|289.1858368230006 -00.2797839219797|   -5.777 2.152   |9.60     |B0/1III          |    ~     ~    |    1| 3632.401   pc  |-171.5264   +171.5264    |paral   |2020yCat.1350....0G
4110|HD 95254                                                                                                 |Star                               |10 58 45.1167329952 -59 43 35.372333604|289.1630722253788 +00.0984095151745|   -7.985 2.212   |9.84     |B5/7II           |    ~     ~    |    1| 1502.178   pc  | -40.8434    +40.8434    |paral   |2020yCat.1350....0G
4111|HD 95292                                                                                                 |Star                               |10 59 05.3838906816 -59 58 24.750055236|289.3052333548700 -00.1080428774984| -12.567 -0.029   |8.79     |M1               |    ~     ~    |    1|  760.398   pc  |  -9.1357     +9.1357    |paral   |2020yCat.1350....0G
4112|HD 95323                                                                                                 |High Proper Motion Star            |10 59 18.0543662904 -60 12 42.883364340|289.4289349380510 -00.3134971340443| -56.006 12.382   |8.40     |F5V              |    ~     ~    |    1|  119.557   pc  |  -0.2087     +0.2087    |paral   |2020yCat.1350....0G
4113|HD 95322                                                                                                 |Star                               |10 59 20.1044708784 -59 54 41.089724712|289.3071269075020 -00.0387602890502|  -14.009 4.379   |9.08     |B9III            |    ~     ~    |    1|  677.048   pc  |  -8.5720     +8.5720    |paral   |2020yCat.1350....0G
4114|HD 95377                                                                                                 |Star                               |10 59 34.2225757920 -59 40 12.212082696|289.2331868155370 +00.1928884358608|   -9.079 1.863   |9.28     |A0III/IV         |    ~     ~    |    1| 1096.732   pc  | -19.2451    +19.2451    |paral   |2020yCat.1350....0G
4115|HD 305841                                                                                                |Star                               |10 59 56.3037298608 -59 44 08.047354704|289.3026801840668 +00.1526814067853|   -6.605 1.581   |10.06    |B8               |    ~     ~    |    1| 2585.984   pc  |-100.3097   +100.3097    |paral   |2020yCat.1350....0G
4116|HD 305854                                                                                                |Star                               |10 59 57.2405910576 -59 51 20.046945132|289.3543957099570 +00.0443793179275|   -6.804 2.053   |10.88    |B8               |    ~     ~    |    1| 2282.063   pc  |-121.3420   +121.3420    |paral   |2020yCat.1350....0G
4117|V* IX Car                                                                                                |Red Supergiant                     |10 50 26.2996802448 -59 58 56.569617012|288.3340477255228 -00.5853812770820|   -6.466 2.322   |9.00     |M2Iab            |    ~     ~    |    1| 2254.283   pc  |-111.7994   +111.7994    |paral   |2020yCat.1350....0G
4118|CPD-59 2716                                                                                              |Star                               |10 47 56.4784118904 -60 09 09.182296908|288.1332799051345 -00.8780960658320|  -10.490 2.975   |10.01    |~                |    ~     ~    |    1| 1203.514   pc  | -15.3535    +15.3535    |paral   |2020yCat.1350....0G
4119|V* BO Car                                                                                                |Red Supergiant                     |10 45 50.6576914056 -59 29 19.321115064|287.5937531447057 -00.4100198891941|   -7.334 1.420   |7.45     |M4Ib             |    ~     ~    |    1| 1661.130   pc  | -71.4672    +71.4672    |paral   |2020yCat.1350....0G
4120|V* WW Car                                                                                                |Classical Cepheid Variable         |10 51 35.7678373728 -59 23 06.014351904|288.1981074858644 +00.0143893800871|   -5.596 2.553   |9.68     |F9II+?           |    ~     ~    |    1| 1949.698   pc  | -67.6635    +67.6635    |paral   |2020yCat.1350....0G
4121|CPD-58 2908                                                                                              |Star                               |10 59 06.9153025296 -59 25 28.222009068|289.0781222534947 +00.3918287164247|   -5.196 2.056   |10.92    |O9V              |    ~     ~    |    1| 4646.840   pc  |-250.4802   +250.4802    |paral   |2020yCat.1350....0G
4122|HD 303491                                                                                                |Pulsating Variable                 |10 51 35.2795156800 -59 08 09.306749832|288.0864628104798 +00.2370554589034|   -9.037 2.736   |10.981   |A5               |    ~     ~    |    1| 1149.425   pc  |-102.3913   +102.3913    |paral   |2020yCat.1350....0G
4123|HD 305545                                                                                                |Star                               |10 45 17.3970077208 -60 11 11.106266676|287.8562969786300 -01.0602056604025|   -7.715 3.085   |10.55    |A2               |    ~     ~    |    1| 1553.277   pc  | -53.3200    +53.3200    |paral   |2020yCat.1350....0G
4124|HD 305614                                                                                                |Star                               |10 48 15.3761710152 -60 07 07.822935048|288.1527926585385 -00.8302098739522|  -20.751 5.124   |10.66    |A0               |    ~     ~    |    1|  621.659   pc  |  -4.8307     +4.8307    |paral   |2020yCat.1350....0G
4125|HD 305756                                                                                                |Star                               |10 59 03.3688767600 -60 04 58.527470568|289.3472649433709 -00.2091146773530| -18.200 -3.070   |10.97    |A                |    ~     ~    |    1|  498.753   pc  |  -3.4328     +3.4328    |paral   |2020yCat.1350....0G
4126|HD 305692                                                                                                |Star                               |10 54 53.6434254048 -60 13 38.984818512|288.9404616630166 -00.5606098963829|   -7.441 0.387   |9.75     |K0               |    ~     ~    |    1|  947.867   pc  | -10.3322    +10.3322    |paral   |2020yCat.1350....0G
4127|HD 305689                                                                                                |Star                               |10 54 38.1792617352 -60 07 36.652885248|288.8679275079919 -00.4838242192772|   -8.373 6.196   |9.64     |K0               |    ~     ~    |    1|  674.400   pc  |  -7.0951     +7.0951    |paral   |2020yCat.1350....0G
4128|HD 305677                                                                                                |Star                               |10 53 29.1199453992 -59 49 09.131564100|288.6041684286338 -00.2697858785361|   -6.963 2.695   |10.63    |B5               |    ~     ~    |    1| 2437.241   pc  | -75.4398    +75.4398    |paral   |2020yCat.1350....0G
4129|HD 305541                                                                                                |Pulsating Variable                 |10 45 32.2001538264 -60 06 16.730701092|287.8454375704599 -00.9735376388805|   -5.354 2.737   |10.63    |A0               |    ~     ~    |    1| 1381.597   pc  | -64.8996    +64.8996    |paral   |2020yCat.1350....0G
4130|HD 305538                                                                                                |Spectroscopic Binary               |10 45 46.4472523680 -60 05 13.276623876|287.8634662363811 -00.9441841414972|   -6.462 1.759   |10.499   |B0.5V            |    ~     ~    |    1| 2433.682   pc  |-116.0871   +116.0871    |paral   |2020yCat.1350....0G
4131|HD 305537                                                                                                |Star                               |10 45 44.4002210544 -60 04 23.359602288|287.8532622273529 -00.9338755577906|  -10.953 4.552   |10.74    |A0               |    ~     ~    |    0|                |                         |        |                   
4132|HD 305533                                                                                                |Young Stellar Object               |10 45 13.3691046000 -59 57 53.792453736|287.7457342647642 -00.8681090763910|   -6.937 2.389   |10.58    |B0V              |0.255 0.255    |    1| 2606.882   pc  |-116.8884   +116.8884    |paral   |2020yCat.1350....0G
4133|HD 305528                                                                                                |Star                               |10 45 16.7310319488 -59 54 45.755131284|287.7276179099123 -00.8186181684299|   -7.311 2.395   |10.32    |B2V              |    ~     ~    |    1| 2509.410   pc  |-103.2731   +103.2731    |paral   |2020yCat.1350....0G
4134|HD 303557                                                                                                |Star                               |10 54 52.3520305536 -58 39 08.237321964|288.2553290334382 +00.8578071770709|    9.455 2.187   |10.68    |A                |    ~     ~    |    1|  833.681   pc  |  -7.4368     +7.4368    |paral   |2020yCat.1350....0G
4135|HD 303573                                                                                                |Star                               |10 56 01.5437227632 -59 03 21.453212808|288.5640435095823 +00.5579831701985| -17.829 -4.539   |10.67    |F0               |    ~     ~    |    1|  169.716   pc  |  -0.3197     +0.3197    |paral   |2020yCat.1350....0G
4136|HD 303397                                                                                                |Double or Multiple Star            |10 50 06.059016 -59 26 19.60620        |288.051995543 -00.118732353        |      -10.8 2.3   |10.008   |A5               |    ~     ~    |    0|                |                         |        |                   
4137|HD 303373                                                                                                |Star                               |10 49 07.1249193432 -58 46 04.890478656|287.6368639688515 +00.4230029827635|  -14.763 3.587   |10.99    |A2               |    ~     ~    |    1|  571.625   pc  |  -4.5092     +4.5092    |paral   |2020yCat.1350....0G
4138|HD 93370                                                                                                 |Star                               |10 45 30.6338887032 -60 25 24.963582360|287.9908559805012 -01.2574450293951|  -6.830 -5.187   |9.85     |A1V              |    ~     ~    |    1|  592.347   pc  |  -5.3333     +5.3333    |paral   |2020yCat.1350....0G
4139|HD 93502                                                                                                 |Spectroscopic Binary               |10 46 17.0664615960 -60 36 10.340489520|288.1583902126626 -01.3721355872812|  -42.857 8.422   |6.268    |A0IV             |    ~     ~    |    1|  120.722   pc  |  -0.3979     +0.3979    |paral   |2020yCat.1350....0G
4140|HD 305560                                                                                                |Blue Supergiant                    |10 46 28.4566624008 -60 33 50.766610968|288.1611507414156 -01.3269815884104|   -5.353 1.164   |9.79     |O9I              |    ~     ~    |    1| 6912.950   pc  |-1635.0000   +1635.0000  |ST-L    |2020AJ....160...83S
4141|HD 305551                                                                                                |Star                               |10 46 34.0284137544 -60 20 39.381931176|288.0698272018271 -01.1266825045702|   -6.732 2.400   |10.16    |B8               |    ~     ~    |    1| 2707.826   pc  |-159.1113   +159.1113    |paral   |2020yCat.1350....0G
4142|HD 93621                                                                                                 |Star                               |10 47 08.3567043864 -60 34 24.152876184|288.2379528536729 -01.2975861768229|  -11.778 0.646   |8.37     |B8II             |    ~     ~    |    1|  763.417   pc  | -13.9873    +13.9873    |paral   |2020yCat.1350....0G
4143|CD-59 3329                                                                                               |Star                               |10 47 12.2217082200 -60 37 57.956282364|288.2722662602645 -01.3467070092816|   -6.752 2.206   |10.48    |OB               |    ~     ~    |    1| 2494.388   pc  | -96.4405    +96.4405    |paral   |2020yCat.1350....0G
4144|CPD-59 2711                                                                                              |Star                               |10 47 35.2115363232 -60 29 23.303490036|288.2485316199608 -01.1980772197770|   -6.919 2.482   |10.65    |B1III            |    ~     ~    |    1| 2339.181   pc  | -60.1895    +60.1895    |paral   |2020yCat.1350....0G
4145|HD 93683                                                                                                 |Be Star                            |10 47 38.8785531792 -60 37 04.271539296|288.3138561765552 -01.3084724989283|   -6.667 2.857   |7.87     |O9V+B0V          |2.910 2.910    |    1| 1129.050   pc  | -90.8900    +90.8900    |paral   |2020yCat.1350....0G
4146|HD 93776                                                                                                 |Star                               |10 48 13.4885927064 -60 38 42.980992260|288.3893137881105 -01.3005544318622|  -11.587 1.430   |9.48     |A1/2V            |    ~     ~    |    1|  610.054   pc  |  -5.9174     +5.9174    |paral   |2020yCat.1350....0G
4147|HD 305619                                                                                                |Spectroscopic Binary               |10 48 15.5224786176 -60 15 56.768042412|288.2200266274290 -00.9608581813695|   -6.759 2.502   |9.44     |O9.7II           |    ~     ~    |    1| 2710.030   pc  |-353.4000   +353.4000    |ST-L    |2020AJ....160...83S
